#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
2.2929e+03 4.7787e-20 2.5983e-12 7.7071e-06 8.7485e-02 9.0810e-01 4.4047e-03 1.1278e-09
2.4330e+03 2.2095e-21 1.3990e-13 8.0995e-07 2.4401e-02 9.4926e-01 2.6333e-02 5.6981e-08
2.5816e+03 1.2045e-22 8.7623e-15 9.2108e-08 6.7305e-03 8.7400e-01 1.1927e-01 1.8124e-06
2.7393e+03 9.7632e-24 7.8962e-16 1.3182e-08 1.9519e-03 6.6818e-01 3.2985e-01 2.4194e-05
2.9067e+03 1.3702e-24 1.2209e-16 2.8185e-09 6.8248e-04 4.5609e-01 5.4311e-01 1.1639e-04
3.0842e+03 4.2561e-25 4.2259e-17 1.1893e-09 3.7646e-04 3.5371e-01 6.4569e-01 2.2933e-04
3.2726e+03 3.4852e-25 3.8464e-17 1.1585e-09 3.8094e-04 3.6049e-01 6.3891e-01 2.1314e-04
3.4725e+03 7.5536e-25 9.1145e-17 2.5552e-09 6.9235e-04 4.7504e-01 5.2417e-01 9.4864e-05
3.6846e+03 4.7000e-24 6.1924e-16 1.3476e-08 2.2288e-03 7.2171e-01 2.7604e-01 1.3082e-05
3.9097e+03 7.2393e-23 1.0525e-14 1.4195e-07 1.0051e-02 9.2810e-01 6.1847e-02 3.2506e-07
4.1484e+03 1.0092e-21 1.4943e-13 1.1819e-06 3.5336e-02 9.5286e-01 1.1804e-02 7.5984e-09
4.4019e+03 4.1483e-21 5.8500e-13 3.4020e-06 6.4455e-02 9.3053e-01 5.0133e-03 1.1575e-09
4.6708e+03 4.2524e-21 6.1142e-13 3.5473e-06 6.6227e-02 9.2899e-01 4.7793e-03 1.0369e-09
4.9561e+03 1.8848e-21 3.0937e-13 2.1806e-06 5.1245e-02 9.4208e-01 6.6762e-03 2.0895e-09
5.2588e+03 8.0888e-22 1.5322e-13 1.3220e-06 3.9337e-02 9.5136e-01 9.2986e-03 4.1938e-09
5.5800e+03 4.4972e-22 9.3290e-14 9.2441e-07 3.2463e-02 9.5572e-01 1.1813e-02 6.9808e-09
5.9209e+03 4.2964e-22 9.5900e-14 9.7106e-07 3.3829e-02 9.5530e-01 1.0867e-02 5.6863e-09
6.2825e+03 6.3439e-22 1.5148e-13 1.4280e-06 4.2784e-02 9.4962e-01 7.5966e-03 2.5215e-09
6.6663e+03 1.2333e-21 3.0666e-13 2.5238e-06 5.9753e-02 9.3566e-01 4.5889e-03 8.1961e-10
7.0735e+03 3.3329e-21 8.6246e-13 5.7515e-06 9.5925e-02 9.0189e-01 2.1781e-03 1.5928e-10
7.5056e+03 1.5615e-20 4.3682e-12 2.0766e-05 1.9619e-01 8.0318e-01 6.0840e-04 1.0280e-11
7.9641e+03 9.1894e-20 2.7581e-11 8.5498e-05 4.0146e-01 5.9835e-01 1.1166e-04 3.2287e-13
8.4505e+03 6.3447e-19 1.9371e-10 3.4654e-04 6.9141e-01 3.0823e-01 1.1043e-05 4.0524e-15
8.9668e+03 6.1896e-18 1.8928e-09 1.5451e-03 9.2255e-01 7.5906e-02 2.7133e-07 5.5939e-18
9.5145e+03 1.0629e-16 3.2626e-08 8.8881e-03 9.8345e-01 7.6572e-03 1.0909e-09 4.0062e-22
1.0096e+04 5.6380e-15 1.6922e-06 9.3459e-02 9.0630e-01 2.3820e-04 3.2971e-13 3.7136e-28
1.0712e+04 6.0852e-13 1.7179e-04 8.1186e-01 1.8797e-01 2.7826e-07 3.1708e-19 5.0576e-38
1.1367e+04 2.5086e-11 6.5317e-03 9.9223e-01 1.2383e-03 1.3245e-12 7.0285e-29 0.0000e+00
1.2062e+04 1.4169e-09 3.9142e-01 6.0858e-01 6.5903e-07 3.8557e-20 2.3360e-42 0.0000e+00
1.2794e+04 3.6383e-09 9.9119e-01 8.8133e-03 3.5136e-12 3.5386e-30 0.0000e+00 0.0000e+00
1.3528e+04 3.7239e-09 9.9999e-01 1.1999e-05 1.8871e-19 1.4574e-43 0.0000e+00 0.0000e+00
1.4194e+04 4.2526e-09 1.0000e+00 2.5314e-08 3.2161e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 4.5548e-09 1.0000e+00 5.3285e-10 1.7938e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 5.5638e-09 1.0000e+00 3.3199e-11 1.6877e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 8.4908e-09 1.0000e+00 1.5344e-12 8.3100e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.6397e-08 1.0000e+00 3.6652e-14 8.5514e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 2.6604e-08 1.0000e+00 7.6418e-16 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.7096e-08 1.0000e+00 2.6628e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.5067e-08 1.0000e+00 1.3867e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.0344e-08 1.0000e+00 8.2417e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.6610e-08 1.0000e+00 7.0900e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 6.3867e-08 1.0000e+00 7.4505e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 7.2789e-08 1.0000e+00 8.0571e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 9.0733e-08 1.0000e+00 2.9437e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.0224e-07 1.0000e+00 1.9877e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.2219e-07 1.0000e+00 7.9828e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.3224e-07 1.0000e+00 1.0119e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.6283e-07 1.0000e+00 2.3974e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.1837e-07 1.0000e+00 8.6800e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.6459e-07 1.0000e+00 8.6332e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 4.8529e-07 1.0000e+00 2.6409e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 4.3162e-07 1.0000e+00 8.7833e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.4449e-07 1.0000e+00 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 8.0865e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 8.0501e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 7.1493e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 5.2259e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.6436e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 5.7909e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 4.9022e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 3.0301e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.6802e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.1581e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 3.7634e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.8364e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.4518e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.3991e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.6174e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.4418e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.2613e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0105e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 4.0158e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.3815e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.3073e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 3.0223e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 6.5416e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 6.8370e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 7.2001e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 4.8613e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 7.0429e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.4966e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 4.9200e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 6.5071e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.5180e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 5.6280e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.3203e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 5.6247e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 8.7958e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.1470e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.2885e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.7013e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.4766e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.3855e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 2.5417e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 2.4001e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.7812e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.6113e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 3.9542
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 6.0104e-12 1.0237e-02 9.8954e-01 2.2763e-04 1.1189e-14 3.9495e-33 0.0000e+00
8.8623e+02 3.6196e-09 8.4567e-02 9.1536e-01 7.2002e-05 4.2303e-15 1.0193e-32 0.0000e+00
9.0614e+02 2.6818e-10 6.7404e-03 9.8920e-01 4.0605e-03 5.6651e-11 2.5887e-25 0.0000e+00
9.4442e+02 4.4551e-11 1.2505e-03 9.5275e-01 4.5995e-02 1.8982e-08 8.9078e-21 8.3450e-40
9.9911e+02 2.1944e-11 6.4793e-04 8.9475e-01 1.0460e-01 1.4504e-07 3.5430e-19 2.5767e-37
1.0608e+03 1.8340e-11 5.4852e-04 8.7333e-01 1.2612e-01 2.3354e-07 8.4531e-19 1.0018e-36
1.1257e+03 1.7700e-11 5.3006e-04 8.6850e-01 1.3097e-01 2.5745e-07 1.0112e-18 1.3269e-36
1.1944e+03 1.6692e-11 5.0097e-04 8.6027e-01 1.3923e-01 3.0179e-07 1.3549e-18 2.0998e-36
1.2673e+03 1.4076e-11 4.2490e-04 8.3428e-01 1.6530e-01 4.7386e-07 3.1181e-18 7.7827e-36
1.3448e+03 7.1509e-12 2.2151e-04 7.0791e-01 2.9187e-01 2.2996e-06 6.0153e-17 8.3743e-34
1.4269e+03 1.5415e-12 4.9861e-05 3.8808e-01 6.1184e-01 3.0752e-05 1.0075e-14 3.2700e-30
1.5140e+03 1.9743e-13 6.6588e-06 1.3283e-01 8.6685e-01 3.1106e-04 1.4831e-12 1.3543e-26
1.6065e+03 3.2489e-14 1.1538e-06 4.8194e-02 9.5024e-01 1.5650e-03 5.8862e-11 7.0135e-24
1.7047e+03 6.0885e-15 2.2761e-07 1.8424e-02 9.7532e-01 6.2595e-03 1.4813e-09 1.7352e-21
1.8088e+03 1.0357e-15 4.1314e-08 6.6268e-03 9.6830e-01 2.5070e-02 3.8859e-08 4.6858e-19
1.9193e+03 1.4701e-16 6.3792e-09 2.1106e-03 8.9753e-01 1.0035e-01 1.1080e-06 1.5184e-16
2.0365e+03 1.6319e-17 7.6557e-10 5.2736e-04 6.6645e-01 3.3300e-01 2.7449e-05 4.5348e-14
2.1609e+03 1.2590e-18 6.3813e-11 8.8843e-05 3.2055e-01 6.7898e-01 3.8854e-04 7.0563e-12
2.2929e+03 6.7977e-20 3.8764e-12 1.0729e-05 1.0621e-01 8.9061e-01 3.1760e-03 5.4792e-10
2.4330e+03 3.1360e-21 2.0747e-13 1.1275e-06 2.9875e-02 9.5040e-01 1.9728e-02 2.9434e-08
2.5816e+03 1.7117e-22 1.3009e-14 1.2934e-07 8.3790e-03 8.9865e-01 9.2967e-02 9.9015e-07
2.7393e+03 1.4043e-23 1.1877e-15 1.8950e-08 2.5170e-03 7.2209e-01 2.7538e-01 1.4491e-05
2.9067e+03 2.0402e-24 1.8975e-16 4.2062e-09 9.1833e-04 5.1793e-01 4.8107e-01 7.4884e-05
3.0842e+03 6.5032e-25 6.7274e-17 1.8188e-09 5.1925e-04 4.1199e-01 5.8734e-01 1.5182e-04
3.2726e+03 5.3347e-25 6.1355e-17 1.7736e-09 5.2555e-04 4.1952e-01 5.7981e-01 1.4051e-04
3.4725e+03 1.1386e-24 1.4345e-16 3.8475e-09 9.3587e-04 5.3881e-01 4.6019e-01 5.9917e-05
3.6846e+03 6.8946e-24 9.5016e-16 1.9615e-08 2.8826e-03 7.7259e-01 2.2452e-01 7.4766e-06
3.9097e+03 1.0481e-22 1.5922e-14 2.0128e-07 1.2504e-02 9.4081e-01 4.6688e-02 1.6818e-07
4.1484e+03 1.4632e-21 2.2668e-13 1.6705e-06 4.3519e-02 9.4784e-01 8.6379e-03 3.7514e-09
4.4019e+03 6.0893e-21 8.9940e-13 4.8485e-06 7.9454e-02 9.1696e-01 3.5825e-03 5.4794e-10
4.6708e+03 6.3173e-21 9.5119e-13 5.1015e-06 8.2035e-02 9.1457e-01 3.3855e-03 4.8184e-10
4.9561e+03 2.8080e-21 4.8251e-13 3.1453e-06 6.3703e-02 9.3154e-01 4.7557e-03 9.7806e-10
5.2588e+03 1.2220e-21 2.4219e-13 1.9285e-06 4.9295e-02 9.4409e-01 6.6087e-03 1.9446e-09
5.5800e+03 6.7703e-22 1.4694e-13 1.3456e-06 4.0675e-02 9.5087e-01 8.4488e-03 3.2724e-09
5.9209e+03 6.4972e-22 1.5178e-13 1.4187e-06 4.2464e-02 9.4980e-01 7.7389e-03 2.6424e-09
6.2825e+03 9.5839e-22 2.3974e-13 2.0848e-06 5.3612e-02 9.4101e-01 5.3787e-03 1.1609e-09
6.6663e+03 1.8705e-21 4.8784e-13 3.6953e-06 7.4835e-02 9.2195e-01 3.2071e-03 3.6893e-10
7.0735e+03 5.0889e-21 1.3839e-12 8.4602e-06 1.1991e-01 8.7860e-01 1.4845e-03 6.8696e-11
7.5056e+03 2.3281e-20 6.8635e-12 2.9875e-05 2.3927e-01 7.6030e-01 4.0026e-04 4.2401e-12
7.9641e+03 1.3457e-19 4.2542e-11 1.1949e-04 4.6859e-01 5.3122e-01 6.7026e-05 1.1739e-13
8.4505e+03 8.9095e-19 2.8562e-10 4.5754e-04 7.5032e-01 2.4921e-01 5.8736e-06 1.2622e-15
8.9668e+03 8.4679e-18 2.7160e-09 1.9581e-03 9.4185e-01 5.6192e-02 1.2729e-07 1.4667e-18
9.5145e+03 1.4692e-16 4.7377e-08 1.1255e-02 9.8335e-01 5.3982e-03 4.6822e-10 9.1352e-23
1.0096e+04 8.4207e-15 2.6534e-06 1.2239e-01 8.7746e-01 1.4849e-04 1.1030e-13 5.6370e-29
1.0712e+04 7.8368e-13 2.3073e-04 8.6316e-01 1.3661e-01 1.1716e-07 6.1873e-20 3.7354e-39
1.1367e+04 2.9134e-11 7.9545e-03 9.9116e-01 8.9034e-04 5.9204e-13 1.5946e-29 0.0000e+00
1.2062e+04 1.5197e-09 4.4343e-01 5.5657e-01 4.2173e-07 1.4714e-20 4.2459e-43 0.0000e+00
1.2794e+04 3.4670e-09 9.9282e-01 7.1790e-03 2.0295e-12 1.2441e-30 0.0000e+00 0.0000e+00
1.3528e+04 3.5383e-09 9.9999e-01 9.3412e-06 9.7223e-20 4.2039e-44 0.0000e+00 0.0000e+00
1.4194e+04 4.0606e-09 1.0000e+00 2.1102e-08 1.9739e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 4.2850e-09 1.0000e+00 5.4022e-10 1.7965e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 5.3529e-09 1.0000e+00 2.5658e-11 8.5601e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 7.9474e-09 1.0000e+00 1.6683e-12 9.9205e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.5604e-08 1.0000e+00 3.3154e-14 6.4346e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 2.4845e-08 1.0000e+00 8.3946e-16 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.4257e-08 1.0000e+00 3.2905e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.1185e-08 1.0000e+00 1.9330e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.5752e-08 1.0000e+00 1.2383e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.0395e-08 1.0000e+00 1.3330e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 5.8805e-08 1.0000e+00 9.8512e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 6.8222e-08 1.0000e+00 8.9097e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 7.7571e-08 1.0000e+00 9.5472e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.4755e-08 1.0000e+00 2.7741e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.1225e-07 1.0000e+00 1.6949e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.1786e-07 1.0000e+00 3.5605e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.3935e-07 1.0000e+00 8.0525e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.0114e-07 1.0000e+00 1.1037e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.6209e-07 1.0000e+00 5.6629e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.9899e-07 1.0000e+00 1.2334e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.4948e-07 1.0000e+00 5.7173e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 5.0378e-07 1.0000e+00 9.5288e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 5.2951e-07 1.0000e+00 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 4.3776e-07 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 4.9343e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 5.0347e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 5.7768e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 5.3097e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.6558e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.6268e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 8.1334e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 4.8478e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.8021e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.6676e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.0320e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 3.3595e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.9675e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.5592e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 6.2618e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.3951e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 3.9665e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.3220e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 2.5947e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.3384e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.9535e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.5656e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.8529e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.5517e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.4276e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.4817e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 5.6249e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 5.4467e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 3.9601e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 7.7653e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
