#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 18
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5 Si6 Si7
2.658715E+04 1.513325E-09 4.135603E-02 9.586439E-01 2.227669E-08 2.733866E-23 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 2.008053E-09 5.514718E-02 9.448528E-01 9.232699E-09 3.239114E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 3.227277E-09 8.413959E-02 9.158604E-01 2.657942E-09 1.646037E-25 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 5.563947E-09 1.376883E-01 8.623117E-01 5.381401E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 7.770898E-09 2.034853E-01 7.965147E-01 1.092821E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 8.919639E-09 2.660012E-01 7.339988E-01 2.690976E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 10.0
#NVEL: 31
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5 Si6 Si7
1.500755E+04 2.067555E-13 6.098156E-05 9.934094E-01 6.529581E-03 1.396167E-10 0.000000E+00 0.000000E+00 0.000000E+00
1.524048E+04 3.410538E-13 8.572470E-05 9.960547E-01 3.859605E-03 4.261564E-11 0.000000E+00 0.000000E+00 0.000000E+00
1.564700E+04 1.463682E-12 2.125679E-04 9.989375E-01 8.499632E-04 1.349561E-12 0.000000E+00 0.000000E+00 0.000000E+00
1.596030E+04 8.250766E-12 5.994830E-04 9.992430E-01 1.575452E-04 2.959460E-14 0.000000E+00 0.000000E+00 0.000000E+00
1.618740E+04 2.570867E-11 1.231328E-03 9.987254E-01 4.328746E-05 1.507850E-15 0.000000E+00 0.000000E+00 0.000000E+00
1.635415E+04 5.182082E-11 1.962630E-03 9.980196E-01 1.773275E-05 1.890073E-16 0.000000E+00 0.000000E+00 0.000000E+00
1.648418E+04 6.970921E-11 2.480298E-03 9.975094E-01 1.028717E-05 5.144442E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.659312E+04 6.771255E-11 2.574477E-03 9.974171E-01 8.452744E-06 3.114342E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.669200E+04 6.544252E-11 2.636410E-03 9.973563E-01 7.254206E-06 2.099320E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.678858E+04 6.538706E-11 2.727452E-03 9.972662E-01 6.346931E-06 1.500908E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.688835E+04 6.777305E-11 2.879095E-03 9.971155E-01 5.404138E-06 1.011522E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.699880E+04 6.990400E-11 3.034800E-03 9.969606E-01 4.566798E-06 6.673687E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.714640E+04 7.238331E-11 3.221951E-03 9.967742E-01 3.821286E-06 4.309616E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.741525E+04 7.508687E-11 3.507196E-03 9.964899E-01 2.935867E-06 2.251629E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 7.576440E-11 3.911653E-03 9.960864E-01 1.978504E-06 8.414888E-19 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 9.552047E-11 4.965966E-03 9.950329E-01 1.113186E-06 2.120524E-19 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 1.177736E-10 6.261743E-03 9.937376E-01 6.191554E-07 5.160887E-20 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 1.246393E-10 7.265497E-03 9.927341E-01 3.811553E-07 1.557288E-20 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 1.349362E-10 8.514858E-03 9.914849E-01 2.291771E-07 4.444289E-21 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 1.695795E-10 1.076789E-02 9.892320E-01 1.227936E-07 9.828451E-22 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 1.860795E-10 1.267673E-02 9.873232E-01 7.068772E-08 2.507400E-22 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 1.851129E-10 1.407254E-02 9.859274E-01 4.471668E-08 7.906109E-23 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 1.905103E-10 1.580010E-02 9.841999E-01 2.844237E-08 2.551607E-23 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 2.060557E-10 1.809214E-02 9.819078E-01 1.800384E-08 8.250902E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 2.274747E-10 2.094473E-02 9.790553E-01 1.110830E-08 2.513016E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 2.443385E-10 2.404926E-02 9.759507E-01 6.724278E-09 7.236075E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 2.489938E-10 2.707924E-02 9.729208E-01 4.103756E-09 2.100887E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 2.696309E-10 3.216078E-02 9.678392E-01 2.179819E-09 4.379042E-26 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 2.681791E-10 3.738963E-02 9.626104E-01 1.099847E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 2.042503E-10 3.815847E-02 9.618415E-01 6.451380E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.280182E-10 3.452822E-02 9.654718E-01 4.717773E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 15.0
#NVEL: 39
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5 Si6 Si7
9.648220E+03 2.267543E-18 3.642238E-09 7.107072E-03 9.756734E-01 1.721957E-02 0.000000E+00 0.000000E+00 0.000000E+00
1.009565E+04 1.859030E-18 2.976296E-09 5.516194E-03 9.675515E-01 2.693228E-02 0.000000E+00 0.000000E+00 0.000000E+00
1.071233E+04 4.761928E-18 6.870402E-09 8.783785E-03 9.753205E-01 1.589572E-02 0.000000E+00 0.000000E+00 0.000000E+00
1.136668E+04 2.775360E-17 3.475072E-08 2.459237E-02 9.713880E-01 4.019637E-03 0.000000E+00 0.000000E+00 0.000000E+00
1.206113E+04 4.078411E-16 4.222160E-07 1.264531E-01 8.732150E-01 3.314705E-04 0.000000E+00 0.000000E+00 0.000000E+00
1.279345E+04 1.011830E-14 7.598080E-06 6.721147E-01 3.278745E-01 3.193172E-06 0.000000E+00 0.000000E+00 0.000000E+00
1.352863E+04 9.785930E-14 4.468992E-05 9.766699E-01 2.328538E-02 3.582619E-09 0.000000E+00 0.000000E+00 0.000000E+00
1.419473E+04 4.142618E-13 1.293939E-04 9.974758E-01 2.394818E-03 1.559018E-11 0.000000E+00 0.000000E+00 0.000000E+00
1.475775E+04 9.067130E-13 2.367548E-04 9.991755E-01 5.877496E-04 5.383060E-13 0.000000E+00 0.000000E+00 0.000000E+00
1.524048E+04 2.234757E-12 4.342702E-04 9.993887E-01 1.770403E-04 3.244661E-14 0.000000E+00 0.000000E+00 0.000000E+00
1.564700E+04 7.510429E-12 9.146942E-04 9.990367E-01 4.856791E-05 1.676101E-15 0.000000E+00 0.000000E+00 0.000000E+00
1.596030E+04 3.384302E-11 2.225106E-03 9.977634E-01 1.150276E-05 6.456942E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.618740E+04 9.171163E-11 4.153857E-03 9.958425E-01 3.673877E-06 4.638262E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.635415E+04 1.733604E-10 6.322553E-03 9.936759E-01 1.582757E-06 6.474356E-19 0.000000E+00 0.000000E+00 0.000000E+00
1.648418E+04 2.274829E-10 7.843641E-03 9.921554E-01 9.187064E-07 1.747114E-19 0.000000E+00 0.000000E+00 0.000000E+00
1.659312E+04 2.231840E-10 8.190957E-03 9.918083E-01 7.163531E-07 9.232446E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.669200E+04 2.064236E-10 8.146088E-03 9.918533E-01 6.455269E-07 6.953593E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.678858E+04 2.020479E-10 8.312912E-03 9.916865E-01 5.724024E-07 5.107453E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.688835E+04 2.135672E-10 8.888230E-03 9.911113E-01 4.591845E-07 2.962360E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.699880E+04 2.147702E-10 9.212753E-03 9.907869E-01 3.952329E-07 2.031120E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.714640E+04 2.178527E-10 9.649717E-03 9.903500E-01 3.286500E-07 1.278877E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.741525E+04 2.269753E-10 1.053502E-02 9.894647E-01 2.401969E-07 5.864881E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 2.158056E-10 1.130329E-02 9.886965E-01 1.666772E-07 2.312155E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 2.585076E-10 1.387552E-02 9.861244E-01 9.468405E-08 5.867317E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 3.027937E-10 1.691627E-02 9.830837E-01 5.341604E-08 1.456505E-22 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 3.247868E-10 1.980344E-02 9.801965E-01 3.045847E-08 3.617732E-23 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 3.568738E-10 2.343200E-02 9.765680E-01 1.705946E-08 8.642902E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 4.459941E-10 2.950131E-02 9.704987E-01 8.842179E-09 1.760226E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 4.644479E-10 3.355388E-02 9.664461E-01 5.330214E-09 4.992015E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 4.307302E-10 3.559443E-02 9.644056E-01 3.654567E-09 1.897819E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 4.247724E-10 3.888713E-02 9.611129E-01 2.406168E-09 6.620285E-26 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 4.326860E-10 4.285899E-02 9.571410E-01 1.617063E-09 2.459243E-26 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 4.374160E-10 4.689140E-02 9.531086E-01 1.111665E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 4.488405E-10 5.227760E-02 9.477224E-01 7.036349E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 4.240790E-10 5.601980E-02 9.439802E-01 4.748492E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 4.236536E-10 6.300092E-02 9.369991E-01 2.820438E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 3.649034E-10 6.654448E-02 9.334555E-01 1.782062E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 2.418366E-10 6.201295E-02 9.379871E-01 1.307325E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.426326E-10 5.397989E-02 9.460201E-01 1.057628E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 20.0
#NVEL: 45
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5 Si6 Si7
6.681933E+03 9.162478E-20 2.413988E-10 1.205821E-03 8.632941E-01 1.355000E-01 0.000000E+00 0.000000E+00 0.000000E+00
7.073503E+03 5.093585E-20 1.366988E-10 7.126366E-04 7.652016E-01 2.340857E-01 0.000000E+00 0.000000E+00 0.000000E+00
7.505583E+03 4.839726E-20 1.321550E-10 6.480497E-04 7.396018E-01 2.597502E-01 0.000000E+00 0.000000E+00 0.000000E+00
7.964053E+03 6.372188E-20 1.720223E-10 7.393438E-04 7.590524E-01 2.402083E-01 0.000000E+00 0.000000E+00 0.000000E+00
8.450525E+03 1.204142E-19 3.022670E-10 1.034606E-03 8.121832E-01 1.867822E-01 0.000000E+00 0.000000E+00 0.000000E+00
8.966715E+03 2.547431E-19 5.925901E-10 1.566952E-03 8.692043E-01 1.292287E-01 0.000000E+00 0.000000E+00 0.000000E+00
9.514450E+03 6.426394E-19 1.375003E-09 2.665844E-03 9.230583E-01 7.427581E-02 0.000000E+00 0.000000E+00 0.000000E+00
1.009565E+04 2.764003E-18 5.093651E-09 6.153762E-03 9.664456E-01 2.740065E-02 0.000000E+00 0.000000E+00 0.000000E+00
1.071233E+04 2.262804E-17 3.398751E-08 2.099942E-02 9.735940E-01 5.406576E-03 0.000000E+00 0.000000E+00 0.000000E+00
1.136668E+04 4.776788E-16 5.481351E-07 1.287415E-01 8.709012E-01 3.567555E-04 0.000000E+00 0.000000E+00 0.000000E+00
1.206113E+04 1.182733E-14 9.943978E-06 6.818679E-01 3.181188E-01 3.305407E-06 0.000000E+00 0.000000E+00 0.000000E+00
1.279345E+04 1.238531E-13 6.194511E-05 9.799830E-01 1.995501E-02 2.889918E-09 0.000000E+00 0.000000E+00 0.000000E+00
1.352863E+04 6.661812E-13 2.091001E-04 9.982005E-01 1.590355E-03 7.155168E-12 0.000000E+00 0.000000E+00 0.000000E+00
1.419473E+04 1.830552E-12 4.481008E-04 9.992630E-01 2.889299E-04 1.234661E-13 0.000000E+00 0.000000E+00 0.000000E+00
1.475775E+04 3.233461E-12 7.108329E-04 9.991938E-01 9.540106E-05 8.648877E-15 0.000000E+00 0.000000E+00 0.000000E+00
1.524048E+04 6.837936E-12 1.180193E-03 9.987845E-01 3.533068E-05 8.514000E-16 0.000000E+00 0.000000E+00 0.000000E+00
1.564700E+04 2.045694E-11 2.306301E-03 9.976824E-01 1.128618E-05 6.311578E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.596030E+04 9.068718E-11 5.544015E-03 9.944533E-01 2.689408E-06 2.466131E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.618740E+04 2.518424E-10 1.048372E-02 9.895155E-01 8.198054E-07 1.589157E-19 0.000000E+00 0.000000E+00 0.000000E+00
1.635415E+04 4.710807E-10 1.581479E-02 9.841849E-01 3.531512E-07 2.222561E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.648418E+04 5.768409E-10 1.873355E-02 9.812662E-01 2.229753E-07 7.311736E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.659312E+04 5.603236E-10 1.943414E-02 9.805657E-01 1.753098E-07 3.937402E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.669200E+04 5.362054E-10 1.976638E-02 9.802335E-01 1.491770E-07 2.584609E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.678858E+04 5.290514E-10 2.027926E-02 9.797206E-01 1.284840E-07 1.763747E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.688835E+04 5.243457E-10 2.078492E-02 9.792150E-01 1.124484E-07 1.255648E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.699880E+04 5.217023E-10 2.139468E-02 9.786052E-01 9.698951E-08 8.623452E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.714640E+04 5.268413E-10 2.234260E-02 9.776573E-01 8.095756E-08 5.482216E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.741525E+04 5.483130E-10 2.437474E-02 9.756252E-01 5.802925E-08 2.392339E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 5.233993E-10 2.622480E-02 9.737752E-01 3.885626E-08 8.612088E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 6.361049E-10 3.247897E-02 9.675210E-01 2.094335E-08 1.927793E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 7.662803E-10 4.029708E-02 9.597029E-01 1.086163E-08 3.911584E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 8.074595E-10 4.659901E-02 9.534010E-01 6.199275E-09 9.747263E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 8.614449E-10 5.403924E-02 9.459608E-01 3.527906E-09 2.421698E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 1.045388E-09 6.662539E-02 9.333746E-01 1.845274E-09 5.068775E-26 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 1.072782E-09 7.496606E-02 9.250339E-01 1.108757E-09 1.430409E-26 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 1.042794E-09 8.192411E-02 9.180759E-01 6.920744E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 9.790529E-10 8.667699E-02 9.133230E-01 4.838826E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 9.835384E-10 9.461688E-02 9.053831E-01 3.252548E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 9.620910E-10 1.012903E-01 8.987097E-01 2.303668E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 8.835137E-10 1.050659E-01 8.949341E-01 1.718077E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 8.267635E-10 1.117777E-01 8.882223E-01 1.159031E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 7.903654E-10 1.219068E-01 8.780932E-01 7.275519E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 6.774383E-10 1.281197E-01 8.718803E-01 4.594311E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 4.389539E-10 1.178281E-01 8.821719E-01 3.546423E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 2.493272E-10 1.004021E-01 8.995979E-01 3.114710E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
