#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
5920.87 8.0720e-02 1.9080e+03 2.2780e+03 1.8880e+03
6282.54 6.2100e-02 1.5770e+03 2.1480e+03 1.8600e+03
6666.30 4.9900e-02 1.4140e+03 1.9860e+03 1.7650e+03
7073.50 4.3410e-02 1.2340e+03 1.7970e+03 1.6360e+03
7505.58 3.7910e-02 9.9040e+02 1.5050e+03 1.4540e+03
7964.05 4.0150e-02 8.1540e+02 1.2450e+03 1.2400e+03
8450.53 5.3010e-02 7.4990e+02 1.0400e+03 1.0240e+03
8966.72 1.0260e-01 6.5590e+02 8.3660e+02 8.1670e+02
9514.44 1.5870e-01 5.3660e+02 6.4060e+02 6.2510e+02
10095.62 3.6790e-01 4.4730e+02 4.7520e+02 4.5300e+02
10712.30 4.4670e-01 3.4210e+02 3.3240e+02 3.0730e+02
11366.65 3.9370e-01 2.2960e+02 2.1460e+02 1.9630e+02
12061.10 4.9160e-01 1.4010e+02 1.2910e+02 1.2050e+02
12793.43 3.6880e-01 8.8360e+01 8.2930e+01 7.8510e+01
13528.61 1.1550e-01 5.9690e+01 5.5840e+01 5.2840e+01
14194.74 4.9690e-01 3.7130e+01 3.7220e+01 3.6790e+01
14757.77 3.1930e-02 2.4620e+01 2.4600e+01 2.4330e+01
15240.48 6.1370e-02 2.3270e+01 1.8550e+01 1.5840e+01
15646.99 3.6160e-02 2.6790e+01 1.5570e+01 1.1140e+01
15960.30 3.7640e-02 3.7200e+01 1.4100e+01 8.2600e+00
16187.41 4.3750e-02 3.8380e+01 1.1840e+01 6.3710e+00
16354.17 2.4490e-02 3.5570e+01 1.1020e+01 5.9280e+00
16484.18 1.3500e-01 3.1180e+01 9.6740e+00 5.2190e+00
16593.12 8.1640e-03 2.6090e+01 8.5910e+00 4.7130e+00
16691.99 2.2710e+00 1.8550e+01 8.7910e+00 5.3390e+00
16788.59 5.0420e-03 1.9040e+01 8.1310e+00 4.9850e+00
16888.37 7.0200e-01 1.5730e+01 8.1360e+00 5.3880e+00
16998.79 9.8460e-02 1.4830e+01 7.6850e+00 5.1470e+00
17146.37 7.1100e-02 1.3000e+01 7.1940e+00 5.0130e+00
17415.23 1.2640e-01 9.8990e+00 6.4020e+00 4.8070e+00
17888.12 3.8090e-03 6.2560e+00 4.9490e+00 4.1640e+00
18532.37 4.8510e-03 4.2880e+00 3.7390e+00 3.3000e+00
19260.76 2.0680e-04 2.8520e+00 2.7050e+00 2.3910e+00
20034.10 4.8290e-05 1.3440e+00 1.7860e+00 2.1160e+00
20838.00 4.2320e-05 7.8400e-01 1.2200e+00 1.5040e+00
21647.97 2.6860e-05 4.5850e-01 8.3000e-01 1.1700e+00
22447.94 3.0250e-04 2.4270e-01 5.4850e-01 8.5050e-01
23245.88 3.5220e-06 1.1790e-01 3.3960e-01 6.3220e-01
24052.47 1.6520e-05 5.0740e-02 2.1610e-01 4.7780e-01
24867.72 1.1530e-05 3.0550e-02 1.2620e-01 3.6360e-01
25698.86 1.4120e-04 1.5510e-02 7.7930e-02 2.6180e-01
26587.16 2.7420e-05 6.2240e-03 4.6950e-02 1.7040e-01
27637.54 1.3150e-05 2.5950e-03 2.1150e-02 9.7970e-02
28986.97 7.1360e-06 6.1370e-04 7.4570e-03 4.5280e-02
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.4740e+05 1.2090e+05 4.9120e+04 2.0140e+04
1919.29 3.3110e+05 1.6370e+05 7.6740e+04 2.8630e+04
2581.60 2.3380e+05 2.0150e+05 9.7190e+04 4.3370e+04
3084.17 2.6370e+04 1.4960e+05 6.4070e+04 3.5310e+04
3472.46 3.0580e+02 7.0970e+04 3.5050e+04 2.1330e+04
3909.64 1.9510e+01 2.2190e+04 1.4430e+04 9.8280e+03
4148.46 1.3600e+01 1.2160e+04 8.3110e+03 5.8480e+03
4670.75 6.6950e+00 5.2090e+03 3.4920e+03 2.4700e+03
4956.05 2.1160e+00 3.5020e+03 2.6680e+03 1.9600e+03
5258.79 6.6840e-01 2.5840e+03 2.3320e+03 1.8000e+03
5580.02 1.7620e-01 2.1720e+03 2.2480e+03 1.7940e+03
5920.87 9.0710e-02 1.8170e+03 2.1920e+03 1.8110e+03
6282.54 5.5350e-02 1.5210e+03 2.0480e+03 1.7820e+03
6666.30 4.8630e-02 1.3290e+03 1.9240e+03 1.6960e+03
7073.50 4.2010e-02 1.1810e+03 1.7220e+03 1.5690e+03
7505.58 3.4910e-02 9.3470e+02 1.4540e+03 1.3950e+03
7964.05 3.6520e-02 7.7060e+02 1.2010e+03 1.1910e+03
8450.53 4.8800e-02 7.1460e+02 9.9910e+02 9.8270e+02
8966.72 1.1610e-01 6.2850e+02 8.0060e+02 7.8330e+02
9514.44 1.9050e-01 5.1560e+02 6.1180e+02 5.9930e+02
10095.62 3.1830e-01 4.3010e+02 4.5480e+02 4.3280e+02
10712.30 5.2270e-01 3.2730e+02 3.1880e+02 2.9430e+02
11366.65 3.9970e-01 2.1990e+02 2.0480e+02 1.8900e+02
12061.10 7.0390e-01 1.3290e+02 1.2430e+02 1.1600e+02
12793.43 3.0730e-01 8.5350e+01 7.9230e+01 7.4800e+01
13528.61 5.5080e-01 5.5710e+01 5.3570e+01 5.1590e+01
14194.74 7.9210e-01 3.4570e+01 3.5770e+01 3.5830e+01
14757.77 8.5010e-02 2.3600e+01 2.3540e+01 2.3290e+01
15240.48 2.5520e-01 2.1210e+01 1.7980e+01 1.5860e+01
15646.99 1.1460e-02 2.5300e+01 1.5030e+01 1.0950e+01
15960.30 9.9700e-02 3.5110e+01 1.3720e+01 8.1710e+00
16187.41 7.9370e-02 3.5900e+01 1.1750e+01 6.5230e+00
16354.17 9.2880e-02 3.4120e+01 1.0470e+01 5.6600e+00
16484.18 8.3490e-01 2.8540e+01 9.5980e+00 5.2940e+00
16593.12 4.1280e-03 2.3880e+01 8.8240e+00 5.0420e+00
16691.99 2.8340e-02 1.9910e+01 8.4070e+00 5.1500e+00
16788.59 4.3410e-01 1.7640e+01 7.8430e+00 4.8990e+00
16888.37 1.0530e-02 1.5970e+01 7.7160e+00 5.0010e+00
16998.79 5.0340e-01 1.4880e+01 6.9120e+00 4.3030e+00
17146.37 3.8820e-01 1.3100e+01 6.5430e+00 4.1960e+00
17415.23 4.5770e-03 1.0480e+01 5.8420e+00 4.0210e+00
17888.12 1.0990e-03 6.6920e+00 4.5500e+00 3.4860e+00
18532.37 2.7770e-04 4.2640e+00 3.5460e+00 3.0460e+00
19260.76 2.7730e-04 2.6200e+00 2.5660e+00 2.4290e+00
20034.10 1.3170e-04 1.5000e+00 1.7170e+00 1.8090e+00
20838.00 2.9970e-05 7.5710e-01 1.1490e+00 1.4540e+00
21647.97 4.4590e-04 4.2610e-01 7.7340e-01 1.1560e+00
22447.94 8.1240e-04 2.2750e-01 4.9320e-01 8.5160e-01
23245.88 4.9500e-05 1.1420e-01 3.3730e-01 5.9250e-01
24052.47 4.2760e-06 5.1930e-02 1.9100e-01 4.7050e-01
24867.72 4.4720e-05 2.3110e-02 1.3410e-01 3.4130e-01
25698.86 7.0260e-06 1.6740e-02 7.6850e-02 2.4690e-01
26587.16 6.4170e-08 6.7060e-03 4.0670e-02 1.6680e-01
27637.54 3.8990e-05 2.3140e-03 1.8980e-02 9.5290e-02
28986.97 1.4550e-05 6.1400e-04 7.1720e-03 4.3320e-02
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.5200e+05 1.0930e+05 4.4470e+04 1.7610e+04
1919.29 3.1470e+05 1.6000e+05 7.3090e+04 2.7250e+04
2581.60 2.2330e+05 1.9460e+05 9.2680e+04 4.1230e+04
3084.17 2.4500e+04 1.4430e+05 6.1350e+04 3.3660e+04
3472.46 2.9550e+02 6.7890e+04 3.3640e+04 2.0470e+04
3909.64 2.0360e+01 2.1270e+04 1.3840e+04 9.3870e+03
4148.46 1.3970e+01 1.1670e+04 7.9270e+03 5.6180e+03
4670.75 5.7280e+00 5.0190e+03 3.3270e+03 2.3570e+03
4956.05 2.0370e+00 3.4130e+03 2.5160e+03 1.8610e+03
5258.79 6.1690e-01 2.4830e+03 2.2280e+03 1.7240e+03
5580.02 1.7400e-01 2.0750e+03 2.1620e+03 1.7170e+03
5920.87 8.6120e-02 1.7380e+03 2.1010e+03 1.7360e+03
6282.54 5.4850e-02 1.4420e+03 1.9760e+03 1.7080e+03
6666.30 4.7140e-02 1.2980e+03 1.8200e+03 1.6240e+03
7073.50 3.9540e-02 1.1390e+03 1.6420e+03 1.5040e+03
7505.58 3.3560e-02 9.0320e+02 1.3850e+03 1.3370e+03
7964.05 3.1430e-02 7.4980e+02 1.1390e+03 1.1410e+03
8450.53 5.5640e-02 6.8640e+02 9.5380e+02 9.4320e+02
8966.72 9.9840e-02 6.0000e+02 7.6790e+02 7.5180e+02
9514.44 1.8300e-01 4.9410e+02 5.8510e+02 5.7510e+02
10095.62 2.9590e-01 4.0980e+02 4.3680e+02 4.1590e+02
10712.30 3.3730e-01 3.1270e+02 3.0550e+02 2.8300e+02
11366.65 4.5520e-01 2.1320e+02 1.9610e+02 1.7860e+02
12061.10 4.8510e-01 1.2850e+02 1.1880e+02 1.1030e+02
12793.43 2.8700e-01 8.1940e+01 7.6100e+01 7.1310e+01
13528.61 1.5990e-01 5.3840e+01 5.1460e+01 4.9190e+01
14194.74 1.0100e-01 3.4930e+01 3.4400e+01 3.3050e+01
14757.77 8.3140e-02 2.2430e+01 2.2600e+01 2.2430e+01
15240.48 9.0300e-02 2.0520e+01 1.7260e+01 1.5120e+01
15646.99 9.9430e-02 2.4590e+01 1.4250e+01 1.0200e+01
15960.30 6.7440e-02 3.3770e+01 1.3100e+01 7.7730e+00
16187.41 5.6550e-02 3.5580e+01 1.0640e+01 5.7090e+00
16354.17 8.6620e-02 3.3490e+01 9.6520e+00 5.0020e+00
16484.18 3.2070e-02 2.8090e+01 9.2100e+00 5.0840e+00
16593.12 4.8620e-02 2.2750e+01 8.4760e+00 4.9010e+00
16691.99 1.4510e-02 2.0300e+01 7.4410e+00 4.3290e+00
16788.59 8.1090e-01 1.6390e+01 7.5710e+00 4.7580e+00
16888.37 6.0730e-02 1.6270e+01 6.9500e+00 4.2120e+00
16998.79 1.7680e-02 1.4880e+01 6.5330e+00 4.0480e+00
17146.37 5.1530e-01 1.1470e+01 6.6210e+00 4.6020e+00
17415.23 1.1320e-03 9.5020e+00 5.7790e+00 4.2090e+00
17888.12 4.4590e-04 6.3450e+00 4.3770e+00 3.3890e+00
18532.37 1.3810e-03 4.0930e+00 3.3910e+00 2.9160e+00
19260.76 3.1280e-04 2.4680e+00 2.4620e+00 2.3650e+00
20034.10 1.3200e-03 1.2790e+00 1.6430e+00 1.8920e+00
20838.00 1.5100e-03 7.0090e-01 1.0840e+00 1.4330e+00
21647.97 2.6640e-03 4.3620e-01 7.5480e-01 1.0630e+00
22447.94 2.8020e-03 1.9580e-01 4.6100e-01 8.4760e-01
23245.88 1.9780e-04 1.0450e-01 3.0120e-01 5.9440e-01
24052.47 4.6830e-05 5.0650e-02 1.7880e-01 4.5400e-01
24867.72 2.1040e-06 2.2690e-02 1.2470e-01 3.3020e-01
25698.86 2.0030e-07 1.2620e-02 6.8440e-02 2.4510e-01
26587.16 4.6430e-08 6.2610e-03 3.8590e-02 1.6040e-01
27637.54 1.8830e-05 2.4820e-03 1.9410e-02 8.9830e-02
28986.97 5.7830e-06 5.7760e-04 6.3470e-03 4.2050e-02
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.4720e+05 1.0190e+05 4.3420e+04 1.7340e+04
1919.29 3.1370e+05 1.4580e+05 6.7110e+04 2.4340e+04
2581.60 2.2300e+05 1.8290e+05 8.5540e+04 3.7220e+04
3084.17 2.4360e+04 1.3780e+05 5.8540e+04 3.2080e+04
3472.46 2.7050e+02 6.5140e+04 3.2290e+04 1.9470e+04
3909.64 2.0600e+01 2.0360e+04 1.3230e+04 9.0370e+03
4148.46 1.4350e+01 1.1190e+04 7.5880e+03 5.3770e+03
4670.75 5.6830e+00 4.8240e+03 3.1820e+03 2.2480e+03
4956.05 1.5580e+00 3.2600e+03 2.4240e+03 1.7800e+03
5258.79 5.7910e-01 2.3870e+03 2.1280e+03 1.6510e+03
5580.02 1.7450e-01 1.9910e+03 2.0690e+03 1.6440e+03
5920.87 7.9130e-02 1.6820e+03 1.9980e+03 1.6620e+03
6282.54 5.1820e-02 1.3880e+03 1.8860e+03 1.6380e+03
6666.30 4.3800e-02 1.2420e+03 1.7460e+03 1.5560e+03
7073.50 4.1370e-02 1.0940e+03 1.5680e+03 1.4430e+03
7505.58 3.3410e-02 8.5220e+02 1.3380e+03 1.2830e+03
7964.05 3.3590e-02 7.2100e+02 1.0880e+03 1.0930e+03
8450.53 4.7120e-02 6.5600e+02 9.1510e+02 9.0400e+02
8966.72 9.6720e-02 5.7550e+02 7.3400e+02 7.2140e+02
9514.44 1.6330e-01 4.7360e+02 5.6110e+02 5.5030e+02
10095.62 2.7010e-01 3.9250e+02 4.1800e+02 3.9920e+02
10712.30 3.4200e-01 2.9960e+02 2.9140e+02 2.7230e+02
11366.65 5.8940e-01 2.0280e+02 1.8770e+02 1.7260e+02
12061.10 3.0300e-01 1.2320e+02 1.1390e+02 1.0570e+02
12793.43 3.2570e-01 7.8890e+01 7.2790e+01 6.8010e+01
13528.61 2.4230e-01 5.2140e+01 4.9140e+01 4.6660e+01
14194.74 1.3760e-01 3.3820e+01 3.2790e+01 3.1430e+01
14757.77 1.5970e-01 2.2480e+01 2.1600e+01 2.0490e+01
15240.48 5.7320e-02 1.9820e+01 1.6470e+01 1.4410e+01
15646.99 3.0730e-01 2.3290e+01 1.3650e+01 9.8380e+00
15960.30 2.6910e-02 3.2840e+01 1.2350e+01 7.2070e+00
16187.41 8.1660e-02 3.3600e+01 1.0440e+01 5.6830e+00
16354.17 2.8610e-01 3.1270e+01 9.5410e+00 5.1160e+00
16484.18 3.9510e-02 2.7100e+01 8.7070e+00 4.7950e+00
16593.12 7.1010e-03 2.2060e+01 7.9850e+00 4.6000e+00
16691.99 4.7030e-02 1.8620e+01 7.5170e+00 4.5530e+00
16788.59 1.3950e-02 1.5930e+01 7.4920e+00 4.8560e+00
16888.37 2.0770e-02 1.5250e+01 6.8000e+00 4.2700e+00
16998.79 3.0890e-03 1.3450e+01 6.6150e+00 4.3480e+00
17146.37 1.0190e-01 1.1450e+01 6.3140e+00 4.3690e+00
17415.23 3.5600e-03 9.0790e+00 5.5610e+00 4.0300e+00
17888.12 1.8790e-03 6.1640e+00 4.1930e+00 3.1610e+00
18532.37 5.9190e-04 3.8860e+00 3.2650e+00 2.8140e+00
19260.76 8.6920e-05 2.3040e+00 2.3580e+00 2.3280e+00
20034.10 9.3920e-05 1.2660e+00 1.5770e+00 1.7700e+00
20838.00 3.0210e-05 7.4990e-01 1.0540e+00 1.2810e+00
21647.97 5.0370e-04 3.9270e-01 7.0810e-01 1.0610e+00
22447.94 3.0140e-03 1.8060e-01 4.3880e-01 8.2160e-01
23245.88 1.7120e-03 9.7420e-02 2.8310e-01 5.7610e-01
24052.47 8.2780e-04 4.6100e-02 1.6750e-01 4.4050e-01
24867.72 1.3860e-04 2.5760e-02 1.0820e-01 3.2350e-01
25698.86 7.0130e-05 1.1540e-02 7.4840e-02 2.2610e-01
26587.16 1.7250e-05 5.7830e-03 4.1830e-02 1.4900e-01
27637.54 5.3040e-06 1.9780e-03 2.0260e-02 8.4810e-02
28986.97 1.0650e-04 5.3990e-04 6.0760e-03 4.0200e-02
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.4230e+05 9.7460e+04 4.0920e+04 1.6170e+04
1919.29 2.9010e+05 1.2990e+05 7.7670e+04 3.0220e+04
2581.60 2.1850e+05 1.6800e+05 8.3430e+04 3.6600e+04
3084.17 2.2630e+04 1.3260e+05 5.6110e+04 3.0810e+04
3472.46 2.7740e+02 6.2530e+04 3.0810e+04 1.8650e+04
3909.64 1.9880e+01 1.9660e+04 1.2620e+04 8.5690e+03
4148.46 1.2520e+01 1.0800e+04 7.2380e+03 5.1130e+03
4670.75 5.7710e+00 4.6180e+03 3.0590e+03 2.1470e+03
4956.05 1.8760e+00 3.1160e+03 2.3250e+03 1.7090e+03
5258.79 5.2130e-01 2.2830e+03 2.0500e+03 1.5750e+03
5580.02 1.5070e-01 1.9090e+03 1.9820e+03 1.5750e+03
5920.87 8.0420e-02 1.6020e+03 1.9260e+03 1.5910e+03
6282.54 5.1570e-02 1.3320e+03 1.8060e+03 1.5670e+03
6666.30 4.4210e-02 1.1950e+03 1.6670e+03 1.4900e+03
7073.50 4.0110e-02 1.0440e+03 1.5080e+03 1.3820e+03
7505.58 3.4900e-02 8.3000e+02 1.2690e+03 1.2280e+03
7964.05 3.3630e-02 6.8490e+02 1.0480e+03 1.0480e+03
8450.53 4.5200e-02 6.2430e+02 8.8110e+02 8.6590e+02
8966.72 8.1320e-02 5.4820e+02 7.0680e+02 6.9090e+02
9514.44 1.6520e-01 4.5270e+02 5.3770e+02 5.2820e+02
10095.62 2.6580e-01 3.7260e+02 4.0060e+02 3.8570e+02
10712.30 3.6290e-01 2.8550e+02 2.7960e+02 2.6210e+02
11366.65 4.8030e-01 1.9600e+02 1.7980e+02 1.6380e+02
12061.10 5.1460e-01 1.1810e+02 1.0920e+02 1.0100e+02
12793.43 2.6680e-01 7.6100e+01 6.9730e+01 6.4700e+01
13528.61 2.0260e-01 4.9390e+01 4.7230e+01 4.5150e+01
14194.74 3.3870e-01 3.0940e+01 3.1430e+01 3.1360e+01
14757.77 2.3390e-02 2.2390e+01 2.0610e+01 1.8980e+01
15240.48 1.4530e-01 1.9170e+01 1.5810e+01 1.3510e+01
15646.99 1.4690e-01 2.3540e+01 1.2720e+01 8.6990e+00
15960.30 5.1950e-02 3.1180e+01 1.1940e+01 7.0500e+00
16187.41 1.0300e-01 3.3010e+01 9.5850e+00 5.0170e+00
16354.17 4.4550e-02 3.0450e+01 8.9980e+00 4.7820e+00
16484.18 4.0420e-02 2.7150e+01 7.7380e+00 4.0110e+00
16593.12 7.7410e-02 2.0890e+01 7.7280e+00 4.5090e+00
16691.99 1.2550e+00 1.6740e+01 7.1820e+00 4.2780e+00
16788.59 6.3910e-02 1.6410e+01 6.6260e+00 4.0050e+00
16888.37 3.2480e-03 1.4230e+01 6.6840e+00 4.3260e+00
16998.79 3.8200e-03 1.2820e+01 6.3700e+00 4.1940e+00
17146.37 3.8440e-03 1.0980e+01 6.0800e+00 4.2430e+00
17415.23 1.2490e-03 9.4290e+00 5.0770e+00 3.3850e+00
17888.12 1.6120e-03 5.6350e+00 4.0880e+00 3.2280e+00
18532.37 5.6870e-04 3.6520e+00 3.1280e+00 2.7670e+00
19260.76 1.6260e-02 2.2910e+00 2.2400e+00 2.1500e+00
20034.10 1.1160e-03 1.2070e+00 1.5120e+00 1.7000e+00
20838.00 2.9410e-05 6.6500e-01 1.0050e+00 1.2860e+00
21647.97 1.5150e-04 4.1510e-01 7.0100e-01 9.5560e-01
22447.94 3.5940e-03 1.8210e-01 4.2830e-01 7.6960e-01
23245.88 7.4770e-04 8.9500e-02 2.6230e-01 5.6570e-01
24052.47 5.1710e-04 4.2340e-02 1.5810e-01 4.2650e-01
24867.72 6.2690e-04 2.4040e-02 1.1120e-01 3.0260e-01
25698.86 1.1150e-04 1.2010e-02 6.7530e-02 2.1980e-01
26587.16 3.5060e-05 6.0870e-03 4.2250e-02 1.4000e-01
27637.54 1.0160e-06 2.2730e-03 1.6820e-02 8.3480e-02
28986.97 2.6900e-07 6.9750e-04 6.4550e-03 3.7810e-02
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.3320e+05 9.6400e+04 3.9210e+04 1.5580e+04
1919.29 2.9980e+05 1.1770e+05 6.4700e+04 2.3630e+04
2581.60 2.1240e+05 1.5880e+05 7.9370e+04 3.4650e+04
3084.17 2.2890e+04 1.2640e+05 5.3450e+04 2.9260e+04
3472.46 2.5720e+02 6.0090e+04 2.9400e+04 1.7810e+04
3909.64 1.9520e+01 1.8820e+04 1.2130e+04 8.1870e+03
4148.46 1.1480e+01 1.0370e+04 6.9150e+03 4.8900e+03
4670.75 5.2930e+00 4.4470e+03 2.9080e+03 2.0570e+03
4956.05 1.6280e+00 2.9920e+03 2.2320e+03 1.6280e+03
5258.79 4.7100e-01 2.2070e+03 1.9530e+03 1.5000e+03
5580.02 1.7100e-01 1.8310e+03 1.8980e+03 1.5070e+03
5920.87 8.0700e-02 1.5610e+03 1.8200e+03 1.5230e+03
6282.54 5.3480e-02 1.2810e+03 1.7250e+03 1.5020e+03
6666.30 4.3760e-02 1.1420e+03 1.6000e+03 1.4280e+03
7073.50 3.9010e-02 9.9170e+02 1.4510e+03 1.3250e+03
7505.58 3.0210e-02 7.9890e+02 1.2120e+03 1.1770e+03
7964.05 2.9340e-02 6.4910e+02 1.0100e+03 1.0050e+03
8450.53 4.5160e-02 5.9530e+02 8.4530e+02 8.3150e+02
8966.72 8.3400e-02 5.2710e+02 6.7480e+02 6.6230e+02
9514.44 1.5140e-01 4.3400e+02 5.1490e+02 5.0610e+02
10095.62 2.4830e-01 3.5850e+02 3.8450e+02 3.6740e+02
10712.30 3.0800e-01 2.7560e+02 2.6800e+02 2.4900e+02
11366.65 3.2240e-01 1.8690e+02 1.7230e+02 1.5790e+02
12061.10 3.2630e-01 1.1530e+02 1.0410e+02 9.5220e+01
12793.43 2.2210e-01 7.2280e+01 6.6790e+01 6.2670e+01
13528.61 2.2000e-01 4.8740e+01 4.4950e+01 4.2110e+01
14194.74 8.6160e-01 2.9510e+01 3.0050e+01 2.9700e+01
14757.77 2.1740e-01 2.0340e+01 1.9900e+01 1.8950e+01
15240.48 4.2290e-02 1.9590e+01 1.4770e+01 1.2200e+01
15646.99 9.4060e-03 2.2180e+01 1.2370e+01 8.6590e+00
15960.30 5.5520e-02 3.0230e+01 1.1270e+01 6.5560e+00
16187.41 1.7800e-02 3.1140e+01 9.4770e+00 5.0880e+00
16354.17 3.2260e-02 2.9430e+01 8.4770e+00 4.4800e+00
16484.18 1.0720e-02 2.5350e+01 7.7640e+00 4.1840e+00
16593.12 2.6330e-02 2.0200e+01 7.3550e+00 4.2310e+00
16691.99 1.8860e-02 1.7770e+01 6.6290e+00 3.7980e+00
16788.59 6.2110e-01 1.4930e+01 6.5030e+00 3.9170e+00
16888.37 2.2430e-03 1.3920e+01 6.2950e+00 3.9620e+00
16998.79 3.8470e-03 1.2030e+01 6.1890e+00 4.1880e+00
17146.37 1.6530e-03 1.0670e+01 5.7680e+00 3.9740e+00
17415.23 6.5240e-03 8.5630e+00 4.9970e+00 3.5750e+00
17888.12 7.6230e-04 5.4280e+00 3.8740e+00 3.1080e+00
18532.37 2.3390e-04 3.6340e+00 2.9590e+00 2.5530e+00
19260.76 1.6240e-03 2.2230e+00 2.1460e+00 2.0450e+00
20034.10 4.2820e-03 1.1510e+00 1.4470e+00 1.6330e+00
20838.00 4.1510e-04 6.5040e-01 9.6050e-01 1.2210e+00
21647.97 7.0690e-04 4.0480e-01 6.7920e-01 9.0030e-01
22447.94 3.4630e-03 2.0430e-01 4.3200e-01 6.8580e-01
23245.88 1.4830e-03 9.7460e-02 2.6470e-01 5.1610e-01
24052.47 1.1520e-03 4.7190e-02 1.6470e-01 3.8810e-01
24867.72 2.3140e-04 2.2850e-02 9.8910e-02 2.9810e-01
25698.86 6.1660e-05 1.3440e-02 7.0280e-02 2.0310e-01
26587.16 5.3680e-05 5.6350e-03 3.7740e-02 1.3710e-01
27637.54 2.3910e-05 1.9380e-03 1.8090e-02 7.8210e-02
28986.97 5.0400e-05 5.3910e-04 5.6360e-03 3.6850e-02
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] ni0 ni1 ni2 ni3
1060.83 1.2650e+05 9.5170e+04 3.6450e+04 1.4320e+04
1919.29 2.9590e+05 1.0470e+05 6.1590e+04 2.2320e+04
2581.60 1.9840e+05 1.5720e+05 7.6070e+04 3.3270e+04
3084.17 2.1900e+04 1.2120e+05 5.1160e+04 2.8020e+04
3472.46 2.3320e+02 5.7620e+04 2.8160e+04 1.7040e+04
3909.64 1.9290e+01 1.8030e+04 1.1610e+04 7.8540e+03
4148.46 1.1080e+01 9.9920e+03 6.6110e+03 4.6450e+03
4670.75 4.8260e+00 4.2740e+03 2.7830e+03 1.9620e+03
4956.05 1.6160e+00 2.8500e+03 2.1470e+03 1.5670e+03
5258.79 4.8970e-01 2.1210e+03 1.8620e+03 1.4390e+03
5580.02 1.5460e-01 1.7570e+03 1.8190e+03 1.4410e+03
5920.87 8.3380e-02 1.4790e+03 1.7620e+03 1.4570e+03
6282.54 5.0810e-02 1.2410e+03 1.6410e+03 1.4380e+03
6666.30 4.3040e-02 1.0940e+03 1.5330e+03 1.3680e+03
7073.50 4.0040e-02 9.6140e+02 1.3790e+03 1.2700e+03
7505.58 2.9120e-02 7.4640e+02 1.1790e+03 1.1300e+03
7964.05 3.0510e-02 6.3170e+02 9.5770e+02 9.6350e+02
8450.53 4.5600e-02 5.7270e+02 8.0740e+02 7.9670e+02
8966.72 7.5410e-02 5.0450e+02 6.4750e+02 6.3410e+02
9514.44 1.4490e-01 4.1660e+02 4.9280e+02 4.8460e+02
10095.62 2.4080e-01 3.4180e+02 3.6890e+02 3.5320e+02
10712.30 3.7450e-01 2.6300e+02 2.5690e+02 2.3930e+02
11366.65 4.3190e-01 1.7910e+02 1.6520e+02 1.5110e+02
12061.10 4.2390e-01 1.0980e+02 9.9690e+01 9.1900e+01
12793.43 3.4670e-01 6.9370e+01 6.4060e+01 5.9720e+01
13528.61 4.7280e-01 4.6000e+01 4.3370e+01 4.0470e+01
14194.74 3.5220e-01 3.2920e+01 2.8110e+01 2.4970e+01
14757.77 4.8210e-02 1.9420e+01 1.8940e+01 1.8520e+01
15240.48 9.3420e-02 1.7550e+01 1.4480e+01 1.2520e+01
15646.99 2.8610e-02 2.1510e+01 1.1720e+01 8.1530e+00
15960.30 5.9190e-02 2.9050e+01 1.0780e+01 6.2160e+00
16187.41 2.1390e-02 3.1220e+01 8.3240e+00 4.2370e+00
16354.17 1.0350e-01 2.8080e+01 8.1530e+00 4.3040e+00
16484.18 2.6180e-02 2.4120e+01 7.4910e+00 4.1000e+00
16593.12 3.5460e-02 1.9680e+01 6.8630e+00 3.8980e+00
16691.99 7.0120e-03 1.6220e+01 6.7240e+00 4.0840e+00
16788.59 4.0830e-01 1.4440e+01 6.2070e+00 3.8270e+00
16888.37 3.1770e-01 1.3260e+01 5.9220e+00 3.6680e+00
16998.79 1.1530e-01 1.2030e+01 5.6740e+00 3.6500e+00
17146.37 6.8880e-03 1.1000e+01 5.2160e+00 3.3320e+00
17415.23 8.0100e-04 8.3240e+00 4.7640e+00 3.3350e+00
17888.12 5.9570e-04 5.5770e+00 3.6070e+00 2.7060e+00
18532.37 2.8480e-04 3.4380e+00 2.8510e+00 2.4750e+00
19260.76 1.8120e-04 2.1650e+00 2.0590e+00 1.9220e+00
