#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ne0 ne1 ne2 ne3 ne4 ne5 ne6 ne7 ne8
1.229776e+03 3.903928e+04 9.205983e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 3.938955e+04 9.412080e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 3.970922e+04 9.713622e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 4.005933e+04 9.789810e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 4.052412e+04 9.605394e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 4.093381e+04 9.537149e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 4.144324e+04 9.547269e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 4.196658e+04 9.484376e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 4.249769e+04 9.419395e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 4.302429e+04 9.218422e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 4.346826e+04 8.736226e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 4.388829e+04 8.244023e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 4.419798e+04 7.892149e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 4.447576e+04 7.623766e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 4.453744e+04 7.248025e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 4.446115e+04 6.613665e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 4.415680e+04 5.838521e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 4.369684e+04 5.082980e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 4.309312e+04 4.311072e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 4.245702e+04 3.494445e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 4.185539e+04 3.102359e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 4.125799e+04 3.120966e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 4.066605e+04 3.036889e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 4.009902e+04 2.658140e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 3.956688e+04 2.297128e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 3.902155e+04 2.090444e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 3.842251e+04 1.907355e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 3.773875e+04 1.728668e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 3.697015e+04 1.600181e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 3.605544e+04 1.463582e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 3.494807e+04 1.264812e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 3.368970e+04 1.092593e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 3.224134e+04 9.850340e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 3.055566e+04 8.846312e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 2.873222e+04 7.859884e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 2.673830e+04 7.101642e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 2.449034e+04 6.123452e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 2.195900e+04 4.704143e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 1.954999e+04 3.122109e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 1.750609e+04 2.173697e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 1.568652e+04 1.482767e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 1.406264e+04 9.203425e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 1.282180e+04 6.252041e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 1.194826e+04 5.636523e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 1.129075e+04 6.221230e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 1.075386e+04 8.395561e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 1.032950e+04 9.229060e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 1.003086e+04 9.304911e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 9.797880e+03 8.345269e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 9.634954e+03 7.212064e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 9.493244e+03 6.445986e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 9.408535e+03 5.855233e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 9.289052e+03 5.487507e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 9.197713e+03 5.194725e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 9.083773e+03 5.749366e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 8.946185e+03 5.564391e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 8.724102e+03 2.962262e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 8.452192e+03 1.985907e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 8.206311e+03 1.437670e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 7.937056e+03 9.992709e+08 7.151454e-01 2.848546e-01 1.424273e-14 1.223671e-42 1.604814e-91 2.467402e-159 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 7.707348e+03 6.907295e+08 8.279639e-01 1.720361e-01 1.871778e-15 1.272552e-44 2.876933e-95 2.061856e-165 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 7.453199e+03 5.143302e+08 9.134350e-01 8.656497e-02 1.690866e-16 7.112663e-47 1.948171e-99 4.254733e-172 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 7.229420e+03 3.704796e+08 9.596510e-01 4.034896e-02 1.315885e-17 2.966194e-49 7.888041e-104 3.853144e-179 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 7.023008e+03 2.604758e+08 9.787149e-01 2.128506e-02 1.497911e-18 2.665606e-51 1.211458e-107 2.745176e-185 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 6.834721e+03 1.854092e+08 9.892122e-01 1.078776e-02 1.564025e-19 2.058631e-53 1.470451e-111 1.390244e-191 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 6.650558e+03 1.381664e+08 9.947782e-01 5.221794e-03 1.519067e-20 1.434675e-55 1.561264e-115 6.065721e-198 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 6.511474e+03 1.066597e+08 9.974775e-01 2.522467e-03 1.486625e-21 1.064615e-57 1.956591e-119 3.558309e-204 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 6.330381e+03 8.367273e+07 9.989311e-01 1.068856e-03 1.038888e-22 4.035682e-60 7.691770e-124 3.486270e-211 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 6.162785e+03 6.609200e+07 9.995399e-01 4.600860e-04 7.515151e-24 1.674167e-62 3.583958e-128 4.489249e-218 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 5.947593e+03 4.685261e+07 9.998615e-01 1.384943e-04 1.783537e-25 6.688263e-66 2.296979e-134 6.282914e-228 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 5.676589e+03 2.693825e+07 9.999705e-01 2.949913e-05 1.314247e-27 2.071367e-70 1.242820e-142 3.914170e-241 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 5.446607e+03 1.387934e+07 9.999920e-01 8.036745e-06 1.769924e-29 1.920230e-74 4.018373e-150 3.404881e-253 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 5.207458e+03 6.618337e+06 9.999976e-01 2.385315e-06 2.855498e-31 2.350912e-78 1.903665e-157 4.965584e-265 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 4.959272e+03 3.307130e+06 9.999997e-01 3.241894e-07 5.012467e-34 3.566084e-84 4.139650e-168 4.613465e-282 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 4.791585e+03 1.885590e+06 9.999999e-01 1.181434e-07 1.708861e-35 2.329114e-87 4.725738e-174 1.202532e-291 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 4.650963e+03 1.226411e+06 1.000000e+00 3.365269e-08 3.173653e-37 5.131736e-91 9.401197e-181 2.389221e-302 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 4.461338e+03 7.716401e+05 1.000000e+00 5.388430e-09 1.099174e-39 3.818182e-96 4.528926e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 4.261275e+03 4.599170e+05 1.000000e+00 6.239211e-10 1.418002e-42 3.637485e-102 5.339088e-201 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 4.206880e+03 3.008005e+05 1.000000e+00 4.074766e-10 2.878505e-43 9.682243e-104 5.065421e-204 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 4.157090e+03 1.949762e+05 1.000000e+00 2.761494e-10 6.408046e-44 3.074713e-105 6.465517e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 4.079935e+03 1.274998e+05 1.000000e+00 1.059829e-10 2.833333e-45 3.867521e-108 2.816239e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.953346e+03 8.209846e+04 1.000000e+00 1.246835e-11 4.063291e-48 4.917722e-114 6.056962e-223 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 4.036813e+03 6.116349e+04 1.000000e+00 1.777778e-10 6.574074e-45 9.907407e-108 5.722222e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.984203e+03 4.199607e+04 1.000000e+00 1.455526e-10 2.641509e-45 1.097035e-108 7.169811e-214 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 3.726466e+03 2.676423e+04 1.000000e+00 7.769080e-12 3.894325e-49 1.442270e-116 4.716243e-228 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 3.739016e+03 1.822759e+04 1.000000e+00 3.380682e-12 2.548295e-50 4.119318e-119 9.147727e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 3.782003e+03 1.290522e+04 1.000000e+00 8.024691e-12 2.255144e-49 2.304527e-117 7.119342e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 3.666568e+03 8.643734e+03 1.000000e+00 1.309524e-12 8.630952e-52 2.172619e-122 5.517857e-239 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 3.584547e+03 5.872931e+03 1.000000e+00 4.675214e-13 3.170940e-53 1.974359e-125 1.410256e-244 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 3.603814e+03 4.206003e+03 1.000000e+00 9.557740e-13 1.842752e-52 4.803440e-124 2.567568e-242 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 3.566954e+03 2.936709e+03 1.000000e+00 6.836555e-13 5.131810e-53 2.548330e-125 8.963093e-245 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 3.396957e+03 1.893377e+03 1.000000e+00 3.796526e-14 8.411911e-57 4.193548e-133 8.808933e-259 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 3.498065e+03 1.478533e+03 1.000000e+00 3.484321e-13 4.076655e-54 7.944251e-128 1.355401e-249 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 3.456891e+03 1.063418e+03 1.000000e+00 1.826923e-13 4.687500e-55 7.403846e-130 2.283654e-253 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 3.525222e+03 8.128178e+02 1.000000e+00 1.006536e-12 5.006536e-53 6.601307e-126 1.542484e-246 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 3.592269e+03 6.330573e+02 1.000000e+00 5.000000e-12 4.078261e-51 3.486957e-122 4.243478e-240 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 3.655406e+03 5.200030e+02 1.000000e+00 2.071669e-11 2.071669e-49 7.603583e-119 2.609183e-234 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 3.716967e+03 4.492919e+02 1.000000e+00 7.638691e-11 7.766714e-48 9.359886e-116 6.258890e-229 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 3.769667e+03 4.070265e+02 1.000000e+00 2.193437e-10 1.485320e-46 3.143351e-113 1.609672e-224 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 3.822250e+03 3.716093e+02 1.000000e+00 6.045549e-10 2.525880e-45 8.405797e-111 2.774327e-220 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 3.954197e+03 2.915489e+02 1.000000e+00 6.374622e-09 1.794562e-42 3.444109e-105 1.673716e-210 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 3.946740e+03 2.953061e+02 1.000000e+00 5.637982e-09 1.272997e-42 1.753709e-105 5.192878e-211 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 3.958317e+03 2.894498e+02 1.000000e+00 6.798780e-09 2.140244e-42 4.847561e-105 3.048780e-210 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 3.964382e+03 2.865297e+02 1.000000e+00 7.500000e-09 2.802469e-42 8.271605e-105 7.716049e-210 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 3.976227e+03 2.813489e+02 1.000000e+00 8.990536e-09 4.668770e-42 2.274448e-104 4.511041e-209 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 4.831367e+03 2.087081e+02 9.999913e-01 8.666592e-06 1.359988e-33 1.551098e-87 1.675541e-179 4.204408e-305 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 6.982526e+03 1.983908e+02 9.989450e-01 1.054961e-03 1.293027e-27 1.405058e-75 2.072578e-158 3.524315e-272 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 6.520702e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ne0 ne1 ne2 ne3 ne4 ne5 ne6 ne7 ne8
4.386064e+02 3.653921e+04 7.222572e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 3.701511e+04 1.439017e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 3.710677e+04 1.126271e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 3.715959e+04 9.892432e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 3.734030e+04 7.796862e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 3.757675e+04 8.020668e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 3.778363e+04 8.063813e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 3.812287e+04 8.122235e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 3.851019e+04 8.209825e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 3.881087e+04 8.392848e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 3.910434e+04 8.664680e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 3.940772e+04 8.737064e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 3.978938e+04 8.572658e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 4.020472e+04 8.514582e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 4.060808e+04 8.522909e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 4.106520e+04 8.463763e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 4.154130e+04 8.401307e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 4.201770e+04 8.214600e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 4.243974e+04 7.778673e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 4.285144e+04 7.327335e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 4.313323e+04 7.003116e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 4.337822e+04 6.761570e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 4.346162e+04 6.429578e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 4.333147e+04 5.868720e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
