#NTIMES: 4
#NVEL: 287
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] Tgas_t0[K] Tgas_t1[K] ... Tgas_tn[K]
6.681933E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.653090E+04
6.778288E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.668825E+04
6.874644E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.684560E+04
6.970999E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.700295E+04
7.067355E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.716030E+04
7.163711E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.722031E+04
7.260066E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.727369E+04
7.356422E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.732707E+04
7.452778E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.738045E+04
7.549133E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.741591E+04
7.645489E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.742963E+04
7.741845E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.744336E+04
7.838200E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.745709E+04
7.934556E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.747081E+04
8.030912E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.746704E+04
8.127267E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.745554E+04
8.223623E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.744404E+04
8.319979E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.743254E+04
8.416334E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.742104E+04
8.512690E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.739948E+04
8.609046E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.737238E+04
8.705401E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.734528E+04
8.801757E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.731818E+04
8.898113E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.729108E+04
8.994468E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.725822E+04
9.090824E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.721112E+04
9.187180E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.716402E+04
9.283535E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.711692E+04
9.379891E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.706982E+04
9.476247E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.702272E+04
9.572602E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.695226E+04
9.668958E+03 1.000000E-99 1.000000E-99 1.547107E+04 1.686644E+04
9.765313E+03 1.000000E-99 1.000000E-99 1.556759E+04 1.678062E+04
9.861669E+03 1.000000E-99 1.000000E-99 1.566412E+04 1.669480E+04
9.958025E+03 1.000000E-99 1.000000E-99 1.576064E+04 1.660899E+04
1.005438E+04 1.000000E-99 1.000000E-99 1.585717E+04 1.652317E+04
1.015074E+04 1.000000E-99 1.000000E-99 1.588869E+04 1.641241E+04
1.024709E+04 1.000000E-99 1.000000E-99 1.587152E+04 1.628297E+04
1.034345E+04 1.000000E-99 1.000000E-99 1.585434E+04 1.615353E+04
1.043980E+04 1.000000E-99 1.000000E-99 1.583717E+04 1.602410E+04
1.053616E+04 1.000000E-99 1.000000E-99 1.582000E+04 1.589466E+04
1.063251E+04 1.000000E-99 1.000000E-99 1.580283E+04 1.576522E+04
1.072887E+04 1.000000E-99 1.000000E-99 1.577316E+04 1.562627E+04
1.082523E+04 1.000000E-99 1.000000E-99 1.568319E+04 1.544147E+04
1.092158E+04 1.000000E-99 1.000000E-99 1.559322E+04 1.525667E+04
1.101794E+04 1.000000E-99 1.000000E-99 1.550326E+04 1.507187E+04
1.111429E+04 1.000000E-99 1.000000E-99 1.541329E+04 1.488707E+04
1.121065E+04 1.000000E-99 1.000000E-99 1.532333E+04 1.470227E+04
1.130700E+04 1.000000E-99 1.000000E-99 1.523336E+04 1.451747E+04
1.140336E+04 1.000000E-99 1.000000E-99 1.511986E+04 1.432169E+04
1.149972E+04 1.000000E-99 1.000000E-99 1.496806E+04 1.410806E+04
1.159607E+04 1.000000E-99 1.000000E-99 1.481627E+04 1.389443E+04
1.169243E+04 1.000000E-99 1.000000E-99 1.466448E+04 1.368079E+04
1.178878E+04 1.000000E-99 1.000000E-99 1.451268E+04 1.346716E+04
1.188514E+04 1.000000E-99 1.000000E-99 1.436089E+04 1.325353E+04
1.198149E+04 1.000000E-99 1.000000E-99 1.420910E+04 1.303989E+04
1.207785E+04 1.000000E-99 1.000000E-99 1.405028E+04 1.283132E+04
1.217420E+04 1.000000E-99 1.000000E-99 1.385805E+04 1.264682E+04
1.227056E+04 1.000000E-99 1.000000E-99 1.366582E+04 1.246232E+04
1.236692E+04 1.000000E-99 1.000000E-99 1.347358E+04 1.227783E+04
1.246327E+04 1.000000E-99 1.000000E-99 1.328135E+04 1.209333E+04
1.255963E+04 1.000000E-99 1.000000E-99 1.308911E+04 1.190884E+04
1.265598E+04 1.000000E-99 1.000000E-99 1.289688E+04 1.172434E+04
1.275234E+04 1.000000E-99 1.000000E-99 1.270464E+04 1.153985E+04
1.284869E+04 1.000000E-99 1.000000E-99 1.252368E+04 1.139164E+04
1.294505E+04 1.000000E-99 1.000000E-99 1.235110E+04 1.127043E+04
1.304141E+04 1.000000E-99 1.000000E-99 1.217853E+04 1.114922E+04
1.313776E+04 1.000000E-99 1.000000E-99 1.200595E+04 1.102801E+04
1.323412E+04 1.000000E-99 1.000000E-99 1.183338E+04 1.090681E+04
1.333047E+04 1.000000E-99 1.000000E-99 1.166080E+04 1.078560E+04
1.342683E+04 1.000000E-99 1.000000E-99 1.148822E+04 1.066439E+04
1.352318E+04 1.000000E-99 1.000000E-99 1.131565E+04 1.054319E+04
1.361954E+04 1.000000E-99 1.000000E-99 1.119135E+04 1.045971E+04
1.371590E+04 1.000000E-99 1.000000E-99 1.106995E+04 1.037849E+04
1.381225E+04 1.000000E-99 1.000000E-99 1.094855E+04 1.029727E+04
1.390861E+04 1.000000E-99 1.000000E-99 1.082715E+04 1.021605E+04
1.400496E+04 1.000000E-99 1.000000E-99 1.070574E+04 1.013483E+04
1.410132E+04 1.000000E-99 1.000000E-99 1.058434E+04 1.005361E+04
1.419767E+04 1.000000E-99 1.000000E-99 1.046417E+04 9.973049E+03
1.429403E+04 1.000000E-99 1.000000E-99 1.038303E+04 9.913195E+03
1.439038E+04 1.000000E-99 1.000000E-99 1.030188E+04 9.853342E+03
1.448674E+04 1.000000E-99 1.000000E-99 1.022074E+04 9.793489E+03
