#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8
1.976169e+03 1.823023e+04 1.717270e+10 2.921478e-21 1.400105e-11 3.031723e-04 9.657415e-01 3.395530e-02 2.745087e-09 5.820908e-32 2.337183e-61 1.830058e-97 
2.096881e+03 1.822228e+04 1.674080e+10 2.736466e-21 1.341463e-11 2.974420e-04 9.651993e-01 3.450327e-02 2.825699e-09 5.993456e-32 2.394408e-61 1.859012e-97 
2.224967e+03 1.821781e+04 1.579683e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 1.821223e+04 1.483654e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 1.818221e+04 1.415200e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 1.814267e+04 1.364411e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 1.805725e+04 1.297470e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 1.793767e+04 1.186781e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 1.778771e+04 1.053035e+10 1.617086e-21 1.108927e-11 3.039456e-04 9.735757e-01 2.612032e-02 1.194411e-09 5.319048e-33 3.134439e-63 2.540795e-100 
3.369550e+03 1.759520e+04 9.241965e+09 1.620967e-21 1.196828e-11 3.338520e-04 9.784592e-01 2.120695e-02 6.887009e-10 1.396299e-33 3.212538e-64 8.587764e-102 
3.575375e+03 1.739417e+04 7.927425e+09 1.565597e-21 1.266138e-11 3.642553e-04 9.824387e-01 1.719706e-02 3.905238e-10 3.414894e-34 2.854501e-65 2.346645e-103 
3.793773e+03 1.718216e+04 6.514075e+09 1.371459e-21 1.262296e-11 3.874527e-04 9.855443e-01 1.406822e-02 2.229390e-10 8.102681e-35 2.337016e-66 5.473538e-105 
4.025512e+03 1.698143e+04 5.858368e+09 1.580814e-21 1.513258e-11 4.526262e-04 9.890221e-01 1.052525e-02 1.063334e-10 1.459213e-35 1.328154e-67 8.120250e-107 
4.271406e+03 1.676421e+04 5.925855e+09 2.686510e-21 2.367772e-11 6.067415e-04 9.926428e-01 6.750427e-03 3.665493e-11 1.536775e-36 3.471973e-69 4.302970e-109 
4.532320e+03 1.653524e+04 5.747174e+09 3.995284e-21 3.384606e-11 7.752508e-04 9.946809e-01 4.543860e-03 1.407665e-11 1.925189e-37 1.148903e-70 3.115494e-111 
4.809172e+03 1.631472e+04 4.984322e+09 4.449816e-21 4.006994e-11 9.083241e-04 9.958083e-01 3.283359e-03 6.102296e-12 2.721732e-38 4.287808e-72 2.440918e-113 
5.102936e+03 1.608004e+04 4.265888e+09 4.869830e-21 4.738857e-11 1.065647e-03 9.965887e-01 2.345615e-03 2.571842e-12 3.560096e-39 1.381174e-73 1.547868e-115 
5.414644e+03 1.581960e+04 3.857676e+09 6.733832e-21 6.604336e-11 1.372666e-03 9.971252e-01 1.502163e-03 8.430240e-13 2.926627e-40 2.201445e-75 3.677708e-118 
5.745391e+03 1.554035e+04 3.510017e+09 1.029976e-20 1.002946e-10 1.863631e-03 9.972558e-01 8.806010e-04 2.276190e-13 1.607559e-41 1.820952e-77 3.428511e-121 
6.096342e+03 1.523496e+04 3.180369e+09 1.710686e-20 1.632927e-10 2.659339e-03 9.968632e-01 4.774368e-04 5.069850e-14 5.800780e-43 7.698086e-80 1.214587e-124 
6.468731e+03 1.488516e+04 2.944690e+09 3.550952e-20 3.194235e-10 4.215742e-03 9.955637e-01 2.205157e-04 7.701837e-15 9.598921e-45 9.274633e-83 7.166762e-129 
6.863867e+03 1.445890e+04 2.684302e+09 9.120693e-20 7.550464e-10 7.667396e-03 9.922513e-01 8.135124e-05 6.932395e-16 5.078188e-47 1.737275e-86 2.856481e-134 
7.283139e+03 1.396556e+04 2.288210e+09 2.506515e-19 1.973214e-09 1.514575e-02 9.848292e-01 2.506515e-05 3.928651e-17 9.279437e-50 5.493000e-91 8.390602e-141 
7.728022e+03 1.339759e+04 1.902226e+09 9.010979e-19 6.524547e-09 3.533351e-02 9.646608e-01 5.701968e-06 1.086178e-18 3.626825e-53 1.396515e-96 6.412377e-149 
8.200081e+03 1.273604e+04 1.600075e+09 5.331546e-18 3.286831e-08 1.056754e-01 8.943238e-01 7.605574e-07 9.134333e-21 1.203897e-57 6.802976e-104 1.704566e-159 
8.700974e+03 1.199240e+04 1.363801e+09 4.876032e-17 2.293388e-07 3.595040e-01 6.404957e-01 4.297519e-08 1.419421e-23 1.493801e-63 1.892561e-113 2.995867e-173 
9.232464e+03 1.121200e+04 1.201512e+09 4.043121e-16 1.291348e-06 7.963724e-01 2.036263e-01 6.027927e-10 2.450377e-27 4.410678e-71 2.082820e-125 2.670911e-190 
9.796417e+03 1.048068e+04 1.084312e+09 2.213609e-15 4.464684e-06 9.709907e-01 2.900483e-02 2.778719e-12 9.147919e-32 1.270718e-79 8.710817e-139 3.065958e-209 
1.039482e+04 9.818106e+03 9.426880e+08 9.829953e-15 1.295561e-05 9.965851e-01 3.401979e-03 9.965851e-15 2.405394e-36 2.056589e-88 1.562827e-152 1.100774e-228 
1.102978e+04 9.237798e+03 7.445635e+08 3.455716e-14 3.277506e-05 9.995233e-01 4.439743e-04 4.579211e-17 9.530338e-41 6.221839e-97 6.632495e-166 1.208726e-247 
1.170352e+04 8.738610e+03 5.295044e+08 9.335043e-14 7.178482e-05 9.998600e-01 6.816542e-05 3.016169e-19 6.876866e-45 4.871113e-105 1.085821e-178 7.917444e-266 
1.241868e+04 8.309323e+03 3.829753e+08 2.334920e-13 1.485056e-04 9.998396e-01 1.188045e-05 2.787788e-21 9.380848e-49 1.314495e-112 1.235096e-190 8.086938e-283 
1.316817e+04 7.940996e+03 2.691286e+08 4.974356e-13 2.793152e-04 9.997182e-01 2.441736e-06 3.859518e-23 2.635621e-52 1.326899e-119 1.054248e-201 1.369311e-298 
1.388905e+04 7.631452e+03 1.904286e+08 9.274845e-13 4.772493e-04 9.995221e-01 6.046016e-07 8.683107e-25 1.839532e-55 7.589679e-126 1.350706e-211 0.000000e+00 
1.450043e+04 7.402898e+03 1.531442e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 7.220179e+03 1.460026e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 7.051503e+03 1.650989e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 6.875379e+03 2.228989e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 6.715209e+03 2.434951e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 6.579893e+03 2.434146e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 6.475077e+03 2.177794e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 6.400826e+03 1.884365e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 6.340912e+03 1.684396e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 6.288112e+03 1.530484e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 6.227783e+03 1.433803e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 6.203749e+03 1.363670e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 6.166709e+03 1.506579e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 6.096535e+03 1.460047e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 6.003364e+03 7.897499e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 5.887243e+03 5.294255e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 5.734278e+03 3.803534e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 5.597866e+03 2.611580e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 5.467200e+03 1.774800e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 5.345203e+03 1.288977e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 5.254949e+03 9.139614e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 5.173344e+03 6.324922e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 5.077368e+03 4.454446e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 5.008818e+03 3.311092e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 4.938230e+03 2.551638e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 4.858386e+03 1.956496e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 4.795376e+03 1.548696e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 4.719988e+03 1.113154e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 4.624957e+03 6.637355e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 4.480006e+03 3.347037e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 4.369692e+03 1.595531e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 4.265308e+03 8.205737e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 4.170708e+03 4.675544e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 4.110543e+03 3.244951e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 4.038749e+03 2.253925e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 3.954116e+03 1.436990e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 3.886522e+03 9.294803e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 3.855740e+03 6.102024e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 3.776967e+03 3.975355e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.811010e+03 2.852494e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 3.730034e+03 1.866642e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.674158e+03 1.258384e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 3.675881e+03 8.849091e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 3.670315e+03 6.216413e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 3.714821e+03 4.694877e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 3.812848e+03 3.877793e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 3.931769e+03 3.085955e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 4.267343e+03 2.287424e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 7.716506e+03 2.541759e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 5.012257e+03 1.144281e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 5.060388e+03 8.120706e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 6.402302e+03 9.302261e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 5.321348e+03 5.375860e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 5.487667e+03 4.259512e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 6.509231e+03 3.989804e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 7.581046e+03 2.814695e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 6.565059e+03 2.589852e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 6.591025e+03 2.160048e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 5.156578e+03 1.870673e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 1.009419e+04 1.505085e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 5.082071e+03 1.865785e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 5.036237e+03 1.847289e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 5.045540e+03 1.804870e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 7.391848e+03 6.928021e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 7.373787e+03 6.590918e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.087333e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8
4.386064e+02 1.752874e+04 1.412970e+10 7.130629e-21 3.348174e-11 5.771747e-04 9.876412e-01 1.178165e-02 1.961273e-10 1.639064e-34 1.414919e-65 1.323859e-103 
8.801961e+02 1.754993e+04 2.861650e+10 6.110345e-20 1.406897e-10 1.193103e-03 9.931034e-01 5.703448e-03 4.544828e-11 1.751724e-35 6.965517e-67 2.944828e-105 
8.922517e+02 1.754284e+04 2.207173e+10 2.814410e-20 8.398556e-11 9.202673e-04 9.917444e-01 7.335335e-03 7.531897e-11 3.707873e-35 1.876273e-66 1.009614e-104 
9.200313e+02 1.752102e+04 1.921179e+10 1.801906e-20 6.208852e-11 7.866605e-04 9.905333e-01 8.680037e-03 1.060550e-10 6.455971e-35 4.108345e-66 2.800676e-104 
9.688202e+02 1.749472e+04 1.497547e+10 8.442096e-21 3.738831e-11 6.090464e-04 9.882141e-01 1.117686e-02 1.770330e-10 1.413622e-34 1.177137e-65 1.056913e-103 
1.029396e+03 1.748227e+04 1.530994e+10 9.162148e-21 3.954326e-11 6.280400e-04 9.885816e-01 1.079040e-02 1.641175e-10 1.231527e-34 9.614440e-66 8.037879e-104 
1.092261e+03 1.749002e+04 1.531399e+10 9.318364e-21 4.019433e-11 6.345793e-04 9.887029e-01 1.066248e-02 1.589679e-10 1.152841e-34 8.646304e-66 6.888610e-104 
1.158981e+03 1.749431e+04 1.535110e+10 9.839867e-21 4.204189e-11 6.538417e-04 9.891452e-01 1.020096e-02 1.431488e-10 9.272430e-35 6.087047e-66 4.152604e-104 
1.229776e+03 1.751969e+04 1.544800e+10 9.205022e-21 3.961493e-11 6.269158e-04 9.884501e-01 1.092295e-02 1.692288e-10 1.333318e-34 1.093577e-65 9.743477e-104 
1.304896e+03 1.753249e+04 1.573336e+10 9.687252e-21 4.094885e-11 6.360986e-04 9.886032e-01 1.076067e-02 1.643255e-10 1.280148e-34 1.048237e-65 9.289690e-104 
1.384604e+03 1.753827e+04 1.618649e+10 1.013694e-20 4.180503e-11 6.396485e-04 9.885476e-01 1.081273e-02 1.697347e-10 1.401883e-34 1.244721e-65 1.216432e-103 
1.469181e+03 1.754949e+04 1.625625e+10 1.017997e-20 4.194422e-11 6.393659e-04 9.885232e-01 1.083748e-02 1.700441e-10 1.430638e-34 1.292335e-65 1.287801e-103 
1.558925e+03 1.756294e+04 1.589685e+10 9.094443e-21 3.851764e-11 6.098627e-04 9.879062e-01 1.148396e-02 1.943714e-10 1.850987e-34 1.925882e-65 2.250429e-103 
1.654150e+03 1.756866e+04 1.573401e+10 8.693103e-21 3.734433e-11 6.018302e-04 9.876188e-01 1.177941e-02 2.047251e-10 2.036964e-34 2.227286e-65 2.746815e-103 
1.755192e+03 1.756119e+04 1.569969e+10 8.571824e-21 3.675598e-11 5.938560e-04 9.874742e-01 1.193198e-02 2.118955e-10 2.187530e-34 2.489258e-65 3.223006e-103 
1.862406e+03 1.755316e+04 1.554332e+10 8.338331e-21 3.620591e-11 5.888032e-04 9.874340e-01 1.197721e-02 2.130297e-10 2.176012e-34 2.459442e-65 3.136017e-103 
1.976169e+03 1.756989e+04 1.538078e+10 7.863967e-21 3.458176e-11 5.747218e-04 9.869955e-01 1.242974e-02 2.313655e-10 2.559789e-34 3.150509e-65 4.455017e-103 
2.096881e+03 1.756654e+04 1.499394e+10 7.397443e-21 3.333825e-11 5.655893e-04 9.868787e-01 1.255575e-02 2.338654e-10 2.570860e-34 3.101619e-65 4.262652e-103 
2.224967e+03 1.756697e+04 1.414811e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 1.753076e+04 1.328688e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 1.749596e+04 1.267302e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 1.745993e+04 1.221630e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 1.738814e+04 1.161481e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 1.728294e+04 1.062092e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 1.713700e+04 9.419431e+09 4.501380e-21 2.833221e-11 5.878272e-04 9.903035e-01 9.108674e-03 9.082195e-11 1.895875e-35 3.045051e-67 3.839412e-106 
3.369550e+03 1.696369e+04 8.261272e+09 4.408055e-21 3.001229e-11 6.377611e-04 9.918123e-01 7.549966e-03 5.439727e-11 5.439727e-36 3.563959e-68 1.585024e-107 
3.575375e+03 1.676518e+04 7.077577e+09 4.332477e-21 3.220084e-11 7.006122e-04 9.933471e-01 5.952276e-03 2.907833e-11 1.174843e-36 2.595583e-69 3.259115e-109 
3.793773e+03 1.656732e+04 5.807266e+09 3.737408e-21 3.171653e-11 7.406239e-04 9.943562e-01 4.903205e-03 1.685262e-11 2.880204e-37 2.245873e-70 8.177722e-111 
4.025512e+03 1.637970e+04 5.215797e+09 4.307333e-21 3.810333e-11 8.644787e-04 9.955059e-01 3.629606e-03 7.921878e-12 5.030242e-38 1.207860e-71 1.123521e-112 
4.271406e+03 1.617757e+04 5.273211e+09 7.184911e-21 5.852021e-11 1.145016e-03 9.964939e-01 2.361119e-03 2.830804e-12 5.699691e-39 3.554373e-73 7.070663e-115 
4.532320e+03 1.596363e+04 5.111946e+09 1.115829e-20 8.677390e-11 1.500081e-03 9.969768e-01 1.523159e-03 9.773603e-13 5.723385e-40 8.331218e-75 3.104013e-117 
4.809172e+03 1.574783e+04 4.434464e+09 1.240414e-20 1.034481e-10 1.758257e-03 9.971483e-01 1.093491e-03 4.190913e-13 7.888069e-41 2.962542e-76 2.276099e-119 
