#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
7964.05 1.09e-25 1.92e-17 2.09e-09 9.97e-04 9.99e-01 
8450.53 4.76e-25 8.50e-17 8.92e-09 2.30e-03 9.98e-01 
8966.72 2.46e-24 4.53e-16 4.63e-08 5.93e-03 9.94e-01 
9514.44 2.80e-23 5.27e-15 5.04e-07 2.29e-02 9.77e-01 
10095.62 1.00e-21 1.78e-13 1.41e-05 1.38e-01 8.62e-01 
10712.30 4.52e-20 8.08e-12 5.28e-04 6.94e-01 3.05e-01 
11366.65 1.37e-18 2.49e-10 1.21e-02 9.77e-01 1.07e-02 
12061.10 5.54e-17 1.12e-08 3.54e-01 6.46e-01 4.05e-05 
12793.43 2.48e-16 5.63e-08 9.83e-01 1.74e-02 2.31e-09 
13528.61 6.46e-16 1.46e-07 1.00e+00 5.85e-05 4.58e-15 
14194.74 1.60e-15 3.90e-07 1.00e+00 1.63e-07 5.43e-21 
14757.77 3.98e-15 9.35e-07 1.00e+00 1.20e-09 3.32e-26 
15240.48 1.33e-14 2.41e-06 1.00e+00 1.77e-11 1.31e-30 
15646.99 6.06e-14 6.84e-06 1.00e+00 3.52e-13 1.35e-34 
15960.30 3.43e-13 2.08e-05 1.00e+00 1.01e-14 3.62e-38 
16187.41 1.32e-12 5.17e-05 1.00e+00 4.08e-16 1.02e-38 
16354.17 3.40e-12 1.02e-04 1.00e+00 9.09e-18 1.54e-38 
16484.18 5.19e-12 1.46e-04 1.00e+00 2.30e-17 2.33e-38 
16593.12 6.21e-12 1.81e-04 1.00e+00 3.12e-19 3.39e-38 
16691.99 8.09e-12 2.35e-04 1.00e+00 7.37e-20 4.60e-38 
16788.59 1.00e-11 2.85e-04 1.00e+00 1.95e-20 6.01e-38 
16888.37 1.71e-11 4.32e-04 1.00e+00 2.05e-21 7.90e-38 
16998.79 2.05e-11 5.27e-04 9.99e-01 9.18e-22 1.09e-37 
17146.37 3.33e-11 7.44e-04 9.99e-01 7.88e-23 1.63e-37 
17415.23 8.74e-11 1.59e-03 9.98e-01 1.36e-24 2.89e-37 
17888.12 2.86e-10 4.23e-03 9.96e-01 6.78e-27 7.70e-37 
18532.37 1.24e-09 1.41e-02 9.86e-01 9.49e-29 1.77e-36 
19260.76 5.45e-09 4.67e-02 9.53e-01 1.64e-28 2.90e-36 
20034.10 1.13e-08 9.60e-02 9.04e-01 3.50e-28 4.01e-36 
20838.00 2.09e-08 1.89e-01 8.11e-01 7.11e-28 5.50e-36 
21647.97 3.30e-08 2.74e-01 7.26e-01 1.19e-27 7.42e-36 
22447.94 6.75e-08 4.81e-01 5.19e-01 1.96e-27 1.11e-35 
23245.88 1.04e-07 6.90e-01 3.10e-01 3.82e-27 1.81e-35 
24052.47 1.47e-07 8.14e-01 1.86e-01 8.03e-27 3.02e-35 
24867.72 1.63e-07 8.90e-01 1.10e-01 6.50e-27 5.12e-35 
25698.86 1.88e-07 9.37e-01 6.27e-02 2.98e-26 9.02e-35 
26587.16 1.81e-07 9.59e-01 4.05e-02 8.84e-26 1.70e-34 
27637.54 1.98e-07 9.53e-01 4.75e-02 3.94e-25 3.45e-34 
28986.97 1.20e-07 9.84e-01 1.57e-02 1.37e-24 6.44e-34 
#TIME: 4.22 
#NVEL: 67 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
440.10 2.00e-18 7.76e-11 1.17e-03 7.86e-01 2.13e-01 
999.11 1.23e-19 4.78e-12 8.47e-05 3.06e-01 6.94e-01 
1267.34 2.69e-21 1.23e-13 2.77e-06 5.40e-02 9.46e-01 
1514.05 2.00e-22 9.60e-15 2.43e-07 1.43e-02 9.86e-01 
1808.80 1.81e-23 1.03e-15 3.10e-08 4.70e-03 9.95e-01 
1919.29 2.58e-24 1.55e-16 5.17e-09 1.63e-03 9.98e-01 
2160.92 4.23e-25 2.24e-17 7.55e-10 4.95e-04 1.00e+00 
2292.92 6.96e-26 4.56e-18 1.81e-10 2.30e-04 1.00e+00 
2432.98 3.66e-26 2.41e-18 1.02e-10 1.62e-04 1.00e+00 
2581.60 2.23e-26 1.48e-18 6.52e-11 1.24e-04 1.00e+00 
2739.29 1.52e-26 1.01e-18 4.59e-11 9.99e-05 1.00e+00 
2906.62 1.20e-26 8.01e-19 3.78e-11 8.87e-05 1.00e+00 
3084.17 8.57e-27 6.15e-19 3.13e-11 8.06e-05 1.00e+00 
3272.56 6.00e-27 4.68e-19 2.60e-11 7.35e-05 1.00e+00 
3472.46 5.11e-27 4.29e-19 2.58e-11 7.39e-05 1.00e+00 
3684.57 4.41e-27 3.98e-19 2.60e-11 7.45e-05 1.00e+00 
3909.64 3.63e-27 3.65e-19 2.67e-11 7.58e-05 1.00e+00 
4148.46 3.67e-27 4.00e-19 3.13e-11 8.40e-05 1.00e+00 
4401.86 5.94e-27 6.27e-19 4.70e-11 1.06e-04 1.00e+00 
4670.75 9.05e-27 9.52e-19 7.05e-11 1.35e-04 1.00e+00 
4956.05 8.01e-27 9.44e-19 7.70e-11 1.45e-04 1.00e+00 
5258.79 6.85e-27 8.99e-19 8.10e-11 1.53e-04 1.00e+00 
5580.02 8.17e-27 1.14e-18 1.07e-10 1.83e-04 1.00e+00 
5920.87 8.59e-27 1.31e-18 1.33e-10 2.12e-04 1.00e+00 
6282.54 1.13e-26 1.78e-18 1.87e-10 2.59e-04 1.00e+00 
6666.30 1.68e-26 2.77e-18 2.98e-10 3.42e-04 1.00e+00 
7073.50 3.00e-26 5.14e-18 5.61e-10 4.93e-04 1.00e+00 
7505.58 5.05e-26 9.04e-18 1.01e-09 6.80e-04 9.99e-01 
7964.05 1.32e-25 2.46e-17 2.79e-09 1.20e-03 9.99e-01 
8450.53 6.41e-25 1.20e-16 1.30e-08 2.92e-03 9.97e-01 
8966.72 3.23e-24 6.32e-16 6.73e-08 7.48e-03 9.93e-01 
9514.44 4.07e-23 7.91e-15 7.68e-07 2.88e-02 9.71e-01 
10095.62 1.46e-21 2.72e-13 2.21e-05 1.77e-01 8.23e-01 
10712.30 5.96e-20 1.12e-11 7.42e-04 7.63e-01 2.36e-01 
11366.65 1.74e-18 3.31e-10 1.61e-02 9.77e-01 7.30e-03 
12061.10 6.74e-17 1.41e-08 4.40e-01 5.60e-01 3.24e-05 
12793.43 2.46e-16 5.80e-08 9.88e-01 1.19e-02 9.76e-10 
13528.61 6.23e-16 1.49e-07 1.00e+00 5.84e-05 2.57e-15 
14194.74 1.58e-15 3.98e-07 1.00e+00 1.17e-07 1.92e-21 
14757.77 3.89e-15 9.57e-07 1.00e+00 8.57e-10 1.53e-26 
15240.48 1.29e-14 2.44e-06 1.00e+00 1.28e-11 7.40e-31 
15646.99 6.10e-14 7.07e-06 1.00e+00 2.56e-13 6.27e-35 
15960.30 3.67e-13 2.22e-05 1.00e+00 9.30e-15 3.33e-38 
16187.41 1.26e-12 5.15e-05 1.00e+00 4.24e-16 1.09e-38 
16354.17 2.97e-12 9.64e-05 1.00e+00 3.09e-17 1.64e-38 
16484.18 4.57e-12 1.39e-04 1.00e+00 1.26e-18 2.48e-38 
16593.12 5.96e-12 1.81e-04 1.00e+00 2.02e-19 3.61e-38 
16691.99 9.38e-12 2.62e-04 1.00e+00 2.67e-20 4.89e-38 
16788.59 1.10e-11 3.11e-04 1.00e+00 8.88e-21 6.39e-38 
16888.37 1.45e-11 3.92e-04 1.00e+00 2.19e-21 8.40e-38 
16998.79 2.74e-11 6.39e-04 9.99e-01 2.93e-22 1.16e-37 
17146.37 3.01e-11 7.33e-04 9.99e-01 7.61e-23 1.73e-37 
17415.23 7.09e-11 1.43e-03 9.99e-01 2.78e-24 3.07e-37 
17888.12 2.54e-10 3.97e-03 9.96e-01 1.37e-26 8.19e-37 
18532.37 1.32e-09 1.47e-02 9.85e-01 1.06e-28 1.88e-36 
19260.76 4.36e-09 3.76e-02 9.62e-01 1.80e-28 3.08e-36 
20034.10 9.08e-09 9.84e-02 9.02e-01 4.64e-28 4.26e-36 
20838.00 1.56e-08 1.46e-01 8.54e-01 8.57e-28 5.85e-36 
21647.97 3.90e-08 2.97e-01 7.03e-01 1.17e-27 7.89e-36 
22447.94 7.15e-08 5.11e-01 4.89e-01 2.10e-27 1.18e-35 
23245.88 1.15e-07 7.14e-01 2.86e-01 3.73e-27 1.92e-35 
24052.47 1.27e-07 8.07e-01 1.93e-01 8.57e-27 3.21e-35 
24867.72 1.54e-07 8.80e-01 1.20e-01 1.70e-26 5.44e-35 
25698.86 1.73e-07 9.31e-01 6.93e-02 3.81e-26 9.59e-35 
26587.16 1.72e-07 9.57e-01 4.32e-02 9.36e-26 1.81e-34 
27637.54 1.57e-07 9.74e-01 2.56e-02 1.34e-25 3.67e-34 
28986.97 1.47e-07 9.86e-01 1.36e-02 6.07e-25 6.85e-34 
#TIME: 4.31 
#NVEL: 67 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
440.10 2.56e-18 9.56e-11 1.38e-03 7.88e-01 2.11e-01 
999.11 1.03e-19 4.31e-12 8.02e-05 3.12e-01 6.88e-01 
1267.34 1.79e-21 9.50e-14 2.41e-06 5.37e-02 9.46e-01 
1514.05 1.49e-22 8.33e-15 2.34e-07 1.51e-02 9.85e-01 
1808.80 1.52e-23 9.72e-16 3.21e-08 5.07e-03 9.95e-01 
1919.29 2.19e-24 1.54e-16 5.62e-09 1.86e-03 9.98e-01 
2160.92 2.87e-25 2.08e-17 8.34e-10 6.09e-04 9.99e-01 
2292.92 5.35e-26 4.12e-18 1.77e-10 2.43e-04 1.00e+00 
2432.98 2.88e-26 2.27e-18 1.05e-10 1.77e-04 1.00e+00 
2581.60 1.94e-26 1.48e-18 7.09e-11 1.37e-04 1.00e+00 
2739.29 1.25e-26 9.80e-19 4.93e-11 1.11e-04 1.00e+00 
2906.62 9.86e-27 7.87e-19 4.11e-11 1.00e-04 1.00e+00 
3084.17 7.91e-27 6.49e-19 3.59e-11 9.19e-05 1.00e+00 
3272.56 6.01e-27 5.20e-19 3.11e-11 8.46e-05 1.00e+00 
3472.46 5.17e-27 4.79e-19 3.08e-11 8.48e-05 1.00e+00 
3684.57 4.37e-27 4.37e-19 3.06e-11 8.50e-05 1.00e+00 
3909.64 3.47e-27 3.88e-19 3.05e-11 8.54e-05 1.00e+00 
4148.46 3.64e-27 4.33e-19 3.62e-11 9.43e-05 1.00e+00 
4401.86 6.15e-27 6.99e-19 5.54e-11 1.20e-04 1.00e+00 
4670.75 8.45e-27 9.93e-19 7.93e-11 1.50e-04 1.00e+00 
4956.05 8.37e-27 1.06e-18 9.17e-11 1.65e-04 1.00e+00 
5258.79 7.43e-27 1.04e-18 9.82e-11 1.74e-04 1.00e+00 
5580.02 7.89e-27 1.22e-18 1.24e-10 2.06e-04 1.00e+00 
5920.87 9.46e-27 1.53e-18 1.62e-10 2.42e-04 1.00e+00 
6282.54 1.23e-26 2.08e-18 2.30e-10 2.97e-04 1.00e+00 
6666.30 1.79e-26 3.20e-18 3.64e-10 3.92e-04 1.00e+00 
7073.50 2.89e-26 5.47e-18 6.41e-10 5.48e-04 9.99e-01 
7505.58 5.52e-26 1.07e-17 1.27e-09 7.89e-04 9.99e-01 
7964.05 1.50e-25 3.01e-17 3.61e-09 1.42e-03 9.99e-01 
8450.53 7.56e-25 1.54e-16 1.78e-08 3.61e-03 9.96e-01 
8966.72 4.32e-24 8.94e-16 9.89e-08 9.43e-03 9.91e-01 
9514.44 5.59e-23 1.14e-14 1.14e-06 3.62e-02 9.64e-01 
10095.62 2.14e-21 4.17e-13 3.44e-05 2.22e-01 7.78e-01 
10712.30 7.63e-20 1.50e-11 1.01e-03 8.17e-01 1.82e-01 
11366.65 2.27e-18 4.49e-10 2.17e-02 9.74e-01 4.80e-03 
12061.10 7.77e-17 1.71e-08 5.26e-01 4.74e-01 1.41e-05 
12793.43 2.42e-16 5.95e-08 9.91e-01 9.05e-03 4.82e-10 
13528.61 6.28e-16 1.55e-07 1.00e+00 3.05e-05 1.01e-15 
14194.74 1.53e-15 4.07e-07 1.00e+00 8.67e-08 1.17e-21 
14757.77 4.09e-15 1.02e-06 1.00e+00 5.83e-10 5.48e-27 
15240.48 1.32e-14 2.55e-06 1.00e+00 9.06e-12 3.04e-31 
15646.99 6.18e-14 7.31e-06 1.00e+00 1.92e-13 3.95e-35 
15960.30 3.60e-13 2.24e-05 1.00e+00 8.43e-15 2.72e-38 
16187.41 1.10e-12 4.86e-05 1.00e+00 3.44e-16 1.16e-38 
16354.17 3.22e-12 1.04e-04 1.00e+00 7.46e-18 1.74e-38 
16484.18 5.10e-12 1.53e-04 1.00e+00 5.53e-18 2.64e-38 
16593.12 7.23e-12 2.10e-04 1.00e+00 1.11e-19 3.84e-38 
16691.99 6.65e-12 2.17e-04 1.00e+00 5.20e-20 5.20e-38 
16788.59 9.89e-12 2.99e-04 1.00e+00 1.02e-20 6.79e-38 
16888.37 1.26e-11 3.72e-04 1.00e+00 2.51e-21 8.94e-38 
16998.79 2.18e-11 5.62e-04 9.99e-01 2.89e-22 1.24e-37 
17146.37 3.79e-11 8.42e-04 9.99e-01 3.69e-23 1.84e-37 
17415.23 7.29e-11 1.49e-03 9.99e-01 1.83e-24 3.27e-37 
17888.12 2.24e-10 3.68e-03 9.96e-01 7.96e-27 8.71e-37 
18532.37 1.19e-09 1.39e-02 9.86e-01 1.09e-28 2.00e-36 
19260.76 3.56e-09 3.79e-02 9.62e-01 2.34e-28 3.27e-36 
20034.10 6.75e-09 7.52e-02 9.25e-01 5.16e-28 4.53e-36 
20838.00 1.76e-08 1.84e-01 8.16e-01 8.72e-28 6.22e-36 
21647.97 3.16e-08 3.11e-01 6.89e-01 1.46e-27 8.39e-36 
22447.94 5.11e-08 4.44e-01 5.56e-01 2.98e-27 1.26e-35 
23245.88 8.88e-08 6.65e-01 3.35e-01 5.71e-27 2.04e-35 
24052.47 9.80e-08 6.53e-01 3.47e-01 1.70e-26 3.41e-35 
24867.72 1.31e-07 7.99e-01 2.01e-01 2.92e-26 5.79e-35 
25698.86 1.63e-07 9.24e-01 7.56e-02 4.30e-26 1.02e-34 
26587.16 1.83e-07 9.61e-01 3.86e-02 7.74e-26 1.93e-34 
27637.54 1.51e-07 9.73e-01 2.66e-02 3.08e-25 3.90e-34 
28986.97 1.18e-07 9.85e-01 1.52e-02 1.14e-24 7.28e-34 
#TIME: 4.40 
#NVEL: 67 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
440.10 9.49e-19 4.53e-11 8.36e-04 7.16e-01 2.83e-01 
999.11 5.48e-20 2.60e-12 5.54e-05 2.62e-01 7.38e-01 
1267.34 1.38e-21 7.79e-14 2.13e-06 4.97e-02 9.50e-01 
1514.05 1.19e-22 7.14e-15 2.17e-07 1.44e-02 9.86e-01 
1808.80 1.42e-23 9.54e-16 3.34e-08 5.20e-03 9.95e-01 
1919.29 2.48e-24 1.73e-16 6.47e-09 1.94e-03 9.98e-01 
2160.92 4.90e-25 3.25e-17 1.28e-09 7.29e-04 9.99e-01 
2292.92 5.99e-26 4.60e-18 2.01e-10 2.57e-04 1.00e+00 
2432.98 3.52e-26 2.73e-18 1.28e-10 1.94e-04 1.00e+00 
2581.60 1.94e-26 1.60e-18 8.07e-11 1.51e-04 1.00e+00 
2739.29 1.42e-26 1.16e-18 6.05e-11 1.26e-04 1.00e+00 
2906.62 1.06e-26 9.00e-19 4.94e-11 1.13e-04 1.00e+00 
3084.17 7.81e-27 7.04e-19 4.16e-11 1.03e-04 1.00e+00 
3272.56 5.69e-27 5.50e-19 3.53e-11 9.49e-05 1.00e+00 
3472.46 5.07e-27 5.19e-19 3.57e-11 9.59e-05 1.00e+00 
3684.57 4.70e-27 5.03e-19 3.70e-11 9.70e-05 1.00e+00 
3909.64 3.70e-27 4.39e-19 3.62e-11 9.59e-05 1.00e+00 
4148.46 4.07e-27 5.06e-19 4.37e-11 1.06e-04 1.00e+00 
4401.86 6.19e-27 7.61e-19 6.40e-11 1.33e-04 1.00e+00 
4670.75 9.02e-27 1.12e-18 9.37e-11 1.68e-04 1.00e+00 
4956.05 8.92e-27 1.20e-18 1.09e-10 1.85e-04 1.00e+00 
5258.79 7.31e-27 1.12e-18 1.13e-10 1.94e-04 1.00e+00 
5580.02 8.59e-27 1.40e-18 1.49e-10 2.32e-04 1.00e+00 
5920.87 1.07e-26 1.82e-18 2.01e-10 2.76e-04 1.00e+00 
6282.54 1.29e-26 2.37e-18 2.77e-10 3.39e-04 1.00e+00 
6666.30 2.04e-26 3.84e-18 4.56e-10 4.52e-04 1.00e+00 
7073.50 3.46e-26 6.70e-18 8.03e-10 6.21e-04 9.99e-01 
7505.58 6.66e-26 1.34e-17 1.65e-09 9.24e-04 9.99e-01 
7964.05 1.93e-25 4.08e-17 5.07e-09 1.76e-03 9.98e-01 
8450.53 9.73e-25 2.09e-16 2.50e-08 4.41e-03 9.96e-01 
8966.72 6.03e-24 1.29e-15 1.46e-07 1.18e-02 9.88e-01 
9514.44 7.52e-23 1.61e-14 1.65e-06 4.45e-02 9.55e-01 
10095.62 3.20e-21 6.45e-13 5.39e-05 2.78e-01 7.22e-01 
10712.30 9.96e-20 2.04e-11 1.39e-03 8.64e-01 1.35e-01 
11366.65 2.96e-18 6.05e-10 2.89e-02 9.68e-01 3.20e-03 
12061.10 8.59e-17 1.99e-08 6.07e-01 3.93e-01 6.03e-06 
12793.43 2.38e-16 6.10e-08 9.94e-01 6.32e-03 2.07e-10 
13528.61 6.20e-16 1.60e-07 1.00e+00 1.92e-05 4.29e-16 
14194.74 1.58e-15 4.29e-07 1.00e+00 5.57e-08 2.44e-22 
14757.77 4.13e-15 1.05e-06 1.00e+00 4.27e-10 2.49e-27 
15240.48 1.34e-14 2.64e-06 1.00e+00 7.06e-12 1.79e-31 
15646.99 5.75e-14 7.22e-06 1.00e+00 1.71e-13 2.45e-35 
15960.30 3.31e-13 2.19e-05 1.00e+00 5.07e-15 8.53e-39 
16187.41 1.15e-12 5.22e-05 1.00e+00 3.34e-16 1.23e-38 
16354.17 3.04e-12 1.04e-04 1.00e+00 4.78e-18 1.85e-38 
16484.18 4.82e-12 1.51e-04 1.00e+00 6.35e-19 2.81e-38 
16593.12 5.78e-12 1.84e-04 1.00e+00 1.53e-19 4.08e-38 
16691.99 8.19e-12 2.48e-04 1.00e+00 2.62e-20 5.53e-38 
16788.59 1.13e-11 3.32e-04 1.00e+00 5.22e-21 7.22e-38 
16888.37 1.35e-11 3.93e-04 1.00e+00 1.89e-21 9.50e-38 
16998.79 2.07e-11 5.49e-04 9.99e-01 2.84e-22 1.32e-37 
17146.37 2.89e-11 7.42e-04 9.99e-01 6.13e-23 1.96e-37 
17415.23 7.14e-11 1.53e-03 9.98e-01 8.17e-25 3.48e-37 
17888.12 2.30e-10 3.82e-03 9.96e-01 4.68e-27 9.26e-37 
18532.37 1.14e-09 1.35e-02 9.86e-01 1.29e-28 2.12e-36 
19260.76 3.34e-09 3.66e-02 9.63e-01 2.60e-28 3.48e-36 
20034.10 5.00e-09 6.03e-02 9.40e-01 5.75e-28 4.82e-36 
20838.00 1.95e-08 1.84e-01 8.16e-01 8.76e-28 6.61e-36 
21647.97 3.08e-08 3.06e-01 6.94e-01 1.68e-27 8.92e-36 
22447.94 6.05e-08 4.46e-01 5.54e-01 2.48e-27 1.34e-35 
23245.88 6.83e-08 6.13e-01 3.87e-01 6.83e-27 2.17e-35 
24052.47 6.22e-08 5.26e-01 4.74e-01 1.59e-26 3.63e-35 
24867.72 1.24e-07 8.51e-01 1.49e-01 1.55e-26 6.16e-35 
25698.86 1.23e-07 9.05e-01 9.54e-02 5.75e-26 1.08e-34 
26587.16 1.30e-07 9.38e-01 6.20e-02 1.70e-25 2.05e-34 
27637.54 1.28e-07 9.63e-01 3.70e-02 4.72e-25 4.15e-34 
28986.97 1.04e-07 9.80e-01 2.03e-02 1.50e-24 7.75e-34 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
440.10 8.86e-19 4.19e-11 7.66e-04 6.81e-01 3.19e-01 
999.11 3.88e-20 2.00e-12 4.58e-05 2.49e-01 7.51e-01 
1267.34 1.11e-21 6.73e-14 1.95e-06 4.91e-02 9.51e-01 
1514.05 9.49e-23 6.25e-15 2.03e-07 1.44e-02 9.86e-01 
1808.80 1.23e-23 9.05e-16 3.38e-08 5.41e-03 9.95e-01 
1919.29 2.03e-24 1.61e-16 6.38e-09 2.04e-03 9.98e-01 
2160.92 3.61e-25 3.00e-17 1.33e-09 8.27e-04 9.99e-01 
2292.92 5.41e-26 4.50e-18 2.07e-10 2.68e-04 1.00e+00 
2432.98 2.85e-26 2.52e-18 1.25e-10 2.03e-04 1.00e+00 
2581.60 1.93e-26 1.71e-18 9.03e-11 1.65e-04 1.00e+00 
2739.29 1.29e-26 1.18e-18 6.54e-11 1.38e-04 1.00e+00 
2906.62 9.80e-27 9.22e-19 5.42e-11 1.24e-04 1.00e+00 
3084.17 8.14e-27 7.88e-19 4.89e-11 1.16e-04 1.00e+00 
3272.56 5.90e-27 6.12e-19 4.12e-11 1.06e-04 1.00e+00 
3472.46 5.24e-27 5.76e-19 4.16e-11 1.07e-04 1.00e+00 
3684.57 4.70e-27 5.47e-19 4.26e-11 1.09e-04 1.00e+00 
3909.64 3.79e-27 4.84e-19 4.21e-11 1.07e-04 1.00e+00 
4148.46 4.16e-27 5.57e-19 5.08e-11 1.19e-04 1.00e+00 
4401.86 6.55e-27 8.55e-19 7.51e-11 1.49e-04 1.00e+00 
4670.75 9.80e-27 1.28e-18 1.11e-10 1.88e-04 1.00e+00 
4956.05 9.01e-27 1.31e-18 1.25e-10 2.06e-04 1.00e+00 
5258.79 7.86e-27 1.27e-18 1.34e-10 2.18e-04 1.00e+00 
5580.02 9.52e-27 1.63e-18 1.80e-10 2.61e-04 1.00e+00 
5920.87 1.13e-26 2.05e-18 2.39e-10 3.12e-04 1.00e+00 
6282.54 1.46e-26 2.81e-18 3.42e-10 3.86e-04 1.00e+00 
6666.30 2.07e-26 4.21e-18 5.28e-10 4.99e-04 1.00e+00 
7073.50 3.88e-26 7.95e-18 9.93e-10 7.08e-04 9.99e-01 
7505.58 8.23e-26 1.72e-17 2.18e-09 1.09e-03 9.99e-01 
7964.05 2.51e-25 5.53e-17 7.06e-09 2.14e-03 9.98e-01 
8450.53 1.29e-24 2.87e-16 3.53e-08 5.38e-03 9.95e-01 
8966.72 8.06e-24 1.81e-15 2.11e-07 1.46e-02 9.85e-01 
9514.44 1.12e-22 2.46e-14 2.54e-06 5.61e-02 9.44e-01 
10095.62 4.50e-21 9.57e-13 8.21e-05 3.44e-01 6.56e-01 
10712.30 1.28e-19 2.74e-11 1.88e-03 9.01e-01 9.73e-02 
11366.65 3.70e-18 7.93e-10 3.80e-02 9.60e-01 2.14e-03 
