#NTIMES: 50
#NSTAGES 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
17888.12 8.9251e-04 4.6959e-01 5.2952e-01
18532.37 6.0081e-04 4.1543e-01 5.8397e-01
19260.76 3.9845e-04 3.6995e-01 6.2965e-01
20034.10 3.9346e-04 3.4218e-01 6.5742e-01
20838.00 1.8728e-04 2.7084e-01 7.2897e-01
21647.97 2.8427e-04 2.5467e-01 7.4504e-01
22447.94 1.2430e-04 1.8380e-01 8.1607e-01
23245.88 3.7341e-04 1.6180e-01 8.3783e-01
24052.47 8.6427e-05 1.2989e-01 8.7002e-01
24867.72 1.2874e-04 1.2613e-01 8.7375e-01
25698.86 4.4668e-05 5.2367e-02 9.4759e-01
26587.16 1.1515e-04 4.7300e-02 9.5259e-01
27637.54 7.0387e-05 7.6535e-02 9.2339e-01
28986.97 4.2170e-05 4.5837e-02 9.5412e-01
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4037e-01 6.3312e-01 2.2651e-01
886.22 1.3721e-01 6.2190e-01 2.4088e-01
906.14 1.5311e-01 6.2669e-01 2.2020e-01
944.43 1.4434e-01 6.3008e-01 2.2557e-01
999.11 1.2820e-01 6.3901e-01 2.3279e-01
1060.83 1.4760e-01 6.2837e-01 2.2403e-01
1125.62 1.3515e-01 6.3684e-01 2.2801e-01
1194.38 1.5253e-01 6.2852e-01 2.1895e-01
1267.34 1.4003e-01 6.3650e-01 2.2347e-01
1344.75 1.4378e-01 6.2759e-01 2.2863e-01
1426.89 1.4986e-01 6.3492e-01 2.1522e-01
1514.05 1.4699e-01 6.3632e-01 2.1670e-01
1606.54 1.4903e-01 6.3879e-01 2.1217e-01
1704.67 1.4425e-01 6.3631e-01 2.1944e-01
1808.80 1.4960e-01 6.3698e-01 2.1341e-01
1919.29 1.5915e-01 6.3701e-01 2.0384e-01
2036.53 1.5137e-01 6.3436e-01 2.1427e-01
2160.92 1.3916e-01 6.3485e-01 2.2598e-01
2292.92 1.2874e-01 6.3074e-01 2.4052e-01
2432.98 1.1042e-01 6.1931e-01 2.7027e-01
2581.60 9.5814e-02 6.0691e-01 2.9728e-01
2739.29 8.0500e-02 5.9141e-01 3.2809e-01
2906.62 6.3780e-02 5.6612e-01 3.7010e-01
3084.17 4.5647e-02 5.2850e-01 4.2586e-01
3272.56 2.8877e-02 4.8304e-01 4.8809e-01
3472.46 1.6320e-02 4.2617e-01 5.5751e-01
3684.57 9.3557e-03 3.6617e-01 6.2447e-01
3909.64 6.1361e-03 3.4062e-01 6.5325e-01
4148.46 6.6128e-03 3.3723e-01 6.5616e-01
4401.86 8.3346e-03 3.7229e-01 6.1938e-01
4670.75 7.9238e-03 3.6211e-01 6.2997e-01
4956.05 3.7255e-03 2.9625e-01 7.0003e-01
5258.79 1.0991e-03 2.1497e-01 7.8393e-01
5580.02 2.6582e-04 1.7074e-01 8.2900e-01
5920.87 1.1259e-04 1.3209e-01 8.6780e-01
6282.54 7.0924e-05 1.1236e-01 8.8757e-01
6666.30 5.6213e-05 1.0021e-01 8.9974e-01
7073.50 6.1600e-05 1.0448e-01 8.9546e-01
7505.58 6.0169e-05 9.8611e-02 9.0133e-01
7964.05 8.1008e-05 1.0870e-01 8.9122e-01
8450.53 1.5901e-04 1.2733e-01 8.7251e-01
8966.72 4.4605e-04 1.6337e-01 8.3618e-01
9514.44 1.2569e-03 2.0515e-01 7.9360e-01
10095.62 2.6361e-03 2.6033e-01 7.3703e-01
10712.30 4.9192e-03 3.0755e-01 6.8753e-01
11366.65 7.7113e-03 3.5071e-01 6.4158e-01
12061.10 1.0147e-02 3.6946e-01 6.2039e-01
12793.43 9.3143e-03 3.7654e-01 6.1414e-01
13528.61 1.1545e-02 3.7954e-01 6.0892e-01
14194.74 1.0817e-02 3.7536e-01 6.1383e-01
14757.77 8.9459e-03 3.6963e-01 6.2142e-01
15240.48 5.6074e-03 4.1509e-01 5.7931e-01
15646.99 6.1500e-03 5.1139e-01 4.8246e-01
15960.30 8.3745e-03 6.2462e-01 3.6701e-01
16187.41 9.4798e-03 6.6198e-01 3.2854e-01
16354.17 7.4219e-03 6.9115e-01 3.0142e-01
16484.18 9.0168e-03 6.5066e-01 3.4032e-01
16593.12 5.0772e-03 6.3051e-01 3.6442e-01
16691.99 4.2198e-03 6.1136e-01 3.8442e-01
16788.59 4.8806e-03 5.6953e-01 4.2559e-01
16888.37 4.2289e-03 5.5952e-01 4.3625e-01
16998.79 2.5360e-03 5.5619e-01 4.4127e-01
17146.37 2.0656e-03 5.2279e-01 4.7515e-01
17415.23 1.1384e-03 5.0895e-01 4.8991e-01
17888.12 8.9065e-04 4.4629e-01 5.5282e-01
18532.37 4.7517e-04 4.2131e-01 5.7822e-01
19260.76 3.3836e-04 3.8026e-01 6.1940e-01
20034.10 3.8674e-04 3.4782e-01 6.5180e-01
20838.00 2.2229e-04 2.8702e-01 7.1275e-01
21647.97 2.3535e-04 2.4563e-01 7.5414e-01
22447.94 1.0685e-04 1.9991e-01 7.9998e-01
23245.88 9.7015e-05 1.6865e-01 8.3125e-01
24052.47 9.3537e-05 9.0764e-02 9.0914e-01
24867.72 1.1195e-04 1.3451e-01 8.6537e-01
25698.86 7.2293e-05 8.1179e-02 9.1875e-01
26587.16 1.6388e-04 9.0181e-02 9.0966e-01
27637.54 1.0330e-04 4.8453e-02 9.5144e-01
28986.97 6.5011e-05 3.7143e-02 9.6279e-01
#TIME: 239.76
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.3515e-01 6.3125e-01 2.3359e-01
886.22 1.4396e-01 6.2352e-01 2.3252e-01
906.14 1.3759e-01 6.3211e-01 2.3030e-01
944.43 1.3320e-01 6.2954e-01 2.3725e-01
999.11 1.6236e-01 6.3820e-01 1.9944e-01
1060.83 1.3759e-01 6.3442e-01 2.2798e-01
1125.62 1.3911e-01 6.3253e-01 2.2836e-01
1194.38 1.3780e-01 6.2746e-01 2.3474e-01
1267.34 1.3504e-01 6.2918e-01 2.3578e-01
1344.75 1.3958e-01 6.2864e-01 2.3178e-01
1426.89 1.5415e-01 6.4433e-01 2.0151e-01
1514.05 1.4745e-01 6.3608e-01 2.1646e-01
1606.54 1.5930e-01 6.3488e-01 2.0582e-01
1704.67 1.5074e-01 6.4232e-01 2.0694e-01
1808.80 1.5086e-01 6.3441e-01 2.1472e-01
1919.29 1.4996e-01 6.3686e-01 2.1318e-01
2036.53 1.4882e-01 6.3766e-01 2.1352e-01
2160.92 1.4824e-01 6.3377e-01 2.1798e-01
2292.92 1.2917e-01 6.2813e-01 2.4270e-01
2432.98 1.1147e-01 6.2242e-01 2.6611e-01
2581.60 1.0193e-01 6.1211e-01 2.8596e-01
2739.29 7.9443e-02 5.8873e-01 3.3183e-01
2906.62 6.4122e-02 5.6638e-01 3.6949e-01
3084.17 4.5472e-02 5.2487e-01 4.2966e-01
3272.56 2.7326e-02 4.7382e-01 4.9886e-01
3472.46 1.7292e-02 4.2906e-01 5.5365e-01
3684.57 9.5097e-03 3.7229e-01 6.1820e-01
3909.64 6.1819e-03 3.2804e-01 6.6578e-01
4148.46 6.3012e-03 3.4020e-01 6.5350e-01
4401.86 8.9885e-03 3.8346e-01 6.0755e-01
4670.75 7.3077e-03 3.5029e-01 6.4241e-01
4956.05 3.7469e-03 2.9250e-01 7.0375e-01
5258.79 1.0879e-03 2.2043e-01 7.7848e-01
5580.02 2.6416e-04 1.6845e-01 8.3129e-01
5920.87 1.0674e-04 1.3130e-01 8.6859e-01
6282.54 7.0982e-05 1.1450e-01 8.8543e-01
6666.30 5.9261e-05 1.0353e-01 8.9641e-01
7073.50 6.0225e-05 1.0024e-01 8.9970e-01
7505.58 5.7805e-05 9.7587e-02 9.0236e-01
7964.05 7.9983e-05 1.0550e-01 8.9442e-01
8450.53 1.6329e-04 1.3217e-01 8.6767e-01
8966.72 4.8558e-04 1.7153e-01 8.2799e-01
9514.44 1.1893e-03 2.1223e-01 7.8658e-01
10095.62 2.7061e-03 2.6165e-01 7.3565e-01
10712.30 4.9395e-03 3.0961e-01 6.8545e-01
11366.65 7.0765e-03 3.5097e-01 6.4196e-01
12061.10 1.0537e-02 3.7582e-01 6.1364e-01
12793.43 1.1013e-02 3.8962e-01 5.9937e-01
13528.61 9.6399e-03 3.8394e-01 6.0642e-01
14194.74 1.0275e-02 3.8744e-01 6.0229e-01
14757.77 7.0639e-03 4.0103e-01 5.9190e-01
15240.48 6.6759e-03 4.1856e-01 5.7477e-01
15646.99 8.0072e-03 5.2349e-01 4.6851e-01
15960.30 9.4892e-03 6.2950e-01 3.6101e-01
16187.41 1.1127e-02 6.5559e-01 3.3328e-01
16354.17 9.5432e-03 6.8039e-01 3.1007e-01
16484.18 5.9612e-03 6.7287e-01 3.2117e-01
16593.12 3.8154e-03 6.2760e-01 3.6858e-01
16691.99 2.9937e-03 6.0876e-01 3.8825e-01
16788.59 4.8530e-03 5.7846e-01 4.1669e-01
16888.37 3.1856e-03 5.7712e-01 4.1969e-01
16998.79 2.2929e-03 5.5411e-01 4.4360e-01
17146.37 2.3397e-03 5.6293e-01 4.3473e-01
17415.23 1.3827e-03 5.0618e-01 4.9244e-01
17888.12 1.1530e-03 4.4412e-01 5.5472e-01
18532.37 6.3625e-04 4.0542e-01 5.9395e-01
19260.76 3.3023e-04 3.7967e-01 6.2000e-01
20034.10 2.7567e-04 3.3199e-01 6.6773e-01
20838.00 2.6380e-04 2.6758e-01 7.3216e-01
21647.97 1.7578e-04 2.4147e-01 7.5835e-01
22447.94 8.7943e-05 1.9991e-01 8.0001e-01
23245.88 1.0480e-04 1.7534e-01 8.2455e-01
24052.47 6.6151e-05 1.2355e-01 8.7638e-01
24867.72 4.8418e-05 4.5444e-02 9.5451e-01
25698.86 3.1718e-05 5.0367e-02 9.4960e-01
26587.16 3.9954e-05 6.8680e-02 9.3128e-01
27637.54 6.2733e-05 6.8762e-02 9.3117e-01
28986.97 1.2710e-04 5.5098e-02 9.4478e-01
#TIME: 243.21
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4057e-01 6.3789e-01 2.2154e-01
886.22 1.5761e-01 6.2813e-01 2.1426e-01
906.14 1.3153e-01 6.2427e-01 2.4421e-01
944.43 1.4106e-01 6.3488e-01 2.2406e-01
999.11 1.4349e-01 6.4209e-01 2.1441e-01
1060.83 1.3611e-01 6.3598e-01 2.2791e-01
1125.62 1.4037e-01 6.2917e-01 2.3047e-01
1194.38 1.4064e-01 6.3506e-01 2.2430e-01
1267.34 1.3338e-01 6.4347e-01 2.2315e-01
1344.75 1.4765e-01 6.3509e-01 2.1727e-01
1426.89 1.4475e-01 6.3532e-01 2.1993e-01
1514.05 1.5677e-01 6.3803e-01 2.0521e-01
1606.54 1.5844e-01 6.3964e-01 2.0193e-01
1704.67 9.4684e-02 5.8972e-01 3.1560e-01
1808.80 9.8198e-02 5.9285e-01 3.0896e-01
1919.29 9.8673e-02 5.9159e-01 3.0974e-01
2036.53 9.5970e-02 5.9043e-01 3.1360e-01
2160.92 1.4310e-01 6.3334e-01 2.2356e-01
2292.92 1.3393e-01 6.2867e-01 2.3740e-01
2432.98 1.1668e-01 6.2283e-01 2.6048e-01
2581.60 9.7143e-02 6.0822e-01 2.9463e-01
2739.29 7.9859e-02 5.9267e-01 3.2747e-01
2906.62 6.3655e-02 5.6966e-01 3.6668e-01
3084.17 4.6420e-02 5.3253e-01 4.2105e-01
3272.56 2.9832e-02 4.9139e-01 4.7878e-01
3472.46 1.7387e-02 4.3256e-01 5.5005e-01
3684.57 9.6162e-03 3.7463e-01 6.1576e-01
3909.64 6.6810e-03 3.4862e-01 6.4470e-01
4148.46 6.8576e-03 3.5014e-01 6.4301e-01
4401.86 8.9889e-03 3.7726e-01 6.1375e-01
4670.75 7.8621e-03 3.6101e-01 6.3113e-01
4956.05 3.7548e-03 2.9707e-01 6.9918e-01
5258.79 1.0598e-03 2.1600e-01 7.8294e-01
5580.02 2.9270e-04 1.6835e-01 8.3136e-01
5920.87 1.1207e-04 1.3038e-01 8.6951e-01
6282.54 7.0787e-05 1.1532e-01 8.8461e-01
6666.30 6.2622e-05 1.0332e-01 8.9662e-01
7073.50 6.2198e-05 1.0893e-01 8.9100e-01
7505.58 6.1576e-05 1.0028e-01 8.9965e-01
7964.05 8.4816e-05 1.0532e-01 8.9460e-01
8450.53 1.5540e-04 1.3115e-01 8.6870e-01
8966.72 4.5692e-04 1.6869e-01 8.3086e-01
9514.44 1.1739e-03 2.0371e-01 7.9511e-01
10095.62 2.7310e-03 2.6018e-01 7.3709e-01
10712.30 4.8904e-03 3.0744e-01 6.8767e-01
11366.65 7.4586e-03 3.6060e-01 6.3194e-01
12061.10 9.0082e-03 3.7656e-01 6.1443e-01
12793.43 1.1054e-02 3.8261e-01 6.0634e-01
13528.61 9.8151e-03 3.8537e-01 6.0482e-01
14194.74 1.0104e-02 3.8016e-01 6.0974e-01
14757.77 6.3304e-03 3.7770e-01 6.1597e-01
15240.48 6.4068e-03 4.4018e-01 5.5342e-01
15646.99 8.0974e-03 5.2007e-01 4.7183e-01
15960.30 1.3543e-02 6.2564e-01 3.6082e-01
16187.41 1.2344e-02 6.5942e-01 3.2824e-01
16354.17 1.2724e-02 6.7124e-01 3.1604e-01
16484.18 9.1749e-03 6.6518e-01 3.2564e-01
16593.12 5.0338e-03 6.4505e-01 3.4991e-01
16691.99 3.6540e-03 6.0787e-01 3.8848e-01
16788.59 3.6250e-03 5.8771e-01 4.0866e-01
16888.37 2.8645e-03 5.7658e-01 4.2055e-01
16998.79 2.7244e-03 5.5912e-01 4.3815e-01
17146.37 1.3142e-03 5.2992e-01 4.6876e-01
17415.23 1.5757e-03 5.0356e-01 4.9486e-01
17888.12 1.1324e-03 4.5362e-01 5.4525e-01
18532.37 8.0732e-04 4.2024e-01 5.7895e-01
19260.76 4.6059e-04 3.7079e-01 6.2874e-01
20034.10 3.6167e-04 3.3174e-01 6.6790e-01
20838.00 3.1867e-04 2.8173e-01 7.1795e-01
21647.97 2.8170e-04 2.3659e-01 7.6313e-01
22447.94 2.7285e-04 1.8938e-01 8.1035e-01
23245.88 3.3726e-04 1.8533e-01 8.1434e-01
24052.47 9.0886e-05 1.2126e-01 8.7865e-01
24867.72 5.7434e-05 1.1466e-01 8.8528e-01
25698.86 3.8570e-05 9.4708e-02 9.0525e-01
26587.16 1.8206e-05 5.1851e-02 9.4813e-01
27637.54 1.6114e-04 7.2952e-02 9.2689e-01
28986.97 4.8227e-05 6.5244e-02 9.3471e-01
#TIME: 246.70
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4713e-01 6.3397e-01 2.1890e-01
886.22 2.0479e-02 8.5556e-02 8.9397e-01
906.14 1.5271e-01 6.3889e-01 2.0840e-01
944.43 1.5336e-01 6.3336e-01 2.1329e-01
999.11 1.5056e-01 6.3708e-01 2.1236e-01
1060.83 1.3500e-01 6.4815e-01 2.1685e-01
1125.62 1.4584e-01 6.2678e-01 2.2739e-01
1194.38 1.4587e-01 6.3845e-01 2.1569e-01
1267.34 1.4015e-01 6.3311e-01 2.2674e-01
1344.75 1.4279e-01 6.3347e-01 2.2375e-01
1426.89 1.5487e-01 6.3792e-01 2.0721e-01
1514.05 9.6969e-02 5.9537e-01 3.0766e-01
1606.54 9.8345e-02 5.9970e-01 3.0196e-01
1704.67 1.4863e-01 6.2386e-01 2.2750e-01
1808.80 1.4770e-01 6.2658e-01 2.2572e-01
1919.29 1.4079e-01 6.2359e-01 2.3562e-01
2036.53 1.3421e-01 6.2215e-01 2.4364e-01
2160.92 8.7901e-02 5.8265e-01 3.2944e-01
2292.92 1.3262e-01 6.3002e-01 2.3736e-01
2432.98 1.1326e-01 6.2063e-01 2.6611e-01
2581.60 1.0167e-01 6.1328e-01 2.8505e-01
2739.29 8.4113e-02 5.9794e-01 3.1795e-01
2906.62 6.3510e-02 5.6920e-01 3.6729e-01
3084.17 4.6677e-02 5.2852e-01 4.2480e-01
3272.56 2.9217e-02 4.8695e-01 4.8384e-01
3472.46 1.7470e-02 4.3684e-01 5.4569e-01
3684.57 9.6773e-03 3.7554e-01 6.1478e-01
3909.64 6.2625e-03 3.3392e-01 6.5981e-01
4148.46 6.7162e-03 3.3731e-01 6.5597e-01
4401.86 8.9069e-03 3.7714e-01 6.1395e-01
4670.75 7.6089e-03 3.5461e-01 6.3778e-01
4956.05 3.7484e-03 3.0185e-01 6.9441e-01
5258.79 1.1112e-03 2.2163e-01 7.7726e-01
5580.02 2.7979e-04 1.6665e-01 8.3307e-01
5920.87 1.1387e-04 1.3234e-01 8.6755e-01
6282.54 6.8373e-05 1.1171e-01 8.8822e-01
6666.30 6.0961e-05 1.0575e-01 8.9419e-01
7073.50 5.9803e-05 1.0364e-01 8.9630e-01
7505.58 6.1052e-05 1.0184e-01 8.9810e-01
7964.05 8.4908e-05 1.1171e-01 8.8821e-01
8450.53 1.5999e-04 1.2872e-01 8.7112e-01
8966.72 4.5606e-04 1.6524e-01 8.3430e-01
9514.44 1.2758e-03 2.1356e-01 7.8517e-01
10095.62 2.5970e-03 2.6295e-01 7.3445e-01
10712.30 4.7416e-03 3.1824e-01 6.7702e-01
11366.65 7.5513e-03 3.5349e-01 6.3896e-01
12061.10 9.9311e-03 3.7638e-01 6.1369e-01
12793.43 1.0150e-02 3.8168e-01 6.0817e-01
13528.61 1.0949e-02 3.8434e-01 6.0471e-01
14194.74 9.2215e-03 3.8545e-01 6.0533e-01
14757.77 5.9255e-03 3.8886e-01 6.0522e-01
15240.48 5.5958e-03 4.3816e-01 5.5624e-01
15646.99 8.1608e-03 5.1940e-01 4.7244e-01
15960.30 1.0858e-02 6.4378e-01 3.4536e-01
16187.41 9.3454e-03 6.7573e-01 3.1493e-01
16354.17 1.1543e-02 6.7338e-01 3.1507e-01
16484.18 8.9575e-03 6.5751e-01 3.3353e-01
16593.12 5.2101e-03 6.4302e-01 3.5177e-01
16691.99 3.9086e-03 6.1407e-01 3.8203e-01
16788.59 4.3256e-03 5.8720e-01 4.0847e-01
16888.37 3.1664e-03 5.7830e-01 4.1854e-01
16998.79 2.4269e-03 5.4841e-01 4.4916e-01
17146.37 1.6944e-03 5.6104e-01 4.3726e-01
17415.23 1.8078e-03 5.1219e-01 4.8600e-01
17888.12 9.8266e-04 4.4572e-01 5.5330e-01
18532.37 5.7867e-04 4.3034e-01 5.6908e-01
19260.76 3.6456e-04 3.8241e-01 6.1723e-01
20034.10 2.4719e-04 3.4250e-01 6.5725e-01
20838.00 3.2271e-04 2.9240e-01 7.0728e-01
21647.97 3.0633e-04 2.6149e-01 7.3820e-01
22447.94 2.4942e-04 2.2304e-01 7.7671e-01
23245.88 1.1731e-04 1.7824e-01 8.2164e-01
24052.47 1.4111e-04 1.3957e-01 8.6029e-01
24867.72 8.5374e-05 9.9042e-02 9.0087e-01
25698.86 4.3543e-05 1.0565e-01 8.9431e-01
26587.16 1.7993e-05 4.1656e-02 9.5833e-01
27637.54 4.5719e-05 7.3709e-02 9.2625e-01
28986.97 4.1075e-05 5.4767e-02 9.4519e-01
#TIME: 250.25
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4438e-01 6.3329e-01 2.2233e-01
886.22 8.8198e-02 6.1952e-01 2.9228e-01
906.14 1.1767e-01 6.3765e-01 2.4468e-01
944.43 1.4244e-01 6.3648e-01 2.2108e-01
999.11 1.0613e-01 6.1205e-01 2.8182e-01
1060.83 1.5881e-01 6.3551e-01 2.0569e-01
1125.62 1.4805e-01 6.3155e-01 2.2040e-01
1194.38 1.5115e-01 6.3449e-01 2.1435e-01
1267.34 1.1626e-01 6.0519e-01 2.7856e-01
1344.75 1.0043e-01 5.9657e-01 3.0300e-01
1426.89 1.1848e-01 6.0652e-01 2.7500e-01
1514.05 1.4766e-01 6.2819e-01 2.2415e-01
1606.54 1.4090e-01 6.2271e-01 2.3638e-01
1704.67 1.5921e-01 6.3133e-01 2.0946e-01
1808.80 1.4647e-01 6.2898e-01 2.2454e-01
1919.29 1.4654e-01 6.2776e-01 2.2570e-01
2036.53 1.4259e-01 6.2629e-01 2.3112e-01
2160.92 1.3549e-01 6.2225e-01 2.4225e-01
2292.92 1.3790e-01 6.3598e-01 2.2612e-01
2432.98 1.1478e-01 6.2255e-01 2.6267e-01
2581.60 9.6349e-02 6.0991e-01 2.9374e-01
2739.29 8.3454e-02 5.9228e-01 3.2427e-01
2906.62 6.8412e-02 5.7256e-01 3.5902e-01
3084.17 4.7975e-02 5.3389e-01 4.1814e-01
3272.56 3.0639e-02 4.9192e-01 4.7744e-01
3472.46 1.7971e-02 4.3623e-01 5.4580e-01
3684.57 1.0324e-02 3.8865e-01 6.0102e-01
3909.64 6.7031e-03 3.5029e-01 6.4301e-01
4148.46 7.1358e-03 3.4810e-01 6.4476e-01
4401.86 9.0759e-03 3.7180e-01 6.1913e-01
4670.75 7.7301e-03 3.6481e-01 6.2746e-01
4956.05 3.6844e-03 2.9134e-01 7.0498e-01
5258.79 1.1346e-03 2.2629e-01 7.7257e-01
5580.02 2.9662e-04 1.7299e-01 8.2671e-01
5920.87 1.2120e-04 1.3374e-01 8.6614e-01
6282.54 7.2662e-05 1.1362e-01 8.8631e-01
6666.30 5.7977e-05 9.7692e-02 9.0225e-01
7073.50 6.0866e-05 1.0297e-01 8.9697e-01
7505.58 6.7005e-05 1.0423e-01 8.9570e-01
7964.05 8.1390e-05 1.0712e-01 8.9279e-01
8450.53 1.6660e-04 1.3314e-01 8.6669e-01
8966.72 4.6378e-04 1.6439e-01 8.3514e-01
9514.44 1.1640e-03 2.0640e-01 7.9244e-01
10095.62 2.7837e-03 2.6647e-01 7.3074e-01
10712.30 5.0156e-03 3.1279e-01 6.8219e-01
11366.65 8.0529e-03 3.6022e-01 6.3172e-01
12061.10 1.0038e-02 3.8212e-01 6.0784e-01
12793.43 1.0896e-02 3.9462e-01 5.9449e-01
13528.61 1.0897e-02 3.9720e-01 5.9190e-01
14194.74 8.8658e-03 3.8864e-01 6.0250e-01
14757.77 6.3143e-03 3.6581e-01 6.2788e-01
15240.48 1.0941e-02 4.3643e-01 5.5263e-01
15646.99 7.3174e-03 5.3509e-01 4.5760e-01
15960.30 1.0831e-02 6.3885e-01 3.5031e-01
16187.41 1.0569e-02 6.7665e-01 3.1278e-01
16354.17 9.4864e-03 6.8292e-01 3.0759e-01
16484.18 9.1393e-03 6.7169e-01 3.1917e-01
16593.12 9.7927e-03 6.2158e-01 3.6863e-01
16691.99 6.3161e-03 6.1183e-01 3.8185e-01
16788.59 3.6570e-03 6.0975e-01 3.8659e-01
16888.37 3.6903e-03 5.7411e-01 4.2220e-01
16998.79 3.1603e-03 5.6737e-01 4.2947e-01
17146.37 1.9261e-03 5.5112e-01 4.4696e-01
17415.23 1.0575e-03 5.2011e-01 4.7883e-01
17888.12 1.0423e-03 4.4792e-01 5.5104e-01
18532.37 6.9715e-04 4.3113e-01 5.6817e-01
19260.76 4.3281e-04 3.9442e-01 6.0515e-01
20034.10 2.9163e-04 3.3859e-01 6.6112e-01
20838.00 3.8328e-04 2.9203e-01 7.0759e-01
21647.97 2.3536e-04 2.4562e-01 7.5414e-01
22447.94 2.8497e-04 2.1870e-01 7.8101e-01
23245.88 2.4424e-04 1.8175e-01 8.1801e-01
24052.47 1.9996e-04 1.0278e-01 8.9702e-01
24867.72 1.9705e-04 1.0380e-01 8.9601e-01
25698.86 1.4542e-04 1.0635e-01 8.9351e-01
26587.16 6.8987e-04 8.7460e-02 9.1185e-01
27637.54 3.2078e-04 5.8130e-02 9.4155e-01
28986.97 1.4472e-04 5.5765e-02 9.4409e-01
#TIME: 253.85
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.1106e-01 6.0474e-01 2.8420e-01
886.22 1.6517e-01 6.2681e-01 2.0802e-01
906.14 1.2905e-01 6.0529e-01 2.6566e-01
944.43 9.8727e-02 6.0186e-01 2.9941e-01
999.11 1.2853e-01 6.1220e-01 2.5927e-01
1060.83 1.2069e-01 6.0367e-01 2.7563e-01
1125.62 1.4482e-01 6.3440e-01 2.2078e-01
1194.38 1.4665e-01 6.3453e-01 2.1882e-01
1267.34 1.2067e-01 6.2373e-01 2.5560e-01
1344.75 1.2892e-01 6.2248e-01 2.4860e-01
1426.89 1.4829e-01 6.2803e-01 2.2368e-01
1514.05 1.4857e-01 6.3286e-01 2.1857e-01
1606.54 1.4943e-01 6.3235e-01 2.1822e-01
1704.67 1.5378e-01 6.2954e-01 2.1668e-01
1808.80 1.5264e-01 6.2992e-01 2.1744e-01
1919.29 1.5123e-01 6.3033e-01 2.1844e-01
2036.53 1.4562e-01 6.2819e-01 2.2618e-01
2160.92 1.3891e-01 6.2722e-01 2.3387e-01
2292.92 8.1946e-02 5.7171e-01 3.4635e-01
2432.98 1.2210e-01 6.2853e-01 2.4938e-01
2581.60 1.0577e-01 6.1420e-01 2.8003e-01
2739.29 8.6277e-02 5.9790e-01 3.1582e-01
2906.62 7.0438e-02 5.7732e-01 3.5224e-01
3084.17 5.0097e-02 5.4110e-01 4.0880e-01
3272.56 2.9273e-02 4.8875e-01 4.8197e-01
3472.46 1.7667e-02 4.3860e-01 5.4373e-01
3684.57 1.0812e-02 3.9492e-01 5.9427e-01
3909.64 6.7618e-03 3.4195e-01 6.5129e-01
4148.46 6.7763e-03 3.4425e-01 6.4897e-01
4401.86 9.4723e-03 3.8026e-01 6.1027e-01
4670.75 7.7956e-03 3.6614e-01 6.2607e-01
4956.05 4.1480e-03 3.0755e-01 6.8830e-01
5258.79 1.1556e-03 2.2426e-01 7.7458e-01
5580.02 3.2968e-04 1.7939e-01 8.2028e-01
5920.87 1.1632e-04 1.3191e-01 8.6797e-01
6282.54 7.1611e-05 1.1688e-01 8.8305e-01
6666.30 6.2916e-05 1.0364e-01 8.9630e-01
7073.50 5.8791e-05 9.7694e-02 9.0225e-01
7505.58 6.5435e-05 1.0531e-01 8.9462e-01
7964.05 8.3884e-05 1.0924e-01 8.9067e-01
8450.53 1.6143e-04 1.3153e-01 8.6831e-01
8966.72 4.6131e-04 1.6828e-01 8.3125e-01
9514.44 1.1633e-03 2.1014e-01 7.8870e-01
10095.62 2.6372e-03 2.7208e-01 7.2529e-01
10712.30 5.1880e-03 3.2677e-01 6.6804e-01
11366.65 6.9576e-03 3.6003e-01 6.3302e-01
12061.10 8.9038e-03 3.8272e-01 6.0838e-01
12793.43 1.0397e-02 3.9805e-01 5.9155e-01
13528.61 1.2622e-02 3.9462e-01 5.9276e-01
14194.74 1.0781e-02 3.8522e-01 6.0400e-01
14757.77 8.8224e-03 3.8873e-01 6.0245e-01
15240.48 7.4377e-03 4.3440e-01 5.5816e-01
15646.99 7.1257e-03 5.3642e-01 4.5646e-01
15960.30 1.1695e-02 6.3813e-01 3.5018e-01
16187.41 1.5808e-02 6.7212e-01 3.1207e-01
16354.17 1.4736e-02 6.8142e-01 3.0384e-01
16484.18 8.8336e-03 6.5825e-01 3.3292e-01
16593.12 5.9500e-03 6.5681e-01 3.3724e-01
16691.99 4.8968e-03 6.4241e-01 3.5269e-01
16788.59 2.7286e-03 5.9744e-01 3.9983e-01
16888.37 3.1086e-03 5.7648e-01 4.2042e-01
