#NTIMES:     65
#NSTAGES:     5
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    2.649487E+04    1.0000E+00    2.2495E-07    3.2103E-35    4.2094E-58    5.3352E-87
    2.757709E+04    1.0000E+00    2.3805E-06    7.9842E-34    6.6577E-57    1.9856E-85
    2.904392E+04    9.9998E-01    1.6332E-05    1.4574E-32    7.0145E-56    5.5548E-84
    3.084422E+04    9.9995E-01    4.6947E-05    1.1869E-31    2.2778E-55    5.1396E-83
    3.274249E+04    9.9988E-01    1.2301E-04    8.4061E-31    4.0532E-55    2.4690E-82
    3.471475E+04    9.9963E-01    3.7180E-04    7.6823E-30    8.1092E-55    1.4926E-81
    3.657170E+04    9.9891E-01    1.0869E-03    6.7622E-29    1.7806E-54    9.8691E-81
    3.829439E+04    9.9740E-01    2.6015E-03    4.6120E-28    3.5257E-54    5.5641E-80
    3.984913E+04    9.9558E-01    4.4203E-03    1.7249E-27    5.3985E-54    1.8745E-79
    4.122496E+04    9.9287E-01    7.1277E-03    6.7907E-27    7.8872E-54    6.6861E-79
    4.247785E+04    9.8809E-01    1.1912E-02    3.7840E-26    1.1783E-53    3.3205E-78
    4.365993E+04    9.8139E-01    1.8611E-02    2.3605E-25    1.6592E-53    1.8577E-77
    4.483489E+04    9.7453E-01    2.5465E-02    1.3192E-24    2.0917E-53    9.4969E-77
    4.601963E+04    9.6944E-01    3.0561E-02    5.7445E-24    2.3762E-53    3.8720E-76
    4.722024E+04    9.6614E-01    3.3856E-02    2.0605E-23    2.5437E-53    1.3224E-75
    4.843295E+04    9.6432E-01    3.5681E-02    6.2288E-23    2.6362E-53    3.8540E-75
    4.966264E+04    9.6363E-01    3.6372E-02    1.5613E-22    2.6839E-53    9.3938E-75
    5.091306E+04    9.6369E-01    3.6310E-02    3.2849E-22    2.7255E-53    1.9526E-74
    5.218788E+04    9.6412E-01    3.5875E-02    5.8941E-22    2.7787E-53    3.4947E-74
    5.348905E+04    9.6457E-01    3.5427E-02    9.2401E-22    2.8600E-53    5.4810E-74
    5.481549E+04    9.6478E-01    3.5219E-02    1.3097E-21    2.9812E-53    7.7998E-74
    5.616512E+04    9.6458E-01    3.5422E-02    1.7245E-21    3.1459E-53    1.0388E-73
    5.752924E+04    9.6389E-01    3.6112E-02    2.1566E-21    3.3455E-53    1.3248E-73
    5.890250E+04    9.6282E-01    3.7179E-02    2.5925E-21    3.5648E-53    1.6395E-73
    6.026802E+04    9.6167E-01    3.8331E-02    2.9932E-21    3.7767E-53    1.9655E-73
    6.161772E+04    9.6069E-01    3.9308E-02    3.3191E-21    3.9600E-53    2.2756E-73
    6.292975E+04    9.5999E-01    4.0012E-02    3.5538E-21    4.1091E-53    2.5466E-73
    6.418852E+04    9.5956E-01    4.0440E-02    3.7031E-21    4.2279E-53    2.7675E-73
    6.537329E+04    9.5932E-01    4.0684E-02    3.7916E-21    4.3269E-53    2.9440E-73
    6.645917E+04    9.5926E-01    4.0741E-02    3.8266E-21    4.4032E-53    3.0705E-73
    6.743498E+04    9.5950E-01    4.0504E-02    3.7951E-21    4.4389E-53    3.1272E-73
    6.827575E+04    9.5978E-01    4.0223E-02    3.7475E-21    4.4507E-53    3.1428E-73
    6.898760E+04    9.6021E-01    3.9793E-02    3.6692E-21    4.3456E-53    3.0602E-73
    6.955711E+04    9.6106E-01    3.8944E-02    3.5162E-21    4.0562E-53    2.8269E-73
    6.978533E+04    9.6273E-01    3.7266E-02    3.2208E-21    3.6971E-53    2.4908E-73
    6.989973E+04    9.6558E-01    3.4423E-02    2.7779E-21    3.2525E-53    2.0670E-73
    6.995699E+04    9.6953E-01    3.0465E-02    2.1536E-21    2.7930E-53    1.5686E-73
    6.998564E+04    9.7347E-01    2.6534E-02    1.5414E-21    2.3845E-53    1.1079E-73
    6.999926E+04    9.7766E-01    2.2342E-02    1.0149E-21    1.9785E-53    7.2293E-74
    6.999997E+04    9.7839E-01    2.1605E-02    9.4313E-22    1.9127E-53    6.7190E-74
#TIME:     0.976
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    8.772128E+02    2.8394E-21    5.8981E-14    8.6767E-08    4.1522E-03    9.9585E-01
    8.831794E+02    2.8394E-21    5.8981E-14    8.6767E-08    4.1522E-03    9.9585E-01
    9.013239E+02    2.8393E-21    5.8981E-14    8.6766E-08    4.1522E-03    9.9585E-01
    9.387387E+02    2.8390E-21    5.8975E-14    8.6760E-08    4.1520E-03    9.9585E-01
    9.989017E+02    2.8363E-21    5.8924E-14    8.6700E-08    4.1504E-03    9.9585E-01
    1.059890E+03    2.8250E-21    5.8715E-14    8.6451E-08    4.1436E-03    9.9586E-01
    1.124632E+03    2.7884E-21    5.8025E-14    8.5619E-08    4.1210E-03    9.9588E-01
    1.193330E+03    2.6733E-21    5.5822E-14    8.2924E-08    4.0465E-03    9.9595E-01
    1.266223E+03    2.2264E-21    4.7309E-14    7.2447E-08    3.7485E-03    9.9625E-01
    1.343569E+03    1.0629E-21    2.4306E-14    4.2088E-08    2.7567E-03    9.9724E-01
    1.425639E+03    2.5050E-22    6.6707E-15    1.4658E-08    1.5185E-03    9.9848E-01
    1.512723E+03    5.2143E-23    1.6817E-15    4.8172E-09    8.1274E-04    9.9919E-01
    1.605126E+03    1.3825E-23    5.3669E-16    1.9411E-09    4.8982E-04    9.9951E-01
    1.703174E+03    4.2962E-24    1.9722E-16    8.7512E-10    3.1428E-04    9.9969E-01
    1.807210E+03    1.2693E-24    6.9708E-17    3.8270E-10    1.9828E-04    9.9980E-01
    1.917602E+03    3.4636E-25    2.3264E-17    1.6099E-10    1.2265E-04    9.9988E-01
    2.034736E+03    9.0329E-26    7.5292E-18    6.6439E-11    7.5169E-05    9.9992E-01
    2.159026E+03    2.2398E-26    2.3649E-18    2.7082E-11    4.5911E-05    9.9995E-01
    2.290908E+03    5.1440E-27    7.0890E-19    1.0830E-11    2.7903E-05    9.9997E-01
    2.430846E+03    1.1830E-27    2.1427E-19    4.3943E-12    1.7151E-05    9.9998E-01
    2.579331E+03    3.3009E-28    7.5960E-20    2.0178E-12    1.1297E-05    9.9999E-01
    2.736887E+03    1.2498E-28    3.4604E-20    1.1230E-12    8.2704E-06    9.9999E-01
    2.904067E+03    6.1368E-29    1.9611E-20    7.4177E-13    6.6525E-06    9.9999E-01
    3.081459E+03    3.7171E-29    1.3347E-20    5.6868E-13    5.8103E-06    9.9999E-01
    3.269687E+03    2.8636E-29    1.1160E-20    5.1363E-13    5.5485E-06    9.9999E-01
    3.469412E+03    2.7388E-29    1.1202E-20    5.3551E-13    5.7302E-06    9.9999E-01
    3.681338E+03    3.0635E-29    1.2940E-20    6.2890E-13    6.3353E-06    9.9999E-01
    3.906209E+03    3.4672E-29    1.5411E-20    7.7288E-13    7.2338E-06    9.9999E-01
    4.144815E+03    4.5069E-29    2.0124E-20    9.9811E-13    8.4425E-06    9.9999E-01
    4.397997E+03    6.0156E-29    2.5739E-20    1.2154E-12    9.4236E-06    9.9999E-01
    4.666644E+03    4.9560E-29    2.2069E-20    1.0866E-12    8.8806E-06    9.9999E-01
    4.951701E+03    2.7665E-29    1.4041E-20    7.9051E-13    7.5312E-06    9.9999E-01
    5.254171E+03    1.6397E-29    9.3977E-21    5.9865E-13    6.5307E-06    9.9999E-01
    5.575116E+03    1.2908E-29    7.8447E-21    5.3004E-13    6.1423E-06    9.9999E-01
    5.915666E+03    1.1871E-29    7.4706E-21    5.2106E-13    6.1231E-06    9.9999E-01
    6.277019E+03    1.1857E-29    7.6585E-21    5.4522E-13    6.3266E-06    9.9999E-01
    6.660444E+03    1.3245E-29    8.5752E-21    6.0796E-13    6.7597E-06    9.9999E-01
    7.067290E+03    1.6017E-29    1.0303E-20    7.1936E-13    7.4726E-06    9.9999E-01
    7.498988E+03    2.0008E-29    1.2967E-20    8.9987E-13    8.5689E-06    9.9999E-01
    7.957056E+03    2.8284E-29    1.8141E-20    1.2255E-12    1.0305E-05    9.9999E-01
    8.443105E+03    4.9203E-29    2.9960E-20    1.8839E-12    1.3217E-05    9.9999E-01
    8.958843E+03    1.0998E-28    6.1970E-20    3.4995E-12    1.8892E-05    9.9998E-01
    9.506085E+03    3.8734E-28    1.9249E-19    9.1045E-12    3.2701E-05    9.9997E-01
    1.008675E+04    2.9154E-27    1.1637E-18    4.0279E-11    7.6122E-05    9.9992E-01
    1.070289E+04    6.7170E-26    1.9643E-17    4.1040E-10    2.8436E-04    9.9972E-01
    1.135667E+04    9.4516E-24    1.8295E-15    1.6466E-08    2.3244E-03    9.9768E-01
    1.205038E+04    1.6661E-20    1.9093E-12    4.3621E-06    5.5389E-02    9.4461E-01
    1.278699E+04    4.7073E-17    2.8932E-09    1.1263E-03    7.5944E-01    2.3943E-01
    1.354936E+04    1.5172E-14    4.8366E-07    2.9493E-02    9.6586E-01    4.6434E-03
    1.422873E+04    4.3552E-12    6.4080E-05    4.8021E-01    5.1971E-01    2.0991E-05
    1.477214E+04    3.0858E-10    1.7290E-03    9.8248E-01    1.5792E-02    1.6311E-09
    1.525809E+04    3.3216E-08    4.4985E-02    9.5493E-01    8.6702E-05    6.3036E-15
    1.567359E+04    2.3290E-06    6.3005E-01    3.6994E-01    1.2946E-07    4.0156E-21
    1.598270E+04    2.3546E-05    9.9035E-01    9.6226E-03    6.2441E-12    3.0628E-29
    1.620220E+04    1.8694E-04    9.9973E-01    8.6892E-05    3.9722E-17    7.7695E-39
    1.636254E+04    1.6882E-03    9.9831E-01    4.2520E-07    5.0717E-23    9.3171E-50
    1.648938E+04    1.6747E-02    9.8325E-01    1.1374E-09    1.2978E-29    7.0346E-62
    1.659543E+04    1.1737E-01    8.8263E-01    4.1018E-12    7.6803E-36    7.8164E-65
    1.669226E+04    3.8270E-01    6.1730E-01    3.6117E-14    6.2485E-41    8.5485E-67
    1.678803E+04    6.3845E-01    3.6155E-01    8.7079E-16    8.6308E-45    2.7160E-68
    1.688605E+04    7.9262E-01    2.0738E-01    4.4593E-17    8.7061E-48    1.7497E-69
    1.699338E+04    8.8186E-01    1.1814E-01    3.1491E-18    2.0769E-50    1.4754E-70
    1.712237E+04    9.3619E-01    6.3812E-02    2.1498E-19    9.3141E-53    1.1581E-71
    1.734737E+04    9.7569E-01    2.4311E-02    4.1747E-21    1.8722E-53    2.5572E-73
    1.784381E+04    9.9626E-01    3.7375E-03    3.2921E-24    3.1492E-54    2.2295E-76
    1.851750E+04    9.9958E-01    4.2451E-04    1.1670E-27    3.6948E-55    8.2389E-80
    1.925065E+04    9.9994E-01    5.6754E-05    7.1613E-31    5.0187E-56    5.1760E-83
    2.002423E+04    9.9999E-01    9.0801E-06    7.2633E-34    8.1155E-57    5.3399E-86
    2.083728E+04    1.0000E+00    1.7497E-06    1.3703E-36    1.5797E-57    1.0222E-88
    2.165321E+04    1.0000E+00    3.7544E-07    4.1491E-39    3.4349E-58    3.1449E-91
    2.244817E+04    1.0000E+00    9.1960E-08    1.8225E-41    8.5974E-59    1.4161E-93
    2.324220E+04    1.0000E+00    2.5412E-08    8.1039E-42    2.4773E-59    7.1692E-94
    2.405095E+04    1.0000E+00    7.9955E-09    1.0696E-40    8.4602E-60    1.0279E-92
    2.486575E+04    1.0000E+00    3.6044E-09    1.2082E-39    4.3694E-60    1.3240E-91
    2.568840E+04    1.0000E+00    8.7765E-09    1.5657E-38    1.2991E-59    2.0700E-90
    2.655290E+04    1.0000E+00    7.7095E-08    3.3405E-37    1.4802E-58    5.7307E-89
    2.755444E+04    1.0000E+00    9.0591E-07    1.1806E-35    2.5261E-57    2.9448E-87
    2.888837E+04    9.9999E-01    7.1810E-06    3.4521E-34    3.0822E-56    1.3232E-85
    3.061668E+04    9.9998E-01    2.4627E-05    4.9891E-33    1.2900E-55    2.3281E-84
    3.248687E+04    9.9993E-01    6.7996E-05    4.4356E-32    2.5579E-55    1.4910E-83
    3.447170E+04    9.9979E-01    2.1429E-04    4.7861E-31    5.1387E-55    1.0224E-82
    3.640653E+04    9.9930E-01    7.0371E-04    5.7156E-30    1.2096E-54    8.7574E-82
    3.819962E+04    9.9811E-01    1.8919E-03    5.3332E-29    2.6042E-54    6.5336E-81
    3.979683E+04    9.9656E-01    3.4429E-03    2.4701E-28    4.2003E-54    2.6778E-80
    4.120537E+04    9.9415E-01    5.8520E-03    1.1838E-27    6.3955E-54    1.1473E-79
    4.248646E+04    9.8966E-01    1.0339E-02    8.4379E-27    9.9677E-54    7.1842E-79
    4.369081E+04    9.8305E-01    1.6951E-02    6.8316E-26    1.4549E-53    5.1477E-78
    4.488347E+04    9.7610E-01    2.3900E-02    4.8481E-25    1.8751E-53    3.3064E-77
    4.608105E+04    9.7076E-01    2.9236E-02    2.5826E-24    2.1622E-53    1.6403E-76
    4.729172E+04    9.6717E-01    3.2827E-02    1.1148E-23    2.3610E-53    6.8180E-76
    4.851242E+04    9.6509E-01    3.4910E-02    3.9371E-23    2.4851E-53    2.3537E-75
    4.974979E+04    9.6420E-01    3.5801E-02    1.1175E-22    2.5583E-53    6.5850E-75
    5.100696E+04    9.6411E-01    3.5887E-02    2.5854E-22    2.6166E-53    1.5130E-74
    5.228677E+04    9.6443E-01    3.5569E-02    4.9752E-22    2.6836E-53    2.9068E-74
    5.359009E+04    9.6478E-01    3.5218E-02    8.1831E-22    2.7784E-53    4.7849E-74
    5.491572E+04    9.6491E-01    3.5093E-02    1.2060E-21    2.9129E-53    7.0764E-74
    5.626201E+04    9.6463E-01    3.5368E-02    1.6270E-21    3.0904E-53    9.6306E-74
    5.762083E+04    9.6389E-01    3.6110E-02    2.0711E-21    3.3018E-53    1.2462E-73
    5.898739E+04    9.6280E-01    3.7204E-02    2.5197E-21    3.5307E-53    1.5566E-73
    6.034501E+04    9.6164E-01    3.8359E-02    2.9315E-21    3.7497E-53    1.8782E-73
    6.168598E+04    9.6067E-01    3.9327E-02    3.2669E-21    3.9383E-53    2.1866E-73
    6.298841E+04    9.5998E-01    4.0020E-02    3.5100E-21    4.0915E-53    2.4601E-73
    6.423732E+04    9.5956E-01    4.0440E-02    3.6668E-21    4.2137E-53    2.6874E-73
    6.541200E+04    9.5932E-01    4.0679E-02    3.7616E-21    4.3152E-53    2.8719E-73
    6.648833E+04    9.5927E-01    4.0729E-02    3.8011E-21    4.3929E-53    3.0065E-73
    6.745532E+04    9.5951E-01    4.0492E-02    3.7739E-21    4.4298E-53    3.0718E-73
    6.828866E+04    9.5979E-01    4.0212E-02    3.7297E-21    4.4417E-53    3.0946E-73
    6.899455E+04    9.6022E-01    3.9781E-02    3.6538E-21    4.3366E-53    3.0200E-73
    6.955984E+04    9.6108E-01    3.8925E-02    3.5016E-21    4.0477E-53    2.7955E-73
    6.978666E+04    9.6276E-01    3.7237E-02    3.2063E-21    3.6889E-53    2.4657E-73
    6.990035E+04    9.6561E-01    3.4385E-02    2.7645E-21    3.2452E-53    2.0479E-73
    6.995726E+04    9.6957E-01    3.0430E-02    2.1419E-21    2.7873E-53    1.5547E-73
    6.998573E+04    9.7349E-01    2.6509E-02    1.5336E-21    2.3803E-53    1.0991E-73
    6.999926E+04    9.7766E-01    2.2338E-02    1.0116E-21    1.9769E-53    7.1887E-74
    6.999997E+04    9.7840E-01    2.1603E-02    9.4034E-22    1.9113E-53    6.6834E-74
#TIME:     1.074
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    8.772128E+02    5.0883E-21    1.1575E-13    1.6635E-07    6.1919E-03    9.9381E-01
    8.823445E+02    5.0883E-21    1.1575E-13    1.6635E-07    6.1919E-03    9.9381E-01
    8.979203E+02    5.0882E-21    1.1574E-13    1.6635E-07    6.1918E-03    9.9381E-01
    9.299017E+02    5.0874E-21    1.1573E-13    1.6633E-07    6.1914E-03    9.9381E-01
    9.863879E+02    5.0816E-21    1.1561E-13    1.6620E-07    6.1886E-03    9.9381E-01
    1.046644E+03    5.0575E-21    1.1512E-13    1.6563E-07    6.1768E-03    9.9382E-01
    1.110577E+03    4.9789E-21    1.1350E-13    1.6375E-07    6.1372E-03    9.9386E-01
    1.178415E+03    4.7268E-21    1.0826E-13    1.5758E-07    6.0050E-03    9.9399E-01
    1.250397E+03    3.8658E-21    9.0275E-14    1.3605E-07    5.5270E-03    9.9447E-01
    1.326777E+03    1.8985E-21    4.7478E-14    8.0808E-08    4.1173E-03    9.9588E-01
    1.407821E+03    4.7947E-22    1.3711E-14    2.9375E-08    2.3220E-03    9.9768E-01
    1.493817E+03    1.0020E-22    3.4077E-15    9.5056E-09    1.2294E-03    9.9877E-01
    1.585065E+03    2.4882E-23    1.0117E-15    3.5944E-09    7.1360E-04    9.9929E-01
    1.681887E+03    7.1375E-24    3.4397E-16    1.5197E-09    4.4141E-04    9.9956E-01
    1.784623E+03    2.0230E-24    1.1627E-16    6.3921E-10    2.7224E-04    9.9973E-01
    1.893635E+03    5.2835E-25    3.7040E-17    2.5792E-10    1.6433E-04    9.9984E-01
    2.009306E+03    1.3139E-25    1.1421E-17    1.0191E-10    9.8170E-05    9.9990E-01
    2.132042E+03    3.1387E-26    3.4457E-18    3.9948E-11    5.8545E-05    9.9994E-01
    2.262276E+03    6.9795E-27    9.9725E-19    1.5418E-11    3.4793E-05    9.9997E-01
    2.400465E+03    1.5476E-27    2.9082E-19    6.0454E-12    2.0928E-05    9.9998E-01
    2.547095E+03    4.0620E-28    9.7650E-20    2.6483E-12    1.3394E-05    9.9999E-01
    2.702681E+03    1.4256E-28    4.1660E-20    1.3952E-12    9.4894E-06    9.9999E-01
    2.867772E+03    6.5983E-29    2.2416E-20    8.8203E-13    7.4369E-06    9.9999E-01
    3.042947E+03    3.8189E-29    1.4654E-20    6.5385E-13    6.3715E-06    9.9999E-01
    3.228822E+03    2.8188E-29    1.1819E-20    5.7430E-13    5.9965E-06    9.9999E-01
    3.426051E+03    2.6445E-29    1.1678E-20    5.9227E-13    6.1648E-06    9.9999E-01
    3.635328E+03    2.9988E-29    1.3636E-20    7.0181E-13    6.8589E-06    9.9999E-01
    3.857388E+03    3.4650E-29    1.6555E-20    8.7818E-13    7.9251E-06    9.9999E-01
    4.093013E+03    4.3828E-29    2.1409E-20    1.1410E-12    9.3232E-06    9.9999E-01
    4.343030E+03    6.2903E-29    2.9259E-20    1.4717E-12    1.0763E-05    9.9999E-01
    4.608319E+03    6.0007E-29    2.8302E-20    1.4428E-12    1.0665E-05    9.9999E-01
    4.889814E+03    3.6758E-29    1.9335E-20    1.1025E-12    9.2739E-06    9.9999E-01
    5.188503E+03    2.1276E-29    1.2700E-20    8.2351E-13    7.9829E-06    9.9999E-01
    5.505438E+03    1.5910E-29    1.0179E-20    7.0800E-13    7.3926E-06    9.9999E-01
    5.841731E+03    1.4227E-29    9.4661E-21    6.8306E-13    7.2937E-06    9.9999E-01
    6.198568E+03    1.3991E-29    9.5887E-21    7.0878E-13    7.5047E-06    9.9999E-01
    6.577201E+03    1.5563E-29    1.0723E-20    7.9138E-13    8.0308E-06    9.9999E-01
    6.978962E+03    1.9202E-29    1.3103E-20    9.4885E-13    8.9439E-06    9.9999E-01
    7.405265E+03    2.4507E-29    1.6793E-20    1.2036E-12    1.0335E-05    9.9999E-01
    7.857608E+03    3.5000E-29    2.3816E-20    1.6634E-12    1.2546E-05    9.9999E-01
    8.337582E+03    6.2185E-29    4.0271E-20    2.6158E-12    1.6312E-05    9.9998E-01
    8.846874E+03    1.4128E-28    8.4774E-20    4.9301E-12    2.3506E-05    9.9998E-01
    9.387276E+03    4.8207E-28    2.5821E-19    1.2647E-11    4.0389E-05    9.9996E-01
    9.960688E+03    3.3957E-27    1.4926E-18    5.4104E-11    9.2371E-05    9.9991E-01
    1.056913E+04    6.7407E-26    2.2394E-17    5.0047E-10    3.2716E-04    9.9967E-01
    1.121473E+04    7.7594E-24    1.7554E-15    1.7359E-08    2.4647E-03    9.9754E-01
    1.189977E+04    1.0722E-20    1.4756E-12    3.8605E-06    5.3320E-02    9.4668E-01
    1.262692E+04    3.7521E-17    2.7205E-09    1.1487E-03    7.7368E-01    2.2517E-01
    1.339437E+04    1.7153E-14    6.1059E-07    3.5650E-02    9.6109E-01    3.2590E-03
    1.404300E+04    3.6341E-12    6.1408E-05    4.8678E-01    5.1314E-01    1.8491E-05
    1.458324E+04    1.7902E-10    1.2836E-03    9.7670E-01    2.2013E-02    3.3519E-09
    1.507109E+04    1.0663E-08    2.3027E-02    9.7675E-01    2.2243E-04    5.2200E-14
    1.552521E+04    8.9908E-07    4.2215E-01    5.7785E-01    6.3113E-07    8.4727E-20
    1.588026E+04    1.1745E-05    9.7213E-01    2.7862E-02    7.8937E-11    2.6300E-27
    1.613148E+04    9.1053E-05    9.9959E-01    3.1774E-04    9.1983E-16    2.1207E-36
    1.631412E+04    7.2206E-04    9.9928E-01    2.2531E-06    3.0549E-21    1.5179E-46
    1.645533E+04    6.3349E-03    9.9367E-01    9.6399E-09    2.6638E-27    8.4690E-58
    1.657187E+04    4.5037E-02    9.5496E-01    4.4636E-11    2.7156E-33    7.9703E-64
    1.667619E+04    2.0150E-01    7.9850E-01    3.7587E-13    1.5580E-38    7.6392E-66
    1.677791E+04    4.7002E-01    5.2998E-01    6.3444E-15    7.2393E-43    1.6385E-67
    1.688119E+04    6.8400E-01    3.1600E-01    2.3796E-16    3.0475E-46    7.9580E-69
    1.699410E+04    8.1745E-01    1.8255E-01    1.3759E-17    4.1468E-49    5.7367E-70
    1.712967E+04    9.0033E-01    9.9669E-02    8.3107E-19    7.6081E-52    4.1543E-71
    1.736141E+04    9.6099E-01    3.9014E-02    1.5712E-20    2.9207E-53    9.3266E-73
    1.784412E+04    9.9326E-01    6.7400E-03    1.7943E-23    5.6774E-54    1.2148E-75
    1.850057E+04    9.9914E-01    8.6133E-04    9.5551E-27    7.5565E-55    6.7988E-79
    1.923225E+04    9.9988E-01    1.2332E-04    7.2885E-30    1.1015E-55    5.3203E-82
    2.000173E+04    9.9998E-01    2.0708E-05    8.5212E-33    1.8706E-56    6.3274E-85
    2.080720E+04    1.0000E+00    4.2142E-06    1.8777E-35    3.8467E-57    1.4142E-87
    2.161977E+04    1.0000E+00    9.8422E-07    7.5261E-38    9.1117E-58    5.7624E-90
    2.241073E+04    1.0000E+00    2.6386E-07    4.4450E-40    2.4971E-58    3.4830E-92
    2.319713E+04    1.0000E+00    8.0336E-08    3.8186E-42    7.9197E-59    3.1201E-94
    2.399305E+04    1.0000E+00    2.7405E-08    3.5823E-43    2.9216E-59    3.4244E-95
    2.479353E+04    1.0000E+00    1.0529E-08    4.5937E-42    1.2726E-59    5.0503E-94
    2.559239E+04    1.0000E+00    6.2202E-09    7.5712E-41    9.0090E-60    9.9468E-93
    2.640598E+04    1.0000E+00    2.3366E-08    1.9630E-39    4.3226E-59    3.2679E-91
    2.731587E+04    1.0000E+00    2.7736E-07    9.0062E-38    7.1206E-58    2.0838E-89
    2.846897E+04    1.0000E+00    2.5938E-06    4.2956E-36    1.0143E-56    1.5137E-87
    3.013823E+04    9.9999E-01    1.1873E-05    1.5385E-34    6.4068E-56    7.3905E-86
    3.197919E+04    9.9996E-01    3.5295E-05    2.0607E-33    1.5796E-55    8.2585E-85
    3.393261E+04    9.9989E-01    1.0927E-04    2.3883E-32    3.0795E-55    5.9889E-84
    3.597215E+04    9.9960E-01    4.0110E-04    3.8297E-31    7.5361E-55    6.4119E-83
    3.784692E+04    9.9875E-01    1.2465E-03    5.0912E-30    1.7861E-54    6.4808E-82
    3.952218E+04    9.9746E-01    2.5360E-03    3.1477E-29    3.1264E-54    3.4388E-81
    4.100575E+04    9.9544E-01    4.5596E-03    1.8025E-28    4.9712E-54    1.7362E-80
    4.233318E+04    9.9150E-01    8.4967E-03    1.5750E-27    8.0754E-54    1.3166E-79
    4.356859E+04    9.8525E-01    1.4752E-02    1.6632E-26    1.2411E-53    1.2224E-78
    4.478355E+04    9.7810E-01    2.1902E-02    1.5697E-25    1.6899E-53    1.0555E-77
    4.599850E+04    9.7233E-01    2.7671E-02    1.0709E-24    2.0204E-53    6.7971E-77
    4.722491E+04    9.6830E-01    3.1700E-02    5.6853E-24    2.2464E-53    3.4789E-76
    4.845806E+04    9.6586E-01    3.4140E-02    2.3788E-23    2.3897E-53    1.4224E-75
    4.970578E+04    9.6471E-01    3.5293E-02    7.7287E-23    2.4758E-53    4.5556E-75
    5.096979E+04    9.6444E-01    3.5555E-02    1.9804E-22    2.5403E-53    1.1577E-74
    5.225518E+04    9.6465E-01    3.5350E-02    4.1132E-22    2.6113E-53    2.3957E-74
    5.356241E+04    9.6493E-01    3.5070E-02    7.1538E-22    2.7103E-53    4.1626E-74
    5.489174E+04    9.6501E-01    3.4987E-02    1.0958E-21    2.8500E-53    6.3865E-74
    5.624060E+04    9.6471E-01    3.5287E-02    1.5207E-21    3.0340E-53    8.9143E-74
    5.760236E+04    9.6395E-01    3.6047E-02    1.9742E-21    3.2531E-53    1.1724E-73
    5.897093E+04    9.6285E-01    3.7154E-02    2.4350E-21    3.4899E-53    1.4798E-73
    6.033101E+04    9.6168E-01    3.8321E-02    2.8608E-21    3.7167E-53    1.7991E-73
    6.167475E+04    9.6070E-01    3.9301E-02    3.2104E-21    3.9124E-53    2.1081E-73
    6.297916E+04    9.6000E-01    4.0001E-02    3.4657E-21    4.0713E-53    2.3857E-73
    6.423021E+04    9.5957E-01    4.0427E-02    3.6325E-21    4.1980E-53    2.6202E-73
    6.540614E+04    9.5933E-01    4.0669E-02    3.7349E-21    4.3028E-53    2.8131E-73
    6.648466E+04    9.5928E-01    4.0723E-02    3.7802E-21    4.3832E-53    2.9565E-73
    6.745239E+04    9.5951E-01    4.0487E-02    3.7573E-21    4.4220E-53    3.0302E-73
    6.828718E+04    9.5979E-01    4.0208E-02    3.7161E-21    4.4355E-53    3.0603E-73
    6.899373E+04    9.6022E-01    3.9778E-02    3.6424E-21    4.3319E-53    2.9933E-73
    6.955939E+04    9.6108E-01    3.8924E-02    3.4923E-21    4.0446E-53    2.7775E-73
    6.978644E+04    9.6276E-01    3.7237E-02    3.1986E-21    3.6869E-53    2.4534E-73
    6.990024E+04    9.6561E-01    3.4388E-02    2.7582E-21    3.2439E-53    2.0401E-73
    6.995721E+04    9.6957E-01    3.0433E-02    2.1374E-21    2.7863E-53    1.5499E-73
    6.998572E+04    9.7349E-01    2.6510E-02    1.5303E-21    2.3795E-53    1.0962E-73
    6.999926E+04    9.7766E-01    2.2336E-02    1.0092E-21    1.9760E-53    7.1703E-74
    6.999997E+04    9.7840E-01    2.1602E-02    9.3804E-22    1.9105E-53    6.6662E-74
#TIME:     1.181
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    8.772128E+02    1.0208E-20    2.5287E-13    3.4570E-07    9.6596E-03    9.9034E-01
    8.813910E+02    1.0208E-20    2.5287E-13    3.4570E-07    9.6596E-03    9.9034E-01
    8.940453E+02    1.0208E-20    2.5286E-13    3.4569E-07    9.6594E-03    9.9034E-01
    9.199016E+02    1.0205E-20    2.5282E-13    3.4564E-07    9.6586E-03    9.9034E-01
    9.722748E+02    1.0192E-20    2.5251E-13    3.4531E-07    9.6534E-03    9.9035E-01
