#NTIMES:     65
#NSTAGES:     5
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    6.349851E+03    4.8273E-20    8.7998E-11    3.3416E-04    7.4272E-01    2.5695E-01
    6.722279E+03    1.0140E-19    1.7751E-10    5.4702E-04    8.3304E-01    1.6642E-01
    7.116550E+03    2.5316E-19    4.1906E-10    9.8053E-04    9.1027E-01    8.8749E-02
    7.533946E+03    7.8988E-19    1.1956E-09    1.9491E-03    9.6034E-01    3.7714E-02
    7.975822E+03    3.3805E-18    4.3952E-09    4.4538E-03    9.8313E-01    1.2414E-02
    8.443616E+03    2.1039E-17    2.1919E-08    1.2126E-02    9.8482E-01    3.0495E-03
    8.938846E+03    1.9809E-16    1.5425E-07    4.0096E-02    9.5937E-01    5.3197E-04
    9.463122E+03    2.9033E-15    1.5564E-06    1.5821E-01    8.4173E-01    5.6284E-05
    1.001854E+04    6.6017E-14    2.1117E-05    5.9454E-01    4.0544E-01    1.5013E-06
    1.058661E+04    1.2371E-12    1.9825E-04    9.6146E-01    3.8343E-02    2.5387E-09
    1.109463E+04    1.6092E-11    1.2884E-03    9.9672E-01    1.9950E-03    1.8598E-12
    1.159983E+04    1.9686E-10    7.9345E-03    9.9196E-01    1.0388E-04    1.4247E-15
    1.214474E+04    3.1201E-09    5.7803E-02    9.4219E-01    3.7449E-06    4.7980E-19
    1.270795E+04    5.3757E-08    4.0459E-01    5.9541E-01    4.9582E-08    2.5580E-23
    1.329144E+04    3.1911E-07    9.1523E-01    8.4768E-02    7.9858E-11    6.6882E-29
    1.399960E+04    9.7302E-07    9.9587E-01    4.1322E-03    2.4546E-14    1.3937E-35
    1.482114E+04    3.4761E-06    9.9982E-01    1.7159E-04    6.8280E-18    3.2840E-42
    1.559844E+04    1.5520E-05    9.9998E-01    6.1653E-06    1.5908E-21    6.9937E-49
    1.617175E+04    6.9703E-05    9.9993E-01    2.1900E-07    3.5347E-25    1.3221E-55
    1.662769E+04    1.9699E-04    9.9980E-01    1.3924E-08    2.7820E-28    4.0827E-61
    1.707748E+04    3.2391E-04    9.9968E-01    2.2127E-09    1.8905E-30    3.5202E-62
    1.764866E+04    5.3574E-04    9.9946E-01    4.0365E-10    2.0038E-32    6.6367E-63
    1.834107E+04    9.6699E-04    9.9903E-01    6.7504E-11    1.8402E-34    1.1495E-63
    1.906827E+04    1.8194E-03    9.9818E-01    1.0909E-11    1.6383E-36    1.9245E-64
    1.979020E+04    3.2301E-03    9.9677E-01    1.8550E-12    1.6080E-38    3.3911E-65
    2.050885E+04    5.6816E-03    9.9432E-01    3.0776E-13    1.4573E-40    5.8435E-66
    2.122287E+04    1.0406E-02    9.8959E-01    4.6593E-14    1.0707E-42    9.2278E-67
    2.192053E+04    1.9533E-02    9.8047E-01    6.4464E-15    6.3493E-45    1.3371E-67
    2.259460E+04    3.5644E-02    9.6436E-01    8.8341E-16    3.6004E-47    1.9302E-68
    2.326339E+04    6.0935E-02    9.3906E-01    1.3185E-16    2.4811E-49    3.0728E-69
    2.393384E+04    9.7998E-02    9.0200E-01    2.2227E-17    2.6412E-51    5.6213E-70
    2.459982E+04    1.5598E-01    8.4402E-01    3.8205E-18    3.1931E-52    1.0719E-70
    2.526003E+04    2.5564E-01    7.4436E-01    5.3383E-19    2.9728E-52    1.7193E-71
    2.592493E+04    4.1665E-01    5.8335E-01    5.0749E-20    2.8028E-52    1.9758E-72
    2.662971E+04    6.1858E-01    3.8142E-01    3.0353E-21    2.2792E-52    1.4896E-73
    2.739560E+04    8.0431E-01    1.9569E-01    1.0018E-22    1.3970E-52    6.0525E-75
    2.819576E+04    9.1554E-01    8.4462E-02    1.9368E-24    6.3437E-53    1.2773E-76
    2.895482E+04    9.6776E-01    3.2242E-02    2.3569E-26    2.3268E-53    1.5481E-78
    2.964101E+04    9.8902E-01    1.0979E-02    1.9413E-28    7.6130E-54    1.2612E-80
    3.027378E+04    9.9637E-01    3.6286E-03    1.8520E-30    2.6024E-54    1.2737E-82
    3.089858E+04    9.9869E-01    1.3135E-03    3.0812E-32    1.0671E-54    2.4821E-84
    3.159418E+04    9.9948E-01    5.1754E-04    8.1129E-34    5.0797E-55    8.3528E-86
    3.249208E+04    9.9980E-01    2.0138E-04    4.4904E-35    2.6739E-55    6.7516E-87
    3.388489E+04    9.9991E-01    8.9478E-05    1.7028E-35    1.9231E-55    3.2215E-87
    3.581154E+04    9.9989E-01    1.1405E-04    3.4222E-35    2.8578E-55    5.3377E-87
    3.776695E+04    9.9961E-01    3.8742E-04    1.7538E-34    7.3672E-55    1.9887E-86
    3.955408E+04    9.9899E-01    1.0074E-03    6.1701E-34    1.5143E-54    6.1067E-86
    4.112023E+04    9.9773E-01    2.2679E-03    6.5233E-33    2.8222E-54    6.8134E-85
    4.251032E+04    9.9477E-01    5.2330E-03    3.4916E-31    5.4710E-54    3.2227E-83
    4.380898E+04    9.8923E-01    1.0770E-02    2.7501E-29    9.6595E-54    2.1876E-81
    4.506836E+04    9.8220E-01    1.7804E-02    1.3911E-27    1.4454E-53    9.9663E-80
    4.631736E+04    9.7594E-01    2.4062E-02    3.4475E-26    1.8119E-53    2.3055E-78
    4.756818E+04    9.7130E-01    2.8697E-02    4.8872E-25    2.0582E-53    3.1191E-77
    4.881806E+04    9.6823E-01    3.1769E-02    4.2238E-24    2.2085E-53    2.6157E-76
    5.007721E+04    9.6654E-01    3.3459E-02    2.3135E-23    2.2925E-53    1.4081E-75
    5.134669E+04    9.6584E-01    3.4162E-02    8.5434E-23    2.3497E-53    5.1619E-75
    5.263137E+04    9.6567E-01    3.4335E-02    2.2854E-22    2.4183E-53    1.3820E-74
    5.393343E+04    9.6562E-01    3.4382E-02    4.7484E-22    2.5256E-53    2.8908E-74
    5.525112E+04    9.6542E-01    3.4584E-02    8.2114E-22    2.6844E-53    5.0530E-74
    5.658457E+04    9.6488E-01    3.5124E-02    1.2416E-21    2.8949E-53    7.7312E-74
    5.792579E+04    9.6395E-01    3.6055E-02    1.7187E-21    3.1435E-53    1.0912E-73
    5.926814E+04    9.6276E-01    3.7241E-02    2.2029E-21    3.4071E-53    1.4301E-73
    6.060227E+04    9.6159E-01    3.8413E-02    2.6567E-21    3.6565E-53    1.7819E-73
    6.191123E+04    9.6064E-01    3.9356E-02    3.0317E-21    3.8701E-53    2.1212E-73
    6.318368E+04    9.5998E-01    4.0019E-02    3.3126E-21    4.0447E-53    2.4335E-73
    6.440003E+04    9.5958E-01    4.0419E-02    3.5034E-21    4.1845E-53    2.7064E-73
    6.553758E+04    9.5936E-01    4.0643E-02    3.6260E-21    4.2990E-53    2.9371E-73
    6.658817E+04    9.5932E-01    4.0677E-02    3.6869E-21    4.3857E-53    3.1148E-73
    6.752071E+04    9.5956E-01    4.0440E-02    3.6790E-21    4.4292E-53    3.2165E-73
    6.833248E+04    9.5984E-01    4.0163E-02    3.6498E-21    4.4435E-53    3.2690E-73
    6.901690E+04    9.6027E-01    3.9733E-02    3.5852E-21    4.3407E-53    3.2236E-73
    6.956800E+04    9.6114E-01    3.8856E-02    3.4387E-21    4.0557E-53    3.0250E-73
    6.979063E+04    9.6286E-01    3.7138E-02    3.1466E-21    3.6979E-53    2.6936E-73
    6.990221E+04    9.6574E-01    3.4263E-02    2.7104E-21    3.2554E-53    2.2564E-73
    6.995807E+04    9.6968E-01    3.0318E-02    2.0961E-21    2.7991E-53    1.7205E-73
    6.998602E+04    9.7358E-01    2.6421E-02    1.5021E-21    2.3931E-53    1.2222E-73
    6.999929E+04    9.7769E-01    2.2308E-02    9.9558E-22    1.9927E-53    8.0566E-74
    6.999999E+04    9.7841E-01    2.1593E-02    9.2741E-22    1.9285E-53    7.5073E-74
#TIME:     7.938
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    8.772128E+02    4.8824E-15    8.7786E-07    7.6662E-02    9.2294E-01    3.9440E-04
    8.830450E+02    4.8824E-15    8.7792E-07    7.6665E-02    9.2294E-01    3.9436E-04
    9.007754E+02    4.8486E-15    8.7278E-07    7.6399E-02    9.2320E-01    3.9652E-04
    9.373113E+02    4.6190E-15    8.3770E-07    7.4573E-02    9.2501E-01    4.1190E-04
    9.958855E+02    3.9191E-15    7.2905E-07    6.8697E-02    9.3083E-01    4.6821E-04
    1.053743E+03    3.0408E-15    5.8819E-07    6.0490E-02    9.3894E-01    5.6963E-04
    1.115120E+03    2.1538E-15    4.3914E-07    5.0833E-02    9.4842E-01    7.4152E-04
    1.180072E+03    1.4076E-15    3.0593E-07    4.0946E-02    9.5803E-01    1.0237E-03
    1.248807E+03    8.6948E-16    2.0220E-07    3.1873E-02    9.6664E-01    1.4815E-03
    1.321546E+03    5.1595E-16    1.2810E-07    2.4091E-02    9.7367E-01    2.2345E-03
    1.398522E+03    2.8019E-16    7.5336E-08    1.7402E-02    9.7903E-01    3.5670E-03
    1.479981E+03    1.3655E-16    4.0679E-08    1.1956E-02    9.8201E-01    6.0303E-03
    1.566184E+03    6.2285E-17    2.0763E-08    7.9301E-03    9.8147E-01    1.0595E-02
    1.657409E+03    2.6816E-17    1.0072E-08    5.0876E-03    9.7568E-01    1.9229E-02
    1.753948E+03    1.1111E-17    4.6976E-09    3.1695E-03    9.6119E-01    3.5641E-02
    1.856109E+03    4.4054E-18    2.0946E-09    1.9053E-03    9.3129E-01    6.6803E-02
    1.964221E+03    1.6369E-18    8.7961E-10    1.0913E-03    8.7481E-01    1.2409E-01
    2.078630E+03    5.6040E-19    3.4473E-10    5.8930E-04    7.8011E-01    2.1930E-01
    2.199703E+03    1.8171E-19    1.2952E-10    3.0380E-04    6.5074E-01    3.4895E-01
    2.327828E+03    6.0965E-20    5.0245E-11    1.5707E-04    5.1501E-01    4.8483E-01
    2.463416E+03    2.3500E-20    2.1939E-11    8.6916E-05    4.0290E-01    5.9702E-01
    2.606902E+03    1.1088E-20    1.1395E-11    5.3993E-05    3.2464E-01    6.7530E-01
    2.758745E+03    6.4508E-21    7.1441E-12    3.8455E-05    2.7658E-01    7.2338E-01
    2.919432E+03    4.5786E-21    5.4192E-12    3.1754E-05    2.5319E-01    7.4678E-01
    3.089479E+03    4.0111E-21    5.0522E-12    3.0893E-05    2.5229E-01    7.4768E-01
    3.269430E+03    4.3421E-21    5.8008E-12    3.5488E-05    2.7407E-01    7.2590E-01
    3.459863E+03    5.3130E-21    7.6242E-12    4.5663E-05    3.1571E-01    6.8424E-01
    3.661388E+03    6.4333E-21    1.0199E-11    6.0230E-05    3.6821E-01    6.3173E-01
    3.874652E+03    7.8337E-21    1.3699E-11    7.9419E-05    4.2645E-01    5.7347E-01
    4.100337E+03    1.1309E-20    2.0559E-11    1.1090E-04    4.9788E-01    5.0201E-01
    4.339167E+03    1.9712E-20    3.4909E-11    1.6484E-04    5.8312E-01    4.1672E-01
    4.591909E+03    3.4233E-20    5.8485E-11    2.3993E-04    6.6471E-01    3.3505E-01
    4.859372E+03    5.1124E-20    8.7100E-11    3.2226E-04    7.2882E-01    2.7086E-01
    5.142413E+03    6.7875E-20    1.1827E-10    4.0681E-04    7.7800E-01    2.2159E-01
    5.441941E+03    8.8957E-20    1.5846E-10    5.0700E-04    8.2039E-01    1.7910E-01
    5.758915E+03    1.2327E-19    2.2175E-10    6.4685E-04    8.6063E-01    1.3872E-01
    6.094352E+03    1.9103E-19    3.4049E-10    8.7159E-04    9.0000E-01    9.9125E-02
    6.449327E+03    3.5198E-19    6.0474E-10    1.2802E-03    9.3641E-01    6.2310E-02
    6.824978E+03    7.9127E-19    1.2751E-09    2.0823E-03    9.6467E-01    3.3249E-02
    7.222510E+03    2.1770E-18    3.2079E-09    3.7647E-03    9.8139E-01    1.4847E-02
    7.643196E+03    7.7048E-18    9.9837E-09    7.7284E-03    9.8687E-01    5.4033E-03
    8.088386E+03    3.8248E-17    4.1029E-08    1.8636E-02    9.7984E-01    1.5268E-03
    8.559506E+03    2.7623E-16    2.2963E-07    5.3346E-02    9.4634E-01    3.1794E-04
    9.058068E+03    2.8685E-15    1.7251E-06    1.7527E-01    8.2469E-01    4.2651E-05
    9.585726E+03    4.2496E-14    1.6475E-05    5.5483E-01    4.4516E-01    1.9020E-06
    1.013991E+04    6.2777E-13    1.3149E-04    9.3789E-01    6.1983E-02    7.7340E-09
    1.067341E+04    8.3424E-12    8.6157E-04    9.9571E-01    3.4324E-03    6.4928E-12
    1.117357E+04    9.4705E-11    5.0054E-03    9.9480E-01    1.9917E-04    6.4769E-15
    1.170554E+04    1.3093E-09    3.3239E-02    9.6675E-01    8.8517E-06    3.4988E-18
    1.226068E+04    2.1526E-08    2.3916E-01    7.6084E-01    1.9788E-07    4.8253E-22
    1.282022E+04    1.7850E-07    8.0039E-01    1.9961E-01    8.5164E-10    5.8346E-27
    1.344075E+04    6.1629E-07    9.8704E-01    1.2957E-02    4.8067E-13    3.7220E-33
    1.421311E+04    1.8707E-06    9.9944E-01    5.5901E-04    1.2625E-16    6.4341E-40
    1.504403E+04    6.6001E-06    9.9997E-01    2.6004E-05    4.9638E-20    3.0521E-46
    1.577960E+04    2.9499E-05    9.9997E-01    9.8386E-07    1.3310E-23    8.4413E-53
    1.631026E+04    1.1420E-04    9.9989E-01    4.4741E-08    5.2700E-27    4.4081E-59
    1.675314E+04    2.6839E-04    9.9973E-01    3.9736E-09    9.0935E-30    6.1539E-62
    1.723450E+04    4.2089E-04    9.9958E-01    7.0804E-10    8.2440E-32    1.1303E-62
    1.785120E+04    6.9481E-04    9.9931E-01    1.3396E-10    9.8441E-34    2.2151E-63
    1.856365E+04    1.2529E-03    9.9875E-01    2.3213E-11    1.0186E-35    3.9806E-64
    1.929343E+04    2.2709E-03    9.9773E-01    3.9944E-12    1.0614E-37    7.1034E-65
    2.001746E+04    3.9619E-03    9.9604E-01    6.8984E-13    1.0751E-39    1.2728E-65
    2.074107E+04    7.0341E-03    9.9297E-01    1.1069E-13    9.0034E-42    2.1254E-66
    2.146115E+04    1.3064E-02    9.8694E-01    1.5989E-14    5.9479E-44    3.2099E-67
    2.216233E+04    2.4396E-02    9.7560E-01    2.1970E-15    3.4693E-46    4.6291E-68
    2.284947E+04    4.3418E-02    9.5658E-01    3.1132E-16    2.1189E-48    6.9412E-69
    2.354009E+04    7.1305E-02    9.2870E-01    4.8462E-17    1.6144E-50    1.1599E-69
    2.423346E+04    1.1137E-01    8.8863E-01    8.2518E-18    4.4817E-52    2.1582E-70
    2.492156E+04    1.7507E-01    8.2493E-01    1.3275E-18    3.0026E-52    3.8785E-71
    2.560008E+04    2.8385E-01    7.1615E-01    1.6490E-19    2.9903E-52    5.5623E-72
    2.628614E+04    4.5507E-01    5.4493E-01    1.3951E-20    2.7436E-52    5.7099E-73
    2.701263E+04    6.5704E-01    3.4296E-01    7.5708E-22    2.1218E-52    3.8657E-74
    2.779967E+04    8.3138E-01    1.6862E-01    2.1742E-23    1.2078E-52    1.3262E-75
    2.860462E+04    9.2885E-01    7.1146E-02    3.7415E-25    5.2119E-53    2.4141E-77
    2.936591E+04    9.7402E-01    2.5982E-02    3.7849E-27    1.8066E-53    2.3973E-79
    3.005022E+04    9.9129E-01    8.7125E-03    3.0874E-29    5.8324E-54    1.9366E-81
    3.068853E+04    9.9701E-01    2.9922E-03    3.7406E-31    2.0989E-54    2.5171E-83
    3.132096E+04    9.9883E-01    1.1663E-03    8.9549E-33    9.3032E-55    7.0952E-85
    3.203271E+04    9.9952E-01    4.8016E-04    3.7589E-34    4.6716E-55    3.8417E-86
    3.295408E+04    9.9981E-01    1.9295E-04    4.6551E-35    2.5778E-55    6.7518E-87
    3.435612E+04    9.9990E-01    1.0209E-04    2.9988E-35    2.1043E-55    5.1956E-87
    3.622102E+04    9.9986E-01    1.3969E-04    5.8204E-35    3.3065E-55    8.5056E-87
    3.811256E+04    9.9953E-01    4.6987E-04    2.8271E-34    8.4744E-55    3.1212E-86
    3.984348E+04    9.9883E-01    1.1661E-03    1.0175E-33    1.6879E-54    9.7114E-86
    4.136249E+04    9.9740E-01    2.6031E-03    1.1625E-32    3.1421E-54    1.1674E-84
    4.271934E+04    9.9410E-01    5.9043E-03    6.5581E-31    6.0129E-54    5.8845E-83
    4.400410E+04    9.8829E-01    1.1709E-02    5.0063E-29    1.0345E-53    3.9048E-81
    4.525104E+04    9.8113E-01    1.8870E-02    2.2625E-27    1.5110E-53    1.6018E-79
    4.649277E+04    9.7518E-01    2.4819E-02    5.0804E-26    1.8538E-53    3.3739E-78
    4.773494E+04    9.7081E-01    2.9192E-02    6.6201E-25    2.0834E-53    4.2114E-77
    4.897741E+04    9.6795E-01    3.2051E-02    5.3261E-24    2.2225E-53    3.2980E-76
    5.022959E+04    9.6641E-01    3.3586E-02    2.7464E-23    2.3009E-53    1.6760E-75
    5.149201E+04    9.6580E-01    3.4201E-02    9.6648E-23    2.3573E-53    5.8694E-75
    5.277011E+04    9.6566E-01    3.4341E-02    2.4932E-22    2.4286E-53    1.5185E-74
    5.406513E+04    9.6561E-01    3.4392E-02    5.0470E-22    2.5402E-53    3.0994E-74
    5.537566E+04    9.6538E-01    3.4619E-02    8.5662E-22    2.7031E-53    5.3268E-74
    5.670135E+04    9.6481E-01    3.5189E-02    1.2790E-21    2.9166E-53    8.0400E-74
    5.803397E+04    9.6386E-01    3.6141E-02    1.7581E-21    3.1659E-53    1.1301E-73
    5.936721E+04    9.6267E-01    3.7328E-02    2.2370E-21    3.4280E-53    1.4693E-73
    6.069117E+04    9.6152E-01    3.8483E-02    2.6838E-21    3.6741E-53    1.8217E-73
    6.198952E+04    9.6060E-01    3.9403E-02    3.0507E-21    3.8839E-53    2.1597E-73
    6.325087E+04    9.5995E-01    4.0046E-02    3.3245E-21    4.0554E-53    2.4695E-73
    6.445574E+04    9.5957E-01    4.0433E-02    3.5101E-21    4.1928E-53    2.7393E-73
    6.558184E+04    9.5935E-01    4.0648E-02    3.6291E-21    4.3054E-53    2.9667E-73
    6.662177E+04    9.5933E-01    4.0672E-02    3.6873E-21    4.3902E-53    3.1407E-73
    6.754436E+04    9.5957E-01    4.0433E-02    3.6781E-21    4.4323E-53    3.2394E-73
    6.834777E+04    9.5984E-01    4.0155E-02    3.6485E-21    4.4446E-53    3.2893E-73
    6.902526E+04    9.6028E-01    3.9724E-02    3.5835E-21    4.3399E-53    3.2416E-73
    6.957141E+04    9.6116E-01    3.8835E-02    3.4350E-21    4.0534E-53    3.0397E-73
    6.979228E+04    9.6290E-01    3.7105E-02    3.1412E-21    3.6945E-53    2.7053E-73
    6.990299E+04    9.6578E-01    3.4220E-02    2.7043E-21    3.2518E-53    2.2654E-73
    6.995840E+04    9.6972E-01    3.0278E-02    2.0895E-21    2.7965E-53    1.7264E-73
    6.998613E+04    9.7361E-01    2.6392E-02    1.4981E-21    2.3916E-53    1.2271E-73
    6.999930E+04    9.7770E-01    2.2304E-02    9.9515E-22    1.9936E-53    8.1080E-74
    6.999999E+04    9.7841E-01    2.1593E-02    9.2737E-22    1.9297E-53    7.5581E-74
#TIME:     8.732
#NVEL: 115
#vel_mid[km/s]           o0           o1           o2           o3           o4
    8.772128E+02    4.3684E-15    9.3346E-07    8.4371E-02    9.1532E-01    3.0408E-04
    8.819987E+02    4.3676E-15    9.3337E-07    8.4366E-02    9.1533E-01    3.0409E-04
    8.965137E+02    4.3511E-15    9.3040E-07    8.4207E-02    9.1549E-01    3.0500E-04
    9.262641E+02    4.2396E-15    9.1022E-07    8.3128E-02    9.1656E-01    3.1136E-04
    9.793204E+02    3.8249E-15    8.3443E-07    7.8984E-02    9.2068E-01    3.3773E-04
    1.036396E+03    3.1824E-15    7.1434E-07    7.2067E-02    9.2754E-01    3.9011E-04
    1.096762E+03    2.4506E-15    5.7269E-07    6.3229E-02    9.3629E-01    4.7789E-04
    1.160645E+03    1.7567E-15    4.3184E-07    5.3454E-02    9.4593E-01    6.1753E-04
    1.228248E+03    1.1910E-15    3.0968E-07    4.3779E-02    9.5539E-01    8.3451E-04
    1.299790E+03    7.8380E-16    2.1479E-07    3.5011E-02    9.6382E-01    1.1682E-03
    1.375498E+03    4.8327E-16    1.4070E-07    2.7016E-02    9.7127E-01    1.7145E-03
    1.455616E+03    2.6754E-16    8.4777E-08    1.9869E-02    9.7747E-01    2.6632E-03
    1.540401E+03    1.3864E-16    4.8402E-08    1.4146E-02    9.8156E-01    4.2933E-03
    1.630124E+03    6.8059E-17    2.6421E-08    9.7968E-03    9.8307E-01    7.1316E-03
    1.725073E+03    3.2416E-17    1.4013E-08    6.6521E-03    9.8126E-01    1.2086E-02
    1.825552E+03    1.5121E-17    7.2612E-09    4.4371E-03    9.7476E-01    2.0799E-02
    1.931884E+03    6.8404E-18    3.6504E-09    2.8939E-03    9.6083E-01    3.6275E-02
    2.044410E+03    2.9433E-18    1.7601E-09    1.8328E-03    9.3455E-01    6.3617E-02
    2.163490E+03    1.1976E-18    8.1416E-10    1.1264E-03    8.8932E-01    1.0955E-01
    2.289506E+03    4.8048E-19    3.7406E-10    6.8421E-04    8.2180E-01    1.7752E-01
    2.422861E+03    2.0600E-19    1.8180E-10    4.2619E-04    7.3942E-01    2.6016E-01
    2.563985E+03    1.0183E-19    9.9445E-11    2.8399E-04    6.5914E-01    3.4058E-01
    2.713328E+03    5.9811E-20    6.3179E-11    2.0843E-04    5.9584E-01    4.0395E-01
    2.871370E+03    4.1696E-20    4.7101E-11    1.7144E-04    5.5737E-01    4.4246E-01
    3.038617E+03    3.4792E-20    4.1817E-11    1.6074E-04    5.4786E-01    4.5198E-01
    3.215606E+03    3.5126E-20    4.4709E-11    1.7344E-04    5.6920E-01    4.3063E-01
    3.402904E+03    4.0548E-20    5.5060E-11    2.0888E-04    6.1595E-01    3.8384E-01
    3.601112E+03    4.7301E-20    7.0362E-11    2.6082E-04    6.7267E-01    3.2706E-01
    3.810864E+03    5.4273E-20    8.9342E-11    3.2426E-04    7.2749E-01    2.7219E-01
    4.032834E+03    7.0113E-20    1.2207E-10    4.1629E-04    7.8205E-01    2.1754E-01
    4.267732E+03    1.0976E-19    1.8861E-10    5.6618E-04    8.3637E-01    1.6306E-01
    4.516313E+03    1.8287E-19    3.0172E-10    7.7745E-04    8.8147E-01    1.1775E-01
    4.779373E+03    2.7647E-19    4.4838E-10    1.0185E-03    9.1280E-01    8.6180E-02
    5.057755E+03    3.7394E-19    6.1364E-10    1.2704E-03    9.3390E-01    6.4828E-02
    5.352351E+03    4.9427E-19    8.2462E-10    1.5650E-03    9.4968E-01    4.8751E-02
    5.664107E+03    6.8954E-19    1.1550E-09    1.9722E-03    9.6268E-01    3.5348E-02
    5.994022E+03    1.0748E-18    1.7692E-09    2.6179E-03    9.7357E-01    2.3813E-02
    6.343153E+03    1.9891E-18    3.1211E-09    3.7783E-03    9.8195E-01    1.4270E-02
    6.712620E+03    4.5046E-18    6.5380E-09    6.0523E-03    9.8660E-01    7.3444E-03
    7.103607E+03    1.2462E-17    1.6343E-08    1.0813E-02    9.8600E-01    3.1900E-03
    7.517368E+03    4.3633E-17    5.0070E-08    2.1815E-02    9.7704E-01    1.1406E-03
    7.955228E+03    2.0765E-16    1.9775E-07    5.0756E-02    9.4892E-01    3.1899E-04
    8.418593E+03    1.3685E-15    1.0156E-06    1.3464E-01    8.6529E-01    6.4128E-05
    8.908947E+03    1.2222E-14    6.5502E-06    3.7494E-01    6.2505E-01    6.8951E-06
    9.427862E+03    1.2943E-13    4.4139E-05    7.9422E-01    2.0574E-01    1.6298E-07
    9.980186E+03    1.5160E-12    2.7266E-04    9.8076E-01    1.8971E-02    3.8315E-10
    1.051024E+04    1.7503E-11    1.5901E-03    9.9727E-01    1.1436E-03    4.2000E-13
    1.103266E+04    2.0816E-10    9.4474E-03    9.9049E-01    6.4502E-05    3.9613E-16
    1.157520E+04    3.0204E-09    6.4481E-02    9.3552E-01    2.5632E-06    1.6987E-19
    1.212776E+04    4.2949E-08    4.0049E-01    5.9951E-01    4.2072E-08    1.4816E-23
    1.269479E+04    2.4064E-07    9.0023E-01    9.9773E-02    1.0564E-10    9.4103E-29
    1.331965E+04    7.6883E-07    9.9427E-01    5.7338E-03    5.3786E-14    5.7029E-35
    1.408523E+04    2.1382E-06    9.9971E-01    2.8801E-04    2.0820E-17    1.9655E-41
    1.491186E+04    7.0599E-06    9.9998E-01    1.5016E-05    1.0880E-20    1.5475E-47
    1.568821E+04    3.0580E-05    9.9997E-01    5.9035E-07    3.1404E-24    4.7384E-54
    1.625502E+04    1.2161E-04    9.9988E-01    2.6245E-08    1.1729E-27    2.5686E-60
    1.670819E+04    2.9927E-04    9.9970E-01    2.2759E-09    1.9443E-30    3.4755E-62
    1.717963E+04    4.7319E-04    9.9953E-01    4.0600E-10    1.7760E-32    6.4219E-63
    1.778636E+04    7.6374E-04    9.9924E-01    7.9258E-11    2.2743E-34    1.2997E-63
    1.850376E+04    1.3558E-03    9.9864E-01    1.3994E-11    2.4565E-36    2.3839E-64
    1.923697E+04    2.4351E-03    9.9756E-01    2.4440E-12    2.6631E-38    4.3237E-65
    1.996553E+04    4.2404E-03    9.9576E-01    4.2014E-13    2.6729E-40    7.7202E-66
    2.069635E+04    7.5571E-03    9.9244E-01    6.6007E-14    2.1338E-42    1.2636E-66
    2.142328E+04    1.4067E-02    9.8593E-01    9.4691E-15    1.4016E-44    1.8959E-67
    2.213571E+04    2.6277E-02    9.7372E-01    1.3092E-15    8.3925E-47    2.7529E-68
    2.283975E+04    4.6354E-02    9.5365E-01    1.8777E-16    5.2959E-49    4.1832E-69
    2.354614E+04    7.4609E-02    9.2539E-01    2.9562E-17    4.3570E-51    7.0794E-70
    2.426134E+04    1.1427E-01    8.8573E-01    4.9474E-18    3.2601E-52    1.2972E-70
    2.497286E+04    1.7556E-01    8.2444E-01    7.7518E-19    2.9913E-52    2.2709E-71
    2.567087E+04    2.7681E-01    7.2319E-01    9.6324E-20    3.0036E-52    3.2385E-72
    2.637258E+04    4.3916E-01    5.6084E-01    8.3702E-21    2.7793E-52    3.3783E-73
    2.710938E+04    6.4012E-01    3.5988E-01    4.6837E-22    2.1794E-52    2.3429E-74
    2.790409E+04    8.2013E-01    1.7987E-01    1.3791E-23    1.2666E-52    8.2489E-76
    2.872727E+04    9.2445E-01    7.5553E-02    2.2823E-25    5.4818E-53    1.4507E-77
    2.950465E+04    9.7241E-01    2.7587E-02    2.3298E-27    1.9009E-53    1.4508E-79
    3.021305E+04    9.9075E-01    9.2498E-03    1.9113E-29    6.0682E-54    1.1658E-81
    3.086675E+04    9.9679E-01    3.2112E-03    2.4298E-31    2.1804E-54    1.5718E-83
    3.151185E+04    9.9874E-01    1.2580E-03    6.2920E-33    9.6490E-55    4.7524E-85
    3.221179E+04    9.9947E-01    5.3142E-04    3.6546E-34    4.9137E-55    3.4738E-86
    3.310577E+04    9.9978E-01    2.1932E-04    6.0754E-35    2.7394E-55    8.1350E-87
    3.443180E+04    9.9988E-01    1.1503E-04    3.8856E-35    2.1860E-55    6.3987E-87
    3.625360E+04    9.9986E-01    1.4392E-04    6.8531E-35    3.2981E-55    9.9794E-87
    3.811533E+04    9.9953E-01    4.6999E-04    3.2111E-34    8.4106E-55    3.6097E-86
