#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
3.0842e+03 4.4880e-10 9.3957e-02 9.0604e-01 1.9304e-06 0.0000e+00 0.0000e+00 0.0000e+00
3.2726e+03 3.9815e-10 9.1377e-02 9.0862e-01 1.9112e-06 0.0000e+00 0.0000e+00 0.0000e+00
3.4725e+03 3.7218e-10 9.3126e-02 9.0687e-01 1.7308e-06 0.0000e+00 0.0000e+00 0.0000e+00
3.6846e+03 3.2948e-10 9.2561e-02 9.0744e-01 1.6133e-06 0.0000e+00 0.0000e+00 0.0000e+00
3.9097e+03 2.6120e-10 8.6945e-02 9.1305e-01 1.6181e-06 0.0000e+00 0.0000e+00 0.0000e+00
4.1484e+03 2.5894e-10 9.2189e-02 9.0781e-01 1.3733e-06 0.0000e+00 0.0000e+00 0.0000e+00
4.4019e+03 3.3832e-10 1.1233e-01 8.8766e-01 9.6780e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 4.7108e-10 1.4512e-01 8.5487e-01 5.9405e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 5.7288e-10 1.7790e-01 8.2210e-01 3.7436e-07 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 7.1086e-10 2.2177e-01 7.7823e-01 2.2008e-07 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 1.0434e-09 3.0225e-01 6.9775e-01 1.0125e-07 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 1.6322e-09 4.2472e-01 5.7528e-01 3.6004e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 2.4941e-09 5.7596e-01 4.2404e-01 1.0111e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 3.9457e-09 7.5628e-01 2.4372e-01 1.5974e-09 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 5.8746e-09 8.9880e-01 1.0120e-01 1.2684e-10 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 7.8893e-09 9.6694e-01 3.3057e-02 6.1818e-12 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 1.1197e-08 9.9216e-01 7.8391e-03 1.4656e-13 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 1.8356e-08 9.9864e-01 1.3617e-03 1.7245e-15 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 3.0312e-08 9.9975e-01 2.4546e-04 2.2827e-17 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 5.4740e-08 9.9997e-01 3.3588e-05 1.5176e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 1.2788e-07 1.0000e+00 2.1812e-06 1.5794e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 2.7763e-07 1.0000e+00 1.6072e-07 2.1959e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 5.2292e-07 1.0000e+00 1.5334e-08 5.5696e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 8.3706e-07 1.0000e+00 2.0011e-09 2.9528e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 1.1821e-06 1.0000e+00 3.8172e-10 4.0400e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.6034e-06 1.0000e+00 8.0708e-11 7.1108e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 2.1065e-06 1.0000e+00 1.7259e-11 1.2601e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 2.4648e-06 1.0000e+00 5.4370e-12 5.9342e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 3.0922e-06 1.0000e+00 2.0878e-12 5.0703e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.1226e-06 1.0000e+00 9.4998e-13 7.2258e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 6.1072e-06 9.9999e-01 4.2298e-13 1.0496e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 7.2012e-06 9.9999e-01 2.4963e-13 2.7881e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 9.1720e-06 9.9999e-01 9.9612e-14 2.6766e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 8.9969e-06 9.9999e-01 7.6692e-14 1.2863e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.4552e-06 9.9999e-01 4.2337e-14 2.6092e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.1358e-05 9.9999e-01 1.7291e-14 2.5504e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.2118e-05 9.9999e-01 1.0714e-14 7.1466e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.3457e-05 9.9999e-01 6.0147e-15 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.4256e-05 9.9999e-01 3.9064e-15 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.6978e-05 9.9998e-01 1.6660e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.0122e-05 9.9998e-01 6.0295e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.4678e-05 9.9998e-01 1.4080e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.9879e-05 9.9997e-01 3.8046e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 3.1314e-05 9.9997e-01 1.6015e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.9745e-05 9.9997e-01 8.5182e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.9163e-05 9.9997e-01 4.3159e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 2.7786e-05 9.9997e-01 2.8410e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 2.3228e-05 9.9998e-01 2.6652e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.0098e-05 9.9998e-01 2.1255e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.6426e-05 9.9998e-01 2.1318e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.1844e-05 9.9999e-01 3.2303e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.4811e-06 9.9999e-01 3.2307e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 7.3068e-06 9.9999e-01 2.9897e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 5.8658e-06 9.9999e-01 1.7196e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.1398e-06 1.0000e+00 1.9197e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.1374e-06 1.0000e+00 2.5171e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.3498e-07 1.0000e+00 8.0146e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 6.0656e-08 1.0000e+00 2.1264e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 3.4370e-08 1.0000e+00 2.2075e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.3666e-08 1.0000e+00 3.1031e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.9825e-08 1.0000e+00 2.7575e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.7788e-08 1.0000e+00 1.6608e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.5358e-08 1.0000e+00 1.0064e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.2262e-08 1.0000e+00 8.7203e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0905e-08 1.0000e+00 4.1892e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0880e-08 1.0000e+00 1.3247e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.8746e-09 1.0000e+00 7.2012e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 8.2282e-09 1.0000e+00 5.8178e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 8.3283e-09 1.0000e+00 2.1345e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 6.6623e-09 1.0000e+00 2.0544e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 4.6413e-09 1.0000e+00 3.6482e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.3572e-09 1.0000e+00 1.8070e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.6401e-09 1.0000e+00 1.5016e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 3.5201e-09 1.0000e+00 6.8986e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 3.4851e-09 1.0000e+00 3.0311e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.8981e-09 1.0000e+00 2.6345e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 2.8074e-09 1.0000e+00 1.3351e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 2.5891e-09 1.0000e+00 8.4202e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 2.0398e-09 1.0000e+00 9.6208e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.4660e-09 1.0000e+00 1.6552e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.5223e-09 1.0000e+00 7.5262e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.4239e-09 1.0000e+00 5.4331e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.2758e-09 1.0000e+00 4.9084e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0522e-09 1.0000e+00 6.4877e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0138e-09 1.0000e+00 5.1934e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 9.9302e-10 1.0000e+00 4.2002e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0890e-09 1.0000e+00 2.6616e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.1055e-09 1.0000e+00 2.4313e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.1074e-09 1.0000e+00 2.2947e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.2117e-09 1.0000e+00 1.8755e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0691e-09 1.0000e+00 1.9871e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.9567e-10 1.0000e+00 3.9867e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 39.9685
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 3.4865e-14 6.7088e-04 9.9885e-01 4.7452e-04 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 2.4565e-09 2.7900e-01 7.2100e-01 2.4894e-07 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 2.5553e-09 2.8688e-01 7.1312e-01 2.3227e-07 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 2.6829e-09 2.9681e-01 7.0319e-01 2.1316e-07 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 2.5158e-09 2.8377e-01 7.1623e-01 2.3866e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 2.6177e-09 2.9183e-01 7.0817e-01 2.2244e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 2.4813e-09 2.8093e-01 7.1907e-01 2.4479e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 2.4376e-09 2.7717e-01 7.2283e-01 2.5331e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 2.4988e-09 2.8115e-01 7.1885e-01 2.4535e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 2.3543e-09 2.6736e-01 7.3264e-01 2.7978e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 2.5637e-09 2.8032e-01 7.1968e-01 2.5248e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 2.5757e-09 2.8094e-01 7.1906e-01 2.5140e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6065e+03 2.3372e-09 2.6571e-01 7.3429e-01 2.8427e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.7047e+03 2.1946e-09 2.5556e-01 7.4444e-01 3.1007e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.8088e+03 2.1705e-09 2.5421e-01 7.4579e-01 3.1317e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.9193e+03 1.9921e-09 2.4071e-01 7.5929e-01 3.5308e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.0365e+03 1.8918e-09 2.3345e-01 7.6655e-01 3.7614e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.1609e+03 1.7162e-09 2.2066e-01 7.7934e-01 4.2080e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.2929e+03 1.4785e-09 2.0395e-01 7.9605e-01 4.8513e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.4330e+03 1.2494e-09 1.8609e-01 8.1391e-01 5.7075e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.5816e+03 1.0997e-09 1.7334e-01 8.2666e-01 6.4570e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.7393e+03 1.0715e-09 1.7294e-01 8.2706e-01 6.3826e-07 0.0000e+00 0.0000e+00 0.0000e+00
2.9067e+03 9.6710e-10 1.6421e-01 8.3579e-01 6.9220e-07 0.0000e+00 0.0000e+00 0.0000e+00
3.0842e+03 8.9678e-10 1.6224e-01 8.3776e-01 6.7963e-07 0.0000e+00 0.0000e+00 0.0000e+00
3.2726e+03 8.1244e-10 1.6025e-01 8.3975e-01 6.5683e-07 0.0000e+00 0.0000e+00 0.0000e+00
3.4725e+03 7.6993e-10 1.6483e-01 8.3517e-01 5.8161e-07 0.0000e+00 0.0000e+00 0.0000e+00
3.6846e+03 6.9799e-10 1.6661e-01 8.3339e-01 5.2511e-07 0.0000e+00 0.0000e+00 0.0000e+00
3.9097e+03 5.6756e-10 1.5951e-01 8.4049e-01 5.1517e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.1484e+03 5.5294e-10 1.6668e-01 8.3332e-01 4.4382e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.4019e+03 7.3278e-10 2.0413e-01 7.9587e-01 2.9263e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 9.8474e-10 2.5498e-01 7.4502e-01 1.7582e-07 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 1.2428e-09 3.1800e-01 6.8200e-01 9.5353e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 1.5403e-09 3.9116e-01 6.0884e-01 4.9281e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 2.1846e-09 5.0852e-01 4.9148e-01 1.8633e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 3.1408e-09 6.5130e-01 3.4870e-01 5.1880e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 4.3724e-09 7.9219e-01 2.0781e-01 9.9430e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 6.0871e-09 9.0669e-01 9.3311e-02 1.0207e-10 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 8.2154e-09 9.6764e-01 3.2364e-02 5.9994e-12 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 1.1168e-08 9.9136e-01 8.6426e-03 1.9143e-13 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 1.6675e-08 9.9817e-01 1.8303e-03 3.6143e-15 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 2.5758e-08 9.9959e-01 4.1334e-04 8.4403e-17 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 4.4003e-08 9.9993e-01 6.9394e-05 9.4338e-19 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 8.4458e-08 9.9999e-01 7.9865e-06 4.0788e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 2.1191e-07 1.0000e+00 4.1348e-07 2.4006e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 3.9959e-07 1.0000e+00 4.6109e-08 9.3575e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 6.9127e-07 1.0000e+00 5.6674e-09 4.4622e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.0498e-06 1.0000e+00 8.5590e-10 3.3954e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 1.4670e-06 1.0000e+00 1.6522e-10 4.7599e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 2.0141e-06 1.0000e+00 3.3024e-11 7.2435e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 2.5830e-06 1.0000e+00 7.6419e-12 1.5656e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 3.0815e-06 1.0000e+00 2.2803e-12 6.4441e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 3.8046e-06 1.0000e+00 9.3413e-13 6.4977e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 5.2420e-06 9.9999e-01 3.8819e-13 7.3965e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 7.7591e-06 9.9999e-01 1.7508e-13 1.1123e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 9.4884e-06 9.9999e-01 9.2596e-14 2.2463e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.1926e-05 9.9999e-01 3.8484e-14 2.3878e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.2288e-05 9.9999e-01 2.5428e-14 7.8192e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.2794e-05 9.9999e-01 1.4429e-14 1.6956e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.4072e-05 9.9999e-01 7.7241e-15 3.2230e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.5494e-05 9.9998e-01 4.3204e-15 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.7226e-05 9.9998e-01 2.4046e-15 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.9256e-05 9.9998e-01 1.3094e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.1407e-05 9.9998e-01 6.8934e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.6703e-05 9.9997e-01 2.0764e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 3.3174e-05 9.9997e-01 4.5212e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.5384e-05 9.9996e-01 1.8515e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 3.9127e-05 9.9996e-01 6.4110e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 3.5345e-05 9.9996e-01 4.0634e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 3.4339e-05 9.9997e-01 2.1177e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.2631e-05 9.9997e-01 1.4083e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 3.0139e-05 9.9997e-01 9.4377e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.2864e-05 9.9998e-01 1.1966e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.8749e-05 9.9998e-01 1.1980e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.4988e-05 9.9999e-01 1.3146e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.1601e-05 9.9999e-01 1.4811e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.9615e-06 9.9999e-01 9.7943e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 7.4459e-06 9.9999e-01 7.0984e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 4.4249e-06 1.0000e+00 5.7879e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.4663e-06 1.0000e+00 1.0106e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 3.5832e-07 1.0000e+00 1.8869e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.1663e-08 1.0000e+00 4.0315e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 4.5944e-08 1.0000e+00 5.0306e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.2217e-08 1.0000e+00 5.2939e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.7497e-08 1.0000e+00 4.1352e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.4281e-08 1.0000e+00 2.8775e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 2.1891e-08 1.0000e+00 1.5438e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.7019e-08 1.0000e+00 1.4355e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.5589e-08 1.0000e+00 6.8659e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.6502e-08 1.0000e+00 2.1189e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.5553e-08 1.0000e+00 1.0778e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.4187e-08 1.0000e+00 6.3102e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.3659e-08 1.0000e+00 3.1250e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.1118e-08 1.0000e+00 2.7479e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 8.7834e-09 1.0000e+00 2.7006e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 7.3277e-09 1.0000e+00 2.2101e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 7.3446e-09 1.0000e+00 9.8199e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 6.5482e-09 1.0000e+00 6.5422e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 5.4911e-09 1.0000e+00 5.3869e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 4.3406e-09 1.0000e+00 5.4855e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 4.3696e-09 1.0000e+00 2.5591e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 3.4631e-09 1.0000e+00 2.7046e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 2.7497e-09 1.0000e+00 2.9416e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 2.5915e-09 1.0000e+00 1.8873e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 2.1802e-09 1.0000e+00 1.8589e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.6832e-09 1.0000e+00 2.5975e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.7502e-09 1.0000e+00 1.4136e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.3562e-09 1.0000e+00 2.2355e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.3034e-09 1.0000e+00 1.8228e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
