#NTIMES: 49
#TIMES[d]: 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
4148.46 6.0139e+03 1.2231e-16 3.2944e+06 1.5915e+06
4670.75 5.9329e+03 1.1741e-16 3.1498e+06 1.5708e+06
4956.05 6.1928e+03 1.0683e-16 2.9580e+06 1.3579e+06
5258.79 6.5871e+03 9.6832e-17 2.7642e+06 1.1561e+06
5580.02 6.9504e+03 9.1670e-17 2.6640e+06 1.0418e+06
5920.87 7.2645e+03 8.5847e-17 2.5147e+06 9.4719e+05
6282.54 7.5258e+03 7.9033e-17 2.3382e+06 8.6100e+05
6666.30 7.5961e+03 7.3939e-17 2.1990e+06 8.0476e+05
7073.50 7.6112e+03 6.8332e-17 2.0462e+06 7.4987e+05
7505.58 7.6669e+03 5.9767e-17 1.8188e+06 6.6737e+05
7964.05 7.5361e+03 5.2227e-17 1.6126e+06 5.9988e+05
8450.53 7.1542e+03 4.7076e-17 1.4626e+06 5.6400e+05
8966.72 6.7297e+03 4.1280e-17 1.2861e+06 5.2407e+05
9514.44 6.2911e+03 3.5005e-17 1.0871e+06 4.7791e+05
10095.62 5.8139e+03 2.9770e-17 9.0490e+05 4.4165e+05
10712.30 5.4057e+03 2.4387e-17 7.2775e+05 3.9341e+05
11366.65 5.1272e+03 1.8663e-17 5.4591e+05 3.2365e+05
12061.10 4.9817e+03 1.3335e-17 3.8902e+05 2.4366e+05
12793.43 4.8684e+03 9.8196e-18 2.8656e+05 1.8550e+05
13528.61 4.8344e+03 7.4258e-18 2.1963e+05 1.4381e+05
14194.74 4.7880e+03 5.5445e-18 1.7208e+05 1.1050e+05
14757.77 4.7960e+03 4.2437e-18 1.3687e+05 8.8072e+04
15240.48 4.6825e+03 4.1015e-18 1.3800e+05 9.1356e+04
15646.99 4.5912e+03 4.8924e-18 1.6570e+05 1.2002e+05
15960.30 4.6437e+03 6.8128e-18 2.3218e+05 1.8223e+05
16187.41 4.7884e+03 7.4717e-18 2.6066e+05 2.1177e+05
16354.17 4.9615e+03 7.3323e-18 2.6194e+05 2.1456e+05
16484.18 4.9882e+03 6.4472e-18 2.3704e+05 1.9200e+05
16593.12 5.2444e+03 5.3607e-18 2.0575e+05 1.6132e+05
16691.99 5.4223e+03 4.6129e-18 1.7725e+05 1.3989e+05
16788.59 5.2705e+03 4.1208e-18 1.7549e+05 1.2585e+05
16888.37 5.5016e+03 3.7291e-18 1.5184e+05 1.1469e+05
16998.79 5.5468e+03 3.3567e-18 1.4094e+05 1.0398e+05
17146.37 5.4669e+03 2.9749e-18 1.2969e+05 9.2814e+04
17415.23 5.6544e+03 2.4414e-18 1.0744e+05 7.6748e+04
17888.12 5.7670e+03 1.7479e-18 8.2037e+04 5.5449e+04
18532.37 5.8097e+03 1.3206e-18 6.4524e+04 4.2118e+04
19260.76 5.8911e+03 9.7438e-19 4.9055e+04 3.1147e+04
20034.10 5.9537e+03 6.8140e-19 3.6038e+04 2.1802e+04
20838.00 6.1645e+03 4.8410e-19 2.7576e+04 1.5497e+04
21647.97 6.4029e+03 3.6828e-19 2.0938e+04 1.1801e+04
22447.94 6.6968e+03 2.6474e-19 1.6272e+04 8.4986e+03
23245.88 7.0609e+03 1.8699e-19 1.2047e+04 6.0247e+03
24052.47 7.8518e+03 1.3701e-19 8.6739e+03 4.4450e+03
24867.72 7.9834e+03 1.0511e-19 7.1450e+03 3.4513e+03
25698.86 9.0965e+03 8.1693e-20 5.4177e+03 2.7338e+03
26587.16 9.7033e+03 6.1656e-20 4.3201e+03 2.1231e+03
27637.54 1.0524e+04 4.4098e-20 3.4170e+03 1.5865e+03
28986.97 1.2498e+04 2.9680e-20 2.3850e+03 1.1376e+03
#TIME: 210.86
#NVEL 78
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1060.83 4.1534e+03 4.0141e-16 5.0355e+06 3.0305e+06
1919.29 4.0570e+03 4.1113e-16 6.2887e+06 3.9126e+06
2581.60 4.4210e+03 3.3798e-16 6.3157e+06 3.5068e+06
3084.17 5.0618e+03 2.8296e-16 6.0660e+06 3.0163e+06
3472.46 5.5736e+03 2.1470e-16 5.1154e+06 2.3747e+06
3909.64 6.0123e+03 1.3839e-16 3.6592e+06 1.6874e+06
4148.46 5.9832e+03 1.1719e-16 3.1430e+06 1.5249e+06
4670.75 5.9025e+03 1.1249e-16 3.0136e+06 1.5049e+06
4956.05 6.1606e+03 1.0235e-16 2.8153e+06 1.3011e+06
5258.79 6.5587e+03 9.2773e-17 2.6460e+06 1.1079e+06
5580.02 6.9281e+03 8.7828e-17 2.5550e+06 9.9819e+05
5920.87 7.2402e+03 8.2249e-17 2.4060e+06 9.0773e+05
6282.54 7.5081e+03 7.5721e-17 2.2401e+06 8.2506e+05
6666.30 7.5756e+03 7.0840e-17 2.1060e+06 7.7122e+05
7073.50 7.5839e+03 6.5468e-17 1.9590e+06 7.1865e+05
7505.58 7.6471e+03 5.7262e-17 1.7453e+06 6.3948e+05
7964.05 7.5187e+03 5.0039e-17 1.5460e+06 5.7486e+05
8450.53 7.1271e+03 4.5103e-17 1.4013e+06 5.4047e+05
8966.72 6.7003e+03 3.9550e-17 1.2340e+06 5.0211e+05
9514.44 6.2622e+03 3.3538e-17 1.0412e+06 4.5790e+05
10095.62 5.7888e+03 2.8522e-17 8.6448e+05 4.2316e+05
10712.30 5.3843e+03 2.3365e-17 6.9600e+05 3.7694e+05
11366.65 5.1102e+03 1.7881e-17 5.2051e+05 3.1009e+05
12061.10 4.9488e+03 1.2776e-17 3.7286e+05 2.3345e+05
12793.43 4.8269e+03 9.4081e-18 2.7638e+05 1.7772e+05
13528.61 4.7973e+03 7.1146e-18 2.1182e+05 1.3777e+05
14194.74 4.8092e+03 5.3122e-18 1.6028e+05 1.0589e+05
14757.77 4.7950e+03 4.0659e-18 1.3058e+05 8.4378e+04
15240.48 4.6643e+03 3.9297e-18 1.3203e+05 8.7522e+04
15646.99 4.5641e+03 4.6873e-18 1.6085e+05 1.1497e+05
15960.30 4.5799e+03 6.5272e-18 2.2337e+05 1.7459e+05
16187.41 4.7843e+03 7.1585e-18 2.4846e+05 2.0287e+05
16354.17 4.8841e+03 7.0250e-18 2.5282e+05 2.0560e+05
16484.18 4.9637e+03 6.1770e-18 2.2839e+05 1.8394e+05
16593.12 5.1449e+03 5.1360e-18 2.0083e+05 1.5456e+05
16691.99 5.2242e+03 4.4196e-18 1.7311e+05 1.3403e+05
16788.59 5.2394e+03 3.9481e-18 1.6300e+05 1.2057e+05
16888.37 5.4991e+03 3.5729e-18 1.4649e+05 1.0987e+05
16998.79 5.5775e+03 3.2160e-18 1.3234e+05 9.9621e+04
17146.37 5.5817e+03 2.8503e-18 1.2390e+05 8.8927e+04
17415.23 5.6201e+03 2.3390e-18 1.0400e+05 7.3527e+04
17888.12 5.7848e+03 1.6747e-18 7.7893e+04 5.3122e+04
18532.37 5.7899e+03 1.2653e-18 6.1767e+04 4.0347e+04
19260.76 5.9087e+03 9.3354e-19 4.6896e+04 2.9845e+04
20034.10 5.9996e+03 6.5284e-19 3.4851e+04 2.0888e+04
20838.00 5.9953e+03 4.6382e-19 2.6486e+04 1.4846e+04
21647.97 6.2932e+03 3.5284e-19 2.0427e+04 1.1306e+04
22447.94 6.4996e+03 2.5365e-19 1.5911e+04 8.1428e+03
23245.88 7.1388e+03 1.7915e-19 1.1016e+04 5.7725e+03
24052.47 7.8956e+03 1.3127e-19 8.2559e+03 4.2587e+03
24867.72 8.2892e+03 1.0071e-19 6.6220e+03 3.3066e+03
25698.86 8.8768e+03 7.8269e-20 5.2304e+03 2.6197e+03
26587.16 9.6321e+03 5.9072e-20 4.1510e+03 2.0341e+03
