#NTIMES:     65
#NSTAGES:     5
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           cl0           cl1           cl2           cl3           cl4
    8.772128E+02    1.0000E-99    1.0000E-99    1.0000E-99    6.5156E-07    1.0000E+00
    8.825108E+02    1.0000E-99    1.0000E-99    1.0000E-99    6.5156E-07    1.0000E+00
    8.985975E+02    1.0000E-99    1.0000E-99    1.0000E-99    6.5156E-07    1.0000E+00
    9.316560E+02    1.0000E-99    1.0000E-99    1.0000E-99    6.5156E-07    1.0000E+00
    9.893707E+02    1.0000E-99    1.0000E-99    1.0000E-99    6.5156E-07    1.0000E+00
    1.050609E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.5152E-07    1.0000E+00
    1.115637E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.5118E-07    1.0000E+00
    1.184691E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.4951E-07    1.0000E+00
    1.258018E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.4582E-07    1.0000E+00
    1.335885E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.3781E-07    1.0000E+00
    1.418571E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.7284E-07    1.0000E+00
    1.506375E+03    1.0000E-99    1.0000E-99    1.0000E-99    2.1325E-07    1.0000E+00
    1.599613E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.9459E-07    1.0000E+00
    1.698623E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.3738E-07    1.0000E+00
    1.803761E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.2088E-07    1.0000E+00
    1.915407E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.4958E-08    1.0000E+00
    2.033963E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.2385E-08    1.0000E+00
    2.159857E+03    1.0000E-99    1.0000E-99    1.0000E-99    4.1876E-08    1.0000E+00
    2.293544E+03    1.0000E-99    1.0000E-99    1.0000E-99    2.9210E-08    1.0000E+00
    2.435505E+03    1.0000E-99    1.0000E-99    1.0000E-99    2.1474E-08    1.0000E+00
    2.586253E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.4076E-08    1.0000E+00
    2.746332E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.1498E-08    1.0000E+00
    2.916319E+03    1.0000E-99    1.0000E-99    1.0000E-99    9.5932E-09    1.0000E+00
    3.096828E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.3327E-09    1.0000E+00
    3.288509E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.8044E-09    1.0000E+00
    3.492055E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.7682E-09    1.0000E+00
    3.708199E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.8758E-09    1.0000E+00
    3.937722E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.8956E-09    1.0000E+00
    4.181452E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.8197E-09    1.0000E+00
    4.440267E+03    1.0000E-99    1.0000E-99    1.0000E-99    9.2402E-09    1.0000E+00
    4.715102E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.9937E-09    1.0000E+00
    5.006948E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.4633E-09    1.0000E+00
    5.316859E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.7700E-09    1.0000E+00
    5.645951E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.5311E-09    1.0000E+00
    5.995413E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.4931E-09    1.0000E+00
    6.366506E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.5629E-09    1.0000E+00
    6.760567E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.6368E-09    1.0000E+00
    7.179019E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.7703E-09    1.0000E+00
    7.623372E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.1140E-09    1.0000E+00
    8.095229E+03    1.0000E-99    1.0000E-99    1.0000E-99    6.5449E-09    1.0000E+00
    8.596292E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.1572E-09    1.0000E+00
    9.128368E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.6158E-09    1.0000E+00
    9.693378E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.2022E-08    1.0000E+00
    1.029336E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.9992E-08    1.0000E+00
    1.093048E+04    1.0000E-99    1.0000E-99    1.0000E-99    5.0633E-08    1.0000E+00
    1.160703E+04    1.0000E-99    1.0000E-99    1.0000E-99    2.1126E-07    1.0000E+00
    1.232546E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.6234E-06    1.0000E+00
    1.308836E+04    1.0000E-99    1.0000E-99    1.0000E-99    9.6107E-06    9.9999E-01
    1.389955E+04    1.0000E-99    1.0000E-99    1.0000E-99    7.9979E-05    9.9992E-01
    1.474312E+04    1.0000E-99    1.0000E-99    1.0000E-99    4.5138E-03    9.9549E-01
    1.540367E+04    1.0000E-99    1.0000E-99    1.0000E-99    9.6242E-01    3.7582E-02
    1.581332E+04    1.0000E-99    1.0000E-99    1.0000E-99    9.9996E-01    4.4515E-05
    1.611284E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.5324E-08
    1.636570E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    4.3400E-12
    1.654730E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    5.5190E-15
    1.669441E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.3460E-17
    1.681682E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.8579E-20
    1.692241E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    2.4449E-23
    1.702116E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.1718E-25
    1.711664E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.0289E-27
    1.721561E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.7352E-29
    1.732334E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6277E-30
    1.744562E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    8.5780E-32
    1.759425E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    4.7923E-33
    1.788224E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    7.4117E-35
    1.867332E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.0711E-37
    1.962851E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    5.3931E-37
    2.067444E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.2823E-36
    2.182447E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    2.3491E-36
    2.306690E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    5.7543E-36
    2.438107E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.1750E-35
    2.587845E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.9484E-35
    2.749199E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.4667E-35
    2.896661E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.8810E-35
    3.023928E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    3.5299E-35
    3.138852E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    4.7307E-35
    3.250795E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    5.8421E-35
    3.365620E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    7.9246E-35
    3.486705E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    9.5532E-35
    3.613166E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.1415E-34
    3.742115E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.3451E-34
    3.871394E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5391E-34
    3.997047E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5774E-34
    4.112379E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6370E-34
    4.218343E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.7566E-34
    4.320753E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.8728E-34
    4.423621E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.9493E-34
    4.529664E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.9705E-34
    4.639486E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.9393E-34
    4.752261E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.8871E-34
    4.867617E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.8247E-34
    4.985675E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.7571E-34
    5.106564E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6888E-34
    5.230378E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6267E-34
    5.357136E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5784E-34
    5.486695E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5492E-34
    5.618695E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5428E-34
    5.752536E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5600E-34
    5.887450E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5951E-34
    6.022291E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6354E-34
    6.155592E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6696E-34
    6.285824E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6931E-34
    6.411280E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.7053E-34
    6.529403E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.7095E-34
    6.638404E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.7060E-34
    6.736672E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6900E-34
    6.821143E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6722E-34
    6.893337E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6491E-34
    6.953439E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.6167E-34
    6.977430E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.5451E-34
    6.989457E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.4181E-34
    6.995478E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.2255E-34
    6.998490E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    1.0367E-34
    6.999922E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    8.5603E-35
    6.999997E+04    1.0000E-99    1.0000E-99    1.0000E-99    1.0000E+00    8.3664E-35
#TIME:     0.666
#NVEL: 115
#vel_mid[km/s]           cl0           cl1           cl2           cl3           cl4
    8.772128E+02    1.0000E-99    1.0000E-99    1.0000E-99    8.3436E-07    1.0000E+00
    8.833155E+02    1.0000E-99    1.0000E-99    1.0000E-99    8.3436E-07    1.0000E+00
    9.018795E+02    1.0000E-99    1.0000E-99    1.0000E-99    8.3436E-07    1.0000E+00
    9.401862E+02    1.0000E-99    1.0000E-99    1.0000E-99    8.3438E-07    1.0000E+00
    1.001110E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.3437E-07    1.0000E+00
    1.062646E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.3417E-07    1.0000E+00
    1.127988E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.3288E-07    1.0000E+00
    1.197348E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.2985E-07    1.0000E+00
    1.270973E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.2356E-07    1.0000E+00
    1.349125E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.7058E-07    1.0000E+00
    1.432083E+03    1.0000E-99    1.0000E-99    1.0000E-99    4.7308E-07    1.0000E+00
    1.520141E+03    1.0000E-99    1.0000E-99    1.0000E-99    2.7330E-07    1.0000E+00
    1.613615E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.9964E-07    1.0000E+00
    1.712836E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.5629E-07    1.0000E+00
    1.818158E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.1392E-07    1.0000E+00
    1.929957E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.0728E-08    1.0000E+00
    2.048630E+03    1.0000E-99    1.0000E-99    1.0000E-99    5.8543E-08    1.0000E+00
    2.174600E+03    1.0000E-99    1.0000E-99    1.0000E-99    4.0018E-08    1.0000E+00
    2.308316E+03    1.0000E-99    1.0000E-99    1.0000E-99    2.7879E-08    1.0000E+00
    2.450254E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.8828E-08    1.0000E+00
    2.600920E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.3176E-08    1.0000E+00
    2.760850E+03    1.0000E-99    1.0000E-99    1.0000E-99    1.0386E-08    1.0000E+00
    2.930615E+03    1.0000E-99    1.0000E-99    1.0000E-99    8.6800E-09    1.0000E+00
    3.110818E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.6413E-09    1.0000E+00
    3.302102E+03    1.0000E-99    1.0000E-99    1.0000E-99    7.2380E-09    1.0000E+00
