#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 18
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7
1.754780E+04 1.942885E-10 6.093047E-03 9.939058E-01 1.173106E-06 2.256899E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 1.524630E-10 5.714943E-03 9.942838E-01 1.259659E-06 2.680875E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 2.023651E-10 7.457562E-03 9.925416E-01 7.925865E-07 8.856833E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 2.683098E-10 9.821358E-03 9.901782E-01 4.599858E-07 2.302229E-23 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 3.086831E-10 1.199672E-02 9.880030E-01 2.839698E-07 6.658512E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 3.602648E-10 1.474319E-02 9.852566E-01 1.689111E-07 1.724074E-24 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 4.943511E-10 1.977195E-02 9.802280E-01 8.651519E-08 3.091473E-25 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 6.357818E-10 2.593968E-02 9.740603E-01 4.249003E-08 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 7.401292E-10 3.205898E-02 9.679410E-01 2.268577E-08 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 8.803766E-10 3.973974E-02 9.602602E-01 1.222109E-08 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 1.087428E-09 4.980244E-02 9.501975E-01 6.583260E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 1.419345E-09 6.460387E-02 9.353961E-01 3.245894E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 1.867473E-09 8.510838E-02 9.148916E-01 1.473627E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 2.561215E-09 1.170128E-01 8.829872E-01 5.631026E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 4.233308E-09 1.831494E-01 8.168506E-01 1.427150E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 7.326984E-09 3.003440E-01 6.996560E-01 2.368988E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 9.963519E-09 4.320649E-01 5.679351E-01 3.786912E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.097947E-08 5.429028E-01 4.570972E-01 7.357327E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 10.0
#NVEL: 31
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7
