#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6 s7 s8
1.862406e+03 4.492318e-28 2.262554e-20 2.049415e-13 1.282114e-07 3.164297e-03 9.968356e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 4.804508e-29 2.843750e-21 3.311215e-14 3.181364e-08 1.441352e-03 9.985586e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 4.542550e-30 3.246137e-22 4.991701e-15 7.604943e-09 6.390194e-04 9.993610e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 3.845686e-31 3.450636e-23 7.247948e-16 1.781754e-09 2.829844e-04 9.997170e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 3.962199e-32 4.427975e-24 1.235858e-16 4.738492e-10 1.347644e-04 9.998652e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 4.883394e-33 6.604209e-25 2.385887e-17 1.372001e-10 6.697226e-05 9.999330e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 8.986143e-34 1.432378e-25 6.384891e-18 5.067374e-11 3.817422e-05 9.999618e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 2.168994e-34 4.023711e-26 2.166614e-18 2.271373e-11 2.452321e-05 9.999755e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 8.497336e-35 1.802971e-26 1.125187e-18 1.419005e-11 1.886442e-05 9.999811e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 4.540087e-35 1.095442e-26 7.729790e-19 1.103590e-11 1.664699e-05 9.999834e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 3.952312e-35 1.039664e-26 7.920496e-19 1.166646e-11 1.753937e-05 9.999825e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 5.519003e-35 1.562807e-26 1.224016e-18 1.704880e-11 2.229458e-05 9.999777e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 1.564257e-34 4.605636e-26 3.526839e-18 4.049640e-11 3.755046e-05 9.999624e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 8.277532e-34 2.311087e-25 1.552865e-17 1.297917e-10 7.416668e-05 9.999258e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 3.332933e-33 8.318328e-25 4.761333e-17 3.052854e-10 1.201536e-04 9.998798e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 3.470159e-33 8.763621e-25 5.058197e-17 3.205485e-10 1.238082e-04 9.998762e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 1.588546e-33 4.596302e-25 3.027914e-17 2.241705e-10 1.028120e-04 9.998972e-01 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 6.391879e-34 2.139065e-25 1.651763e-17 1.461905e-10 8.227171e-05 9.999177e-01 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 3.609744e-34 1.319906e-25 1.119920e-17 1.109921e-10 7.099496e-05 9.999290e-01 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 2.671462e-34 1.041721e-25 9.476973e-18 9.999325e-11 6.745814e-05 9.999325e-01 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 2.767829e-34 1.136369e-25 1.068148e-17 1.122725e-10 7.289917e-05 9.999271e-01 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 3.658736e-34 1.527938e-25 1.430233e-17 1.428154e-10 8.419250e-05 9.999158e-01 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 5.844047e-34 2.465761e-25 2.252191e-17 2.058037e-10 1.048434e-04 9.998952e-01 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 1.363901e-33 5.817918e-25 5.086324e-17 3.954094e-10 1.541574e-04 9.998458e-01 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 5.013458e-33 2.100033e-24 1.656364e-16 1.004170e-09 2.662013e-04 9.997338e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 2.397871e-32 9.460906e-24 6.469503e-16 2.896438e-09 4.914448e-04 9.995086e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 2.066278e-31 7.530651e-23 4.191312e-15 1.243684e-08 1.135963e-03 9.988640e-01 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 5.378718e-30 1.706292e-21 6.790524e-14 1.065350e-07 3.940929e-03 9.960590e-01 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 5.412645e-28 1.364996e-19 3.242853e-12 2.075110e-06 2.161902e-02 9.783789e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 1.820901e-25 3.610134e-17 4.362245e-10 8.787826e-05 1.765482e-01 8.233639e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 1.164027e-22 1.768954e-14 8.606466e-08 3.702889e-03 8.276506e-01 1.686464e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 6.004135e-20 6.655186e-12 1.010334e-05 6.329660e-02 9.331728e-01 3.520497e-03 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 2.966356e-17 2.249215e-09 8.784977e-04 6.030504e-01 3.960574e-01 1.375607e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 2.926852e-15 1.526646e-07 1.449377e-02 9.623488e-01 2.315725e-02 4.682963e-09 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 2.233853e-13 6.881215e-06 1.450818e-01 8.542198e-01 6.915113e-04 7.118499e-13 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 1.158753e-11 1.811384e-04 7.059069e-01 2.939059e-01 6.082342e-06 2.091083e-17 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 6.467455e-10 3.223211e-03 9.885216e-01 8.255207e-03 8.044883e-10 6.993264e-25 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 3.810340e-06 6.980775e-01 3.019185e-01 1.512501e-07 3.135531e-20 6.340871e-44 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 1.347314e-02 9.865268e-01 1.798298e-08 8.568690e-26 2.119623e-53 4.926997e-100 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 9.884569e-01 1.154305e-02 5.831233e-19 4.869311e-49 6.434921e-94 3.801247e-167 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 9.999818e-01 1.818865e-05 4.960540e-29 2.732234e-70 1.480288e-130 7.212467e-228 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 9.999999e-01 1.029703e-07 2.178218e-37 3.821782e-88 1.514851e-161 1.623762e-279 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 1.000000e+00 1.606922e-09 8.331273e-44 1.260816e-101 9.938195e-185 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 1.000000e+00 6.535088e-13 2.894737e-56 3.888889e-128 1.203216e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 1.000000e+00 2.060811e-13 3.260135e-58 2.263514e-132 4.594595e-238 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 1.000000e+00 1.218868e-14 6.603774e-63 1.773585e-142 1.115094e-255 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 1.000000e+00 1.008368e-16 8.075314e-71 1.705021e-159 2.531381e-285 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 1.000000e+00 1.079051e-19 5.158103e-82 1.636364e-183 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 1.000000e+00 2.800000e-22 8.442105e-92 1.492632e-204 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 1.000000e+00 1.711462e-20 2.280632e-85 5.810277e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 1.000000e+00 2.107345e-28 3.401130e-115 5.039548e-255 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 1.000000e+00 9.407407e-32 7.925926e-128 3.600000e-282 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 1.000000e+00 1.033777e-31 9.549642e-128 4.769703e-282 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 1.000000e+00 1.156204e-31 1.191241e-127 6.642336e-282 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 1.000000e+00 1.246521e-31 1.385686e-127 8.330020e-282 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 1.000000e+00 1.386628e-31 1.712209e-127 1.145349e-281 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 1.000000e+00 5.844749e-33 3.050228e-130 8.584475e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 1.000000e+00 5.303704e-33 2.518519e-130 6.466667e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 1.000000e+00 4.811206e-33 2.070646e-130 4.799026e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 1.000000e+00 4.355828e-33 1.699387e-130 3.578732e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 1.000000e+00 3.905109e-33 1.364964e-130 2.576642e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 1.000000e+00 3.428571e-33 1.045113e-130 1.729323e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 1.000000e+00 3.271889e-33 9.493088e-131 1.497696e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 1.000000e+00 4.125683e-33 1.516393e-130 3.019126e-286 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 1.000000e+00 7.035398e-33 4.433628e-130 1.513274e-285 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 1.000000e+00 1.620321e-32 2.342246e-129 1.831551e-284 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 1.000000e+00 3.984772e-32 1.416244e-128 2.720812e-283 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 1.000000e+00 2.974576e-26 7.898305e-117 1.135593e-265 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 1.000000e+00 3.590361e-26 1.153012e-116 2.000000e-265 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 1.000000e+00 4.257095e-26 1.614357e-116 3.322204e-265 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 1.000000e+00 5.186104e-26 2.406948e-116 6.029777e-265 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 1.000000e+00 6.390977e-26 3.650376e-116 1.127820e-264 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 1.000000e+00 7.919075e-26 5.612717e-116 2.150289e-264 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 1.000000e+00 9.655172e-26 8.370690e-116 3.913793e-264 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 1.000000e+00 1.177070e-25 1.236943e-115 7.031847e-264 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 1.000000e+00 1.424581e-25 1.808194e-115 1.242086e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 1.000000e+00 1.715447e-25 2.631436e-115 2.181572e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 1.000000e+00 2.066929e-25 3.822835e-115 3.822835e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 1.000000e+00 2.491429e-25 5.548571e-115 6.685714e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 1.000000e+00 3.000000e-25 8.024793e-115 1.165289e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 1.000000e+00 3.608124e-25 1.160096e-114 2.019116e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 1.000000e+00 4.327586e-25 1.674138e-114 3.500000e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 1.000000e+00 5.198020e-25 2.403465e-114 6.014851e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 1.000000e+00 6.183746e-25 3.431095e-114 1.028269e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 1.000000e+00 7.400000e-25 4.855000e-114 1.725000e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 1.000000e+00 8.741259e-25 6.790210e-114 2.860140e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 1.000000e+00 1.029126e-24 9.427184e-114 4.669903e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 1.000000e+00 1.193971e-24 1.272608e-113 7.339450e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 1.000000e+00 1.376963e-24 1.694590e-113 1.127400e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 1.000000e+00 1.568849e-24 2.191874e-113 1.656885e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 1.000000e+00 1.767908e-24 2.782235e-113 2.369628e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 1.000000e+00 1.944444e-24 3.371528e-113 3.163194e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 1.000000e+00 2.129167e-24 4.045833e-113 4.158333e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 1.000000e+00 2.563636e-24 5.884848e-113 7.272727e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 1.000000e+00 2.556886e-24 5.814371e-113 7.125749e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 1.000000e+00 2.582822e-24 5.957055e-113 7.423313e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 1.000000e+00 2.602484e-24 6.031056e-113 7.577640e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 1.000000e+00 2.636943e-24 6.184713e-113 7.834395e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 1.000000e+00 3.116071e-24 8.669643e-113 1.303571e-259 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 1.000000e+00 3.207547e-24 9.160377e-113 1.415094e-259 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.112455e+00 
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6 s7 s8
4.386064e+02 1.322348e-24 4.530413e-17 1.744874e-10 2.292592e-05 6.103146e-02 9.389456e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 1.957337e-23 3.512376e-16 7.388367e-10 5.608970e-05 9.090399e-02 9.090399e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 2.602959e-24 6.331523e-17 1.879357e-10 2.140658e-05 5.527520e-02 9.447034e-01 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 8.030872e-25 2.305265e-17 8.377528e-11 1.201742e-05 4.090545e-02 9.590825e-01 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 2.415227e-25 8.863217e-18 4.084466e-11 7.533735e-06 3.242460e-02 9.675679e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 4.525503e-24 1.361271e-16 4.373446e-10 4.489299e-05 8.761373e-02 9.123414e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 8.965401e-24 2.595628e-16 7.663972e-10 6.861424e-05 1.106215e-01 8.893099e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 3.716411e-24 1.127938e-16 3.716411e-10 3.962244e-05 8.170320e-02 9.182572e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 8.579259e-25 2.845454e-17 1.115304e-10 1.587163e-05 4.911626e-02 9.508679e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 9.381318e-26 3.529475e-18 1.790979e-11 3.962459e-06 2.250204e-02 9.774940e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 1.974493e-26 8.124217e-19 4.895098e-12 1.465444e-06 1.275194e-02 9.872466e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 2.786057e-27 1.303604e-19 9.856520e-13 4.332099e-07 6.398789e-03 9.936008e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 2.440712e-28 1.354858e-20 1.361419e-13 9.579140e-08 2.719557e-03 9.972803e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 3.191363e-29 2.049626e-21 2.588856e-14 2.704405e-08 1.323315e-03 9.986767e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 3.956760e-30 2.961918e-22 4.748113e-15 7.438710e-09 6.353427e-04 9.993646e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 5.299950e-31 4.678576e-23 9.521634e-16 2.211358e-09 3.198246e-04 9.996802e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 5.941134e-32 6.303398e-24 1.651925e-16 5.854190e-10 1.507019e-04 9.998493e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 7.576225e-33 9.589726e-25 3.219327e-17 1.694981e-10 7.485219e-05 9.999251e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 8.639322e-34 1.351302e-25 5.954736e-18 4.765591e-11 3.675541e-05 9.999632e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 9.999816e-35 1.965242e-26 1.145812e-18 1.388863e-11 1.840244e-05 9.999816e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 1.528482e-35 3.652813e-27 2.704636e-19 4.725341e-12 1.005171e-05 9.999899e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 3.729300e-36 1.030069e-27 9.135280e-20 2.097731e-12 6.353343e-06 9.999936e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 1.198934e-36 3.793086e-28 3.925712e-20 1.116706e-12 4.482739e-06 9.999955e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 5.195512e-37 1.858466e-28 2.197385e-20 7.411519e-13 3.594028e-06 9.999964e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 3.155834e-37 1.264931e-28 1.675319e-20 6.233746e-13 3.311677e-06 9.999967e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 3.159281e-37 1.362827e-28 1.911497e-20 7.132717e-13 3.637155e-06 9.999964e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 4.756075e-37 2.176819e-28 3.115839e-20 1.085361e-12 4.737782e-06 9.999953e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 1.032400e-36 4.999964e-28 7.175874e-20 2.175910e-12 7.268466e-06 9.999927e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 3.291474e-36 1.557177e-27 2.073776e-19 5.055290e-12 1.191868e-05 9.999881e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 8.593607e-36 3.749938e-27 4.499925e-19 9.093599e-12 1.665597e-05 9.999833e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 9.114597e-36 3.999931e-27 4.786803e-19 9.606392e-12 1.724560e-05 9.999828e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 4.472908e-36 2.225193e-27 3.022478e-19 6.981880e-12 1.459438e-05 9.999854e-01 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 2.049621e-36 1.163106e-27 1.815581e-19 4.907742e-12 1.212751e-05 9.999879e-01 0.000000e+00 0.000000e+00 0.000000e+00 
