#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
1.6788e+04 1.1976e-10 9.2864e-03 9.9071e-01 1.1472e-08 7.2188e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.3058e-10 1.0239e-02 9.8976e-01 8.6743e-09 3.3286e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.4651e-10 1.1508e-02 9.8849e-01 6.3247e-09 1.3994e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.6134e-10 1.2876e-02 9.8712e-01 4.5616e-09 5.6516e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.0631e-10 1.6443e-02 9.8356e-01 2.3703e-09 9.4314e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.5741e-10 2.1745e-02 9.7825e-01 1.0151e-09 8.8794e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.7850e-10 3.1573e-02 9.6843e-01 3.7623e-10 5.9744e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 5.3076e-10 4.4776e-02 9.5522e-01 1.4122e-10 4.1134e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.2300e-09 9.1235e-02 9.0876e-01 2.2762e-11 3.2853e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.9189e-09 1.4003e-01 8.5997e-01 6.3132e-12 1.0811e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.6395e-09 2.3611e-01 7.6389e-01 1.2907e-12 1.8545e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 4.4552e-09 3.0187e-01 6.9813e-01 4.6409e-13 1.2652e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.5953e-09 1.7699e-01 8.2301e-01 1.5196e-12 1.7076e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.1966e-10 3.4433e-02 9.6557e-01 4.0859e-11 5.3553e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.7205e-08 9.0288e-01 9.7121e-02 7.7293e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 3.4827e-08 9.5767e-01 4.2335e-02 4.7192e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 3.7314e-10 1.0365e-01 8.9635e-01 1.9281e-12 1.4254e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.9991e-11 1.5729e-02 9.8427e-01 6.7306e-11 9.6249e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.5358e-08 9.8744e-01 1.2563e-02 5.8919e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.8778e-08 9.8795e-01 1.2051e-02 3.7154e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 5.6619e-09 8.3431e-01 1.6569e-01 6.3350e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.7293e-08 9.9308e-01 6.9197e-03 2.3987e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0760e-08 9.9002e-01 9.9774e-03 4.2866e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.1740e-08 9.9622e-01 3.7825e-03 1.5905e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.1473e-08 9.9761e-01 2.3936e-03 3.0785e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.1618e-08 9.9862e-01 1.3761e-03 4.5035e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 8.5349e-09 9.9829e-01 1.7073e-03 6.0423e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 6.3912e-09 9.9808e-01 1.9181e-03 5.8929e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 7.9743e-09 9.9946e-01 5.3568e-04 9.4599e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 7.2898e-09 9.9963e-01 3.7078e-04 2.2888e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 6.9764e-09 9.9977e-01 2.3304e-04 4.2371e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 7.2831e-09 9.9988e-01 1.1927e-04 4.3646e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 4.4083e-09 9.9975e-01 2.5043e-04 2.7506e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 5.3736e-09 9.9991e-01 8.6758e-05 9.1563e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 7.1707e-09 9.9998e-01 2.4797e-05 1.7874e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.4536e-09 9.9995e-01 4.7924e-05 8.7550e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 5.8330e-09 9.9999e-01 1.4547e-05 2.0531e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 3.9868e-09 9.9998e-01 2.2328e-05 5.1932e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 4.7042e-09 9.9999e-01 8.9082e-06 2.7057e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.2325e-09 9.9984e-01 1.5660e-04 8.0553e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 4.2969e-09 1.0000e+00 4.1636e-06 1.6752e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 6.0894e-10 9.9962e-01 3.7642e-04 6.0126e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 3.3630e-09 1.0000e+00 3.0707e-06 4.0387e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 3.1412e-09 1.0000e+00 2.3926e-06 1.5320e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.2263e-09 9.9998e-01 1.6670e-05 3.2716e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.8115e-09 1.0000e+00 4.5017e-06 6.1198e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0544e-09 9.9999e-01 1.2568e-05 9.7884e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0513e-09 9.9999e-01 9.7423e-06 4.0163e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.1165e-09 9.9999e-01 6.7704e-06 1.2372e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 2.3182e-09 1.0000e+00 9.2812e-07 3.6219e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.4607e-10 9.9975e-01 2.5260e-04 3.9060e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 2.4283e-09 1.0000e+00 7.4567e-07 1.8114e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 2.4752e-09 1.0000e+00 6.8689e-07 1.4004e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 9.5876e-10 9.9999e-01 7.7848e-06 1.6053e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 2.6892e-10 9.9984e-01 1.5504e-04 8.1383e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.4463e-09 1.0000e+00 6.0486e-07 4.0641e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 12.4338
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.4010e+02 5.7259e-25 4.9806e-14 1.8464e-05 7.8432e-01 2.1567e-01 4.4359e-08 2.0776e-20 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 1.3720e-19 1.5662e-10 9.4040e-04 9.8812e-01 1.0937e-02 1.5486e-10 8.8561e-24 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 7.0555e-20 8.8981e-11 6.4451e-04 9.8001e-01 1.9343e-02 6.1456e-10 1.0082e-22 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 4.3364e-20 5.8806e-11 4.8786e-04 9.7034e-01 2.9173e-02 1.6689e-09 5.8961e-22 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 2.6071e-20 3.8121e-11 3.6375e-04 9.5523e-01 4.4405e-02 4.6720e-09 3.6545e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 1.5128e-20 2.3954e-11 2.6468e-04 9.3122e-01 6.8518e-02 1.3701e-08 2.4773e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 8.3552e-21 1.4381e-11 1.8550e-04 8.9229e-01 1.0753e-01 4.2919e-08 1.9146e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 4.2578e-21 8.0171e-12 1.2221e-04 8.2813e-01 1.7175e-01 1.4690e-07 1.7759e-18 8.4078e-45 0.0000e+00 0.0000e+00
1.2673e+03 2.0166e-21 4.1516e-12 7.5072e-05 7.3002e-01 2.6990e-01 5.2164e-07 1.8372e-17 5.7173e-43 0.0000e+00 0.0000e+00
1.3448e+03 8.5466e-22 1.9153e-12 4.1187e-05 5.9004e-01 4.0992e-01 1.9415e-06 2.2276e-16 5.6237e-41 0.0000e+00 0.0000e+00
1.4269e+03 2.7968e-22 6.8717e-13 1.7950e-05 4.0502e-01 5.9496e-01 8.2109e-06 3.8721e-15 1.2077e-38 0.0000e+00 0.0000e+00
1.5140e+03 7.4578e-23 2.0503e-13 6.6097e-06 2.3946e-01 7.6050e-01 3.1347e-05 6.2449e-14 2.4946e-36 0.0000e+00 0.0000e+00
1.6065e+03 1.4796e-23 4.7279e-14 1.9519e-06 1.1965e-01 8.8023e-01 1.1811e-04 1.1037e-12 6.6493e-34 0.0000e+00 0.0000e+00
1.7047e+03 2.9839e-24 1.1035e-14 5.7420e-07 5.7824e-02 9.4179e-01 3.8605e-04 1.5570e-11 1.2226e-31 0.0000e+00 0.0000e+00
1.8088e+03 6.4603e-25 2.7643e-15 1.7886e-07 2.8570e-02 9.7032e-01 1.1133e-03 1.7236e-10 1.4269e-29 0.0000e+00 0.0000e+00
1.9193e+03 1.4853e-25 7.4056e-16 5.9293e-08 1.4619e-02 9.8247e-01 2.9112e-03 1.5491e-09 1.0994e-27 0.0000e+00 0.0000e+00
2.0365e+03 3.9570e-26 2.2759e-16 2.2065e-08 8.0043e-03 9.8524e-01 6.7567e-03 1.0694e-08 5.0387e-26 0.0000e+00 0.0000e+00
2.1609e+03 1.1223e-26 7.4846e-17 8.7565e-09 4.5616e-03 9.8096e-01 1.4482e-02 6.1714e-08 1.6023e-24 1.4013e-45 0.0000e+00
2.2929e+03 3.1297e-27 2.4715e-17 3.5389e-09 2.6376e-03 9.6796e-01 2.9407e-02 3.1507e-07 3.9076e-23 1.2612e-43 0.0000e+00
2.4330e+03 9.9247e-28 9.1711e-18 1.5772e-09 1.6130e-03 9.4465e-01 5.3734e-02 1.2788e-06 6.0916e-22 9.1995e-42 0.0000e+00
2.5816e+03 3.9074e-28 4.0844e-18 8.1068e-10 1.0679e-03 9.1252e-01 8.6405e-02 3.9401e-06 5.6478e-21 3.0226e-40 0.0000e+00
2.7393e+03 2.0438e-28 2.3278e-18 5.0988e-10 7.9797e-04 8.8133e-01 1.1786e-01 8.3444e-06 2.5163e-20 3.1629e-39 0.0000e+00
2.9067e+03 1.3251e-28 1.6190e-18 3.8263e-10 6.6920e-04 8.5979e-01 1.3953e-01 1.2539e-05 5.5459e-20 1.0775e-38 0.0000e+00
3.0842e+03 1.0872e-28 1.4222e-18 3.5866e-10 6.5574e-04 8.6026e-01 1.3907e-01 1.2125e-05 4.7814e-20 8.0313e-39 0.0000e+00
3.2726e+03 1.1761e-28 1.6302e-18 4.2989e-10 7.6060e-04 8.8391e-01 1.1532e-01 7.3478e-06 1.5392e-20 1.2236e-39 0.0000e+00
3.4725e+03 1.6437e-28 2.3644e-18 6.3294e-10 1.0074e-03 9.1780e-01 8.1193e-02 3.0041e-06 2.2224e-21 5.2100e-41 0.0000e+00
3.6846e+03 2.4374e-28 3.6624e-18 9.9545e-10 1.3921e-03 9.4611e-01 5.2495e-02 1.0121e-06 2.1534e-22 1.1701e-42 0.0000e+00
3.9097e+03 3.0524e-28 4.9991e-18 1.4357e-09 1.8325e-03 9.6347e-01 3.4697e-02 3.5979e-07 2.2552e-23 2.9427e-44 0.0000e+00
4.1484e+03 5.0405e-28 8.3081e-18 2.3287e-09 2.5342e-03 9.7559e-01 2.1875e-02 1.1872e-07 2.2339e-24 1.4013e-45 0.0000e+00
4.4019e+03 1.2393e-27 1.8438e-17 4.5256e-09 3.8057e-03 9.8346e-01 1.2738e-02 3.3992e-08 1.8784e-25 0.0000e+00 0.0000e+00
4.6708e+03 2.6147e-27 3.6631e-17 8.1923e-09 5.5158e-03 9.8691e-01 7.5766e-03 1.0145e-08 1.6503e-26 0.0000e+00 0.0000e+00
4.9561e+03 3.4752e-27 5.1431e-17 1.1739e-08 7.0982e-03 9.8785e-01 5.0565e-03 3.8265e-09 2.0734e-27 0.0000e+00 0.0000e+00
5.2588e+03 4.3425e-27 6.9011e-17 1.6314e-08 8.9901e-03 9.8759e-01 3.4196e-03 1.4834e-09 2.7127e-28 0.0000e+00 0.0000e+00
5.5800e+03 6.8214e-27 1.1025e-16 2.5506e-08 1.2080e-02 9.8575e-01 2.1670e-03 5.0425e-10 2.8859e-29 0.0000e+00 0.0000e+00
5.9209e+03 1.1954e-26 1.9388e-16 4.3063e-08 1.6975e-02 9.8174e-01 1.2865e-03 1.4819e-10 2.3176e-30 0.0000e+00 0.0000e+00
6.2825e+03 2.3258e-26 3.7642e-16 7.9145e-08 2.5114e-02 9.7418e-01 7.0307e-04 3.6097e-11 1.2792e-31 0.0000e+00 0.0000e+00
6.6663e+03 6.3212e-26 9.7857e-16 1.8363e-07 4.2492e-02 9.5719e-01 3.1353e-04 5.6073e-12 2.9701e-33 0.0000e+00 0.0000e+00
7.0735e+03 2.4875e-25 3.6075e-15 5.7400e-07 8.5682e-02 9.1422e-01 1.0145e-04 4.2895e-13 1.7001e-35 0.0000e+00 0.0000e+00
7.5056e+03 1.2132e-24 1.6840e-14 2.2302e-06 1.9405e-01 8.0593e-01 2.2429e-05 1.4844e-14 2.0374e-38 0.0000e+00 0.0000e+00
7.9641e+03 8.8515e-24 1.1119e-13 1.1018e-05 4.5725e-01 5.4274e-01 2.4668e-06 1.4636e-16 2.6400e-42 0.0000e+00 0.0000e+00
8.4505e+03 9.0924e-23 9.1904e-13 5.6488e-05 8.2184e-01 1.7811e-01 7.2279e-08 1.7805e-19 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 7.4188e-22 5.9480e-12 2.1348e-04 9.6800e-01 3.1790e-02 8.8397e-10 6.3884e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 5.8541e-21 3.7262e-11 7.5489e-04 9.9483e-01 4.4179e-03 7.1361e-12 1.2163e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 7.1497e-20 3.3949e-10 3.3737e-03 9.9623e-01 4.0065e-04 2.1491e-14 4.1791e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 3.4068e-18 1.0666e-08 3.4849e-02 9.6514e-01 8.4986e-06 1.9843e-18 3.0177e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 3.5002e-16 6.8190e-07 4.9577e-01 5.0423e-01 2.0038e-08 2.0466e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 6.2742e-15 6.9378e-06 9.7055e-01 2.9444e-02 3.9533e-12 1.2034e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 2.8693e-14 2.2208e-05 9.9741e-01 2.5641e-03 6.1144e-15 5.7862e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.0465e-13 6.0319e-05 9.9965e-01 2.8752e-04 1.8820e-17 1.0200e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 2.9195e-13 1.3803e-04 9.9982e-01 4.3386e-05 1.2192e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 5.4362e-13 2.3623e-04 9.9975e-01 1.1831e-05 3.6746e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.1578e-12 4.0297e-04 9.9959e-01 4.1090e-06 2.3816e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.3140e-12 7.7246e-04 9.9923e-01 1.4105e-06 1.7076e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.3324e-11 1.7615e-03 9.9824e-01 4.0152e-07 8.2976e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.5647e-11 3.3288e-03 9.9667e-01 1.3077e-07 4.9584e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 7.0611e-11 5.3514e-03 9.9465e-01 5.1991e-08 4.6213e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.6108e-11 6.9142e-03 9.9309e-01 2.8563e-08 9.3042e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.0662e-10 7.9825e-03 9.9202e-01 1.8216e-08 2.6319e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.1450e-10 8.8384e-03 9.9116e-01 1.3192e-08 1.0623e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.2170e-10 9.6287e-03 9.9037e-01 1.0075e-08 4.9820e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.4027e-10 1.1031e-02 9.8897e-01 7.0723e-09 1.8987e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.5331e-10 1.2176e-02 9.8782e-01 5.3399e-09 8.7306e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.6645e-10 1.3490e-02 9.8651e-01 3.9251e-09 3.7016e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.2062e-10 1.7660e-02 9.8234e-01 1.9422e-09 5.4515e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.9202e-10 2.4326e-02 9.7567e-01 7.6660e-10 4.1691e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.8305e-10 3.2647e-02 9.6735e-01 3.3166e-10 4.1665e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 6.0474e-10 5.0220e-02 9.4978e-01 1.0520e-10 1.8726e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0367e-09 8.3276e-02 9.1672e-01 2.6210e-11 4.4911e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.9317e-09 1.4417e-01 8.5583e-01 5.5532e-12 7.5378e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.4658e-09 2.3430e-01 7.6570e-01 1.2443e-12 1.6195e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 6.5885e-09 3.9190e-01 6.0810e-01 1.7784e-13 1.2732e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.0262e-08 7.6091e-01 2.3909e-01 2.4054e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 3.0983e-08 9.0475e-01 9.5246e-02 8.7385e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.8992e-10 5.4187e-02 9.4581e-01 1.1908e-11 1.8898e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.1927e-10 4.3704e-02 9.5630e-01 1.4525e-11 2.6543e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.2671e-08 9.8455e-01 1.5449e-02 1.6436e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 3.3991e-08 9.8081e-01 1.9189e-02 2.5336e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0021e-09 2.5872e-01 7.4128e-01 1.0543e-13 7.1606e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0310e-08 8.9270e-01 1.0730e-01 2.5983e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 3.8838e-08 9.9811e-01 1.8877e-03 8.3587e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.2217e-08 9.8456e-01 1.5443e-02 2.4604e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.3937e-08 9.9546e-01 4.5438e-03 3.9265e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.1833e-08 9.9666e-01 3.3443e-03 1.0439e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.1477e-08 9.9784e-01 2.1592e-03 2.1450e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.1787e-08 9.9881e-01 1.1947e-03 2.8047e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.1540e-08 9.9932e-01 6.7652e-04 3.7151e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 8.8876e-09 9.9930e-01 7.0051e-04 2.8406e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 8.8419e-09 9.9963e-01 3.6845e-04 2.9854e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 6.9450e-09 9.9962e-01 3.8175e-04 2.3575e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
