#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
1.7047e+03 1.1679e-30 9.4770e-22 2.0517e-14 3.1162e-08 1.2615e-03 2.2418e-01 7.7454e-01 1.8018e-05 1.2892e-12 2.1075e-23
1.8088e+03 7.7835e-32 7.5166e-23 2.0296e-15 4.0096e-09 2.6972e-04 1.0104e-01 8.9858e-01 1.1117e-04 5.4472e-11 7.6415e-21
1.9193e+03 3.8975e-33 4.6151e-24 1.6169e-16 4.2607e-10 4.8955e-05 4.0241e-02 9.5904e-01 6.6758e-04 2.3787e-09 3.0522e-18
2.0365e+03 1.5540e-34 2.3028e-25 1.0815e-17 3.8767e-11 7.7802e-06 1.4658e-02 9.8117e-01 4.1603e-03 1.1777e-07 1.5229e-15
2.1609e+03 6.2216e-36 1.1574e-26 7.3687e-19 3.5966e-12 1.2372e-06 5.2785e-03 9.7062e-01 2.4099e-02 5.1693e-06 6.3810e-13
2.2929e+03 2.7750e-37 6.4708e-28 5.5816e-20 3.6903e-13 2.0812e-07 1.9003e-03 8.8682e-01 1.1113e-01 1.5184e-04 1.4707e-10
2.4330e+03 9.2866e-39 2.7339e-29 3.2375e-21 2.9402e-14 2.6862e-08 5.2401e-04 6.1510e-01 3.8114e-01 3.2353e-03 2.3869e-08
2.5816e+03 2.6409e-40 9.5856e-31 1.5186e-22 1.8544e-15 2.5824e-09 9.9886e-05 2.6851e-01 7.0061e-01 3.0776e-02 1.4106e-06
2.7393e+03 1.0243e-41 4.3985e-32 8.8369e-24 1.3822e-16 2.6781e-10 1.7971e-05 9.3985e-02 7.7791e-01 1.2806e-01 2.5465e-05
2.9067e+03 7.8473e-43 3.8745e-33 9.3966e-25 1.7930e-17 4.4373e-11 4.4255e-06 3.7132e-02 6.8308e-01 2.7963e-01 1.5241e-04
3.0842e+03 1.5835e-43 8.8311e-34 2.4778e-25 5.4986e-18 1.6089e-11 2.0186e-06 2.1977e-02 5.9830e-01 3.7938e-01 3.3312e-04
3.2726e+03 1.1070e-43 6.8342e-34 2.0952e-25 5.0658e-18 1.6011e-11 2.0991e-06 2.3490e-02 6.1281e-01 3.6341e-01 2.9224e-04
3.4725e+03 2.2141e-43 1.4649e-33 4.6460e-25 1.1525e-17 3.6233e-11 4.2402e-06 4.0113e-02 7.0197e-01 2.5779e-01 1.1980e-04
3.6846e+03 1.6073e-42 1.1028e-32 3.3818e-24 8.0165e-17 2.2352e-10 1.8690e-05 1.1308e-01 7.8870e-01 9.8186e-02 1.3428e-05
3.9097e+03 3.5618e-41 2.4532e-31 6.8072e-23 1.4486e-15 3.1091e-09 1.4316e-04 3.9776e-01 5.9006e-01 1.2038e-02 2.1416e-07
4.1484e+03 5.7048e-40 3.6700e-30 8.7056e-22 1.5828e-14 2.4373e-08 6.0100e-04 7.5242e-01 2.4611e-01 8.6963e-04 2.1603e-09
4.4019e+03 2.0913e-39 1.2442e-29 2.6388e-21 4.2912e-14 5.4641e-08 9.9418e-04 8.5504e-01 1.4373e-01 2.3662e-04 2.5081e-10
4.6708e+03 1.6642e-39 1.0174e-29 2.2232e-21 3.7247e-14 4.9165e-08 9.3540e-04 8.4590e-01 1.5290e-01 2.7270e-04 3.1529e-10
4.9561e+03 5.6619e-40 3.9657e-30 1.0027e-21 1.9435e-14 3.0386e-08 7.0817e-04 8.0130e-01 1.9749e-01 4.9449e-04 8.2379e-10
5.2588e+03 1.9188e-40 1.5473e-30 4.5415e-22 1.0219e-14 1.8909e-08 5.3642e-04 7.5197e-01 2.4665e-01 8.4202e-04 1.9545e-09
5.5800e+03 8.7297e-41 7.7228e-31 2.5071e-22 6.2387e-15 1.3007e-08 4.2736e-04 7.0583e-01 2.9245e-01 1.2912e-03 3.9590e-09
5.9209e+03 7.4843e-41 7.0074e-31 2.3886e-22 6.2414e-15 1.3420e-08 4.4276e-04 7.2222e-01 2.7624e-01 1.1005e-03 2.9829e-09
6.2825e+03 1.0251e-40 9.9431e-31 3.4379e-22 9.1139e-15 1.8910e-08 5.6033e-04 7.8451e-01 2.1436e-01 5.7331e-04 9.8683e-10
6.6663e+03 1.7195e-40 1.6839e-30 5.7438e-22 1.5023e-14 2.9018e-08 7.3932e-04 8.4549e-01 1.5352e-01 2.5443e-04 2.5491e-10
7.0735e+03 3.8519e-40 3.7575e-30 1.2369e-21 3.1209e-14 5.3395e-08 1.0785e-03 9.0827e-01 9.0581e-02 7.4641e-05 3.4009e-11
7.5056e+03 1.3481e-39 1.3148e-29 4.1174e-21 9.8555e-14 1.3779e-07 1.8988e-03 9.6270e-01 3.5397e-02 9.0999e-06 1.1138e-12
7.9641e+03 6.7434e-39 6.4007e-29 1.8484e-20 4.0461e-13 4.2987e-07 3.6604e-03 9.8558e-01 1.0757e-02 6.7266e-07 1.6755e-14
8.4505e+03 5.2751e-38 4.5997e-28 1.1587e-19 2.1749e-12 1.6121e-06 7.7204e-03 9.8953e-01 2.7472e-03 3.5214e-08 1.4821e-16
8.9668e+03 1.0651e-36 8.0772e-27 1.6637e-18 2.4497e-11 1.0610e-05 2.2181e-02 9.7742e-01 3.8822e-04 5.2513e-10 1.7772e-19
9.5145e+03 7.8538e-35 4.8737e-25 7.6712e-17 7.8135e-10 1.5305e-04 9.6622e-02 9.0320e-01 2.1589e-05 1.1298e-12 9.9779e-24
1.0096e+04 2.3517e-32 1.0733e-22 1.1680e-14 6.6504e-08 4.1278e-03 4.8434e-01 5.1153e-01 2.4693e-07 1.4170e-16 7.9677e-30
1.0712e+04 2.0141e-29 5.9016e-20 3.9145e-12 8.6457e-06 9.3046e-02 8.7271e-01 3.4233e-02 4.6942e-11 3.0437e-23 8.5016e-40
1.1367e+04 4.1591e-26 6.7947e-17 2.3381e-09 1.1223e-03 8.3069e-01 1.6814e-01 4.2773e-05 7.5032e-18 1.5051e-34 0.0000e+00
1.2062e+04 1.1379e-22 9.0898e-14 1.2152e-06 5.9006e-02 9.4019e-01 8.0538e-04 1.5324e-10 7.6796e-29 0.0000e+00 0.0000e+00
1.2794e+04 1.7541e-19 7.3355e-11 3.0102e-04 8.6987e-01 1.2983e-01 1.4149e-07 4.0207e-18 3.1809e-43 0.0000e+00 0.0000e+00
1.3528e+04 1.0019e-16 2.0135e-08 1.5040e-02 9.8465e-01 3.0642e-04 5.0727e-14 1.3291e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 4.5487e-14 4.7969e-06 5.2337e-01 4.7662e-01 1.3556e-07 1.0022e-21 4.7224e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 7.9996e-13 4.6871e-05 9.7403e-01 2.5927e-02 2.4330e-11 5.2330e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 4.3490e-12 1.5375e-04 9.9719e-01 2.6553e-03 6.6025e-14 8.5587e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.0805e-11 5.5842e-04 9.9919e-01 2.5347e-04 1.7294e-16 1.5352e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 3.8353e-10 2.8132e-03 9.9717e-01 1.4814e-05 1.4151e-19 3.5032e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.7144e-09 1.2901e-02 9.8710e-01 8.3514e-07 9.4451e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.1242e-08 5.5880e-02 9.4412e-01 4.2374e-08 4.6972e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.6891e-07 1.8256e-01 8.1744e-01 2.4547e-09 3.5395e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.4118e-07 4.0729e-01 5.9271e-01 1.6385e-10 4.8159e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.4420e-06 7.0558e-01 2.9442e-01 6.0963e-12 2.6782e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 2.4439e-06 8.6734e-01 1.3266e-01 3.3221e-13 4.6366e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.9259e-06 9.5861e-01 4.1386e-02 6.9739e-15 1.1547e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 5.0828e-06 9.8364e-01 1.6353e-02 3.3577e-16 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 6.7678e-06 9.9476e-01 5.2346e-03 8.5345e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.5922e-06 9.9865e-01 1.3376e-03 1.1193e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.1611e-05 9.9988e-01 1.0321e-04 4.4398e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 5.1461e-05 9.9994e-01 8.4642e-06 2.4675e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.1263e-04 9.9989e-01 7.9931e-07 2.0274e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.5147e-04 9.9975e-01 6.6320e-08 1.1095e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 5.0624e-04 9.9949e-01 7.3744e-09 1.4662e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 8.2446e-04 9.9918e-01 1.4959e-09 1.1598e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.5643e-03 9.9844e-01 1.8497e-10 2.0615e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.5775e-03 9.9842e-01 1.1260e-10 3.7031e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 2.9619e-03 9.9704e-01 1.3671e-11 6.1657e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.9582e-03 9.9704e-01 9.0767e-12 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 5.0255e-03 9.9497e-01 1.4100e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.4161e-03 9.9758e-01 5.3825e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 2.9129e-03 9.9709e-01 1.4374e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.7097e-03 9.9629e-01 2.2255e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.1910e-03 9.9781e-01 1.2608e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0084e-03 9.9899e-01 7.3734e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 3.3964e-04 9.9966e-01 9.5744e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0686e-04 9.9989e-01 3.6893e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.5430e-04 9.9975e-01 1.8818e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.2719e-04 9.9967e-01 5.9720e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.2581e-03 9.9874e-01 1.1289e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 7.0641e-04 9.9929e-01 2.8276e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 4.4158e-06 1.0000e+00 2.4297e-10 8.8282e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.4402e-06 1.0000e+00 1.2780e-07 4.9972e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.1867e-03 9.9881e-01 1.1865e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 2.4348e-06 1.0000e+00 2.7436e-10 5.6052e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0523e-03 9.9895e-01 5.4264e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 6.3703e-03 9.9363e-01 2.2771e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.7150e-06 1.0000e+00 9.5559e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.3085e-09 7.7965e-01 2.2035e-01 5.7921e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0831e-05 9.9999e-01 6.3723e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0864e-02 9.8914e-01 5.2371e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.4081e-02 9.8592e-01 1.3637e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.4669e-03 9.9753e-01 1.3768e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 5.5287e-03 9.9447e-01 8.3040e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 7.1592e-05 9.9993e-01 5.1727e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 2.9917e-02 9.7008e-01 1.5390e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 4.8076e-02 9.5192e-01 2.0622e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 6.4238e-02 9.3576e-01 5.2676e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 7.2377e-02 9.2762e-01 2.4245e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 2.6953e-01 7.3047e-01 2.0824e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.9446e-01 8.0554e-01 5.0176e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 2.3340e-01 7.6660e-01 2.0233e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 4.6978e-01 5.3022e-01 7.7747e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 5.2730e-01 4.7270e-01 3.3041e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.3777e-03 9.9362e-01 1.3356e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 2.4146e-01 7.5854e-01 1.0963e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 3.8865e-01 6.1135e-01 1.5066e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.4726e-01 8.5274e-01 6.2355e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 7.5932e-02 9.2407e-01 4.0291e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.8588e-01 6.1412e-01 3.6438e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.4896
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.4010e+02 1.7087e-28 1.5123e-18 2.6930e-10 4.5922e-04 7.7433e-01 2.2516e-01 5.0505e-05 1.6182e-18 3.3511e-36 0.0000e+00
8.8623e+02 1.8210e-22 2.9819e-14 1.0553e-07 6.8122e-03 9.4312e-01 5.0064e-02 4.7633e-06 9.8758e-19 3.5521e-35 0.0000e+00
9.0614e+02 1.4240e-24 3.9562e-16 2.4880e-09 5.2036e-04 5.2933e-01 4.6842e-01 1.7304e-03 2.2210e-13 1.3450e-26 3.5032e-44
9.4442e+02 3.0489e-25 9.7408e-17 7.1318e-10 2.0078e-04 3.4575e-01 6.4770e-01 6.3458e-03 4.5656e-12 2.0288e-24 4.9292e-41
9.9911e+02 2.3993e-25 7.8311e-17 5.8686e-10 1.7257e-04 3.2103e-01 6.7121e-01 7.5829e-03 7.0138e-12 4.1666e-24 1.4014e-40
1.0608e+03 2.3842e-25 7.7883e-17 5.8416e-10 1.7199e-04 3.2052e-01 6.7170e-01 7.6104e-03 7.0725e-12 4.2242e-24 1.4293e-40
1.1257e+03 2.3540e-25 7.6927e-17 5.7730e-10 1.7033e-04 3.1892e-01 6.7321e-01 7.7023e-03 7.2893e-12 4.4471e-24 1.5411e-40
1.1944e+03 2.2227e-25 7.2921e-17 5.4968e-10 1.6381e-04 3.1271e-01 6.7907e-01 8.0650e-03 8.1649e-12 5.3865e-24 2.0380e-40
1.2673e+03 1.8784e-25 6.2325e-17 4.7590e-10 1.4601e-04 2.9490e-01 6.9573e-01 9.2169e-03 1.1367e-11 9.4285e-24 4.6137e-40
1.3448e+03 6.2683e-26 2.2697e-17 1.9096e-10 7.0612e-05 2.0119e-01 7.7906e-01 1.9688e-02 7.6632e-11 2.4034e-22 5.2237e-38
1.4269e+03 4.8703e-27 2.1751e-18 2.3132e-11 1.2787e-05 7.5951e-02 8.4126e-01 8.2778e-02 3.5600e-09 1.7914e-19 8.7075e-34
1.5140e+03 2.4801e-28 1.4158e-19 1.9903e-12 1.6746e-06 2.1345e-02 7.0099e-01 2.7767e-01 1.3745e-07 1.1566e-16 1.3111e-29
1.6065e+03 1.8185e-29 1.2764e-20 2.2802e-13 2.6556e-07 6.1016e-03 4.6279e-01 5.3111e-01 1.6817e-06 1.1975e-14 1.4738e-26
1.7047e+03 1.6293e-30 1.3481e-21 2.9422e-14 4.4418e-08 1.6718e-03 2.5915e-01 7.3917e-01 1.1650e-05 5.2704e-13 5.1215e-24
1.8088e+03 1.0916e-31 1.0737e-22 2.9151e-15 5.7363e-09 3.6075e-04 1.1871e-01 8.8086e-01 7.5328e-05 2.3898e-11 2.0475e-21
1.9193e+03 5.4287e-33 6.5384e-24 2.2966e-16 6.0349e-10 6.5183e-05 4.7382e-02 9.5209e-01 4.6738e-04 1.1043e-09 8.8918e-19
2.0365e+03 2.1222e-34 3.2007e-25 1.5055e-17 5.3935e-11 1.0246e-05 1.7188e-02 9.7982e-01 2.9812e-03 5.7112e-08 4.7422e-16
2.1609e+03 8.0518e-36 1.5324e-26 9.8118e-19 4.8149e-12 1.5884e-06 6.1198e-03 9.7597e-01 1.7905e-02 2.6876e-06 2.2110e-13
2.2929e+03 3.5277e-37 8.4405e-28 7.3384e-20 4.8911e-13 2.6708e-07 2.2234e-03 9.1149e-01 8.6203e-02 8.4444e-05 5.6006e-11
2.4330e+03 1.2328e-38 3.7240e-29 4.4433e-21 4.0639e-14 3.6191e-08 6.4827e-04 6.7533e-01 3.2201e-01 2.0045e-03 1.0389e-08
2.5816e+03 3.7104e-40 1.3842e-30 2.2126e-22 2.7215e-15 3.7211e-09 1.3321e-04 3.2114e-01 6.5710e-01 2.1629e-02 7.1357e-07
2.7393e+03 1.4813e-41 6.5480e-32 1.3297e-23 2.0954e-16 4.0101e-10 2.5080e-05 1.1867e-01 7.8292e-01 9.8371e-02 1.4373e-05
2.9067e+03 1.1715e-42 5.9557e-33 1.4600e-24 2.8038e-17 6.8704e-11 6.4077e-06 4.8855e-02 7.2286e-01 2.2818e-01 9.2465e-05
3.0842e+03 2.3962e-43 1.3786e-33 3.9106e-25 8.7314e-18 2.5326e-11 2.9775e-06 2.9535e-02 6.5028e-01 3.1997e-01 2.1038e-04
3.2726e+03 1.6675e-43 1.0590e-33 3.2840e-25 7.9951e-18 2.5054e-11 3.0794e-06 3.1412e-02 6.6308e-01 3.0532e-01 1.8397e-04
3.4725e+03 3.2790e-43 2.2397e-33 7.1841e-25 1.7956e-17 5.5874e-11 6.1135e-06 5.2538e-02 7.3854e-01 2.0885e-01 7.2040e-05
3.6846e+03 2.3262e-42 1.6422e-32 5.0889e-24 1.2163e-16 3.3414e-10 2.5982e-05 1.4182e-01 7.8410e-01 7.4047e-02 7.3901e-06
3.9097e+03 5.0221e-41 3.5459e-31 9.9049e-23 2.1209e-15 4.4353e-09 1.8756e-04 4.6269e-01 5.2918e-01 7.9357e-03 9.9468e-08
4.1484e+03 7.7429e-40 5.0909e-30 1.2122e-21 2.2126e-14 3.2827e-08 7.3399e-04 8.0232e-01 1.9646e-01 4.9334e-04 8.3133e-10
4.4019e+03 2.7981e-39 1.7006e-29 3.6200e-21 5.9087e-14 7.2254e-08 1.1880e-03 8.8789e-01 1.1079e-01 1.2835e-04 9.1273e-11
4.6708e+03 2.2456e-39 1.4019e-29 3.0727e-21 5.1641e-14 6.5407e-08 1.1229e-03 8.8090e-01 1.1783e-01 1.4736e-04 1.1385e-10
4.9561e+03 7.7167e-40 5.5199e-30 1.3997e-21 2.7215e-14 4.0860e-08 8.5978e-04 8.4461e-01 1.5426e-01 2.7128e-04 3.0255e-10
5.2588e+03 2.6313e-40 2.1678e-30 6.3843e-22 1.4416e-14 2.5652e-08 6.5820e-04 8.0291e-01 1.9596e-01 4.7207e-04 7.3745e-10
5.5800e+03 1.2142e-40 1.0972e-30 3.5725e-22 8.9181e-15 1.7882e-08 5.3127e-04 7.6343e-01 2.3531e-01 7.3298e-04 1.5121e-09
5.9209e+03 1.0288e-40 9.8451e-31 3.3689e-22 8.8388e-15 1.8292e-08 5.4655e-04 7.7705e-01 2.2177e-01 6.2547e-04 1.1450e-09
6.2825e+03 1.4020e-40 1.3897e-30 4.8227e-22 1.2833e-14 2.5563e-08 6.8387e-04 8.3094e-01 1.6806e-01 3.1526e-04 3.6268e-10
6.6663e+03 2.3166e-40 2.3195e-30 7.9486e-22 2.0883e-14 3.8682e-08 8.8905e-04 8.8096e-01 1.1801e-01 1.3663e-04 9.1069e-11
7.0735e+03 5.1571e-40 5.1448e-30 1.7025e-21 4.3155e-14 7.0594e-08 1.2820e-03 9.3084e-01 6.7838e-02 3.8616e-05 1.1557e-11
7.5056e+03 1.8178e-39 1.8123e-29 5.7062e-21 1.3708e-13 1.8221e-07 2.2435e-03 9.7205e-01 2.5704e-02 4.4805e-06 3.5271e-13
7.9641e+03 9.4213e-39 9.1116e-29 2.6395e-20 5.7728e-13 5.7773e-07 4.3515e-03 9.8806e-01 7.5900e-03 3.1394e-07 4.8925e-15
8.4505e+03 7.7290e-38 6.8374e-28 1.7225e-19 3.2102e-12 2.2179e-06 9.2865e-03 9.8882e-01 1.8868e-03 1.5568e-08 3.9778e-17
8.9668e+03 1.6482e-36 1.2644e-26 2.6012e-18 3.7770e-11 1.5057e-05 2.7113e-02 9.7262e-01 2.5650e-04 2.1454e-10 4.2137e-20
9.5145e+03 1.2575e-34 7.8953e-25 1.2450e-16 1.2421e-09 2.2125e-04 1.1845e-01 8.8132e-01 1.3429e-05 4.1421e-13 2.0108e-24
