#NTIMES: 250
#NBANDS:   8
#OPTSET: Bessell
#NIRSET: 2MASS
#time[d] U B V R I J H K
5.00000e-01  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
1.50000e+00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
2.50000e+00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
3.50000e+00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
4.50000e+00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
5.50000e+00  99.999  -8.482 -12.573  99.999  99.999  99.999  99.999  99.999
6.50000e+00  99.999  99.999  -7.406 -11.332 -12.521 -14.128 -13.053 -14.725
7.50000e+00  99.999 -10.435 -13.974 -14.404 -14.614 -15.290 -15.174 -16.147
8.50000e+00  99.999 -12.426 -15.044 -15.659 -16.080 -16.457 -16.267 -16.628
9.50000e+00  99.999 -14.285 -16.226 -16.602 -16.793 -17.002 -17.289 -17.107
1.05000e+01 -14.701 -16.002 -17.004 -17.185 -17.384 -17.632 -17.001 -17.178
1.15000e+01 -16.058 -17.002 -17.597 -17.743 -17.708 -17.763 -17.478 -17.539
1.25000e+01 -16.843 -17.606 -17.907 -17.998 -18.173 -17.831 -17.477 -17.655
1.35000e+01 -17.319 -17.994 -18.274 -18.351 -18.471 -18.062 -17.848 -17.435
1.45000e+01 -17.925 -18.359 -18.450 -18.539 -18.660 -18.078 -17.861 -17.655
1.55000e+01 -18.698 -18.644 -18.692 -18.764 -18.770 -18.147 -18.125 -17.624
1.65000e+01 -19.022 -18.811 -18.890 -18.911 -18.827 -18.118 -18.154 -18.030
1.75000e+01 -19.245 -19.037 -19.004 -18.986 -18.827 -18.198 -17.931 -17.671
1.85000e+01 -19.387 -19.083 -19.163 -19.110 -18.838 -18.108 -18.032 -17.264
1.95000e+01 -19.500 -19.197 -19.212 -19.132 -18.877 -18.041 -17.844 -17.708
2.05000e+01 -19.503 -19.261 -19.286 -19.174 -18.895 -18.107 -17.716 -17.523
2.15000e+01 -19.539 -19.307 -19.355 -19.216 -18.885 -17.902 -17.977 -17.543
2.25000e+01 -19.491 -19.339 -19.447 -19.287 -18.905 -17.978 -17.722 -17.657
2.35000e+01 -19.462 -19.364 -19.461 -19.307 -18.896 -17.949 -17.536 -17.594
2.45000e+01 -19.386 -19.394 -19.500 -19.332 -18.948 -17.901 -17.414 -18.180
2.55000e+01 -19.211 -19.376 -19.519 -19.355 -18.968 -17.965 -17.507 -17.482
2.65000e+01 -19.074 -19.348 -19.566 -19.360 -18.997 -17.783 -17.196 -17.596
2.75000e+01 -18.881 -19.297 -19.544 -19.378 -19.061 -17.568 -17.609 -17.793
