#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           k0           k1           k2           k3
    6.990128E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4335E-028
    6.995766E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2433E-028
    6.998587E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0401E-028
    6.999928E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.4635E-029
    6.999998E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.2407E-029
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           k0           k1           k2           k3
    8.772128E+02   1.0000E-099   1.0000E-099   6.9711E-005   9.9993E-001
    8.826213E+02   1.0000E-099   1.0000E-099   6.9711E-005   9.9993E-001
    8.990474E+02   1.0000E-099   1.0000E-099   6.9572E-005   9.9993E-001
    9.328226E+02   1.0000E-099   1.0000E-099   6.8662E-005   9.9993E-001
    9.896739E+02   1.0000E-099   1.0000E-099   6.5363E-005   9.9993E-001
    1.048487E+03   1.0000E-099   1.0000E-099   5.9535E-005   9.9994E-001
    1.110832E+03   1.0000E-099   1.0000E-099   5.0931E-005   9.9995E-001
    1.176884E+03   1.0000E-099   1.0000E-099   3.9924E-005   9.9996E-001
    1.246863E+03   1.0000E-099   1.0000E-099   2.8043E-005   9.9997E-001
    1.321004E+03   1.0000E-099   1.0000E-099   1.7638E-005   9.9998E-001
    1.399553E+03   1.0000E-099   1.0000E-099   1.0130E-005   9.9999E-001
    1.482773E+03   1.0000E-099   1.0000E-099   5.5921E-006   9.9999E-001
    1.570941E+03   1.0000E-099   1.0000E-099   3.1347E-006   1.0000E+000
    1.664351E+03   1.0000E-099   1.0000E-099   1.7915E-006   1.0000E+000
    1.763316E+03   1.0000E-099   1.0000E-099   1.0287E-006   1.0000E+000
    1.868166E+03   1.0000E-099   1.0000E-099   5.9044E-007   1.0000E+000
    1.979250E+03   1.0000E-099   1.0000E-099   3.4781E-007   1.0000E+000
    2.096940E+03   1.0000E-099   1.0000E-099   2.1573E-007   1.0000E+000
    2.221628E+03   1.0000E-099   1.0000E-099   1.4136E-007   1.0000E+000
    2.353729E+03   1.0000E-099   1.0000E-099   9.7387E-008   1.0000E+000
    2.493686E+03   1.0000E-099   1.0000E-099   7.0999E-008   1.0000E+000
    2.641964E+03   1.0000E-099   1.0000E-099   5.5271E-008   1.0000E+000
    2.799060E+03   1.0000E-099   1.0000E-099   4.5872E-008   1.0000E+000
    2.965497E+03   1.0000E-099   1.0000E-099   4.0365E-008   1.0000E+000
    3.141830E+03   1.0000E-099   1.0000E-099   3.7799E-008   1.0000E+000
    3.328648E+03   1.0000E-099   1.0000E-099   3.7970E-008   1.0000E+000
    3.526575E+03   1.0000E-099   1.0000E-099   4.0107E-008   1.0000E+000
    3.736271E+03   1.0000E-099   1.0000E-099   4.2653E-008   1.0000E+000
    3.958436E+03   1.0000E-099   1.0000E-099   4.5696E-008   1.0000E+000
    4.193811E+03   1.0000E-099   1.0000E-099   5.1999E-008   1.0000E+000
    4.443182E+03   1.0000E-099   1.0000E-099   6.0588E-008   1.0000E+000
    4.707381E+03   1.0000E-099   1.0000E-099   6.6469E-008   1.0000E+000
    4.987290E+03   1.0000E-099   1.0000E-099   6.7260E-008   1.0000E+000
    5.283842E+03   1.0000E-099   1.0000E-099   6.6042E-008   1.0000E+000
    5.598029E+03   1.0000E-099   1.0000E-099   6.5697E-008   1.0000E+000
    5.930896E+03   1.0000E-099   1.0000E-099   6.6970E-008   1.0000E+000
    6.283557E+03   1.0000E-099   1.0000E-099   7.1046E-008   1.0000E+000
    6.657188E+03   1.0000E-099   1.0000E-099   7.9691E-008   1.0000E+000
    7.053036E+03   1.0000E-099   1.0000E-099   9.4095E-008   1.0000E+000
    7.472421E+03   1.0000E-099   1.0000E-099   1.1715E-007   1.0000E+000
    7.916743E+03   1.0000E-099   1.0000E-099   1.5840E-007   1.0000E+000
    8.387486E+03   1.0000E-099   1.0000E-099   2.3913E-007   1.0000E+000
    8.886220E+03   1.0000E-099   1.0000E-099   4.1055E-007   1.0000E+000
    9.414609E+03   1.0000E-099   1.0000E-099   8.4956E-007   1.0000E+000
    9.974417E+03   1.0000E-099   1.0000E-099   2.4245E-006   1.0000E+000
    1.056751E+04   1.0000E-099   1.0000E-099   1.1800E-005   9.9999E-001
    1.119595E+04   1.0000E-099   1.0000E-099   9.8096E-005   9.9990E-001
    1.185781E+04   1.0000E-099   1.0000E-099   1.2160E-003   9.9878E-001
    1.244210E+04   1.0000E-099   1.0000E-099   2.1917E-002   9.7808E-001
    1.294399E+04   1.0000E-099   1.0000E-099   3.3690E-001   6.6310E-001
    1.342930E+04   1.0000E-099   1.0000E-099   9.1791E-001   8.2093E-002
    1.396585E+04   1.0000E-099   1.0000E-099   9.9734E-001   2.6645E-003
    1.456379E+04   1.0000E-099   1.0000E-099   9.9995E-001   5.2091E-005
    1.523084E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.1411E-007
    1.580225E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.6303E-009
    1.622410E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7911E-011
    1.654489E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6535E-013
    1.683845E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.8928E-015
    1.714948E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.0839E-016
    1.750349E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.4850E-018
    1.788684E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.3587E-019
    1.827687E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.0626E-021
    1.866024E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.2176E-022
    1.903958E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.2365E-024
    1.942932E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.7861E-025
    1.985346E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.9525E-026
    2.033293E+04   1.0000E-099   1.0000E-099   1.0000E+000   9.6574E-028
    2.089121E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.6797E-029
    2.152483E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0810E-030
    2.220816E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.0075E-032
    2.291481E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.9039E-034
    2.363456E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.1834E-035
    2.435959E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.3779E-037
    2.508268E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.4409E-039
    2.580070E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.8864E-040
    2.653292E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.8683E-038
    2.733039E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.4203E-036
    2.827831E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.4138E-034
    2.957369E+04   1.0000E-099   1.0000E-099   1.0000E+000   6.5188E-033
    3.131950E+04   1.0000E-099   1.0000E-099   1.0000E+000   6.3176E-032
    3.318346E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.9685E-031
    3.515660E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1956E-030
    3.725647E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.4632E-030
    3.911753E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0105E-029
    4.074840E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8490E-029
    4.219221E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.4221E-029
    4.351036E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.8925E-029
    4.478273E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.7486E-029
    4.604030E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1080E-028
    4.729714E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2773E-028
    4.855708E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.3893E-028
    4.982257E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4515E-028
    5.110243E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4767E-028
    5.239626E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4805E-028
    5.370893E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4785E-028
    5.503898E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4825E-028
    5.638449E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5004E-028
    5.774166E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5354E-028
    5.909908E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5824E-028
    6.045074E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6301E-028
    6.177809E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6685E-028
    6.306912E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6948E-028
    6.430594E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7093E-028
    6.546399E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7159E-028
    6.653211E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7141E-028
    6.748290E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7005E-028
    6.830789E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6850E-028
    6.900407E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6641E-028
    6.956302E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6290E-028
    6.978821E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5575E-028
    6.990107E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4340E-028
    6.995758E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2439E-028
    6.998585E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0404E-028
    6.999928E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.4633E-029
    6.999998E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.2406E-029
#TIME:     3.367
#NVEL: 115
#vel_mid[km/s]           k0           k1           k2           k3
    8.772128E+02   1.0000E-099   1.0000E-099   1.1181E-004   9.9989E-001
    8.819255E+02   1.0000E-099   1.0000E-099   1.1181E-004   9.9989E-001
    8.962159E+02   1.0000E-099   1.0000E-099   1.1159E-004   9.9989E-001
    9.254950E+02   1.0000E-099   1.0000E-099   1.1017E-004   9.9989E-001
    9.789786E+02   1.0000E-099   1.0000E-099   1.0453E-004   9.9990E-001
    1.037229E+03   1.0000E-099   1.0000E-099   9.4321E-005   9.9991E-001
    1.098904E+03   1.0000E-099   1.0000E-099   7.9934E-005   9.9992E-001
    1.164247E+03   1.0000E-099   1.0000E-099   6.2446E-005   9.9994E-001
    1.233475E+03   1.0000E-099   1.0000E-099   4.4107E-005   9.9996E-001
    1.306819E+03   1.0000E-099   1.0000E-099   2.7935E-005   9.9997E-001
    1.384525E+03   1.0000E-099   1.0000E-099   1.5894E-005   9.9998E-001
    1.466851E+03   1.0000E-099   1.0000E-099   8.4481E-006   9.9999E-001
    1.554072E+03   1.0000E-099   1.0000E-099   4.5281E-006   1.0000E+000
    1.646480E+03   1.0000E-099   1.0000E-099   2.5163E-006   1.0000E+000
    1.744382E+03   1.0000E-099   1.0000E-099   1.4397E-006   1.0000E+000
    1.848106E+03   1.0000E-099   1.0000E-099   8.2988E-007   1.0000E+000
    1.957998E+03   1.0000E-099   1.0000E-099   4.8295E-007   1.0000E+000
    2.074424E+03   1.0000E-099   1.0000E-099   2.9140E-007   1.0000E+000
    2.197772E+03   1.0000E-099   1.0000E-099   1.8594E-007   1.0000E+000
    2.328456E+03   1.0000E-099   1.0000E-099   1.2641E-007   1.0000E+000
    2.466909E+03   1.0000E-099   1.0000E-099   9.1790E-008   1.0000E+000
    2.613596E+03   1.0000E-099   1.0000E-099   7.1285E-008   1.0000E+000
    2.769005E+03   1.0000E-099   1.0000E-099   5.8960E-008   1.0000E+000
    2.933654E+03   1.0000E-099   1.0000E-099   5.1612E-008   1.0000E+000
    3.108094E+03   1.0000E-099   1.0000E-099   4.7943E-008   1.0000E+000
    3.292906E+03   1.0000E-099   1.0000E-099   4.7704E-008   1.0000E+000
    3.488708E+03   1.0000E-099   1.0000E-099   5.0079E-008   1.0000E+000
    3.696152E+03   1.0000E-099   1.0000E-099   5.3160E-008   1.0000E+000
    3.915932E+03   1.0000E-099   1.0000E-099   5.6677E-008   1.0000E+000
    4.148780E+03   1.0000E-099   1.0000E-099   6.4068E-008   1.0000E+000
    4.395473E+03   1.0000E-099   1.0000E-099   7.5461E-008   1.0000E+000
    4.656835E+03   1.0000E-099   1.0000E-099   8.5109E-008   1.0000E+000
    4.933738E+03   1.0000E-099   1.0000E-099   8.8566E-008   1.0000E+000
    5.227106E+03   1.0000E-099   1.0000E-099   8.8466E-008   1.0000E+000
    5.537919E+03   1.0000E-099   1.0000E-099   8.8848E-008   1.0000E+000
    5.867212E+03   1.0000E-099   1.0000E-099   9.1151E-008   1.0000E+000
    6.216087E+03   1.0000E-099   1.0000E-099   9.7030E-008   1.0000E+000
    6.585705E+03   1.0000E-099   1.0000E-099   1.0917E-007   1.0000E+000
    6.977302E+03   1.0000E-099   1.0000E-099   1.2967E-007   1.0000E+000
    7.392184E+03   1.0000E-099   1.0000E-099   1.6246E-007   1.0000E+000
    7.831736E+03   1.0000E-099   1.0000E-099   2.2015E-007   1.0000E+000
    8.297424E+03   1.0000E-099   1.0000E-099   3.3215E-007   1.0000E+000
    8.790802E+03   1.0000E-099   1.0000E-099   5.7241E-007   1.0000E+000
    9.313518E+03   1.0000E-099   1.0000E-099   1.1934E-006   1.0000E+000
    9.867315E+03   1.0000E-099   1.0000E-099   3.4777E-006   1.0000E+000
    1.045404E+04   1.0000E-099   1.0000E-099   1.6685E-005   9.9998E-001
    1.107573E+04   1.0000E-099   1.0000E-099   1.2866E-004   9.9987E-001
    1.173130E+04   1.0000E-099   1.0000E-099   1.5025E-003   9.9850E-001
    1.231131E+04   1.0000E-099   1.0000E-099   2.5958E-002   9.7404E-001
    1.281343E+04   1.0000E-099   1.0000E-099   3.6332E-001   6.3668E-001
    1.330626E+04   1.0000E-099   1.0000E-099   9.2446E-001   7.5538E-002
    1.384804E+04   1.0000E-099   1.0000E-099   9.9756E-001   2.4450E-003
    1.445314E+04   1.0000E-099   1.0000E-099   9.9995E-001   4.9172E-005
    1.515370E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.6511E-007
    1.576027E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.4525E-009
    1.620925E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8392E-011
    1.655151E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8958E-013
    1.686889E+04   1.0000E-099   1.0000E-099   1.0000E+000   6.4100E-015
    1.721620E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.0305E-016
    1.762137E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1735E-017
    1.805685E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.0733E-019
    1.849364E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.3455E-020
    1.891431E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.6138E-022
    1.932093E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8776E-023
    1.972833E+04   1.0000E-099   1.0000E-099   1.0000E+000   9.6728E-025
    2.015560E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.8641E-026
    2.061984E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.5912E-027
    2.113500E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8605E-028
    2.170971E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.3078E-030
    2.233998E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.3192E-031
    2.301625E+04   1.0000E-099   1.0000E-099   1.0000E+000   6.5107E-033
    2.372079E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7035E-034
    2.443212E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.3707E-036
    2.513882E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.6227E-038
    2.584016E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.3657E-040
    2.655795E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.6368E-038
    2.734178E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.1095E-036
    2.827666E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.1901E-034
    2.954972E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.9282E-033
    3.128169E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.9140E-032
    3.314405E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.8255E-031
    3.511485E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1435E-030
    3.721193E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.2985E-030
    3.908032E+04   1.0000E-099   1.0000E-099   1.0000E+000   9.8338E-030
    4.071797E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8075E-029
    4.216726E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.3585E-029
    4.348907E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.8117E-029
    4.476343E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.6694E-029
    4.602333E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1018E-028
    4.728173E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2728E-028
    4.854338E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.3862E-028
    4.981003E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4496E-028
    5.109107E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4755E-028
    5.238589E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4797E-028
    5.369932E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4780E-028
    5.503017E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4821E-028
    5.637631E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5000E-028
    5.773425E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5350E-028
    5.909232E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5821E-028
    6.044459E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6298E-028
    6.177265E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6683E-028
    6.306439E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6946E-028
    6.430202E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7093E-028
    6.546090E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7158E-028
    6.652962E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7141E-028
    6.748119E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7005E-028
    6.830671E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6850E-028
    6.900341E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6641E-028
    6.956278E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.6290E-028
    6.978809E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.5576E-028
    6.990102E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4341E-028
    6.995755E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2440E-028
    6.998584E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0405E-028
    6.999928E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.4630E-029
    6.999999E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.2405E-029
#TIME:     3.704
#NVEL: 115
#vel_mid[km/s]           k0           k1           k2           k3
    8.772128E+02   1.0000E-099   1.0000E-099   1.7640E-004   9.9982E-001
    8.813507E+02   1.0000E-099   1.0000E-099   1.7640E-004   9.9982E-001
    8.938818E+02   1.0000E-099   1.0000E-099   1.7607E-004   9.9982E-001
    9.194811E+02   1.0000E-099   1.0000E-099   1.7389E-004   9.9983E-001
    9.702245E+02   1.0000E-099   1.0000E-099   1.6443E-004   9.9984E-001
    1.028013E+03   1.0000E-099   1.0000E-099   1.4671E-004   9.9985E-001
    1.089141E+03   1.0000E-099   1.0000E-099   1.2271E-004   9.9988E-001
    1.153903E+03   1.0000E-099   1.0000E-099   9.5062E-005   9.9990E-001
    1.222516E+03   1.0000E-099   1.0000E-099   6.7298E-005   9.9993E-001
    1.295209E+03   1.0000E-099   1.0000E-099   4.3193E-005   9.9996E-001
    1.372224E+03   1.0000E-099   1.0000E-099   2.4832E-005   9.9998E-001
    1.453819E+03   1.0000E-099   1.0000E-099   1.2966E-005   9.9999E-001
    1.540265E+03   1.0000E-099   1.0000E-099   6.6481E-006   9.9999E-001
    1.631852E+03   1.0000E-099   1.0000E-099   3.5491E-006   1.0000E+000
    1.728884E+03   1.0000E-099   1.0000E-099   1.9959E-006   1.0000E+000
    1.831687E+03   1.0000E-099   1.0000E-099   1.1579E-006   1.0000E+000
    1.940602E+03   1.0000E-099   1.0000E-099   6.7963E-007   1.0000E+000
    2.055993E+03   1.0000E-099   1.0000E-099   4.0653E-007   1.0000E+000
    2.178246E+03   1.0000E-099   1.0000E-099   2.5368E-007   1.0000E+000
    2.307768E+03   1.0000E-099   1.0000E-099   1.6858E-007   1.0000E+000
    2.444992E+03   1.0000E-099   1.0000E-099   1.2071E-007   1.0000E+000
    2.590375E+03   1.0000E-099   1.0000E-099   9.3174E-008   1.0000E+000
    2.744403E+03   1.0000E-099   1.0000E-099   7.6858E-008   1.0000E+000
    2.907590E+03   1.0000E-099   1.0000E-099   6.7090E-008   1.0000E+000
    3.080480E+03   1.0000E-099   1.0000E-099   6.2017E-008   1.0000E+000
    3.263650E+03   1.0000E-099   1.0000E-099   6.1310E-008   1.0000E+000
    3.457712E+03   1.0000E-099   1.0000E-099   6.4189E-008   1.0000E+000
    3.663313E+03   1.0000E-099   1.0000E-099   6.8333E-008   1.0000E+000
    3.881140E+03   1.0000E-099   1.0000E-099   7.2925E-008   1.0000E+000
    4.111919E+03   1.0000E-099   1.0000E-099   8.2195E-008   1.0000E+000
    4.356421E+03   1.0000E-099   1.0000E-099   9.7509E-008   1.0000E+000
    4.615461E+03   1.0000E-099   1.0000E-099   1.1242E-007   1.0000E+000
    4.889904E+03   1.0000E-099   1.0000E-099   1.1998E-007   1.0000E+000
    5.180665E+03   1.0000E-099   1.0000E-099   1.2205E-007   1.0000E+000
    5.488716E+03   1.0000E-099   1.0000E-099   1.2400E-007   1.0000E+000
    5.815084E+03   1.0000E-099   1.0000E-099   1.2825E-007   1.0000E+000
    6.160859E+03   1.0000E-099   1.0000E-099   1.3719E-007   1.0000E+000
    6.527194E+03   1.0000E-099   1.0000E-099   1.5489E-007   1.0000E+000
    6.915311E+03   1.0000E-099   1.0000E-099   1.8488E-007   1.0000E+000
    7.326507E+03   1.0000E-099   1.0000E-099   2.3274E-007   1.0000E+000
    7.762154E+03   1.0000E-099   1.0000E-099   3.1609E-007   1.0000E+000
    8.223704E+03   1.0000E-099   1.0000E-099   4.7958E-007   1.0000E+000
    8.712699E+03   1.0000E-099   1.0000E-099   8.3755E-007   1.0000E+000
    9.230771E+03   1.0000E-099   1.0000E-099   1.7843E-006   1.0000E+000
    9.779647E+03   1.0000E-099   1.0000E-099   5.4157E-006   9.9999E-001
    1.036116E+04   1.0000E-099   1.0000E-099   2.5827E-005   9.9997E-001
    1.097734E+04   1.0000E-099   1.0000E-099   1.8523E-004   9.9981E-001
    1.162442E+04   1.0000E-099   1.0000E-099   2.1056E-003   9.9789E-001
    1.219331E+04   1.0000E-099   1.0000E-099   3.4599E-002   9.6540E-001
    1.269474E+04   1.0000E-099   1.0000E-099   4.1690E-001   5.8310E-001
    1.319666E+04   1.0000E-099   1.0000E-099   9.3705E-001   6.2955E-002
    1.374440E+04   1.0000E-099   1.0000E-099   9.9798E-001   2.0245E-003
    1.435635E+04   1.0000E-099   1.0000E-099   9.9996E-001   4.1750E-005
    1.508495E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.8920E-007
    1.572413E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.0457E-009
    1.619751E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7780E-011
    1.656075E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.0392E-013
    1.690072E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.9954E-015
    1.728549E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.2356E-016
    1.774494E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7964E-017
    1.823325E+04   1.0000E-099   1.0000E-099   1.0000E+000   7.1703E-019
    1.871541E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.8413E-020
    1.917378E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1627E-021
    1.961161E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.4024E-023
    2.004335E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.0272E-024
    2.048193E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.0055E-025
    2.093864E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4050E-026
    2.142208E+04   1.0000E-099   1.0000E-099   1.0000E+000   9.0455E-028
    2.194514E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.6820E-029
    2.251900E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.8820E-030
    2.315778E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.5733E-032
    2.384668E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.3171E-033
    2.455038E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.6886E-035
    2.524396E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.2444E-037
    2.592538E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.7577E-039
    2.662285E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.0826E-038
    2.738529E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.4164E-036
    2.829999E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.2020E-034
    2.954413E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.6263E-033
    3.125857E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.6441E-032
    3.312046E+04   1.0000E-099   1.0000E-099   1.0000E+000   2.7306E-031
    3.508985E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.1091E-030
    3.718524E+04   1.0000E-099   1.0000E-099   1.0000E+000   4.1887E-030
    3.905897E+04   1.0000E-099   1.0000E-099   1.0000E+000   9.6508E-030
    4.070156E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.7800E-029
    4.215427E+04   1.0000E-099   1.0000E-099   1.0000E+000   3.3174E-029
    4.347841E+04   1.0000E-099   1.0000E-099   1.0000E+000   5.7603E-029
    4.475423E+04   1.0000E-099   1.0000E-099   1.0000E+000   8.6187E-029
    4.601564E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.0978E-028
    4.727512E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.2698E-028
    4.853781E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.3841E-028
    4.980522E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4481E-028
    5.108687E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4746E-028
    5.238212E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4791E-028
    5.369581E+04   1.0000E-099   1.0000E-099   1.0000E+000   1.4776E-028
