#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
9514.44 5.2715e-05 4.0808e-01 5.6989e-01 2.1975e-02
10095.62 1.0457e-04 5.7377e-01 4.1384e-01 1.2282e-02
10712.30 1.3926e-04 6.6469e-01 3.2788e-01 7.2941e-03
11366.65 1.8493e-04 7.1274e-01 2.8171e-01 5.3658e-03
12061.10 2.2574e-04 7.6815e-01 2.2776e-01 3.8585e-03
12793.43 2.0032e-04 7.8814e-01 2.0813e-01 3.5311e-03
13528.61 1.3743e-04 7.4922e-01 2.4646e-01 4.1885e-03
14194.74 1.0496e-04 7.9148e-01 2.0493e-01 3.4778e-03
14757.77 7.5522e-05 6.6400e-01 3.3003e-01 5.8922e-03
15240.48 5.6452e-05 5.2834e-01 4.6452e-01 7.0787e-03
15646.99 5.8423e-05 5.0159e-01 4.9347e-01 4.8739e-03
15960.30 1.0391e-04 5.1649e-01 4.8030e-01 3.1019e-03
16187.41 7.7072e-05 4.7240e-01 5.2471e-01 2.8061e-03
16354.17 7.4699e-05 4.7953e-01 5.1774e-01 2.6645e-03
16484.18 7.6850e-05 3.7130e-01 6.2536e-01 3.2641e-03
16593.12 4.1074e-05 2.4784e-01 7.4782e-01 4.2984e-03
16691.99 3.8805e-05 4.9179e-01 5.0403e-01 4.1407e-03
16788.59 1.8899e-05 1.5985e-01 8.3416e-01 5.9728e-03
16888.37 2.8755e-05 3.0232e-01 6.9135e-01 6.3008e-03
16998.79 5.6164e-05 3.4715e-01 6.4711e-01 5.6844e-03
17146.37 1.3296e-05 1.7644e-01 8.1568e-01 7.8653e-03
17415.23 1.6005e-05 2.2111e-01 7.7018e-01 8.6942e-03
17888.12 1.2991e-05 2.0163e-01 7.8699e-01 1.1359e-02
18532.37 5.4250e-06 9.6246e-02 8.9026e-01 1.3486e-02
19260.76 2.7962e-06 6.4457e-02 9.1991e-01 1.5633e-02
20034.10 2.7262e-06 6.3804e-02 9.1280e-01 2.3397e-02
20838.00 2.9270e-06 7.1740e-02 9.0126e-01 2.6995e-02
21647.97 1.7730e-06 5.1372e-02 9.1503e-01 3.3593e-02
22447.94 1.3405e-06 3.7918e-02 9.2953e-01 3.2552e-02
23245.88 2.0378e-06 4.9995e-02 9.0599e-01 4.4008e-02
24052.47 1.3924e-06 4.1400e-02 8.6243e-01 9.6165e-02
24867.72 1.6722e-06 5.1716e-02 8.6642e-01 8.1863e-02
25698.86 1.6943e-06 7.1036e-02 8.4670e-01 8.2266e-02
26587.16 1.8991e-06 7.5166e-02 8.3497e-01 8.9857e-02
27637.54 1.8130e-06 6.2837e-02 8.2820e-01 1.0896e-01
28986.97 3.3698e-06 1.1577e-01 6.9409e-01 1.9014e-01
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.0704e-03 9.3938e-01 5.9275e-02 2.7210e-04
1919.29 9.1007e-04 9.4611e-01 5.2769e-02 2.1386e-04
2581.60 7.1165e-04 9.2471e-01 7.4158e-02 4.1616e-04
3084.17 5.9744e-04 8.8371e-01 1.1470e-01 9.9122e-04
3472.46 4.5406e-04 7.7624e-01 2.2046e-01 2.8510e-03
3909.64 2.5202e-04 6.1957e-01 3.7216e-01 8.0162e-03
4148.46 2.3965e-04 6.4872e-01 3.4389e-01 7.1520e-03
4670.75 2.6801e-04 6.7584e-01 3.1801e-01 5.8870e-03
4956.05 1.6161e-04 5.6347e-01 4.2674e-01 9.6276e-03
5258.79 6.7466e-05 3.6576e-01 6.1302e-01 2.1148e-02
5580.02 1.7595e-05 1.5292e-01 8.0956e-01 3.7501e-02
5920.87 6.0181e-06 8.1468e-02 8.6288e-01 5.5645e-02
6282.54 2.9381e-06 5.6232e-02 8.7589e-01 6.7879e-02
6666.30 2.7262e-06 5.3704e-02 8.7262e-01 7.3675e-02
7073.50 2.5169e-06 5.4867e-02 8.6972e-01 7.5412e-02
7505.58 2.7877e-06 6.4332e-02 8.6053e-01 7.5135e-02
7964.05 4.0187e-06 7.8193e-02 8.4840e-01 7.3403e-02
8450.53 7.8895e-06 1.2536e-01 8.2151e-01 5.3129e-02
8966.72 2.5446e-05 2.5884e-01 7.0318e-01 3.7952e-02
9514.44 5.3680e-05 4.1225e-01 5.6554e-01 2.2151e-02
10095.62 1.1826e-04 5.6807e-01 4.1939e-01 1.2423e-02
10712.30 1.5835e-04 6.6473e-01 3.2755e-01 7.5568e-03
11366.65 1.9236e-04 7.1975e-01 2.7508e-01 4.9789e-03
12061.10 1.9746e-04 7.6860e-01 2.2716e-01 4.0351e-03
12793.43 1.9208e-04 7.8543e-01 2.1088e-01 3.4962e-03
13528.61 1.2155e-04 7.6413e-01 2.3192e-01 3.8281e-03
14194.74 9.5915e-05 7.4997e-01 2.4535e-01 4.5825e-03
14757.77 6.8161e-05 6.4514e-01 3.4891e-01 5.8767e-03
15240.48 5.4613e-05 5.9386e-01 4.0007e-01 6.0170e-03
15646.99 6.4830e-05 5.2784e-01 4.6731e-01 4.7911e-03
15960.30 9.8239e-05 5.9858e-01 3.9871e-01 2.6101e-03
16187.41 8.5416e-05 5.9854e-01 3.9921e-01 2.1658e-03
16354.17 9.5048e-05 5.3174e-01 4.6560e-01 2.5666e-03
16484.18 7.1729e-05 5.4624e-01 4.5112e-01 2.5744e-03
16593.12 5.1393e-05 3.4502e-01 6.5058e-01 4.3542e-03
16691.99 6.2694e-05 3.6731e-01 6.2814e-01 4.4891e-03
16788.59 1.7631e-05 2.2124e-01 7.7298e-01 5.7677e-03
16888.37 3.8624e-05 2.8075e-01 7.1331e-01 5.8983e-03
16998.79 3.8213e-05 3.2177e-01 6.7304e-01 5.1461e-03
17146.37 2.1151e-05 2.5550e-01 7.3824e-01 6.2414e-03
17415.23 1.0858e-05 1.5057e-01 8.4084e-01 8.5734e-03
17888.12 7.0580e-06 1.1528e-01 8.7441e-01 1.0301e-02
18532.37 4.2246e-06 7.3452e-02 9.1244e-01 1.4100e-02
19260.76 4.3185e-06 8.1295e-02 9.0266e-01 1.6043e-02
20034.10 4.3343e-06 7.5572e-02 9.0674e-01 1.7682e-02
20838.00 4.6731e-06 9.3651e-02 8.8370e-01 2.2641e-02
21647.97 5.6177e-06 1.4077e-01 8.3251e-01 2.6717e-02
22447.94 1.2625e-06 3.8869e-02 9.2271e-01 3.8418e-02
23245.88 1.9787e-06 5.7524e-02 9.0458e-01 3.7896e-02
24052.47 1.4882e-06 4.9444e-02 8.7079e-01 7.9766e-02
24867.72 1.1397e-06 4.2716e-02 8.1607e-01 1.4121e-01
25698.86 1.0339e-06 3.7828e-02 8.4426e-01 1.1791e-01
26587.16 3.0720e-07 1.6435e-02 8.8349e-01 1.0007e-01
27637.54 2.7771e-06 1.5232e-01 7.4186e-01 1.0582e-01
28986.97 3.8917e-06 1.2866e-01 6.7724e-01 1.9410e-01
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.0959e-03 9.4041e-01 5.8239e-02 2.5473e-04
1919.29 8.8859e-04 9.4719e-01 5.1715e-02 2.0536e-04
2581.60 7.4250e-04 9.2496e-01 7.3878e-02 4.1848e-04
3084.17 5.9491e-04 8.7912e-01 1.1927e-01 1.0195e-03
3472.46 4.4915e-04 7.8196e-01 2.1482e-01 2.7746e-03
3909.64 2.3649e-04 6.3007e-01 3.6224e-01 7.4585e-03
4148.46 2.6559e-04 6.6624e-01 3.2694e-01 6.5546e-03
4670.75 2.4932e-04 6.7530e-01 3.1864e-01 5.8101e-03
4956.05 1.6942e-04 5.5694e-01 4.3231e-01 1.0577e-02
5258.79 6.6758e-05 3.5513e-01 6.2271e-01 2.2092e-02
5580.02 1.5020e-05 1.5264e-01 8.0902e-01 3.8320e-02
5920.87 5.6811e-06 8.4326e-02 8.6073e-01 5.4942e-02
6282.54 3.0997e-06 5.8859e-02 8.7161e-01 6.9531e-02
6666.30 2.7661e-06 5.6026e-02 8.7324e-01 7.0728e-02
7073.50 2.5151e-06 5.3263e-02 8.7544e-01 7.1299e-02
7505.58 2.4333e-06 5.7482e-02 8.6300e-01 7.9511e-02
7964.05 3.5203e-06 7.1277e-02 8.5916e-01 6.9556e-02
8450.53 8.6892e-06 1.3658e-01 8.1335e-01 5.0063e-02
8966.72 2.4088e-05 2.5352e-01 7.1103e-01 3.5435e-02
9514.44 5.4410e-05 4.0864e-01 5.6953e-01 2.1770e-02
10095.62 1.1327e-04 5.6009e-01 4.2723e-01 1.2567e-02
10712.30 1.3921e-04 6.3845e-01 3.5288e-01 8.5286e-03
11366.65 1.8894e-04 7.2989e-01 2.6471e-01 5.2127e-03
12061.10 2.0527e-04 7.5069e-01 2.4467e-01 4.4374e-03
12793.43 1.9174e-04 7.8175e-01 2.1444e-01 3.6174e-03
13528.61 1.5873e-04 7.7375e-01 2.2247e-01 3.6262e-03
14194.74 8.3678e-05 7.0788e-01 2.8715e-01 4.8870e-03
14757.77 8.1969e-05 7.1449e-01 2.8024e-01 5.1841e-03
15240.48 6.0327e-05 5.3409e-01 4.5933e-01 6.5125e-03
15646.99 7.6145e-05 6.0354e-01 3.9257e-01 3.8214e-03
15960.30 9.8594e-05 5.8052e-01 4.1669e-01 2.6975e-03
16187.41 1.2093e-04 5.3507e-01 4.6237e-01 2.4400e-03
16354.17 9.2690e-05 5.1826e-01 4.7941e-01 2.2437e-03
16484.18 5.9740e-05 4.3079e-01 5.6587e-01 3.2776e-03
16593.12 4.0641e-05 3.8890e-01 6.0719e-01 3.8651e-03
16691.99 4.2234e-05 3.6677e-01 6.2930e-01 3.8959e-03
16788.59 3.9692e-05 3.3202e-01 6.6222e-01 5.7177e-03
16888.37 2.1730e-05 1.9259e-01 8.0053e-01 6.8615e-03
16998.79 2.4736e-05 1.9648e-01 7.9659e-01 6.9128e-03
17146.37 4.0301e-05 4.6580e-01 5.2868e-01 5.4848e-03
17415.23 1.0029e-05 1.3844e-01 8.5266e-01 8.8932e-03
17888.12 8.0007e-06 1.1597e-01 8.7259e-01 1.1428e-02
18532.37 6.1652e-06 1.0166e-01 8.8449e-01 1.3846e-02
19260.76 4.9053e-06 8.5199e-02 8.9859e-01 1.6211e-02
20034.10 3.6528e-06 8.7759e-02 8.8890e-01 2.3334e-02
20838.00 3.7168e-06 8.3012e-02 8.8719e-01 2.9796e-02
21647.97 2.7169e-06 5.9156e-02 9.1190e-01 2.8938e-02
22447.94 6.1282e-06 1.4057e-01 8.2465e-01 3.4773e-02
23245.88 1.3619e-06 4.8235e-02 8.9705e-01 5.4718e-02
24052.47 1.4776e-06 5.6969e-02 8.8036e-01 6.2670e-02
24867.72 1.1689e-06 4.9364e-02 8.3575e-01 1.1488e-01
25698.86 2.1371e-06 8.8899e-02 8.3056e-01 8.0538e-02
26587.16 3.3043e-07 1.7109e-02 8.8157e-01 1.0132e-01
27637.54 2.1258e-06 1.0816e-01 7.8845e-01 1.0338e-01
28986.97 3.4426e-06 2.1660e-01 6.5831e-01 1.2508e-01
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 9.7293e-04 9.4149e-01 5.7284e-02 2.5335e-04
1919.29 9.8338e-04 9.4869e-01 5.0137e-02 1.9175e-04
2581.60 7.9797e-04 9.2890e-01 6.9939e-02 3.6819e-04
3084.17 6.1446e-04 8.8333e-01 1.1507e-01 9.7831e-04
3472.46 4.4435e-04 7.7476e-01 2.2184e-01 2.9558e-03
3909.64 2.4372e-04 6.4189e-01 3.5104e-01 6.8251e-03
4148.46 2.5981e-04 6.7040e-01 3.2303e-01 6.3194e-03
4670.75 2.8421e-04 6.7910e-01 3.1475e-01 5.8631e-03
4956.05 1.4909e-04 5.4208e-01 4.4713e-01 1.0638e-02
5258.79 6.0738e-05 3.6880e-01 6.1051e-01 2.0631e-02
5580.02 1.7688e-05 1.6160e-01 7.9907e-01 3.9316e-02
5920.87 6.2351e-06 8.1786e-02 8.6490e-01 5.3309e-02
6282.54 3.2121e-06 5.8443e-02 8.7120e-01 7.0356e-02
6666.30 2.7032e-06 5.3368e-02 8.7693e-01 6.9701e-02
7073.50 2.5901e-06 5.6580e-02 8.6700e-01 7.6418e-02
7505.58 2.4495e-06 5.6745e-02 8.6283e-01 8.0426e-02
7964.05 3.8618e-06 8.0499e-02 8.5376e-01 6.5743e-02
8450.53 8.4831e-06 1.3076e-01 8.1691e-01 5.2318e-02
8966.72 2.4955e-05 2.5758e-01 7.0656e-01 3.5836e-02
9514.44 5.6307e-05 4.1037e-01 5.6695e-01 2.2627e-02
10095.62 1.0755e-04 5.5818e-01 4.2868e-01 1.3029e-02
10712.30 1.6519e-04 6.6392e-01 3.2838e-01 7.5384e-03
11366.65 2.0558e-04 7.4206e-01 2.5269e-01 5.0478e-03
12061.10 1.9068e-04 7.5366e-01 2.4202e-01 4.1357e-03
12793.43 1.7362e-04 7.7692e-01 2.1916e-01 3.7550e-03
13528.61 1.3265e-04 7.6256e-01 2.3334e-01 3.9706e-03
14194.74 1.0989e-04 7.7597e-01 2.2040e-01 3.5219e-03
14757.77 7.0081e-05 7.0969e-01 2.8537e-01 4.8683e-03
15240.48 7.2600e-05 6.5495e-01 3.3982e-01 5.1519e-03
15646.99 6.5936e-05 4.9617e-01 4.9880e-01 4.9650e-03
15960.30 1.6834e-04 6.4304e-01 3.5454e-01 2.2470e-03
16187.41 1.3648e-04 5.9504e-01 4.0268e-01 2.1382e-03
16354.17 9.4889e-05 5.1899e-01 4.7843e-01 2.4838e-03
16484.18 6.1482e-05 4.2015e-01 5.7659e-01 3.1959e-03
16593.12 4.5636e-05 3.3779e-01 6.5814e-01 4.0305e-03
16691.99 4.3971e-05 2.3607e-01 7.5866e-01 5.2260e-03
16788.59 4.0238e-05 4.6886e-01 5.2683e-01 4.2669e-03
16888.37 1.8789e-05 1.4931e-01 8.4380e-01 6.8661e-03
16998.79 2.7348e-05 2.2554e-01 7.6794e-01 6.4924e-03
17146.37 2.5176e-05 2.4672e-01 7.4596e-01 7.3015e-03
17415.23 1.5558e-05 1.9403e-01 7.9769e-01 8.2566e-03
17888.12 6.8004e-06 1.1806e-01 8.7172e-01 1.0213e-02
18532.37 4.9288e-06 9.2399e-02 8.9411e-01 1.3481e-02
19260.76 3.0724e-06 6.3885e-02 9.1886e-01 1.7252e-02
20034.10 4.1942e-06 7.8676e-02 8.9995e-01 2.1367e-02
20838.00 2.8438e-06 6.1502e-02 9.1370e-01 2.4794e-02
21647.97 3.7681e-06 1.0447e-01 8.6416e-01 3.1365e-02
22447.94 5.3791e-06 1.7447e-01 7.8863e-01 3.6889e-02
23245.88 4.0749e-06 1.4575e-01 7.8069e-01 7.3557e-02
24052.47 8.0414e-06 2.5329e-01 7.0007e-01 4.6636e-02
24867.72 9.2485e-07 4.3664e-02 8.8722e-01 6.9117e-02
25698.86 3.5245e-06 1.2516e-01 7.8900e-01 8.5839e-02
26587.16 1.1299e-06 5.2985e-02 8.6138e-01 8.5631e-02
27637.54 1.7475e-06 9.6041e-02 8.0690e-01 9.7052e-02
28986.97 6.0039e-06 2.9018e-01 5.9475e-01 1.1507e-01
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 9.4291e-04 9.4140e-01 5.7404e-02 2.5021e-04
1919.29 7.0906e-04 9.3417e-01 6.4761e-02 3.6058e-04
2581.60 6.6516e-04 9.2792e-01 7.1026e-02 3.8618e-04
3084.17 5.6240e-04 8.8238e-01 1.1606e-01 9.9315e-04
3472.46 4.3736e-04 7.8110e-01 2.1561e-01 2.8536e-03
3909.64 2.5199e-04 6.4056e-01 3.5220e-01 6.9839e-03
4148.46 2.3320e-04 6.6245e-01 3.3080e-01 6.5241e-03
4670.75 2.8342e-04 6.7384e-01 3.1997e-01 5.9161e-03
4956.05 1.4170e-04 5.5588e-01 4.3313e-01 1.0854e-02
5258.79 6.5730e-05 3.4989e-01 6.2796e-01 2.2082e-02
5580.02 1.8360e-05 1.5670e-01 8.0365e-01 3.9635e-02
5920.87 6.3581e-06 8.5237e-02 8.5732e-01 5.7434e-02
6282.54 3.2986e-06 5.8182e-02 8.7303e-01 6.8788e-02
6666.30 2.9847e-06 5.4867e-02 8.7328e-01 7.1847e-02
7073.50 2.4473e-06 5.4339e-02 8.7403e-01 7.1630e-02
7505.58 2.6300e-06 5.9316e-02 8.6578e-01 7.4900e-02
7964.05 3.7588e-06 7.8142e-02 8.5297e-01 6.8888e-02
8450.53 8.6290e-06 1.2623e-01 8.2018e-01 5.3582e-02
8966.72 2.4395e-05 2.5419e-01 7.0773e-01 3.8060e-02
9514.44 5.8667e-05 4.2234e-01 5.5586e-01 2.1737e-02
10095.62 1.0740e-04 5.6044e-01 4.2663e-01 1.2828e-02
10712.30 1.5686e-04 6.7524e-01 3.1772e-01 6.8897e-03
11366.65 2.2299e-04 7.3911e-01 2.5561e-01 5.0601e-03
12061.10 2.3429e-04 7.5690e-01 2.3864e-01 4.2280e-03
12793.43 1.8635e-04 7.6885e-01 2.2731e-01 3.6626e-03
13528.61 1.6496e-04 7.6721e-01 2.2872e-01 3.9029e-03
14194.74 1.2810e-04 7.5246e-01 2.4320e-01 4.2096e-03
14757.77 5.9064e-05 6.1405e-01 3.7955e-01 6.3405e-03
15240.48 6.6330e-05 6.3007e-01 3.6475e-01 5.1095e-03
15646.99 8.7835e-05 5.9726e-01 3.9909e-01 3.5540e-03
15960.30 1.3922e-04 6.1442e-01 3.8302e-01 2.4185e-03
16187.41 1.9093e-04 5.0256e-01 4.9480e-01 2.4520e-03
16354.17 1.2013e-04 4.7425e-01 5.2299e-01 2.6410e-03
16484.18 7.0361e-05 4.6505e-01 5.3235e-01 2.5332e-03
16593.12 5.2751e-05 4.1149e-01 5.8470e-01 3.7528e-03
16691.99 5.7133e-05 4.2321e-01 5.7243e-01 4.3020e-03
16788.59 2.2939e-05 1.9589e-01 7.9813e-01 5.9626e-03
16888.37 3.1662e-05 3.1326e-01 6.8104e-01 5.6597e-03
16998.79 2.7628e-05 2.8049e-01 7.1319e-01 6.2880e-03
17146.37 1.8075e-05 2.6775e-01 7.2530e-01 6.9279e-03
17415.23 9.8964e-06 1.3715e-01 8.5371e-01 9.1351e-03
17888.12 5.4343e-06 1.0949e-01 8.7960e-01 1.0904e-02
18532.37 5.5370e-06 1.2337e-01 8.6370e-01 1.2927e-02
19260.76 3.1683e-06 6.7313e-02 9.1439e-01 1.8293e-02
20034.10 4.8642e-06 9.3632e-02 8.8632e-01 2.0045e-02
20838.00 2.5454e-06 5.4491e-02 9.1576e-01 2.9745e-02
21647.97 4.7729e-06 1.2987e-01 8.4197e-01 2.8150e-02
22447.94 1.0698e-05 2.4925e-01 7.2104e-01 2.9702e-02
23245.88 1.5712e-05 5.1999e-01 4.5633e-01 2.3666e-02
24052.47 4.7263e-06 1.5654e-01 7.8932e-01 5.4138e-02
24867.72 5.1167e-06 2.1446e-01 7.0744e-01 7.8103e-02
25698.86 3.0575e-06 1.7595e-01 7.5547e-01 6.8579e-02
26587.16 1.5951e-06 6.6514e-02 4.8329e-01 4.5019e-01
27637.54 1.3513e-06 6.4623e-02 8.2042e-01 1.1496e-01
28986.97 1.4456e-06 7.0325e-02 7.9674e-01 1.3293e-01
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.1558e-03 9.4279e-01 5.5819e-02 2.3591e-04
1919.29 6.0027e-03 9.3735e-01 5.6388e-02 2.5803e-04
2581.60 6.9170e-04 9.2818e-01 7.0748e-02 3.7629e-04
3084.17 6.1704e-04 8.8494e-01 1.1350e-01 9.4209e-04
3472.46 4.1649e-04 7.8638e-01 2.1052e-01 2.6823e-03
3909.64 2.4592e-04 6.4532e-01 3.4765e-01 6.7891e-03
4148.46 2.6100e-04 6.5505e-01 3.3834e-01 6.3477e-03
4670.75 2.7501e-04 6.9133e-01 3.0298e-01 5.4154e-03
4956.05 1.5016e-04 5.4651e-01 4.4246e-01 1.0880e-02
5258.79 6.5047e-05 3.4951e-01 6.2835e-01 2.2077e-02
5580.02 1.8276e-05 1.5928e-01 8.0257e-01 3.8132e-02
5920.87 6.3018e-06 8.4965e-02 8.6395e-01 5.1082e-02
6282.54 3.3332e-06 5.9285e-02 8.7176e-01 6.8947e-02
6666.30 2.8578e-06 5.5223e-02 8.7023e-01 7.4546e-02
7073.50 2.7640e-06 5.9284e-02 8.6720e-01 7.3511e-02
7505.58 2.5996e-06 5.8492e-02 8.6753e-01 7.3972e-02
7964.05 3.6177e-06 7.3122e-02 8.5507e-01 7.1809e-02
8450.53 8.5121e-06 1.3114e-01 8.1552e-01 5.3332e-02
8966.72 2.3101e-05 2.5455e-01 7.0919e-01 3.6230e-02
9514.44 5.2460e-05 4.0636e-01 5.7202e-01 2.1569e-02
10095.62 1.1602e-04 5.5288e-01 4.3392e-01 1.3087e-02
10712.30 1.6119e-04 6.6645e-01 3.2597e-01 7.4191e-03
11366.65 1.9104e-04 7.2322e-01 2.7145e-01 5.1444e-03
12061.10 2.0665e-04 7.5703e-01 2.3861e-01 4.1611e-03
12793.43 2.0406e-04 7.8639e-01 2.0997e-01 3.4279e-03
13528.61 1.6678e-04 7.8113e-01 2.1521e-01 3.4911e-03
14194.74 1.6675e-04 7.7744e-01 2.1852e-01 3.8733e-03
14757.77 8.1073e-05 6.8604e-01 3.0892e-01 4.9545e-03
15240.48 5.7424e-05 5.8566e-01 4.0827e-01 6.0088e-03
15646.99 5.1925e-05 4.7508e-01 5.1997e-01 4.8980e-03
15960.30 9.8922e-05 5.9585e-01 4.0161e-01 2.4441e-03
16187.41 9.6107e-05 5.1698e-01 4.8053e-01 2.3915e-03
16354.17 7.5297e-05 4.1534e-01 5.8179e-01 2.8028e-03
16484.18 4.2300e-05 3.3430e-01 6.6220e-01 3.4578e-03
16593.12 6.3823e-05 3.9982e-01 5.9649e-01 3.6261e-03
16691.99 4.0714e-05 3.6332e-01 6.3208e-01 4.5638e-03
16788.59 2.6892e-05 2.8036e-01 7.1456e-01 5.0510e-03
16888.37 3.4307e-05 2.4563e-01 7.4855e-01 5.7846e-03
16998.79 3.1381e-05 3.6278e-01 6.3154e-01 5.6488e-03
17146.37 2.0683e-05 2.6889e-01 7.2438e-01 6.7062e-03
17415.23 1.0950e-05 1.5203e-01 8.3864e-01 9.3258e-03
17888.12 6.8273e-06 1.0756e-01 8.8150e-01 1.0929e-02
18532.37 3.0469e-06 5.9187e-02 9.2691e-01 1.3900e-02
19260.76 2.9595e-06 5.3401e-02 9.2995e-01 1.6643e-02
20034.10 4.0690e-06 9.8340e-02 8.8128e-01 2.0379e-02
20838.00 2.9000e-06 6.7310e-02 9.0805e-01 2.4632e-02
21647.97 6.6276e-06 1.4478e-01 8.1707e-01 3.8141e-02
22447.94 7.1878e-06 1.5210e-01 8.1677e-01 3.1116e-02
23245.88 4.0250e-06 1.3125e-01 8.3045e-01 3.8301e-02
24052.47 1.0508e-05 4.6276e-01 5.0490e-01 3.2332e-02
24867.72 1.1575e-05 4.7311e-01 4.8829e-01 3.8582e-02
25698.86 4.0198e-06 1.9770e-01 7.2161e-01 8.0694e-02
26587.16 2.0509e-06 7.4673e-02 6.3064e-01 2.9468e-01
27637.54 2.9028e-06 1.2114e-01 6.4720e-01 2.3166e-01
28986.97 4.9337e-06 3.0668e-01 5.8409e-01 1.0923e-01
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.0169e-03 9.4577e-01 5.2999e-02 2.0970e-04
1919.29 2.9650e-03 9.4285e-01 5.3956e-02 2.2676e-04
2581.60 6.7636e-04 9.2790e-01 7.1048e-02 3.7951e-04
3084.17 6.5882e-04 8.8485e-01 1.1354e-01 9.4503e-04
3472.46 4.3756e-04 7.8237e-01 2.1443e-01 2.7568e-03
3909.64 2.6797e-04 6.4868e-01 3.4416e-01 6.8945e-03
4148.46 2.3961e-04 6.5926e-01 3.3428e-01 6.2111e-03
4670.75 2.6698e-04 6.8281e-01 3.1144e-01 5.4833e-03
4956.05 1.5749e-04 5.5338e-01 4.3649e-01 9.9746e-03
5258.79 6.4509e-05 3.5569e-01 6.2319e-01 2.1057e-02
5580.02 1.7694e-05 1.5800e-01 8.0316e-01 3.8821e-02
5920.87 6.2542e-06 8.4309e-02 8.6092e-01 5.4769e-02
6282.54 3.4301e-06 6.0411e-02 8.7598e-01 6.3609e-02
6666.30 2.8290e-06 5.5390e-02 8.7166e-01 7.2947e-02
7073.50 3.0290e-06 6.0994e-02 8.6768e-01 7.1327e-02
7505.58 2.6740e-06 5.6769e-02 8.6202e-01 8.1208e-02
7964.05 3.5185e-06 7.4868e-02 8.5532e-01 6.9813e-02
8450.53 9.3393e-06 1.3435e-01 8.1214e-01 5.3499e-02
8966.72 2.5017e-05 2.4385e-01 7.1892e-01 3.7199e-02
9514.44 5.2283e-05 4.0552e-01 5.7199e-01 2.2439e-02
10095.62 1.1156e-04 5.6254e-01 4.2476e-01 1.2594e-02
10712.30 1.6197e-04 6.7680e-01 3.1586e-01 7.1751e-03
11366.65 1.8704e-04 7.2581e-01 2.6863e-01 5.3760e-03
12061.10 2.2401e-04 7.7750e-01 2.1845e-01 3.8262e-03
12793.43 1.8240e-04 7.8896e-01 2.0738e-01 3.4741e-03
13528.61 1.8784e-04 7.7191e-01 2.2382e-01 4.0833e-03
14194.74 1.4105e-04 7.1882e-01 2.7703e-01 4.0019e-03
14757.77 7.9065e-05 6.8491e-01 3.0999e-01 5.0181e-03
15240.48 8.8882e-05 6.8978e-01 3.0570e-01 4.4264e-03
15646.99 8.3837e-05 5.2581e-01 4.6959e-01 4.5198e-03
15960.30 1.2116e-04 6.5497e-01 3.4276e-01 2.1441e-03
16187.41 1.0548e-04 5.2353e-01 4.7420e-01 2.1646e-03
16354.17 9.3972e-05 4.9106e-01 5.0629e-01 2.5594e-03
16484.18 8.9774e-05 4.5317e-01 5.4390e-01 2.8388e-03
16593.12 7.3979e-05 3.4281e-01 6.5331e-01 3.8037e-03
16691.99 8.8702e-05 5.8936e-01 4.0755e-01 3.0005e-03
16788.59 2.3199e-05 2.1737e-01 7.7701e-01 5.5955e-03
16888.37 2.8553e-05 2.2057e-01 7.7362e-01 5.7809e-03
16998.79 3.4989e-05 2.8800e-01 7.0627e-01 5.6981e-03
17146.37 2.5044e-05 2.8337e-01 7.1047e-01 6.1353e-03
17415.23 1.1065e-05 1.4533e-01 8.4568e-01 8.9824e-03
17888.12 9.2038e-06 1.1099e-01 8.7874e-01 1.0266e-02
18532.37 6.9456e-06 1.1596e-01 8.7013e-01 1.3903e-02
19260.76 4.9910e-06 9.2263e-02 8.9154e-01 1.6195e-02
20034.10 3.5198e-06 7.4351e-02 9.0442e-01 2.1222e-02
20838.00 2.8966e-06 6.4965e-02 9.1072e-01 2.4314e-02
21647.97 2.2265e-06 5.2512e-02 9.1765e-01 2.9833e-02
22447.94 2.8269e-06 6.2618e-02 9.0508e-01 3.2296e-02
23245.88 2.3796e-06 6.5333e-02 8.8325e-01 5.1417e-02
24052.47 5.4689e-06 1.8687e-01 7.6413e-01 4.8997e-02
24867.72 5.1247e-06 2.0291e-01 7.3662e-01 6.0462e-02
25698.86 1.0507e-05 4.1574e-01 5.3539e-01 4.8854e-02
26587.16 4.0259e-06 1.9271e-01 7.2651e-01 8.0777e-02
