#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
27637.54 5.4257e-06 1.7214e-01 7.2493e-01 1.0293e-01
28986.97 6.0503e-06 2.2492e-01 6.3860e-01 1.3647e-01
#TIME: 239.76
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.1902e-03 9.4446e-01 5.4128e-02 2.2376e-04
1919.29 2.4717e-03 9.4439e-01 5.2922e-02 2.1695e-04
2581.60 8.4030e-04 9.3029e-01 6.8520e-02 3.5105e-04
3084.17 6.2944e-04 8.8584e-01 1.1260e-01 9.2578e-04
3472.46 4.4728e-04 7.8234e-01 2.1448e-01 2.7345e-03
3909.64 2.4546e-04 6.4422e-01 3.4874e-01 6.7992e-03
4148.46 2.4787e-04 6.5766e-01 3.3575e-01 6.3460e-03
4670.75 2.4631e-04 6.7983e-01 3.1440e-01 5.5240e-03
4956.05 1.5965e-04 5.7984e-01 4.1068e-01 9.3229e-03
5258.79 6.8867e-05 3.6626e-01 6.1190e-01 2.1772e-02
5580.02 1.8434e-05 1.6119e-01 8.0072e-01 3.8065e-02
5920.87 6.3591e-06 8.5185e-02 8.6201e-01 5.2794e-02
6282.54 3.5027e-06 6.0820e-02 8.7124e-01 6.7941e-02
6666.30 3.1571e-06 5.7055e-02 8.7343e-01 6.9511e-02
7073.50 3.0217e-06 5.9880e-02 8.7155e-01 6.8571e-02
7505.58 2.3898e-06 5.4639e-02 8.6989e-01 7.5469e-02
7964.05 3.8264e-06 7.4558e-02 8.5216e-01 7.3276e-02
8450.53 9.0851e-06 1.3093e-01 8.1539e-01 5.3668e-02
8966.72 2.3371e-05 2.5292e-01 7.1034e-01 3.6717e-02
9514.44 5.2555e-05 4.0947e-01 5.6766e-01 2.2820e-02
10095.62 1.1081e-04 5.6000e-01 4.2761e-01 1.2285e-02
10712.30 1.5648e-04 6.5680e-01 3.3522e-01 7.8211e-03
11366.65 1.9943e-04 7.2647e-01 2.6840e-01 4.9377e-03
12061.10 2.0700e-04 7.7101e-01 2.2475e-01 4.0308e-03
12793.43 1.7544e-04 7.8231e-01 2.1396e-01 3.5630e-03
13528.61 1.4780e-04 7.8356e-01 2.1279e-01 3.5057e-03
14194.74 1.2383e-04 7.2307e-01 2.7260e-01 4.1979e-03
14757.77 8.8833e-05 7.3861e-01 2.5707e-01 4.2309e-03
15240.48 9.5914e-05 7.1590e-01 2.8005e-01 3.9600e-03
15646.99 8.2997e-05 5.8317e-01 4.1303e-01 3.7126e-03
15960.30 1.3297e-04 5.3778e-01 4.5939e-01 2.6929e-03
16187.41 1.3423e-04 5.6156e-01 4.3615e-01 2.1547e-03
16354.17 1.0552e-04 5.2565e-01 4.7192e-01 2.3244e-03
16484.18 9.3081e-05 5.8255e-01 4.1522e-01 2.1402e-03
16593.12 1.0017e-04 4.5480e-01 5.4192e-01 3.1831e-03
16691.99 5.2779e-05 4.9679e-01 4.9991e-01 3.2432e-03
16788.59 3.2323e-05 4.5681e-01 5.3912e-01 4.0432e-03
16888.37 3.4257e-05 2.1754e-01 7.7564e-01 6.7846e-03
16998.79 3.8479e-05 2.7862e-01 7.1582e-01 5.5244e-03
17146.37 2.2678e-05 1.9863e-01 7.9519e-01 6.1578e-03
17415.23 1.5986e-05 1.8499e-01 8.0691e-01 8.0910e-03
17888.12 1.0667e-05 1.4527e-01 8.4440e-01 1.0320e-02
18532.37 4.6249e-06 7.8939e-02 9.0769e-01 1.3362e-02
19260.76 4.0694e-06 8.0203e-02 9.0235e-01 1.7440e-02
20034.10 3.2474e-06 6.8046e-02 9.1381e-01 1.8136e-02
20838.00 2.4953e-06 5.5033e-02 9.2079e-01 2.4173e-02
21647.97 3.6395e-06 8.2047e-02 8.8824e-01 2.9704e-02
22447.94 2.4326e-06 4.8360e-02 9.1622e-01 3.5417e-02
23245.88 2.0260e-06 5.0562e-02 9.0765e-01 4.1787e-02
24052.47 5.4188e-06 2.0020e-01 7.5536e-01 4.4436e-02
24867.72 2.0281e-06 5.8178e-02 8.8004e-01 6.1784e-02
25698.86 2.6808e-06 1.0500e-01 7.4552e-01 1.4948e-01
26587.16 1.5506e-06 4.8838e-02 7.2965e-01 2.2151e-01
27637.54 1.5940e-06 5.7606e-02 7.5265e-01 1.8975e-01
28986.97 5.2716e-06 2.2449e-01 6.6102e-01 1.1449e-01
#TIME: 243.21
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 8.4482e-04 9.3302e-01 6.5768e-02 3.7151e-04
1919.29 2.4171e-03 9.4614e-01 5.1236e-02 2.0316e-04
2581.60 8.0283e-04 9.3038e-01 6.8457e-02 3.5735e-04
3084.17 6.8102e-04 8.8534e-01 1.1303e-01 9.4918e-04
3472.46 4.4103e-04 7.9080e-01 2.0616e-01 2.6022e-03
3909.64 2.9020e-04 6.5407e-01 3.3884e-01 6.8078e-03
4148.46 2.6608e-04 6.5050e-01 3.4261e-01 6.6291e-03
4670.75 2.6384e-04 6.7586e-01 3.1781e-01 6.0719e-03
4956.05 1.5988e-04 6.0319e-01 3.8738e-01 9.2726e-03
5258.79 7.1426e-05 3.6216e-01 6.1570e-01 2.2073e-02
5580.02 1.9253e-05 1.6291e-01 7.9949e-01 3.7583e-02
5920.87 5.7659e-06 7.6315e-02 8.6636e-01 5.7321e-02
6282.54 3.4981e-06 5.8397e-02 8.7204e-01 6.9564e-02
6666.30 2.9640e-06 5.5162e-02 8.7485e-01 6.9980e-02
7073.50 2.8717e-06 5.6451e-02 8.6622e-01 7.7326e-02
7505.58 2.8392e-06 6.2337e-02 8.6363e-01 7.4026e-02
7964.05 3.7643e-06 7.5272e-02 8.5454e-01 7.0188e-02
8450.53 8.4333e-06 1.2644e-01 8.1409e-01 5.9459e-02
8966.72 2.1982e-05 2.4428e-01 7.1946e-01 3.6236e-02
9514.44 5.5589e-05 4.2034e-01 5.5700e-01 2.2605e-02
10095.62 1.1078e-04 5.7148e-01 4.1611e-01 1.2301e-02
10712.30 1.5163e-04 6.6790e-01 3.2487e-01 7.0812e-03
11366.65 1.8595e-04 7.2617e-01 2.6865e-01 4.9950e-03
12061.10 2.2800e-04 7.7182e-01 2.2426e-01 3.6908e-03
12793.43 2.0739e-04 7.7775e-01 2.1855e-01 3.5013e-03
13528.61 1.8522e-04 7.8680e-01 2.0974e-01 3.2732e-03
14194.74 1.1599e-04 7.3354e-01 2.6187e-01 4.4756e-03
14757.77 8.5424e-05 6.7367e-01 3.2098e-01 5.2690e-03
15240.48 1.0971e-04 6.7790e-01 3.1775e-01 4.2448e-03
15646.99 9.3111e-05 6.1298e-01 3.8347e-01 3.4541e-03
15960.30 1.5963e-04 5.9705e-01 4.0046e-01 2.3303e-03
16187.41 1.7289e-04 5.9832e-01 3.9952e-01 1.9907e-03
16354.17 1.2127e-04 5.7540e-01 4.2256e-01 1.9244e-03
16484.18 1.2665e-04 4.3726e-01 5.5999e-01 2.6199e-03
16593.12 7.4355e-05 5.4009e-01 4.5700e-01 2.8373e-03
16691.99 6.0172e-05 4.8673e-01 5.0981e-01 3.4068e-03
16788.59 4.0124e-05 2.4826e-01 7.4670e-01 5.0034e-03
16888.37 1.9092e-05 1.5947e-01 8.3477e-01 5.7436e-03
16998.79 2.1185e-05 1.5052e-01 8.4295e-01 6.5133e-03
17146.37 2.1759e-05 1.8868e-01 8.0463e-01 6.6751e-03
17415.23 2.4552e-05 2.8618e-01 7.0650e-01 7.2959e-03
17888.12 1.0992e-05 1.5437e-01 8.3537e-01 1.0244e-02
18532.37 7.6322e-06 1.1850e-01 8.7083e-01 1.0665e-02
19260.76 4.4214e-06 7.2816e-02 9.1211e-01 1.5067e-02
20034.10 3.6445e-06 6.7152e-02 9.1543e-01 1.7414e-02
20838.00 2.5327e-06 4.7668e-02 9.3108e-01 2.1247e-02
21647.97 4.7008e-06 1.1102e-01 8.5980e-01 2.9174e-02
22447.94 3.1511e-06 8.5564e-02 8.7866e-01 3.5768e-02
23245.88 8.0763e-06 1.7690e-01 7.6680e-01 5.6294e-02
24052.47 2.3620e-06 5.1445e-02 8.9831e-01 5.0238e-02
24867.72 2.0696e-06 5.4848e-02 8.5548e-01 8.9673e-02
25698.86 3.6874e-06 9.7623e-02 8.2709e-01 7.5285e-02
26587.16 1.2882e-06 3.3565e-02 8.4882e-01 1.1761e-01
27637.54 2.0780e-06 8.7122e-02 6.9492e-01 2.1796e-01
28986.97 6.5995e-06 3.1629e-01 5.7982e-01 1.0388e-01
#TIME: 246.70
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 6.2883e-03 9.3437e-01 5.9052e-02 2.8975e-04
1919.29 2.0012e-03 9.4810e-01 4.9712e-02 1.9174e-04
2581.60 7.5175e-04 9.2974e-01 6.9153e-02 3.5965e-04
3084.17 6.1465e-04 8.8538e-01 1.1307e-01 9.3592e-04
3472.46 4.6550e-04 7.8446e-01 2.1233e-01 2.7381e-03
3909.64 3.0477e-04 6.4377e-01 3.4912e-01 6.8073e-03
4148.46 2.4508e-04 6.6115e-01 3.3216e-01 6.4423e-03
4670.75 2.9673e-04 6.8953e-01 3.0453e-01 5.6455e-03
4956.05 1.7619e-04 5.9867e-01 3.9223e-01 8.9182e-03
5258.79 6.9375e-05 3.5966e-01 6.1805e-01 2.2225e-02
5580.02 1.7344e-05 1.5735e-01 8.0333e-01 3.9311e-02
5920.87 6.7538e-06 8.3663e-02 8.5997e-01 5.6365e-02
6282.54 3.6831e-06 6.2715e-02 8.6800e-01 6.9284e-02
6666.30 2.8521e-06 5.4518e-02 8.7467e-01 7.0807e-02
7073.50 2.6046e-06 5.2246e-02 8.6730e-01 8.0451e-02
7505.58 2.7133e-06 5.7912e-02 8.6260e-01 7.9483e-02
7964.05 3.6333e-06 7.2048e-02 8.5628e-01 7.1666e-02
8450.53 9.0946e-06 1.3135e-01 8.1225e-01 5.6394e-02
8966.72 2.5090e-05 2.6280e-01 7.0090e-01 3.6274e-02
9514.44 5.3092e-05 4.0870e-01 5.6909e-01 2.2162e-02
10095.62 1.0065e-04 5.6419e-01 4.2328e-01 1.2428e-02
10712.30 1.4631e-04 6.6704e-01 3.2534e-01 7.4693e-03
11366.65 2.1588e-04 7.3925e-01 2.5571e-01 4.8183e-03
12061.10 2.4966e-04 7.5976e-01 2.3609e-01 3.8983e-03
12793.43 1.9382e-04 7.8535e-01 2.1073e-01 3.7249e-03
13528.61 2.1305e-04 7.6975e-01 2.2637e-01 3.6662e-03
14194.74 1.5163e-04 7.4055e-01 2.5517e-01 4.1313e-03
14757.77 1.1728e-04 6.6911e-01 3.2556e-01 5.2092e-03
15240.48 1.2853e-04 6.3386e-01 3.6119e-01 4.8239e-03
15646.99 1.3033e-04 5.5790e-01 4.3857e-01 3.3994e-03
15960.30 2.2380e-04 7.8062e-01 2.1786e-01 1.2981e-03
16187.41 1.4294e-04 5.3627e-01 4.6138e-01 2.2080e-03
16354.17 1.0928e-04 5.3608e-01 4.6168e-01 2.1256e-03
16484.18 8.7202e-05 4.2716e-01 5.6989e-01 2.8661e-03
16593.12 8.3999e-05 5.2051e-01 4.7679e-01 2.6226e-03
16691.99 9.0513e-05 4.9422e-01 5.0227e-01 3.4195e-03
16788.59 5.2847e-05 4.2646e-01 5.6960e-01 3.8847e-03
16888.37 5.8366e-05 3.3027e-01 6.6469e-01 4.9826e-03
16998.79 2.8410e-05 2.2269e-01 7.7125e-01 6.0270e-03
17146.37 1.8276e-05 1.4643e-01 8.4605e-01 7.5024e-03
17415.23 1.7628e-05 1.6987e-01 8.2187e-01 8.2388e-03
17888.12 1.1889e-05 1.4028e-01 8.4941e-01 1.0302e-02
18532.37 7.1696e-06 1.0217e-01 8.8574e-01 1.2084e-02
19260.76 4.0564e-06 7.2244e-02 9.1243e-01 1.5323e-02
20034.10 3.3551e-06 6.7309e-02 9.1307e-01 1.9617e-02
20838.00 2.1643e-06 4.1045e-02 9.3423e-01 2.4718e-02
21647.97 3.4424e-06 7.0105e-02 8.9641e-01 3.3482e-02
22447.94 7.5515e-06 1.9315e-01 7.7896e-01 2.7885e-02
23245.88 5.1109e-06 1.2582e-01 7.9856e-01 7.5611e-02
24052.47 5.9691e-06 1.7120e-01 7.7435e-01 5.4441e-02
24867.72 1.9459e-06 4.4323e-02 8.9872e-01 5.6954e-02
25698.86 2.3407e-06 6.6016e-02 8.5544e-01 7.8545e-02
26587.16 2.4770e-06 7.5060e-02 8.3588e-01 8.9055e-02
27637.54 8.7645e-07 3.2214e-02 8.5731e-01 1.1048e-01
28986.97 2.1280e-06 7.0175e-02 8.0341e-01 1.2641e-01
#TIME: 250.25
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 2.8638e-03 9.4062e-01 5.6272e-02 2.4118e-04
1919.29 1.6343e-03 9.4967e-01 4.8512e-02 1.8092e-04
2581.60 8.2804e-04 9.3386e-01 6.4993e-02 3.2409e-04
3084.17 6.0297e-04 8.8455e-01 1.1391e-01 9.3743e-04
3472.46 4.8447e-04 7.8224e-01 2.1456e-01 2.7117e-03
3909.64 2.3973e-04 6.4044e-01 3.5253e-01 6.7934e-03
4148.46 2.7067e-04 6.6447e-01 3.2906e-01 6.2030e-03
4670.75 2.7509e-04 6.8852e-01 3.0607e-01 5.1318e-03
4956.05 1.8691e-04 5.9716e-01 3.9419e-01 8.4598e-03
5258.79 8.5823e-05 3.6071e-01 6.1656e-01 2.2643e-02
5580.02 1.9013e-05 1.6699e-01 7.9543e-01 3.7563e-02
5920.87 7.5493e-06 9.0700e-02 8.5705e-01 5.2240e-02
6282.54 3.5305e-06 6.0088e-02 8.6975e-01 7.0161e-02
6666.30 3.3655e-06 6.0079e-02 8.6805e-01 7.1871e-02
7073.50 2.5388e-06 5.2661e-02 8.7138e-01 7.5961e-02
7505.58 3.0320e-06 6.0079e-02 8.6301e-01 7.6910e-02
7964.05 3.6865e-06 7.2856e-02 8.5451e-01 7.2626e-02
8450.53 8.5105e-06 1.2356e-01 8.2232e-01 5.4103e-02
8966.72 2.2269e-05 2.4506e-01 7.1790e-01 3.7025e-02
9514.44 5.2075e-05 4.1531e-01 5.6260e-01 2.2033e-02
10095.62 1.0858e-04 5.6725e-01 4.2075e-01 1.1884e-02
10712.30 1.4494e-04 6.6549e-01 3.2679e-01 7.5719e-03
11366.65 2.1937e-04 7.3217e-01 2.6253e-01 5.0804e-03
12061.10 2.2257e-04 7.7443e-01 2.2160e-01 3.7431e-03
12793.43 1.9930e-04 8.0137e-01 1.9531e-01 3.1219e-03
13528.61 2.2477e-04 7.8674e-01 2.0988e-01 3.1531e-03
14194.74 1.3597e-04 7.6239e-01 2.3397e-01 3.4983e-03
14757.77 1.3332e-04 6.9119e-01 3.0410e-01 4.5816e-03
15240.48 1.0362e-04 6.4489e-01 3.5047e-01 4.5394e-03
15646.99 1.0712e-04 5.4451e-01 4.5154e-01 3.8454e-03
15960.30 1.7689e-04 6.2816e-01 3.6965e-01 2.0152e-03
16187.41 1.6212e-04 5.2772e-01 4.7001e-01 2.1071e-03
16354.17 1.7111e-04 6.3471e-01 3.6338e-01 1.7336e-03
16484.18 7.3424e-05 3.2267e-01 6.7425e-01 3.0077e-03
16593.12 8.4828e-05 4.0001e-01 5.9672e-01 3.1818e-03
16691.99 5.6096e-05 4.6269e-01 5.3405e-01 3.2094e-03
16788.59 1.6695e-05 1.4137e-01 8.5348e-01 5.1344e-03
16888.37 5.9268e-05 3.1781e-01 6.7736e-01 4.7742e-03
16998.79 3.5744e-05 2.2984e-01 7.6392e-01 6.2068e-03
17146.37 7.0723e-05 3.5014e-01 6.4450e-01 5.2817e-03
17415.23 1.8345e-05 1.7231e-01 8.1975e-01 7.9210e-03
17888.12 1.0576e-05 1.3987e-01 8.5007e-01 1.0049e-02
18532.37 8.2810e-06 1.1232e-01 8.7553e-01 1.2137e-02
19260.76 3.6243e-06 6.2426e-02 9.2348e-01 1.4094e-02
20034.10 3.0701e-06 5.4909e-02 9.2524e-01 1.9843e-02
20838.00 3.4491e-06 6.8960e-02 9.0967e-01 2.1370e-02
21647.97 3.6465e-06 6.0240e-02 9.1458e-01 2.5175e-02
22447.94 5.7518e-06 1.2088e-01 8.3213e-01 4.6989e-02
23245.88 5.8486e-06 1.4406e-01 8.1344e-01 4.2491e-02
24052.47 1.4720e-06 5.3949e-02 8.8505e-01 6.1003e-02
24867.72 1.4433e-06 5.8926e-02 8.8205e-01 5.9020e-02
25698.86 8.7386e-06 2.5641e-01 6.8965e-01 5.3928e-02
26587.16 1.1983e-05 4.1774e-01 5.2279e-01 5.9457e-02
27637.54 1.0262e-05 3.6656e-01 5.5479e-01 7.8636e-02
28986.97 5.7878e-06 1.2905e-01 7.5917e-01 1.1177e-01
#TIME: 253.85
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 2.4218e-03 9.4315e-01 5.4207e-02 2.2222e-04
1919.29 1.4475e-03 9.5039e-01 4.7989e-02 1.7740e-04
2581.60 8.6941e-04 9.3175e-01 6.7038e-02 3.4496e-04
3084.17 6.8088e-04 8.8931e-01 1.0911e-01 8.9697e-04
3472.46 4.6756e-04 7.8689e-01 2.1000e-01 2.6438e-03
3909.64 2.5336e-04 6.5087e-01 3.4225e-01 6.6253e-03
4148.46 2.5977e-04 6.6045e-01 3.3282e-01 6.4719e-03
4670.75 3.1805e-04 6.8952e-01 3.0490e-01 5.2543e-03
4956.05 1.9074e-04 5.6245e-01 4.2746e-01 9.8910e-03
5258.79 7.3595e-05 3.6292e-01 6.1559e-01 2.1426e-02
5580.02 1.9268e-05 1.6977e-01 7.9047e-01 3.9738e-02
5920.87 7.1777e-06 8.9984e-02 8.5798e-01 5.2028e-02
6282.54 3.6655e-06 6.1375e-02 8.7090e-01 6.7723e-02
6666.30 3.2090e-06 5.8636e-02 8.6763e-01 7.3733e-02
7073.50 2.8223e-06 5.7089e-02 8.6823e-01 7.4681e-02
7505.58 2.7778e-06 5.8611e-02 8.6847e-01 7.2920e-02
7964.05 3.9132e-06 7.8344e-02 8.5085e-01 7.0803e-02
8450.53 8.3436e-06 1.2878e-01 8.1706e-01 5.4154e-02
8966.72 2.4902e-05 2.6327e-01 6.9944e-01 3.7265e-02
9514.44 5.2999e-05 4.0556e-01 5.7199e-01 2.2405e-02
10095.62 1.0700e-04 5.7848e-01 4.0933e-01 1.2078e-02
10712.30 1.6507e-04 6.5249e-01 3.3938e-01 7.9673e-03
11366.65 1.8825e-04 7.2763e-01 2.6707e-01 5.1079e-03
12061.10 2.0695e-04 7.8246e-01 2.1364e-01 3.6976e-03
12793.43 2.1517e-04 7.9759e-01 1.9918e-01 3.0138e-03
13528.61 2.1049e-04 7.9854e-01 1.9792e-01 3.3333e-03
14194.74 1.6379e-04 7.6244e-01 2.3356e-01 3.8357e-03
14757.77 1.3577e-04 7.1536e-01 2.7996e-01 4.5468e-03
15240.48 1.3190e-04 7.3549e-01 2.6095e-01 3.4286e-03
15646.99 1.3463e-04 6.3344e-01 3.6302e-01 3.4124e-03
15960.30 2.7462e-04 6.7797e-01 3.1987e-01 1.8908e-03
16187.41 2.1855e-04 6.6509e-01 3.3311e-01 1.5833e-03
16354.17 1.3903e-04 5.4621e-01 4.5151e-01 2.1405e-03
16484.18 2.2074e-04 5.0436e-01 4.9309e-01 2.3371e-03
16593.12 6.9493e-05 3.7011e-01 6.2634e-01 3.4837e-03
16691.99 6.1825e-05 3.6180e-01 6.3415e-01 3.9895e-03
16788.59 5.4530e-05 4.7018e-01 5.2615e-01 3.6143e-03
16888.37 4.8828e-05 3.4023e-01 6.5511e-01 4.6021e-03
16998.79 6.1263e-05 3.1509e-01 6.8027e-01 4.5706e-03
17146.37 2.3718e-05 1.9305e-01 8.0036e-01 6.5735e-03
17415.23 2.0436e-05 2.0614e-01 7.8598e-01 7.8666e-03
17888.12 8.9933e-06 1.0825e-01 8.8213e-01 9.6123e-03
18532.37 7.8924e-06 1.1382e-01 8.7410e-01 1.2065e-02
19260.76 4.3373e-06 7.6448e-02 9.0833e-01 1.5221e-02
20034.10 3.4392e-06 5.7675e-02 9.2506e-01 1.7259e-02
20838.00 4.9800e-06 9.4101e-02 8.8372e-01 2.2177e-02
21647.97 2.5699e-06 5.1097e-02 9.2440e-01 2.4501e-02
22447.94 2.2404e-06 5.2633e-02 9.0940e-01 3.7962e-02
23245.88 3.6056e-06 8.2150e-02 8.7658e-01 4.1263e-02
24052.47 3.1122e-06 7.4143e-02 8.6804e-01 5.7815e-02
24867.72 1.6997e-06 3.8194e-02 9.0814e-01 5.3660e-02
25698.86 1.0113e-05 2.9481e-01 6.5071e-01 5.4469e-02
26587.16 4.4235e-06 1.2041e-01 7.9859e-01 8.0991e-02
27637.54 3.9520e-06 1.2480e-01 7.8296e-01 9.2236e-02
28986.97 5.7809e-06 1.9151e-01 6.9959e-01 1.0889e-01
#TIME: 257.49
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 2.4292e-03 9.4502e-01 5.2340e-02 2.0638e-04
1919.29 1.6154e-03 9.5138e-01 4.6838e-02 1.6744e-04
2581.60 7.8752e-04 9.3437e-01 6.4524e-02 3.1547e-04
3084.17 6.9104e-04 8.8895e-01 1.0947e-01 8.8963e-04
3472.46 4.8460e-04 7.9121e-01 2.0565e-01 2.6581e-03
3909.64 2.4895e-04 6.5415e-01 3.3902e-01 6.5784e-03
4148.46 2.7862e-04 6.7513e-01 3.1877e-01 5.8221e-03
4670.75 2.8357e-04 6.7476e-01 3.1937e-01 5.5896e-03
4956.05 1.8566e-04 5.8898e-01 4.0098e-01 9.8590e-03
5258.79 8.4693e-05 3.7909e-01 6.0050e-01 2.0320e-02
5580.02 2.0730e-05 1.7100e-01 7.9073e-01 3.8247e-02
5920.87 7.5475e-06 9.2575e-02 8.5338e-01 5.4033e-02
6282.54 3.4817e-06 6.3035e-02 8.7042e-01 6.6537e-02
6666.30 3.1624e-06 5.8840e-02 8.6455e-01 7.6609e-02
7073.50 2.9084e-06 5.8031e-02 8.6511e-01 7.6852e-02
7505.58 2.9418e-06 6.1812e-02 8.5703e-01 8.1158e-02
7964.05 4.0642e-06 8.0415e-02 8.5028e-01 6.9302e-02
8450.53 8.3323e-06 1.2719e-01 8.1638e-01 5.6422e-02
8966.72 2.3861e-05 2.5577e-01 7.0754e-01 3.6666e-02
9514.44 5.1070e-05 4.1588e-01 5.6067e-01 2.3400e-02
10095.62 1.0822e-04 5.7629e-01 4.1101e-01 1.2597e-02
10712.30 1.6327e-04 6.7177e-01 3.2046e-01 7.5991e-03
11366.65 1.9100e-04 7.3468e-01 2.6014e-01 4.9913e-03
12061.10 2.2046e-04 7.8186e-01 2.1412e-01 3.8047e-03
12793.43 1.9789e-04 7.8449e-01 2.1186e-01 3.4536e-03
13528.61 1.9835e-04 7.9195e-01 2.0455e-01 3.3050e-03
14194.74 1.7210e-04 7.4505e-01 2.5088e-01 3.8964e-03
14757.77 1.1071e-04 7.0942e-01 2.8624e-01 4.2243e-03
15240.48 9.7158e-05 6.8861e-01 3.0745e-01 3.8487e-03
15646.99 1.2178e-04 6.2174e-01 3.7503e-01 3.1092e-03
15960.30 2.0057e-04 6.0109e-01 3.9661e-01 2.0991e-03
16187.41 1.9859e-04 6.1810e-01 3.7997e-01 1.7281e-03
16354.17 1.8978e-04 5.0818e-01 4.8954e-01 2.0910e-03
16484.18 1.7381e-04 4.8516e-01 5.1215e-01 2.5179e-03
16593.12 1.0156e-04 5.9652e-01 4.0116e-01 2.2230e-03
16691.99 2.0756e-04 5.7302e-01 4.2400e-01 2.7711e-03
16788.59 6.7443e-05 3.3765e-01 6.5780e-01 4.4825e-03
16888.37 4.1075e-05 2.5257e-01 7.4187e-01 5.5180e-03
16998.79 3.5994e-05 2.0740e-01 7.8622e-01 6.3484e-03
17146.37 3.4197e-05 2.0978e-01 7.8338e-01 6.8101e-03
17415.23 2.0887e-05 1.6932e-01 8.2306e-01 7.5953e-03
17888.12 1.2482e-05 1.2177e-01 8.6843e-01 9.7898e-03
18532.37 1.0404e-05 1.2909e-01 8.5879e-01 1.2109e-02
19260.76 6.4041e-06 1.1036e-01 8.7585e-01 1.3787e-02
20034.10 3.5405e-06 7.2320e-02 9.0925e-01 1.8422e-02
20838.00 3.2698e-06 5.6069e-02 9.2301e-01 2.0919e-02
21647.97 6.2796e-06 1.0980e-01 8.5979e-01 3.0402e-02
22447.94 3.3612e-06 7.3564e-02 8.8849e-01 3.7942e-02
23245.88 5.4431e-06 1.2144e-01 8.4139e-01 3.7164e-02
24052.47 1.5171e-05 2.9675e-01 6.6936e-01 3.3872e-02
24867.72 4.1668e-06 9.8976e-02 8.3202e-01 6.8996e-02
25698.86 6.3309e-06 1.6069e-01 7.8296e-01 5.6345e-02
26587.16 1.1294e-06 4.3608e-02 8.6707e-01 8.9318e-02
27637.54 3.1527e-06 1.0755e-01 7.9562e-01 9.6824e-02
28986.97 9.3609e-06 1.7888e-01 7.1121e-01 1.0990e-01
#TIME: 261.20
#NVEL 78
#vel_mid[km/s] c0 c1 c2 c3
1060.83 1.5644e-03 9.4627e-01 5.1959e-02 2.0627e-04
1919.29 1.0190e-03 9.3944e-01 5.9240e-02 2.9606e-04
2581.60 7.9317e-04 9.3490e-01 6.3994e-02 3.1683e-04
3084.17 6.4284e-04 8.8999e-01 1.0851e-01 8.5915e-04
3472.46 4.4633e-04 7.8781e-01 2.0904e-01 2.7116e-03
3909.64 2.8001e-04 6.5310e-01 3.4009e-01 6.5348e-03
4148.46 2.7879e-04 6.7210e-01 3.2145e-01 6.1716e-03
4670.75 2.8554e-04 6.9214e-01 3.0235e-01 5.2291e-03
4956.05 2.3183e-04 5.9426e-01 3.9670e-01 8.8071e-03
5258.79 7.7772e-05 3.5784e-01 6.1873e-01 2.3358e-02
5580.02 2.2358e-05 1.7847e-01 7.8335e-01 3.8160e-02
5920.87 7.4559e-06 8.9359e-02 8.5443e-01 5.6206e-02
6282.54 3.6456e-06 6.2068e-02 8.6648e-01 7.1450e-02
6666.30 3.3137e-06 6.0557e-02 8.6699e-01 7.2453e-02
7073.50 2.6336e-06 5.6171e-02 8.6726e-01 7.6567e-02
7505.58 3.0846e-06 6.3107e-02 8.6352e-01 7.3370e-02
7964.05 4.0348e-06 8.0679e-02 8.4795e-01 7.1363e-02
8450.53 8.3994e-06 1.3160e-01 8.1419e-01 5.4209e-02
8966.72 2.3008e-05 2.4266e-01 7.2166e-01 3.5657e-02
9514.44 5.1330e-05 4.2528e-01 5.5218e-01 2.2490e-02
10095.62 1.0675e-04 5.5853e-01 4.2833e-01 1.3030e-02
10712.30 1.6417e-04 6.7279e-01 3.1940e-01 7.6401e-03
11366.65 1.9318e-04 7.3647e-01 2.5870e-01 4.6404e-03
12061.10 2.4489e-04 7.6841e-01 2.2746e-01 3.8851e-03
12793.43 1.9992e-04 7.8944e-01 2.0711e-01 3.2449e-03
13528.61 1.7963e-04 7.8487e-01 2.1187e-01 3.0735e-03
14194.74 1.2180e-04 7.5272e-01 2.4334e-01 3.8101e-03
14757.77 1.0840e-04 7.3272e-01 2.6326e-01 3.9124e-03
15240.48 1.0012e-04 6.2060e-01 3.7421e-01 5.0946e-03
15646.99 1.2915e-04 6.9508e-01 3.0226e-01 2.5339e-03
15960.30 2.0467e-04 6.9239e-01 3.0578e-01 1.6287e-03
