#NTIMES:    65
#NSTAGES:     2
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           na0           na1
    2.530684E+03   5.9229E-007   1.0000E+000
    2.682188E+03   5.5525E-007   1.0000E+000
    2.842763E+03   5.2565E-007   1.0000E+000
    3.012950E+03   4.9787E-007   1.0000E+000
    3.193327E+03   4.7242E-007   1.0000E+000
    3.384502E+03   4.5100E-007   1.0000E+000
    3.587122E+03   4.2792E-007   1.0000E+000
    3.801872E+03   3.9787E-007   1.0000E+000
    4.029478E+03   3.7562E-007   1.0000E+000
    4.270711E+03   3.7672E-007   1.0000E+000
    4.526386E+03   3.8127E-007   1.0000E+000
    4.797367E+03   3.7222E-007   1.0000E+000
    5.084571E+03   3.5245E-007   1.0000E+000
    5.388969E+03   3.3513E-007   1.0000E+000
    5.711590E+03   3.2239E-007   1.0000E+000
    6.053526E+03   3.1147E-007   1.0000E+000
    6.415932E+03   3.0395E-007   1.0000E+000
    6.800035E+03   2.9918E-007   1.0000E+000
    7.207133E+03   2.9206E-007   1.0000E+000
    7.638602E+03   2.8365E-007   1.0000E+000
    8.095902E+03   2.8025E-007   1.0000E+000
    8.580580E+03   2.8224E-007   1.0000E+000
    9.094273E+03   2.8715E-007   1.0000E+000
    9.638720E+03   2.9692E-007   1.0000E+000
    1.021576E+04   3.1244E-007   1.0000E+000
    1.082735E+04   3.3849E-007   1.0000E+000
    1.147562E+04   3.6654E-007   1.0000E+000
    1.216336E+04   3.8958E-007   1.0000E+000
    1.278292E+04   4.1153E-007   1.0000E+000
    1.329097E+04   4.1006E-007   1.0000E+000
    1.376411E+04   3.8828E-007   1.0000E+000
    1.428822E+04   3.5041E-007   1.0000E+000
    1.487302E+04   3.0806E-007   1.0000E+000
    1.544248E+04   3.3995E-007   1.0000E+000
    1.590456E+04   5.6040E-007   1.0000E+000
    1.624779E+04   7.4616E-007   1.0000E+000
    1.650822E+04   7.7090E-007   1.0000E+000
    1.673974E+04   6.2419E-007   1.0000E+000
    1.696430E+04   5.5349E-007   1.0000E+000
    1.720132E+04   5.0997E-007   1.0000E+000
    1.745477E+04   4.8811E-007   1.0000E+000
    1.772076E+04   4.9050E-007   1.0000E+000
    1.800643E+04   5.0049E-007   1.0000E+000
    1.832626E+04   4.9721E-007   1.0000E+000
    1.871259E+04   4.7739E-007   1.0000E+000
    1.919405E+04   4.6696E-007   1.0000E+000
    1.979731E+04   4.7737E-007   1.0000E+000
    2.049487E+04   5.4218E-007   1.0000E+000
    2.124786E+04   6.5863E-007   1.0000E+000
    2.200682E+04   7.9270E-007   1.0000E+000
    2.275640E+04   9.2490E-007   1.0000E+000
    2.350798E+04   1.0199E-006   1.0000E+000
    2.426537E+04   1.0699E-006   1.0000E+000
    2.501360E+04   1.1084E-006   1.0000E+000
    2.575472E+04   1.1454E-006   1.0000E+000
    2.650572E+04   1.1529E-006   1.0000E+000
    2.731305E+04   1.0777E-006   1.0000E+000
    2.828350E+04   9.0806E-007   1.0000E+000
    2.958982E+04   7.9345E-007   1.0000E+000
    3.135660E+04   7.9842E-007   1.0000E+000
    3.323383E+04   1.1737E-006   1.0000E+000
    3.522522E+04   1.9119E-006   1.0000E+000
    3.728530E+04   2.7062E-006   1.0000E+000
    3.917693E+04   3.4078E-006   1.0000E+000
    4.079130E+04   4.1542E-006   1.0000E+000
    4.221126E+04   4.6201E-006   1.0000E+000
    4.352933E+04   4.6660E-006   1.0000E+000
    4.479191E+04   4.4925E-006   1.0000E+000
    4.604727E+04   4.3483E-006   1.0000E+000
    4.729832E+04   4.2760E-006   1.0000E+000
    4.855474E+04   4.2107E-006   1.0000E+000
    4.981785E+04   4.0439E-006   1.0000E+000
    5.109445E+04   3.7093E-006   1.0000E+000
    5.238754E+04   3.2880E-006   1.0000E+000
    5.369822E+04   2.9295E-006   1.0000E+000
    5.502850E+04   2.6812E-006   1.0000E+000
    5.637316E+04   2.4737E-006   1.0000E+000
    5.773033E+04   2.2108E-006   1.0000E+000
    5.908844E+04   1.8796E-006   1.0000E+000
    6.043940E+04   1.5539E-006   1.0000E+000
    6.176871E+04   1.2856E-006   1.0000E+000
    6.305999E+04   1.0713E-006   1.0000E+000
    6.429858E+04   9.0134E-007   1.0000E+000
    6.545875E+04   7.7833E-007   1.0000E+000
    6.652599E+04   6.9927E-007   1.0000E+000
    6.747945E+04   6.5297E-007   1.0000E+000
    6.830480E+04   6.2630E-007   1.0000E+000
    6.900253E+04   6.0819E-007   1.0000E+000
    6.956252E+04   5.9231E-007   1.0000E+000
    6.978796E+04   5.8386E-007   1.0000E+000
    6.990096E+04   5.7728E-007   1.0000E+000
    6.995752E+04   5.7118E-007   1.0000E+000
    6.998582E+04   5.6607E-007   1.0000E+000
    6.999927E+04   5.6073E-007   1.0000E+000
    6.999998E+04   5.5986E-007   1.0000E+000
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           na0           na1
    8.772129E+02   1.3153E-006   1.0000E+000
    8.818193E+02   1.3153E-006   1.0000E+000
    8.957844E+02   1.3152E-006   1.0000E+000
    9.243816E+02   1.3145E-006   1.0000E+000
    9.776549E+02   1.3114E-006   1.0000E+000
    1.036227E+03   1.3044E-006   1.0000E+000
    1.098263E+03   1.2910E-006   1.0000E+000
    1.164013E+03   1.2676E-006   1.0000E+000
    1.233699E+03   1.2318E-006   1.0000E+000
    1.307557E+03   1.1900E-006   1.0000E+000
    1.385836E+03   1.1425E-006   1.0000E+000
    1.468802E+03   1.0820E-006   1.0000E+000
    1.556735E+03   1.0198E-006   1.0000E+000
    1.649932E+03   9.5475E-007   1.0000E+000
    1.748708E+03   8.8871E-007   1.0000E+000
    1.853398E+03   8.2553E-007   1.0000E+000
    1.964355E+03   7.6942E-007   1.0000E+000
    2.081956E+03   7.1696E-007   1.0000E+000
    2.206596E+03   6.6117E-007   1.0000E+000
    2.338698E+03   6.0483E-007   1.0000E+000
    2.478709E+03   5.5688E-007   1.0000E+000
    2.627102E+03   5.2101E-007   1.0000E+000
    2.784379E+03   4.9343E-007   1.0000E+000
    2.951071E+03   4.6829E-007   1.0000E+000
    3.127743E+03   4.4413E-007   1.0000E+000
    3.314991E+03   4.2320E-007   1.0000E+000
    3.513450E+03   4.0221E-007   1.0000E+000
    3.723790E+03   3.7463E-007   1.0000E+000
    3.946722E+03   3.4863E-007   1.0000E+000
    4.183000E+03   3.4171E-007   1.0000E+000
    4.433424E+03   3.4612E-007   1.0000E+000
    4.698840E+03   3.4295E-007   1.0000E+000
    4.980145E+03   3.2780E-007   1.0000E+000
    5.278291E+03   3.1095E-007   1.0000E+000
    5.594287E+03   2.9806E-007   1.0000E+000
    5.929200E+03   2.8731E-007   1.0000E+000
    6.284163E+03   2.7895E-007   1.0000E+000
    6.660377E+03   2.7359E-007   1.0000E+000
    7.059114E+03   2.6753E-007   1.0000E+000
    7.481722E+03   2.5973E-007   1.0000E+000
    7.929630E+03   2.5527E-007   1.0000E+000
    8.404353E+03   2.5628E-007   1.0000E+000
    8.907497E+03   2.5994E-007   1.0000E+000
    9.440762E+03   2.6570E-007   1.0000E+000
    1.000595E+04   2.7627E-007   1.0000E+000
    1.060498E+04   2.9705E-007   1.0000E+000
    1.123987E+04   3.1806E-007   1.0000E+000
    1.191431E+04   3.3286E-007   1.0000E+000
    1.254372E+04   3.4623E-007   1.0000E+000
    1.307257E+04   3.4358E-007   1.0000E+000
    1.354870E+04   3.2369E-007   1.0000E+000
    1.406186E+04   2.9667E-007   1.0000E+000
    1.463886E+04   2.4729E-007   1.0000E+000
    1.524804E+04   2.4772E-007   1.0000E+000
    1.579069E+04   3.8845E-007   1.0000E+000
    1.617636E+04   5.5524E-007   1.0000E+000
    1.647115E+04   5.9834E-007   1.0000E+000
    1.672557E+04   4.7752E-007   1.0000E+000
    1.697511E+04   4.1325E-007   1.0000E+000
    1.724178E+04   3.7244E-007   1.0000E+000
    1.753122E+04   3.4901E-007   1.0000E+000
    1.783306E+04   3.5113E-007   1.0000E+000
    1.814616E+04   3.6853E-007   1.0000E+000
    1.847780E+04   3.8234E-007   1.0000E+000
    1.884987E+04   3.7753E-007   1.0000E+000
    1.929226E+04   3.6093E-007   1.0000E+000
    1.983020E+04   3.4503E-007   1.0000E+000
    2.047363E+04   3.4239E-007   1.0000E+000
    2.120214E+04   3.9037E-007   1.0000E+000
    2.195123E+04   4.5817E-007   1.0000E+000
    2.269434E+04   5.2393E-007   1.0000E+000
    2.344133E+04   5.7691E-007   1.0000E+000
    2.419289E+04   6.0479E-007   1.0000E+000
    2.494153E+04   6.2581E-007   1.0000E+000
    2.567956E+04   6.4250E-007   1.0000E+000
    2.642300E+04   6.3778E-007   1.0000E+000
    2.721930E+04   5.8936E-007   1.0000E+000
    2.816423E+04   4.9104E-007   1.0000E+000
    2.943686E+04   4.2433E-007   1.0000E+000
    3.119417E+04   4.0545E-007   1.0000E+000
    3.306167E+04   5.7212E-007   1.0000E+000
    3.504195E+04   9.2150E-007   1.0000E+000
    3.712135E+04   1.3575E-006   1.0000E+000
    3.901718E+04   1.7117E-006   1.0000E+000
    4.066222E+04   2.0903E-006   1.0000E+000
    4.211418E+04   2.3223E-006   1.0000E+000
    4.344152E+04   2.3447E-006   1.0000E+000
    4.471122E+04   2.2457E-006   1.0000E+000
    4.597133E+04   2.1464E-006   1.0000E+000
    4.722744E+04   2.0769E-006   1.0000E+000
    4.848913E+04   2.0190E-006   1.0000E+000
    4.975597E+04   1.9303E-006   1.0000E+000
    5.103712E+04   1.7730E-006   1.0000E+000
    5.233341E+04   1.5681E-006   1.0000E+000
    5.364797E+04   1.3825E-006   1.0000E+000
    5.498125E+04   1.2492E-006   1.0000E+000
    5.632960E+04   1.1446E-006   1.0000E+000
    5.769100E+04   1.0250E-006   1.0000E+000
    5.905249E+04   8.7708E-007   1.0000E+000
    6.040815E+04   7.2782E-007   1.0000E+000
    6.174068E+04   6.0373E-007   1.0000E+000
    6.303664E+04   5.0634E-007   1.0000E+000
    6.427931E+04   4.3014E-007   1.0000E+000
    6.544334E+04   3.7383E-007   1.0000E+000
    6.651548E+04   3.3549E-007   1.0000E+000
    6.747184E+04   3.1092E-007   1.0000E+000
    6.830045E+04   2.9495E-007   1.0000E+000
    6.900022E+04   2.8317E-007   1.0000E+000
    6.956157E+04   2.7310E-007   1.0000E+000
    6.978750E+04   2.6816E-007   1.0000E+000
    6.990074E+04   2.6463E-007   1.0000E+000
    6.995743E+04   2.6159E-007   1.0000E+000
    6.998579E+04   2.5912E-007   1.0000E+000
    6.999927E+04   2.5662E-007   1.0000E+000
    6.999998E+04   2.5622E-007   1.0000E+000
#TIME:     2.783
#NVEL: 115
#vel_mid[km/s]           na0           na1
    8.772128E+02   1.1918E-006   1.0000E+000
    8.833294E+02   1.1918E-006   1.0000E+000
    9.019362E+02   1.1916E-006   1.0000E+000
    9.403338E+02   1.1902E-006   1.0000E+000
    1.000670E+03   1.1853E-006   1.0000E+000
    1.060062E+03   1.1760E-006   1.0000E+000
    1.123094E+03   1.1599E-006   1.0000E+000
    1.189876E+03   1.1339E-006   1.0000E+000
    1.260628E+03   1.0984E-006   1.0000E+000
    1.335587E+03   1.0583E-006   1.0000E+000
    1.415003E+03   1.0082E-006   1.0000E+000
    1.499141E+03   9.4949E-007   1.0000E+000
    1.588283E+03   8.9238E-007   1.0000E+000
    1.682725E+03   8.3706E-007   1.0000E+000
    1.782782E+03   7.8142E-007   1.0000E+000
    1.888789E+03   7.2637E-007   1.0000E+000
    2.001100E+03   6.7595E-007   1.0000E+000
    2.120088E+03   6.2889E-007   1.0000E+000
    2.246152E+03   5.8140E-007   1.0000E+000
    2.379712E+03   5.3598E-007   1.0000E+000
    2.521214E+03   4.9859E-007   1.0000E+000
    2.671130E+03   4.7052E-007   1.0000E+000
    2.829959E+03   4.4763E-007   1.0000E+000
    2.998233E+03   4.2554E-007   1.0000E+000
    3.176513E+03   4.0426E-007   1.0000E+000
    3.365394E+03   3.8488E-007   1.0000E+000
    3.565506E+03   3.6332E-007   1.0000E+000
    3.777517E+03   3.3614E-007   1.0000E+000
    4.002134E+03   3.1428E-007   1.0000E+000
    4.240108E+03   3.1045E-007   1.0000E+000
    4.492231E+03   3.1357E-007   1.0000E+000
    4.759347E+03   3.0846E-007   1.0000E+000
    5.042346E+03   2.9398E-007   1.0000E+000
    5.342172E+03   2.7937E-007   1.0000E+000
    5.659826E+03   2.6820E-007   1.0000E+000
    5.996369E+03   2.5876E-007   1.0000E+000
    6.352923E+03   2.5159E-007   1.0000E+000
    6.730678E+03   2.4683E-007   1.0000E+000
    7.130895E+03   2.4129E-007   1.0000E+000
    7.554910E+03   2.3485E-007   1.0000E+000
    8.004137E+03   2.3187E-007   1.0000E+000
    8.480077E+03   2.3313E-007   1.0000E+000
    8.984316E+03   2.3531E-007   1.0000E+000
    9.518538E+03   2.3892E-007   1.0000E+000
    1.008453E+04   2.4998E-007   1.0000E+000
    1.068417E+04   2.6813E-007   1.0000E+000
    1.131962E+04   2.8153E-007   1.0000E+000
    1.197796E+04   2.8725E-007   1.0000E+000
    1.257764E+04   2.9078E-007   1.0000E+000
    1.307524E+04   2.7612E-007   1.0000E+000
    1.355906E+04   2.6201E-007   1.0000E+000
    1.409310E+04   2.3305E-007   1.0000E+000
    1.469158E+04   1.8685E-007   1.0000E+000
    1.532190E+04   1.9950E-007   1.0000E+000
    1.585639E+04   3.2310E-007   1.0000E+000
    1.624132E+04   4.4006E-007   1.0000E+000
    1.653998E+04   4.4003E-007   1.0000E+000
    1.681051E+04   3.3914E-007   1.0000E+000
    1.709104E+04   2.9267E-007   1.0000E+000
    1.740140E+04   2.6088E-007   1.0000E+000
    1.773558E+04   2.4691E-007   1.0000E+000
    1.807938E+04   2.5377E-007   1.0000E+000
    1.842634E+04   2.7288E-007   1.0000E+000
    1.878179E+04   2.8806E-007   1.0000E+000
    1.916249E+04   2.8708E-007   1.0000E+000
    1.959662E+04   2.7251E-007   1.0000E+000
    2.010846E+04   2.5238E-007   1.0000E+000
    2.071572E+04   2.3767E-007   1.0000E+000
    2.141028E+04   2.4980E-007   1.0000E+000
    2.213267E+04   2.7590E-007   1.0000E+000
    2.285853E+04   3.0351E-007   1.0000E+000
    2.359377E+04   3.2994E-007   1.0000E+000
    2.433218E+04   3.4513E-007   1.0000E+000
    2.506813E+04   3.5510E-007   1.0000E+000
    2.579518E+04   3.6013E-007   1.0000E+000
    2.653612E+04   3.4980E-007   1.0000E+000
    2.733745E+04   3.1638E-007   1.0000E+000
    2.830358E+04   2.5859E-007   1.0000E+000
    2.962639E+04   2.2244E-007   1.0000E+000
    3.140883E+04   2.1536E-007   1.0000E+000
    3.327645E+04   3.1010E-007   1.0000E+000
    3.525673E+04   4.8568E-007   1.0000E+000
    3.733469E+04   7.0727E-007   1.0000E+000
    3.919478E+04   8.8572E-007   1.0000E+000
    4.081013E+04   1.0706E-006   1.0000E+000
    4.224475E+04   1.1686E-006   1.0000E+000
    4.355866E+04   1.1651E-006   1.0000E+000
    4.482503E+04   1.1075E-006   1.0000E+000
    4.608069E+04   1.0508E-006   1.0000E+000
    4.733353E+04   1.0073E-006   1.0000E+000
    4.859157E+04   9.7056E-007   1.0000E+000
    4.985492E+04   9.2345E-007   1.0000E+000
    5.113263E+04   8.4870E-007   1.0000E+000
    5.242509E+04   7.5273E-007   1.0000E+000
    5.373578E+04   6.6330E-007   1.0000E+000
    5.506464E+04   5.9687E-007   1.0000E+000
    5.640821E+04   5.4504E-007   1.0000E+000
    5.776415E+04   4.8868E-007   1.0000E+000
    5.911958E+04   4.2017E-007   1.0000E+000
    6.046877E+04   3.4998E-007   1.0000E+000
    6.179403E+04   2.9106E-007   1.0000E+000
    6.308262E+04   2.4547E-007   1.0000E+000
    6.431750E+04   2.1048E-007   1.0000E+000
    6.547368E+04   1.8433E-007   1.0000E+000
    6.653868E+04   1.6557E-007   1.0000E+000
    6.748809E+04   1.5250E-007   1.0000E+000
    6.831097E+04   1.4320E-007   1.0000E+000
    6.900592E+04   1.3599E-007   1.0000E+000
    6.956392E+04   1.2993E-007   1.0000E+000
    6.978865E+04   1.2711E-007   1.0000E+000
    6.990128E+04   1.2520E-007   1.0000E+000
    6.995766E+04   1.2365E-007   1.0000E+000
    6.998587E+04   1.2243E-007   1.0000E+000
    6.999928E+04   1.2123E-007   1.0000E+000
    6.999998E+04   1.2104E-007   1.0000E+000
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           na0           na1
    8.772128E+02   1.0728E-006   1.0000E+000
    8.826213E+02   1.0728E-006   1.0000E+000
    8.990474E+02   1.0726E-006   1.0000E+000
    9.328226E+02   1.0715E-006   1.0000E+000
    9.896739E+02   1.0671E-006   1.0000E+000
    1.048487E+03   1.0589E-006   1.0000E+000
    1.110832E+03   1.0452E-006   1.0000E+000
    1.176884E+03   1.0240E-006   1.0000E+000
    1.246863E+03   9.9466E-007   1.0000E+000
    1.321004E+03   9.6099E-007   1.0000E+000
    1.399553E+03   9.1734E-007   1.0000E+000
    1.482773E+03   8.6173E-007   1.0000E+000
    1.570941E+03   8.0712E-007   1.0000E+000
    1.664351E+03   7.5724E-007   1.0000E+000
    1.763316E+03   7.1129E-007   1.0000E+000
    1.868166E+03   6.6440E-007   1.0000E+000
    1.979250E+03   6.1790E-007   1.0000E+000
    2.096940E+03   5.7387E-007   1.0000E+000
    2.221628E+03   5.3167E-007   1.0000E+000
    2.353729E+03   4.9236E-007   1.0000E+000
    2.493686E+03   4.5965E-007   1.0000E+000
    2.641964E+03   4.3482E-007   1.0000E+000
    2.799060E+03   4.1467E-007   1.0000E+000
    2.965497E+03   3.9503E-007   1.0000E+000
    3.141830E+03   3.7532E-007   1.0000E+000
    3.328648E+03   3.5695E-007   1.0000E+000
    3.526575E+03   3.3670E-007   1.0000E+000
    3.736271E+03   3.1066E-007   1.0000E+000
    3.958436E+03   2.8755E-007   1.0000E+000
    4.193811E+03   2.8061E-007   1.0000E+000
    4.443182E+03   2.8310E-007   1.0000E+000
    4.707381E+03   2.8038E-007   1.0000E+000
    4.987290E+03   2.6857E-007   1.0000E+000
    5.283842E+03   2.5515E-007   1.0000E+000
    5.598029E+03   2.4456E-007   1.0000E+000
    5.930896E+03   2.3571E-007   1.0000E+000
    6.283557E+03   2.2888E-007   1.0000E+000
    6.657188E+03   2.2452E-007   1.0000E+000
    7.053036E+03   2.1986E-007   1.0000E+000
    7.472421E+03   2.1387E-007   1.0000E+000
    7.916743E+03   2.1003E-007   1.0000E+000
    8.387486E+03   2.0944E-007   1.0000E+000
    8.886220E+03   2.0930E-007   1.0000E+000
    9.414609E+03   2.1138E-007   1.0000E+000
    9.974417E+03   2.2039E-007   1.0000E+000
    1.056751E+04   2.3383E-007   1.0000E+000
    1.119595E+04   2.4243E-007   1.0000E+000
    1.185781E+04   2.4310E-007   1.0000E+000
    1.244210E+04   2.4087E-007   1.0000E+000
    1.294399E+04   2.2447E-007   1.0000E+000
    1.342930E+04   2.1298E-007   1.0000E+000
    1.396585E+04   1.8987E-007   1.0000E+000
    1.456379E+04   1.4582E-007   1.0000E+000
    1.523084E+04   1.5220E-007   1.0000E+000
    1.580225E+04   2.3904E-007   1.0000E+000
    1.622410E+04   3.3590E-007   1.0000E+000
    1.654489E+04   3.3331E-007   1.0000E+000
    1.683845E+04   2.4957E-007   1.0000E+000
    1.714948E+04   2.1218E-007   1.0000E+000
    1.750349E+04   1.8639E-007   1.0000E+000
    1.788684E+04   1.7594E-007   1.0000E+000
    1.827687E+04   1.8254E-007   1.0000E+000
    1.866024E+04   1.9865E-007   1.0000E+000
    1.903958E+04   2.1143E-007   1.0000E+000
    1.942932E+04   2.1207E-007   1.0000E+000
    1.985346E+04   2.0172E-007   1.0000E+000
    2.033293E+04   1.8664E-007   1.0000E+000
    2.089121E+04   1.7198E-007   1.0000E+000
    2.152483E+04   1.6661E-007   1.0000E+000
    2.220816E+04   1.6915E-007   1.0000E+000
    2.291481E+04   1.7475E-007   1.0000E+000
    2.363456E+04   1.8505E-007   1.0000E+000
    2.435959E+04   1.9488E-007   1.0000E+000
    2.508268E+04   2.0099E-007   1.0000E+000
    2.580070E+04   2.0184E-007   1.0000E+000
    2.653292E+04   1.9275E-007   1.0000E+000
    2.733039E+04   1.7238E-007   1.0000E+000
    2.827831E+04   1.4412E-007   1.0000E+000
    2.957369E+04   1.1943E-007   1.0000E+000
    3.131950E+04   1.1292E-007   1.0000E+000
    3.318346E+04   1.5902E-007   1.0000E+000
    3.515660E+04   2.4407E-007   1.0000E+000
    3.725647E+04   3.5287E-007   1.0000E+000
    3.911753E+04   4.4328E-007   1.0000E+000
    4.074840E+04   5.3902E-007   1.0000E+000
    4.219221E+04   5.8372E-007   1.0000E+000
    4.351036E+04   5.7544E-007   1.0000E+000
    4.478273E+04   5.4099E-007   1.0000E+000
    4.604030E+04   5.0979E-007   1.0000E+000
    4.729714E+04   4.8681E-007   1.0000E+000
    4.855708E+04   4.6780E-007   1.0000E+000
    4.982257E+04   4.4520E-007   1.0000E+000
    5.110243E+04   4.1122E-007   1.0000E+000
    5.239626E+04   3.6717E-007   1.0000E+000
    5.370893E+04   3.2445E-007   1.0000E+000
    5.503898E+04   2.9154E-007   1.0000E+000
    5.638449E+04   2.6606E-007   1.0000E+000
    5.774166E+04   2.3947E-007   1.0000E+000
    5.909908E+04   2.0708E-007   1.0000E+000
    6.045074E+04   1.7302E-007   1.0000E+000
    6.177809E+04   1.4395E-007   1.0000E+000
    6.306912E+04   1.2166E-007   1.0000E+000
    6.430594E+04   1.0489E-007   1.0000E+000
    6.546399E+04   9.2298E-008   1.0000E+000
    6.653211E+04   8.2869E-008   1.0000E+000
    6.748290E+04   7.5862E-008   1.0000E+000
    6.830789E+04   7.0531E-008   1.0000E+000
    6.900407E+04   6.6260E-008   1.0000E+000
    6.956302E+04   6.2708E-008   1.0000E+000
    6.978821E+04   6.1108E-008   1.0000E+000
    6.990107E+04   6.0076E-008   1.0000E+000
    6.995758E+04   5.9274E-008   1.0000E+000
    6.998585E+04   5.8661E-008   1.0000E+000
    6.999928E+04   5.8070E-008   1.0000E+000
    6.999998E+04   5.7978E-008   1.0000E+000
#TIME:     3.367
#NVEL: 115
#vel_mid[km/s]           na0           na1
    8.772128E+02   9.6086E-007   1.0000E+000
    8.819255E+02   9.6086E-007   1.0000E+000
    8.962159E+02   9.6071E-007   1.0000E+000
    9.254950E+02   9.5972E-007   1.0000E+000
    9.789786E+02   9.5570E-007   1.0000E+000
    1.037229E+03   9.4791E-007   1.0000E+000
    1.098904E+03   9.3560E-007   1.0000E+000
    1.164247E+03   9.1775E-007   1.0000E+000
    1.233475E+03   8.9413E-007   1.0000E+000
    1.306819E+03   8.6785E-007   1.0000E+000
    1.384525E+03   8.3303E-007   1.0000E+000
    1.466851E+03   7.8315E-007   1.0000E+000
    1.554072E+03   7.3111E-007   1.0000E+000
    1.646480E+03   6.8332E-007   1.0000E+000
    1.744382E+03   6.4285E-007   1.0000E+000
    1.848106E+03   6.0512E-007   1.0000E+000
    1.957998E+03   5.6584E-007   1.0000E+000
    2.074424E+03   5.2569E-007   1.0000E+000
    2.197772E+03   4.8636E-007   1.0000E+000
    2.328456E+03   4.5051E-007   1.0000E+000
    2.466909E+03   4.2123E-007   1.0000E+000
    2.613596E+03   3.9933E-007   1.0000E+000
    2.769005E+03   3.8187E-007   1.0000E+000
    2.933654E+03   3.6472E-007   1.0000E+000
    3.108094E+03   3.4677E-007   1.0000E+000
    3.292906E+03   3.2943E-007   1.0000E+000
    3.488708E+03   3.1052E-007   1.0000E+000
    3.696152E+03   2.8612E-007   1.0000E+000
    3.915932E+03   2.6283E-007   1.0000E+000
    4.148780E+03   2.5360E-007   1.0000E+000
    4.395473E+03   2.5527E-007   1.0000E+000
    4.656835E+03   2.5440E-007   1.0000E+000
    4.933738E+03   2.4512E-007   1.0000E+000
    5.227106E+03   2.3303E-007   1.0000E+000
    5.537919E+03   2.2307E-007   1.0000E+000
    5.867212E+03   2.1479E-007   1.0000E+000
    6.216087E+03   2.0822E-007   1.0000E+000
    6.585705E+03   2.0395E-007   1.0000E+000
    6.977302E+03   1.9962E-007   1.0000E+000
    7.392184E+03   1.9355E-007   1.0000E+000
    7.831736E+03   1.8834E-007   1.0000E+000
    8.297424E+03   1.8554E-007   1.0000E+000
    8.790802E+03   1.8407E-007   1.0000E+000
    9.313518E+03   1.8552E-007   1.0000E+000
    9.867315E+03   1.9242E-007   1.0000E+000
    1.045404E+04   2.0121E-007   1.0000E+000
    1.107573E+04   2.0657E-007   1.0000E+000
    1.173130E+04   2.0432E-007   1.0000E+000
    1.231131E+04   1.9817E-007   1.0000E+000
    1.281343E+04   1.8141E-007   1.0000E+000
    1.330626E+04   1.7203E-007   1.0000E+000
    1.384804E+04   1.5397E-007   1.0000E+000
    1.445314E+04   1.1384E-007   1.0000E+000
    1.515370E+04   1.1635E-007   1.0000E+000
    1.576027E+04   1.7877E-007   1.0000E+000
    1.620925E+04   2.5625E-007   1.0000E+000
    1.655151E+04   2.5192E-007   1.0000E+000
    1.686889E+04   1.8319E-007   1.0000E+000
    1.721620E+04   1.5319E-007   1.0000E+000
    1.762137E+04   1.3276E-007   1.0000E+000
    1.805685E+04   1.2617E-007   1.0000E+000
    1.849364E+04   1.3194E-007   1.0000E+000
    1.891431E+04   1.4302E-007   1.0000E+000
    1.932093E+04   1.5038E-007   1.0000E+000
    1.972833E+04   1.5031E-007   1.0000E+000
    2.015560E+04   1.4457E-007   1.0000E+000
    2.061984E+04   1.3644E-007   1.0000E+000
    2.113500E+04   1.2697E-007   1.0000E+000
    2.170971E+04   1.1771E-007   1.0000E+000
    2.233998E+04   1.0949E-007   1.0000E+000
    2.301625E+04   1.0405E-007   1.0000E+000
    2.372079E+04   1.0477E-007   1.0000E+000
    2.443212E+04   1.1015E-007   1.0000E+000
    2.513882E+04   1.1488E-007   1.0000E+000
    2.584016E+04   1.1423E-007   1.0000E+000
    2.655795E+04   1.0751E-007   1.0000E+000
    2.734178E+04   9.6138E-008   1.0000E+000
    2.827666E+04   8.1420E-008   1.0000E+000
    2.954972E+04   6.4335E-008   1.0000E+000
    3.128169E+04   5.9878E-008   1.0000E+000
    3.314405E+04   8.3050E-008   1.0000E+000
    3.511485E+04   1.2595E-007   1.0000E+000
    3.721193E+04   1.7838E-007   1.0000E+000
    3.908032E+04   2.2446E-007   1.0000E+000
    4.071797E+04   2.7243E-007   1.0000E+000
    4.216726E+04   2.9163E-007   1.0000E+000
    4.348907E+04   2.8312E-007   1.0000E+000
    4.476343E+04   2.6202E-007   1.0000E+000
    4.602333E+04   2.4439E-007   1.0000E+000
    4.728173E+04   2.3279E-007   1.0000E+000
    4.854338E+04   2.2409E-007   1.0000E+000
    4.981003E+04   2.1416E-007   1.0000E+000
    5.109107E+04   1.9915E-007   1.0000E+000
    5.238589E+04   1.7899E-007   1.0000E+000
    5.369932E+04   1.5858E-007   1.0000E+000
    5.503017E+04   1.4235E-007   1.0000E+000
    5.637631E+04   1.2998E-007   1.0000E+000
    5.773425E+04   1.1774E-007   1.0000E+000
    5.909232E+04   1.0274E-007   1.0000E+000
    6.044459E+04   8.6238E-008   1.0000E+000
