#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    1.667295E+04   1.0000E-099   4.8029E-003   9.9519E-001   6.4885E-006
    1.685803E+04   1.0000E-099   1.3739E-002   9.8626E-001   6.2224E-007
    1.704173E+04   1.0000E-099   3.9045E-002   9.6096E-001   5.9527E-008
    1.723422E+04   1.0000E-099   1.0632E-001   8.9368E-001   5.2861E-009
    1.744279E+04   1.0000E-099   2.4835E-001   7.5165E-001   4.4504E-010
    1.767905E+04   1.0000E-099   4.5419E-001   5.4581E-001   3.5912E-011
    1.797361E+04   1.0000E-099   6.6797E-001   3.3203E-001   2.3615E-012
    1.838373E+04   1.0000E-099   8.4330E-001   1.5670E-001   8.9304E-014
    1.893559E+04   1.0000E-099   9.4704E-001   5.2964E-002   1.6673E-015
    1.960154E+04   1.0000E-099   9.8636E-001   1.3639E-002   1.7747E-017
    2.033755E+04   1.0000E-099   9.9705E-001   2.9466E-003   1.2570E-019
    2.111018E+04   1.0000E-099   9.9934E-001   6.5816E-004   1.0626E-021
    2.188442E+04   1.0000E-099   9.9982E-001   1.7751E-004   1.7143E-023
    2.264648E+04   1.0000E-099   9.9994E-001   5.7207E-005   4.6034E-025
    2.340667E+04   1.0000E-099   9.9998E-001   1.9857E-005   1.5495E-026
    2.417487E+04   1.0000E-099   9.9999E-001   7.2428E-006   6.7334E-028
    2.493649E+04   1.0000E-099   1.0000E+000   2.6688E-006   3.2325E-029
    2.568994E+04   1.0000E-099   1.0000E+000   9.3965E-007   1.2885E-030
    2.645165E+04   1.0000E-099   1.0000E+000   3.2576E-007   4.7370E-032
    2.726644E+04   1.0000E-099   1.0000E+000   1.4110E-007   3.5849E-033
    2.824113E+04   1.0000E-099   1.0000E+000   4.5142E-007   4.4459E-032
    2.956520E+04   1.0000E-099   1.0000E+000   1.7400E-006   5.2201E-030
    3.131082E+04   1.0000E-099   1.0000E+000   2.5733E-006   1.4024E-028
    3.319801E+04   1.0000E-099   1.0000E+000   2.9695E-006   2.2945E-027
    3.519907E+04   1.0000E-099   1.0000E+000   4.4802E-006   2.8500E-026
    3.726952E+04   1.0000E-099   9.9999E-001   1.1713E-005   3.9477E-025
    3.914503E+04   1.0000E-099   9.9997E-001   3.0109E-005   3.0777E-024
    4.076188E+04   1.0000E-099   9.9993E-001   6.7761E-005   1.8252E-023
    4.218084E+04   1.0000E-099   9.9983E-001   1.6773E-004   1.7070E-022
    4.349443E+04   1.0000E-099   9.9959E-001   4.1282E-004   2.3475E-021
    4.475387E+04   1.0000E-099   9.9913E-001   8.7392E-004   3.0208E-020
    4.600625E+04   1.0000E-099   9.9840E-001   1.6013E-003   2.5755E-019
    4.725581E+04   1.0000E-099   9.9728E-001   2.7215E-003   1.4454E-018
    4.851035E+04   1.0000E-099   9.9565E-001   4.3482E-003   5.6638E-018
    4.977302E+04   1.0000E-099   9.9367E-001   6.3252E-003   1.5798E-017
    5.104918E+04   1.0000E-099   9.9169E-001   8.3083E-003   3.3399E-017
    5.234294E+04   1.0000E-099   9.8997E-001   1.0026E-002   5.6098E-017
    5.365463E+04   1.0000E-099   9.8859E-001   1.1408E-002   8.1081E-017
    5.498670E+04   1.0000E-099   9.8746E-001   1.2538E-002   1.0528E-016
    5.633371E+04   1.0000E-099   9.8642E-001   1.3582E-002   1.2896E-016
    5.769352E+04   1.0000E-099   9.8531E-001   1.4688E-002   1.5331E-016
    5.905513E+04   1.0000E-099   9.8413E-001   1.5874E-002   1.7831E-016
    6.040951E+04   1.0000E-099   9.8295E-001   1.7055E-002   2.0206E-016
    6.174308E+04   1.0000E-099   9.8199E-001   1.8007E-002   2.2070E-016
    6.303841E+04   1.0000E-099   9.8127E-001   1.8725E-002   2.3394E-016
    6.428141E+04   1.0000E-099   9.8082E-001   1.9180E-002   2.4179E-016
    6.544592E+04   1.0000E-099   9.8050E-001   1.9501E-002   2.4657E-016
    6.651651E+04   1.0000E-099   9.8039E-001   1.9610E-002   2.4707E-016
    6.747355E+04   1.0000E-099   9.8039E-001   1.9611E-002   2.4422E-016
    6.830138E+04   1.0000E-099   9.8063E-001   1.9375E-002   2.3813E-016
    6.900113E+04   1.0000E-099   9.8095E-001   1.9046E-002   2.3080E-016
    6.956209E+04   1.0000E-099   9.8187E-001   1.8128E-002   2.1460E-016
    6.978775E+04   1.0000E-099   9.8310E-001   1.6902E-002   1.9133E-016
    6.990086E+04   1.0000E-099   9.8465E-001   1.5350E-002   1.6236E-016
    6.995748E+04   1.0000E-099   9.8625E-001   1.3746E-002   1.2796E-016
    6.998580E+04   1.0000E-099   9.8747E-001   1.2533E-002   9.5402E-017
    6.999926E+04   1.0000E-099   9.8869E-001   1.1309E-002   6.6328E-017
    6.999997E+04   1.0000E-099   9.8887E-001   1.1134E-002   6.2229E-017
#TIME:     2.090
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.772128E+02   1.0000E-099   1.0714E-013   1.7732E-006   1.0000E+000
    8.817399E+02   1.0000E-099   1.0714E-013   1.7732E-006   1.0000E+000
    8.954616E+02   1.0000E-099   1.0710E-013   1.7728E-006   1.0000E+000
    9.235490E+02   1.0000E-099   1.0685E-013   1.7704E-006   1.0000E+000
    9.767675E+02   1.0000E-099   1.0572E-013   1.7594E-006   1.0000E+000
    1.035681E+03   1.0000E-099   1.0296E-013   1.7324E-006   1.0000E+000
    1.098104E+03   1.0000E-099   9.7345E-014   1.6766E-006   1.0000E+000
    1.164290E+03   1.0000E-099   8.7152E-014   1.5718E-006   1.0000E+000
    1.234465E+03   1.0000E-099   7.1743E-014   1.4032E-006   1.0000E+000
    1.308869E+03   1.0000E-099   5.4378E-014   1.1928E-006   1.0000E+000
    1.387758E+03   1.0000E-099   3.8669E-014   9.7790E-007   1.0000E+000
    1.471401E+03   1.0000E-099   2.5449E-014   7.7250E-007   1.0000E+000
    1.560086E+03   1.0000E-099   1.6071E-014   6.0126E-007   1.0000E+000
    1.654117E+03   1.0000E-099   9.9649E-015   4.6701E-007   1.0000E+000
    1.753814E+03   1.0000E-099   6.3170E-015   3.6925E-007   1.0000E+000
    1.859521E+03   1.0000E-099   4.1496E-015   2.9908E-007   1.0000E+000
    1.971599E+03   1.0000E-099   2.7760E-015   2.4589E-007   1.0000E+000
    2.090432E+03   1.0000E-099   1.8100E-015   2.0062E-007   1.0000E+000
    2.216428E+03   1.0000E-099   1.1297E-015   1.6075E-007   1.0000E+000
    2.350018E+03   1.0000E-099   7.0347E-016   1.2890E-007   1.0000E+000
    2.491659E+03   1.0000E-099   4.6464E-016   1.0643E-007   1.0000E+000
    2.641838E+03   1.0000E-099   3.3476E-016   9.1632E-008   1.0000E+000
    2.801068E+03   1.0000E-099   2.5865E-016   8.1410E-008   1.0000E+000
    2.969895E+03   1.0000E-099   2.0770E-016   7.3337E-008   1.0000E+000
    3.148898E+03   1.0000E-099   1.7293E-016   6.6827E-008   1.0000E+000
    3.338690E+03   1.0000E-099   1.5282E-016   6.2317E-008   1.0000E+000
    3.539921E+03   1.0000E-099   1.3857E-016   5.8545E-008   1.0000E+000
    3.753281E+03   1.0000E-099   1.1934E-016   5.3467E-008   1.0000E+000
    3.979501E+03   1.0000E-099   1.0393E-016   4.9203E-008   1.0000E+000
    4.219355E+03   1.0000E-099   1.0915E-016   4.9943E-008   1.0000E+000
    4.473666E+03   1.0000E-099   1.2062E-016   5.2207E-008   1.0000E+000
    4.743305E+03   1.0000E-099   1.1812E-016   5.1521E-008   1.0000E+000
    5.029196E+03   1.0000E-099   1.0223E-016   4.7877E-008   1.0000E+000
    5.332318E+03   1.0000E-099   8.8652E-017   4.4558E-008   1.0000E+000
    5.653710E+03   1.0000E-099   8.0479E-017   4.2411E-008   1.0000E+000
    5.994474E+03   1.0000E-099   7.4793E-017   4.0803E-008   1.0000E+000
    6.355775E+03   1.0000E-099   7.2545E-017   4.0063E-008   1.0000E+000
    6.738854E+03   1.0000E-099   7.4021E-017   4.0312E-008   1.0000E+000
    7.145021E+03   1.0000E-099   7.5574E-017   4.0557E-008   1.0000E+000
    7.575670E+03   1.0000E-099   7.7146E-017   4.0826E-008   1.0000E+000
    8.032274E+03   1.0000E-099   8.4211E-017   4.2593E-008   1.0000E+000
    8.516399E+03   1.0000E-099   1.0070E-016   4.6704E-008   1.0000E+000
    9.029704E+03   1.0000E-099   1.3355E-016   5.4366E-008   1.0000E+000
    9.573947E+03   1.0000E-099   2.1344E-016   7.0566E-008   1.0000E+000
    1.015099E+04   1.0000E-099   4.4150E-016   1.0755E-007   1.0000E+000
    1.076282E+04   1.0000E-099   1.3135E-015   2.0901E-007   1.0000E+000
    1.141152E+04   1.0000E-099   7.4548E-015   6.3436E-007   1.0000E+000
    1.209877E+04   1.0000E-099   6.9435E-014   2.8056E-006   1.0000E+000
    1.276113E+04   1.0000E-099   8.4561E-013   1.5163E-005   9.9998E-001
    1.330246E+04   1.0000E-099   1.1556E-011   9.0710E-005   9.9991E-001
    1.377126E+04   1.0000E-099   1.3894E-010   5.1259E-004   9.9949E-001
    1.427470E+04   1.0000E-099   2.0342E-009   3.2987E-003   9.9670E-001
    1.484569E+04   1.0000E-099   5.2097E-008   3.0475E-002   9.6953E-001
    1.540505E+04   1.0000E-099   1.8445E-006   3.0165E-001   6.9835E-001
    1.586076E+04   1.0000E-099   3.2446E-005   9.0927E-001   9.0696E-002
    1.619944E+04   1.0000E-099   2.1891E-004   9.9655E-001   3.2337E-003
    1.645680E+04   1.0000E-099   1.0991E-003   9.9878E-001   1.2496E-004
    1.667281E+04   1.0000E-099   3.3322E-003   9.9666E-001   1.0149E-005
    1.687783E+04   1.0000E-099   8.9153E-003   9.9108E-001   1.1131E-006
    1.708515E+04   1.0000E-099   2.4047E-002   9.7595E-001   1.2072E-007
    1.730394E+04   1.0000E-099   6.4320E-002   9.3568E-001   1.2131E-008
    1.753719E+04   1.0000E-099   1.5912E-001   8.4088E-001   1.1431E-009
    1.779262E+04   1.0000E-099   3.2847E-001   6.7153E-001   1.0154E-010
    1.809152E+04   1.0000E-099   5.4199E-001   4.5801E-001   7.9013E-012
    1.847365E+04   1.0000E-099   7.4221E-001   2.5779E-001   4.4813E-013
    1.897291E+04   1.0000E-099   8.8709E-001   1.1291E-001   1.5538E-014
    1.960002E+04   1.0000E-099   9.6352E-001   3.6476E-002   2.8378E-016
    2.031609E+04   1.0000E-099   9.9092E-001   9.0834E-003   2.8866E-018
    2.107971E+04   1.0000E-099   9.9788E-001   2.1169E-003   2.7613E-020
    2.185082E+04   1.0000E-099   9.9942E-001   5.7523E-004   4.5997E-022
    2.261032E+04   1.0000E-099   9.9981E-001   1.9145E-004   1.3996E-023
    2.336755E+04   1.0000E-099   9.9993E-001   6.9698E-005   5.4948E-025
    2.413236E+04   1.0000E-099   9.9997E-001   2.6414E-005   2.6002E-026
    2.489079E+04   1.0000E-099   9.9999E-001   9.9921E-006   1.3302E-027
    2.564076E+04   1.0000E-099   1.0000E+000   3.5177E-006   5.2176E-029
    2.639701E+04   1.0000E-099   1.0000E+000   1.1602E-006   1.5530E-030
    2.720105E+04   1.0000E-099   1.0000E+000   3.9341E-007   5.2803E-032
    2.815374E+04   1.0000E-099   1.0000E+000   4.7701E-007   6.3386E-032
    2.943242E+04   1.0000E-099   1.0000E+000   1.7422E-006   2.9463E-030
    3.116242E+04   1.0000E-099   1.0000E+000   2.7441E-006   8.3288E-029
    3.304066E+04   1.0000E-099   1.0000E+000   3.1463E-006   1.2104E-027
    3.503210E+04   1.0000E-099   1.0000E+000   4.3849E-006   1.5006E-026
    3.711030E+04   1.0000E-099   9.9999E-001   1.0428E-005   2.1238E-025
    3.901991E+04   1.0000E-099   9.9997E-001   2.6605E-005   1.7861E-024
    4.066093E+04   1.0000E-099   9.9994E-001   6.0288E-005   1.1311E-023
    4.209766E+04   1.0000E-099   9.9985E-001   1.5062E-004   1.1091E-022
    4.342282E+04   1.0000E-099   9.9962E-001   3.7688E-004   1.5874E-021
    4.468967E+04   1.0000E-099   9.9919E-001   8.0930E-004   2.1796E-020
    4.594754E+04   1.0000E-099   9.9850E-001   1.4971E-003   2.0072E-019
    4.720181E+04   1.0000E-099   9.9744E-001   2.5633E-003   1.2027E-018
    4.846062E+04   1.0000E-099   9.9586E-001   4.1416E-003   4.9642E-018
    4.972693E+04   1.0000E-099   9.9392E-001   6.0829E-003   1.4403E-017
    5.100628E+04   1.0000E-099   9.9191E-001   8.0856E-003   3.1336E-017
    5.230281E+04   1.0000E-099   9.9016E-001   9.8373E-003   5.3816E-017
    5.361700E+04   1.0000E-099   9.8874E-001   1.1259E-002   7.8589E-017
    5.495138E+04   1.0000E-099   9.8758E-001   1.2421E-002   1.0313E-016
    5.630064E+04   1.0000E-099   9.8651E-001   1.3489E-002   1.2706E-016
    5.766284E+04   1.0000E-099   9.8539E-001   1.4611E-002   1.5166E-016
    5.902685E+04   1.0000E-099   9.8419E-001   1.5810E-002   1.7691E-016
    6.038389E+04   1.0000E-099   9.8300E-001   1.7004E-002   2.0092E-016
    6.172016E+04   1.0000E-099   9.8203E-001   1.7969E-002   2.1984E-016
    6.301844E+04   1.0000E-099   9.8130E-001   1.8698E-002   2.3332E-016
    6.426437E+04   1.0000E-099   9.8084E-001   1.9161E-002   2.4136E-016
    6.543193E+04   1.0000E-099   9.8051E-001   1.9488E-002   2.4627E-016
    6.650569E+04   1.0000E-099   9.8040E-001   1.9601E-002   2.4687E-016
    6.746554E+04   1.0000E-099   9.8039E-001   1.9605E-002   2.4409E-016
    6.829600E+04   1.0000E-099   9.8063E-001   1.9371E-002   2.3804E-016
    6.899793E+04   1.0000E-099   9.8096E-001   1.9045E-002   2.3075E-016
    6.956071E+04   1.0000E-099   9.8187E-001   1.8130E-002   2.1463E-016
    6.978708E+04   1.0000E-099   9.8309E-001   1.6906E-002   1.9140E-016
    6.990054E+04   1.0000E-099   9.8465E-001   1.5355E-002   1.6245E-016
    6.995735E+04   1.0000E-099   9.8625E-001   1.3748E-002   1.2805E-016
    6.998576E+04   1.0000E-099   9.8747E-001   1.2534E-002   9.5450E-017
    6.999926E+04   1.0000E-099   9.8869E-001   1.1307E-002   6.6302E-017
    6.999998E+04   1.0000E-099   9.8887E-001   1.1132E-002   6.2205E-017
#TIME:     2.300
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.772129E+02   1.0000E-099   1.1798E-013   1.9762E-006   1.0000E+000
    8.831670E+02   1.0000E-099   1.1798E-013   1.9762E-006   1.0000E+000
    9.012731E+02   1.0000E-099   1.1787E-013   1.9751E-006   1.0000E+000
    9.386063E+02   1.0000E-099   1.1715E-013   1.9679E-006   1.0000E+000
    9.982648E+02   1.0000E-099   1.1448E-013   1.9410E-006   1.0000E+000
    1.057955E+03   1.0000E-099   1.0909E-013   1.8860E-006   1.0000E+000
    1.121292E+03   1.0000E-099   9.9325E-014   1.7837E-006   1.0000E+000
    1.188420E+03   1.0000E-099   8.3959E-014   1.6142E-006   1.0000E+000
    1.259568E+03   1.0000E-099   6.4654E-014   1.3823E-006   1.0000E+000
    1.334974E+03   1.0000E-099   4.6282E-014   1.1329E-006   1.0000E+000
    1.414895E+03   1.0000E-099   3.1197E-014   8.9870E-007   1.0000E+000
    1.499600E+03   1.0000E-099   2.0090E-014   6.9884E-007   1.0000E+000
    1.589377E+03   1.0000E-099   1.2599E-014   5.3938E-007   1.0000E+000
    1.684528E+03   1.0000E-099   7.7249E-015   4.1449E-007   1.0000E+000
    1.785376E+03   1.0000E-099   4.7773E-015   3.2223E-007   1.0000E+000
    1.892261E+03   1.0000E-099   3.0612E-015   2.5679E-007   1.0000E+000
    2.005545E+03   1.0000E-099   2.0283E-015   2.0939E-007   1.0000E+000
    2.125611E+03   1.0000E-099   1.3277E-015   1.7059E-007   1.0000E+000
    2.252865E+03   1.0000E-099   8.4102E-016   1.3722E-007   1.0000E+000
    2.387737E+03   1.0000E-099   5.3808E-016   1.1114E-007   1.0000E+000
    2.530684E+03   1.0000E-099   3.6782E-016   9.3040E-008   1.0000E+000
    2.682188E+03   1.0000E-099   2.7343E-016   8.1101E-008   1.0000E+000
    2.842763E+03   1.0000E-099   2.1595E-016   7.2632E-008   1.0000E+000
    3.012950E+03   1.0000E-099   1.7623E-016   6.5801E-008   1.0000E+000
    3.193327E+03   1.0000E-099   1.4944E-016   6.0425E-008   1.0000E+000
    3.384502E+03   1.0000E-099   1.3330E-016   5.6614E-008   1.0000E+000
    3.587122E+03   1.0000E-099   1.1981E-016   5.3034E-008   1.0000E+000
    3.801872E+03   1.0000E-099   1.0236E-016   4.8399E-008   1.0000E+000
    4.029478E+03   1.0000E-099   9.1589E-017   4.5324E-008   1.0000E+000
    4.270711E+03   1.0000E-099   9.8683E-017   4.6744E-008   1.0000E+000
    4.526386E+03   1.0000E-099   1.0831E-016   4.8789E-008   1.0000E+000
    4.797367E+03   1.0000E-099   1.0464E-016   4.7869E-008   1.0000E+000
    5.084571E+03   1.0000E-099   9.1028E-017   4.4609E-008   1.0000E+000
    5.388969E+03   1.0000E-099   8.0169E-017   4.1840E-008   1.0000E+000
    5.711590E+03   1.0000E-099   7.3542E-017   4.0042E-008   1.0000E+000
    6.053526E+03   1.0000E-099   6.8909E-017   3.8710E-008   1.0000E+000
    6.415932E+03   1.0000E-099   6.7418E-017   3.8223E-008   1.0000E+000
    6.800035E+03   1.0000E-099   6.8918E-017   3.8578E-008   1.0000E+000
    7.207133E+03   1.0000E-099   7.0250E-017   3.8906E-008   1.0000E+000
    7.638602E+03   1.0000E-099   7.2398E-017   3.9531E-008   1.0000E+000
    8.095902E+03   1.0000E-099   8.1449E-017   4.2118E-008   1.0000E+000
    8.580580E+03   1.0000E-099   1.0273E-016   4.7809E-008   1.0000E+000
    9.094273E+03   1.0000E-099   1.4591E-016   5.8242E-008   1.0000E+000
    9.638720E+03   1.0000E-099   2.4831E-016   7.9323E-008   1.0000E+000
    1.021576E+04   1.0000E-099   5.4359E-016   1.2727E-007   1.0000E+000
    1.082735E+04   1.0000E-099   1.9148E-015   2.7910E-007   1.0000E+000
    1.147562E+04   1.0000E-099   1.2154E-014   9.3458E-007   1.0000E+000
    1.216336E+04   1.0000E-099   1.1813E-013   4.3186E-006   1.0000E+000
    1.278292E+04   1.0000E-099   1.4508E-012   2.3664E-005   9.9998E-001
    1.329097E+04   1.0000E-099   1.9643E-011   1.4237E-004   9.9986E-001
    1.376411E+04   1.0000E-099   2.5431E-010   8.3858E-004   9.9916E-001
    1.428822E+04   1.0000E-099   4.2354E-009   5.9016E-003   9.9410E-001
    1.487302E+04   1.0000E-099   1.1097E-007   5.5767E-002   9.4423E-001
    1.544248E+04   1.0000E-099   3.5275E-006   4.6468E-001   5.3532E-001
    1.590456E+04   1.0000E-099   4.3513E-005   9.5425E-001   4.5709E-002
    1.624779E+04   1.0000E-099   2.6888E-004   9.9811E-001   1.6246E-003
    1.650822E+04   1.0000E-099   1.1597E-003   9.9876E-001   8.0060E-005
    1.673974E+04   1.0000E-099   3.1130E-003   9.9688E-001   8.0292E-006
    1.696430E+04   1.0000E-099   7.7458E-003   9.9225E-001   1.0268E-006
    1.720132E+04   1.0000E-099   1.9777E-002   9.8022E-001   1.2364E-007
    1.745477E+04   1.0000E-099   5.0865E-002   9.4914E-001   1.3708E-008
    1.772076E+04   1.0000E-099   1.2475E-001   8.7525E-001   1.4372E-009
    1.800643E+04   1.0000E-099   2.6776E-001   7.3224E-001   1.3963E-010
    1.832626E+04   1.0000E-099   4.6594E-001   5.3406E-001   1.2359E-011
    1.871259E+04   1.0000E-099   6.6718E-001   3.3282E-001   9.0300E-013
    1.919405E+04   1.0000E-099   8.2815E-001   1.7185E-001   4.8212E-014
    1.979731E+04   1.0000E-099   9.3204E-001   6.7959E-002   1.4673E-015
    2.049487E+04   1.0000E-099   9.7982E-001   2.0180E-002   2.3777E-017
    2.124786E+04   1.0000E-099   9.9478E-001   5.2190E-003   3.1256E-019
    2.200682E+04   1.0000E-099   9.9850E-001   1.5001E-003   6.2885E-021
    2.275640E+04   1.0000E-099   9.9948E-001   5.1543E-004   2.1785E-022
    2.350798E+04   1.0000E-099   9.9981E-001   1.9084E-004   9.2005E-024
    2.426537E+04   1.0000E-099   9.9993E-001   7.3261E-005   4.4131E-025
    2.501360E+04   1.0000E-099   9.9997E-001   2.8395E-005   2.3233E-026
    2.575472E+04   1.0000E-099   9.9999E-001   1.0360E-005   9.5473E-028
    2.650572E+04   1.0000E-099   1.0000E+000   3.5326E-006   2.8177E-029
    2.731305E+04   1.0000E-099   1.0000E+000   1.1885E-006   8.3538E-031
    2.828350E+04   1.0000E-099   1.0000E+000   8.1447E-007   2.8730E-031
    2.958982E+04   1.0000E-099   1.0000E+000   2.2477E-006   4.0174E-030
    3.135660E+04   1.0000E-099   1.0000E+000   3.2172E-006   8.4693E-029
    3.323383E+04   1.0000E-099   1.0000E+000   3.6312E-006   1.0375E-027
    3.522522E+04   1.0000E-099   9.9999E-001   5.0548E-006   1.2557E-026
    3.728530E+04   1.0000E-099   9.9999E-001   1.1267E-005   1.7547E-025
    3.917693E+04   1.0000E-099   9.9997E-001   2.7639E-005   1.4773E-024
    4.079130E+04   1.0000E-099   9.9994E-001   6.2246E-005   1.0086E-023
    4.221126E+04   1.0000E-099   9.9984E-001   1.5621E-004   1.0774E-022
    4.352933E+04   1.0000E-099   9.9961E-001   3.8958E-004   1.6091E-021
    4.479191E+04   1.0000E-099   9.9917E-001   8.2702E-004   2.2341E-020
    4.604727E+04   1.0000E-099   9.9848E-001   1.5159E-003   2.0627E-019
    4.729832E+04   1.0000E-099   9.9742E-001   2.5839E-003   1.2343E-018
    4.855474E+04   1.0000E-099   9.9585E-001   4.1524E-003   5.0761E-018
    4.981785E+04   1.0000E-099   9.9389E-001   6.1132E-003   1.4633E-017
    5.109445E+04   1.0000E-099   9.9191E-001   8.0886E-003   3.1654E-017
    5.238754E+04   1.0000E-099   9.9017E-001   9.8283E-003   5.3856E-017
    5.369822E+04   1.0000E-099   9.8875E-001   1.1245E-002   7.8981E-017
    5.502850E+04   1.0000E-099   9.8759E-001   1.2414E-002   1.0331E-016
    5.637316E+04   1.0000E-099   9.8651E-001   1.3493E-002   1.2731E-016
    5.773033E+04   1.0000E-099   9.8537E-001   1.4627E-002   1.5201E-016
    5.908844E+04   1.0000E-099   9.8417E-001   1.5831E-002   1.7728E-016
    6.043940E+04   1.0000E-099   9.8298E-001   1.7024E-002   2.0121E-016
    6.176871E+04   1.0000E-099   9.8202E-001   1.7983E-002   2.1999E-016
    6.305999E+04   1.0000E-099   9.8130E-001   1.8704E-002   2.3331E-016
    6.429858E+04   1.0000E-099   9.8084E-001   1.9161E-002   2.4125E-016
    6.545875E+04   1.0000E-099   9.8052E-001   1.9484E-002   2.4610E-016
    6.652599E+04   1.0000E-099   9.8041E-001   1.9595E-002   2.4666E-016
    6.747945E+04   1.0000E-099   9.8040E-001   1.9598E-002   2.4387E-016
    6.830480E+04   1.0000E-099   9.8064E-001   1.9363E-002   2.3784E-016
    6.900253E+04   1.0000E-099   9.8096E-001   1.9035E-002   2.3056E-016
    6.956252E+04   1.0000E-099   9.8188E-001   1.8119E-002   2.1439E-016
    6.978796E+04   1.0000E-099   9.8311E-001   1.6894E-002   1.9114E-016
    6.990096E+04   1.0000E-099   9.8466E-001   1.5342E-002   1.6219E-016
    6.995752E+04   1.0000E-099   9.8626E-001   1.3739E-002   1.2782E-016
    6.998582E+04   1.0000E-099   9.8747E-001   1.2527E-002   9.5297E-017
    6.999927E+04   1.0000E-099   9.8870E-001   1.1304E-002   6.6262E-017
    6.999998E+04   1.0000E-099   9.8887E-001   1.1131E-002   6.2185E-017
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.772129E+02   1.0000E-099   1.3255E-013   2.2474E-006   1.0000E+000
    8.818193E+02   1.0000E-099   1.3255E-013   2.2474E-006   1.0000E+000
    8.957844E+02   1.0000E-099   1.3245E-013   2.2464E-006   1.0000E+000
    9.243816E+02   1.0000E-099   1.3181E-013   2.2397E-006   1.0000E+000
    9.776549E+02   1.0000E-099   1.2903E-013   2.2108E-006   1.0000E+000
    1.036227E+03   1.0000E-099   1.2295E-013   2.1467E-006   1.0000E+000
    1.098263E+03   1.0000E-099   1.1213E-013   2.0297E-006   1.0000E+000
    1.164013E+03   1.0000E-099   9.5285E-014   1.8389E-006   1.0000E+000
    1.233699E+03   1.0000E-099   7.3557E-014   1.5727E-006   1.0000E+000
    1.307557E+03   1.0000E-099   5.2113E-014   1.2765E-006   1.0000E+000
    1.385836E+03   1.0000E-099   3.4557E-014   9.9756E-007   1.0000E+000
    1.468802E+03   1.0000E-099   2.1725E-014   7.6022E-007   1.0000E+000
    1.556735E+03   1.0000E-099   1.3592E-014   5.8076E-007   1.0000E+000
    1.649932E+03   1.0000E-099   8.3769E-015   4.4300E-007   1.0000E+000
    1.748708E+03   1.0000E-099   5.0746E-015   3.3743E-007   1.0000E+000
    1.853398E+03   1.0000E-099   3.0953E-015   2.5995E-007   1.0000E+000
    1.964355E+03   1.0000E-099   1.9679E-015   2.0599E-007   1.0000E+000
    2.081956E+03   1.0000E-099   1.2930E-015   1.6700E-007   1.0000E+000
    2.206596E+03   1.0000E-099   8.4151E-016   1.3538E-007   1.0000E+000
    2.338698E+03   1.0000E-099   5.4423E-016   1.0974E-007   1.0000E+000
    2.478709E+03   1.0000E-099   3.6762E-016   9.1033E-008   1.0000E+000
    2.627102E+03   1.0000E-099   2.6842E-016   7.8485E-008   1.0000E+000
    2.784379E+03   1.0000E-099   2.0983E-016   6.9884E-008   1.0000E+000
    2.951071E+03   1.0000E-099   1.7047E-016   6.3219E-008   1.0000E+000
    3.127743E+03   1.0000E-099   1.4292E-016   5.7841E-008   1.0000E+000
    3.314991E+03   1.0000E-099   1.2585E-016   5.3993E-008   1.0000E+000
    3.513450E+03   1.0000E-099   1.1331E-016   5.0794E-008   1.0000E+000
    3.723790E+03   1.0000E-099   9.7644E-017   4.6696E-008   1.0000E+000
    3.946722E+03   1.0000E-099   8.4129E-017   4.3005E-008   1.0000E+000
    4.183000E+03   1.0000E-099   8.4982E-017   4.3011E-008   1.0000E+000
    4.433424E+03   1.0000E-099   9.4479E-017   4.5233E-008   1.0000E+000
    4.698840E+03   1.0000E-099   9.6766E-017   4.5721E-008   1.0000E+000
    4.980145E+03   1.0000E-099   8.7449E-017   4.3441E-008   1.0000E+000
    5.278291E+03   1.0000E-099   7.6790E-017   4.0698E-008   1.0000E+000
    5.594287E+03   1.0000E-099   6.9782E-017   3.8789E-008   1.0000E+000
    5.929200E+03   1.0000E-099   6.4950E-017   3.7413E-008   1.0000E+000
    6.284163E+03   1.0000E-099   6.2525E-017   3.6704E-008   1.0000E+000
    6.660377E+03   1.0000E-099   6.3193E-017   3.6915E-008   1.0000E+000
    7.059114E+03   1.0000E-099   6.4879E-017   3.7471E-008   1.0000E+000
    7.481722E+03   1.0000E-099   6.7275E-017   3.8325E-008   1.0000E+000
    7.929630E+03   1.0000E-099   7.5355E-017   4.0913E-008   1.0000E+000
