#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
20838.00 1.51e-04 9.98e-01 1.61e-03 1.33e-18 1.58e-31 3.91e-32 8.61e-33 
21647.97 6.92e-05 1.00e+00 5.99e-09 1.37e-27 1.62e-31 4.01e-32 8.83e-33 
22447.94 2.04e-04 9.93e-01 6.71e-03 3.13e-18 1.89e-31 4.67e-32 1.03e-32 
23245.88 2.61e-05 1.00e+00 7.72e-08 4.48e-23 2.37e-31 5.86e-32 1.29e-32 
24052.47 3.54e-05 1.00e+00 1.02e-07 1.03e-22 2.92e-31 7.23e-32 1.59e-32 
24867.72 1.57e-05 9.99e-01 7.35e-04 2.99e-19 3.43e-31 8.46e-32 1.86e-32 
25698.86 1.23e-05 1.00e+00 2.20e-07 1.15e-22 3.89e-31 9.61e-32 2.11e-32 
26587.16 3.66e-06 8.79e-02 9.12e-01 6.13e-13 1.60e-15 1.10e-31 2.42e-32 
27637.54 1.26e-05 1.00e+00 5.39e-08 8.36e-23 5.27e-31 1.30e-31 2.87e-32 
28986.97 9.72e-06 1.54e-01 8.46e-01 5.42e-16 1.14e-23 1.65e-31 3.64e-32 
#TIME: 49.25 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 8.88e-07 8.84e-01 1.16e-01 2.31e-14 1.12e-37 2.90e-38 5.36e-39 
999.11 1.06e-06 9.26e-01 7.40e-02 6.26e-15 1.11e-37 2.89e-38 5.36e-39 
1267.34 1.27e-06 9.45e-01 5.49e-02 1.88e-15 1.10e-37 2.85e-38 5.31e-39 
1514.05 1.47e-06 9.56e-01 4.35e-02 1.19e-15 9.69e-38 2.51e-38 4.68e-39 
1808.80 1.50e-06 9.61e-01 3.86e-02 9.56e-16 9.52e-38 2.46e-38 4.60e-39 
1919.29 1.71e-06 9.66e-01 3.38e-02 7.42e-16 9.64e-38 2.49e-38 4.67e-39 
2160.92 1.84e-06 9.80e-01 1.96e-02 4.68e-17 1.05e-37 2.71e-38 5.09e-39 
2292.92 1.79e-06 9.80e-01 2.02e-02 8.17e-17 1.16e-37 2.99e-38 5.64e-39 
2432.98 1.84e-06 9.87e-01 1.35e-02 1.36e-17 1.31e-37 3.37e-38 6.37e-39 
2581.60 1.80e-06 9.81e-01 1.86e-02 6.75e-17 1.47e-37 3.78e-38 7.15e-39 
2739.29 1.80e-06 9.77e-01 2.34e-02 1.06e-16 1.64e-37 4.22e-38 8.00e-39 
2906.62 1.91e-06 9.81e-01 1.86e-02 6.74e-17 1.87e-37 4.82e-38 9.16e-39 
3084.17 1.91e-06 9.89e-01 1.11e-02 1.16e-17 2.25e-37 5.79e-38 1.10e-38 
3272.56 1.90e-06 9.94e-01 5.68e-03 5.96e-19 2.83e-37 7.26e-38 1.39e-38 
3472.46 1.86e-06 9.92e-01 8.05e-03 1.63e-18 3.63e-37 9.32e-38 1.79e-38 
3684.57 1.94e-06 9.94e-01 5.94e-03 5.25e-19 4.88e-37 1.25e-37 2.41e-38 
3909.64 1.90e-06 9.96e-01 3.58e-03 1.85e-19 7.24e-37 1.85e-37 3.59e-38 
4148.46 2.10e-06 9.88e-01 1.24e-02 7.38e-18 1.01e-36 2.57e-37 5.02e-38 
4401.86 2.59e-06 9.93e-01 7.19e-03 3.62e-19 1.16e-36 2.96e-37 5.81e-38 
4670.75 3.14e-06 9.99e-01 8.74e-04 7.31e-22 1.19e-36 3.03e-37 5.98e-38 
4956.05 3.49e-06 9.99e-01 7.52e-04 6.33e-22 1.19e-36 3.03e-37 6.03e-38 
5258.79 3.63e-06 1.00e+00 4.32e-04 3.97e-23 1.18e-36 2.99e-37 5.99e-38 
5580.02 4.15e-06 9.99e-01 1.29e-03 7.96e-22 1.15e-36 2.91e-37 5.87e-38 
5920.87 4.85e-06 1.00e+00 2.00e-04 5.02e-24 1.17e-36 2.96e-37 6.01e-38 
6282.54 5.63e-06 1.00e+00 1.32e-04 2.49e-25 1.24e-36 3.13e-37 6.42e-38 
6666.30 7.06e-06 1.00e+00 1.83e-05 1.89e-27 1.32e-36 3.32e-37 6.87e-38 
7073.50 1.06e-05 1.00e+00 1.03e-05 1.44e-28 1.44e-36 3.62e-37 7.56e-38 
7505.58 1.46e-05 1.00e+00 4.01e-04 3.06e-25 1.69e-36 4.22e-37 8.93e-38 
7964.05 2.65e-05 1.00e+00 1.19e-06 5.61e-31 2.02e-36 5.01e-37 1.08e-37 
8450.53 5.66e-05 1.00e+00 7.58e-08 1.12e-29 2.39e-36 5.92e-37 1.29e-37 
8966.72 1.18e-04 1.00e+00 1.62e-08 4.91e-30 3.03e-36 7.49e-37 1.65e-37 
9514.44 2.59e-04 1.00e+00 2.52e-09 1.93e-29 4.18e-36 1.03e-36 2.27e-37 
10095.62 4.46e-04 1.00e+00 7.92e-10 6.19e-29 6.07e-36 1.50e-36 3.30e-37 
10712.30 7.74e-04 9.99e-01 7.74e-09 1.15e-27 9.68e-36 2.39e-36 5.27e-37 
11366.65 9.06e-04 9.99e-01 4.51e-10 7.61e-29 1.71e-35 4.23e-36 9.30e-37 
12061.10 8.39e-04 9.99e-01 4.62e-10 3.43e-28 3.17e-35 7.83e-36 1.72e-36 
12793.43 1.08e-03 9.99e-01 6.99e-10 4.88e-31 5.29e-35 1.31e-35 2.88e-36 
13528.61 1.04e-03 9.99e-01 4.79e-10 4.26e-29 8.11e-35 2.00e-35 4.41e-36 
14194.74 1.04e-03 9.99e-01 4.91e-10 1.75e-27 1.25e-34 3.09e-35 6.80e-36 
14757.77 1.03e-03 9.99e-01 1.75e-08 1.72e-26 1.94e-34 4.80e-35 1.06e-35 
15240.48 6.20e-04 9.99e-01 6.55e-10 3.89e-27 2.62e-34 6.48e-35 1.43e-35 
15646.99 1.04e-03 9.99e-01 1.86e-08 1.33e-25 3.31e-34 8.18e-35 1.80e-35 
15960.30 1.16e-03 9.99e-01 5.63e-10 4.66e-27 4.05e-34 1.00e-34 2.20e-35 
16187.41 7.85e-04 9.99e-01 1.05e-08 1.28e-25 6.67e-34 1.65e-34 3.63e-35 
16354.17 8.51e-04 9.99e-01 4.78e-10 4.78e-27 1.16e-33 2.87e-34 6.32e-35 
16484.18 7.85e-04 9.99e-01 5.05e-10 2.60e-26 1.94e-33 4.79e-34 1.05e-34 
16593.12 9.18e-04 9.99e-01 5.77e-10 4.53e-26 2.86e-33 7.07e-34 1.56e-34 
16691.99 4.70e-04 1.00e+00 7.81e-10 6.08e-26 3.77e-33 9.32e-34 2.05e-34 
16788.59 6.38e-04 9.99e-01 7.76e-10 8.50e-26 4.74e-33 1.17e-33 2.58e-34 
16888.37 3.97e-04 1.00e+00 9.53e-10 1.52e-25 5.96e-33 1.47e-33 3.24e-34 
16998.79 3.08e-04 1.00e+00 1.03e-06 1.35e-22 7.73e-33 1.91e-33 4.21e-34 
17146.37 1.19e-04 1.00e+00 2.28e-06 4.14e-22 1.05e-32 2.59e-33 5.71e-34 
17415.23 2.41e-04 1.00e+00 1.42e-09 2.18e-27 1.63e-32 4.03e-33 8.87e-34 
17888.12 1.57e-04 1.00e+00 2.13e-07 7.06e-25 3.39e-32 8.38e-33 1.84e-33 
18532.37 2.31e-05 1.00e+00 1.55e-06 2.55e-24 6.27e-32 1.55e-32 3.41e-33 
19260.76 5.11e-05 1.00e+00 3.69e-08 2.08e-24 9.98e-32 2.47e-32 5.43e-33 
20034.10 2.75e-04 9.71e-01 2.87e-02 2.45e-18 1.41e-31 3.48e-32 7.67e-33 
20838.00 4.52e-05 1.00e+00 5.88e-09 7.21e-29 1.68e-31 4.16e-32 9.15e-33 
21647.97 2.45e-04 9.39e-01 6.06e-02 5.01e-17 1.73e-31 4.27e-32 9.39e-33 
22447.94 1.44e-05 1.00e+00 2.32e-07 1.17e-27 2.01e-31 4.96e-32 1.09e-32 
23245.88 2.40e-05 1.00e+00 8.21e-08 5.92e-23 2.52e-31 6.23e-32 1.37e-32 
24052.47 1.08e-05 1.00e+00 2.11e-07 1.69e-22 3.11e-31 7.69e-32 1.69e-32 
24867.72 7.18e-06 1.00e+00 2.40e-07 3.60e-26 3.64e-31 9.00e-32 1.98e-32 
25698.86 9.05e-06 1.00e+00 2.21e-07 1.43e-22 4.13e-31 1.02e-31 2.25e-32 
26587.16 1.10e-06 4.01e-01 5.99e-01 6.36e-21 4.73e-31 1.17e-31 2.57e-32 
27637.54 2.17e-06 2.25e-01 7.75e-01 8.39e-16 5.61e-31 1.39e-31 3.05e-32 
28986.97 2.83e-07 2.38e-02 9.76e-01 4.19e-19 7.11e-31 1.76e-31 3.87e-32 
#TIME: 50.27 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 1.77e-06 9.72e-01 2.84e-02 1.67e-16 1.17e-37 3.02e-38 5.69e-39 
999.11 1.97e-06 9.80e-01 2.03e-02 8.68e-17 1.17e-37 3.02e-38 5.69e-39 
1267.34 2.19e-06 9.82e-01 1.81e-02 6.49e-17 1.16e-37 2.99e-38 5.64e-39 
1514.05 2.54e-06 9.84e-01 1.57e-02 5.78e-17 1.02e-37 2.62e-38 4.97e-39 
1808.80 2.68e-06 9.91e-01 9.11e-03 5.19e-18 1.00e-37 2.58e-38 4.89e-39 
1919.29 2.97e-06 9.88e-01 1.25e-02 3.41e-17 1.02e-37 2.61e-38 4.97e-39 
2160.92 2.83e-06 9.85e-01 1.52e-02 4.95e-17 1.10e-37 2.84e-38 5.40e-39 
2292.92 2.82e-06 9.90e-01 1.00e-02 1.23e-17 1.22e-37 3.14e-38 5.99e-39 
2432.98 2.77e-06 9.96e-01 4.03e-03 2.71e-19 1.38e-37 3.53e-38 6.75e-39 
2581.60 2.63e-06 9.95e-01 4.75e-03 4.10e-19 1.54e-37 3.96e-38 7.57e-39 
2739.29 2.66e-06 9.92e-01 8.04e-03 3.92e-18 1.72e-37 4.41e-38 8.46e-39 
2906.62 2.68e-06 9.94e-01 6.13e-03 1.04e-17 1.96e-37 5.03e-38 9.66e-39 
3084.17 2.69e-06 9.94e-01 5.53e-03 4.22e-15 2.35e-37 6.03e-38 1.16e-38 
3272.56 2.42e-06 9.96e-01 4.25e-03 2.57e-19 2.95e-37 7.55e-38 1.46e-38 
3472.46 2.48e-06 9.96e-01 4.13e-03 3.97e-19 3.78e-37 9.67e-38 1.88e-38 
3684.57 2.43e-06 9.98e-01 1.60e-03 7.58e-21 5.08e-37 1.30e-37 2.53e-38 
3909.64 2.45e-06 9.98e-01 2.08e-03 2.23e-20 7.52e-37 1.92e-37 3.76e-38 
4148.46 2.73e-06 9.99e-01 9.00e-04 1.35e-21 1.04e-36 2.66e-37 5.24e-38 
4401.86 3.26e-06 9.96e-01 3.60e-03 1.11e-15 1.20e-36 3.06e-37 6.07e-38 
4670.75 4.08e-06 9.99e-01 7.03e-04 5.53e-22 1.23e-36 3.12e-37 6.24e-38 
4956.05 4.17e-06 1.00e+00 4.20e-04 3.23e-23 1.24e-36 3.13e-37 6.29e-38 
5258.79 4.26e-06 9.97e-01 2.56e-03 2.19e-21 1.22e-36 3.09e-37 6.25e-38 
5580.02 5.02e-06 1.00e+00 2.84e-04 5.00e-24 1.19e-36 3.01e-37 6.12e-38 
5920.87 5.67e-06 1.00e+00 6.28e-05 5.10e-26 1.21e-36 3.05e-37 6.26e-38 
6282.54 6.82e-06 1.00e+00 2.97e-05 3.89e-27 1.29e-36 3.23e-37 6.69e-38 
6666.30 8.81e-06 1.00e+00 1.21e-05 2.62e-28 1.37e-36 3.43e-37 7.16e-38 
7073.50 1.22e-05 1.00e+00 3.57e-06 1.58e-29 1.49e-36 3.73e-37 7.88e-38 
7505.58 1.90e-05 1.00e+00 1.34e-04 1.88e-26 1.75e-36 4.35e-37 9.30e-38 
7964.05 3.27e-05 1.00e+00 8.32e-07 2.23e-29 2.09e-36 5.17e-37 1.12e-37 
8450.53 7.89e-05 1.00e+00 5.12e-05 2.16e-26 2.47e-36 6.11e-37 1.35e-37 
8966.72 1.72e-04 1.00e+00 4.30e-08 9.26e-29 3.16e-36 7.81e-37 1.72e-37 
9514.44 3.06e-04 1.00e+00 2.13e-09 3.86e-29 4.36e-36 1.08e-36 2.37e-37 
10095.62 4.23e-04 1.00e+00 3.33e-09 2.55e-28 6.34e-36 1.57e-36 3.45e-37 
10712.30 7.81e-04 9.99e-01 5.53e-10 6.61e-30 1.01e-35 2.50e-36 5.51e-37 
11366.65 9.03e-04 9.99e-01 8.78e-09 2.89e-27 1.79e-35 4.43e-36 9.75e-37 
12061.10 9.86e-04 9.99e-01 4.13e-10 2.93e-28 3.33e-35 8.24e-36 1.81e-36 
12793.43 8.35e-04 9.99e-01 4.61e-10 3.92e-28 5.59e-35 1.38e-35 3.04e-36 
13528.61 1.01e-03 9.99e-01 4.95e-10 9.97e-28 8.58e-35 2.12e-35 4.67e-36 
14194.74 1.21e-03 9.99e-01 5.94e-10 1.62e-27 1.33e-34 3.27e-35 7.21e-36 
14757.77 1.07e-03 9.99e-01 1.40e-09 1.91e-28 2.06e-34 5.09e-35 1.12e-35 
15240.48 1.08e-03 9.99e-01 7.82e-10 4.09e-27 2.79e-34 6.88e-35 1.52e-35 
15646.99 6.89e-04 9.99e-01 5.53e-10 1.49e-28 3.52e-34 8.69e-35 1.91e-35 
15960.30 8.40e-04 9.99e-01 4.42e-10 3.74e-27 4.30e-34 1.06e-34 2.34e-35 
16187.41 9.26e-04 9.99e-01 5.80e-10 4.20e-28 7.09e-34 1.75e-34 3.86e-35 
16354.17 1.29e-03 9.99e-01 6.10e-10 1.52e-26 1.24e-33 3.05e-34 6.72e-35 
16484.18 6.31e-04 9.99e-01 3.13e-08 1.41e-24 2.06e-33 5.09e-34 1.12e-34 
16593.12 2.62e-04 1.00e+00 1.05e-09 7.63e-26 3.04e-33 7.51e-34 1.65e-34 
16691.99 6.17e-04 9.99e-01 6.92e-10 6.71e-26 4.01e-33 9.90e-34 2.18e-34 
16788.59 2.82e-04 1.00e+00 9.36e-10 1.27e-25 5.04e-33 1.25e-33 2.74e-34 
16888.37 5.53e-04 9.99e-01 7.54e-09 1.01e-24 6.34e-33 1.57e-33 3.45e-34 
16998.79 3.78e-04 1.00e+00 9.95e-10 2.06e-28 8.22e-33 2.03e-33 4.47e-34 
17146.37 3.29e-04 1.00e+00 1.40e-09 1.98e-28 1.12e-32 2.76e-33 6.07e-34 
17415.23 2.52e-04 1.00e+00 1.90e-07 7.05e-23 1.73e-32 4.28e-33 9.43e-34 
17888.12 2.27e-05 1.00e+00 3.96e-06 2.80e-23 3.60e-32 8.91e-33 1.96e-33 
18532.37 2.35e-05 1.00e+00 1.12e-06 2.49e-24 6.66e-32 1.65e-32 3.62e-33 
19260.76 2.50e-05 1.00e+00 1.85e-06 3.37e-22 1.06e-31 2.62e-32 5.77e-33 
20034.10 1.09e-04 1.00e+00 3.69e-09 1.84e-30 1.50e-31 3.70e-32 8.15e-33 
20838.00 2.22e-05 1.00e+00 6.31e-08 2.21e-22 1.79e-31 4.42e-32 9.73e-33 
21647.97 3.06e-05 1.00e+00 6.89e-08 2.87e-29 1.84e-31 4.54e-32 9.99e-33 
22447.94 2.01e-05 1.00e+00 3.20e-08 5.02e-24 2.14e-31 5.28e-32 1.16e-32 
23245.88 1.88e-06 1.00e+00 1.35e-07 9.07e-23 2.68e-31 6.62e-32 1.46e-32 
24052.47 5.99e-06 1.00e+00 7.54e-08 3.03e-23 3.31e-31 8.17e-32 1.80e-32 
24867.72 1.68e-05 1.00e+00 1.28e-08 6.68e-24 3.87e-31 9.57e-32 2.11e-32 
25698.86 4.56e-06 1.00e+00 2.41e-07 1.54e-22 4.40e-31 1.09e-31 2.39e-32 
26587.16 2.30e-06 6.08e-01 3.92e-01 1.99e-21 5.03e-31 1.24e-31 2.74e-32 
27637.54 8.08e-07 2.41e-01 7.59e-01 1.44e-20 5.96e-31 1.47e-31 3.24e-32 
28986.97 4.92e-07 1.36e-01 8.64e-01 3.14e-20 7.56e-31 1.87e-31 4.11e-32 
#TIME: 51.31 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 3.76e-06 9.97e-01 3.29e-03 1.80e-19 1.23e-37 3.16e-38 6.05e-39 
999.11 3.75e-06 9.96e-01 3.56e-03 3.71e-19 1.23e-37 3.16e-38 6.05e-39 
1267.34 3.90e-06 9.95e-01 5.25e-03 1.56e-18 1.22e-37 3.12e-38 6.00e-39 
1514.05 4.23e-06 9.96e-01 3.67e-03 3.73e-19 1.07e-37 2.75e-38 5.28e-39 
1808.80 4.39e-06 9.98e-01 2.12e-03 7.18e-20 1.05e-37 2.70e-38 5.20e-39 
1919.29 4.23e-06 9.88e-01 1.25e-02 1.73e-17 1.07e-37 2.75e-38 5.28e-39 
2160.92 4.13e-06 9.98e-01 1.78e-03 3.32e-20 1.16e-37 2.98e-38 5.74e-39 
2292.92 3.84e-06 9.96e-01 3.87e-03 6.00e-19 1.29e-37 3.30e-38 6.35e-39 
2432.98 3.97e-06 9.99e-01 1.44e-03 1.26e-20 1.45e-37 3.71e-38 7.16e-39 
2581.60 3.57e-06 9.96e-01 4.19e-03 5.56e-19 1.62e-37 4.15e-38 8.02e-39 
2739.29 3.44e-06 9.98e-01 2.05e-03 2.69e-20 1.81e-37 4.62e-38 8.94e-39 
2906.62 3.42e-06 9.97e-01 3.24e-03 2.77e-19 2.06e-37 5.26e-38 1.02e-38 
3084.17 3.43e-06 9.97e-01 2.60e-03 2.53e-20 2.47e-37 6.30e-38 1.22e-38 
3272.56 3.20e-06 9.98e-01 2.23e-03 1.44e-20 3.08e-37 7.86e-38 1.53e-38 
3472.46 3.06e-06 9.99e-01 1.20e-03 2.49e-21 3.94e-37 1.01e-37 1.97e-38 
3684.57 2.89e-06 9.99e-01 1.10e-03 1.49e-21 5.28e-37 1.35e-37 2.65e-38 
3909.64 3.14e-06 9.99e-01 5.32e-04 2.52e-22 7.81e-37 1.99e-37 3.93e-38 
4148.46 3.45e-06 1.00e+00 4.59e-04 6.62e-23 1.08e-36 2.75e-37 5.48e-38 
4401.86 4.00e-06 9.99e-01 1.23e-03 8.19e-22 1.25e-36 3.16e-37 6.34e-38 
4670.75 4.88e-06 1.00e+00 2.24e-04 4.51e-24 1.28e-36 3.23e-37 6.51e-38 
4956.05 5.00e-06 9.97e-01 2.81e-03 1.96e-21 1.28e-36 3.24e-37 6.56e-38 
5258.79 5.13e-06 1.00e+00 1.64e-04 6.18e-25 1.27e-36 3.20e-37 6.52e-38 
5580.02 5.75e-06 9.99e-01 9.68e-04 5.31e-23 1.23e-36 3.11e-37 6.38e-38 
5920.87 6.46e-06 1.00e+00 2.11e-05 2.34e-27 1.26e-36 3.15e-37 6.53e-38 
6282.54 7.88e-06 1.00e+00 4.85e-05 3.93e-27 1.33e-36 3.34e-37 6.97e-38 
6666.30 1.03e-05 1.00e+00 4.51e-06 2.19e-29 1.42e-36 3.54e-37 7.46e-38 
7073.50 1.53e-05 1.00e+00 7.62e-06 6.52e-29 1.55e-36 3.85e-37 8.21e-38 
7505.58 2.18e-05 1.00e+00 1.73e-05 3.88e-29 1.81e-36 4.49e-37 9.69e-38 
7964.05 4.32e-05 1.00e+00 2.86e-05 1.14e-27 2.16e-36 5.33e-37 1.17e-37 
8450.53 8.70e-05 1.00e+00 1.95e-08 1.21e-32 2.58e-36 6.37e-37 1.40e-37 
8966.72 1.57e-04 1.00e+00 6.05e-08 5.11e-29 3.29e-36 8.14e-37 1.79e-37 
9514.44 3.45e-04 1.00e+00 1.13e-06 2.41e-26 4.55e-36 1.12e-36 2.47e-37 
10095.62 5.33e-04 9.99e-01 8.19e-10 1.59e-29 6.62e-36 1.63e-36 3.60e-37 
10712.30 7.58e-04 9.99e-01 3.32e-09 5.25e-28 1.06e-35 2.62e-36 5.76e-37 
11366.65 8.61e-04 9.99e-01 1.15e-09 2.17e-29 1.88e-35 4.65e-36 1.02e-36 
12061.10 9.37e-04 9.99e-01 4.61e-10 3.85e-28 3.51e-35 8.66e-36 1.91e-36 
12793.43 7.82e-04 9.99e-01 4.80e-10 6.23e-28 5.90e-35 1.46e-35 3.21e-36 
13528.61 1.31e-03 9.99e-01 3.04e-09 5.48e-27 9.08e-35 2.24e-35 4.94e-36 
14194.74 9.24e-04 9.99e-01 4.89e-10 1.50e-27 1.40e-34 3.47e-35 7.64e-36 
14757.77 8.11e-04 9.99e-01 5.72e-10 1.38e-27 2.19e-34 5.40e-35 1.19e-35 
15240.48 7.46e-04 9.99e-01 4.44e-07 1.95e-24 2.96e-34 7.31e-35 1.61e-35 
15646.99 8.27e-04 9.99e-01 5.58e-10 5.20e-27 3.73e-34 9.23e-35 2.03e-35 
15960.30 1.33e-03 9.99e-01 5.54e-10 5.00e-27 4.57e-34 1.13e-34 2.48e-35 
16187.41 9.95e-04 9.99e-01 4.05e-10 5.60e-27 7.53e-34 1.86e-34 4.10e-35 
16354.17 7.67e-04 9.99e-01 5.80e-10 1.37e-26 1.31e-33 3.24e-34 7.14e-35 
16484.18 7.98e-04 9.99e-01 6.18e-10 5.51e-28 2.19e-33 5.41e-34 1.19e-34 
16593.12 6.29e-04 9.99e-01 6.54e-10 3.16e-26 3.23e-33 7.99e-34 1.76e-34 
16691.99 4.58e-04 1.00e+00 2.86e-07 2.71e-23 4.26e-33 1.05e-33 2.32e-34 
16788.59 3.43e-04 1.00e+00 1.05e-09 1.21e-25 5.36e-33 1.32e-33 2.91e-34 
16888.37 3.14e-04 1.00e+00 1.35e-07 2.34e-24 6.73e-33 1.66e-33 3.66e-34 
16998.79 3.53e-04 1.00e+00 1.06e-09 2.34e-25 8.74e-33 2.16e-33 4.75e-34 
17146.37 4.05e-05 1.00e+00 7.09e-09 1.58e-24 1.19e-32 2.93e-33 6.45e-34 
17415.23 1.67e-04 1.00e+00 1.45e-07 4.21e-25 1.84e-32 4.56e-33 1.00e-33 
17888.12 3.98e-05 1.00e+00 1.50e-08 6.24e-27 3.83e-32 9.47e-33 2.08e-33 
18532.37 1.63e-05 1.00e+00 4.84e-06 1.53e-23 7.08e-32 1.75e-32 3.85e-33 
19260.76 2.01e-05 1.00e+00 1.94e-06 7.43e-24 1.13e-31 2.79e-32 6.14e-33 
20034.10 4.80e-05 1.00e+00 9.86e-09 3.80e-23 1.59e-31 3.94e-32 8.67e-33 
20838.00 1.34e-05 1.00e+00 4.87e-08 1.59e-23 1.90e-31 4.70e-32 1.03e-32 
21647.97 4.95e-06 1.00e+00 1.76e-07 6.05e-23 1.95e-31 4.83e-32 1.06e-32 
22447.94 3.25e-05 9.92e-01 7.51e-03 1.89e-18 2.27e-31 5.61e-32 1.23e-32 
23245.88 7.70e-06 1.00e+00 2.59e-08 1.13e-23 2.85e-31 7.04e-32 1.55e-32 
24052.47 1.77e-05 1.00e+00 8.31e-08 9.88e-23 3.52e-31 8.69e-32 1.91e-32 
24867.72 3.04e-05 6.41e-01 3.59e-01 6.94e-16 4.12e-31 1.02e-31 2.24e-32 
25698.86 1.02e-05 8.66e-01 1.34e-01 1.76e-17 4.68e-31 1.16e-31 2.54e-32 
26587.16 1.58e-05 1.00e+00 4.78e-08 2.72e-29 5.35e-31 1.32e-31 2.91e-32 
27637.54 1.24e-06 1.00e+00 6.90e-05 1.76e-26 6.34e-31 1.57e-31 3.45e-32 
28986.97 3.60e-08 8.17e-03 9.92e-01 2.63e-18 8.04e-31 1.99e-31 4.37e-32 
#TIME: 52.37 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 6.27e-06 9.99e-01 9.46e-04 4.18e-21 1.29e-37 3.31e-38 6.43e-39 
999.11 6.04e-06 9.99e-01 9.42e-04 4.58e-21 1.30e-37 3.32e-38 6.43e-39 
1267.34 6.85e-06 9.99e-01 7.04e-04 2.30e-21 1.28e-37 3.28e-38 6.37e-39 
1514.05 6.47e-06 9.99e-01 1.11e-03 2.24e-20 1.13e-37 2.89e-38 5.62e-39 
1808.80 6.18e-06 9.99e-01 9.41e-04 3.19e-21 1.11e-37 2.84e-38 5.52e-39 
1919.29 5.71e-06 9.99e-01 1.11e-03 2.15e-20 1.13e-37 2.88e-38 5.61e-39 
2160.92 5.56e-06 9.99e-01 9.31e-04 3.21e-21 1.23e-37 3.13e-38 6.09e-39 
2292.92 5.03e-06 9.99e-01 1.11e-03 1.05e-20 1.36e-37 3.47e-38 6.74e-39 
2432.98 4.87e-06 9.99e-01 6.75e-04 1.16e-21 1.53e-37 3.90e-38 7.59e-39 
2581.60 4.30e-06 9.95e-01 5.33e-03 4.54e-19 1.71e-37 4.36e-38 8.49e-39 
2739.29 4.19e-06 9.98e-01 2.26e-03 6.50e-20 1.90e-37 4.85e-38 9.45e-39 
2906.62 3.84e-06 9.99e-01 1.42e-03 1.53e-20 2.16e-37 5.51e-38 1.08e-38 
3084.17 3.82e-06 9.99e-01 6.14e-04 5.50e-22 2.58e-37 6.58e-38 1.29e-38 
3272.56 3.56e-06 9.95e-01 5.33e-03 1.59e-19 3.22e-37 8.20e-38 1.61e-38 
3472.46 3.66e-06 9.99e-01 1.40e-03 1.56e-21 4.11e-37 1.05e-37 2.06e-38 
3684.57 3.47e-06 9.99e-01 1.24e-03 7.48e-22 5.50e-37 1.40e-37 2.77e-38 
3909.64 3.79e-06 1.00e+00 2.34e-04 1.11e-23 8.12e-37 2.06e-37 4.11e-38 
4148.46 4.01e-06 1.00e+00 4.52e-04 2.33e-23 1.13e-36 2.85e-37 5.73e-38 
4401.86 4.87e-06 9.98e-01 1.93e-03 1.37e-21 1.30e-36 3.28e-37 6.62e-38 
4670.75 5.72e-06 1.00e+00 6.01e-05 1.23e-25 1.33e-36 3.35e-37 6.80e-38 
4956.05 5.80e-06 1.00e+00 1.63e-04 4.30e-25 1.33e-36 3.35e-37 6.84e-38 
5258.79 5.38e-06 1.00e+00 3.70e-05 1.41e-26 1.31e-36 3.31e-37 6.80e-38 
5580.02 5.99e-06 1.00e+00 1.19e-04 5.38e-26 1.28e-36 3.21e-37 6.65e-38 
5920.87 7.66e-06 1.00e+00 4.49e-05 2.39e-27 1.30e-36 3.26e-37 6.80e-38 
6282.54 9.54e-06 1.00e+00 6.18e-06 2.93e-29 1.38e-36 3.45e-37 7.27e-38 
6666.30 1.21e-05 1.00e+00 1.31e-05 1.07e-28 1.47e-36 3.66e-37 7.78e-38 
