#NTIMES: 4
#NVEL: 287
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] ne_t0[/cm^3] ne_t1[/cm^3] … ne_tn[/cm^3]
2.074986E+04 1.337524E+09 1.716874E+08 5.069048E+07 2.131176E+07
2.084621E+04 1.276670E+09 1.638689E+08 4.838365E+07 2.034114E+07
2.094257E+04 1.240007E+09 1.591650E+08 4.699503E+07 1.975625E+07
2.103893E+04 1.203345E+09 1.544612E+08 4.560641E+07 1.917135E+07
2.113528E+04 1.166683E+09 1.497573E+08 4.421779E+07 1.858646E+07
2.123164E+04 1.130020E+09 1.450535E+08 4.282916E+07 1.800157E+07
2.132799E+04 1.093358E+09 1.403496E+08 4.144054E+07 1.741667E+07
2.142435E+04 1.056695E+09 1.356458E+08 4.005192E+07 1.683178E+07
2.152070E+04 1.020033E+09 1.309420E+08 3.866330E+07 1.624688E+07
2.161706E+04 9.833702E+08 1.262381E+08 3.727467E+07 1.566199E+07
2.171341E+04 9.492339E+08 1.218583E+08 3.598071E+07 1.511728E+07
2.180977E+04 9.162909E+08 1.176316E+08 3.473147E+07 1.459155E+07
2.190613E+04 8.833480E+08 1.134049E+08 3.348223E+07 1.406582E+07
2.200248E+04 8.504050E+08 1.091782E+08 3.223299E+07 1.354009E+07
2.209884E+04 8.174621E+08 1.049515E+08 3.098374E+07 1.301436E+07
2.219519E+04 7.845191E+08 1.007248E+08 2.973450E+07 1.248863E+07
2.229155E+04 7.515762E+08 9.649816E+07 2.848526E+07 1.196290E+07
2.238790E+04 7.186332E+08 9.227146E+07 2.723602E+07 1.143717E+07
2.248426E+04 6.887862E+08 8.844027E+07 2.610295E+07 1.096022E+07
2.258062E+04 6.640591E+08 8.526311E+07 2.516199E+07 1.056394E+07
2.267697E+04 6.393319E+08 8.208595E+07 2.422104E+07 1.016766E+07
2.277333E+04 6.146048E+08 7.890879E+07 2.328008E+07 9.771381E+06
2.286968E+04 5.898776E+08 7.573163E+07 2.233912E+07 9.375101E+06
2.296604E+04 5.651505E+08 7.255447E+07 2.139817E+07 8.978820E+06
2.306239E+04 5.404234E+08 6.937730E+07 2.045721E+07 8.582539E+06
2.315875E+04 5.156962E+08 6.620014E+07 1.951625E+07 8.186259E+06
2.325511E+04 4.918255E+08 6.313252E+07 1.860750E+07 7.803548E+06
2.335146E+04 4.760629E+08 6.110194E+07 1.800363E+07 7.549313E+06
2.344782E+04 4.603002E+08 5.907136E+07 1.739975E+07 7.295078E+06
2.354417E+04 4.445376E+08 5.704078E+07 1.679588E+07 7.040843E+06
2.364053E+04 4.287750E+08 5.501020E+07 1.619201E+07 6.786609E+06
2.373688E+04 4.130124E+08 5.297962E+07 1.558814E+07 6.532374E+06
2.383324E+04 3.972498E+08 5.094904E+07 1.498426E+07 6.278139E+06
2.392959E+04 3.814871E+08 4.891846E+07 1.438039E+07 6.023904E+06
2.402595E+04 3.657245E+08 4.688788E+07 1.377652E+07 5.769669E+06
2.412231E+04 3.540939E+08 4.538514E+07 1.332849E+07 5.580840E+06
2.421866E+04 3.440349E+08 4.408315E+07 1.293974E+07 5.416886E+06
2.431502E+04 3.339759E+08 4.278117E+07 1.255098E+07 5.252933E+06
2.441137E+04 3.239168E+08 4.147918E+07 1.216223E+07 5.088980E+06
2.450773E+04 3.138578E+08 4.017720E+07 1.177348E+07 4.925026E+06
2.460408E+04 3.037988E+08 3.887521E+07 1.138472E+07 4.761073E+06
2.470044E+04 2.937397E+08 3.757323E+07 1.099597E+07 4.597119E+06
2.479680E+04 2.836807E+08 3.627124E+07 1.060722E+07 4.433166E+06
2.489315E+04 2.743408E+08 3.506218E+07 1.024654E+07 4.281144E+06
2.498951E+04 2.670095E+08 3.411266E+07 9.964295E+06 4.162451E+06
2.508586E+04 2.596783E+08 3.316314E+07 9.682048E+06 4.043758E+06
2.518222E+04 2.523470E+08 3.221362E+07 9.399802E+06 3.925064E+06
2.527857E+04 2.450158E+08 3.126410E+07 9.117555E+06 3.806371E+06
2.537493E+04 2.376845E+08 3.031458E+07 8.835308E+06 3.687678E+06
2.547129E+04 2.303533E+08 2.936506E+07 8.553062E+06 3.568985E+06
2.556764E+04 2.230221E+08 2.841554E+07 8.270815E+06 3.450291E+06
2.566400E+04 2.156908E+08 2.746602E+07 7.988568E+06 3.331598E+06
2.576035E+04 2.093106E+08 2.664261E+07 7.745317E+06 3.229783E+06
2.585671E+04 2.034700E+08 2.589075E+07 7.524190E+06 3.137542E+06
2.595306E+04 1.976294E+08 2.513889E+07 7.303063E+06 3.045302E+06
2.604942E+04 1.917888E+08 2.438703E+07 7.081935E+06 2.953062E+06
2.614577E+04 1.859482E+08 2.363516E+07 6.860808E+06 2.860822E+06
2.624213E+04 1.801076E+08 2.288330E+07 6.639680E+06 2.768581E+06
2.633849E+04 1.742670E+08 2.213144E+07 6.418553E+06 2.676341E+06
2.643484E+04 1.684264E+08 2.137958E+07 6.197425E+06 2.584101E+06
2.653120E+04 1.625858E+08 2.062772E+07 5.976298E+06 2.491861E+06
2.662755E+04 1.574238E+08 1.996550E+07 5.782470E+06 2.411026E+06
2.672391E+04 1.532016E+08 1.942741E+07 5.626446E+06 2.345985E+06
2.682026E+04 1.489795E+08 1.888932E+07 5.470422E+06 2.280944E+06
2.691662E+04 1.447573E+08 1.835124E+07 5.314399E+06 2.215903E+06
2.701298E+04 1.405351E+08 1.781315E+07 5.158375E+06 2.150862E+06
2.710933E+04 1.363130E+08 1.727506E+07 5.002351E+06 2.085822E+06
2.720569E+04 1.320908E+08 1.673698E+07 4.846328E+06 2.020781E+06
2.730204E+04 1.278686E+08 1.619889E+07 4.690304E+06 1.955740E+06
2.739840E+04 1.236464E+08 1.566080E+07 4.534280E+06 1.890699E+06
2.749475E+04 1.194243E+08 1.512272E+07 4.378257E+06 1.825658E+06
2.759111E+04 1.152021E+08 1.458463E+07 4.222233E+06 1.760618E+06
2.768747E+04 1.118244E+08 1.415469E+07 4.098095E+06 1.708966E+06
2.778382E+04 1.092315E+08 1.382524E+07 4.003592E+06 1.669759E+06
2.788018E+04 1.066387E+08 1.349580E+07 3.909090E+06 1.630551E+06
2.797653E+04 1.040458E+08 1.316636E+07 3.814587E+06 1.591344E+06
2.807289E+04 1.014529E+08 1.283692E+07 3.720084E+06 1.552136E+06
2.816924E+04 9.886009E+07 1.250748E+07 3.625581E+06 1.512929E+06
2.826560E+04 9.626723E+07 1.217804E+07 3.531078E+06 1.473721E+06
2.836196E+04 9.367437E+07 1.184860E+07 3.436576E+06 1.434514E+06
2.845831E+04 9.108151E+07 1.151915E+07 3.342073E+06 1.395307E+06
2.855467E+04 8.848865E+07 1.118971E+07 3.247570E+06 1.356099E+06
2.865102E+04 8.589579E+07 1.086027E+07 3.153067E+06 1.316892E+06
2.874738E+04 8.330293E+07 1.053083E+07 3.058564E+06 1.277684E+06
2.884373E+04 8.071007E+07 1.020139E+07 2.964062E+06 1.238477E+06
2.894009E+04 7.811721E+07 9.871948E+06 2.869559E+06 1.199269E+06
2.903644E+04 7.596459E+07 9.598372E+06 2.791049E+06 1.166667E+06
2.913280E+04 7.422921E+07 9.377744E+06 2.727696E+06 1.140324E+06
2.922916E+04 7.249384E+07 9.157116E+06 2.664343E+06 1.113982E+06
2.932551E+04 7.075847E+07 8.936488E+06 2.600991E+06 1.087639E+06
2.942187E+04 6.902310E+07 8.715859E+06 2.537638E+06 1.061296E+06
2.951822E+04 6.728773E+07 8.495231E+06 2.474285E+06 1.034954E+06
2.961458E+04 6.555236E+07 8.274603E+06 2.410933E+06 1.008611E+06
2.971093E+04 6.381698E+07 8.053974E+06 2.347580E+06 9.822685E+05
2.980729E+04 6.208161E+07 7.833346E+06 2.284227E+06 9.559259E+05
2.990365E+04 6.034624E+07 7.612718E+06 2.220875E+06 9.295832E+05
3.000000E+04 5.861087E+07 7.392090E+06 2.157522E+06 9.032406E+05
3.009636E+04 5.687550E+07 7.171461E+06 2.094169E+06 8.768980E+05
3.019271E+04 5.514013E+07 6.950833E+06 2.030817E+06 8.505554E+05
3.028907E+04 5.340475E+07 6.730205E+06 1.967464E+06 8.242128E+05
3.038542E+04 5.166938E+07 6.509577E+06 1.904111E+06 7.978702E+05
3.048178E+04 4.993401E+07 6.288948E+06 1.840759E+06 7.715275E+05
3.057814E+04 4.819864E+07 6.068320E+06 1.777406E+06 7.451849E+05
3.067449E+04 4.660211E+07 5.865525E+06 1.719046E+06 7.208984E+05
3.077085E+04 4.546624E+07 5.721898E+06 1.677250E+06 7.034338E+05
3.086720E+04 4.433038E+07 5.578270E+06 1.635454E+06 6.859691E+05
3.096356E+04 4.319451E+07 5.434643E+06 1.593658E+06 6.685044E+05
3.105991E+04 4.205865E+07 5.291015E+06 1.551862E+06 6.510398E+05
3.115627E+04 4.092278E+07 5.147388E+06 1.510066E+06 6.335751E+05
3.125262E+04 3.978691E+07 5.003761E+06 1.468270E+06 6.161105E+05
3.134898E+04 3.865105E+07 4.860133E+06 1.426474E+06 5.986458E+05
3.144534E+04 3.751518E+07 4.716506E+06 1.384678E+06 5.811811E+05
3.154169E+04 3.637932E+07 4.572878E+06 1.342882E+06 5.637165E+05
3.163805E+04 3.524345E+07 4.429251E+06 1.301086E+06 5.462518E+05
3.173440E+04 3.410758E+07 4.285623E+06 1.259289E+06 5.287872E+05
3.183076E+04 3.297172E+07 4.141996E+06 1.217493E+06 5.113225E+05
3.192711E+04 3.183585E+07 3.998369E+06 1.175697E+06 4.938579E+05
3.202347E+04 3.069999E+07 3.854741E+06 1.133901E+06 4.763932E+05
3.211983E+04 2.956412E+07 3.711114E+06 1.092105E+06 4.589285E+05
3.221618E+04 2.842825E+07 3.567486E+06 1.050309E+06 4.414639E+05
3.231254E+04 2.729239E+07 3.423859E+06 1.008513E+06 4.239992E+05
3.240889E+04 2.615652E+07 3.280231E+06 9.667173E+05 4.065346E+05
3.250525E+04 2.502066E+07 3.136604E+06 9.249213E+05 3.890699E+05
3.260160E+04 2.430274E+07 3.046349E+06 8.984312E+05 3.779558E+05
3.269796E+04 2.363486E+07 2.962484E+06 8.737734E+05 3.676020E+05
3.279432E+04 2.296698E+07 2.878618E+06 8.491157E+05 3.572481E+05
3.289067E+04 2.229909E+07 2.794753E+06 8.244579E+05 3.468943E+05
3.298703E+04 2.163121E+07 2.710887E+06 7.998001E+05 3.365404E+05
3.308338E+04 2.096333E+07 2.627022E+06 7.751424E+05 3.261866E+05
3.317974E+04 2.029545E+07 2.543156E+06 7.504846E+05 3.158327E+05
3.327609E+04 1.962756E+07 2.459290E+06 7.258268E+05 3.054789E+05
3.337245E+04 1.895968E+07 2.375425E+06 7.011690E+05 2.951250E+05
3.346880E+04 1.829180E+07 2.291559E+06 6.765113E+05 2.847712E+05
3.356516E+04 1.762392E+07 2.207694E+06 6.518535E+05 2.744173E+05
3.366152E+04 1.695603E+07 2.123828E+06 6.271957E+05 2.640635E+05
3.375787E+04 1.628815E+07 2.039963E+06 6.025380E+05 2.537096E+05
3.385423E+04 1.562027E+07 1.956097E+06 5.778802E+05 2.433558E+05
3.395058E+04 1.495239E+07 1.872232E+06 5.532224E+05 2.330020E+05
3.404694E+04 1.428450E+07 1.788366E+06 5.285646E+05 2.226481E+05
3.414329E+04 1.361662E+07 1.704501E+06 5.039069E+05 2.122943E+05
3.423965E+04 1.294874E+07 1.620635E+06 4.792491E+05 2.019404E+05
