#NTIMES: 257
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2]
5.762e+09 3.207532e-05 1e-99 6.813703e-02 1e-99 1e-99
5.899e+09 3.220432e-05 1e-99 7.854138e-02 1e-99 1e-99
6.034e+09 3.231670e-05 1e-99 8.746323e-02 1e-99 1e-99
6.168e+09 3.242314e-05 1e-99 9.461252e-02 1e-99 1e-99
6.297e+09 3.253467e-05 1e-99 1.001119e-01 1e-99 1e-99
6.422e+09 3.265767e-05 1e-99 1.042288e-01 1e-99 1e-99
6.539e+09 3.279411e-05 1e-99 1.072263e-01 1e-99 1e-99
6.646e+09 3.294108e-05 1e-99 1.093274e-01 1e-99 1e-99
6.742e+09 3.309618e-05 1e-99 1.107916e-01 1e-99 1e-99
6.826e+09 3.324911e-05 1e-99 1.117542e-01 1e-99 1e-99
6.896e+09 3.339751e-05 1e-99 1.124277e-01 1e-99 1e-99
6.948e+09 3.352489e-05 1e-99 1.128048e-01 1e-99 1e-99
6.976e+09 3.357628e-05 1e-99 1.128916e-01 1e-99 1e-99
6.989e+09 3.360267e-05 1e-99 1.129298e-01 1e-99 1e-99
6.995e+09 3.361081e-05 1e-99 1.128762e-01 1e-99 1e-99
6.998e+09 3.361318e-05 1e-99 1.128254e-01 1e-99 1e-99
7.000e+09 3.361065e-05 1e-99 1.127511e-01 1e-99 1e-99
#TIME: 1.180960
#NVEL: 114
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2]
4.401e+07 6.368988e-01 1e-99 5.477607e-01 1e-99 1e-99
8.862e+07 6.981534e-01 1e-99 6.206270e-01 1e-99 1e-99
9.061e+07 6.909121e-01 1e-99 6.114901e-01 1e-99 1e-99
9.444e+07 6.757377e-01 1e-99 5.928187e-01 1e-99 1e-99
9.991e+07 6.545931e-01 1e-99 5.678208e-01 1e-99 1e-99
1.061e+08 6.531178e-01 1e-99 5.661230e-01 1e-99 1e-99
1.126e+08 6.513020e-01 1e-99 5.640749e-01 1e-99 1e-99
1.194e+08 6.403572e-01 1e-99 5.518382e-01 1e-99 1e-99
1.267e+08 6.083444e-01 1e-99 5.173996e-01 1e-99 1e-99
1.345e+08 5.521613e-01 1e-99 4.616777e-01 1e-99 1e-99
1.427e+08 4.820025e-01 1e-99 3.990543e-01 1e-99 1e-99
1.514e+08 4.470645e-01 1e-99 3.705257e-01 1e-99 1e-99
1.607e+08 4.184515e-01 1e-99 3.490582e-01 1e-99 1e-99
1.705e+08 3.795069e-01 1e-99 3.204325e-01 1e-99 1e-99
1.809e+08 3.516913e-01 1e-99 3.001931e-01 1e-99 1e-99
1.919e+08 3.282608e-01 1e-99 2.833920e-01 1e-99 1e-99
2.037e+08 3.067049e-01 1e-99 2.675482e-01 1e-99 1e-99
2.161e+08 2.928501e-01 1e-99 2.576744e-01 1e-99 1e-99
2.293e+08 2.885226e-01 1e-99 2.561307e-01 1e-99 1e-99
2.433e+08 2.884447e-01 1e-99 2.579195e-01 1e-99 1e-99
2.582e+08 2.908086e-01 1e-99 2.611963e-01 1e-99 1e-99
2.739e+08 2.943193e-01 1e-99 2.651484e-01 1e-99 1e-99
2.907e+08 3.042307e-01 1e-99 2.752094e-01 1e-99 1e-99
3.084e+08 3.284686e-01 1e-99 2.993548e-01 1e-99 1e-99
3.273e+08 3.686096e-01 1e-99 3.391057e-01 1e-99 1e-99
3.472e+08 4.234516e-01 1e-99 3.931710e-01 1e-99 1e-99
3.685e+08 5.075421e-01 1e-99 4.758000e-01 1e-99 1e-99
3.910e+08 6.410841e-01 1e-99 6.085368e-01 1e-99 1e-99
4.148e+08 7.450809e-01 1e-99 7.129976e-01 1e-99 1e-99
4.402e+08 7.563120e-01 1e-99 7.248693e-01 1e-99 1e-99
4.671e+08 7.630227e-01 1e-99 7.341475e-01 1e-99 1e-99
4.956e+08 8.236225e-01 1e-99 8.003179e-01 1e-99 1e-99
5.259e+08 8.959308e-01 1e-99 8.783454e-01 1e-99 1e-99
5.580e+08 9.429004e-01 1e-99 9.284773e-01 1e-99 1e-99
5.921e+08 1.004871e+00 1e-99 9.930981e-01 1e-99 1e-99
6.282e+08 1.090626e+00 1e-99 1.081572e+00 1e-99 1e-99
6.666e+08 1.171082e+00 1e-99 1.163404e+00 1e-99 1e-99
7.074e+08 1.276623e+00 1e-99 1.270237e+00 1e-99 1e-99
7.506e+08 1.467162e+00 1e-99 1.465006e+00 1e-99 1e-99
7.964e+08 1.692795e+00 1e-99 1.695391e+00 1e-99 1e-99
8.451e+08 1.910798e+00 1e-99 1.914913e+00 1e-99 1e-99
8.967e+08 2.228275e+00 1e-99 2.233490e+00 1e-99 1e-99
9.514e+08 2.686906e+00 1e-99 2.682216e+00 1e-99 1e-99
1.010e+09 3.158613e+00 1e-99 3.087475e+00 1e-99 1e-99
1.071e+09 3.457358e+00 1e-99 3.252427e+00 1e-99 1e-99
1.137e+09 2.941429e+00 1e-99 2.576724e+00 1e-99 1e-99
1.206e+09 1.611684e+00 1e-99 1.390982e+00 1e-99 1e-99
1.279e+09 9.409208e-01 1e-99 8.264079e-01 1e-99 1e-99
1.353e+09 4.457051e-01 1e-99 4.327947e-01 1e-99 1e-99
1.419e+09 2.244771e-01 1e-99 2.269851e-01 1e-99 1e-99
1.476e+09 1.823950e-01 1e-99 2.179845e-01 1e-99 1e-99
1.524e+09 1.668513e-01 1e-99 2.227883e-01 1e-99 1e-99
1.565e+09 1.097245e-01 1e-99 1.424556e-01 1e-99 1e-99
1.596e+09 9.254927e-02 1e-99 1.276374e-01 1e-99 1e-99
1.619e+09 8.918126e-02 1e-99 1.531143e-01 1e-99 1e-99
1.635e+09 9.010807e-02 1e-99 1.854205e-01 1e-99 1e-99
1.648e+09 8.588544e-02 1e-99 2.031856e-01 1e-99 1e-99
1.659e+09 7.293809e-02 1e-99 1.924228e-01 1e-99 1e-99
1.669e+09 5.855503e-02 1e-99 1.629955e-01 1e-99 1e-99
1.679e+09 4.115502e-02 1e-99 1.139919e-01 1e-99 1e-99
1.689e+09 2.856529e-02 1e-99 7.657663e-02 1e-99 1e-99
1.700e+09 2.080509e-02 1e-99 5.452375e-02 1e-99 1e-99
1.715e+09 1.525781e-02 1e-99 3.867562e-02 1e-99 1e-99
1.742e+09 1.246411e-02 1e-99 3.062693e-02 1e-99 1e-99
1.789e+09 1.012048e-02 1e-99 2.605817e-02 1e-99 1e-99
1.853e+09 8.696124e-03 1e-99 2.351815e-02 1e-99 1e-99
1.926e+09 7.646429e-03 1e-99 2.246886e-02 1e-99 1e-99
2.003e+09 6.412606e-03 1e-99 2.370453e-02 1e-99 1e-99
2.084e+09 5.684119e-03 1e-99 2.415621e-02 1e-99 1e-99
2.165e+09 4.335121e-03 1e-99 2.389887e-02 1e-99 1e-99
2.245e+09 5.632299e-03 1e-99 2.615556e-02 1e-99 1e-99
2.325e+09 2.702269e-03 1e-99 2.399950e-02 1e-99 1e-99
2.405e+09 3.536826e-03 1e-99 2.877150e-02 1e-99 1e-99
2.487e+09 4.072583e-03 1e-99 3.141963e-02 1e-99 1e-99
2.570e+09 3.395147e-03 1e-99 3.164094e-02 1e-99 1e-99
2.659e+09 2.201366e-03 1e-99 2.927534e-02 1e-99 1e-99
2.764e+09 1.819254e-05 1e-99 9.514173e-03 1e-99 1e-99
2.899e+09 6.002966e-05 1e-99 9.529920e-03 1e-99 1e-99
3.065e+09 8.016838e-06 1e-99 5.016430e-03 1e-99 1e-99
3.252e+09 4.826073e-07 1e-99 1.873133e-03 1e-99 1e-99
3.446e+09 1e-99 1e-99 5.304817e-04 1e-99 1e-99
3.637e+09 1e-99 1e-99 3.017863e-04 1e-99 1e-99
3.815e+09 1e-99 1e-99 5.735253e-04 1e-99 1e-99
3.975e+09 7.180362e-07 1e-99 1.787425e-03 1e-99 1e-99
4.117e+09 1e-99 1e-99 1.871823e-04 1e-99 1e-99
4.247e+09 1e-99 1e-99 6.079397e-05 1e-99 1e-99
4.369e+09 1e-99 1e-99 9.193402e-05 1e-99 1e-99
4.488e+09 1.029965e-06 1e-99 2.460053e-03 1e-99 1e-99
4.608e+09 1e-99 1e-99 2.831314e-04 1e-99 1e-99
4.729e+09 1e-99 1e-99 1.663378e-05 1e-99 1e-99
4.852e+09 1e-99 1e-99 1.027620e-05 1e-99 1e-99
4.975e+09 1e-99 1e-99 1.170543e-05 1e-99 1e-99
5.101e+09 7.105560e-07 1e-99 1.733471e-03 1e-99 1e-99
5.229e+09 1e-99 1e-99 1.037176e-04 1e-99 1e-99
5.360e+09 1e-99 1e-99 1.282398e-05 1e-99 1e-99
5.492e+09 1e-99 1e-99 3.334630e-05 1e-99 1e-99
5.627e+09 1e-99 1e-99 9.884182e-05 1e-99 1e-99
5.762e+09 1e-99 1e-99 1.829703e-04 1e-99 1e-99
5.899e+09 1e-99 1e-99 2.655572e-04 1e-99 1e-99
6.034e+09 1e-99 1e-99 1.275703e-03 1e-99 1e-99
6.168e+09 1e-99 1e-99 1.229789e-03 1e-99 1e-99
6.297e+09 1e-99 1e-99 5.917119e-04 1e-99 1e-99
6.422e+09 1e-99 1e-99 1.007318e-03 1e-99 1e-99
6.539e+09 1e-99 1e-99 1.447122e-05 1e-99 1e-99
6.646e+09 1e-99 1e-99 8.972858e-06 1e-99 1e-99
6.742e+09 1e-99 1e-99 5.906027e-06 1e-99 1e-99
6.826e+09 1e-99 1e-99 5.907621e-06 1e-99 1e-99
6.896e+09 1e-99 1e-99 5.908793e-06 1e-99 1e-99
6.948e+09 1e-99 1e-99 5.909624e-06 1e-99 1e-99
6.976e+09 1e-99 1e-99 5.909932e-06 1e-99 1e-99
6.989e+09 1e-99 1e-99 5.910082e-06 1e-99 1e-99
6.995e+09 1e-99 1e-99 5.910156e-06 1e-99 1e-99
6.998e+09 1e-99 1e-99 5.910192e-06 1e-99 1e-99
7.000e+09 1e-99 1e-99 5.910209e-06 1e-99 1e-99
#TIME: 1.299056
#NVEL: 114
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2]
4.401e+07 6.972209e-01 1e-99 6.040298e-01 1e-99 1e-99
8.862e+07 7.103406e-01 1e-99 6.193304e-01 1e-99 1e-99
9.061e+07 7.405654e-01 1e-99 6.564830e-01 1e-99 1e-99
9.444e+07 7.140540e-01 1e-99 6.237476e-01 1e-99 1e-99
9.991e+07 7.138672e-01 1e-99 6.235245e-01 1e-99 1e-99
1.061e+08 7.304052e-01 1e-99 6.436850e-01 1e-99 1e-99
1.126e+08 7.013379e-01 1e-99 6.088303e-01 1e-99 1e-99
1.194e+08 7.011238e-01 1e-99 6.088060e-01 1e-99 1e-99
1.267e+08 6.683449e-01 1e-99 5.724967e-01 1e-99 1e-99
1.345e+08 6.060653e-01 1e-99 5.093783e-01 1e-99 1e-99
1.427e+08 5.370422e-01 1e-99 4.469464e-01 1e-99 1e-99
1.514e+08 5.154622e-01 1e-99 4.289445e-01 1e-99 1e-99
1.607e+08 4.760809e-01 1e-99 3.990479e-01 1e-99 1e-99
1.705e+08 4.439505e-01 1e-99 3.759081e-01 1e-99 1e-99
1.809e+08 4.136674e-01 1e-99 3.543090e-01 1e-99 1e-99
1.919e+08 3.891979e-01 1e-99 3.374656e-01 1e-99 1e-99
2.037e+08 3.644896e-01 1e-99 3.201243e-01 1e-99 1e-99
2.161e+08 3.499733e-01 1e-99 3.106890e-01 1e-99 1e-99
2.293e+08 3.454745e-01 1e-99 3.101825e-01 1e-99 1e-99
2.433e+08 3.470041e-01 1e-99 3.143383e-01 1e-99 1e-99
2.582e+08 3.495459e-01 1e-99 3.184054e-01 1e-99 1e-99
2.739e+08 3.537018e-01 1e-99 3.233303e-01 1e-99 1e-99
2.907e+08 3.654585e-01 1e-99 3.354340e-01 1e-99 1e-99
3.084e+08 3.949212e-01 1e-99 3.648416e-01 1e-99 1e-99
3.273e+08 4.430123e-01 1e-99 4.125917e-01 1e-99 1e-99
3.472e+08 5.105249e-01 1e-99 4.791509e-01 1e-99 1e-99
3.685e+08 6.127495e-01 1e-99 5.799020e-01 1e-99 1e-99
3.910e+08 7.774549e-01 1e-99 7.440493e-01 1e-99 1e-99
4.148e+08 9.074300e-01 1e-99 8.750758e-01 1e-99 1e-99
4.402e+08 9.221056e-01 1e-99 8.910137e-01 1e-99 1e-99
4.671e+08 9.313111e-01 1e-99 9.033190e-01 1e-99 1e-99
4.956e+08 1.006914e+00 1e-99 9.853106e-01 1e-99 1e-99
5.259e+08 1.096707e+00 1e-99 1.081592e+00 1e-99 1e-99
5.580e+08 1.154445e+00 1e-99 1.142891e+00 1e-99 1e-99
5.921e+08 1.231025e+00 1e-99 1.222546e+00 1e-99 1e-99
6.282e+08 1.337180e+00 1e-99 1.332005e+00 1e-99 1e-99
6.666e+08 1.436785e+00 1e-99 1.433388e+00 1e-99 1e-99
7.074e+08 1.566911e+00 1e-99 1.565405e+00 1e-99 1e-99
7.506e+08 1.803034e+00 1e-99 1.807164e+00 1e-99 1e-99
7.964e+08 2.083004e+00 1e-99 2.093420e+00 1e-99 1e-99
8.451e+08 2.349410e+00 1e-99 2.361649e+00 1e-99 1e-99
8.967e+08 2.726559e+00 1e-99 2.735231e+00 1e-99 1e-99
9.514e+08 3.239433e+00 1e-99 3.214560e+00 1e-99 1e-99
1.010e+09 3.681806e+00 1e-99 3.562587e+00 1e-99 1e-99
1.071e+09 3.798155e+00 1e-99 3.525959e+00 1e-99 1e-99
1.137e+09 2.808813e+00 1e-99 2.434132e+00 1e-99 1e-99
1.206e+09 1.419489e+00 1e-99 1.235009e+00 1e-99 1e-99
1.279e+09 7.944170e-01 1e-99 7.240610e-01 1e-99 1e-99
1.353e+09 3.272764e-01 1e-99 3.321766e-01 1e-99 1e-99
1.419e+09 1.941405e-01 1e-99 2.138117e-01 1e-99 1e-99
1.476e+09 1.848070e-01 1e-99 2.470654e-01 1e-99 1e-99
1.524e+09 1.428307e-01 1e-99 2.142999e-01 1e-99 1e-99
1.565e+09 9.870126e-02 1e-99 1.373314e-01 1e-99 1e-99
1.596e+09 8.826092e-02 1e-99 1.258411e-01 1e-99 1e-99
1.619e+09 8.472210e-02 1e-99 1.420782e-01 1e-99 1e-99
1.635e+09 8.419007e-02 1e-99 1.629626e-01 1e-99 1e-99
1.648e+09 8.026542e-02 1e-99 1.787368e-01 1e-99 1e-99
1.659e+09 6.965981e-02 1e-99 1.712459e-01 1e-99 1e-99
1.669e+09 5.922192e-02 1e-99 1.552748e-01 1e-99 1e-99
1.679e+09 4.465707e-02 1e-99 1.217437e-01 1e-99 1e-99
1.689e+09 3.322385e-02 1e-99 9.109830e-02 1e-99 1e-99
1.700e+09 2.406551e-02 1e-99 6.626104e-02 1e-99 1e-99
1.715e+09 1.730614e-02 1e-99 4.809746e-02 1e-99 1e-99
1.742e+09 1.233284e-02 1e-99 3.421870e-02 1e-99 1e-99
1.789e+09 9.652301e-03 1e-99 2.586296e-02 1e-99 1e-99
1.853e+09 8.133783e-03 1e-99 2.251265e-02 1e-99 1e-99
1.926e+09 6.616852e-03 1e-99 2.344627e-02 1e-99 1e-99
2.003e+09 5.896062e-03 1e-99 2.308564e-02 1e-99 1e-99
2.084e+09 4.010030e-03 1e-99 2.181130e-02 1e-99 1e-99
2.165e+09 3.386864e-03 1e-99 2.194480e-02 1e-99 1e-99
2.245e+09 7.841568e-04 1e-99 1.326524e-02 1e-99 1e-99
2.325e+09 2.118234e-03 1e-99 2.226209e-02 1e-99 1e-99
2.405e+09 9.796126e-04 1e-99 1.762477e-02 1e-99 1e-99
2.487e+09 7.489117e-04 1e-99 1.737719e-02 1e-99 1e-99
2.570e+09 2.241519e-04 1e-99 1.365586e-02 1e-99 1e-99
2.659e+09 6.477450e-05 1e-99 1.163102e-02 1e-99 1e-99
