#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] si0 si1 si2 si3 si4 si5 si6
6.4219e+04 9.9989e-01 1.1499e-04 2.6863e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.9984e-01 1.5954e-04 5.7011e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 9.9986e-01 1.4068e-04 3.0346e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.9094e-01 9.0564e-03 2.3224e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 9.9864e-01 1.3563e-03 3.1489e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 9.9998e-01 1.6296e-05 2.4568e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 3.5254e-01 6.4746e-01 9.9561e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.8874e-01 7.1126e-01 1.8979e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.1137e-01 4.8863e-01 1.8126e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 6.7806e-01 3.2194e-01 2.7085e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 7.3039e-01 2.6961e-01 1.4047e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 9.8871e-01 1.1286e-02 2.5407e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.7098e-02 9.2290e-01 2.1113e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5333
#NVEL: 115
#vel_mid[km/s] si0 si1 si2 si3 si4 si5 si6
4.4010e+02 5.2482e-31 2.7054e-22 8.4541e-14 1.4954e-06 1.0000e+00 3.2016e-06 7.6509e-17
8.8623e+02 4.4410e-24 3.4254e-17 1.8199e-10 6.0895e-05 9.9994e-01 6.0863e-07 5.1619e-18
9.0614e+02 1.4964e-24 1.3322e-17 8.9077e-11 3.9305e-05 9.9996e-01 3.3511e-06 2.2971e-16
9.4442e+02 1.3115e-24 1.1881e-17 8.1734e-11 3.7282e-05 9.9996e-01 4.1292e-06 3.6555e-16
9.9911e+02 1.2953e-24 1.1754e-17 8.1077e-11 3.7098e-05 9.9996e-01 4.2103e-06 3.8172e-16
1.0608e+03 1.2923e-24 1.1732e-17 8.0976e-11 3.7073e-05 9.9996e-01 4.2153e-06 3.8267e-16
1.1257e+03 1.2915e-24 1.1719e-17 8.0882e-11 3.7036e-05 9.9996e-01 4.2480e-06 3.8943e-16
1.1944e+03 1.2510e-24 1.1389e-17 7.9122e-11 3.6522e-05 9.9996e-01 4.5168e-06 4.4660e-16
1.2673e+03 1.1506e-24 1.0560e-17 7.4648e-11 3.5188e-05 9.9996e-01 5.3322e-06 6.4701e-16
1.3448e+03 6.9257e-25 6.7495e-18 5.3248e-11 2.8485e-05 9.9996e-01 1.2980e-05 4.7003e-15
1.4269e+03 2.2605e-25 2.5464e-18 2.5884e-11 1.8237e-05 9.9990e-01 8.2162e-05 2.8590e-13
1.5140e+03 5.9221e-26 8.1277e-19 1.1376e-11 1.1111e-05 9.9940e-01 5.8431e-04 2.2293e-11
1.6065e+03 1.9533e-26 3.2069e-19 5.9040e-12 7.5567e-06 9.9749e-01 2.5037e-03 5.6047e-10
1.7047e+03 7.6693e-27 1.4570e-19 3.3941e-12 5.4516e-06 9.9096e-01 9.0303e-03 9.6978e-09
1.8088e+03 3.0395e-27 6.6207e-20 1.9491e-12 3.9092e-06 9.6679e-01 3.3203e-02 1.7942e-07
1.9193e+03 1.0884e-27 2.7383e-20 1.0334e-12 2.6192e-06 8.8143e-01 1.1856e-01 3.3710e-06
2.0365e+03 3.0637e-28 8.9614e-21 4.3898e-13 1.4231e-06 6.4907e-01 3.5087e-01 5.4017e-05
2.1609e+03 5.3181e-29 1.8414e-21 1.1953e-13 5.0691e-07 3.1401e-01 6.8542e-01 5.7092e-04
2.2929e+03 6.0682e-30 2.5574e-22 2.2489e-14 1.2803e-07 1.0811e-01 8.8826e-01 3.6368e-03
2.4330e+03 5.6876e-31 2.9620e-23 3.5730e-15 2.7768e-08 3.1886e-02 9.4997e-01 1.8142e-02
2.5816e+03 5.8634e-32 3.7163e-24 6.0151e-16 6.2692e-09 9.4622e-03 9.1873e-01 7.1806e-02
2.7393e+03 8.9287e-33 6.6106e-25 1.3500e-16 1.7797e-09 3.3081e-03 8.0758e-01 1.8911e-01
2.9067e+03 2.1287e-33 1.7844e-25 4.3383e-17 6.8297e-10 1.4825e-03 6.7182e-01 3.2669e-01
3.0842e+03 8.6305e-34 8.0941e-26 2.2413e-17 4.0243e-10 9.8749e-04 5.9661e-01 4.0240e-01
3.2726e+03 6.8455e-34 7.0522e-26 2.1110e-17 4.0923e-10 1.0929e-03 6.1996e-01 3.7895e-01
3.4725e+03 9.2074e-34 1.0196e-25 3.1480e-17 6.2778e-10 1.7574e-03 7.1354e-01 2.8470e-01
3.6846e+03 2.2386e-33 2.6115e-25 7.8677e-17 1.5266e-09 4.2754e-03 8.5463e-01 1.4110e-01
3.9097e+03 8.3623e-33 1.0259e-24 2.8998e-16 5.2817e-09 1.4223e-02 9.4595e-01 3.9826e-02
4.1484e+03 3.2529e-32 3.9488e-24 1.0006e-15 1.6413e-08 3.9936e-02 9.4882e-01 1.1243e-02
4.4019e+03 6.9903e-32 8.0534e-24 1.8626e-15 2.7969e-08 6.2092e-02 9.3158e-01 6.3328e-03
4.6708e+03 5.5227e-32 6.5600e-24 1.5746e-15 2.4524e-08 5.6513e-02 9.3634e-01 7.1443e-03
4.9561e+03 2.3378e-32 3.1710e-24 8.8268e-16 1.5926e-08 4.2573e-02 9.4734e-01 1.0086e-02
5.2588e+03 1.0625e-32 1.6454e-24 5.2808e-16 1.0978e-08 3.3837e-02 9.5301e-01 1.3158e-02
5.5800e+03 6.5002e-33 1.0910e-24 3.8211e-16 8.6643e-09 2.9141e-02 9.5525e-01 1.5610e-02
5.9209e+03 5.7480e-33 1.0207e-24 3.7376e-16 8.8677e-09 3.1184e-02 9.5467e-01 1.4148e-02
6.2825e+03 6.7654e-33 1.2553e-24 4.6659e-16 1.1262e-08 4.0178e-02 9.4970e-01 1.0119e-02
6.6663e+03 9.0681e-33 1.7201e-24 6.3395e-16 1.5211e-08 5.3706e-02 9.3943e-01 6.8623e-03
7.0735e+03 1.5223e-32 2.9230e-24 1.0431e-15 2.4341e-08 8.2792e-02 9.1345e-01 3.7620e-03
7.5056e+03 3.1499e-32 6.2376e-24 2.1423e-15 4.8484e-08 1.5655e-01 8.4204e-01 1.4142e-03
7.9641e+03 7.5469e-32 1.5143e-23 4.8668e-15 1.0412e-07 3.0688e-01 6.9273e-01 3.9534e-04
8.4505e+03 1.9984e-31 3.8840e-23 1.1120e-14 2.1437e-07 5.4240e-01 4.5752e-01 7.7576e-05
8.9668e+03 5.7009e-31 1.0453e-22 2.5214e-14 4.1584e-07 8.2712e-01 1.7288e-01 5.2554e-06
9.5145e+03 1.7671e-30 2.9385e-22 5.5134e-14 7.1885e-07 9.7319e-01 2.6809e-02 6.7165e-08
1.0096e+04 9.0359e-30 1.2391e-21 1.5762e-13 1.3939e-06 9.9849e-01 1.5058e-03 1.0635e-10
1.0712e+04 1.1836e-28 1.1837e-20 8.5436e-13 3.9918e-06 9.9998e-01 1.8604e-05 5.9535e-15
1.1367e+04 5.4285e-27 3.5972e-19 1.2641e-11 2.1233e-05 9.9998e-01 2.0995e-08 1.5861e-21
1.2062e+04 1.4243e-24 5.7690e-17 8.4349e-10 2.7229e-04 9.9973e-01 8.8089e-13 2.6953e-31
1.2794e+04 1.4708e-21 3.5755e-14 1.8609e-07 6.7132e-03 9.9329e-01 4.1718e-18 3.5733e-43
1.3528e+04 2.0078e-18 3.2703e-11 5.6781e-05 1.8056e-01 8.1938e-01 6.3594e-24 0.0000e+00
1.4194e+04 6.7593e-16 8.6079e-09 4.6130e-03 9.1641e-01 7.8977e-02 1.3982e-31 0.0000e+00
1.4758e+04 1.0300e-13 9.0403e-07 1.1458e-01 8.8459e-01 8.2595e-04 5.5924e-41 0.0000e+00
1.5240e+04 7.9027e-12 3.8669e-05 8.5411e-01 1.4585e-01 7.3680e-07 0.0000e+00 0.0000e+00
1.5647e+04 2.2618e-10 3.7972e-04 9.9699e-01 2.6341e-03 5.2411e-11 0.0000e+00 0.0000e+00
1.5960e+04 8.1515e-09 3.7222e-03 9.9624e-01 3.5840e-05 2.5276e-15 0.0000e+00 0.0000e+00
1.6187e+04 1.1414e-06 9.0154e-02 9.0984e-01 4.8728e-08 5.8601e-22 0.0000e+00 0.0000e+00
1.6354e+04 8.1075e-05 8.4885e-01 1.5107e-01 1.9851e-12 3.2794e-31 0.0000e+00 0.0000e+00
1.6484e+04 3.1858e-04 9.8910e-01 1.0580e-02 2.9439e-16 1.0692e-38 0.0000e+00 0.0000e+00
1.6593e+04 5.3240e-04 9.9697e-01 2.4959e-03 2.2550e-18 6.9645e-43 0.0000e+00 0.0000e+00
1.6692e+04 7.8779e-04 9.9836e-01 8.5526e-04 6.3897e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.1263e-03 9.9853e-01 3.4240e-04 3.2041e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.8024e-03 9.9808e-01 1.1439e-04 9.7447e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 3.3835e-03 9.9659e-01 2.8539e-05 1.2621e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 6.8108e-03 9.9318e-01 6.1073e-06 1.0209e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.9966e-02 9.8003e-01 5.5008e-07 5.5608e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.2218e-01 8.7782e-01 7.2046e-09 8.8155e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 6.1974e-01 3.8026e-01 1.2068e-11 9.1084e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.5693e-01 4.3069e-02 2.9828e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.9356e-01 6.4391e-03 3.0895e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.9659e-01 3.4073e-03 2.4808e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.9830e-01 1.7013e-03 1.8339e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.9958e-01 4.1635e-04 1.3341e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.9981e-01 1.9030e-04 8.4163e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.9993e-01 6.9728e-05 2.7406e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.9996e-01 4.2269e-05 4.4342e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.9999e-01 1.2760e-05 7.3330e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.9999e-01 1.3238e-05 6.1352e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.9999e-01 9.4005e-06 1.4057e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 9.9999e-01 7.9561e-06 5.2681e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 3.9406e-08 2.2052e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 1.1359e-07 2.0365e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 1.6639e-08 1.2705e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 9.9998e-01 1.6702e-05 3.1100e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 4.1780e-06 1.8257e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 6.1077e-07 2.9102e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 8.2822e-07 4.9216e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.8220e-01 1.7803e-02 1.7346e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 6.0345e-08 5.7200e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 9.9967e-01 3.2845e-04 1.2377e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 1.0261e-08 1.0274e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.6739e-01 3.2611e-02 2.6345e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 1.1766e-07 1.0619e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 7.8367e-08 2.0779e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 4.7540e-07 4.1289e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 9.9979e-01 2.1450e-04 3.5136e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 9.9990e-01 1.0288e-04 2.5163e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 1.0934e-08 1.0608e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 5.4342e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 1.0985e-07 7.7547e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 1.4091e-07 1.2138e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 6.2567e-09 4.9045e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 9.4765e-08 1.8768e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 3.5630e-07 8.3531e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.9999e-01 6.3148e-06 3.7627e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.9999e-01 8.6601e-06 7.4749e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 9.9999e-01 7.7611e-06 4.2264e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.9947e-01 5.2559e-04 1.5216e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 9.9990e-01 1.0069e-04 6.8389e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 5.3136e-07 7.5748e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.5002e-01 1.4998e-01 1.6143e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 8.0612e-01 1.9388e-01 3.8092e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 9.1634e-01 8.3663e-02 2.0683e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 9.5604e-01 4.3958e-02 2.3991e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 9.6523e-01 3.4771e-02 1.1631e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 9.9843e-01 1.5668e-03 3.0148e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.4696e-01 5.5304e-01 1.1747e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5674
#NVEL: 115
#vel_mid[km/s] si0 si1 si2 si3 si4 si5 si6
4.4010e+02 6.9893e-31 3.5880e-22 1.0764e-13 1.7559e-06 1.0000e+00 1.4556e-06 1.3047e-17
8.8623e+02 5.7555e-24 4.4211e-17 2.2518e-10 7.0326e-05 9.9993e-01 2.9272e-07 9.9856e-19
9.0614e+02 1.6576e-24 1.5004e-17 9.9058e-11 4.2565e-05 9.9996e-01 2.0338e-06 7.4536e-17
9.4442e+02 1.4090e-24 1.3029e-17 8.9047e-11 3.9870e-05 9.9996e-01 2.6296e-06 1.3202e-16
9.9911e+02 1.3808e-24 1.2803e-17 8.7881e-11 3.9549e-05 9.9996e-01 2.7143e-06 1.4167e-16
1.0608e+03 1.3869e-24 1.2855e-17 8.8160e-11 3.9631e-05 9.9996e-01 2.6886e-06 1.3869e-16
1.1257e+03 1.3808e-24 1.2798e-17 8.7838e-11 3.9530e-05 9.9996e-01 2.7258e-06 1.4303e-16
1.1944e+03 1.3385e-24 1.2445e-17 8.5958e-11 3.8990e-05 9.9996e-01 2.8947e-06 1.6359e-16
1.2673e+03 1.2326e-24 1.1550e-17 8.1131e-11 3.7576e-05 9.9996e-01 3.4111e-06 2.3605e-16
1.3448e+03 7.3591e-25 7.3253e-18 5.7435e-11 3.0274e-05 9.9996e-01 8.4381e-06 1.7778e-15
1.4269e+03 2.3980e-25 2.7531e-18 2.7728e-11 1.9280e-05 9.9993e-01 5.4560e-05 1.1349e-13
1.5140e+03 6.2506e-26 8.7298e-19 1.2082e-11 1.1667e-05 9.9959e-01 3.9830e-04 9.3889e-12
1.6065e+03 2.0327e-26 3.4014e-19 6.2018e-12 7.8754e-06 9.9824e-01 1.7483e-03 2.4893e-10
1.7047e+03 7.8835e-27 1.5300e-19 3.5364e-12 5.6531e-06 9.9359e-01 6.4025e-03 4.4454e-09
1.8088e+03 3.0754e-27 6.8693e-20 2.0146e-12 4.0406e-06 9.7574e-01 2.4254e-02 8.7175e-08
1.9193e+03 1.1078e-27 2.8638e-20 1.0796e-12 2.7440e-06 9.0932e-01 9.0674e-02 1.7665e-06
2.0365e+03 3.2790e-28 9.8619e-21 4.8306e-13 1.5716e-06 7.1028e-01 2.8969e-01 3.1241e-05
2.1609e+03 6.1215e-29 2.1819e-21 1.4188e-13 6.0439e-07 3.7346e-01 6.2617e-01 3.7370e-04
2.2929e+03 7.2845e-30 3.1582e-22 2.7825e-14 1.5901e-07 1.3451e-01 8.6290e-01 2.5849e-03
2.4330e+03 6.8929e-31 3.6872e-23 4.4546e-15 3.4700e-08 4.0042e-02 9.4646e-01 1.3502e-02
2.5816e+03 7.0959e-32 4.6195e-24 7.4960e-16 7.8305e-09 1.1922e-02 9.3255e-01 5.5523e-02
2.7393e+03 1.0869e-32 8.2760e-25 1.6980e-16 2.2467e-09 4.2296e-03 8.4290e-01 1.5287e-01
2.9067e+03 2.6145e-33 2.2577e-25 5.5283e-17 8.7520e-10 1.9307e-03 7.2228e-01 2.7579e-01
3.0842e+03 1.0590e-33 1.0244e-25 2.8626e-17 5.1783e-10 1.2941e-03 6.5070e-01 3.4800e-01
3.2726e+03 8.3916e-34 8.9155e-26 2.6923e-17 5.2574e-10 1.4290e-03 6.7319e-01 3.2538e-01
3.4725e+03 1.1138e-33 1.2716e-25 3.9581e-17 7.9492e-10 2.2614e-03 7.5940e-01 2.3834e-01
3.6846e+03 2.6743e-33 3.2130e-25 9.7420e-17 1.9017e-09 5.3936e-03 8.8171e-01 1.1290e-01
3.9097e+03 1.0175e-32 1.2826e-24 3.6335e-16 6.6381e-09 1.7973e-02 9.5195e-01 3.0078e-02
4.1484e+03 4.0593e-32 5.0553e-24 1.2794e-15 2.1002e-08 5.1039e-02 9.4086e-01 8.0998e-03
4.4019e+03 8.7478e-32 1.0337e-23 2.3865e-15 3.5853e-08 7.9328e-02 9.1619e-01 4.4801e-03
4.6708e+03 6.9694e-32 8.4864e-24 2.0314e-15 3.1625e-08 7.2582e-02 9.2238e-01 5.0405e-03
4.9561e+03 2.9442e-32 4.0951e-24 1.1375e-15 2.0524e-08 5.4712e-02 9.3809e-01 7.1942e-03
5.2588e+03 1.3400e-32 2.1281e-24 6.8168e-16 1.4172e-08 4.3581e-02 9.4699e-01 9.4331e-03
5.5800e+03 8.1577e-33 1.4049e-24 4.9147e-16 1.1152e-08 3.7462e-02 9.5127e-01 1.1270e-02
5.9209e+03 7.2170e-33 1.3153e-24 4.8110e-16 1.1425e-08 4.0113e-02 9.4970e-01 1.0182e-02
6.2825e+03 8.4836e-33 1.6161e-24 6.0026e-16 1.4510e-08 5.1644e-02 9.4113e-01 7.2248e-03
6.6663e+03 1.1360e-32 2.2132e-24 8.1518e-16 1.9599e-08 6.8960e-02 9.2619e-01 4.8487e-03
7.0735e+03 1.9014e-32 3.7513e-24 1.3381e-15 3.1299e-08 1.0592e-01 8.9148e-01 2.6094e-03
7.5056e+03 3.9261e-32 7.9839e-24 2.7367e-15 6.2029e-08 1.9835e-01 8.0072e-01 9.3647e-04
7.9641e+03 9.1921e-32 1.8908e-23 6.0500e-15 1.2937e-07 3.7525e-01 6.2451e-01 2.4275e-04
8.4505e+03 2.3129e-31 4.5977e-23 1.3069e-14 2.5115e-07 6.2089e-01 3.7907e-01 4.2792e-05
8.9668e+03 6.1991e-31 1.1593e-22 2.7666e-14 4.5315e-07 8.7175e-01 1.2825e-01 2.5077e-06
9.5145e+03 1.8836e-30 3.1875e-22 5.8988e-14 7.6012e-07 9.8176e-01 1.8237e-02 2.7864e-08
1.0096e+04 9.9350e-30 1.3788e-21 1.7218e-13 1.4899e-06 9.9903e-01 9.6915e-04 3.9400e-11
1.0712e+04 1.3657e-28 1.3773e-20 9.7345e-13 4.3803e-06 9.9998e-01 1.0982e-05 1.8189e-15
1.1367e+04 6.6173e-27 4.4193e-19 1.5231e-11 2.4058e-05 9.9998e-01 1.1126e-08 3.8057e-22
1.2062e+04 1.9228e-24 7.8358e-17 1.1152e-09 3.2477e-04 9.9968e-01 3.9149e-13 4.3665e-32
1.2794e+04 2.2130e-21 5.4101e-14 2.6958e-07 8.4153e-03 9.9158e-01 1.5625e-18 3.9236e-44
1.3528e+04 3.2366e-18 5.3526e-11 8.7488e-05 2.2892e-01 7.7099e-01 1.6903e-24 0.0000e+00
1.4194e+04 9.8396e-16 1.2590e-08 6.1377e-03 9.3867e-01 5.5197e-02 2.0707e-32 0.0000e+00
1.4758e+04 1.5496e-13 1.3597e-06 1.5261e-01 8.4690e-01 4.9210e-04 4.9158e-42 0.0000e+00
1.5240e+04 1.0360e-11 4.8865e-05 9.0145e-01 9.8499e-02 2.6608e-07 0.0000e+00 0.0000e+00
1.5647e+04 2.4929e-10 4.1474e-04 9.9752e-01 2.0623e-03 2.8900e-11 0.0000e+00 0.0000e+00
1.5960e+04 8.4319e-09 3.8883e-03 9.9608e-01 3.0648e-05 1.7146e-15 0.0000e+00 0.0000e+00
1.6187e+04 1.0705e-06 8.8275e-02 9.1172e-01 4.7892e-08 5.4901e-22 0.0000e+00 0.0000e+00
1.6354e+04 6.7369e-05 8.1593e-01 1.8400e-01 3.7122e-12 1.0720e-30 0.0000e+00 0.0000e+00
1.6484e+04 2.6654e-04 9.8487e-01 1.4860e-02 8.3180e-16 7.7304e-38 0.0000e+00 0.0000e+00
1.6593e+04 4.7965e-04 9.9654e-01 2.9780e-03 3.7404e-18 1.7825e-42 0.0000e+00 0.0000e+00
1.6692e+04 7.0822e-04 9.9828e-01 1.0143e-03 1.0274e-19 1.4013e-45 0.0000e+00 0.0000e+00
1.6788e+04 1.0264e-03 9.9858e-01 3.9058e-04 4.5180e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.6174e-03 9.9825e-01 1.3385e-04 1.4753e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.4398e-03 9.9751e-01 5.1598e-05 7.1273e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 4.9889e-03 9.9500e-01 1.0706e-05 5.2267e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.5050e-02 9.8495e-01 9.2344e-07 2.4920e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.0676e-02 9.0932e-01 1.3782e-08 5.5774e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 5.8269e-01 4.1731e-01 1.7551e-11 2.2701e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.4900e-01 5.1000e-02 4.9679e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.9205e-01 7.9503e-03 6.0890e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.9688e-01 3.1225e-03 1.7186e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.9862e-01 1.3789e-03 8.4054e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.9923e-01 7.6889e-04 9.4009e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.9974e-01 2.5991e-04 2.1427e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
