#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    6.998580E+04   1.0000E-099   1.0000E+000   2.9039E-009   5.2969E-025
    6.999926E+04   1.0000E-099   1.0000E+000   2.3406E-009   3.2963E-025
    6.999997E+04   1.0000E-099   1.0000E+000   2.2623E-009   3.0386E-025
#TIME:     2.090
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.772128E+02   1.0000E-099   1.4653E-013   1.9911E-006   1.0000E+000
    8.817399E+02   1.0000E-099   1.4653E-013   1.9911E-006   1.0000E+000
    8.954616E+02   1.0000E-099   1.4648E-013   1.9908E-006   1.0000E+000
    9.235490E+02   1.0000E-099   1.4614E-013   1.9885E-006   1.0000E+000
    9.767675E+02   1.0000E-099   1.4457E-013   1.9782E-006   1.0000E+000
    1.035681E+03   1.0000E-099   1.4077E-013   1.9528E-006   1.0000E+000
    1.098104E+03   1.0000E-099   1.3305E-013   1.9003E-006   1.0000E+000
    1.164290E+03   1.0000E-099   1.1903E-013   1.8017E-006   1.0000E+000
    1.234465E+03   1.0000E-099   9.7890E-014   1.6433E-006   1.0000E+000
    1.308869E+03   1.0000E-099   7.4136E-014   1.4489E-006   1.0000E+000
    1.387758E+03   1.0000E-099   5.2738E-014   1.2528E-006   1.0000E+000
    1.471401E+03   1.0000E-099   3.4785E-014   1.0575E-006   1.0000E+000
    1.560086E+03   1.0000E-099   2.2059E-014   8.8569E-007   1.0000E+000
    1.654117E+03   1.0000E-099   1.3758E-014   7.4212E-007   1.0000E+000
    1.753814E+03   1.0000E-099   8.7838E-015   6.3359E-007   1.0000E+000
    1.859521E+03   1.0000E-099   5.8176E-015   5.5404E-007   1.0000E+000
    1.971599E+03   1.0000E-099   3.9271E-015   4.9108E-007   1.0000E+000
    2.090432E+03   1.0000E-099   2.5851E-015   4.3071E-007   1.0000E+000
    2.216428E+03   1.0000E-099   1.6288E-015   3.6877E-007   1.0000E+000
    2.350018E+03   1.0000E-099   1.0233E-015   3.1316E-007   1.0000E+000
    2.491659E+03   1.0000E-099   6.8110E-016   2.7114E-007   1.0000E+000
    2.641838E+03   1.0000E-099   4.9380E-016   2.4222E-007   1.0000E+000
    2.801068E+03   1.0000E-099   3.8323E-016   2.2075E-007   1.0000E+000
    2.969895E+03   1.0000E-099   3.0838E-016   2.0123E-007   1.0000E+000
    3.148898E+03   1.0000E-099   2.5660E-016   1.8280E-007   1.0000E+000
    3.338690E+03   1.0000E-099   2.2601E-016   1.6733E-007   1.0000E+000
    3.539921E+03   1.0000E-099   2.0376E-016   1.5203E-007   1.0000E+000
    3.753281E+03   1.0000E-099   1.7420E-016   1.3277E-007   1.0000E+000
    3.979501E+03   1.0000E-099   1.5061E-016   1.1679E-007   1.0000E+000
    4.219355E+03   1.0000E-099   1.5732E-016   1.1435E-007   1.0000E+000
    4.473666E+03   1.0000E-099   1.7325E-016   1.1668E-007   1.0000E+000
    4.743305E+03   1.0000E-099   1.6936E-016   1.1366E-007   1.0000E+000
    5.029196E+03   1.0000E-099   1.4647E-016   1.0503E-007   1.0000E+000
    5.332318E+03   1.0000E-099   1.2696E-016   9.7424E-008   1.0000E+000
    5.653710E+03   1.0000E-099   1.1518E-016   9.2224E-008   1.0000E+000
    5.994474E+03   1.0000E-099   1.0688E-016   8.7751E-008   1.0000E+000
    6.355775E+03   1.0000E-099   1.0343E-016   8.4640E-008   1.0000E+000
    6.738854E+03   1.0000E-099   1.0520E-016   8.3001E-008   1.0000E+000
    7.145021E+03   1.0000E-099   1.0694E-016   8.0534E-008   1.0000E+000
    7.575670E+03   1.0000E-099   1.0856E-016   7.7345E-008   1.0000E+000
    8.032274E+03   1.0000E-099   1.1776E-016   7.6247E-008   1.0000E+000
    8.516399E+03   1.0000E-099   1.3983E-016   7.8055E-008   1.0000E+000
    9.029704E+03   1.0000E-099   1.8408E-016   8.3428E-008   1.0000E+000
    9.573947E+03   1.0000E-099   2.9221E-016   9.7384E-008   1.0000E+000
    1.015099E+04   1.0000E-099   6.0274E-016   1.3056E-007   1.0000E+000
    1.076282E+04   1.0000E-099   1.8141E-015   2.2150E-007   1.0000E+000
    1.141152E+04   1.0000E-099   1.0858E-014   6.0400E-007   1.0000E+000
    1.209877E+04   1.0000E-099   1.1563E-013   2.6099E-006   1.0000E+000
    1.276113E+04   1.0000E-099   1.7610E-012   1.4681E-005   9.9999E-001
    1.330246E+04   1.0000E-099   3.2673E-011   9.4270E-005   9.9991E-001
    1.377126E+04   1.0000E-099   5.6083E-010   5.7892E-004   9.9942E-001
    1.427470E+04   1.0000E-099   1.2444E-008   4.0962E-003   9.9590E-001
    1.484569E+04   1.0000E-099   5.3212E-007   4.2028E-002   9.5797E-001
    1.540505E+04   1.0000E-099   2.9474E-005   4.0643E-001   5.9355E-001
    1.586076E+04   1.0000E-099   6.6470E-004   9.4717E-001   5.2161E-002
    1.619944E+04   1.0000E-099   7.8667E-003   9.9061E-001   1.5220E-003
    1.645680E+04   1.0000E-099   6.9479E-002   9.3047E-001   4.7519E-005
    1.667281E+04   1.0000E-099   2.7948E-001   7.2052E-001   2.6576E-006
    1.687783E+04   1.0000E-099   6.2476E-001   3.7524E-001   1.3849E-007
    1.708515E+04   1.0000E-099   8.7909E-001   1.2091E-001   4.5078E-009
    1.730394E+04   1.0000E-099   9.7050E-001   2.9501E-002   1.0578E-010
    1.753719E+04   1.0000E-099   9.9326E-001   6.7443E-003   2.3069E-012
    1.779262E+04   1.0000E-099   9.9837E-001   1.6309E-003   5.6181E-014
    1.809152E+04   1.0000E-099   9.9958E-001   4.2255E-004   1.5156E-015
    1.847365E+04   1.0000E-099   9.9989E-001   1.0580E-004   3.4915E-017
    1.897291E+04   1.0000E-099   9.9998E-001   2.1909E-005   5.1275E-019
    1.960002E+04   1.0000E-099   1.0000E+000   3.3749E-006   3.8089E-021
    2.031609E+04   1.0000E-099   1.0000E+000   4.0407E-007   1.6370E-023
    2.107971E+04   1.0000E-099   1.0000E+000   4.7176E-008   7.1409E-026
    2.185082E+04   1.0000E-099   1.0000E+000   7.0416E-009   5.8315E-028
    2.261032E+04   1.0000E-099   1.0000E+000   1.4414E-009   9.8892E-030
    2.336755E+04   1.0000E-099   1.0000E+000   3.4776E-010   2.4610E-031
    2.413236E+04   1.0000E-099   1.0000E+000   8.8664E-011   7.1510E-033
    2.489079E+04   1.0000E-099   1.0000E+000   2.2468E-011   2.0510E-034
    2.564076E+04   1.0000E-099   1.0000E+000   5.1268E-012   4.5530E-036
    2.639701E+04   1.0000E-099   1.0000E+000   1.0397E-012   7.8801E-038
    2.720105E+04   1.0000E-099   1.0000E+000   1.9237E-013   1.2311E-039
    2.815374E+04   1.0000E-099   1.0000E+000   5.0919E-014   1.0099E-039
    2.943242E+04   1.0000E-099   1.0000E+000   5.6779E-014   5.8904E-037
    3.116242E+04   1.0000E-099   1.0000E+000   3.5533E-014   7.6130E-035
    3.304066E+04   1.0000E-099   1.0000E+000   2.3928E-014   1.6775E-033
    3.503210E+04   1.0000E-099   1.0000E+000   2.3000E-014   2.2473E-032
    3.711030E+04   1.0000E-099   1.0000E+000   3.2264E-014   3.9101E-031
    3.901991E+04   1.0000E-099   1.0000E+000   6.3401E-014   3.4058E-030
    4.066093E+04   1.0000E-099   1.0000E+000   1.5983E-013   2.0208E-029
    4.209766E+04   1.0000E-099   1.0000E+000   8.7289E-013   1.8833E-028
    4.342282E+04   1.0000E-099   1.0000E+000   8.4517E-012   2.2156E-027
    4.468967E+04   1.0000E-099   1.0000E+000   7.1809E-011   1.9409E-026
    4.594754E+04   1.0000E-099   1.0000E+000   3.7441E-010   9.9753E-026
    4.720181E+04   1.0000E-099   1.0000E+000   1.2619E-009   3.3387E-025
    4.846062E+04   1.0000E-099   1.0000E+000   3.0242E-009   7.7969E-025
    4.972693E+04   1.0000E-099   1.0000E+000   5.3260E-009   1.3700E-024
    5.100628E+04   1.0000E-099   1.0000E+000   7.3107E-009   1.8643E-024
    5.230281E+04   1.0000E-099   1.0000E+000   8.4144E-009   2.1259E-024
    5.361700E+04   1.0000E-099   1.0000E+000   8.6084E-009   2.1628E-024
    5.495138E+04   1.0000E-099   1.0000E+000   8.2483E-009   2.0771E-024
    5.630064E+04   1.0000E-099   1.0000E+000   7.6964E-009   1.9641E-024
    5.766284E+04   1.0000E-099   1.0000E+000   7.1606E-009   1.8731E-024
    5.902685E+04   1.0000E-099   1.0000E+000   6.7203E-009   1.8150E-024
    6.038389E+04   1.0000E-099   1.0000E+000   6.3641E-009   1.7735E-024
    6.172016E+04   1.0000E-099   1.0000E+000   6.0610E-009   1.7313E-024
    6.301844E+04   1.0000E-099   1.0000E+000   5.7945E-009   1.6832E-024
    6.426437E+04   1.0000E-099   1.0000E+000   5.5525E-009   1.6285E-024
    6.543193E+04   1.0000E-099   1.0000E+000   5.3313E-009   1.5714E-024
    6.650569E+04   1.0000E-099   1.0000E+000   5.1347E-009   1.5140E-024
    6.746554E+04   1.0000E-099   1.0000E+000   4.9572E-009   1.4524E-024
    6.829600E+04   1.0000E-099   1.0000E+000   4.7936E-009   1.3939E-024
    6.899793E+04   1.0000E-099   1.0000E+000   4.6460E-009   1.3363E-024
    6.956071E+04   1.0000E-099   1.0000E+000   4.4205E-009   1.2450E-024
    6.978708E+04   1.0000E-099   1.0000E+000   4.2195E-009   1.1382E-024
    6.990054E+04   1.0000E-099   1.0000E+000   3.9485E-009   9.9732E-025
    6.995735E+04   1.0000E-099   1.0000E+000   3.4650E-009   7.7268E-025
    6.998576E+04   1.0000E-099   1.0000E+000   2.9047E-009   5.3013E-025
    6.999926E+04   1.0000E-099   1.0000E+000   2.3400E-009   3.2952E-025
    6.999998E+04   1.0000E-099   1.0000E+000   2.2616E-009   3.0376E-025
#TIME:     2.300
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.772129E+02   1.0000E-099   1.6250E-013   2.0960E-006   1.0000E+000
    8.831670E+02   1.0000E-099   1.6250E-013   2.0960E-006   1.0000E+000
    9.012731E+02   1.0000E-099   1.6235E-013   2.0950E-006   1.0000E+000
    9.386063E+02   1.0000E-099   1.6134E-013   2.0884E-006   1.0000E+000
    9.982648E+02   1.0000E-099   1.5762E-013   2.0635E-006   1.0000E+000
    1.057955E+03   1.0000E-099   1.5010E-013   2.0127E-006   1.0000E+000
    1.121292E+03   1.0000E-099   1.3650E-013   1.9179E-006   1.0000E+000
    1.188420E+03   1.0000E-099   1.1516E-013   1.7609E-006   1.0000E+000
    1.259568E+03   1.0000E-099   8.8456E-014   1.5461E-006   1.0000E+000
    1.334974E+03   1.0000E-099   6.3167E-014   1.3173E-006   1.0000E+000
    1.414895E+03   1.0000E-099   4.2530E-014   1.1016E-006   1.0000E+000
    1.499600E+03   1.0000E-099   2.7412E-014   9.1266E-007   1.0000E+000
    1.589377E+03   1.0000E-099   1.7242E-014   7.5633E-007   1.0000E+000
    1.684528E+03   1.0000E-099   1.0623E-014   6.2719E-007   1.0000E+000
    1.785376E+03   1.0000E-099   6.6130E-015   5.2744E-007   1.0000E+000
    1.892261E+03   1.0000E-099   4.2703E-015   4.5454E-007   1.0000E+000
    2.005545E+03   1.0000E-099   2.8535E-015   3.9973E-007   1.0000E+000
    2.125611E+03   1.0000E-099   1.8845E-015   3.4966E-007   1.0000E+000
    2.252865E+03   1.0000E-099   1.2041E-015   2.9992E-007   1.0000E+000
    2.387737E+03   1.0000E-099   7.7652E-016   2.5663E-007   1.0000E+000
    2.530684E+03   1.0000E-099   5.3445E-016   2.2468E-007   1.0000E+000
    2.682188E+03   1.0000E-099   3.9945E-016   2.0261E-007   1.0000E+000
    2.842763E+03   1.0000E-099   3.1660E-016   1.8544E-007   1.0000E+000
    3.012950E+03   1.0000E-099   2.5869E-016   1.6930E-007   1.0000E+000
    3.193327E+03   1.0000E-099   2.1909E-016   1.5430E-007   1.0000E+000
    3.384502E+03   1.0000E-099   1.9471E-016   1.4131E-007   1.0000E+000
    3.587122E+03   1.0000E-099   1.7399E-016   1.2752E-007   1.0000E+000
    3.801872E+03   1.0000E-099   1.4762E-016   1.1108E-007   1.0000E+000
    4.029478E+03   1.0000E-099   1.3123E-016   9.9510E-008   1.0000E+000
    4.270711E+03   1.0000E-099   1.4072E-016   9.9113E-008   1.0000E+000
    4.526386E+03   1.0000E-099   1.5396E-016   1.0101E-007   1.0000E+000
    4.797367E+03   1.0000E-099   1.4851E-016   9.7763E-008   1.0000E+000
    5.084571E+03   1.0000E-099   1.2908E-016   9.0460E-008   1.0000E+000
    5.388969E+03   1.0000E-099   1.1363E-016   8.4422E-008   1.0000E+000
    5.711590E+03   1.0000E-099   1.0415E-016   8.0199E-008   1.0000E+000
    6.053526E+03   1.0000E-099   9.7440E-017   7.6528E-008   1.0000E+000
    6.415932E+03   1.0000E-099   9.5110E-017   7.4070E-008   1.0000E+000
    6.800035E+03   1.0000E-099   9.6914E-017   7.2654E-008   1.0000E+000
    7.207133E+03   1.0000E-099   9.8361E-017   7.0444E-008   1.0000E+000
    7.638602E+03   1.0000E-099   1.0084E-016   6.8092E-008   1.0000E+000
    8.095902E+03   1.0000E-099   1.1281E-016   6.8383E-008   1.0000E+000
    8.580580E+03   1.0000E-099   1.4147E-016   7.2327E-008   1.0000E+000
    9.094273E+03   1.0000E-099   1.9987E-016   8.0821E-008   1.0000E+000
    9.638720E+03   1.0000E-099   3.3910E-016   9.9203E-008   1.0000E+000
    1.021576E+04   1.0000E-099   7.4573E-016   1.4185E-007   1.0000E+000
    1.082735E+04   1.0000E-099   2.6974E-015   2.7846E-007   1.0000E+000
    1.147562E+04   1.0000E-099   1.8527E-014   8.7246E-007   1.0000E+000
    1.216336E+04   1.0000E-099   2.1265E-013   4.0611E-006   1.0000E+000
    1.278292E+04   1.0000E-099   3.3581E-012   2.3475E-005   9.9998E-001
    1.329097E+04   1.0000E-099   6.3319E-011   1.5262E-004   9.9985E-001
    1.376411E+04   1.0000E-099   1.1908E-009   9.8021E-004   9.9902E-001
    1.428822E+04   1.0000E-099   3.1057E-008   7.6308E-003   9.9237E-001
    1.487302E+04   1.0000E-099   1.3817E-006   7.9456E-002   9.2054E-001
    1.544248E+04   1.0000E-099   6.3303E-005   5.9038E-001   4.0956E-001
    1.590456E+04   1.0000E-099   1.0508E-003   9.7440E-001   2.4553E-002
    1.624779E+04   1.0000E-099   1.1617E-002   9.8766E-001   7.2669E-004
    1.650822E+04   1.0000E-099   8.4168E-002   9.1580E-001   2.8877E-005
    1.673974E+04   1.0000E-099   2.8986E-001   7.1014E-001   2.0134E-006
    1.696430E+04   1.0000E-099   6.1211E-001   3.8789E-001   1.2941E-007
    1.720132E+04   1.0000E-099   8.6480E-001   1.3520E-001   5.0818E-009
    1.745477E+04   1.0000E-099   9.6445E-001   3.5546E-002   1.4120E-010
    1.772076E+04   1.0000E-099   9.9138E-001   8.6156E-003   3.5548E-012
    1.800643E+04   1.0000E-099   9.9786E-001   2.1364E-003   9.3133E-014
    1.832626E+04   1.0000E-099   9.9943E-001   5.7308E-004   2.7824E-015
    1.871259E+04   1.0000E-099   9.9984E-001   1.5652E-004   8.1595E-017
    1.919405E+04   1.0000E-099   9.9996E-001   3.8416E-005   1.8473E-018
    1.979731E+04   1.0000E-099   9.9999E-001   7.3101E-006   2.2963E-020
    2.049487E+04   1.0000E-099   1.0000E+000   1.0703E-006   1.6057E-022
    2.124786E+04   1.0000E-099   1.0000E+000   1.4315E-007   9.7846E-025
    2.200682E+04   1.0000E-099   1.0000E+000   2.3121E-008   9.7926E-027
    2.275640E+04   1.0000E-099   1.0000E+000   4.9158E-009   1.8637E-028
    2.350798E+04   1.0000E-099   1.0000E+000   1.2130E-009   4.9617E-030
    2.426537E+04   1.0000E-099   1.0000E+000   3.1549E-010   1.5144E-031
    2.501360E+04   1.0000E-099   1.0000E+000   8.2243E-011   4.6801E-033
    2.575472E+04   1.0000E-099   1.0000E+000   1.9777E-011   1.1696E-034
    2.650572E+04   1.0000E-099   1.0000E+000   4.3093E-012   2.3261E-036
    2.731305E+04   1.0000E-099   1.0000E+000   8.5895E-013   4.0854E-038
    2.828350E+04   1.0000E-099   1.0000E+000   1.7962E-013   1.6603E-039
    2.958982E+04   1.0000E-099   1.0000E+000   1.1269E-013   3.8635E-037
    3.135660E+04   1.0000E-099   1.0000E+000   6.2627E-014   5.7605E-035
    3.323383E+04   1.0000E-099   1.0000E+000   3.6495E-014   1.2581E-033
    3.522522E+04   1.0000E-099   1.0000E+000   2.7217E-014   1.7536E-032
    3.728530E+04   1.0000E-099   1.0000E+000   3.1944E-014   3.0934E-031
    3.917693E+04   1.0000E-099   1.0000E+000   5.4961E-014   2.7158E-030
    4.079130E+04   1.0000E-099   1.0000E+000   1.4377E-013   1.7176E-029
    4.221126E+04   1.0000E-099   1.0000E+000   8.3129E-013   1.7446E-028
    4.352933E+04   1.0000E-099   1.0000E+000   8.5014E-012   2.1775E-027
    4.479191E+04   1.0000E-099   1.0000E+000   7.3345E-011   1.9407E-026
    4.604727E+04   1.0000E-099   1.0000E+000   3.8109E-010   9.9882E-026
    4.729832E+04   1.0000E-099   1.0000E+000   1.2764E-009   3.3340E-025
    4.855474E+04   1.0000E-099   1.0000E+000   3.0389E-009   7.7639E-025
    4.981785E+04   1.0000E-099   1.0000E+000   5.2901E-009   1.3528E-024
    5.109445E+04   1.0000E-099   1.0000E+000   7.2571E-009   1.8410E-024
    5.238754E+04   1.0000E-099   1.0000E+000   8.3160E-009   2.0939E-024
    5.369822E+04   1.0000E-099   1.0000E+000   8.5015E-009   2.1314E-024
    5.502850E+04   1.0000E-099   1.0000E+000   8.1540E-009   2.0513E-024
    5.637316E+04   1.0000E-099   1.0000E+000   7.6232E-009   1.9454E-024
    5.773033E+04   1.0000E-099   1.0000E+000   7.1077E-009   1.8606E-024
    5.908844E+04   1.0000E-099   1.0000E+000   6.6831E-009   1.8066E-024
    6.043940E+04   1.0000E-099   1.0000E+000   6.3374E-009   1.7674E-024
    6.176871E+04   1.0000E-099   1.0000E+000   6.0414E-009   1.7265E-024
    6.305999E+04   1.0000E-099   1.0000E+000   5.7798E-009   1.6793E-024
    6.429858E+04   1.0000E-099   1.0000E+000   5.5413E-009   1.6253E-024
    6.545875E+04   1.0000E-099   1.0000E+000   5.3229E-009   1.5689E-024
    6.652599E+04   1.0000E-099   1.0000E+000   5.1283E-009   1.5119E-024
    6.747945E+04   1.0000E-099   1.0000E+000   4.9525E-009   1.4507E-024
    6.830480E+04   1.0000E-099   1.0000E+000   4.7902E-009   1.3927E-024
    6.900253E+04   1.0000E-099   1.0000E+000   4.6432E-009   1.3353E-024
    6.956252E+04   1.0000E-099   1.0000E+000   4.4180E-009   1.2439E-024
    6.978796E+04   1.0000E-099   1.0000E+000   4.2168E-009   1.1370E-024
    6.990096E+04   1.0000E-099   1.0000E+000   3.9454E-009   9.9600E-025
    6.995752E+04   1.0000E-099   1.0000E+000   3.4613E-009   7.7121E-025
    6.998582E+04   1.0000E-099   1.0000E+000   2.9018E-009   5.2912E-025
    6.999927E+04   1.0000E-099   1.0000E+000   2.3391E-009   3.2931E-025
    6.999998E+04   1.0000E-099   1.0000E+000   2.2611E-009   3.0368E-025
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.772129E+02   1.0000E-099   1.8474E-013   2.2751E-006   1.0000E+000
    8.818193E+02   1.0000E-099   1.8474E-013   2.2751E-006   1.0000E+000
    8.957844E+02   1.0000E-099   1.8460E-013   2.2742E-006   1.0000E+000
    9.243816E+02   1.0000E-099   1.8369E-013   2.2681E-006   1.0000E+000
    9.776549E+02   1.0000E-099   1.7973E-013   2.2417E-006   1.0000E+000
    1.036227E+03   1.0000E-099   1.7109E-013   2.1832E-006   1.0000E+000
    1.098263E+03   1.0000E-099   1.5575E-013   2.0763E-006   1.0000E+000
    1.164013E+03   1.0000E-099   1.3196E-013   1.9018E-006   1.0000E+000
    1.233699E+03   1.0000E-099   1.0143E-013   1.6579E-006   1.0000E+000
    1.307557E+03   1.0000E-099   7.1512E-014   1.3876E-006   1.0000E+000
    1.385836E+03   1.0000E-099   4.7226E-014   1.1325E-006   1.0000E+000
    1.468802E+03   1.0000E-099   2.9624E-014   9.1111E-007   1.0000E+000
    1.556735E+03   1.0000E-099   1.8536E-014   7.4134E-007   1.0000E+000
    1.649932E+03   1.0000E-099   1.1451E-014   6.0728E-007   1.0000E+000
    1.748708E+03   1.0000E-099   6.9681E-015   4.9987E-007   1.0000E+000
    1.853398E+03   1.0000E-099   4.2771E-015   4.1714E-007   1.0000E+000
    1.964355E+03   1.0000E-099   2.7395E-015   3.5744E-007   1.0000E+000
    2.081956E+03   1.0000E-099   1.8144E-015   3.1183E-007   1.0000E+000
    2.206596E+03   1.0000E-099   1.1903E-015   2.7022E-007   1.0000E+000
    2.338698E+03   1.0000E-099   7.7564E-016   2.3220E-007   1.0000E+000
    2.478709E+03   1.0000E-099   5.2747E-016   2.0219E-007   1.0000E+000
    2.627102E+03   1.0000E-099   3.8728E-016   1.8106E-007   1.0000E+000
    2.784379E+03   1.0000E-099   3.0394E-016   1.6550E-007   1.0000E+000
    2.951071E+03   1.0000E-099   2.4740E-016   1.5159E-007   1.0000E+000
    3.127743E+03   1.0000E-099   2.0734E-016   1.3833E-007   1.0000E+000
    3.314991E+03   1.0000E-099   1.8208E-016   1.2677E-007   1.0000E+000
    3.513450E+03   1.0000E-099   1.6316E-016   1.1532E-007   1.0000E+000
    3.723790E+03   1.0000E-099   1.3972E-016   1.0134E-007   1.0000E+000
    3.946722E+03   1.0000E-099   1.1962E-016   8.9074E-008   1.0000E+000
    4.183000E+03   1.0000E-099   1.2022E-016   8.5660E-008   1.0000E+000
    4.433424E+03   1.0000E-099   1.3317E-016   8.7489E-008   1.0000E+000
    4.698840E+03   1.0000E-099   1.3610E-016   8.6750E-008   1.0000E+000
    4.980145E+03   1.0000E-099   1.2285E-016   8.1502E-008   1.0000E+000
    5.278291E+03   1.0000E-099   1.0781E-016   7.5806E-008   1.0000E+000
    5.594287E+03   1.0000E-099   9.7901E-017   7.1703E-008   1.0000E+000
    5.929200E+03   1.0000E-099   9.1012E-017   6.8344E-008   1.0000E+000
    6.284163E+03   1.0000E-099   8.7448E-017   6.5829E-008   1.0000E+000
    6.660377E+03   1.0000E-099   8.8146E-017   6.4484E-008   1.0000E+000
    7.059114E+03   1.0000E-099   9.0175E-017   6.3110E-008   1.0000E+000
    7.481722E+03   1.0000E-099   9.3108E-017   6.1589E-008   1.0000E+000
    7.929630E+03   1.0000E-099   1.0383E-016   6.2173E-008   1.0000E+000
    8.404353E+03   1.0000E-099   1.3043E-016   6.6405E-008   1.0000E+000
    8.907497E+03   1.0000E-099   1.8354E-016   7.4936E-008   1.0000E+000
    9.440762E+03   1.0000E-099   2.9878E-016   9.1480E-008   1.0000E+000
    1.000595E+04   1.0000E-099   6.1872E-016   1.2903E-007   1.0000E+000
    1.060498E+04   1.0000E-099   2.0624E-015   2.4546E-007   1.0000E+000
    1.123987E+04   1.0000E-099   1.2112E-014   7.0330E-007   1.0000E+000
    1.191431E+04   1.0000E-099   1.1871E-013   2.9654E-006   1.0000E+000
    1.254372E+04   1.0000E-099   1.7414E-012   1.6397E-005   9.9998E-001
    1.307257E+04   1.0000E-099   3.3567E-011   1.0797E-004   9.9989E-001
    1.354870E+04   1.0000E-099   6.3148E-010   6.9388E-004   9.9931E-001
    1.406186E+04   1.0000E-099   1.5887E-008   5.2625E-003   9.9474E-001
    1.463886E+04   1.0000E-099   5.9001E-007   5.0221E-002   9.4978E-001
    1.524804E+04   1.0000E-099   2.9804E-005   4.4925E-001   5.5072E-001
    1.579069E+04   1.0000E-099   6.2653E-004   9.5692E-001   4.2452E-002
    1.617636E+04   1.0000E-099   6.9977E-003   9.9165E-001   1.3566E-003
    1.647115E+04   1.0000E-099   5.6068E-002   9.4388E-001   5.0461E-005
    1.672557E+04   1.0000E-099   2.0522E-001   7.9478E-001   3.9137E-006
    1.697511E+04   1.0000E-099   4.8342E-001   5.1658E-001   3.2550E-007
    1.724178E+04   1.0000E-099   7.7921E-001   2.2079E-001   1.7327E-008
    1.753122E+04   1.0000E-099   9.3382E-001   6.6185E-002   5.9734E-010
    1.783306E+04   1.0000E-099   9.8301E-001   1.6993E-002   1.6939E-011
    1.814616E+04   1.0000E-099   9.9574E-001   4.2648E-003   4.6619E-013
    1.847780E+04   1.0000E-099   9.9884E-001   1.1556E-003   1.4837E-014
    1.884987E+04   1.0000E-099   9.9966E-001   3.4003E-004   5.4529E-016
    1.929226E+04   1.0000E-099   9.9990E-001   9.8900E-005   1.9111E-017
    1.983020E+04   1.0000E-099   9.9997E-001   2.5190E-005   4.8850E-019
    2.047363E+04   1.0000E-099   9.9999E-001   5.1158E-006   7.3364E-021
    2.120214E+04   1.0000E-099   1.0000E+000   8.2106E-007   6.8167E-023
    2.195123E+04   1.0000E-099   1.0000E+000   1.3450E-007   7.1098E-025
    2.269434E+04   1.0000E-099   1.0000E+000   2.6827E-008   1.1964E-026
    2.344133E+04   1.0000E-099   1.0000E+000   6.0643E-009   2.6282E-028
    2.419289E+04   1.0000E-099   1.0000E+000   1.4472E-009   6.4751E-030
    2.494153E+04   1.0000E-099   1.0000E+000   3.5519E-010   1.7346E-031
    2.567956E+04   1.0000E-099   1.0000E+000   8.6663E-011   4.5243E-033
    2.642300E+04   1.0000E-099   1.0000E+000   2.0347E-011   1.0537E-034
    2.721930E+04   1.0000E-099   1.0000E+000   4.4427E-012   2.1465E-036
    2.816423E+04   1.0000E-099   1.0000E+000   8.5723E-013   4.2470E-038
    2.943686E+04   1.0000E-099   1.0000E+000   2.5615E-013   8.4711E-038
    3.119417E+04   1.0000E-099   1.0000E+000   1.2420E-013   2.1653E-035
    3.306167E+04   1.0000E-099   1.0000E+000   6.4787E-014   6.0415E-034
    3.504195E+04   1.0000E-099   1.0000E+000   3.9736E-014   8.9020E-033
    3.712135E+04   1.0000E-099   1.0000E+000   3.3023E-014   1.7160E-031
    3.901718E+04   1.0000E-099   1.0000E+000   4.7762E-014   1.6193E-030
    4.066222E+04   1.0000E-099   1.0000E+000   1.0829E-013   1.0758E-029
    4.211418E+04   1.0000E-099   1.0000E+000   5.9978E-013   1.1613E-028
    4.344152E+04   1.0000E-099   1.0000E+000   6.2785E-012   1.5525E-027
    4.471122E+04   1.0000E-099   1.0000E+000   5.8088E-011   1.5079E-026
    4.597133E+04   1.0000E-099   1.0000E+000   3.2273E-010   8.3504E-026
    4.722744E+04   1.0000E-099   1.0000E+000   1.1369E-009   2.9433E-025
    4.848913E+04   1.0000E-099   1.0000E+000   2.8123E-009   7.1401E-025
    4.975597E+04   1.0000E-099   1.0000E+000   5.0450E-009   1.2838E-024
    5.103712E+04   1.0000E-099   1.0000E+000   7.0339E-009   1.7795E-024
    5.233341E+04   1.0000E-099   1.0000E+000   8.1741E-009   2.0536E-024
    5.364797E+04   1.0000E-099   1.0000E+000   8.4221E-009   2.1080E-024
    5.498125E+04   1.0000E-099   1.0000E+000   8.1142E-009   2.0383E-024
    5.632960E+04   1.0000E-099   1.0000E+000   7.6036E-009   1.9376E-024
