#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
3909.64 1.3716e-03 4.7697e-01 4.9464e-01 2.7015e-02
4148.46 1.4409e-03 5.0079e-01 4.7071e-01 2.7061e-02
4670.75 1.6198e-03 5.1511e-01 4.5682e-01 2.6442e-02
4956.05 8.6682e-04 4.5101e-01 5.1623e-01 3.1893e-02
5258.79 4.2087e-04 3.2979e-01 6.2574e-01 4.4044e-02
5580.02 1.4813e-04 2.4244e-01 7.0243e-01 5.4981e-02
5920.87 6.6413e-05 1.9777e-01 7.3877e-01 6.3396e-02
6282.54 3.7710e-05 1.6446e-01 7.6654e-01 6.8969e-02
6666.30 3.5811e-05 1.6574e-01 7.6015e-01 7.4077e-02
7073.50 3.4458e-05 1.5978e-01 7.6513e-01 7.5052e-02
7505.58 3.1180e-05 1.4864e-01 7.6904e-01 8.2289e-02
7964.05 3.9554e-05 1.5321e-01 7.6222e-01 8.4528e-02
8450.53 7.5231e-05 1.9145e-01 7.3122e-01 7.7247e-02
8966.72 1.6751e-04 2.4210e-01 6.8461e-01 7.3124e-02
9514.44 3.7027e-04 3.0258e-01 6.3337e-01 6.3676e-02
10095.62 7.7265e-04 3.9919e-01 5.4707e-01 5.2967e-02
10712.30 1.3514e-03 4.4892e-01 5.0476e-01 4.4965e-02
11366.65 2.3133e-03 5.3474e-01 4.2799e-01 3.4958e-02
12061.10 2.6833e-03 5.6192e-01 4.0161e-01 3.3787e-02
12793.43 3.8080e-03 6.0429e-01 3.6214e-01 2.9766e-02
13528.61 3.6710e-03 6.0076e-01 3.6248e-01 3.3096e-02
14194.74 3.2773e-03 5.9505e-01 3.7018e-01 3.1487e-02
14757.77 3.1133e-03 5.9278e-01 3.7026e-01 3.3855e-02
15240.48 4.4553e-03 6.2646e-01 3.4184e-01 2.7246e-02
15646.99 3.7708e-03 7.0504e-01 2.7701e-01 1.4174e-02
15960.30 7.3335e-03 7.7936e-01 2.0690e-01 6.4070e-03
16187.41 6.8579e-03 8.3082e-01 1.5786e-01 4.4570e-03
16354.17 7.0793e-03 8.3018e-01 1.5856e-01 4.1769e-03
16484.18 8.8401e-03 8.1674e-01 1.6962e-01 4.7985e-03
16593.12 3.1070e-03 8.1901e-01 1.7208e-01 5.8083e-03
16691.99 7.2672e-03 7.7716e-01 2.0830e-01 7.2718e-03
16788.59 1.9536e-03 7.7701e-01 2.1307e-01 7.9592e-03
16888.37 1.3396e-03 7.3237e-01 2.5507e-01 1.1216e-02
16998.79 2.1518e-03 7.0723e-01 2.7807e-01 1.2549e-02
17146.37 1.7046e-03 6.9767e-01 2.8885e-01 1.1776e-02
17415.23 1.4483e-03 6.5404e-01 3.2702e-01 1.7493e-02
17888.12 9.5166e-04 6.2627e-01 3.5000e-01 2.2781e-02
18532.37 3.9111e-04 5.8884e-01 3.7937e-01 3.1400e-02
19260.76 4.2257e-04 4.9372e-01 4.6470e-01 4.1153e-02
20034.10 3.5893e-04 4.3937e-01 5.0204e-01 5.8230e-02
20838.00 2.4236e-04 4.3463e-01 4.9809e-01 6.7042e-02
21647.97 4.2248e-04 3.6569e-01 5.2329e-01 1.1060e-01
22447.94 1.7581e-04 3.6024e-01 5.3826e-01 1.0132e-01
23245.88 1.0497e-04 2.2247e-01 6.3385e-01 1.4358e-01
24052.47 1.6489e-04 8.2795e-02 7.1759e-01 1.9945e-01
24867.72 4.1845e-05 8.2764e-02 6.9118e-01 2.2601e-01
25698.86 9.9065e-05 9.4990e-02 6.6366e-01 2.4125e-01
26587.16 5.4854e-06 1.3302e-02 6.9229e-01 2.9440e-01
27637.54 1.9325e-05 1.5531e-02 6.7040e-01 3.1405e-01
28986.97 6.5537e-05 4.2977e-02 5.7552e-01 3.8144e-01
#TIME: 243.21
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 6.1113e-03 8.2872e-01 1.6134e-01 3.8309e-03
1919.29 1.6624e-02 8.5660e-01 1.2412e-01 2.6519e-03
2581.60 7.6622e-03 8.2228e-01 1.6556e-01 4.4935e-03
3084.17 5.1976e-03 7.1539e-01 2.6987e-01 9.5442e-03
3472.46 2.7817e-03 6.0791e-01 3.7318e-01 1.6126e-02
3909.64 1.4316e-03 4.7507e-01 4.9569e-01 2.7812e-02
4148.46 1.5838e-03 4.7930e-01 4.9038e-01 2.8744e-02
4670.75 1.6940e-03 5.0340e-01 4.6846e-01 2.6438e-02
4956.05 1.0105e-03 4.3341e-01 5.3206e-01 3.3515e-02
5258.79 4.6182e-04 3.2873e-01 6.2401e-01 4.6792e-02
5580.02 1.5324e-04 2.5054e-01 6.9411e-01 5.5195e-02
5920.87 6.2064e-05 1.9514e-01 7.4162e-01 6.3182e-02
6282.54 3.8712e-05 1.6352e-01 7.6662e-01 6.9824e-02
6666.30 3.4006e-05 1.5568e-01 7.7093e-01 7.3354e-02
7073.50 3.1405e-05 1.4708e-01 7.7766e-01 7.5225e-02
7505.58 3.1433e-05 1.4767e-01 7.7271e-01 7.9593e-02
7964.05 3.8884e-05 1.5643e-01 7.6078e-01 8.2749e-02
8450.53 7.1801e-05 1.8092e-01 7.3944e-01 7.9563e-02
8966.72 1.7183e-04 2.4026e-01 6.8706e-01 7.2517e-02
9514.44 4.0319e-04 3.0159e-01 6.3380e-01 6.4204e-02
10095.62 7.6581e-04 3.9089e-01 5.5634e-01 5.2005e-02
10712.30 1.2442e-03 4.6395e-01 4.9220e-01 4.2603e-02
11366.65 1.9230e-03 5.1861e-01 4.4154e-01 3.7927e-02
12061.10 2.8859e-03 5.8122e-01 3.8365e-01 3.2240e-02
12793.43 4.3792e-03 6.0666e-01 3.5949e-01 2.9473e-02
13528.61 4.1895e-03 6.0583e-01 3.5958e-01 3.0400e-02
14194.74 3.3722e-03 5.7875e-01 3.8608e-01 3.1798e-02
14757.77 3.5381e-03 5.5488e-01 4.0609e-01 3.5484e-02
15240.48 5.1754e-03 6.0615e-01 3.6101e-01 2.7668e-02
15646.99 3.4591e-03 7.2455e-01 2.5897e-01 1.3023e-02
15960.30 6.6851e-03 7.9596e-01 1.9093e-01 6.4236e-03
16187.41 6.6040e-03 8.3106e-01 1.5789e-01 4.4493e-03
16354.17 5.9094e-03 8.3460e-01 1.5554e-01 3.9535e-03
16484.18 7.1357e-03 7.9684e-01 1.9121e-01 4.8108e-03
16593.12 6.1458e-03 7.9773e-01 1.8985e-01 6.2713e-03
16691.99 5.3663e-03 7.9231e-01 1.9524e-01 7.0774e-03
16788.59 1.3533e-03 7.9174e-01 1.9962e-01 7.2828e-03
16888.37 1.4052e-03 7.4979e-01 2.3979e-01 9.0232e-03
16998.79 1.7333e-03 7.4206e-01 2.4602e-01 1.0183e-02
17146.37 1.6393e-03 7.1374e-01 2.7232e-01 1.2305e-02
17415.23 2.1558e-03 6.6421e-01 3.1592e-01 1.7719e-02
17888.12 7.8987e-04 6.4606e-01 3.3097e-01 2.2183e-02
18532.37 4.5833e-04 5.7058e-01 4.0377e-01 2.5191e-02
19260.76 3.6918e-04 4.9632e-01 4.6504e-01 3.8268e-02
20034.10 3.8562e-04 4.2469e-01 5.2112e-01 5.3799e-02
20838.00 2.4452e-04 3.8488e-01 5.4829e-01 6.6587e-02
21647.97 4.4674e-04 3.1031e-01 5.9808e-01 9.1168e-02
22447.94 4.3086e-04 3.2788e-01 5.5278e-01 1.1891e-01
23245.88 1.6232e-04 1.5691e-01 6.5922e-01 1.8371e-01
24052.47 5.0196e-05 1.1897e-01 6.9412e-01 1.8686e-01
24867.72 7.3193e-05 1.6838e-01 6.2383e-01 2.0772e-01
25698.86 2.5569e-04 2.0475e-01 5.6535e-01 2.2965e-01
26587.16 3.1106e-05 1.1076e-01 4.7451e-01 4.1471e-01
27637.54 3.5489e-05 5.3990e-02 6.2608e-01 3.1990e-01
28986.97 3.9341e-05 1.0575e-01 5.3156e-01 3.6265e-01
#TIME: 246.70
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 3.9925e-02 8.0728e-01 1.4943e-01 3.3609e-03
1919.29 1.3973e-02 8.6190e-01 1.2161e-01 2.5141e-03
2581.60 7.6107e-03 8.2178e-01 1.6616e-01 4.4457e-03
3084.17 4.7099e-03 7.1743e-01 2.6859e-01 9.2730e-03
3472.46 2.6104e-03 5.9549e-01 3.8549e-01 1.6406e-02
3909.64 1.5003e-03 4.8095e-01 4.9067e-01 2.6876e-02
4148.46 1.4572e-03 4.8638e-01 4.8445e-01 2.7708e-02
4670.75 1.5943e-03 5.0591e-01 4.6585e-01 2.6641e-02
4956.05 9.8693e-04 4.4334e-01 5.2130e-01 3.4370e-02
5258.79 4.4047e-04 3.1455e-01 6.3669e-01 4.8321e-02
5580.02 1.5261e-04 2.5115e-01 6.9362e-01 5.5077e-02
5920.87 6.0664e-05 1.9189e-01 7.4414e-01 6.3907e-02
6282.54 3.9867e-05 1.6433e-01 7.6466e-01 7.0975e-02
6666.30 3.6744e-05 1.6210e-01 7.6397e-01 7.3895e-02
7073.50 2.9520e-05 1.4734e-01 7.7615e-01 7.6487e-02
7505.58 3.1875e-05 1.4485e-01 7.7323e-01 8.1880e-02
7964.05 3.8733e-05 1.6177e-01 7.5508e-01 8.3113e-02
8450.53 7.4248e-05 1.8901e-01 7.3220e-01 7.8722e-02
8966.72 1.6306e-04 2.2594e-01 6.9989e-01 7.4006e-02
9514.44 3.6545e-04 3.0329e-01 6.3231e-01 6.4030e-02
10095.62 7.5933e-04 3.8183e-01 5.6341e-01 5.4008e-02
10712.30 1.3047e-03 4.9519e-01 4.6305e-01 4.0460e-02
11366.65 2.0901e-03 5.4503e-01 4.1803e-01 3.4855e-02
12061.10 3.2383e-03 5.8648e-01 3.7934e-01 3.0942e-02
12793.43 3.1000e-03 5.9360e-01 3.7179e-01 3.1502e-02
13528.61 4.7649e-03 6.1023e-01 3.5472e-01 3.0288e-02
14194.74 3.6569e-03 5.9689e-01 3.6675e-01 3.2711e-02
14757.77 2.8524e-03 6.0030e-01 3.6305e-01 3.3798e-02
15240.48 2.8319e-03 6.2574e-01 3.4590e-01 2.5534e-02
15646.99 4.7160e-03 7.3087e-01 2.5320e-01 1.1210e-02
15960.30 7.7746e-03 8.1368e-01 1.7269e-01 5.8571e-03
16187.41 6.9539e-03 8.1879e-01 1.6965e-01 4.6039e-03
16354.17 5.7483e-03 8.3150e-01 1.5867e-01 4.0813e-03
16484.18 3.8591e-03 8.3402e-01 1.5765e-01 4.4633e-03
16593.12 3.5150e-03 7.9776e-01 1.9293e-01 5.7909e-03
16691.99 5.9004e-03 8.0364e-01 1.8366e-01 6.8018e-03
16788.59 2.3917e-03 7.4535e-01 2.4325e-01 9.0084e-03
16888.37 2.6483e-03 7.6795e-01 2.2039e-01 9.0087e-03
16998.79 2.1569e-03 7.5326e-01 2.3467e-01 9.9121e-03
17146.37 1.4888e-03 7.4161e-01 2.4454e-01 1.2365e-02
17415.23 1.4558e-03 6.8402e-01 2.9913e-01 1.5387e-02
17888.12 9.5116e-04 6.1825e-01 3.5892e-01 2.1873e-02
18532.37 8.1387e-04 5.6680e-01 4.0330e-01 2.9087e-02
19260.76 5.1379e-04 5.7316e-01 3.9326e-01 3.3066e-02
20034.10 3.9159e-04 4.2914e-01 5.0983e-01 6.0636e-02
20838.00 2.2252e-04 3.2231e-01 6.0778e-01 6.9685e-02
21647.97 2.7593e-04 3.0850e-01 6.0253e-01 8.8696e-02
22447.94 2.4351e-04 2.8491e-01 6.0200e-01 1.1285e-01
23245.88 8.5573e-05 1.1643e-01 7.3791e-01 1.4558e-01
24052.47 1.3269e-04 2.2436e-01 5.4122e-01 2.3429e-01
24867.72 4.3985e-05 7.7340e-02 7.1119e-01 2.1142e-01
25698.86 2.6006e-04 2.0328e-01 5.6544e-01 2.3102e-01
26587.16 2.5855e-04 1.7707e-01 5.6336e-01 2.5931e-01
27637.54 6.8560e-05 1.4821e-01 5.5674e-01 2.9498e-01
28986.97 6.1817e-05 1.1282e-01 5.5199e-01 3.3513e-01
#TIME: 250.25
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 2.5244e-02 8.3695e-01 1.3481e-01 2.9973e-03
1919.29 1.4502e-02 8.6527e-01 1.1786e-01 2.3684e-03
2581.60 7.6673e-03 8.2780e-01 1.6043e-01 4.1035e-03
3084.17 5.0238e-03 7.1849e-01 2.6729e-01 9.1982e-03
3472.46 2.9414e-03 6.0718e-01 3.7380e-01 1.6083e-02
3909.64 1.4594e-03 4.8768e-01 4.8428e-01 2.6582e-02
4148.46 1.6733e-03 4.9907e-01 4.7196e-01 2.7298e-02
4670.75 1.7035e-03 5.3008e-01 4.4310e-01 2.5122e-02
4956.05 1.1242e-03 4.5787e-01 5.0912e-01 3.1887e-02
5258.79 4.6764e-04 3.2075e-01 6.3473e-01 4.4054e-02
5580.02 1.6086e-04 2.5386e-01 6.9310e-01 5.2878e-02
5920.87 7.3071e-05 2.0919e-01 7.2980e-01 6.0930e-02
6282.54 3.9852e-05 1.6588e-01 7.6424e-01 6.9841e-02
6666.30 3.7534e-05 1.5955e-01 7.6528e-01 7.5125e-02
7073.50 3.2363e-05 1.5493e-01 7.6878e-01 7.6255e-02
7505.58 3.3821e-05 1.4935e-01 7.7053e-01 8.0088e-02
7964.05 3.8584e-05 1.4944e-01 7.6732e-01 8.3196e-02
8450.53 7.6487e-05 1.8964e-01 7.3247e-01 7.7812e-02
8966.72 1.8623e-04 2.4693e-01 6.8119e-01 7.1695e-02
9514.44 3.9435e-04 3.1436e-01 6.2322e-01 6.2020e-02
10095.62 8.7400e-04 3.9423e-01 5.5208e-01 5.2813e-02
10712.30 1.5320e-03 4.8090e-01 4.7480e-01 4.2765e-02
11366.65 2.2784e-03 5.2274e-01 4.3636e-01 3.8620e-02
12061.10 2.7602e-03 5.9308e-01 3.7331e-01 3.0845e-02
12793.43 3.6993e-03 6.0644e-01 3.5973e-01 3.0129e-02
13528.61 3.8575e-03 6.2599e-01 3.4235e-01 2.7798e-02
14194.74 5.1519e-03 6.2219e-01 3.4392e-01 2.8738e-02
14757.77 7.8255e-03 6.3274e-01 3.3121e-01 2.8223e-02
15240.48 3.1967e-03 6.3500e-01 3.3685e-01 2.4957e-02
15646.99 4.2017e-03 7.2466e-01 2.5841e-01 1.2728e-02
15960.30 7.1909e-03 8.0242e-01 1.8475e-01 5.6445e-03
16187.41 4.8685e-03 8.2859e-01 1.6237e-01 4.1677e-03
16354.17 6.6281e-03 8.3200e-01 1.5723e-01 4.1427e-03
16484.18 4.9963e-03 8.3179e-01 1.5923e-01 3.9893e-03
16593.12 4.2231e-03 7.8733e-01 2.0246e-01 5.9807e-03
16691.99 4.6629e-03 7.6457e-01 2.2362e-01 7.1550e-03
16788.59 1.7719e-03 8.0335e-01 1.8867e-01 6.2091e-03
16888.37 1.6458e-03 7.5566e-01 2.3272e-01 9.9740e-03
16998.79 1.8334e-03 7.5209e-01 2.3623e-01 9.8489e-03
17146.37 1.8699e-03 7.3800e-01 2.4912e-01 1.1016e-02
17415.23 1.1266e-03 7.1553e-01 2.6957e-01 1.3774e-02
17888.12 6.6935e-04 6.1849e-01 3.5928e-01 2.1553e-02
18532.37 7.5386e-04 6.2252e-01 3.4938e-01 2.7346e-02
19260.76 4.8924e-04 5.5681e-01 4.0884e-01 3.3862e-02
20034.10 3.3515e-04 3.8854e-01 5.4524e-01 6.5886e-02
20838.00 4.1273e-04 3.5635e-01 5.7154e-01 7.1700e-02
21647.97 2.6099e-04 3.2275e-01 5.9299e-01 8.4001e-02
22447.94 5.2415e-04 2.6443e-01 5.9744e-01 1.3761e-01
23245.88 2.6533e-04 2.5559e-01 5.6958e-01 1.7457e-01
24052.47 1.2490e-04 2.1876e-01 5.6359e-01 2.1753e-01
24867.72 9.9651e-05 1.2888e-01 6.6263e-01 2.0839e-01
25698.86 1.0694e-04 1.3927e-01 6.3555e-01 2.2507e-01
26587.16 1.1834e-04 1.6556e-01 5.6050e-01 2.7382e-01
27637.54 4.4371e-05 1.3323e-01 5.4870e-01 3.1803e-01
28986.97 6.1253e-05 4.0884e-02 6.1576e-01 3.4330e-01
#TIME: 253.85
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.4443e-02 8.4989e-01 1.3278e-01 2.8876e-03
1919.29 1.4564e-02 8.6560e-01 1.1749e-01 2.3558e-03
2581.60 8.6936e-03 8.2448e-01 1.6253e-01 4.2972e-03
3084.17 5.0358e-03 7.2296e-01 2.6295e-01 9.0448e-03
3472.46 2.8421e-03 6.0575e-01 3.7528e-01 1.6123e-02
3909.64 1.6291e-03 4.7165e-01 4.9992e-01 2.6795e-02
4148.46 1.4083e-03 4.8120e-01 4.8903e-01 2.8361e-02
4670.75 1.6356e-03 5.1951e-01 4.5343e-01 2.5416e-02
4956.05 1.1291e-03 4.4560e-01 5.2051e-01 3.2767e-02
5258.79 4.2646e-04 3.2064e-01 6.3395e-01 4.4981e-02
5580.02 1.6428e-04 2.4623e-01 6.9874e-01 5.4869e-02
5920.87 7.1905e-05 2.0474e-01 7.3130e-01 6.3894e-02
6282.54 4.0409e-05 1.6863e-01 7.6019e-01 7.1138e-02
6666.30 3.5215e-05 1.5112e-01 7.7475e-01 7.4101e-02
7073.50 3.4141e-05 1.6088e-01 7.6431e-01 7.4770e-02
7505.58 3.4659e-05 1.5563e-01 7.6469e-01 7.9638e-02
7964.05 4.2022e-05 1.6127e-01 7.5583e-01 8.2855e-02
8450.53 7.8423e-05 1.9257e-01 7.3001e-01 7.7348e-02
8966.72 1.7778e-04 2.3127e-01 6.9653e-01 7.2027e-02
9514.44 3.9945e-04 3.0525e-01 6.3068e-01 6.3670e-02
10095.62 7.9251e-04 3.8405e-01 5.6201e-01 5.3152e-02
10712.30 1.3547e-03 4.5235e-01 5.0184e-01 4.4454e-02
11366.65 2.3005e-03 5.3000e-01 4.3161e-01 3.6090e-02
12061.10 3.2497e-03 5.6778e-01 3.9639e-01 3.2586e-02
12793.43 3.4718e-03 6.0835e-01 3.5954e-01 2.8637e-02
13528.61 3.3090e-03 5.8159e-01 3.8265e-01 3.2459e-02
14194.74 4.0904e-03 5.9470e-01 3.6874e-01 3.2470e-02
14757.77 2.8225e-03 5.7616e-01 3.8766e-01 3.3354e-02
15240.48 6.5325e-03 6.5820e-01 3.1255e-01 2.2713e-02
15646.99 5.0102e-03 7.1128e-01 2.7116e-01 1.2552e-02
15960.30 1.1167e-02 8.1754e-01 1.6596e-01 5.3294e-03
16187.41 6.0691e-03 8.3867e-01 1.5120e-01 4.0558e-03
16354.17 8.2727e-03 8.3447e-01 1.5318e-01 4.0746e-03
16484.18 6.0366e-03 8.3594e-01 1.5397e-01 4.0540e-03
16593.12 3.6760e-03 8.0328e-01 1.8753e-01 5.5108e-03
16691.99 7.2930e-03 7.7480e-01 2.1037e-01 7.5325e-03
16788.59 7.0465e-03 7.6549e-01 2.1932e-01 8.1421e-03
16888.37 3.0138e-03 7.6813e-01 2.2056e-01 8.2946e-03
16998.79 2.0605e-03 7.0662e-01 2.8069e-01 1.0634e-02
17146.37 1.9713e-03 7.4564e-01 2.4126e-01 1.1133e-02
17415.23 1.8748e-03 7.0399e-01 2.7895e-01 1.5178e-02
17888.12 7.5894e-04 6.0827e-01 3.6898e-01 2.1989e-02
18532.37 9.1355e-04 5.9194e-01 3.7757e-01 2.9580e-02
19260.76 4.9944e-04 5.6405e-01 4.0076e-01 3.4693e-02
20034.10 3.3906e-04 4.7608e-01 4.7555e-01 4.8024e-02
20838.00 4.1412e-04 4.1157e-01 5.1697e-01 7.1041e-02
21647.97 1.8857e-04 3.0867e-01 6.0768e-01 8.3456e-02
22447.94 2.0910e-04 2.4668e-01 6.2271e-01 1.3040e-01
23245.88 2.3566e-04 2.1154e-01 6.2791e-01 1.6032e-01
24052.47 1.0262e-04 8.8067e-02 6.2539e-01 2.8644e-01
24867.72 2.4418e-05 5.6911e-02 7.3624e-01 2.0683e-01
25698.86 7.8805e-05 1.3802e-01 6.2494e-01 2.3696e-01
26587.16 1.5925e-04 1.8667e-01 5.6528e-01 2.4788e-01
27637.54 3.4511e-04 1.6248e-01 5.6145e-01 2.7573e-01
28986.97 2.5927e-05 3.2881e-02 6.0148e-01 3.6561e-01
#TIME: 257.49
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.3962e-02 8.5964e-01 1.2379e-01 2.6077e-03
1919.29 1.2564e-02 8.7122e-01 1.1399e-01 2.2311e-03
2581.60 7.5065e-03 8.3123e-01 1.5729e-01 3.9762e-03
3084.17 4.8837e-03 7.2084e-01 2.6509e-01 9.1876e-03
3472.46 2.8876e-03 6.0654e-01 3.7442e-01 1.6151e-02
3909.64 1.5886e-03 4.9175e-01 4.8070e-01 2.5955e-02
4148.46 1.6793e-03 5.0317e-01 4.6793e-01 2.7211e-02
4670.75 1.8687e-03 5.1416e-01 4.5757e-01 2.6399e-02
4956.05 1.1261e-03 4.4002e-01 5.2521e-01 3.3643e-02
5258.79 4.7925e-04 3.3927e-01 6.1685e-01 4.3398e-02
5580.02 1.6236e-04 2.5202e-01 6.9357e-01 5.4252e-02
5920.87 7.6407e-05 2.0272e-01 7.3457e-01 6.2640e-02
6282.54 3.8850e-05 1.6651e-01 7.6328e-01 7.0171e-02
6666.30 3.6682e-05 1.5247e-01 7.7435e-01 7.3141e-02
7073.50 3.2960e-05 1.5296e-01 7.7008e-01 7.6932e-02
7505.58 3.0778e-05 1.3658e-01 7.7938e-01 8.4001e-02
7964.05 4.4006e-05 1.6201e-01 7.5460e-01 8.3342e-02
8450.53 7.6268e-05 1.8118e-01 7.3908e-01 7.9660e-02
8966.72 1.8988e-04 2.4541e-01 6.8457e-01 6.9831e-02
9514.44 3.6861e-04 2.8976e-01 6.4460e-01 6.5278e-02
10095.62 8.3274e-04 3.8393e-01 5.6125e-01 5.3983e-02
10712.30 1.3860e-03 4.6886e-01 4.8819e-01 4.1569e-02
11366.65 2.1709e-03 5.2301e-01 4.3787e-01 3.6953e-02
12061.10 2.8833e-03 5.6691e-01 3.9781e-01 3.2402e-02
12793.43 3.0477e-03 5.9033e-01 3.7594e-01 3.0687e-02
13528.61 4.0577e-03 6.0389e-01 3.6301e-01 2.9038e-02
14194.74 4.4340e-03 6.0321e-01 3.6108e-01 3.1272e-02
14757.77 4.9487e-03 6.0195e-01 3.6294e-01 3.0158e-02
15240.48 5.3394e-03 5.9143e-01 3.7620e-01 2.7027e-02
15646.99 5.5433e-03 7.4669e-01 2.3665e-01 1.1114e-02
15960.30 8.8476e-03 8.1293e-01 1.7279e-01 5.4299e-03
16187.41 9.7743e-03 8.4192e-01 1.4455e-01 3.7608e-03
16354.17 7.4241e-03 8.4122e-01 1.4795e-01 3.4087e-03
16484.18 5.8630e-03 8.4424e-01 1.4578e-01 4.1154e-03
16593.12 4.8334e-03 7.8176e-01 2.0707e-01 6.3306e-03
16691.99 1.1111e-02 7.6274e-01 2.1861e-01 7.5428e-03
16788.59 5.2558e-03 7.9649e-01 1.9118e-01 7.0766e-03
16888.37 2.2679e-03 7.4570e-01 2.4140e-01 1.0635e-02
16998.79 2.2137e-03 7.3890e-01 2.4867e-01 1.0216e-02
17146.37 2.9645e-03 7.4016e-01 2.4492e-01 1.1949e-02
17415.23 1.3202e-03 7.1509e-01 2.7050e-01 1.3090e-02
17888.12 1.1184e-03 6.6665e-01 3.1362e-01 1.8614e-02
18532.37 9.5640e-04 5.7785e-01 3.9431e-01 2.6877e-02
19260.76 6.5314e-04 5.8735e-01 3.8099e-01 3.1004e-02
20034.10 2.6680e-04 4.7955e-01 4.6843e-01 5.1758e-02
20838.00 2.1036e-04 4.1885e-01 5.1763e-01 6.3312e-02
21647.97 1.8436e-04 3.1622e-01 5.9973e-01 8.3860e-02
22447.94 1.7814e-04 2.4646e-01 6.0967e-01 1.4370e-01
23245.88 1.0084e-04 2.3583e-01 6.2680e-01 1.3727e-01
24052.47 6.5092e-05 1.1029e-01 7.1258e-01 1.7707e-01
24867.72 1.0353e-04 7.4535e-02 5.8476e-01 3.4060e-01
25698.86 1.4207e-04 4.5459e-02 7.1696e-01 2.3744e-01
26587.16 1.5421e-04 1.8297e-01 5.6438e-01 2.5249e-01
27637.54 3.3080e-04 1.5753e-01 5.6017e-01 2.8196e-01
28986.97 1.8107e-04 4.5171e-02 5.9481e-01 3.5983e-01
#TIME: 261.20
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.3219e-02 8.5795e-01 1.2621e-01 2.6271e-03
1919.29 8.1667e-03 8.4631e-01 1.4240e-01 3.1215e-03
2581.60 7.4635e-03 8.3125e-01 1.5719e-01 4.0932e-03
3084.17 5.1773e-03 7.2983e-01 2.5620e-01 8.7867e-03
3472.46 2.7806e-03 6.0083e-01 3.8031e-01 1.6081e-02
3909.64 1.6661e-03 4.9092e-01 4.7947e-01 2.7943e-02
4148.46 1.6331e-03 4.9417e-01 4.7730e-01 2.6897e-02
4670.75 1.7238e-03 5.2837e-01 4.4512e-01 2.4794e-02
4956.05 1.0685e-03 4.2835e-01 5.3672e-01 3.3863e-02
5258.79 4.2401e-04 3.1092e-01 6.4205e-01 4.6602e-02
5580.02 1.6972e-04 2.5299e-01 6.9158e-01 5.5260e-02
5920.87 7.1123e-05 1.9582e-01 7.4099e-01 6.3118e-02
6282.54 4.1532e-05 1.6445e-01 7.6377e-01 7.1742e-02
6666.30 3.6109e-05 1.6008e-01 7.6654e-01 7.3341e-02
7073.50 3.3157e-05 1.5276e-01 7.7120e-01 7.6010e-02
7505.58 3.3491e-05 1.5083e-01 7.6682e-01 8.2319e-02
7964.05 4.1121e-05 1.5519e-01 7.6150e-01 8.3270e-02
8450.53 8.0953e-05 1.9355e-01 7.2726e-01 7.9112e-02
8966.72 1.8775e-04 2.3668e-01 6.9180e-01 7.1331e-02
9514.44 3.8523e-04 3.0127e-01 6.3410e-01 6.4253e-02
10095.62 8.2355e-04 3.8691e-01 5.5914e-01 5.3126e-02
10712.30 1.3739e-03 4.6690e-01 4.8834e-01 4.3380e-02
11366.65 2.6803e-03 5.6138e-01 4.0298e-01 3.2960e-02
12061.10 3.6153e-03 5.6649e-01 3.9783e-01 3.2061e-02
12793.43 3.7791e-03 5.7878e-01 3.8700e-01 3.0440e-02
13528.61 3.4786e-03 6.0833e-01 3.5893e-01 2.9262e-02
14194.74 4.0045e-03 6.0491e-01 3.6031e-01 3.0781e-02
14757.77 4.2429e-03 6.2255e-01 3.4429e-01 2.8915e-02
15240.48 4.4099e-03 6.4249e-01 3.2672e-01 2.6380e-02
15646.99 4.3507e-03 7.5788e-01 2.2691e-01 1.0852e-02
15960.30 8.6402e-03 8.2552e-01 1.6097e-01 4.8732e-03
16187.41 7.8917e-03 8.4103e-01 1.4730e-01 3.7793e-03
16354.17 8.0404e-03 8.4916e-01 1.3944e-01 3.3560e-03
16484.18 5.8659e-03 8.3436e-01 1.5595e-01 3.8269e-03
16593.12 3.3122e-03 8.3016e-01 1.6165e-01 4.8747e-03
16691.99 6.7159e-03 7.7416e-01 2.1135e-01 7.7697e-03
16788.59 2.4993e-03 8.0747e-01 1.8365e-01 6.3792e-03
16888.37 2.6369e-03 7.4263e-01 2.4436e-01 1.0369e-02
16998.79 1.8380e-03 7.5171e-01 2.3718e-01 9.2782e-03
