#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           ar0           ar1           ar2           ar3
    8.772128E+02   3.5587E-019   9.8249E-012   2.3761E-005   9.9998E-001
    8.826573E+02   3.5587E-019   9.8250E-012   2.3761E-005   9.9998E-001
    8.991942E+02   3.5587E-019   9.8250E-012   2.3761E-005   9.9998E-001
    9.332033E+02   3.5587E-019   9.8250E-012   2.3761E-005   9.9998E-001
    9.912889E+02   3.5587E-019   9.8250E-012   2.3761E-005   9.9998E-001
    1.052238E+03   3.5587E-019   9.8250E-012   2.3761E-005   9.9998E-001
    1.116940E+03   3.5588E-019   9.8252E-012   2.3763E-005   9.9998E-001
    1.185621E+03   3.5592E-019   9.8273E-012   2.3784E-005   9.9998E-001
    1.258525E+03   3.5601E-019   9.8317E-012   2.3826E-005   9.9998E-001
    1.335911E+03   3.5951E-019   9.9010E-012   2.3974E-005   9.9998E-001
    1.418056E+03   3.5677E-019   9.8634E-012   2.4102E-005   9.9998E-001
    1.505253E+03   6.6521E-020   3.3236E-012   1.6767E-005   9.9998E-001
    1.597810E+03   6.1584E-020   3.1586E-012   1.6395E-005   9.9998E-001
    1.696060E+03   3.2249E-020   2.0730E-012   1.4079E-005   9.9999E-001
    1.800350E+03   2.9556E-020   1.9640E-012   1.4027E-005   9.9999E-001
    1.911054E+03   1.2145E-020   1.1017E-012   1.1438E-005   9.9999E-001
    2.028564E+03   9.5232E-021   9.4138E-013   1.0877E-005   9.9999E-001
    2.153300E+03   4.6784E-021   5.9327E-013   9.2638E-006   9.9999E-001
    2.285707E+03   2.3338E-021   3.7675E-013   7.8051E-006   9.9999E-001
    2.426255E+03   1.2990E-021   2.5668E-013   6.7071E-006   9.9999E-001
