#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
7505.58 1.31e-14 6.36e-06 9.45e-01 5.54e-02 1.97e-10 2.99e-30 3.09e-39 
7964.05 3.02e-14 1.21e-05 9.86e-01 1.44e-02 5.59e-12 9.27e-33 3.72e-39 
8450.53 8.96e-14 2.65e-05 9.97e-01 2.83e-03 8.88e-14 2.98e-37 4.48e-39 
8966.72 2.76e-13 5.92e-05 9.99e-01 5.01e-04 1.43e-15 1.32e-37 5.77e-39 
9514.44 1.09e-12 1.62e-04 1.00e+00 5.37e-05 2.69e-18 1.82e-37 8.13e-39 
10095.62 5.34e-12 5.21e-04 9.99e-01 2.83e-06 1.11e-21 2.71e-37 1.24e-38 
10712.30 2.78e-11 1.74e-03 9.98e-01 5.77e-07 1.42e-23 4.65e-37 2.17e-38 
11366.65 1.55e-10 6.21e-03 9.94e-01 6.69e-09 9.37e-29 9.55e-37 4.54e-38 
12061.10 8.02e-10 2.16e-02 9.78e-01 7.87e-10 9.19e-31 2.30e-36 1.12e-37 
12793.43 3.99e-09 7.16e-02 9.28e-01 4.36e-11 2.08e-34 5.48e-36 2.70e-37 
13528.61 1.85e-08 2.17e-01 7.83e-01 4.83e-13 6.14e-37 1.22e-35 6.13e-37 
14194.74 5.42e-08 4.42e-01 5.58e-01 1.86e-14 1.35e-36 2.64e-35 1.35e-36 
14757.77 1.05e-07 6.81e-01 3.19e-01 2.61e-16 2.94e-36 5.67e-35 2.94e-36 
15240.48 2.08e-07 7.85e-01 2.15e-01 3.28e-17 5.82e-36 1.11e-34 5.81e-36 
15646.99 5.77e-07 9.82e-01 1.81e-02 5.79e-20 1.09e-35 2.05e-34 1.09e-35 
15960.30 1.43e-06 9.91e-01 8.61e-03 1.14e-20 1.80e-35 3.37e-34 1.80e-35 
16187.41 1.84e-06 9.98e-01 1.73e-03 1.85e-23 3.56e-35 6.61e-34 3.55e-35 
16354.17 2.44e-06 9.99e-01 7.13e-04 3.75e-24 7.03e-35 1.30e-33 7.03e-35 
16484.18 2.11e-06 9.99e-01 5.51e-04 8.19e-25 1.30e-34 2.39e-33 1.30e-34 
16593.12 2.06e-06 9.95e-01 4.52e-03 5.82e-22 9.35e-25 3.61e-33 1.96e-34 
16691.99 1.46e-06 1.00e+00 3.72e-04 5.88e-34 2.51e-34 4.60e-33 2.51e-34 
16788.59 1.35e-06 1.00e+00 3.53e-04 6.93e-34 2.96e-34 5.41e-33 2.96e-34 
16888.37 1.38e-06 1.00e+00 3.24e-04 7.94e-34 3.40e-34 6.20e-33 3.39e-34 
16998.79 2.39e-06 1.00e+00 2.94e-04 1.32e-25 3.90e-34 7.09e-33 3.90e-34 
17146.37 1.49e-06 1.00e+00 1.84e-04 1.02e-33 4.39e-34 7.98e-33 4.39e-34 
17415.23 1.29e-06 1.00e+00 1.70e-04 1.10e-33 4.74e-34 8.56e-33 4.74e-34 
17888.12 2.68e-06 1.00e+00 3.54e-04 1.58e-26 4.85e-34 8.70e-33 4.85e-34 
18532.37 1.25e-06 9.98e-01 1.60e-03 1.09e-33 4.71e-34 8.38e-33 4.71e-34 
19260.76 1.75e-06 1.00e+00 4.51e-04 1.18e-33 5.16e-34 9.10e-33 5.16e-34 
20034.10 1.52e-06 1.00e+00 7.31e-06 1.53e-33 6.72e-34 1.17e-32 6.72e-34 
20838.00 1.55e-06 1.00e+00 4.38e-06 2.22e-33 9.79e-34 1.69e-32 9.79e-34 
21647.97 1.27e-06 1.00e+00 6.41e-06 3.31e-33 1.46e-33 2.51e-32 1.46e-33 
22447.94 1.75e-06 1.00e+00 1.27e-06 5.19e-33 2.31e-33 3.93e-32 2.31e-33 
23245.88 2.12e-06 1.00e+00 4.19e-07 7.75e-33 3.46e-33 5.85e-32 3.46e-33 
24052.47 2.59e-06 1.00e+00 5.28e-08 1.04e-32 4.66e-33 7.80e-32 4.66e-33 
24867.72 1.47e-06 1.00e+00 4.82e-08 1.29e-32 5.82e-33 9.69e-32 5.82e-33 
25698.86 2.18e-06 1.00e+00 1.36e-08 1.64e-32 7.43e-33 1.23e-31 7.43e-33 
26587.16 2.46e-06 1.00e+00 4.04e-08 2.35e-32 1.06e-32 1.75e-31 1.06e-32 
27637.54 2.91e-06 1.00e+00 1.62e-06 1.72e-28 1.91e-32 3.13e-31 1.91e-32 
28986.97 2.81e-06 1.00e+00 4.52e-09 1.10e-31 4.98e-32 8.18e-31 4.98e-32 
#TIME: 23.09 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 4.94e-17 1.94e-08 2.70e-02 9.73e-01 2.28e-04 1.82e-16 1.65e-34 
999.11 5.85e-17 2.22e-08 2.94e-02 9.70e-01 2.12e-04 1.13e-16 1.25e-35 
1267.34 6.92e-17 2.58e-08 3.26e-02 9.67e-01 1.79e-04 6.71e-17 2.40e-36 
1514.05 8.10e-17 2.92e-08 3.49e-02 9.65e-01 1.49e-04 3.54e-17 1.82e-36 
1808.80 7.40e-17 2.79e-08 3.41e-02 9.66e-01 1.69e-04 8.12e-17 3.10e-36 
1919.29 8.68e-17 3.22e-08 3.78e-02 9.62e-01 1.64e-04 5.97e-17 4.69e-36 
2160.92 7.70e-17 3.01e-08 3.64e-02 9.64e-01 1.35e-04 3.58e-17 6.77e-37 
2292.92 6.80e-17 2.80e-08 3.53e-02 9.65e-01 1.57e-04 6.48e-17 5.72e-36 
2432.98 6.46e-17 2.79e-08 3.60e-02 9.64e-01 1.44e-04 5.22e-17 3.43e-37 
2581.60 6.24e-17 2.78e-08 3.62e-02 9.64e-01 1.41e-04 4.98e-17 1.75e-36 
2739.29 6.97e-17 3.13e-08 3.99e-02 9.60e-01 1.26e-04 3.95e-17 4.89e-36 
2906.62 8.34e-17 3.75e-08 4.58e-02 9.54e-01 9.78e-05 2.16e-17 5.23e-37 
3084.17 8.89e-17 4.17e-08 5.07e-02 9.49e-01 8.33e-05 1.31e-17 2.31e-38 
3272.56 8.56e-17 4.34e-08 5.42e-02 9.46e-01 6.43e-05 6.57e-18 1.59e-38 
3472.46 9.32e-17 5.02e-08 6.21e-02 9.38e-01 5.20e-05 4.37e-18 5.01e-38 
3684.57 1.01e-16 5.89e-08 7.18e-02 9.28e-01 3.71e-05 1.46e-18 1.31e-38 
3909.64 1.08e-16 6.96e-08 8.45e-02 9.15e-01 3.88e-05 8.64e-19 1.61e-39 
4148.46 1.44e-16 9.55e-08 1.07e-01 8.93e-01 2.09e-05 2.67e-19 2.15e-39 
4401.86 2.62e-16 1.59e-07 1.48e-01 8.52e-01 6.59e-06 1.30e-20 2.40e-39 
4670.75 4.73e-16 2.69e-07 2.07e-01 7.93e-01 3.35e-06 3.84e-21 2.37e-39 
4956.05 6.37e-16 3.80e-07 2.69e-01 7.31e-01 1.51e-06 4.08e-22 2.31e-39 
5258.79 7.70e-16 4.88e-07 3.23e-01 6.77e-01 1.00e-06 1.88e-22 2.25e-39 
5580.02 1.28e-15 8.05e-07 4.43e-01 5.57e-01 1.44e-06 1.89e-22 2.18e-39 
5920.87 2.04e-15 1.25e-06 5.65e-01 4.35e-01 1.62e-07 3.54e-24 2.22e-39 
6282.54 3.28e-15 1.98e-06 7.07e-01 2.93e-01 8.03e-07 1.16e-22 2.37e-39 
6666.30 5.63e-15 3.16e-06 8.29e-01 1.71e-01 1.04e-08 1.62e-26 2.53e-39 
7073.50 1.04e-14 5.24e-06 9.20e-01 7.96e-02 9.18e-10 6.01e-29 2.78e-39 
7505.58 1.94e-14 8.67e-06 9.69e-01 3.09e-02 4.18e-11 4.37e-31 3.28e-39 
7964.05 4.56e-14 1.67e-05 9.93e-01 7.26e-03 9.51e-13 9.80e-35 3.95e-39 
8450.53 1.35e-13 3.60e-05 9.99e-01 1.24e-03 7.98e-15 1.11e-37 4.76e-39 
8966.72 4.39e-13 8.58e-05 1.00e+00 2.58e-04 1.76e-16 1.40e-37 6.13e-39 
9514.44 1.59e-12 2.19e-04 1.00e+00 3.24e-05 7.33e-19 1.93e-37 8.65e-39 
10095.62 7.49e-12 6.74e-04 9.99e-01 3.77e-06 2.92e-21 2.87e-37 1.32e-38 
10712.30 3.84e-11 2.20e-03 9.98e-01 9.29e-08 1.16e-25 4.92e-37 2.30e-38 
11366.65 2.23e-10 8.19e-03 9.92e-01 3.88e-09 3.54e-29 1.01e-36 4.83e-38 
12061.10 1.07e-09 2.64e-02 9.74e-01 2.20e-09 1.21e-29 2.43e-36 1.19e-37 
12793.43 5.59e-09 9.10e-02 9.09e-01 7.65e-12 7.62e-37 5.80e-36 2.87e-37 
13528.61 2.26e-08 2.40e-01 7.60e-01 2.50e-13 6.53e-37 1.29e-35 6.52e-37 
14194.74 7.47e-08 5.60e-01 4.40e-01 5.90e-15 1.43e-36 2.79e-35 1.43e-36 
14757.77 1.33e-07 7.54e-01 2.46e-01 1.67e-16 3.13e-36 5.99e-35 3.12e-36 
15240.48 2.87e-07 9.27e-01 7.30e-02 9.35e-19 6.18e-36 1.17e-34 6.18e-36 
15646.99 7.07e-07 9.76e-01 2.35e-02 5.77e-20 1.16e-35 2.17e-34 1.16e-35 
15960.30 1.54e-06 9.97e-01 3.50e-03 7.59e-23 1.92e-35 3.56e-34 1.91e-35 
16187.41 2.30e-06 9.98e-01 1.94e-03 1.48e-23 3.78e-35 6.99e-34 3.78e-35 
16354.17 1.80e-06 1.00e+00 3.99e-04 1.76e-34 7.47e-35 1.38e-33 7.47e-35 
16484.18 1.90e-06 1.00e+00 2.98e-04 1.47e-26 1.38e-34 2.53e-33 1.38e-34 
16593.12 1.78e-06 9.98e-01 2.39e-03 4.89e-34 2.09e-34 3.82e-33 2.09e-34 
16691.99 1.57e-06 1.00e+00 2.52e-04 6.23e-34 2.67e-34 4.86e-33 2.67e-34 
16788.59 1.73e-06 1.00e+00 1.88e-04 1.35e-27 3.14e-34 5.73e-33 3.14e-34 
16888.37 1.46e-06 1.00e+00 2.03e-04 8.42e-34 3.61e-34 6.56e-33 3.61e-34 
16998.79 2.98e-06 1.00e+00 2.46e-04 7.11e-26 4.14e-34 7.51e-33 4.14e-34 
17146.37 1.52e-06 1.00e+00 1.15e-04 1.09e-33 4.67e-34 8.44e-33 4.67e-34 
17415.23 1.56e-06 1.00e+00 2.14e-04 1.17e-33 5.04e-34 9.07e-33 5.04e-34 
17888.12 1.44e-06 9.98e-01 2.12e-03 1.19e-33 5.15e-34 9.21e-33 5.15e-34 
18532.37 1.46e-06 1.00e+00 2.62e-05 1.15e-33 5.01e-34 8.87e-33 5.01e-34 
19260.76 1.60e-06 1.00e+00 1.79e-05 1.26e-33 5.49e-34 9.64e-33 5.49e-34 
20034.10 1.62e-06 1.00e+00 5.43e-06 1.63e-33 7.14e-34 1.24e-32 7.14e-34 
20838.00 1.95e-06 1.00e+00 2.01e-06 2.36e-33 1.04e-33 1.79e-32 1.04e-33 
21647.97 2.28e-06 1.00e+00 7.73e-07 3.51e-33 1.56e-33 2.66e-32 1.56e-33 
22447.94 3.15e-06 1.00e+00 1.56e-06 3.22e-32 2.45e-33 4.16e-32 2.45e-33 
23245.88 1.60e-06 1.00e+00 6.10e-07 8.23e-33 3.68e-33 6.19e-32 3.68e-33 
24052.47 1.88e-06 1.00e+00 1.97e-07 1.10e-32 4.95e-33 8.26e-32 4.95e-33 
24867.72 1.82e-06 1.00e+00 4.20e-08 1.37e-32 6.19e-33 1.03e-31 6.19e-33 
25698.86 2.04e-06 1.00e+00 8.61e-08 1.74e-32 7.90e-33 1.30e-31 7.90e-33 
26587.16 1.48e-06 1.00e+00 1.35e-07 2.50e-32 1.13e-32 1.86e-31 1.13e-32 
27637.54 2.39e-06 1.00e+00 8.37e-08 4.47e-32 2.03e-32 3.33e-31 2.03e-32 
28986.97 2.64e-06 1.00e+00 4.32e-08 1.17e-31 5.29e-32 8.69e-31 5.29e-32 
#TIME: 23.57 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 1.09e-16 3.97e-08 4.43e-02 9.56e-01 8.95e-05 6.89e-18 1.15e-38 
999.11 1.31e-16 4.68e-08 4.93e-02 9.51e-01 9.06e-05 1.20e-17 7.42e-37 
1267.34 1.39e-16 4.94e-08 5.12e-02 9.49e-01 8.30e-05 7.59e-18 5.95e-38 
1514.05 1.72e-16 5.83e-08 5.59e-02 9.44e-01 6.13e-05 3.45e-18 2.64e-38 
1808.80 1.56e-16 5.48e-08 5.43e-02 9.46e-01 7.05e-05 5.98e-18 2.00e-38 
1919.29 1.68e-16 5.99e-08 5.79e-02 9.42e-01 7.66e-05 1.06e-17 4.88e-38 
2160.92 1.69e-16 6.13e-08 5.92e-02 9.41e-01 5.48e-05 3.42e-18 2.56e-39 
2292.92 1.45e-16 5.60e-08 5.67e-02 9.43e-01 7.28e-05 7.68e-18 5.61e-38 
2432.98 1.35e-16 5.48e-08 5.72e-02 9.43e-01 5.31e-05 3.02e-18 1.67e-39 
2581.60 1.39e-16 5.81e-08 6.03e-02 9.40e-01 6.00e-05 7.88e-18 4.82e-38 
2739.29 1.47e-16 6.23e-08 6.42e-02 9.36e-01 5.65e-05 7.20e-18 1.95e-37 
2906.62 1.71e-16 7.28e-08 7.23e-02 9.28e-01 4.21e-05 2.55e-18 3.17e-38 
3084.17 1.77e-16 7.92e-08 7.87e-02 9.21e-01 3.66e-05 1.77e-18 1.04e-38 
3272.56 1.75e-16 8.39e-08 8.51e-02 9.15e-01 3.90e-05 1.31e-18 9.24e-40 
3472.46 1.91e-16 9.80e-08 9.82e-02 9.02e-01 2.13e-05 3.91e-19 1.02e-39 
3684.57 2.11e-16 1.16e-07 1.14e-01 8.86e-01 1.38e-05 1.45e-19 1.24e-39 
3909.64 2.22e-16 1.36e-07 1.33e-01 8.67e-01 9.47e-06 3.88e-20 1.71e-39 
4148.46 2.91e-16 1.83e-07 1.66e-01 8.34e-01 1.15e-05 2.83e-20 2.28e-39 
4401.86 5.36e-16 3.08e-07 2.28e-01 7.72e-01 2.67e-06 1.66e-21 2.55e-39 
4670.75 9.27e-16 5.03e-07 3.10e-01 6.90e-01 1.24e-06 2.97e-22 2.52e-39 
4956.05 1.17e-15 6.68e-07 3.80e-01 6.20e-01 6.62e-07 7.94e-23 2.46e-39 
5258.79 1.43e-15 8.71e-07 4.61e-01 5.39e-01 2.95e-07 1.12e-23 2.39e-39 
5580.02 2.17e-15 1.30e-06 5.72e-01 4.28e-01 1.09e-07 8.48e-25 2.32e-39 
5920.87 3.27e-15 1.94e-06 6.96e-01 3.04e-01 3.39e-07 4.54e-24 2.36e-39 
6282.54 5.01e-15 2.87e-06 8.04e-01 1.96e-01 1.74e-08 3.83e-26 2.51e-39 
6666.30 8.37e-15 4.43e-06 8.97e-01 1.03e-01 1.17e-09 1.45e-28 2.69e-39 
7073.50 1.55e-14 7.21e-06 9.57e-01 4.27e-02 1.74e-10 3.11e-30 2.96e-39 
7505.58 2.97e-14 1.21e-05 9.86e-01 1.40e-02 4.97e-12 1.36e-33 3.49e-39 
7964.05 7.01e-14 2.29e-05 9.97e-01 3.08e-03 8.59e-14 9.88e-38 4.20e-39 
8450.53 2.04e-13 4.92e-05 9.99e-01 7.06e-04 1.70e-15 1.16e-37 5.06e-39 
8966.72 6.41e-13 1.14e-04 1.00e+00 1.91e-04 6.71e-17 1.47e-37 6.52e-39 
9514.44 2.27e-12 2.86e-04 1.00e+00 4.87e-05 1.51e-18 2.03e-37 9.19e-39 
10095.62 1.11e-11 9.14e-04 9.99e-01 1.07e-06 1.01e-22 3.03e-37 1.40e-38 
10712.30 5.86e-11 3.06e-03 9.97e-01 4.38e-08 2.96e-26 5.20e-37 2.45e-38 
11366.65 3.16e-10 1.06e-02 9.89e-01 2.39e-08 1.83e-27 1.07e-36 5.13e-38 
12061.10 1.63e-09 3.67e-02 9.63e-01 4.76e-10 2.37e-31 2.58e-36 1.26e-37 
12793.43 7.66e-09 1.13e-01 8.87e-01 1.03e-11 4.94e-36 6.14e-36 3.06e-37 
13528.61 3.28e-08 3.09e-01 6.91e-01 9.59e-14 6.94e-37 1.37e-35 6.93e-37 
14194.74 9.96e-08 6.77e-01 3.23e-01 9.27e-16 1.52e-36 2.95e-35 1.52e-36 
14757.77 1.65e-07 8.21e-01 1.79e-01 2.41e-17 3.32e-36 6.34e-35 3.32e-36 
15240.48 3.59e-07 9.36e-01 6.41e-02 2.61e-18 6.57e-36 1.24e-34 6.57e-36 
15646.99 8.69e-07 9.89e-01 1.12e-02 6.92e-21 1.23e-35 2.30e-34 1.23e-35 
15960.30 1.90e-06 9.98e-01 1.96e-03 7.49e-23 2.04e-35 3.77e-34 2.04e-35 
16187.41 2.70e-06 9.99e-01 5.71e-04 1.76e-24 4.02e-35 7.39e-34 4.02e-35 
16354.17 2.94e-06 1.00e+00 3.71e-04 6.59e-26 7.94e-35 1.45e-33 7.94e-35 
16484.18 2.03e-06 1.00e+00 4.17e-04 3.43e-34 1.47e-34 2.68e-33 1.47e-34 
16593.12 3.31e-06 9.99e-01 1.33e-03 1.60e-24 3.68e-27 4.04e-33 2.22e-34 
16691.99 3.75e-06 1.00e+00 3.04e-04 6.18e-26 2.83e-34 5.15e-33 2.83e-34 
16788.59 1.90e-06 1.00e+00 1.03e-04 7.79e-34 3.34e-34 6.06e-33 3.34e-34 
16888.37 1.72e-06 1.00e+00 1.08e-04 8.93e-34 3.84e-34 6.94e-33 3.84e-34 
16998.79 1.62e-06 1.00e+00 9.96e-05 1.02e-33 4.40e-34 7.94e-33 4.40e-34 
17146.37 2.78e-06 1.00e+00 9.18e-05 4.67e-27 4.97e-34 8.93e-33 4.97e-34 
17415.23 3.24e-06 9.97e-01 3.05e-03 4.99e-24 8.19e-27 9.59e-33 5.36e-34 
17888.12 1.35e-06 1.00e+00 1.60e-04 1.26e-33 5.48e-34 9.74e-33 5.48e-34 
18532.37 1.62e-06 1.00e+00 3.51e-05 1.22e-33 5.33e-34 9.39e-33 5.33e-34 
19260.76 1.76e-06 1.00e+00 8.86e-06 1.33e-33 5.84e-34 1.02e-32 5.84e-34 
20034.10 1.92e-06 1.00e+00 3.60e-06 1.72e-33 7.59e-34 1.31e-32 7.59e-34 
20838.00 2.47e-06 1.00e+00 8.30e-07 2.50e-33 1.11e-33 1.90e-32 1.11e-33 
21647.97 2.61e-06 1.00e+00 5.79e-07 3.72e-33 1.65e-33 2.82e-32 1.65e-33 
22447.94 8.07e-06 1.00e+00 1.02e-04 6.25e-29 2.61e-33 4.40e-32 2.61e-33 
23245.88 2.14e-06 1.00e+00 2.75e-07 8.73e-33 3.91e-33 6.55e-32 3.91e-33 
24052.47 3.02e-06 1.00e+00 6.96e-08 1.17e-32 5.27e-33 8.75e-32 5.27e-33 
24867.72 7.93e-06 1.00e+00 5.67e-06 4.37e-31 6.58e-33 1.09e-31 6.58e-33 
25698.86 3.80e-06 1.00e+00 8.00e-07 1.85e-32 8.40e-33 1.38e-31 8.40e-33 
26587.16 3.73e-06 1.00e+00 4.08e-09 2.66e-32 1.20e-32 1.98e-31 1.20e-32 
27637.54 2.65e-06 1.00e+00 6.05e-08 4.75e-32 2.15e-32 3.54e-31 2.15e-32 
28986.97 4.58e-06 1.00e+00 6.55e-08 1.24e-31 5.63e-32 9.24e-31 5.63e-32 
#TIME: 24.06 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 2.65e-16 8.76e-08 7.56e-02 9.24e-01 3.46e-05 6.73e-19 1.23e-38 
999.11 2.77e-16 9.30e-08 7.89e-02 9.21e-01 3.97e-05 2.25e-18 1.23e-38 
1267.34 2.97e-16 9.74e-08 8.02e-02 9.20e-01 3.64e-05 8.53e-19 1.22e-38 
1514.05 3.90e-16 1.21e-07 9.10e-02 9.09e-01 3.54e-05 2.26e-18 4.94e-38 
1808.80 3.45e-16 1.12e-07 8.78e-02 9.12e-01 2.89e-05 5.70e-19 4.99e-39 
1919.29 3.54e-16 1.16e-07 9.00e-02 9.10e-01 2.52e-05 3.70e-19 4.14e-39 
2160.92 3.42e-16 1.17e-07 9.18e-02 9.08e-01 2.71e-05 8.50e-19 5.81e-39 
2292.92 3.14e-16 1.13e-07 9.10e-02 9.09e-01 3.48e-05 1.31e-18 2.89e-39 
2432.98 2.78e-16 1.06e-07 8.93e-02 9.11e-01 4.04e-05 1.77e-18 1.77e-39 
2581.60 2.98e-16 1.16e-07 9.63e-02 9.04e-01 2.89e-05 7.48e-19 1.42e-39 
2739.29 3.08e-16 1.22e-07 1.01e-01 8.99e-01 2.71e-05 7.89e-19 1.17e-39 
2906.62 3.51e-16 1.42e-07 1.13e-01 8.87e-01 1.81e-05 2.47e-19 1.02e-39 
3084.17 3.69e-16 1.56e-07 1.24e-01 8.76e-01 1.84e-05 3.14e-19 9.59e-40 
3272.56 3.58e-16 1.64e-07 1.34e-01 8.66e-01 1.09e-05 9.47e-20 9.82e-40 
3472.46 3.86e-16 1.88e-07 1.52e-01 8.48e-01 1.13e-05 8.16e-20 1.08e-39 
3684.57 4.23e-16 2.22e-07 1.76e-01 8.24e-01 5.77e-06 1.26e-20 1.32e-39 
3909.64 4.47e-16 2.61e-07 2.06e-01 7.94e-01 3.60e-06 3.03e-21 1.82e-39 
4148.46 5.89e-16 3.52e-07 2.55e-01 7.45e-01 1.93e-06 7.48e-22 2.43e-39 
4401.86 1.03e-15 5.64e-07 3.35e-01 6.65e-01 2.50e-06 8.22e-22 2.71e-39 
4670.75 1.74e-15 8.98e-07 4.39e-01 5.61e-01 4.28e-07 2.92e-23 2.68e-39 
4956.05 2.16e-15 1.17e-06 5.23e-01 4.77e-01 2.66e-06 9.41e-22 2.61e-39 
5258.79 2.44e-15 1.41e-06 5.91e-01 4.09e-01 1.63e-07 2.12e-24 2.54e-39 
5580.02 3.51e-15 2.02e-06 7.05e-01 2.95e-01 2.95e-08 6.94e-26 2.46e-39 
5920.87 5.05e-15 2.84e-06 8.00e-01 2.00e-01 8.23e-09 8.64e-27 2.51e-39 
6282.54 7.56e-15 4.08e-06 8.82e-01 1.18e-01 5.54e-09 1.56e-27 2.67e-39 
6666.30 1.25e-14 6.10e-06 9.41e-01 5.95e-02 3.32e-10 8.24e-30 2.86e-39 
7073.50 2.35e-14 9.97e-06 9.78e-01 2.20e-02 1.71e-11 2.28e-32 3.14e-39 
7505.58 4.50e-14 1.65e-05 9.92e-01 8.18e-03 1.26e-12 1.15e-34 3.71e-39 
7964.05 1.06e-13 3.12e-05 9.98e-01 1.72e-03 1.63e-14 1.04e-37 4.47e-39 
8450.53 3.29e-13 7.15e-05 1.00e+00 3.56e-04 5.19e-16 1.23e-37 5.38e-39 
8966.72 9.60e-13 1.55e-04 1.00e+00 6.77e-05 4.86e-18 1.55e-37 6.93e-39 
9514.44 3.42e-12 3.95e-04 1.00e+00 5.47e-06 5.61e-21 2.15e-37 9.77e-39 
10095.62 1.63e-11 1.22e-03 9.99e-01 4.72e-07 1.23e-23 3.20e-37 1.49e-38 
10712.30 8.56e-11 4.06e-03 9.96e-01 2.19e-08 3.91e-27 5.50e-37 2.60e-38 
11366.65 4.56e-10 1.38e-02 9.86e-01 1.98e-09 4.72e-30 1.13e-36 5.46e-38 
12061.10 2.48e-09 4.97e-02 9.50e-01 3.58e-11 1.95e-35 2.73e-36 1.34e-37 
12793.43 1.15e-08 1.52e-01 8.48e-01 1.12e-12 3.26e-37 6.49e-36 3.25e-37 
13528.61 4.64e-08 3.92e-01 6.08e-01 4.21e-14 7.38e-37 1.44e-35 7.37e-37 
14194.74 1.17e-07 6.93e-01 3.07e-01 5.62e-16 1.62e-36 3.12e-35 1.62e-36 
14757.77 2.22e-07 9.55e-01 4.53e-02 6.49e-19 3.53e-36 6.70e-35 3.53e-36 
15240.48 4.31e-07 9.61e-01 3.95e-02 5.28e-19 6.99e-36 1.31e-34 6.99e-36 
15646.99 1.07e-06 9.93e-01 7.10e-03 1.09e-21 1.31e-35 2.43e-34 1.31e-35 
15960.30 2.45e-06 9.98e-01 1.73e-03 3.54e-23 2.16e-35 3.99e-34 2.16e-35 
16187.41 2.34e-06 9.99e-01 1.45e-03 1.27e-24 4.27e-35 7.82e-34 4.27e-35 
16354.17 2.74e-06 9.99e-01 1.31e-03 2.21e-25 8.44e-35 1.54e-33 8.44e-35 
16484.18 3.10e-06 9.88e-01 1.19e-02 1.04e-21 2.52e-24 2.83e-33 1.56e-34 
16593.12 3.03e-06 1.00e+00 4.64e-04 1.69e-25 2.36e-34 4.27e-33 2.36e-34 
16691.99 1.96e-06 1.00e+00 9.19e-05 7.01e-34 3.01e-34 5.45e-33 3.01e-34 
16788.59 2.82e-06 1.00e+00 9.74e-05 1.55e-28 3.55e-34 6.41e-33 3.55e-34 
16888.37 1.81e-06 1.00e+00 2.13e-04 9.47e-34 4.08e-34 7.35e-33 4.08e-34 
16998.79 1.68e-06 1.00e+00 6.86e-05 1.09e-33 4.68e-34 8.41e-33 4.68e-34 
17146.37 1.60e-06 1.00e+00 5.96e-05 1.22e-33 5.28e-34 9.46e-33 5.28e-34 
17415.23 1.44e-06 1.00e+00 1.06e-04 1.31e-33 5.70e-34 1.02e-32 5.70e-34 
17888.12 1.47e-06 1.00e+00 3.24e-05 1.34e-33 5.83e-34 1.03e-32 5.83e-34 
18532.37 3.04e-06 1.00e+00 5.36e-05 4.43e-29 5.66e-34 9.94e-33 5.66e-34 
19260.76 2.04e-06 1.00e+00 5.50e-06 1.41e-33 6.21e-34 1.08e-32 6.21e-34 
20034.10 2.20e-06 1.00e+00 2.37e-06 1.83e-33 8.08e-34 1.39e-32 8.08e-34 
20838.00 5.47e-06 1.00e+00 2.50e-05 3.10e-30 1.18e-33 2.01e-32 1.18e-33 
21647.97 2.80e-06 1.00e+00 1.85e-07 3.95e-33 1.76e-33 2.98e-32 1.76e-33 
22447.94 4.24e-06 1.00e+00 4.10e-08 6.19e-33 2.77e-33 4.66e-32 2.77e-33 
23245.88 3.61e-06 1.00e+00 7.19e-08 9.26e-33 4.16e-33 6.94e-32 4.16e-33 
24052.47 3.64e-06 1.00e+00 2.92e-08 1.24e-32 5.60e-33 9.25e-32 5.60e-33 
24867.72 2.51e-06 1.00e+00 8.15e-08 1.54e-32 7.00e-33 1.15e-31 7.00e-33 
25698.86 4.50e-06 1.00e+00 5.04e-09 1.97e-32 8.93e-33 1.47e-31 8.93e-33 
26587.16 3.37e-06 1.00e+00 1.76e-08 2.82e-32 1.28e-32 2.10e-31 1.28e-32 
