#NTIMES:     65
#NSTAGES:     5
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           si1           si2           si3           si4           si5
    6.022291E+04    1.0000E-99    9.9999E-01    1.4200E-05    5.6967E-25    1.8206E-54
    6.155592E+04    1.0000E-99    9.9999E-01    1.4478E-05    6.0831E-25    1.9585E-54
    6.285824E+04    1.0000E-99    9.9999E-01    1.4681E-05    6.3767E-25    2.0630E-54
    6.411280E+04    1.0000E-99    9.9999E-01    1.4797E-05    6.5693E-25    2.1279E-54
    6.529403E+04    1.0000E-99    9.9999E-01    1.4857E-05    6.6885E-25    2.1643E-54
    6.638404E+04    1.0000E-99    9.9999E-01    1.4857E-05    6.7367E-25    2.1717E-54
    6.736672E+04    1.0000E-99    9.9999E-01    1.4755E-05    6.6797E-25    2.1326E-54
    6.821143E+04    1.0000E-99    9.9999E-01    1.4637E-05    6.5994E-25    2.0859E-54
    6.893337E+04    1.0000E-99    9.9999E-01    1.4472E-05    6.4705E-25    2.0179E-54
    6.953439E+04    1.0000E-99    9.9999E-01    1.4182E-05    6.2317E-25    1.8936E-54
    6.977430E+04    1.0000E-99    9.9999E-01    1.3637E-05    5.7517E-25    1.6846E-54
    6.989457E+04    1.0000E-99    9.9999E-01    1.2680E-05    5.0139E-25    1.3651E-54
    6.995478E+04    1.0000E-99    9.9999E-01    1.1188E-05    3.9194E-25    9.3655E-55
    6.998490E+04    1.0000E-99    9.9999E-01    9.3940E-06    2.6971E-25    5.5078E-55
    6.999922E+04    1.0000E-99    9.9999E-01    7.5659E-06    1.6615E-25    2.8348E-55
    6.999997E+04    1.0000E-99    9.9999E-01    7.3322E-06    1.5331E-25    2.5623E-55
#TIME:     0.666
#NVEL: 115
#vel_mid[km/s]           si1           si2           si3           si4           si5
    8.772128E+02    1.0000E-99    2.1977E-18    1.3104E-11    1.6958E-05    9.9998E-01
    8.833155E+02    1.0000E-99    2.1977E-18    1.3104E-11    1.6958E-05    9.9998E-01
    9.018795E+02    1.0000E-99    2.1977E-18    1.3104E-11    1.6958E-05    9.9998E-01
    9.401862E+02    1.0000E-99    2.1978E-18    1.3104E-11    1.6958E-05    9.9998E-01
    1.001110E+03    1.0000E-99    2.1977E-18    1.3104E-11    1.6958E-05    9.9998E-01
    1.062646E+03    1.0000E-99    2.1969E-18    1.3100E-11    1.6957E-05    9.9998E-01
    1.127988E+03    1.0000E-99    2.1923E-18    1.3080E-11    1.6948E-05    9.9998E-01
    1.197348E+03    1.0000E-99    2.1856E-18    1.3047E-11    1.6941E-05    9.9998E-01
    1.270973E+03    1.0000E-99    2.1745E-18    1.2987E-11    1.6936E-05    9.9998E-01
    1.349125E+03    1.0000E-99    1.9664E-18    1.2067E-11    1.6509E-05    9.9998E-01
    1.432083E+03    1.0000E-99    8.5581E-19    6.6696E-12    1.3314E-05    9.9999E-01
    1.520141E+03    1.0000E-99    3.2465E-19    3.3710E-12    1.0512E-05    9.9999E-01
    1.613615E+03    1.0000E-99    1.7869E-19    2.2268E-12    9.0727E-06    9.9999E-01
    1.712836E+03    1.0000E-99    1.1318E-19    1.6221E-12    8.1510E-06    9.9999E-01
    1.818158E+03    1.0000E-99    6.3661E-20    1.0882E-12    7.1810E-06    9.9999E-01
    1.929957E+03    1.0000E-99    3.3017E-20    6.9249E-13    6.1917E-06    9.9999E-01
    2.048630E+03    1.0000E-99    1.7954E-20    4.5571E-13    5.4236E-06    9.9999E-01
