#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
16691.99 6.12e-09 1.54e-02 9.85e-01 9.81e-10 7.35e-24 4.98e-31 3.72e-31 
16788.59 1.03e-08 2.51e-02 9.75e-01 6.33e-10 2.87e-23 5.80e-31 4.34e-31 
16888.37 9.19e-09 2.14e-02 9.79e-01 4.44e-10 3.72e-23 6.61e-31 4.95e-31 
16998.79 1.19e-08 2.74e-02 9.73e-01 1.50e-09 2.34e-22 7.55e-31 5.67e-31 
17146.37 1.01e-08 2.10e-02 9.79e-01 1.03e-09 1.79e-23 8.53e-31 6.43e-31 
17415.23 2.53e-08 5.04e-02 9.50e-01 6.80e-11 5.58e-23 9.41e-31 7.13e-31 
17888.12 4.00e-08 7.83e-02 9.22e-01 2.11e-11 7.86e-23 9.31e-31 7.11e-31 
18532.37 4.50e-08 7.57e-02 9.24e-01 5.03e-12 9.45e-23 7.59e-31 5.84e-31 
19260.76 1.24e-07 2.01e-01 7.99e-01 1.15e-12 1.04e-22 6.48e-31 5.02e-31 
20034.10 1.38e-07 2.14e-01 7.86e-01 3.26e-13 1.83e-22 6.43e-31 5.03e-31 
20838.00 2.47e-07 3.66e-01 6.34e-01 7.88e-14 2.84e-22 7.13e-31 5.62e-31 
21647.97 1.37e-07 2.05e-01 7.95e-01 3.30e-14 2.91e-22 8.03e-31 6.36e-31 
22447.94 4.07e-07 5.51e-01 4.49e-01 5.94e-15 4.19e-22 9.72e-31 7.75e-31 
23245.88 2.88e-07 1.79e-01 8.21e-01 1.67e-15 2.13e-22 9.87e-31 7.91e-31 
24052.47 5.61e-07 7.06e-01 2.94e-01 5.22e-16 5.02e-22 7.07e-31 5.69e-31 
24867.72 6.79e-07 7.88e-01 2.12e-01 1.24e-16 3.71e-22 4.73e-31 3.83e-31 
25698.86 8.91e-07 8.62e-01 1.38e-01 2.55e-17 2.78e-22 3.60e-31 2.93e-31 
26587.16 1.21e-06 9.16e-01 8.41e-02 4.01e-18 3.20e-22 3.34e-31 2.73e-31 
27637.54 1.90e-06 9.59e-01 4.13e-02 4.06e-19 4.18e-22 3.98e-31 3.28e-31 
28986.97 6.98e-07 9.07e-02 9.09e-01 7.65e-19 7.53e-21 7.01e-31 5.82e-31 
#TIME: 16.64 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.60e-22 4.69e-14 3.04e-06 9.99e-01 6.28e-04 6.96e-12 3.73e-24 
999.11 1.58e-22 4.54e-14 2.95e-06 9.99e-01 6.67e-04 7.97e-12 3.29e-24 
1267.34 1.58e-22 4.53e-14 2.95e-06 9.99e-01 7.05e-04 8.89e-12 7.78e-24 
1514.05 1.71e-22 4.75e-14 3.00e-06 9.99e-01 7.11e-04 9.38e-12 5.33e-24 
1808.80 1.48e-22 4.36e-14 2.91e-06 9.99e-01 7.86e-04 1.16e-11 7.00e-24 
1919.29 1.45e-22 4.30e-14 2.89e-06 9.99e-01 7.39e-04 1.02e-11 4.29e-24 
2160.92 1.30e-22 4.02e-14 2.81e-06 9.99e-01 7.72e-04 1.13e-11 5.23e-24 
2292.92 1.14e-22 3.71e-14 2.72e-06 9.99e-01 7.89e-04 1.19e-11 5.63e-24 
2432.98 1.03e-22 3.50e-14 2.66e-06 9.99e-01 7.44e-04 1.04e-11 5.26e-24 
2581.60 9.36e-23 3.33e-14 2.62e-06 9.99e-01 7.68e-04 1.08e-11 6.92e-24 
2739.29 9.14e-23 3.32e-14 2.64e-06 9.99e-01 7.06e-04 9.29e-12 4.66e-24 
2906.62 9.43e-23 3.49e-14 2.76e-06 9.99e-01 5.65e-04 5.57e-12 1.63e-24 
3084.17 8.86e-23 3.42e-14 2.77e-06 1.00e+00 4.77e-04 3.75e-12 1.68e-24 
3272.56 7.97e-23 3.27e-14 2.76e-06 1.00e+00 3.84e-04 2.22e-12 4.07e-25 
3472.46 7.55e-23 3.34e-14 2.93e-06 1.00e+00 2.78e-04 1.10e-12 1.24e-25 
3684.57 7.17e-23 3.44e-14 3.12e-06 1.00e+00 2.13e-04 6.20e-13 1.12e-25 
3909.64 6.69e-23 3.57e-14 3.42e-06 1.00e+00 1.06e-04 1.17e-13 2.06e-26 
4148.46 7.72e-23 4.27e-14 3.99e-06 1.00e+00 6.08e-05 3.49e-14 1.04e-26 
4401.86 1.20e-22 6.21e-14 5.10e-06 1.00e+00 3.02e-05 6.69e-15 1.03e-26 
4670.75 1.75e-22 8.82e-14 6.58e-06 1.00e+00 1.43e-05 1.69e-15 8.61e-27 
4956.05 1.80e-22 9.87e-14 7.46e-06 1.00e+00 7.67e-06 2.86e-16 5.94e-27 
5258.79 1.76e-22 1.06e-13 8.31e-06 1.00e+00 3.87e-06 6.02e-17 5.47e-27 
5580.02 2.41e-22 1.48e-13 1.07e-05 1.00e+00 1.47e-06 6.96e-18 6.26e-27 
5920.87 3.68e-22 2.25e-13 1.46e-05 1.00e+00 5.23e-07 6.83e-19 5.21e-27 
6282.54 6.10e-22 3.67e-13 2.10e-05 1.00e+00 1.65e-07 5.17e-20 3.65e-27 
6666.30 1.14e-21 6.49e-13 3.13e-05 1.00e+00 4.82e-08 3.07e-21 2.69e-27 
7073.50 2.48e-21 1.33e-12 5.18e-05 1.00e+00 1.11e-08 1.18e-22 1.78e-27 
7505.58 5.54e-21 2.87e-12 9.02e-05 1.00e+00 1.87e-09 2.00e-24 8.05e-28 
7964.05 1.61e-20 7.73e-12 1.81e-04 1.00e+00 2.15e-10 4.65e-26 8.92e-28 
8450.53 7.04e-20 2.95e-11 4.62e-04 1.00e+00 1.32e-11 1.05e-26 6.01e-28 
8966.72 3.32e-19 1.24e-10 1.27e-03 9.99e-01 5.83e-13 3.01e-27 1.18e-28 
9514.44 2.52e-18 8.03e-10 4.63e-03 9.95e-01 8.29e-15 9.06e-28 5.97e-29 
10095.62 4.70e-17 1.11e-08 2.76e-02 9.72e-01 1.32e-17 1.77e-28 2.54e-29 
10712.30 1.54e-15 2.34e-07 2.04e-01 7.96e-01 2.08e-20 3.50e-29 9.23e-30 
11366.65 2.28e-14 2.27e-06 6.78e-01 3.22e-01 9.97e-21 2.15e-29 1.41e-29 
12061.10 1.19e-13 8.49e-06 9.48e-01 5.25e-02 1.15e-20 2.92e-29 1.96e-29 
12793.43 4.56e-13 2.27e-05 9.92e-01 8.04e-03 3.99e-21 1.43e-29 9.77e-30 
13528.61 1.72e-12 5.87e-05 9.98e-01 2.01e-03 1.15e-21 4.11e-30 2.85e-30 
14194.74 5.13e-12 1.29e-04 1.00e+00 7.17e-05 9.20e-22 1.83e-30 1.29e-30 
14757.77 1.09e-11 2.18e-04 9.97e-01 2.39e-03 8.80e-20 3.26e-30 8.59e-31 
15240.48 2.98e-11 4.10e-04 1.00e+00 9.35e-06 7.06e-22 7.88e-31 5.67e-31 
15646.99 1.41e-10 1.12e-03 9.99e-01 4.00e-07 8.61e-23 5.02e-31 3.65e-31 
15960.30 6.42e-10 2.75e-03 9.97e-01 1.14e-07 2.19e-23 3.17e-31 2.32e-31 
16187.41 1.94e-09 6.01e-03 9.94e-01 1.62e-08 1.80e-23 2.78e-31 2.05e-31 
16354.17 4.38e-09 1.08e-02 9.89e-01 7.64e-09 3.61e-23 2.87e-31 2.13e-31 
16484.18 5.39e-09 1.25e-02 9.87e-01 3.41e-09 1.57e-23 3.41e-31 2.53e-31 
16593.12 8.22e-09 1.99e-02 9.80e-01 8.47e-10 1.20e-23 4.32e-31 3.23e-31 
16691.99 9.44e-09 2.26e-02 9.77e-01 3.36e-09 1.38e-22 5.28e-31 3.95e-31 
16788.59 9.64e-09 2.28e-02 9.77e-01 3.86e-10 2.99e-23 6.15e-31 4.61e-31 
16888.37 1.41e-08 3.31e-02 9.67e-01 2.80e-10 3.73e-23 7.01e-31 5.27e-31 
16998.79 1.31e-08 2.67e-02 9.73e-01 1.71e-10 7.45e-24 8.00e-31 6.03e-31 
17146.37 2.07e-08 4.29e-02 9.57e-01 9.89e-11 7.61e-24 9.05e-31 6.84e-31 
17415.23 2.48e-08 4.77e-02 9.52e-01 4.39e-11 6.03e-23 9.98e-31 7.58e-31 
17888.12 3.09e-08 5.50e-02 9.45e-01 1.25e-11 6.26e-23 9.88e-31 7.56e-31 
18532.37 4.77e-08 6.49e-02 9.35e-01 2.58e-12 4.57e-23 8.05e-31 6.21e-31 
19260.76 1.52e-07 2.17e-01 7.83e-01 6.71e-13 6.86e-23 6.87e-31 5.34e-31 
20034.10 1.05e-07 1.60e-01 8.40e-01 2.46e-13 1.45e-22 6.83e-31 5.35e-31 
20838.00 2.74e-07 3.98e-01 6.02e-01 5.10e-14 1.91e-22 7.57e-31 5.97e-31 
21647.97 9.88e-08 7.42e-02 9.26e-01 1.02e-14 5.21e-23 8.52e-31 6.77e-31 
22447.94 8.28e-08 1.33e-01 8.67e-01 8.61e-15 1.04e-21 1.03e-30 8.24e-31 
23245.88 4.43e-07 6.47e-01 3.53e-01 1.27e-15 7.47e-22 1.05e-30 8.41e-31 
24052.47 5.56e-07 7.35e-01 2.65e-01 3.47e-16 5.97e-22 7.50e-31 6.06e-31 
24867.72 7.05e-07 8.08e-01 1.92e-01 8.70e-17 4.99e-22 5.02e-31 4.07e-31 
25698.86 1.02e-06 8.78e-01 1.22e-01 1.61e-17 3.88e-22 3.82e-31 3.11e-31 
26587.16 1.28e-06 9.25e-01 7.54e-02 2.62e-18 4.05e-22 3.54e-31 2.90e-31 
27637.54 1.95e-06 9.65e-01 3.51e-02 2.58e-19 5.15e-22 4.23e-31 3.49e-31 
28986.97 3.33e-06 9.87e-01 1.34e-02 1.19e-20 2.59e-23 7.45e-31 6.19e-31 
#TIME: 16.99 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 2.05e-22 5.97e-14 3.70e-06 1.00e+00 3.68e-04 2.06e-12 3.79e-25 
999.11 1.88e-22 5.61e-14 3.58e-06 1.00e+00 4.27e-04 3.04e-12 8.38e-25 
1267.34 1.93e-22 5.70e-14 3.61e-06 1.00e+00 4.18e-04 3.01e-12 8.81e-25 
1514.05 2.15e-22 6.18e-14 3.78e-06 1.00e+00 4.06e-04 2.83e-12 6.66e-25 
1808.80 1.85e-22 5.61e-14 3.61e-06 1.00e+00 4.39e-04 3.29e-12 7.39e-25 
1919.29 1.80e-22 5.51e-14 3.58e-06 1.00e+00 4.37e-04 3.22e-12 8.17e-25 
2160.92 1.46e-22 4.61e-14 3.12e-06 1.00e+00 4.85e-04 3.94e-12 1.35e-24 
2292.92 1.29e-22 4.29e-14 3.04e-06 1.00e+00 4.69e-04 3.68e-12 8.81e-25 
2432.98 1.16e-22 4.02e-14 2.96e-06 1.00e+00 4.58e-04 3.40e-12 7.55e-25 
2581.60 1.10e-22 3.94e-14 2.96e-06 1.00e+00 4.27e-04 3.16e-12 7.73e-25 
2739.29 1.08e-22 3.93e-14 2.98e-06 1.00e+00 4.03e-04 2.63e-12 4.41e-25 
2906.62 1.14e-22 4.18e-14 3.12e-06 1.00e+00 3.15e-04 1.52e-12 2.08e-25 
3084.17 1.09e-22 4.24e-14 3.27e-06 1.00e+00 2.55e-04 9.41e-13 9.10e-26 
3272.56 9.77e-23 4.10e-14 3.32e-06 1.00e+00 2.10e-04 6.87e-13 9.85e-26 
3472.46 9.41e-23 4.21e-14 3.51e-06 1.00e+00 1.48e-04 2.69e-13 3.38e-26 
3684.57 9.12e-23 4.40e-14 3.78e-06 1.00e+00 9.15e-05 1.04e-13 1.69e-26 
3909.64 8.45e-23 4.57e-14 4.13e-06 1.00e+00 5.41e-05 2.92e-14 2.09e-26 
4148.46 9.93e-23 5.56e-14 4.89e-06 1.00e+00 2.93e-05 7.64e-15 1.44e-26 
4401.86 1.60e-22 8.33e-14 6.40e-06 1.00e+00 1.45e-05 1.28e-15 8.27e-27 
4670.75 2.33e-22 1.18e-13 8.20e-06 1.00e+00 6.50e-06 2.22e-16 4.19e-27 
4956.05 2.42e-22 1.33e-13 9.36e-06 1.00e+00 3.31e-06 4.40e-17 4.88e-27 
5258.79 2.38e-22 1.44e-13 1.04e-05 1.00e+00 1.78e-06 1.83e-17 1.05e-26 
5580.02 3.35e-22 2.05e-13 1.36e-05 1.00e+00 6.69e-07 1.17e-18 5.11e-27 
5920.87 5.30e-22 3.21e-13 1.90e-05 1.00e+00 2.31e-07 1.07e-19 3.69e-27 
6282.54 8.60e-22 5.09e-13 2.65e-05 1.00e+00 7.81e-08 9.24e-21 3.34e-27 
6666.30 1.67e-21 9.41e-13 4.12e-05 1.00e+00 2.02e-08 4.22e-22 1.64e-27 
7073.50 3.56e-21 1.88e-12 6.62e-05 1.00e+00 4.79e-09 1.96e-23 1.20e-27 
7505.58 8.06e-21 4.11e-12 1.17e-04 1.00e+00 8.75e-10 4.35e-25 8.82e-28 
7964.05 2.41e-20 1.15e-11 2.42e-04 1.00e+00 1.06e-10 3.35e-26 1.36e-27 
8450.53 1.05e-19 4.39e-11 6.19e-04 9.99e-01 5.31e-12 9.18e-27 5.91e-28 
8966.72 4.91e-19 1.82e-10 1.67e-03 9.98e-01 1.96e-13 3.04e-27 2.61e-28 
9514.44 4.05e-18 1.27e-09 6.45e-03 9.94e-01 8.26e-15 2.59e-27 2.02e-28 
10095.62 8.80e-17 1.99e-08 4.23e-02 9.58e-01 6.50e-18 1.91e-28 1.26e-29 
10712.30 2.47e-15 3.57e-07 2.64e-01 7.36e-01 1.20e-20 3.83e-29 9.82e-30 
11366.65 3.14e-14 2.99e-06 7.62e-01 2.38e-01 8.97e-21 2.28e-29 1.50e-29 
12061.10 1.44e-13 9.86e-06 9.57e-01 4.25e-02 1.20e-20 3.09e-29 2.08e-29 
12793.43 5.50e-13 2.63e-05 9.96e-01 3.49e-03 2.82e-21 1.52e-29 1.04e-29 
13528.61 1.98e-12 6.52e-05 9.93e-01 6.45e-03 5.32e-21 4.35e-30 3.03e-30 
14194.74 5.63e-12 1.37e-04 1.00e+00 4.27e-05 4.18e-22 1.94e-30 1.37e-30 
14757.77 1.40e-11 2.68e-04 1.00e+00 1.78e-05 3.41e-24 1.28e-30 9.13e-31 
15240.48 3.87e-11 5.06e-04 9.99e-01 1.73e-06 4.49e-23 8.36e-31 6.03e-31 
15646.99 1.65e-10 1.24e-03 9.99e-01 3.95e-07 9.98e-23 5.33e-31 3.88e-31 
15960.30 8.09e-10 3.44e-03 9.97e-01 4.80e-08 1.55e-23 3.36e-31 2.47e-31 
16187.41 2.40e-09 7.11e-03 9.93e-01 5.18e-09 7.45e-24 2.95e-31 2.18e-31 
16354.17 3.19e-09 7.43e-03 9.93e-01 1.48e-08 3.82e-23 3.04e-31 2.26e-31 
16484.18 8.76e-09 1.96e-02 9.80e-01 8.64e-10 6.09e-24 3.61e-31 2.69e-31 
16593.12 6.86e-09 1.49e-02 9.85e-01 5.60e-10 2.15e-23 4.59e-31 3.43e-31 
16691.99 8.45e-09 1.83e-02 9.82e-01 2.90e-09 3.66e-23 5.61e-31 4.20e-31 
16788.59 1.04e-08 2.21e-02 9.78e-01 9.04e-10 1.19e-22 6.52e-31 4.90e-31 
16888.37 1.49e-08 3.11e-02 9.69e-01 1.75e-10 3.91e-23 7.44e-31 5.60e-31 
16998.79 1.92e-08 3.85e-02 9.62e-01 1.01e-10 4.17e-23 8.49e-31 6.41e-31 
17146.37 2.07e-08 3.87e-02 9.61e-01 6.52e-11 5.59e-23 9.60e-31 7.27e-31 
17415.23 2.88e-08 5.21e-02 9.48e-01 3.00e-11 7.03e-23 1.06e-30 8.06e-31 
17888.12 4.32e-08 6.66e-02 9.33e-01 1.80e-11 1.61e-22 1.05e-30 8.03e-31 
18532.37 1.25e-07 1.75e-01 8.25e-01 1.78e-12 7.80e-23 8.54e-31 6.60e-31 
19260.76 5.55e-08 8.35e-02 9.16e-01 6.10e-13 1.38e-22 7.29e-31 5.68e-31 
20034.10 7.02e-08 1.06e-01 8.94e-01 1.76e-13 1.58e-22 7.24e-31 5.69e-31 
20838.00 1.43e-07 2.14e-01 7.86e-01 5.14e-14 3.47e-22 8.04e-31 6.35e-31 
21647.97 3.78e-07 5.21e-01 4.79e-01 9.53e-15 4.69e-22 9.05e-31 7.19e-31 
22447.94 4.55e-07 6.06e-01 3.94e-01 2.78e-15 2.66e-22 1.10e-30 8.76e-31 
23245.88 1.12e-06 7.82e-01 2.18e-01 2.44e-16 9.44e-23 1.11e-30 8.94e-31 
24052.47 5.87e-07 7.62e-01 2.38e-01 2.12e-16 6.22e-22 7.97e-31 6.44e-31 
24867.72 7.67e-07 8.32e-01 1.68e-01 4.89e-17 4.52e-22 5.33e-31 4.33e-31 
25698.86 1.00e-06 8.94e-01 1.06e-01 8.98e-18 3.82e-22 4.05e-31 3.31e-31 
26587.16 1.39e-06 9.41e-01 5.88e-02 1.32e-18 3.53e-22 3.76e-31 3.09e-31 
27637.54 2.32e-06 9.73e-01 2.70e-02 1.14e-19 3.57e-22 4.49e-31 3.71e-31 
28986.97 3.43e-06 9.88e-01 1.21e-02 3.89e-20 6.09e-21 7.90e-31 6.58e-31 
#TIME: 17.34 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 2.24e-22 6.67e-14 4.08e-06 1.00e+00 2.28e-04 6.78e-13 2.75e-26 
999.11 2.19e-22 6.64e-14 4.09e-06 1.00e+00 2.40e-04 8.14e-13 7.80e-26 
1267.34 2.23e-22 6.72e-14 4.12e-06 1.00e+00 2.74e-04 9.89e-13 2.28e-25 
1514.05 2.58e-22 7.49e-14 4.41e-06 1.00e+00 2.28e-04 7.09e-13 5.34e-26 
1808.80 2.24e-22 6.82e-14 4.21e-06 1.00e+00 2.42e-04 8.18e-13 6.35e-26 
1919.29 2.20e-22 6.73e-14 4.19e-06 1.00e+00 2.44e-04 8.14e-13 6.05e-26 
2160.92 1.91e-22 6.07e-14 3.92e-06 1.00e+00 2.62e-04 1.00e-12 9.72e-26 
2292.92 1.66e-22 5.61e-14 3.80e-06 1.00e+00 2.61e-04 1.06e-12 1.43e-25 
2432.98 1.36e-22 4.76e-14 3.35e-06 1.00e+00 2.64e-04 1.02e-12 1.03e-25 
2581.60 1.31e-22 4.73e-14 3.38e-06 1.00e+00 2.45e-04 8.73e-13 1.02e-25 
2739.29 1.32e-22 4.87e-14 3.52e-06 1.00e+00 2.19e-04 6.98e-13 7.59e-26 
2906.62 1.41e-22 5.26e-14 3.75e-06 1.00e+00 1.72e-04 3.95e-13 2.65e-26 
3084.17 1.35e-22 5.34e-14 3.92e-06 1.00e+00 1.34e-04 2.50e-13 2.08e-26 
3272.56 1.22e-22 5.16e-14 3.96e-06 1.00e+00 1.06e-04 1.29e-13 1.24e-26 
3472.46 1.21e-22 5.43e-14 4.27e-06 1.00e+00 7.04e-05 5.14e-14 1.30e-26 
3684.57 1.16e-22 5.68e-14 4.59e-06 1.00e+00 4.54e-05 1.74e-14 1.22e-26 
3909.64 1.11e-22 6.05e-14 5.12e-06 1.00e+00 2.55e-05 5.43e-15 1.29e-26 
4148.46 1.31e-22 7.42e-14 6.11e-06 1.00e+00 1.39e-05 1.15e-15 8.16e-27 
4401.86 2.14e-22 1.12e-13 8.03e-06 1.00e+00 6.52e-06 2.12e-16 5.96e-27 
4670.75 3.14e-22 1.59e-13 1.02e-05 1.00e+00 2.96e-06 3.56e-17 4.34e-27 
4956.05 3.29e-22 1.81e-13 1.17e-05 1.00e+00 1.57e-06 8.45e-18 5.07e-27 
5258.79 3.33e-22 2.00e-13 1.32e-05 1.00e+00 7.87e-07 1.67e-18 2.58e-27 
5580.02 4.76e-22 2.88e-13 1.75e-05 1.00e+00 2.98e-07 1.95e-19 4.04e-27 
5920.87 7.67e-22 4.57e-13 2.46e-05 1.00e+00 9.93e-08 1.59e-20 2.84e-27 
6282.54 1.24e-21 7.23e-13 3.43e-05 1.00e+00 3.26e-08 1.22e-21 1.99e-27 
6666.30 2.38e-21 1.32e-12 5.22e-05 1.00e+00 9.49e-09 7.50e-23 1.78e-27 
7073.50 5.31e-21 2.76e-12 8.79e-05 1.00e+00 2.19e-09 3.03e-24 8.90e-28 
7505.58 1.20e-20 6.03e-12 1.54e-04 1.00e+00 3.48e-10 8.67e-26 6.40e-28 
7964.05 3.63e-20 1.69e-11 3.20e-04 1.00e+00 3.98e-11 1.85e-26 8.35e-28 
8450.53 1.56e-19 6.43e-11 8.14e-04 9.99e-01 2.04e-12 7.32e-27 4.52e-28 
8966.72 7.39e-19 2.73e-10 2.25e-03 9.98e-01 1.05e-13 3.80e-27 2.52e-28 
9514.44 6.23e-18 1.91e-09 8.52e-03 9.91e-01 1.74e-15 4.32e-28 9.33e-30 
10095.62 1.45e-16 3.12e-08 5.62e-02 9.44e-01 8.88e-18 4.41e-28 2.14e-29 
10712.30 3.88e-15 5.31e-07 3.31e-01 6.69e-01 1.02e-20 4.40e-29 1.04e-29 
11366.65 4.04e-14 3.72e-06 8.26e-01 1.74e-01 9.37e-21 2.41e-29 1.59e-29 
12061.10 1.75e-13 1.15e-05 9.72e-01 2.76e-02 1.02e-20 3.28e-29 2.21e-29 
12793.43 6.52e-13 3.01e-05 9.96e-01 4.41e-03 8.75e-21 1.61e-29 1.10e-29 
13528.61 2.38e-12 7.47e-05 1.00e+00 1.75e-04 4.80e-23 4.62e-30 3.23e-30 
14194.74 6.59e-12 1.52e-04 1.00e+00 2.66e-05 4.65e-22 2.05e-30 1.46e-30 
14757.77 1.57e-11 2.87e-04 1.00e+00 1.59e-05 4.38e-22 1.35e-30 9.71e-31 
15240.48 4.70e-11 5.86e-04 9.99e-01 8.16e-07 1.23e-22 8.86e-31 6.42e-31 
15646.99 1.89e-10 1.36e-03 9.99e-01 3.39e-07 9.26e-23 5.65e-31 4.13e-31 
15960.30 7.74e-10 3.10e-03 9.97e-01 1.43e-08 1.15e-23 3.56e-31 2.62e-31 
16187.41 2.66e-09 7.55e-03 9.92e-01 1.25e-08 5.89e-23 3.12e-31 2.31e-31 
16354.17 5.21e-09 1.21e-02 9.88e-01 1.07e-09 1.55e-24 3.23e-31 2.40e-31 
16484.18 6.46e-09 1.37e-02 9.86e-01 6.20e-10 1.81e-23 3.83e-31 2.86e-31 
16593.12 1.08e-08 2.32e-02 9.77e-01 3.58e-10 2.25e-23 4.86e-31 3.65e-31 
16691.99 1.05e-08 2.22e-02 9.78e-01 2.84e-10 4.53e-24 5.95e-31 4.47e-31 
16788.59 1.65e-08 3.43e-02 9.66e-01 1.52e-10 9.26e-24 6.92e-31 5.22e-31 
16888.37 1.60e-08 3.29e-02 9.67e-01 1.18e-10 4.40e-23 7.89e-31 5.96e-31 
16998.79 1.53e-08 2.85e-02 9.72e-01 7.60e-11 5.79e-23 9.00e-31 6.82e-31 
17146.37 3.28e-08 6.12e-02 9.39e-01 4.28e-11 6.22e-23 1.02e-30 7.74e-31 
17415.23 4.67e-08 8.38e-02 9.16e-01 2.00e-11 7.91e-23 1.12e-30 8.57e-31 
17888.12 3.84e-08 6.12e-02 9.39e-01 5.75e-12 4.10e-23 1.11e-30 8.54e-31 
18532.37 8.48e-08 1.43e-01 8.57e-01 1.56e-12 1.38e-22 9.07e-31 7.02e-31 
19260.76 1.78e-07 2.61e-01 7.39e-01 3.20e-13 8.54e-23 7.74e-31 6.04e-31 
20034.10 2.41e-07 3.65e-01 6.35e-01 8.69e-14 1.25e-22 7.69e-31 6.05e-31 
20838.00 3.17e-07 4.54e-01 5.46e-01 2.42e-14 1.84e-22 8.53e-31 6.75e-31 
21647.97 4.18e-07 5.57e-01 4.43e-01 6.29e-15 3.79e-22 9.61e-31 7.65e-31 
22447.94 3.42e-07 2.11e-01 7.89e-01 1.51e-15 2.10e-22 1.16e-30 9.31e-31 
23245.88 5.59e-07 7.17e-01 2.83e-01 5.06e-16 2.59e-21 1.18e-30 9.51e-31 
24052.47 6.63e-07 7.88e-01 2.12e-01 1.41e-16 7.59e-22 8.45e-31 6.85e-31 
24867.72 6.02e-07 5.88e-01 4.12e-01 8.19e-17 1.49e-21 5.66e-31 4.60e-31 
25698.86 1.08e-06 9.00e-01 9.99e-02 5.60e-18 4.75e-22 4.30e-31 3.52e-31 
26587.16 1.48e-06 9.47e-01 5.26e-02 7.94e-19 4.71e-22 3.99e-31 3.28e-31 
27637.54 2.12e-06 9.75e-01 2.54e-02 8.76e-20 7.91e-22 4.76e-31 3.94e-31 
28986.97 3.37e-06 9.90e-01 9.83e-03 3.97e-20 2.30e-21 8.39e-31 7.00e-31 
#TIME: 17.70 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 2.54e-22 7.81e-14 4.63e-06 1.00e+00 1.45e-04 2.39e-13 4.79e-27 
999.11 2.54e-22 7.91e-14 4.70e-06 1.00e+00 1.37e-04 2.18e-13 5.94e-27 
1267.34 2.57e-22 7.89e-14 4.67e-06 1.00e+00 1.40e-04 2.32e-13 7.74e-27 
1514.05 3.09e-22 9.08e-14 5.09e-06 1.00e+00 1.24e-04 1.94e-13 6.50e-27 
1808.80 2.75e-22 8.49e-14 5.02e-06 1.00e+00 1.31e-04 2.08e-13 7.68e-27 
1919.29 2.74e-22 8.56e-14 5.07e-06 1.00e+00 1.26e-04 1.96e-13 6.65e-27 
2160.92 2.36e-22 7.68e-14 4.77e-06 1.00e+00 1.40e-04 2.67e-13 1.44e-26 
2292.92 2.17e-22 7.36e-14 4.70e-06 1.00e+00 1.29e-04 2.01e-13 7.86e-27 
2432.98 1.81e-22 6.47e-14 4.33e-06 1.00e+00 1.38e-04 2.57e-13 1.22e-26 
2581.60 1.78e-22 6.59e-14 4.50e-06 1.00e+00 1.24e-04 1.86e-13 6.90e-27 
2739.29 1.69e-22 6.28e-14 4.29e-06 1.00e+00 1.14e-04 1.45e-13 6.43e-27 
2906.62 1.82e-22 6.78e-14 4.55e-06 1.00e+00 8.55e-05 8.25e-14 5.66e-27 
3084.17 1.76e-22 6.87e-14 4.72e-06 1.00e+00 6.55e-05 4.17e-14 5.05e-27 
3272.56 1.57e-22 6.66e-14 4.81e-06 1.00e+00 5.20e-05 2.50e-14 8.51e-27 
3472.46 1.56e-22 7.09e-14 5.24e-06 1.00e+00 3.42e-05 1.14e-14 1.24e-26 
3684.57 1.56e-22 7.68e-14 5.82e-06 1.00e+00 2.08e-05 2.97e-15 1.01e-26 
