#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
15646.99 9.42e-12 7.67e-05 9.94e-01 5.93e-03 1.64e-24 2.54e-32 1.69e-32 
15960.30 6.29e-11 2.40e-04 9.99e-01 4.12e-04 1.83e-25 1.60e-32 1.08e-32 
16187.41 2.27e-10 5.38e-04 9.99e-01 6.76e-05 5.89e-26 1.39e-32 9.49e-33 
16354.17 5.61e-10 9.70e-04 9.99e-01 2.09e-05 1.84e-25 1.44e-32 9.86e-33 
16484.18 7.93e-10 1.29e-03 9.99e-01 1.55e-05 3.30e-25 1.70e-32 1.17e-32 
16593.12 1.19e-09 1.77e-03 9.98e-01 5.68e-06 2.97e-25 2.16e-32 1.50e-32 
16691.99 1.66e-09 2.34e-03 9.98e-01 3.09e-06 2.87e-25 2.63e-32 1.83e-32 
16788.59 1.55e-09 2.27e-03 9.98e-01 2.79e-06 5.06e-25 3.05e-32 2.14e-32 
16888.37 2.12e-09 3.02e-03 9.97e-01 1.28e-06 5.69e-25 3.48e-32 2.44e-32 
16998.79 2.92e-09 3.62e-03 9.96e-01 5.91e-07 6.00e-25 3.96e-32 2.80e-32 
17146.37 4.64e-09 5.15e-03 9.95e-01 4.63e-07 8.57e-25 4.47e-32 3.17e-32 
17415.23 9.10e-09 9.11e-03 9.91e-01 9.80e-08 4.96e-25 4.91e-32 3.52e-32 
17888.12 2.21e-08 1.75e-02 9.83e-01 4.25e-08 8.64e-25 4.83e-32 3.50e-32 
18532.37 1.16e-07 6.01e-02 9.40e-01 8.98e-10 5.13e-25 3.91e-32 2.88e-32 
19260.76 4.03e-07 1.47e-01 8.53e-01 5.23e-11 3.98e-25 3.32e-32 2.48e-32 
20034.10 1.10e-06 3.18e-01 6.82e-01 4.68e-12 4.93e-25 3.28e-32 2.48e-32 
20838.00 1.60e-06 4.30e-01 5.70e-01 5.81e-13 6.84e-25 3.62e-32 2.77e-32 
21647.97 2.37e-06 6.10e-01 3.90e-01 8.16e-14 1.03e-24 4.06e-32 3.14e-32 
22447.94 2.59e-06 7.15e-01 2.85e-01 1.35e-14 1.68e-24 4.90e-32 3.82e-32 
23245.88 2.85e-06 8.12e-01 1.88e-01 1.84e-15 2.66e-24 4.97e-32 3.90e-32 
24052.47 3.27e-06 8.78e-01 1.22e-01 3.35e-16 2.74e-24 3.55e-32 2.81e-32 
24867.72 3.59e-06 9.16e-01 8.38e-02 5.37e-17 1.58e-24 2.37e-32 1.89e-32 
25698.86 6.82e-06 9.61e-01 3.95e-02 6.63e-18 1.10e-24 1.80e-32 1.44e-32 
26587.16 8.49e-06 9.77e-01 2.30e-02 8.18e-19 1.15e-24 1.67e-32 1.35e-32 
27637.54 1.07e-05 9.87e-01 1.35e-02 1.05e-19 1.92e-24 1.99e-32 1.62e-32 
28986.97 1.51e-05 9.94e-01 5.56e-03 5.30e-21 3.34e-24 3.50e-32 2.87e-32 
#TIME: 6.10 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 4.67e-22 1.77e-14 3.87e-07 2.21e-01 7.78e-01 1.30e-03 3.79e-09 
999.11 5.15e-23 2.18e-15 5.97e-08 5.87e-02 9.33e-01 8.69e-03 1.72e-07 
1267.34 9.46e-24 4.38e-16 1.39e-08 2.01e-02 9.48e-01 3.17e-02 2.34e-06 
1514.05 2.76e-24 1.35e-16 4.65e-09 8.66e-03 9.15e-01 7.60e-02 1.64e-05 
1808.80 7.93e-25 4.30e-17 1.71e-09 4.15e-03 8.50e-01 1.46e-01 7.02e-05 
1919.29 2.42e-25 1.41e-17 6.15e-10 1.92e-03 7.27e-01 2.71e-01 3.13e-04 
2160.92 7.68e-26 4.76e-18 2.31e-10 9.29e-04 5.89e-01 4.09e-01 9.86e-04 
2292.92 3.11e-26 2.18e-18 1.20e-10 5.85e-04 5.29e-01 4.69e-01 1.42e-03 
2432.98 1.21e-26 9.75e-19 6.03e-11 3.59e-04 4.57e-01 5.40e-01 2.17e-03 
2581.60 5.02e-27 4.23e-19 2.82e-11 2.03e-04 3.55e-01 6.40e-01 4.28e-03 
2739.29 2.46e-27 2.17e-19 1.55e-11 1.27e-04 2.85e-01 7.07e-01 7.02e-03 
2906.62 1.59e-27 1.43e-19 1.09e-11 1.05e-04 2.71e-01 7.22e-01 7.66e-03 
3084.17 1.33e-27 1.31e-19 1.07e-11 1.10e-04 2.82e-01 7.11e-01 6.86e-03 
3272.56 9.94e-28 1.10e-19 1.01e-11 1.12e-04 2.91e-01 7.02e-01 6.23e-03 
3472.46 9.70e-28 1.19e-19 1.19e-11 1.39e-04 3.25e-01 6.70e-01 4.79e-03 
3684.57 9.38e-28 1.31e-19 1.44e-11 1.75e-04 3.62e-01 6.34e-01 3.53e-03 
3909.64 7.72e-28 1.26e-19 1.59e-11 2.14e-04 3.98e-01 5.99e-01 2.64e-03 
4148.46 8.39e-28 1.48e-19 1.96e-11 2.68e-04 4.31e-01 5.66e-01 2.02e-03 
4401.86 1.55e-27 2.63e-19 3.30e-11 4.08e-04 5.04e-01 4.94e-01 1.24e-03 
4670.75 2.72e-27 4.50e-19 5.48e-11 6.29e-04 5.90e-01 4.09e-01 6.61e-04 
4956.05 2.71e-27 4.90e-19 6.44e-11 7.66e-04 6.28e-01 3.71e-01 4.78e-04 
5258.79 2.79e-27 5.68e-19 8.16e-11 9.80e-04 6.78e-01 3.21e-01 3.14e-04 
5580.02 4.07e-27 8.73e-19 1.29e-10 1.49e-03 7.65e-01 2.34e-01 1.33e-04 
5920.87 6.09e-27 1.35e-18 2.04e-10 2.23e-03 8.25e-01 1.73e-01 5.99e-05 
6282.54 9.31e-27 2.20e-18 3.39e-10 3.46e-03 8.82e-01 1.15e-01 2.11e-05 
6666.30 1.83e-26 4.31e-18 6.47e-10 5.87e-03 9.24e-01 7.04e-02 6.56e-06 
7073.50 4.34e-26 1.01e-17 1.46e-09 1.13e-02 9.55e-01 3.39e-02 1.22e-06 
7505.58 1.05e-25 2.58e-17 3.64e-09 2.33e-02 9.61e-01 1.53e-02 1.85e-07 
7964.05 3.96e-25 9.58e-17 1.25e-08 6.09e-02 9.34e-01 4.66e-03 1.25e-08 
8450.53 2.48e-24 5.64e-16 6.23e-08 1.98e-01 8.01e-01 8.45e-04 3.16e-10 
8966.72 1.43e-23 3.02e-15 2.76e-07 5.38e-01 4.62e-01 7.01e-05 2.50e-12 
9514.44 7.04e-23 1.32e-14 9.20e-07 9.08e-01 9.21e-02 1.39e-06 2.39e-15 
10095.62 3.95e-22 6.12e-14 2.73e-06 9.95e-01 4.67e-03 8.23e-10 1.48e-20 
10712.30 3.51e-21 4.38e-13 1.09e-05 1.00e+00 6.80e-05 5.98e-14 2.64e-27 
11366.65 4.69e-20 4.93e-12 6.25e-05 1.00e+00 3.34e-07 3.59e-19 2.73e-28 
12061.10 1.01e-18 8.60e-11 4.75e-04 1.00e+00 6.62e-10 3.39e-25 4.97e-29 
12793.43 4.05e-17 2.60e-09 5.17e-03 9.95e-01 2.95e-13 7.63e-29 3.47e-30 
13528.61 2.20e-15 1.03e-07 6.56e-02 9.34e-01 4.45e-17 2.40e-30 2.04e-31 
14194.74 7.75e-14 2.39e-06 4.68e-01 5.32e-01 6.74e-21 1.00e-31 6.35e-32 
14757.77 4.21e-13 9.96e-06 8.54e-01 1.46e-01 1.06e-23 6.54e-32 4.24e-32 
15240.48 1.82e-12 2.78e-05 9.65e-01 3.47e-02 4.59e-24 4.25e-32 2.80e-32 
15646.99 9.39e-12 7.75e-05 9.94e-01 5.81e-03 1.28e-24 2.70e-32 1.80e-32 
15960.30 6.80e-11 2.58e-04 9.99e-01 3.13e-04 3.25e-25 1.70e-32 1.14e-32 
16187.41 2.37e-10 5.67e-04 9.98e-01 1.13e-03 4.26e-24 1.48e-32 1.01e-32 
16354.17 5.62e-10 9.91e-04 9.99e-01 2.71e-05 2.79e-25 1.53e-32 1.05e-32 
16484.18 9.67e-10 1.52e-03 9.98e-01 7.67e-06 1.19e-25 1.81e-32 1.25e-32 
16593.12 1.00e-09 1.63e-03 9.98e-01 5.67e-06 3.32e-25 2.29e-32 1.59e-32 
16691.99 1.37e-09 2.06e-03 9.98e-01 3.46e-06 4.65e-25 2.79e-32 1.95e-32 
16788.59 1.84e-09 2.56e-03 9.97e-01 1.92e-06 3.32e-25 3.25e-32 2.27e-32 
16888.37 1.94e-09 2.65e-03 9.97e-01 1.18e-06 5.15e-25 3.69e-32 2.60e-32 
16998.79 3.56e-09 4.37e-03 9.96e-01 5.61e-07 5.64e-25 4.21e-32 2.97e-32 
17146.37 4.96e-09 5.70e-03 9.94e-01 2.71e-07 3.94e-25 4.75e-32 3.37e-32 
17415.23 1.04e-08 1.01e-02 9.90e-01 7.64e-08 5.53e-25 5.22e-32 3.74e-32 
17888.12 2.64e-08 2.07e-02 9.79e-01 9.16e-09 1.51e-25 5.13e-32 3.73e-32 
18532.37 1.13e-07 5.93e-02 9.41e-01 8.21e-10 4.76e-25 4.16e-32 3.06e-32 
19260.76 3.25e-07 1.33e-01 8.67e-01 7.39e-11 6.21e-25 3.53e-32 2.63e-32 
20034.10 6.88e-07 2.66e-01 7.34e-01 7.13e-12 8.21e-25 3.49e-32 2.64e-32 
20838.00 1.10e-06 4.04e-01 5.96e-01 9.27e-13 1.26e-24 3.85e-32 2.95e-32 
21647.97 1.52e-06 5.53e-01 4.47e-01 1.14e-13 1.51e-24 4.32e-32 3.34e-32 
22447.94 2.00e-06 6.26e-01 3.74e-01 2.03e-14 2.45e-24 5.22e-32 4.06e-32 
23245.88 3.10e-06 7.95e-01 2.05e-01 2.61e-15 2.77e-24 5.29e-32 4.15e-32 
24052.47 3.88e-06 8.58e-01 1.42e-01 5.33e-16 2.66e-24 3.78e-32 2.99e-32 
24867.72 4.45e-06 9.21e-01 7.87e-02 5.65e-17 1.17e-24 2.52e-32 2.01e-32 
25698.86 5.88e-06 9.53e-01 4.74e-02 8.44e-18 1.22e-24 1.92e-32 1.54e-32 
26587.16 8.37e-06 9.74e-01 2.56e-02 9.01e-19 1.12e-24 1.78e-32 1.43e-32 
27637.54 1.05e-05 9.86e-01 1.36e-02 8.69e-20 1.24e-24 2.12e-32 1.72e-32 
28986.97 1.55e-05 9.94e-01 5.85e-03 6.00e-21 3.53e-24 3.73e-32 3.05e-32 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 4.30e-22 1.63e-14 3.72e-07 2.27e-01 7.72e-01 1.05e-03 1.05e-09 
999.11 4.47e-23 2.00e-15 5.75e-08 5.91e-02 9.33e-01 8.40e-03 1.30e-07 
1267.34 8.97e-24 4.42e-16 1.46e-08 2.15e-02 9.50e-01 2.82e-02 1.82e-06 
1514.05 2.81e-24 1.43e-16 5.10e-09 9.64e-03 9.22e-01 6.79e-02 1.11e-05 
1808.80 8.15e-25 4.62e-17 1.89e-09 4.65e-03 8.64e-01 1.32e-01 5.50e-05 
1919.29 2.71e-25 1.62e-17 7.26e-10 2.29e-03 7.64e-01 2.33e-01 1.98e-04 
2160.92 8.62e-26 5.57e-18 2.79e-10 1.13e-03 6.34e-01 3.64e-01 6.79e-04 
2292.92 3.67e-26 2.66e-18 1.49e-10 7.23e-04 5.69e-01 4.29e-01 1.04e-03 
2432.98 1.68e-26 1.36e-18 8.52e-11 4.95e-04 5.19e-01 4.79e-01 1.41e-03 
2581.60 7.06e-27 6.26e-19 4.27e-11 2.94e-04 4.19e-01 5.78e-01 2.77e-03 
2739.29 3.84e-27 3.53e-19 2.56e-11 2.00e-04 3.55e-01 6.40e-01 4.22e-03 
2906.62 1.90e-27 1.78e-19 1.39e-11 1.32e-04 2.97e-01 6.97e-01 6.29e-03 
3084.17 1.62e-27 1.65e-19 1.39e-11 1.40e-04 3.10e-01 6.84e-01 5.64e-03 
3272.56 1.23e-27 1.42e-19 1.33e-11 1.45e-04 3.23e-01 6.72e-01 4.96e-03 
3472.46 1.21e-27 1.55e-19 1.58e-11 1.81e-04 3.62e-01 6.34e-01 3.68e-03 
3684.57 1.20e-27 1.73e-19 1.94e-11 2.34e-04 4.10e-01 5.87e-01 2.56e-03 
3909.64 9.20e-28 1.52e-19 1.95e-11 2.67e-04 4.40e-01 5.57e-01 1.96e-03 
4148.46 1.08e-27 1.99e-19 2.70e-11 3.59e-04 4.84e-01 5.14e-01 1.39e-03 
4401.86 1.96e-27 3.47e-19 4.46e-11 5.39e-04 5.59e-01 4.39e-01 8.23e-04 
4670.75 3.31e-27 5.61e-19 6.96e-11 7.90e-04 6.33e-01 3.66e-01 4.70e-04 
4956.05 3.62e-27 6.83e-19 9.13e-11 1.03e-03 6.82e-01 3.17e-01 3.05e-04 
5258.79 3.55e-27 7.60e-19 1.12e-10 1.30e-03 7.35e-01 2.64e-01 1.81e-04 
5580.02 5.05e-27 1.11e-18 1.67e-10 1.89e-03 8.04e-01 1.94e-01 7.93e-05 
5920.87 7.51e-27 1.74e-18 2.69e-10 2.85e-03 8.58e-01 1.39e-01 3.34e-05 
6282.54 1.15e-26 2.76e-18 4.31e-10 4.32e-03 9.05e-01 9.09e-02 1.22e-05 
6666.30 2.31e-26 5.68e-18 8.67e-10 7.51e-03 9.38e-01 5.42e-02 3.57e-06 
7073.50 5.39e-26 1.32e-17 1.92e-09 1.42e-02 9.58e-01 2.77e-02 6.99e-07 
7505.58 1.38e-25 3.45e-17 4.89e-09 2.99e-02 9.59e-01 1.13e-02 9.75e-08 
7964.05 5.16e-25 1.30e-16 1.70e-08 7.80e-02 9.19e-01 3.49e-03 6.65e-09 
8450.53 3.21e-24 7.57e-16 8.40e-08 2.49e-01 7.50e-01 5.13e-04 2.28e-10 
8966.72 1.70e-23 3.69e-15 3.37e-07 6.12e-01 3.88e-01 3.40e-05 7.80e-13 
9514.44 7.74e-23 1.49e-14 1.03e-06 9.33e-01 6.67e-02 4.20e-07 3.91e-16 
10095.62 4.38e-22 6.92e-14 3.03e-06 9.97e-01 3.05e-03 3.12e-10 2.76e-21 
10712.30 3.98e-21 5.08e-13 1.23e-05 1.00e+00 4.67e-05 2.91e-14 3.12e-27 
11366.65 5.50e-20 5.90e-12 7.22e-05 1.00e+00 1.95e-07 1.04e-19 2.41e-28 
12061.10 1.18e-18 1.03e-10 5.44e-04 9.99e-01 3.71e-10 7.99e-26 3.39e-29 
12793.43 4.89e-17 3.18e-09 6.05e-03 9.94e-01 1.64e-13 9.47e-29 7.29e-30 
13528.61 2.94e-15 1.38e-07 8.20e-02 9.18e-01 2.05e-17 1.72e-30 1.50e-31 
14194.74 9.19e-14 2.87e-06 5.34e-01 4.66e-01 3.64e-21 1.06e-31 6.75e-32 
14757.77 4.72e-13 1.12e-05 8.93e-01 1.07e-01 7.73e-24 6.94e-32 4.50e-32 
15240.48 1.85e-12 2.90e-05 9.73e-01 2.67e-02 2.89e-24 4.51e-32 2.98e-32 
15646.99 8.89e-12 7.62e-05 9.91e-01 9.08e-03 2.23e-24 2.87e-32 1.91e-32 
15960.30 6.55e-11 2.58e-04 9.99e-01 2.56e-04 3.83e-25 1.80e-32 1.22e-32 
16187.41 2.15e-10 5.41e-04 9.99e-01 1.05e-04 2.63e-26 1.57e-32 1.07e-32 
16354.17 4.79e-10 9.21e-04 9.99e-01 2.82e-05 2.51e-25 1.62e-32 1.11e-32 
16484.18 8.70e-10 1.41e-03 9.99e-01 8.93e-06 3.27e-25 1.92e-32 1.33e-32 
16593.12 9.22e-10 1.60e-03 9.98e-01 4.56e-06 2.96e-25 2.43e-32 1.69e-32 
16691.99 1.35e-09 2.12e-03 9.98e-01 2.73e-06 3.71e-25 2.97e-32 2.07e-32 
16788.59 1.45e-09 2.26e-03 9.98e-01 1.94e-06 5.43e-25 3.45e-32 2.42e-32 
16888.37 2.13e-09 3.17e-03 9.97e-01 1.05e-06 5.43e-25 3.93e-32 2.76e-32 
16998.79 3.15e-09 4.12e-03 9.96e-01 4.71e-07 5.79e-25 4.47e-32 3.16e-32 
17146.37 3.97e-09 4.87e-03 9.95e-01 2.23e-07 6.17e-25 5.05e-32 3.59e-32 
17415.23 8.69e-09 8.68e-03 9.91e-01 6.80e-08 7.24e-25 5.55e-32 3.97e-32 
17888.12 2.43e-08 1.94e-02 9.81e-01 1.34e-08 1.10e-24 5.46e-32 3.96e-32 
18532.37 9.20e-08 5.25e-02 9.48e-01 1.56e-09 1.08e-24 4.42e-32 3.26e-32 
19260.76 2.76e-07 1.21e-01 8.79e-01 7.00e-11 4.46e-25 3.75e-32 2.80e-32 
20034.10 6.26e-07 2.17e-01 7.83e-01 7.04e-12 5.28e-25 3.71e-32 2.80e-32 
20838.00 1.13e-06 4.07e-01 5.93e-01 9.08e-13 8.90e-25 4.09e-32 3.13e-32 
21647.97 1.66e-06 5.50e-01 4.50e-01 1.33e-13 1.36e-24 4.59e-32 3.55e-32 
22447.94 1.72e-06 6.72e-01 3.28e-01 2.01e-14 1.63e-24 5.54e-32 4.32e-32 
23245.88 2.59e-06 7.55e-01 2.45e-01 4.65e-15 4.19e-24 5.62e-32 4.41e-32 
24052.47 2.64e-06 7.25e-01 2.75e-01 9.40e-16 3.01e-24 4.02e-32 3.18e-32 
24867.72 3.89e-06 9.11e-01 8.92e-02 7.75e-17 1.86e-24 2.69e-32 2.14e-32 
25698.86 4.64e-06 9.46e-01 5.44e-02 1.34e-17 1.85e-24 2.04e-32 1.63e-32 
26587.16 6.70e-06 9.69e-01 3.08e-02 1.70e-18 2.22e-24 1.89e-32 1.52e-32 
27637.54 9.27e-06 9.83e-01 1.66e-02 1.72e-19 3.37e-24 2.25e-32 1.83e-32 
28986.97 1.13e-05 9.92e-01 8.11e-03 1.71e-20 1.22e-23 3.96e-32 3.25e-32 
#TIME: 6.36 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 3.10e-22 1.25e-14 3.06e-07 2.03e-01 7.96e-01 1.52e-03 3.83e-09 
999.11 4.00e-23 1.88e-15 5.63e-08 6.03e-02 9.32e-01 8.06e-03 1.21e-07 
1267.34 8.81e-24 4.45e-16 1.51e-08 2.32e-02 9.52e-01 2.51e-02 1.16e-06 
1514.05 2.76e-24 1.47e-16 5.45e-09 1.05e-02 9.29e-01 6.06e-02 8.35e-06 
1808.80 8.33e-25 4.94e-17 2.10e-09 5.21e-03 8.76e-01 1.18e-01 4.02e-05 
1919.29 3.09e-25 1.94e-17 8.95e-10 2.76e-03 7.90e-01 2.07e-01 1.53e-04 
2160.92 9.75e-26 6.62e-18 3.42e-10 1.36e-03 6.71e-01 3.27e-01 5.01e-04 
2292.92 4.31e-26 3.18e-18 1.83e-10 8.83e-04 6.04e-01 3.94e-01 8.00e-04 
2432.98 2.06e-26 1.70e-18 1.09e-10 6.24e-04 5.58e-01 4.41e-01 1.07e-03 
2581.60 9.62e-27 8.76e-19 6.12e-11 4.11e-04 4.87e-01 5.11e-01 1.72e-03 
2739.29 5.58e-27 5.35e-19 3.96e-11 2.98e-04 4.25e-01 5.72e-01 2.59e-03 
2906.62 2.90e-27 2.88e-19 2.28e-11 1.98e-04 3.51e-01 6.44e-01 4.28e-03 
3084.17 2.00e-27 2.12e-19 1.83e-11 1.83e-04 3.49e-01 6.47e-01 4.21e-03 
3272.56 1.56e-27 1.87e-19 1.79e-11 1.93e-04 3.65e-01 6.31e-01 3.64e-03 
3472.46 1.52e-27 2.01e-19 2.09e-11 2.38e-04 4.07e-01 5.90e-01 2.67e-03 
3684.57 1.49e-27 2.24e-19 2.57e-11 3.06e-04 4.56e-01 5.42e-01 1.86e-03 
3909.64 1.14e-27 2.01e-19 2.63e-11 3.46e-04 4.75e-01 5.23e-01 1.53e-03 
4148.46 1.37e-27 2.62e-19 3.64e-11 4.76e-04 5.41e-01 4.58e-01 9.22e-04 
4401.86 2.49e-27 4.46e-19 5.81e-11 6.97e-04 6.13e-01 3.86e-01 5.39e-04 
4670.75 4.03e-27 7.09e-19 8.98e-11 9.98e-04 6.74e-01 3.25e-01 3.26e-04 
4956.05 4.64e-27 9.19e-19 1.26e-10 1.37e-03 7.37e-01 2.61e-01 1.79e-04 
5258.79 4.54e-27 9.86e-19 1.47e-10 1.68e-03 7.84e-01 2.14e-01 1.03e-04 
5580.02 6.24e-27 1.43e-18 2.20e-10 2.41e-03 8.34e-01 1.63e-01 5.02e-05 
5920.87 9.30e-27 2.24e-18 3.51e-10 3.61e-03 8.87e-01 1.10e-01 1.91e-05 
6282.54 1.42e-26 3.54e-18 5.62e-10 5.43e-03 9.19e-01 7.56e-02 7.57e-06 
6666.30 2.90e-26 7.29e-18 1.13e-09 9.48e-03 9.50e-01 4.09e-02 1.68e-06 
7073.50 6.97e-26 1.77e-17 2.62e-09 1.83e-02 9.61e-01 2.05e-02 3.38e-07 
7505.58 1.77e-25 4.59e-17 6.58e-09 3.82e-02 9.53e-01 8.61e-03 6.46e-08 
7964.05 6.89e-25 1.80e-16 2.37e-08 1.02e-01 8.96e-01 2.35e-03 2.88e-09 
8450.53 4.17e-24 1.00e-15 1.11e-07 3.09e-01 6.90e-01 3.43e-04 4.91e-11 
8966.72 2.01e-23 4.52e-15 4.13e-07 6.89e-01 3.11e-01 2.07e-05 2.85e-13 
9514.44 8.47e-23 1.68e-14 1.15e-06 9.53e-01 4.73e-02 1.52e-07 7.57e-17 
10095.62 4.78e-22 7.70e-14 3.31e-06 9.98e-01 2.05e-03 1.30e-10 6.44e-22 
10712.30 4.49e-21 5.87e-13 1.39e-05 1.00e+00 3.43e-05 1.19e-14 1.65e-27 
11366.65 6.40e-20 7.01e-12 8.30e-05 1.00e+00 1.20e-07 3.54e-20 2.59e-28 
12061.10 1.42e-18 1.25e-10 6.37e-04 9.99e-01 2.15e-10 2.03e-26 3.25e-29 
12793.43 5.85e-17 3.88e-09 7.08e-03 9.93e-01 1.35e-13 1.27e-28 7.13e-30 
13528.61 3.57e-15 1.69e-07 9.52e-02 9.05e-01 1.10e-17 1.83e-30 1.59e-31 
14194.74 1.07e-13 3.36e-06 5.95e-01 4.05e-01 1.80e-21 1.13e-31 7.18e-32 
14757.77 4.76e-13 1.15e-05 8.99e-01 1.01e-01 8.77e-24 7.37e-32 4.79e-32 
15240.48 1.88e-12 2.98e-05 9.78e-01 2.24e-02 3.46e-24 4.79e-32 3.16e-32 
15646.99 9.20e-12 7.98e-05 9.97e-01 2.49e-03 4.24e-25 3.04e-32 2.03e-32 
15960.30 6.29e-11 2.52e-04 1.00e+00 2.33e-04 4.73e-25 1.91e-32 1.29e-32 
16187.41 2.22e-10 5.64e-04 9.99e-01 6.18e-05 1.86e-25 1.67e-32 1.14e-32 
16354.17 5.43e-10 1.04e-03 9.99e-01 1.81e-05 1.73e-25 1.72e-32 1.19e-32 
16484.18 7.42e-10 1.32e-03 9.99e-01 1.03e-05 3.49e-25 2.04e-32 1.41e-32 
16593.12 9.44e-10 1.61e-03 9.98e-01 8.63e-06 7.79e-25 2.59e-32 1.80e-32 
16691.99 1.05e-09 1.83e-03 9.98e-01 4.62e-06 8.82e-25 3.15e-32 2.20e-32 
16788.59 1.55e-09 2.41e-03 9.98e-01 2.56e-06 7.88e-25 3.67e-32 2.57e-32 
16888.37 1.88e-09 2.94e-03 9.97e-01 9.52e-07 6.46e-25 4.18e-32 2.94e-32 
16998.79 2.44e-09 3.54e-03 9.96e-01 8.37e-07 1.36e-24 4.75e-32 3.36e-32 
17146.37 4.40e-09 5.52e-03 9.94e-01 3.09e-07 1.20e-24 5.37e-32 3.82e-32 
17415.23 7.08e-09 7.72e-03 9.92e-01 1.29e-07 1.73e-24 5.90e-32 4.23e-32 
17888.12 2.04e-08 1.76e-02 9.82e-01 1.57e-08 1.03e-24 5.80e-32 4.21e-32 
18532.37 8.36e-08 4.92e-02 9.51e-01 8.04e-10 3.33e-25 4.70e-32 3.46e-32 
19260.76 2.76e-07 1.16e-01 8.84e-01 7.17e-11 5.47e-25 3.99e-32 2.98e-32 
20034.10 6.16e-07 2.39e-01 7.61e-01 7.35e-12 6.42e-25 3.94e-32 2.98e-32 
20838.00 9.71e-07 3.68e-01 6.32e-01 9.76e-13 9.60e-25 4.35e-32 3.33e-32 
21647.97 1.48e-06 5.43e-01 4.57e-01 1.23e-13 1.23e-24 4.88e-32 3.77e-32 
22447.94 1.66e-06 6.54e-01 3.46e-01 2.32e-14 2.21e-24 5.89e-32 4.59e-32 
23245.88 2.24e-06 7.13e-01 2.87e-01 4.18e-15 2.04e-24 5.98e-32 4.69e-32 
24052.47 2.14e-06 5.39e-01 4.61e-01 1.50e-15 2.54e-24 4.27e-32 3.38e-32 
24867.72 3.62e-06 8.92e-01 1.08e-01 1.14e-16 2.25e-24 2.86e-32 2.27e-32 
25698.86 4.33e-06 9.37e-01 6.29e-02 1.87e-17 1.79e-24 2.17e-32 1.74e-32 
26587.16 6.33e-06 9.66e-01 3.35e-02 2.21e-18 1.70e-24 2.01e-32 1.62e-32 
27637.54 8.43e-06 9.82e-01 1.76e-02 2.31e-19 2.33e-24 2.40e-32 1.95e-32 
28986.97 1.33e-05 9.92e-01 8.11e-03 1.07e-20 2.86e-24 4.22e-32 3.45e-32 
#TIME: 6.49 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 2.37e-22 1.05e-14 2.74e-07 1.90e-01 8.08e-01 1.72e-03 4.04e-09 
999.11 3.47e-23 1.69e-15 5.32e-08 6.02e-02 9.32e-01 7.80e-03 9.55e-08 
1267.34 7.88e-24 4.20e-16 1.50e-08 2.37e-02 9.52e-01 2.47e-02 1.12e-06 
1514.05 2.79e-24 1.56e-16 5.99e-09 1.17e-02 9.35e-01 5.35e-02 6.15e-06 
1808.80 8.77e-25 5.41e-17 2.37e-09 5.94e-03 8.90e-01 1.04e-01 2.83e-05 
1919.29 3.50e-25 2.28e-17 1.08e-09 3.32e-03 8.23e-01 1.73e-01 9.48e-05 
2160.92 1.17e-25 8.44e-18 4.48e-10 1.74e-03 7.21e-01 2.77e-01 3.07e-04 
2292.92 5.03e-26 3.89e-18 2.29e-10 1.09e-03 6.39e-01 3.59e-01 6.05e-04 
2432.98 2.32e-26 2.00e-18 1.32e-10 7.47e-04 5.90e-01 4.09e-01 8.31e-04 
2581.60 1.25e-26 1.17e-18 8.32e-11 5.46e-04 5.41e-01 4.57e-01 1.17e-03 
