#NTIMES: 108
#time[d] Lbol[erg/s] Edep[erg/s] 
2.037028e+00 2.080813e+40 6.186004e+44 
2.112455e+00 3.713971e+40 3.979044e+43 
2.190675e+00 4.640282e+40 3.954721e+43 
2.271792e+00 6.180019e+40 3.922295e+43 
2.355913e+00 8.804599e+40 3.901519e+43 
2.443148e+00 1.170029e+41 3.862746e+43 
2.533613e+00 1.268954e+41 3.828557e+43 
2.627428e+00 1.511284e+41 3.794202e+43 
2.724717e+00 1.886742e+41 3.766030e+43 
2.825608e+00 2.166102e+41 3.732153e+43 
2.930235e+00 2.536132e+41 3.695578e+43 
3.038736e+00 2.880058e+41 3.657827e+43 
3.151255e+00 3.433422e+41 3.627628e+43 
3.267940e+00 3.795833e+41 3.591212e+43 
3.388946e+00 4.320997e+41 3.543394e+43 
3.514432e+00 5.032098e+41 3.511486e+43 
3.644565e+00 5.899521e+41 3.464690e+43 
3.779516e+00 6.567925e+41 3.426397e+43 
3.919465e+00 7.456617e+41 3.385215e+43 
4.064595e+00 8.691848e+41 3.343637e+43 
4.215100e+00 9.864181e+41 3.294109e+43 
4.371177e+00 1.106692e+42 3.257246e+43 
4.533034e+00 1.251359e+42 3.205003e+43 
4.700883e+00 1.431718e+42 3.162427e+43 
4.874948e+00 1.606002e+42 3.116415e+43 
5.055458e+00 1.819677e+42 3.064435e+43 
5.242653e+00 2.036221e+42 3.017015e+43 
5.436778e+00 2.264813e+42 2.967407e+43 
5.638092e+00 2.540849e+42 2.918628e+43 
5.846861e+00 2.807050e+42 2.869575e+43 
6.063359e+00 3.122289e+42 2.814114e+43 
6.287873e+00 3.424748e+42 2.764113e+43 
6.520702e+00 3.755235e+42 2.708924e+43 
6.762152e+00 4.135212e+42 2.655988e+43 
7.012541e+00 4.518254e+42 2.603451e+43 
7.272203e+00 4.903151e+42 2.546079e+43 
7.541479e+00 5.309943e+42 2.493832e+43 
7.820726e+00 5.751812e+42 2.435694e+43 
8.110313e+00 6.227877e+42 2.382138e+43 
8.410623e+00 6.682777e+42 2.325799e+43 
8.722052e+00 7.131589e+42 2.264573e+43 
9.045013e+00 7.632272e+42 2.209322e+43 
9.379933e+00 8.092972e+42 2.152340e+43 
9.727255e+00 8.590601e+42 2.097819e+43 
1.008744e+01 9.088825e+42 2.038451e+43 
1.046096e+01 9.562332e+42 1.978617e+43 
1.084831e+01 1.000176e+43 1.924033e+43 
1.125000e+01 1.042570e+43 1.866247e+43 
1.166656e+01 1.086330e+43 1.810112e+43 
1.209856e+01 1.127363e+43 1.756783e+43 
1.254655e+01 1.165877e+43 1.698573e+43 
1.301112e+01 1.196625e+43 1.639421e+43 
1.349289e+01 1.223559e+43 1.587786e+43 
1.399251e+01 1.252431e+43 1.532675e+43 
1.451063e+01 1.273152e+43 1.478855e+43 
1.504793e+01 1.289963e+43 1.423714e+43 
1.560513e+01 1.298154e+43 1.372886e+43 
1.618296e+01 1.305102e+43 1.319312e+43 
1.678218e+01 1.304849e+43 1.269143e+43 
1.740360e+01 1.303091e+43 1.216170e+43 
1.804802e+01 1.293493e+43 1.166847e+43 
1.871630e+01 1.278950e+43 1.118438e+43 
1.940933e+01 1.263488e+43 1.073189e+43 
2.012802e+01 1.236014e+43 1.026740e+43 
2.087333e+01 1.209693e+43 9.801311e+42 
2.164623e+01 1.176408e+43 9.375657e+42 
2.244774e+01 1.140159e+43 8.953293e+42 
2.327894e+01 1.097306e+43 8.525189e+42 
2.414092e+01 1.049265e+43 8.137604e+42 
2.503481e+01 9.947511e+42 7.740825e+42 
2.596181e+01 9.396585e+42 7.374631e+42 
2.692312e+01 8.834968e+42 7.007162e+42 
2.792004e+01 8.271827e+42 6.662256e+42 
2.895387e+01 7.704223e+42 6.330764e+42 
3.002597e+01 7.203012e+42 6.015808e+42 
3.113778e+01 6.772650e+42 5.705845e+42 
3.229075e+01 6.434285e+42 5.407700e+42 
3.348642e+01 6.137357e+42 5.124218e+42 
3.472636e+01 5.844434e+42 4.853446e+42 
3.601222e+01 5.595123e+42 4.589419e+42 
3.734568e+01 5.341518e+42 4.340544e+42 
3.872852e+01 5.061078e+42 4.108085e+42 
4.016256e+01 4.797887e+42 3.880425e+42 
4.164970e+01 4.498958e+42 3.656462e+42 
4.319192e+01 4.187895e+42 3.451537e+42 
4.479123e+01 3.894073e+42 3.253165e+42 
4.644977e+01 3.569420e+42 3.060987e+42 
4.816972e+01 3.290868e+42 2.880217e+42 
4.995336e+01 3.015706e+42 2.702579e+42 
5.180304e+01 2.747501e+42 2.542278e+42 
5.372120e+01 2.519678e+42 2.381202e+42 
5.571040e+01 2.330872e+42 2.233569e+42 
5.777325e+01 2.164206e+42 2.091315e+42 
5.991249e+01 2.001741e+42 1.951856e+42 
6.213094e+01 1.858884e+42 1.826749e+42 
6.443153e+01 1.727422e+42 1.700243e+42 
6.681731e+01 1.600355e+42 1.583696e+42 
6.929144e+01 1.480940e+42 1.470802e+42 
7.185717e+01 1.374094e+42 1.365202e+42 
7.451791e+01 1.275897e+42 1.266281e+42 
7.727716e+01 1.172727e+42 1.175193e+42 
8.013859e+01 1.082311e+42 1.082816e+42 
8.310597e+01 9.983603e+41 1.000684e+42 
8.618323e+01 9.213850e+41 9.235147e+41 
8.937444e+01 8.488422e+41 8.496853e+41 
9.268381e+01 7.817946e+41 7.820197e+41 
9.611572e+01 7.234431e+41 7.212298e+41 
9.967470e+01 6.700705e+41 6.623966e+41 
