#NTIMES 50
#NSTAGES 5
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
3909.64 4.6540e-06 7.1146e-02 5.4135e-01 3.0140e-01 8.6097e-02
4148.46 3.5449e-06 6.9009e-02 5.3105e-01 3.0788e-01 9.2058e-02
4670.75 3.0576e-06 6.7851e-02 5.3717e-01 3.0473e-01 9.0241e-02
4956.05 1.4194e-06 4.6005e-02 5.1966e-01 3.3005e-01 1.0429e-01
5258.79 3.4603e-07 1.8186e-02 4.9334e-01 3.6686e-01 1.2161e-01
5580.02 7.1777e-08 5.7335e-03 4.5855e-01 3.9978e-01 1.3594e-01
5920.87 2.3610e-08 2.4695e-03 4.1925e-01 4.2698e-01 1.5129e-01
6282.54 1.1846e-08 1.5437e-03 3.8675e-01 4.4674e-01 1.6496e-01
6666.30 9.5651e-09 1.3323e-03 3.7262e-01 4.5461e-01 1.7143e-01
7073.50 9.5743e-09 1.3768e-03 3.6991e-01 4.5172e-01 1.7700e-01
7505.58 7.7573e-09 1.1623e-03 3.4771e-01 4.6272e-01 1.8841e-01
7964.05 1.1196e-08 1.5362e-03 3.4751e-01 4.5722e-01 1.9374e-01
8450.53 2.4502e-08 2.6622e-03 3.7457e-01 4.3927e-01 1.8351e-01
8966.72 7.4086e-08 5.9636e-03 3.9276e-01 4.2483e-01 1.7645e-01
9514.44 2.0493e-07 1.1968e-02 4.1004e-01 4.0692e-01 1.7106e-01
10095.62 6.1818e-07 2.2295e-02 4.3037e-01 3.8816e-01 1.5917e-01
10712.30 1.3915e-06 3.5135e-02 4.4232e-01 3.7343e-01 1.4912e-01
11366.65 2.6200e-06 5.1038e-02 4.4444e-01 3.6172e-01 1.4280e-01
12061.10 3.6905e-06 5.8933e-02 4.3636e-01 3.6046e-01 1.4425e-01
12793.43 3.9223e-06 5.8744e-02 4.3415e-01 3.6121e-01 1.4589e-01
13528.61 3.9269e-06 6.2059e-02 4.1449e-01 3.6767e-01 1.5577e-01
14194.74 2.9507e-06 4.8753e-02 4.2124e-01 3.7331e-01 1.5669e-01
14757.77 2.2062e-06 4.6286e-02 4.0700e-01 3.8137e-01 1.6535e-01
15240.48 3.1621e-06 5.7343e-02 4.3956e-01 3.6203e-01 1.4106e-01
15646.99 3.0731e-06 4.8326e-02 5.3109e-01 3.2409e-01 9.6488e-02
15960.30 8.1179e-06 6.8646e-02 6.1144e-01 2.6169e-01 5.8219e-02
16187.41 9.3400e-06 9.1559e-02 6.2284e-01 2.3788e-01 4.7713e-02
16354.17 5.9831e-06 6.3165e-02 6.2841e-01 2.6169e-01 4.6726e-02
16484.18 5.0168e-06 4.4491e-02 6.1943e-01 2.8448e-01 5.1593e-02
16593.12 2.3192e-06 2.6807e-02 5.5820e-01 3.5146e-01 6.3524e-02
16691.99 1.1730e-06 1.5584e-02 5.4790e-01 3.6994e-01 6.6577e-02
16788.59 4.0247e-07 1.3263e-02 5.0006e-01 4.1938e-01 6.7296e-02
16888.37 2.2796e-06 4.3507e-02 5.2551e-01 3.5115e-01 7.9831e-02
16998.79 7.3130e-07 1.8297e-02 5.3031e-01 3.6392e-01 8.7473e-02
17146.37 8.7033e-07 1.8961e-02 4.5721e-01 4.2472e-01 9.9106e-02
17415.23 2.0722e-07 6.7159e-03 4.2394e-01 4.5848e-01 1.1086e-01
17888.12 1.2165e-07 6.1980e-03 3.4867e-01 5.0432e-01 1.4081e-01
18532.37 4.1099e-08 3.1450e-03 3.1972e-01 5.1973e-01 1.5741e-01
19260.76 1.6833e-08 1.5073e-03 2.4099e-01 5.7628e-01 1.8123e-01
20034.10 1.9263e-08 1.7262e-03 2.4795e-01 5.2175e-01 2.2858e-01
20838.00 1.8241e-08 1.3307e-03 2.2963e-01 5.1142e-01 2.5761e-01
21647.97 2.0918e-08 1.5614e-03 1.7995e-01 5.1192e-01 3.0657e-01
22447.94 1.7077e-08 1.2307e-03 1.6395e-01 4.9093e-01 3.4389e-01
23245.88 4.3514e-08 2.8812e-03 1.6180e-01 4.5869e-01 3.7663e-01
24052.47 1.1949e-08 9.0932e-04 1.3199e-01 4.2528e-01 4.4183e-01
24867.72 7.0301e-09 9.8327e-04 8.6076e-02 3.8782e-01 5.2512e-01
25698.86 1.4340e-09 2.1288e-04 4.5382e-02 4.0359e-01 5.5082e-01
26587.16 1.8689e-09 2.9443e-04 4.7624e-02 3.6184e-01 5.9024e-01
27637.54 2.5069e-09 3.9189e-04 4.5486e-02 2.8875e-01 6.6537e-01
28986.97 1.2461e-09 1.1073e-04 2.4686e-02 2.1826e-01 7.5694e-01
#TIME: 216.97
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
1060.83 2.7879e-04 5.2855e-01 3.5585e-01 9.7990e-02 1.7329e-02
1919.29 2.5207e-04 5.5871e-01 3.3799e-01 8.8102e-02 1.4944e-02
2581.60 1.0487e-04 4.3714e-01 4.0990e-01 1.2758e-01 2.5278e-02
3084.17 5.6339e-05 3.0240e-01 4.7995e-01 1.7765e-01 3.9947e-02
3472.46 1.9830e-05 1.6489e-01 5.4153e-01 2.3465e-01 5.8904e-02
3909.64 5.1112e-06 7.1218e-02 5.4169e-01 3.0100e-01 8.6080e-02
4148.46 3.9282e-06 7.2122e-02 5.3099e-01 3.0498e-01 9.1906e-02
4670.75 3.4175e-06 7.1847e-02 5.3259e-01 3.0482e-01 9.0736e-02
4956.05 1.4089e-06 4.5032e-02 5.2063e-01 3.3070e-01 1.0364e-01
5258.79 3.4155e-07 1.7670e-02 4.9267e-01 3.6868e-01 1.2098e-01
5580.02 7.5155e-08 5.7327e-03 4.5621e-01 4.0220e-01 1.3586e-01
5920.87 2.2829e-08 2.3598e-03 4.1509e-01 4.3166e-01 1.5089e-01
6282.54 1.1744e-08 1.4610e-03 3.8182e-01 4.5104e-01 1.6568e-01
6666.30 1.0007e-08 1.3253e-03 3.7000e-01 4.5651e-01 1.7216e-01
7073.50 9.7611e-09 1.3550e-03 3.6246e-01 4.5874e-01 1.7744e-01
7505.58 8.3290e-09 1.1983e-03 3.5080e-01 4.5892e-01 1.8909e-01
7964.05 1.0912e-08 1.4787e-03 3.4960e-01 4.5503e-01 1.9389e-01
8450.53 2.4224e-08 2.5942e-03 3.7475e-01 4.3830e-01 1.8436e-01
8966.72 7.5135e-08 5.9197e-03 3.9588e-01 4.2135e-01 1.7685e-01
9514.44 2.1519e-07 1.2263e-02 4.0869e-01 4.0758e-01 1.7147e-01
10095.62 5.9149e-07 2.2263e-02 4.3097e-01 3.8769e-01 1.5908e-01
10712.30 1.2902e-06 3.2697e-02 4.4654e-01 3.7268e-01 1.4808e-01
11366.65 2.4876e-06 4.7309e-02 4.4676e-01 3.6331e-01 1.4263e-01
12061.10 3.8259e-06 6.0376e-02 4.4024e-01 3.5653e-01 1.4286e-01
12793.43 4.3932e-06 6.2204e-02 4.3297e-01 3.5896e-01 1.4585e-01
13528.61 4.2254e-06 5.9175e-02 4.3329e-01 3.6064e-01 1.4689e-01
14194.74 2.7195e-06 4.6775e-02 4.2281e-01 3.7134e-01 1.5907e-01
14757.77 1.8495e-06 3.6421e-02 4.2408e-01 3.7846e-01 1.6104e-01
15240.48 3.0476e-06 5.0162e-02 4.6460e-01 3.5452e-01 1.3071e-01
15646.99 3.4020e-06 4.6832e-02 5.2917e-01 3.3093e-01 9.3062e-02
15960.30 6.7803e-06 5.5023e-02 6.1470e-01 2.7265e-01 5.7615e-02
16187.41 8.7511e-06 7.1842e-02 6.1798e-01 2.6434e-01 4.5827e-02
16354.17 6.7620e-06 6.1776e-02 6.4626e-01 2.4696e-01 4.5001e-02
16484.18 3.6615e-06 3.9021e-02 6.3414e-01 2.7912e-01 4.7707e-02
16593.12 1.7016e-06 2.4102e-02 5.6954e-01 3.5153e-01 5.4821e-02
16691.99 5.1082e-06 8.8446e-02 5.7081e-01 2.7657e-01 6.4163e-02
16788.59 6.9718e-07 1.3470e-02 5.4864e-01 3.6643e-01 7.1461e-02
16888.37 1.5479e-06 3.3740e-02 5.3650e-01 3.4724e-01 8.2519e-02
16998.79 8.7243e-07 1.8600e-02 5.5778e-01 3.4090e-01 8.2716e-02
17146.37 3.5317e-07 1.1288e-02 4.2616e-01 4.6235e-01 1.0020e-01
17415.23 4.5551e-07 1.3535e-02 4.6478e-01 4.1164e-01 1.1004e-01
17888.12 2.1417e-07 1.0539e-02 4.1723e-01 4.3681e-01 1.3542e-01
18532.37 4.8583e-08 3.7124e-03 3.2280e-01 5.1522e-01 1.5827e-01
19260.76 3.2798e-08 2.2815e-03 2.8216e-01 5.4185e-01 1.7371e-01
20034.10 1.6347e-08 1.6692e-03 2.8720e-01 4.8419e-01 2.2694e-01
20838.00 3.0251e-08 2.1865e-03 1.9525e-01 5.4654e-01 2.5602e-01
21647.97 1.8994e-08 1.2257e-03 1.8986e-01 5.1959e-01 2.8932e-01
22447.94 1.2722e-08 7.2928e-04 1.2099e-01 5.4718e-01 3.3110e-01
23245.88 1.6953e-08 1.3393e-03 1.4616e-01 4.7751e-01 3.7499e-01
24052.47 7.5756e-09 6.9242e-04 8.6866e-02 4.7322e-01 4.3922e-01
24867.72 7.9016e-09 9.7902e-04 8.8953e-02 4.1196e-01 4.9811e-01
25698.86 6.5353e-09 9.9214e-04 6.9240e-02 3.7675e-01 5.5302e-01
26587.16 2.1314e-09 3.0357e-04 5.8168e-02 3.6068e-01 5.8085e-01
27637.54 2.5825e-09 3.2299e-04 5.1551e-02 3.1612e-01 6.3200e-01
28986.97 2.6086e-09 2.6732e-04 2.7423e-02 2.2323e-01 7.4908e-01
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
1060.83 2.8941e-04 5.3128e-01 3.5437e-01 9.7012e-02 1.7047e-02
1919.29 2.7844e-04 5.5680e-01 3.4023e-01 8.7837e-02 1.4860e-02
2581.60 1.0988e-04 4.3754e-01 4.1022e-01 1.2703e-01 2.5093e-02
3084.17 5.8293e-05 3.0281e-01 4.8071e-01 1.7669e-01 3.9726e-02
3472.46 2.0831e-05 1.6302e-01 5.4371e-01 2.3449e-01 5.8765e-02
3909.64 5.1732e-06 7.3329e-02 5.4163e-01 2.9952e-01 8.5519e-02
4148.46 4.0565e-06 6.9307e-02 5.3078e-01 3.0847e-01 9.1439e-02
4670.75 3.6828e-06 7.4725e-02 5.3186e-01 3.0318e-01 9.0235e-02
4956.05 1.4526e-06 4.3237e-02 5.2139e-01 3.3209e-01 1.0328e-01
5258.79 3.6617e-07 1.8121e-02 4.9173e-01 3.6884e-01 1.2130e-01
5580.02 7.5601e-08 5.5993e-03 4.5972e-01 3.9928e-01 1.3540e-01
5920.87 2.2169e-08 2.2666e-03 4.1448e-01 4.3257e-01 1.5068e-01
6282.54 1.1951e-08 1.4429e-03 3.8229e-01 4.5042e-01 1.6584e-01
6666.30 1.0310e-08 1.3404e-03 3.6713e-01 4.5942e-01 1.7211e-01
7073.50 9.4892e-09 1.2829e-03 3.6112e-01 4.5957e-01 1.7803e-01
7505.58 8.3244e-09 1.1460e-03 3.4607e-01 4.6229e-01 1.9049e-01
7964.05 1.2165e-08 1.5838e-03 3.4527e-01 4.5858e-01 1.9457e-01
8450.53 2.5931e-08 2.6402e-03 3.7333e-01 4.3828e-01 1.8576e-01
8966.72 7.7325e-08 6.1155e-03 3.9705e-01 4.2056e-01 1.7627e-01
9514.44 2.0530e-07 1.1796e-02 4.0939e-01 4.0723e-01 1.7159e-01
10095.62 5.7603e-07 2.0719e-02 4.3285e-01 3.8750e-01 1.5893e-01
10712.30 1.3993e-06 3.5243e-02 4.4439e-01 3.7255e-01 1.4782e-01
11366.65 2.6667e-06 5.0353e-02 4.4483e-01 3.6141e-01 1.4341e-01
12061.10 3.6905e-06 5.6450e-02 4.3864e-01 3.5990e-01 1.4501e-01
12793.43 4.4699e-06 6.2873e-02 4.3518e-01 3.5703e-01 1.4492e-01
13528.61 4.5656e-06 6.2783e-02 4.2469e-01 3.6246e-01 1.5006e-01
14194.74 3.1733e-06 5.2235e-02 4.0992e-01 3.7544e-01 1.6241e-01
14757.77 1.7442e-06 3.0280e-02 4.2153e-01 3.8519e-01 1.6300e-01
15240.48 2.0678e-06 3.4420e-02 4.5948e-01 3.6921e-01 1.3690e-01
15646.99 4.4643e-06 5.8102e-02 5.2844e-01 3.1987e-01 9.3590e-02
15960.30 9.2740e-06 7.5161e-02 6.0782e-01 2.5949e-01 5.7513e-02
16187.41 1.1029e-05 8.7842e-02 6.3906e-01 2.2711e-01 4.5982e-02
16354.17 1.0531e-05 7.4557e-02 6.4727e-01 2.3385e-01 4.4306e-02
16484.18 5.9592e-06 5.9592e-02 6.5163e-01 2.4089e-01 4.7882e-02
16593.12 2.7478e-06 3.4244e-02 6.0641e-01 3.0094e-01 5.8402e-02
16691.99 3.0815e-06 3.4251e-02 6.1231e-01 2.8889e-01 6.4551e-02
16788.59 4.9414e-07 1.3546e-02 4.5920e-01 4.4728e-01 7.9978e-02
16888.37 1.5449e-06 2.9760e-02 5.6281e-01 3.3105e-01 7.6376e-02
16998.79 7.2636e-07 1.7644e-02 5.9520e-01 3.1585e-01 7.1301e-02
17146.37 8.9429e-07 1.9685e-02 5.5456e-01 3.4676e-01 7.8990e-02
17415.23 2.5814e-07 7.8452e-03 4.3105e-01 4.6009e-01 1.0101e-01
17888.12 1.1174e-07 5.1008e-03 3.9254e-01 4.7974e-01 1.2261e-01
18532.37 2.9007e-08 2.4137e-03 2.9007e-01 5.5030e-01 1.5722e-01
19260.76 3.8496e-08 2.7462e-03 2.6293e-01 5.5241e-01 1.8191e-01
20034.10 1.7107e-08 1.5197e-03 2.1595e-01 5.7178e-01 2.1074e-01
20838.00 2.7283e-08 1.9181e-03 2.5862e-01 4.9152e-01 2.4795e-01
21647.97 5.1283e-08 2.8006e-03 2.3143e-01 4.7539e-01 2.9039e-01
22447.94 8.7128e-09 5.9772e-04 1.4838e-01 4.9846e-01 3.5256e-01
23245.88 1.1145e-08 7.5910e-04 1.4832e-01 4.8938e-01 3.6154e-01
24052.47 6.2093e-09 7.2781e-04 1.3663e-01 4.1713e-01 4.4551e-01
24867.72 5.2013e-09 7.5444e-04 9.3756e-02 4.0563e-01 4.9986e-01
25698.86 2.8909e-09 4.7137e-04 6.1309e-02 3.4098e-01 5.9724e-01
26587.16 6.5594e-10 1.2287e-04 4.8035e-02 3.4968e-01 6.0216e-01
27637.54 5.2342e-09 8.2032e-04 4.9091e-02 2.9997e-01 6.5011e-01
28986.97 6.5488e-09 6.9739e-04 2.9087e-02 2.1798e-01 7.5224e-01
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
1060.83 3.0025e-04 5.4419e-01 3.4828e-01 9.1526e-02 1.5697e-02
1919.29 2.6764e-04 5.5925e-01 3.3918e-01 8.6731e-02 1.4579e-02
2581.60 1.2109e-04 4.3772e-01 4.1102e-01 1.2629e-01 2.4849e-02
3084.17 6.3929e-05 3.0066e-01 4.8280e-01 1.7679e-01 3.9684e-02
3472.46 2.1595e-05 1.6725e-01 5.3994e-01 2.3420e-01 5.8583e-02
3909.64 5.0511e-06 7.1781e-02 5.4356e-01 2.9913e-01 8.5525e-02
4148.46 4.3139e-06 7.1960e-02 5.3031e-01 3.0650e-01 9.1232e-02
4670.75 3.8084e-06 7.5938e-02 5.3295e-01 3.0115e-01 8.9961e-02
4956.05 1.3467e-06 3.9309e-02 5.2859e-01 3.2874e-01 1.0336e-01
5258.79 3.9500e-07 1.8898e-02 4.9153e-01 3.6870e-01 1.2087e-01
5580.02 7.9706e-08 5.7642e-03 4.5644e-01 4.0250e-01 1.3529e-01
5920.87 2.4354e-08 2.3709e-03 4.1652e-01 4.3052e-01 1.5060e-01
6282.54 1.2647e-08 1.4644e-03 3.7891e-01 4.5359e-01 1.6603e-01
6666.30 1.0706e-08 1.3499e-03 3.7115e-01 4.5564e-01 1.7185e-01
7073.50 9.5997e-09 1.2396e-03 3.6086e-01 4.5967e-01 1.7823e-01
7505.58 8.6007e-09 1.1698e-03 3.4724e-01 4.6144e-01 1.9015e-01
7964.05 1.2138e-08 1.5555e-03 3.4824e-01 4.5516e-01 1.9505e-01
8450.53 2.7645e-08 2.8037e-03 3.7384e-01 4.3776e-01 1.8561e-01
8966.72 7.6814e-08 5.9315e-03 3.9515e-01 4.2087e-01 1.7805e-01
9514.44 2.2195e-07 1.2457e-02 4.0824e-01 4.0712e-01 1.7218e-01
10095.62 5.8965e-07 2.1184e-02 4.2962e-01 3.8907e-01 1.6013e-01
10712.30 1.4065e-06 3.6764e-02 4.4072e-01 3.7397e-01 1.4855e-01
11366.65 2.7498e-06 5.2061e-02 4.4693e-01 3.5987e-01 1.4114e-01
12061.10 3.9254e-06 6.3367e-02 4.3732e-01 3.5668e-01 1.4263e-01
12793.43 4.1380e-06 5.5671e-02 4.3925e-01 3.5983e-01 1.4525e-01
13528.61 4.3481e-06 5.8986e-02 4.2859e-01 3.6299e-01 1.4942e-01
14194.74 3.5445e-06 5.1275e-02 4.2284e-01 3.7072e-01 1.5516e-01
14757.77 3.2398e-06 5.2031e-02 4.1359e-01 3.7466e-01 1.5972e-01
15240.48 2.8647e-06 3.8286e-02 4.5359e-01 3.7213e-01 1.3599e-01
15646.99 4.8328e-06 5.7479e-02 5.4182e-01 3.1106e-01 8.9636e-02
15960.30 9.5155e-06 8.1888e-02 6.0246e-01 2.5873e-01 5.6907e-02
16187.41 9.9318e-06 7.9156e-02 6.4788e-01 2.3009e-01 4.2864e-02
16354.17 6.4987e-06 6.1202e-02 6.6039e-01 2.3739e-01 4.1011e-02
16484.18 4.9323e-06 5.9373e-02 6.4929e-01 2.4383e-01 4.7509e-02
16593.12 2.3715e-06 3.2141e-02 5.9334e-01 3.1524e-01 5.9281e-02
16691.99 2.7624e-06 2.5441e-02 6.5005e-01 2.6844e-01 5.6063e-02
16788.59 1.4349e-06 3.2897e-02 5.4836e-01 3.4295e-01 7.5793e-02
16888.37 5.6488e-07 1.0308e-02 4.8108e-01 4.3163e-01 7.6984e-02
16998.79 4.2068e-07 1.1266e-02 5.0718e-01 4.0174e-01 7.9812e-02
17146.37 6.8483e-07 1.9538e-02 5.3016e-01 3.5900e-01 9.1295e-02
17415.23 2.2070e-07 9.2806e-03 4.1900e-01 4.6251e-01 1.0921e-01
17888.12 9.4437e-08 5.5794e-03 4.1253e-01 4.5707e-01 1.2482e-01
18532.37 3.6024e-08 2.5979e-03 2.9231e-01 5.4347e-01 1.6162e-01
19260.76 3.3909e-08 2.3322e-03 2.8362e-01 5.3241e-01 1.8164e-01
20034.10 2.4895e-08 2.1096e-03 2.8352e-01 4.9455e-01 2.1982e-01
20838.00 4.9605e-08 3.4866e-03 2.7828e-01 4.5862e-01 2.5961e-01
21647.97 2.5374e-08 1.5024e-03 1.8298e-01 5.2837e-01 2.8714e-01
22447.94 4.5779e-08 2.3588e-03 1.6873e-01 4.7233e-01 3.5659e-01
23245.88 6.3737e-09 5.2748e-04 1.3283e-01 4.7692e-01 3.8972e-01
24052.47 3.7491e-09 4.6023e-04 8.4552e-02 4.3594e-01 4.7905e-01
24867.72 3.4289e-09 4.1105e-04 7.8967e-02 4.3048e-01 4.9014e-01
25698.86 1.1093e-08 1.6495e-03 8.6176e-02 3.5723e-01 5.5495e-01
26587.16 8.8671e-10 1.6163e-04 6.0827e-02 3.3840e-01 6.0061e-01
27637.54 2.2332e-09 3.4197e-04 5.1750e-02 3.1659e-01 6.3132e-01
28986.97 1.8075e-09 2.0968e-04 3.3776e-02 2.5026e-01 7.1575e-01
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
1060.83 3.1037e-04 5.4357e-01 3.4589e-01 9.3902e-02 1.6326e-02
1919.29 2.8357e-04 5.8219e-01 3.2295e-01 8.1276e-02 1.3296e-02
2581.60 1.3261e-04 4.5686e-01 4.0051e-01 1.1951e-01 2.2992e-02
3084.17 5.9133e-05 3.0178e-01 4.8267e-01 1.7609e-01 3.9408e-02
3472.46 2.1896e-05 1.6432e-01 5.4232e-01 2.3501e-01 5.8334e-02
3909.64 5.6517e-06 7.7659e-02 5.3971e-01 2.9716e-01 8.5467e-02
4148.46 4.3538e-06 7.4084e-02 5.2945e-01 3.0564e-01 9.0822e-02
4670.75 3.9092e-06 7.4283e-02 5.3463e-01 3.0135e-01 8.9729e-02
4956.05 1.2255e-06 3.8367e-02 5.2699e-01 3.3152e-01 1.0312e-01
5258.79 4.0649e-07 1.9083e-02 4.9310e-01 3.6704e-01 1.2077e-01
5580.02 8.4039e-08 5.9112e-03 4.5749e-01 4.0164e-01 1.3496e-01
5920.87 2.6620e-08 2.4993e-03 4.2006e-01 4.2714e-01 1.5030e-01
6282.54 1.3599e-08 1.5271e-03 3.8265e-01 4.5003e-01 1.6580e-01
6666.30 1.1575e-08 1.3985e-03 3.7185e-01 4.5548e-01 1.7127e-01
7073.50 1.0358e-08 1.3135e-03 3.6677e-01 4.5384e-01 1.7808e-01
7505.58 9.4584e-09 1.2353e-03 3.4343e-01 4.6487e-01 1.9047e-01
7964.05 1.2566e-08 1.5430e-03 3.5220e-01 4.5239e-01 1.9386e-01
8450.53 2.9499e-08 2.8074e-03 3.7510e-01 4.3717e-01 1.8492e-01
8966.72 8.2252e-08 6.1051e-03 3.9511e-01 4.2121e-01 1.7758e-01
9514.44 2.2669e-07 1.2159e-02 4.0785e-01 4.0792e-01 1.7207e-01
10095.62 6.8345e-07 2.3627e-02 4.2812e-01 3.8879e-01 1.5946e-01
10712.30 1.4547e-06 3.6362e-02 4.4193e-01 3.7202e-01 1.4968e-01
11366.65 2.3011e-06 4.6258e-02 4.4832e-01 3.6244e-01 1.4298e-01
12061.10 3.6484e-06 5.8363e-02 4.3966e-01 3.5893e-01 1.4305e-01
12793.43 3.4803e-06 5.0712e-02 4.4333e-01 3.6097e-01 1.4498e-01
13528.61 4.5092e-06 6.0942e-02 4.3121e-01 3.6047e-01 1.4737e-01
14194.74 4.8202e-06 6.9969e-02 4.1880e-01 3.6195e-01 1.4927e-01
14757.77 2.2942e-06 3.7544e-02 4.3658e-01 3.7272e-01 1.5315e-01
15240.48 4.1220e-06 5.8747e-02 4.5865e-01 3.4997e-01 1.3263e-01
15646.99 5.1946e-06 5.8275e-02 5.1428e-01 3.3406e-01 9.3385e-02
15960.30 9.4168e-06 7.1240e-02 6.2561e-01 2.4827e-01 5.4869e-02
16187.41 9.2231e-06 7.7212e-02 6.6244e-01 2.1662e-01 4.3716e-02
16354.17 7.9516e-06 7.9132e-02 6.3876e-01 2.3849e-01 4.3605e-02
16484.18 4.0932e-06 5.0071e-02 6.2053e-01 2.7989e-01 4.9499e-02
16593.12 1.7404e-06 2.7879e-02 6.2138e-01 2.9398e-01 5.6757e-02
16691.99 2.9655e-06 2.4520e-02 5.8587e-01 3.2422e-01 6.5386e-02
16788.59 1.4367e-06 4.1793e-02 5.8419e-01 3.0155e-01 7.2471e-02
16888.37 3.1694e-07 8.6018e-03 4.2937e-01 4.7641e-01 8.5616e-02
16998.79 5.8799e-07 1.3663e-02 5.1710e-01 3.8577e-01 8.3460e-02
17146.37 7.1420e-07 1.8594e-02 4.6634e-01 4.1928e-01 9.5785e-02
17415.23 5.5281e-07 1.3981e-02 4.3392e-01 4.4534e-01 1.0676e-01
17888.12 9.9014e-08 5.3899e-03 3.8257e-01 4.9051e-01 1.2153e-01
18532.37 4.4594e-08 2.8641e-03 3.2154e-01 5.2145e-01 1.5415e-01
19260.76 2.9402e-08 2.2895e-03 3.2196e-01 4.9247e-01 1.8329e-01
20034.10 3.2325e-08 2.0961e-03 2.8948e-01 4.8970e-01 2.1872e-01
20838.00 2.1350e-08 1.2883e-03 1.9743e-01 5.4629e-01 2.5499e-01
21647.97 4.2839e-08 2.6559e-03 2.2351e-01 4.7029e-01 3.0354e-01
22447.94 4.0125e-08 2.7116e-03 1.9718e-01 4.4418e-01 3.5592e-01
23245.88 4.3418e-08 3.0508e-03 1.5667e-01 4.4157e-01 3.9870e-01
24052.47 1.3940e-08 1.3770e-03 1.2736e-01 4.0958e-01 4.6169e-01
24867.72 3.7148e-09 5.5052e-04 7.9800e-02 4.0914e-01 5.1051e-01
25698.86 2.2730e-09 3.7528e-04 7.4583e-02 3.6829e-01 5.5675e-01
26587.16 8.9177e-10 1.5777e-04 6.0071e-02 3.7106e-01 5.6871e-01
27637.54 3.1905e-09 4.2698e-04 4.7160e-02 3.3802e-01 6.1440e-01
28986.97 1.7199e-08 2.3318e-03 3.5204e-02 2.4729e-01 7.1518e-01
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
1060.83 3.1198e-04 5.4132e-01 3.4945e-01 9.2854e-02 1.6064e-02
1919.29 1.4818e-04 4.2652e-01 4.4188e-01 1.1055e-01 2.0902e-02
2581.60 1.2979e-04 4.5272e-01 3.9952e-01 1.2345e-01 2.4185e-02
3084.17 6.0264e-05 3.0512e-01 4.8013e-01 1.7540e-01 3.9291e-02
3472.46 2.2154e-05 1.6534e-01 5.4239e-01 2.3388e-01 5.8374e-02
3909.64 5.6392e-06 7.2841e-02 5.4459e-01 2.9731e-01 8.5246e-02
4148.46 4.4140e-06 7.4150e-02 5.3141e-01 3.0416e-01 9.0271e-02
4670.75 4.1118e-06 7.5556e-02 5.3322e-01 3.0198e-01 8.9248e-02
4956.05 1.3178e-06 4.1049e-02 5.2457e-01 3.3165e-01 1.0273e-01
5258.79 4.0813e-07 1.8335e-02 4.9251e-01 3.6873e-01 1.2042e-01
5580.02 9.0513e-08 6.1517e-03 4.5821e-01 3.9999e-01 1.3565e-01
5920.87 2.8011e-08 2.5010e-03 4.1570e-01 4.3121e-01 1.5059e-01
6282.54 1.3838e-08 1.5183e-03 3.8037e-01 4.5186e-01 1.6625e-01
6666.30 1.2536e-08 1.4397e-03 3.7069e-01 4.5531e-01 1.7255e-01
7073.50 1.0592e-08 1.2916e-03 3.6352e-01 4.5771e-01 1.7748e-01
7505.58 9.6614e-09 1.2314e-03 3.4620e-01 4.6268e-01 1.8988e-01
7964.05 1.2975e-08 1.5519e-03 3.4877e-01 4.5554e-01 1.9414e-01
8450.53 2.8765e-08 2.6933e-03 3.6936e-01 4.4198e-01 1.8597e-01
8966.72 8.3999e-08 5.9264e-03 3.9196e-01 4.2449e-01 1.7763e-01
9514.44 2.2944e-07 1.2204e-02 4.0854e-01 4.0710e-01 1.7215e-01
10095.62 7.6360e-07 2.5461e-02 4.2322e-01 3.8957e-01 1.6175e-01
10712.30 1.6192e-06 3.7927e-02 4.3961e-01 3.7244e-01 1.5002e-01
11366.65 2.5880e-06 4.6091e-02 4.5091e-01 3.6136e-01 1.4164e-01
12061.10 3.9082e-06 6.3827e-02 4.3679e-01 3.5737e-01 1.4201e-01
12793.43 4.2432e-06 5.9355e-02 4.3938e-01 3.5841e-01 1.4286e-01
13528.61 4.7518e-06 6.6273e-02 4.2401e-01 3.6075e-01 1.4897e-01
14194.74 4.7599e-06 6.4435e-02 4.0655e-01 3.6918e-01 1.5984e-01
14757.77 2.8887e-06 4.6121e-02 4.3751e-01 3.7088e-01 1.4549e-01
15240.48 3.4175e-06 4.8636e-02 4.6127e-01 3.6031e-01 1.2979e-01
