#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    3.504195E+04   1.0000E-099   1.0000E+000   4.8056E-009   7.6713E-037
    3.712135E+04   1.0000E-099   1.0000E+000   4.6337E-009   5.1402E-035
    3.901718E+04   1.0000E-099   1.0000E+000   6.4604E-009   1.4564E-033
    4.066222E+04   1.0000E-099   1.0000E+000   1.2247E-008   2.8600E-032
    4.211418E+04   1.0000E-099   1.0000E+000   3.0023E-008   1.0709E-030
    4.344152E+04   1.0000E-099   1.0000E+000   7.7117E-008   5.7450E-029
    4.471122E+04   1.0000E-099   1.0000E+000   1.8074E-007   2.2055E-027
    4.597133E+04   1.0000E-099   1.0000E+000   3.9379E-007   4.4274E-026
    4.722744E+04   1.0000E-099   1.0000E+000   9.3704E-007   5.0949E-025
    4.848913E+04   1.0000E-099   1.0000E+000   2.8131E-006   3.7398E-024
    4.975597E+04   1.0000E-099   9.9999E-001   9.5707E-006   1.7958E-023
    5.103712E+04   1.0000E-099   9.9997E-001   2.9954E-005   5.9089E-023
    5.233341E+04   1.0000E-099   9.9992E-001   7.6122E-005   1.4143E-022
    5.364797E+04   1.0000E-099   9.9984E-001   1.5690E-004   2.6243E-022
    5.498125E+04   1.0000E-099   9.9973E-001   2.6504E-004   4.0845E-022
    5.632960E+04   1.0000E-099   9.9961E-001   3.8997E-004   5.6146E-022
    5.769100E+04   1.0000E-099   9.9948E-001   5.1858E-004   7.1893E-022
    5.905249E+04   1.0000E-099   9.9936E-001   6.4327E-004   8.7854E-022
    6.040815E+04   1.0000E-099   9.9925E-001   7.5463E-004   1.0275E-021
    6.174068E+04   1.0000E-099   9.9916E-001   8.4084E-004   1.1448E-021
    6.303664E+04   1.0000E-099   9.9911E-001   8.9103E-004   1.2114E-021
    6.427931E+04   1.0000E-099   9.9909E-001   9.0954E-004   1.2313E-021
    6.544334E+04   1.0000E-099   9.9909E-001   9.0903E-004   1.2242E-021
    6.651548E+04   1.0000E-099   9.9911E-001   8.9081E-004   1.1912E-021
    6.747184E+04   1.0000E-099   9.9913E-001   8.6660E-004   1.1449E-021
    6.830045E+04   1.0000E-099   9.9920E-001   8.0313E-004   1.0485E-021
    6.900022E+04   1.0000E-099   9.9924E-001   7.6411E-004   9.8373E-022
    6.956157E+04   1.0000E-099   9.9930E-001   6.9858E-004   8.7847E-022
    6.978750E+04   1.0000E-099   9.9936E-001   6.3887E-004   7.7011E-022
    6.990074E+04   1.0000E-099   9.9941E-001   5.8603E-004   6.5813E-022
    6.995743E+04   1.0000E-099   9.9946E-001   5.3776E-004   5.3139E-022
    6.998579E+04   1.0000E-099   9.9949E-001   5.0787E-004   4.0987E-022
    6.999927E+04   1.0000E-099   9.9952E-001   4.7759E-004   2.9881E-022
    6.999998E+04   1.0000E-099   9.9953E-001   4.7383E-004   2.8317E-022
#TIME:     2.783
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.772128E+02   1.0000E-099   4.0084E-013   1.0549E-005   9.9999E-001
    8.833294E+02   1.0000E-099   4.0084E-013   1.0549E-005   9.9999E-001
    9.019362E+02   1.0000E-099   4.0002E-013   1.0536E-005   9.9999E-001
    9.403338E+02   1.0000E-099   3.9467E-013   1.0452E-005   9.9999E-001
    1.000670E+03   1.0000E-099   3.7633E-013   1.0161E-005   9.9999E-001
    1.060062E+03   1.0000E-099   3.4433E-013   9.6401E-006   9.9999E-001
    1.123094E+03   1.0000E-099   2.9481E-013   8.7945E-006   9.9999E-001
    1.189876E+03   1.0000E-099   2.2907E-013   7.5792E-006   9.9999E-001
    1.260628E+03   1.0000E-099   1.5858E-013   6.1036E-006   9.9999E-001
    1.335587E+03   1.0000E-099   9.9413E-014   4.6359E-006   1.0000E+000
    1.415003E+03   1.0000E-099   5.7429E-014   3.3664E-006   1.0000E+000
    1.499141E+03   1.0000E-099   3.1963E-014   2.4021E-006   1.0000E+000
    1.588283E+03   1.0000E-099   1.7999E-014   1.7283E-006   1.0000E+000
    1.682725E+03   1.0000E-099   1.0166E-014   1.2480E-006   1.0000E+000
    1.782782E+03   1.0000E-099   5.6615E-015   8.9719E-007   1.0000E+000
    1.888789E+03   1.0000E-099   3.1572E-015   6.4803E-007   1.0000E+000
    2.001100E+03   1.0000E-099   1.8362E-015   4.8037E-007   1.0000E+000
    2.120088E+03   1.0000E-099   1.1202E-015   3.6654E-007   1.0000E+000
    2.246152E+03   1.0000E-099   6.9734E-016   2.8377E-007   1.0000E+000
    2.379712E+03   1.0000E-099   4.4414E-016   2.2309E-007   1.0000E+000
    2.521214E+03   1.0000E-099   3.0063E-016   1.8142E-007   1.0000E+000
    2.671130E+03   1.0000E-099   2.2077E-016   1.5415E-007   1.0000E+000
    2.829959E+03   1.0000E-099   1.7324E-016   1.3584E-007   1.0000E+000
    2.998233E+03   1.0000E-099   1.4196E-016   1.2273E-007   1.0000E+000
    3.176513E+03   1.0000E-099   1.2189E-016   1.1393E-007   1.0000E+000
    3.365394E+03   1.0000E-099   1.1060E-016   1.0913E-007   1.0000E+000
    3.565506E+03   1.0000E-099   1.0192E-016   1.0576E-007   1.0000E+000
    3.777517E+03   1.0000E-099   9.0304E-017   1.0077E-007   1.0000E+000
    4.002134E+03   1.0000E-099   8.2592E-017   9.7583E-008   1.0000E+000
    4.240108E+03   1.0000E-099   8.8730E-017   1.0225E-007   1.0000E+000
    4.492231E+03   1.0000E-099   1.0064E-016   1.0984E-007   1.0000E+000
    4.759347E+03   1.0000E-099   1.0295E-016   1.1177E-007   1.0000E+000
    5.042346E+03   1.0000E-099   9.3715E-017   1.0708E-007   1.0000E+000
    5.342172E+03   1.0000E-099   8.3893E-017   1.0162E-007   1.0000E+000
    5.659826E+03   1.0000E-099   7.7749E-017   9.8154E-008   1.0000E+000
    5.996369E+03   1.0000E-099   7.4065E-017   9.6266E-008   1.0000E+000
    6.352923E+03   1.0000E-099   7.3768E-017   9.6763E-008   1.0000E+000
    6.730678E+03   1.0000E-099   7.7863E-017   1.0044E-007   1.0000E+000
    7.130895E+03   1.0000E-099   8.4755E-017   1.0633E-007   1.0000E+000
    7.554910E+03   1.0000E-099   9.5709E-017   1.1522E-007   1.0000E+000
    8.004137E+03   1.0000E-099   1.1947E-016   1.3203E-007   1.0000E+000
    8.480077E+03   1.0000E-099   1.7004E-016   1.6290E-007   1.0000E+000
    8.984316E+03   1.0000E-099   2.7427E-016   2.1680E-007   1.0000E+000
    9.518538E+03   1.0000E-099   5.3035E-016   3.2209E-007   1.0000E+000
    1.008453E+04   1.0000E-099   1.4585E-015   5.8888E-007   1.0000E+000
    1.068417E+04   1.0000E-099   7.0605E-015   1.5245E-006   1.0000E+000
    1.131962E+04   1.0000E-099   5.9568E-014   5.7182E-006   9.9999E-001
    1.197796E+04   1.0000E-099   7.1529E-013   2.7730E-005   9.9997E-001
    1.257764E+04   1.0000E-099   1.3408E-011   1.8426E-004   9.9982E-001
    1.307524E+04   1.0000E-099   2.7729E-010   1.3683E-003   9.9863E-001
    1.355906E+04   1.0000E-099   5.8947E-009   1.0521E-002   9.8948E-001
    1.409310E+04   1.0000E-099   1.6253E-007   9.7484E-002   9.0252E-001
    1.469158E+04   1.0000E-099   3.2853E-006   6.0910E-001   3.9089E-001
    1.532190E+04   1.0000E-099   2.4471E-005   9.7400E-001   2.5977E-002
    1.585639E+04   1.0000E-099   1.7865E-004   9.9915E-001   6.7561E-004
    1.624132E+04   1.0000E-099   1.2173E-003   9.9877E-001   1.4351E-005
    1.653998E+04   1.0000E-099   5.6257E-003   9.9437E-001   4.5683E-007
    1.681051E+04   1.0000E-099   1.4965E-002   9.8504E-001   3.4260E-008
    1.709104E+04   1.0000E-099   3.7321E-002   9.6268E-001   3.1797E-009
    1.740140E+04   1.0000E-099   9.3739E-002   9.0626E-001   2.5636E-010
    1.773558E+04   1.0000E-099   2.2451E-001   7.7549E-001   1.7106E-011
    1.807938E+04   1.0000E-099   4.5771E-001   5.4229E-001   8.9098E-013
    1.842634E+04   1.0000E-099   7.0997E-001   2.9003E-001   3.5842E-014
    1.878179E+04   1.0000E-099   8.6794E-001   1.3206E-001   1.3427E-015
    1.916249E+04   1.0000E-099   9.4078E-001   5.9218E-002   5.6351E-017
    1.959662E+04   1.0000E-099   9.7344E-001   2.6555E-002   2.5368E-018
    2.010846E+04   1.0000E-099   9.8885E-001   1.1154E-002   1.0051E-019
    2.071572E+04   1.0000E-099   9.9598E-001   4.0194E-003   2.6072E-021
    2.141028E+04   1.0000E-099   9.9880E-001   1.2036E-003   4.4281E-023
    2.213267E+04   1.0000E-099   9.9966E-001   3.4264E-004   7.3230E-025
    2.285853E+04   1.0000E-099   9.9990E-001   9.7907E-005   1.3803E-026
    2.359377E+04   1.0000E-099   9.9997E-001   2.5369E-005   2.0818E-028
    2.433218E+04   1.0000E-099   9.9999E-001   6.2864E-006   2.5884E-030
    2.506813E+04   1.0000E-099   1.0000E+000   1.5884E-006   3.5856E-032
    2.579518E+04   1.0000E-099   1.0000E+000   4.0117E-007   5.0356E-034
    2.653612E+04   1.0000E-099   1.0000E+000   9.6757E-008   5.3134E-036
    2.733745E+04   1.0000E-099   1.0000E+000   2.3521E-008   5.1359E-038
    2.830358E+04   1.0000E-099   1.0000E+000   8.4492E-009   1.6529E-039
    2.962639E+04   1.0000E-099   1.0000E+000   1.4305E-008   2.1133E-039
    3.140883E+04   1.0000E-099   1.0000E+000   1.3162E-008   3.3417E-039
    3.327645E+04   1.0000E-099   1.0000E+000   9.3432E-009   1.9385E-038
    3.525673E+04   1.0000E-099   1.0000E+000   7.0421E-009   6.3055E-037
    3.733469E+04   1.0000E-099   1.0000E+000   6.3893E-009   4.4019E-035
    3.919478E+04   1.0000E-099   1.0000E+000   7.6623E-009   1.2165E-033
    4.081013E+04   1.0000E-099   1.0000E+000   1.2889E-008   2.5812E-032
    4.224475E+04   1.0000E-099   1.0000E+000   2.9907E-008   1.0895E-030
    4.355866E+04   1.0000E-099   1.0000E+000   7.4007E-008   6.2070E-029
    4.482503E+04   1.0000E-099   1.0000E+000   1.7096E-007   2.4340E-027
    4.608069E+04   1.0000E-099   1.0000E+000   3.7493E-007   4.8450E-026
    4.733353E+04   1.0000E-099   1.0000E+000   9.1769E-007   5.5262E-025
    4.859157E+04   1.0000E-099   1.0000E+000   2.8465E-006   4.0048E-024
    4.985492E+04   1.0000E-099   9.9999E-001   9.8630E-006   1.8938E-023
    5.113263E+04   1.0000E-099   9.9997E-001   3.0927E-005   6.1391E-023
    5.242509E+04   1.0000E-099   9.9992E-001   7.8148E-005   1.4507E-022
    5.373578E+04   1.0000E-099   9.9984E-001   1.5989E-004   2.6660E-022
    5.506464E+04   1.0000E-099   9.9973E-001   2.6771E-004   4.1241E-022
    5.640821E+04   1.0000E-099   9.9961E-001   3.9374E-004   5.6549E-022
    5.776415E+04   1.0000E-099   9.9948E-001   5.2147E-004   7.2291E-022
    5.911958E+04   1.0000E-099   9.9935E-001   6.4562E-004   8.8221E-022
    6.046877E+04   1.0000E-099   9.9924E-001   7.5613E-004   1.0302E-021
    6.179403E+04   1.0000E-099   9.9916E-001   8.4117E-004   1.1458E-021
    6.308262E+04   1.0000E-099   9.9911E-001   8.9033E-004   1.2108E-021
    6.431750E+04   1.0000E-099   9.9909E-001   9.0834E-004   1.2298E-021
    6.547368E+04   1.0000E-099   9.9909E-001   9.0763E-004   1.2224E-021
    6.653868E+04   1.0000E-099   9.9911E-001   8.8946E-004   1.1893E-021
    6.748809E+04   1.0000E-099   9.9913E-001   8.6502E-004   1.1427E-021
    6.831097E+04   1.0000E-099   9.9920E-001   8.0193E-004   1.0469E-021
    6.900592E+04   1.0000E-099   9.9924E-001   7.6317E-004   9.8243E-022
    6.956392E+04   1.0000E-099   9.9930E-001   6.9770E-004   8.7714E-022
    6.978865E+04   1.0000E-099   9.9936E-001   6.3810E-004   7.6883E-022
    6.990128E+04   1.0000E-099   9.9941E-001   5.8537E-004   6.5684E-022
    6.995766E+04   1.0000E-099   9.9946E-001   5.3729E-004   5.3030E-022
    6.998587E+04   1.0000E-099   9.9949E-001   5.0750E-004   4.0913E-022
    6.999928E+04   1.0000E-099   9.9952E-001   4.7735E-004   2.9862E-022
    6.999998E+04   1.0000E-099   9.9953E-001   4.7362E-004   2.8307E-022
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.772128E+02   1.0000E-099   5.0101E-013   1.2717E-005   9.9999E-001
    8.826213E+02   1.0000E-099   5.0101E-013   1.2717E-005   9.9999E-001
    8.990474E+02   1.0000E-099   4.9998E-013   1.2701E-005   9.9999E-001
    9.328226E+02   1.0000E-099   4.9326E-013   1.2598E-005   9.9999E-001
    9.896739E+02   1.0000E-099   4.6894E-013   1.2221E-005   9.9999E-001
    1.048487E+03   1.0000E-099   4.2603E-013   1.1538E-005   9.9999E-001
    1.110832E+03   1.0000E-099   3.6285E-013   1.0480E-005   9.9999E-001
    1.176884E+03   1.0000E-099   2.8238E-013   9.0216E-006   9.9999E-001
    1.246863E+03   1.0000E-099   1.9650E-013   7.2676E-006   9.9999E-001
    1.321004E+03   1.0000E-099   1.2286E-013   5.4933E-006   9.9999E-001
    1.399553E+03   1.0000E-099   6.9418E-014   3.9237E-006   1.0000E+000
    1.482773E+03   1.0000E-099   3.6882E-014   2.7195E-006   1.0000E+000
    1.570941E+03   1.0000E-099   1.9882E-014   1.9059E-006   1.0000E+000
    1.664351E+03   1.0000E-099   1.1037E-014   1.3599E-006   1.0000E+000
    1.763316E+03   1.0000E-099   6.2059E-015   9.7867E-007   1.0000E+000
    1.868166E+03   1.0000E-099   3.4484E-015   7.0252E-007   1.0000E+000
    1.979250E+03   1.0000E-099   1.9410E-015   5.1013E-007   1.0000E+000
    2.096940E+03   1.0000E-099   1.1421E-015   3.8094E-007   1.0000E+000
    2.221628E+03   1.0000E-099   7.0335E-016   2.9262E-007   1.0000E+000
    2.353729E+03   1.0000E-099   4.5169E-016   2.3057E-007   1.0000E+000
    2.493686E+03   1.0000E-099   3.0813E-016   1.8796E-007   1.0000E+000
    2.641964E+03   1.0000E-099   2.2691E-016   1.5973E-007   1.0000E+000
    2.799060E+03   1.0000E-099   1.7826E-016   1.4068E-007   1.0000E+000
    2.965497E+03   1.0000E-099   1.4601E-016   1.2699E-007   1.0000E+000
    3.141830E+03   1.0000E-099   1.2460E-016   1.1747E-007   1.0000E+000
    3.328648E+03   1.0000E-099   1.1220E-016   1.1210E-007   1.0000E+000
    3.526575E+03   1.0000E-099   1.0298E-016   1.0846E-007   1.0000E+000
    3.736271E+03   1.0000E-099   9.0707E-017   1.0313E-007   1.0000E+000
    3.958436E+03   1.0000E-099   8.0983E-017   9.8789E-008   1.0000E+000
    4.193811E+03   1.0000E-099   8.4587E-017   1.0221E-007   1.0000E+000
    4.443182E+03   1.0000E-099   9.6809E-017   1.1047E-007   1.0000E+000
    4.707381E+03   1.0000E-099   1.0272E-016   1.1468E-007   1.0000E+000
    4.987290E+03   1.0000E-099   9.6397E-017   1.1172E-007   1.0000E+000
    5.283842E+03   1.0000E-099   8.7199E-017   1.0670E-007   1.0000E+000
    5.598029E+03   1.0000E-099   8.1079E-017   1.0332E-007   1.0000E+000
    5.930896E+03   1.0000E-099   7.7554E-017   1.0160E-007   1.0000E+000
    6.283557E+03   1.0000E-099   7.7520E-017   1.0237E-007   1.0000E+000
    6.657188E+03   1.0000E-099   8.2542E-017   1.0681E-007   1.0000E+000
    7.053036E+03   1.0000E-099   9.1411E-017   1.1418E-007   1.0000E+000
    7.472421E+03   1.0000E-099   1.0474E-016   1.2485E-007   1.0000E+000
    7.916743E+03   1.0000E-099   1.3124E-016   1.4369E-007   1.0000E+000
    8.387486E+03   1.0000E-099   1.8615E-016   1.7755E-007   1.0000E+000
    8.886220E+03   1.0000E-099   2.9801E-016   2.3620E-007   1.0000E+000
    9.414609E+03   1.0000E-099   5.8139E-016   3.5356E-007   1.0000E+000
    9.974417E+03   1.0000E-099   1.6303E-015   6.5591E-007   1.0000E+000
    1.056751E+04   1.0000E-099   7.8020E-015   1.6971E-006   1.0000E+000
    1.119595E+04   1.0000E-099   6.1458E-014   6.1356E-006   9.9999E-001
    1.185781E+04   1.0000E-099   7.0287E-013   2.9047E-005   9.9997E-001
    1.244210E+04   1.0000E-099   1.2002E-011   1.8306E-004   9.9982E-001
    1.294399E+04   1.0000E-099   2.4216E-010   1.3446E-003   9.9866E-001
    1.342930E+04   1.0000E-099   4.9677E-009   1.0096E-002   9.8990E-001
    1.396585E+04   1.0000E-099   1.3769E-007   9.3914E-002   9.0609E-001
    1.456379E+04   1.0000E-099   2.6219E-006   5.8353E-001   4.1647E-001
    1.523084E+04   1.0000E-099   2.0407E-005   9.7212E-001   2.7856E-002
    1.580225E+04   1.0000E-099   1.4229E-004   9.9909E-001   7.7202E-004
    1.622410E+04   1.0000E-099   9.9435E-004   9.9899E-001   1.6003E-005
    1.654489E+04   1.0000E-099   4.4142E-003   9.9559E-001   5.4856E-007
    1.683845E+04   1.0000E-099   1.1036E-002   9.8896E-001   4.5680E-008
    1.714948E+04   1.0000E-099   2.6242E-002   9.7376E-001   4.6975E-009
    1.750349E+04   1.0000E-099   6.4525E-002   9.3548E-001   4.1124E-010
    1.788684E+04   1.0000E-099   1.5821E-001   8.4179E-001   3.0154E-011
    1.827687E+04   1.0000E-099   3.5013E-001   6.4987E-001   1.7973E-012
    1.866024E+04   1.0000E-099   6.0540E-001   3.9460E-001   8.6276E-014
    1.903958E+04   1.0000E-099   8.0091E-001   1.9909E-001   3.8865E-015
    1.942932E+04   1.0000E-099   9.0373E-001   9.6273E-002   2.0180E-016
    1.985346E+04   1.0000E-099   9.5345E-001   4.6546E-002   1.1992E-017
    2.033293E+04   1.0000E-099   9.7839E-001   2.1609E-002   6.8546E-019
    2.089121E+04   1.0000E-099   9.9099E-001   9.0050E-003   2.8985E-020
    2.152483E+04   1.0000E-099   9.9671E-001   3.2851E-003   8.7146E-022
    2.220816E+04   1.0000E-099   9.9890E-001   1.0994E-003   2.1846E-023
    2.291481E+04   1.0000E-099   9.9965E-001   3.4695E-004   5.0308E-025
    2.363456E+04   1.0000E-099   9.9991E-001   9.1294E-005   8.0295E-027
    2.435959E+04   1.0000E-099   9.9998E-001   2.0853E-005   8.2570E-029
    2.508268E+04   1.0000E-099   1.0000E+000   4.8184E-006   8.2325E-031
    2.580070E+04   1.0000E-099   1.0000E+000   1.1606E-006   9.0924E-033
    2.653292E+04   1.0000E-099   1.0000E+000   2.8033E-007   9.2281E-035
    2.733039E+04   1.0000E-099   1.0000E+000   6.5805E-008   7.7446E-037
    2.827831E+04   1.0000E-099   1.0000E+000   1.7353E-008   9.3963E-039
    2.957369E+04   1.0000E-099   1.0000E+000   1.7533E-008   3.7975E-039
    3.131950E+04   1.0000E-099   1.0000E+000   1.5943E-008   3.2842E-039
    3.318346E+04   1.0000E-099   1.0000E+000   1.1986E-008   1.1950E-038
    3.515660E+04   1.0000E-099   1.0000E+000   9.6410E-009   3.1035E-037
    3.725647E+04   1.0000E-099   1.0000E+000   8.5816E-009   2.3665E-035
    3.911753E+04   1.0000E-099   1.0000E+000   9.2444E-009   6.9356E-034
    4.074840E+04   1.0000E-099   1.0000E+000   1.3325E-008   1.5523E-032
    4.219221E+04   1.0000E-099   1.0000E+000   2.8212E-008   6.9515E-031
    4.351036E+04   1.0000E-099   1.0000E+000   6.6672E-008   4.2774E-029
    4.478273E+04   1.0000E-099   1.0000E+000   1.5182E-007   1.8424E-027
    4.604030E+04   1.0000E-099   1.0000E+000   3.3225E-007   3.9343E-026
    4.729714E+04   1.0000E-099   1.0000E+000   8.1814E-007   4.7516E-025
    4.855708E+04   1.0000E-099   1.0000E+000   2.5708E-006   3.5862E-024
    4.982257E+04   1.0000E-099   9.9999E-001   9.0861E-006   1.7504E-023
    5.110243E+04   1.0000E-099   9.9997E-001   2.9088E-005   5.8111E-023
    5.239626E+04   1.0000E-099   9.9993E-001   7.4761E-005   1.3966E-022
    5.370893E+04   1.0000E-099   9.9984E-001   1.5503E-004   2.5986E-022
    5.503898E+04   1.0000E-099   9.9974E-001   2.6219E-004   4.0517E-022
    5.638449E+04   1.0000E-099   9.9961E-001   3.8772E-004   5.5848E-022
    5.774166E+04   1.0000E-099   9.9948E-001   5.1602E-004   7.1642E-022
    5.909908E+04   1.0000E-099   9.9936E-001   6.4087E-004   8.7651E-022
    6.045074E+04   1.0000E-099   9.9925E-001   7.5231E-004   1.0255E-021
    6.177809E+04   1.0000E-099   9.9916E-001   8.3833E-004   1.1424E-021
    6.306912E+04   1.0000E-099   9.9911E-001   8.8841E-004   1.2086E-021
    6.430594E+04   1.0000E-099   9.9909E-001   9.0707E-004   1.2284E-021
    6.546399E+04   1.0000E-099   9.9909E-001   9.0680E-004   1.2215E-021
    6.653211E+04   1.0000E-099   9.9911E-001   8.8890E-004   1.1888E-021
    6.748290E+04   1.0000E-099   9.9914E-001   8.6474E-004   1.1425E-021
    6.830789E+04   1.0000E-099   9.9920E-001   8.0170E-004   1.0468E-021
    6.900407E+04   1.0000E-099   9.9924E-001   7.6298E-004   9.8234E-022
    6.956302E+04   1.0000E-099   9.9930E-001   6.9762E-004   8.7722E-022
    6.978821E+04   1.0000E-099   9.9936E-001   6.3804E-004   7.6897E-022
    6.990107E+04   1.0000E-099   9.9941E-001   5.8530E-004   6.5704E-022
    6.995758E+04   1.0000E-099   9.9946E-001   5.3718E-004   5.3048E-022
    6.998585E+04   1.0000E-099   9.9949E-001   5.0737E-004   4.0922E-022
    6.999928E+04   1.0000E-099   9.9952E-001   4.7718E-004   2.9853E-022
    6.999998E+04   1.0000E-099   9.9953E-001   4.7345E-004   2.8298E-022
#TIME:     3.367
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.772128E+02   1.0000E-099   6.2310E-013   1.5349E-005   9.9998E-001
    8.819255E+02   1.0000E-099   6.2310E-013   1.5349E-005   9.9998E-001
    8.962159E+02   1.0000E-099   6.2184E-013   1.5330E-005   9.9998E-001
    9.254950E+02   1.0000E-099   6.1363E-013   1.5208E-005   9.9998E-001
    9.789786E+02   1.0000E-099   5.8127E-013   1.4718E-005   9.9999E-001
    1.037229E+03   1.0000E-099   5.2290E-013   1.3807E-005   9.9999E-001
    1.098904E+03   1.0000E-099   4.4119E-013   1.2460E-005   9.9999E-001
    1.164247E+03   1.0000E-099   3.4277E-013   1.0700E-005   9.9999E-001
    1.233475E+03   1.0000E-099   2.4088E-013   8.6484E-006   9.9999E-001
    1.306819E+03   1.0000E-099   1.5281E-013   6.5688E-006   9.9999E-001
    1.384525E+03   1.0000E-099   8.6422E-014   4.6720E-006   1.0000E+000
    1.466851E+03   1.0000E-099   4.4330E-014   3.1604E-006   1.0000E+000
    1.554072E+03   1.0000E-099   2.2683E-014   2.1448E-006   1.0000E+000
    1.646480E+03   1.0000E-099   1.2089E-014   1.4934E-006   1.0000E+000
    1.744382E+03   1.0000E-099   6.7532E-015   1.0683E-006   1.0000E+000
    1.848106E+03   1.0000E-099   3.8210E-015   7.7111E-007   1.0000E+000
    1.957998E+03   1.0000E-099   2.1489E-015   5.5735E-007   1.0000E+000
    2.074424E+03   1.0000E-099   1.2297E-015   4.0880E-007   1.0000E+000
    2.197772E+03   1.0000E-099   7.3371E-016   3.0811E-007   1.0000E+000
    2.328456E+03   1.0000E-099   4.6405E-016   2.4040E-007   1.0000E+000
    2.466909E+03   1.0000E-099   3.1590E-016   1.9545E-007   1.0000E+000
    2.613596E+03   1.0000E-099   2.3313E-016   1.6606E-007   1.0000E+000
    2.769005E+03   1.0000E-099   1.8375E-016   1.4634E-007   1.0000E+000
    2.933654E+03   1.0000E-099   1.5080E-016   1.3212E-007   1.0000E+000
    3.108094E+03   1.0000E-099   1.2820E-016   1.2193E-007   1.0000E+000
    3.292906E+03   1.0000E-099   1.1450E-016   1.1587E-007   1.0000E+000
    3.488708E+03   1.0000E-099   1.0468E-016   1.1192E-007   1.0000E+000
    3.696152E+03   1.0000E-099   9.2215E-017   1.0651E-007   1.0000E+000
    3.915932E+03   1.0000E-099   8.1283E-017   1.0150E-007   1.0000E+000
    4.148780E+03   1.0000E-099   8.3058E-017   1.0402E-007   1.0000E+000
    4.395473E+03   1.0000E-099   9.5783E-017   1.1303E-007   1.0000E+000
    4.656835E+03   1.0000E-099   1.0538E-016   1.1970E-007   1.0000E+000
    4.933738E+03   1.0000E-099   1.0247E-016   1.1890E-007   1.0000E+000
    5.227106E+03   1.0000E-099   9.4302E-017   1.1470E-007   1.0000E+000
    5.537919E+03   1.0000E-099   8.8355E-017   1.1161E-007   1.0000E+000
    5.867212E+03   1.0000E-099   8.5071E-017   1.1020E-007   1.0000E+000
    6.216087E+03   1.0000E-099   8.5363E-017   1.1134E-007   1.0000E+000
    6.585705E+03   1.0000E-099   9.1318E-017   1.1655E-007   1.0000E+000
    6.977302E+03   1.0000E-099   1.0214E-016   1.2538E-007   1.0000E+000
    7.392184E+03   1.0000E-099   1.1784E-016   1.3784E-007   1.0000E+000
    7.831736E+03   1.0000E-099   1.4676E-016   1.5860E-007   1.0000E+000
    8.297424E+03   1.0000E-099   2.0573E-016   1.9542E-007   1.0000E+000
    8.790802E+03   1.0000E-099   3.3134E-016   2.6154E-007   1.0000E+000
    9.313518E+03   1.0000E-099   6.6032E-016   3.9699E-007   1.0000E+000
    9.867315E+03   1.0000E-099   1.8970E-015   7.5023E-007   1.0000E+000
    1.045404E+04   1.0000E-099   8.8832E-015   1.9295E-006   1.0000E+000
    1.107573E+04   1.0000E-099   6.5282E-014   6.7145E-006   9.9999E-001
    1.173130E+04   1.0000E-099   7.0284E-013   3.0773E-005   9.9997E-001
    1.231131E+04   1.0000E-099   1.1424E-011   1.8931E-004   9.9981E-001
    1.281343E+04   1.0000E-099   2.1638E-010   1.3418E-003   9.9866E-001
    1.330626E+04   1.0000E-099   4.3560E-009   9.9591E-003   9.9004E-001
    1.384804E+04   1.0000E-099   1.2146E-007   9.2983E-002   9.0702E-001
    1.445314E+04   1.0000E-099   2.2225E-006   5.7437E-001   4.2563E-001
    1.515370E+04   1.0000E-099   1.7559E-005   9.7183E-001   2.8152E-002
    1.576027E+04   1.0000E-099   1.1848E-004   9.9907E-001   8.1156E-004
    1.620925E+04   1.0000E-099   8.1679E-004   9.9917E-001   1.7611E-005
    1.655151E+04   1.0000E-099   3.4743E-003   9.9653E-001   6.5103E-007
    1.686889E+04   1.0000E-099   8.1717E-003   9.9183E-001   5.9765E-008
    1.721620E+04   1.0000E-099   1.8610E-002   9.8139E-001   6.6463E-009
    1.762137E+04   1.0000E-099   4.4640E-002   9.5536E-001   6.2165E-010
    1.805685E+04   1.0000E-099   1.0952E-001   8.9048E-001   5.0511E-011
    1.849364E+04   1.0000E-099   2.5397E-001   7.4603E-001   3.5094E-012
    1.891431E+04   1.0000E-099   4.8350E-001   5.1650E-001   2.0523E-013
    1.932093E+04   1.0000E-099   7.0472E-001   2.9528E-001   1.1282E-014
    1.972833E+04   1.0000E-099   8.4575E-001   1.5425E-001   6.9333E-016
