#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
2.5 3.25532e+41 3.96138e+43
3.5 1.03345e+42 3.63521e+43
4.5 2.48419e+42 3.34281e+43
5.5 4.36642e+42 3.07832e+43
6.5 6.29355e+42 2.83992e+43
7.5 7.91394e+42 2.62288e+43
8.5 9.65652e+42 2.42779e+43
9.5 1.10068e+43 2.24936e+43
10.5 1.21227e+43 2.08545e+43
11.5 1.30759e+43 1.93224e+43
12.5 1.37541e+43 1.79185e+43
13.5 1.41115e+43 1.66471e+43
14.5 1.42440e+43 1.54916e+43
15.5 1.41652e+43 1.44269e+43
16.5 1.39602e+43 1.34612e+43
17.5 1.36210e+43 1.25860e+43
18.5 1.32425e+43 1.17936e+43
19.5 1.28034e+43 1.10645e+43
20.5 1.23476e+43 1.03903e+43
21.5 1.18046e+43 9.77150e+42
22.5 1.12932e+43 9.21814e+42
23.5 1.07288e+43 8.70462e+42
24.5 1.01925e+43 8.23179e+42
25.5 9.59087e+42 7.79289e+42
26.5 8.97374e+42 7.38937e+42
27.5 8.43540e+42 7.02241e+42
28.5 7.92910e+42 6.68015e+42
29.5 7.46161e+42 6.35650e+42
30.5 7.06567e+42 6.05945e+42
31.5 6.70856e+42 5.78592e+42
32.5 6.41168e+42 5.53398e+42
33.5 6.15989e+42 5.29101e+42
34.5 5.95627e+42 5.05927e+42
35.5 5.75066e+42 4.85037e+42
36.5 5.56622e+42 4.65399e+42
37.5 5.40257e+42 4.46514e+42
38.5 5.23762e+42 4.29086e+42
39.5 5.08271e+42 4.12432e+42
40.5 4.93605e+42 3.96828e+42
41.5 4.76885e+42 3.81629e+42
42.5 4.61430e+42 3.67728e+42
43.5 4.44190e+42 3.54540e+42
44.5 4.24983e+42 3.41228e+42
45.5 4.06830e+42 3.29052e+42
46.5 3.87713e+42 3.17986e+42
47.5 3.69034e+42 3.07156e+42
48.5 3.48801e+42 2.96542e+42
49.5 3.32014e+42 2.86338e+42
50.5 3.14036e+42 2.76504e+42
51.5 2.98778e+42 2.67115e+42
52.5 2.83801e+42 2.58269e+42
53.5 2.70712e+42 2.49764e+42
54.5 2.58480e+42 2.42155e+42
55.5 2.47640e+42 2.34188e+42
56.5 2.37311e+42 2.26710e+42
57.5 2.28213e+42 2.19875e+42
58.5 2.19065e+42 2.12844e+42
59.5 2.11378e+42 2.06224e+42
60.5 2.03959e+42 1.99834e+42
61.5 1.96683e+42 1.93783e+42
62.5 1.90235e+42 1.87723e+42
