#NTIMES: 265
#NSTAGES: 6
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
4.956e+08 4.426046e-03 9.955740e-01 3.018313e-14 1.561372e-43 1.082517e-90 3.470744e-165
5.259e+08 5.634371e-03 9.943656e-01 1.252474e-14 1.501226e-44 1.242953e-92 1.619551e-168
5.580e+08 7.862878e-03 9.921371e-01 4.338676e-15 9.299692e-46 6.484541e-95 2.090995e-172
5.921e+08 1.179980e-02 9.882002e-01 1.231154e-15 3.457742e-47 1.308403e-97 5.458863e-177
6.282e+08 1.873818e-02 9.812618e-01 2.984177e-16 8.624355e-49 1.259951e-100 4.120092e-182
6.666e+08 3.362170e-02 9.663783e-01 5.431340e-17 1.067575e-50 3.411751e-104 3.856058e-188
7.074e+08 6.646822e-02 9.335318e-01 7.412859e-18 6.587307e-53 2.612200e-108 4.471673e-195
7.506e+08 1.354947e-01 8.645053e-01 7.769352e-19 2.180708e-55 6.419895e-113 7.737248e-203
7.964e+08 2.778176e-01 7.221824e-01 5.779623e-20 3.574893e-58 4.756698e-118 1.968363e-211
8.451e+08 5.366268e-01 4.633732e-01 2.130156e-21 1.510261e-61 3.701421e-124 1.440832e-221
8.967e+08 7.956418e-01 2.043582e-01 4.002463e-23 2.028983e-65 4.695494e-131 6.404235e-233
9.514e+08 9.361127e-01 6.388733e-02 3.851804e-25 8.300318e-70 8.645097e-139 1.374204e-245
1.010e+09 9.844424e-01 1.555764e-02 2.034660e-27 1.080325e-74 2.352434e-147 1.411978e-259
1.071e+09 9.964722e-01 3.527807e-03 8.537710e-30 8.487137e-80 2.575145e-156 3.142248e-274
1.137e+09 9.992311e-01 7.689431e-04 2.779894e-32 3.526424e-85 8.389090e-166 8.570700e-290
1.206e+09 9.997947e-01 2.053260e-04 1.585602e-34 4.221460e-90 1.517745e-174 3.239953e-304
1.279e+09 9.999458e-01 5.416923e-05 8.455844e-37 4.295400e-95 2.027630e-183 7.297152e-319
1.353e+09 9.999862e-01 1.383156e-05 4.005679e-39 3.392845e-100 1.738408e-192 0.000000e+00
1.419e+09 9.999957e-01 4.305869e-06 3.780880e-41 1.142189e-104 1.843730e-200 0.000000e+00
1.476e+09 9.999984e-01 1.602400e-06 6.974676e-43 1.638131e-108 2.516282e-207 0.000000e+00
1.524e+09 9.999994e-01 5.655819e-07 1.453298e-44 3.895721e-112 1.059710e-213 0.000000e+00
1.565e+09 9.999997e-01 2.787348e-07 1.285302e-45 2.443393e-114 1.645069e-217 0.000000e+00
1.596e+09 9.999999e-01 1.330935e-07 1.264014e-46 2.285165e-116 6.092074e-221 0.000000e+00
1.619e+09 9.999999e-01 9.011587e-08 3.112059e-47 1.155419e-117 3.309636e-223 0.000000e+00
1.635e+09 9.999999e-01 5.764821e-08 5.586065e-48 2.728650e-119 4.357061e-226 0.000000e+00
1.648e+09 1.000000e+00 4.879455e-08 2.395925e-48 3.701154e-120 1.095069e-227 0.000000e+00
1.659e+09 1.000000e+00 2.869633e-08 2.625875e-49 2.629016e-122 1.522207e-231 0.000000e+00
1.669e+09 1.000000e+00 2.170911e-08 7.494016e-50 1.493271e-123 8.333648e-234 0.000000e+00
1.679e+09 1.000000e+00 2.609015e-08 1.184297e-49 3.370618e-123 2.950870e-233 0.000000e+00
1.689e+09 1.000000e+00 1.949366e-08 3.480564e-50 2.160670e-124 2.114291e-235 0.000000e+00
1.700e+09 1.000000e+00 1.276721e-08 6.304352e-51 4.900837e-126 2.445614e-238 0.000000e+00
1.715e+09 1.000000e+00 9.268916e-09 1.606707e-51 2.248590e-127 9.474101e-241 0.000000e+00
1.742e+09 1.000000e+00 6.354623e-09 2.933838e-52 4.586404e-129 8.058972e-244 0.000000e+00
1.789e+09 1.000000e+00 2.151501e-09 3.331638e-54 2.086750e-133 1.320558e-251 0.000000e+00
1.853e+09 1.000000e+00 5.650776e-10 1.592423e-56 1.561067e-138 9.575723e-261 0.000000e+00
1.926e+09 1.000000e+00 2.307262e-10 3.623537e-58 3.174581e-142 2.184450e-267 0.000000e+00
2.003e+09 1.000000e+00 1.100788e-10 1.350606e-59 1.752499e-145 2.710259e-273 0.000000e+00
2.084e+09 1.000000e+00 5.241921e-11 5.128400e-61 1.026773e-148 3.805509e-279 0.000000e+00
2.165e+09 1.000000e+00 3.739727e-11 9.840941e-62 2.162110e-150 3.181945e-282 0.000000e+00
2.245e+09 1.000000e+00 3.370326e-11 4.256372e-62 2.515004e-151 5.162176e-284 0.000000e+00
2.325e+09 1.000000e+00 3.209030e-11 2.212334e-62 4.279759e-152 1.610728e-285 0.000000e+00
2.405e+09 1.000000e+00 2.007337e-11 2.490439e-63 2.758957e-154 1.623329e-289 0.000000e+00
2.487e+09 1.000000e+00 2.315184e-11 2.741005e-63 2.434507e-154 9.426361e-290 0.000000e+00
2.570e+09 1.000000e+00 2.977679e-11 4.220395e-63 4.201303e-154 1.691977e-289 0.000000e+00
2.659e+09 1.000000e+00 3.385177e-11 3.537677e-63 1.744163e-154 2.215532e-290 0.000000e+00
2.764e+09 1.000000e+00 6.749437e-11 1.719561e-62 2.486334e-153 1.142158e-288 0.000000e+00
2.899e+09 1.000000e+00 2.866846e-10 7.592888e-61 2.598113e-150 7.178148e-284 0.000000e+00
3.065e+09 1.000000e+00 4.582773e-10 4.333129e-61 1.334627e-151 6.959254e-287 0.000000e+00
3.252e+09 1.000000e+00 1.223122e-09 7.543712e-61 4.151505e-152 8.908617e-289 0.000000e+00
3.446e+09 1.000000e+00 2.714187e-09 9.171279e-61 7.645274e-153 5.784528e-291 0.000000e+00
3.637e+09 1.000000e+00 5.616847e-09 3.408398e-60 4.478984e-152 4.608313e-290 0.000000e+00
3.815e+09 1.000000e+00 1.102309e-08 2.104179e-59 1.342026e-150 1.095748e-287 0.000000e+00
3.975e+09 1.000000e+00 1.084620e-08 1.192141e-59 2.675510e-151 4.398010e-289 0.000000e+00
4.117e+09 1.000000e+00 7.579819e-09 1.781138e-60 2.877394e-153 9.908744e-293 0.000000e+00
4.247e+09 1.000000e+00 7.717733e-09 1.043795e-60 5.745239e-154 3.719989e-294 0.000000e+00
4.369e+09 1.000000e+00 8.538788e-09 8.128880e-61 2.078395e-154 3.902095e-295 0.000000e+00
4.488e+09 1.000000e+00 2.961474e-09 7.169191e-63 4.222218e-159 1.199239e-303 0.000000e+00
4.608e+09 1.000000e+00 2.777575e-09 3.074579e-63 4.278203e-160 1.357968e-305 0.000000e+00
4.729e+09 1.000000e+00 1.143653e-09 6.243344e-65 6.093249e-164 1.485878e-312 0.000000e+00
4.852e+09 1.000000e+00 2.693027e-09 8.616717e-64 1.139558e-161 9.739781e-309 0.000000e+00
4.975e+09 1.000000e+00 1.090470e-09 1.646482e-65 1.424962e-165 8.484125e-316 0.000000e+00
5.101e+09 1.000000e+00 7.225816e-10 2.043584e-66 1.037269e-167 9.707896e-320 0.000000e+00
5.229e+09 1.000000e+00 5.016706e-10 3.043360e-67 1.125784e-169 2.470328e-323 0.000000e+00
5.360e+09 1.000000e+00 5.458294e-10 2.376349e-67 4.303618e-170 4.940656e-324 0.000000e+00
5.492e+09 1.000000e+00 2.054702e-10 3.948794e-69 4.402912e-174 0.000000e+00 0.000000e+00
5.627e+09 1.000000e+00 1.031723e-09 8.217850e-67 2.642439e-169 2.964394e-323 0.000000e+00
5.762e+09 1.000000e+00 9.816885e-10 3.972904e-67 3.646455e-170 0.000000e+00 0.000000e+00
5.899e+09 1.000000e+00 1.017165e-08 2.284317e-63 4.515131e-162 9.984441e-311 0.000000e+00
6.034e+09 1.000000e+00 1.173640e-09 2.827938e-67 8.142749e-171 0.000000e+00 0.000000e+00
6.168e+09 1.000000e+00 7.202213e-10 2.857032e-68 4.041569e-173 0.000000e+00 0.000000e+00
6.297e+09 1.000000e+00 4.635969e-09 2.356098e-65 6.672005e-167 9.247921e-320 0.000000e+00
6.422e+09 1.000000e+00 7.182994e-10 1.224649e-68 3.434807e-174 0.000000e+00 0.000000e+00
6.539e+09 1.000000e+00 4.353575e-09 8.363118e-66 3.878340e-168 3.409053e-322 0.000000e+00
6.646e+09 1.000000e+00 1.822853e-09 1.634359e-67 4.709412e-172 0.000000e+00 0.000000e+00
6.742e+09 1.000000e+00 7.653642e-10 4.224631e-69 1.283533e-175 0.000000e+00 0.000000e+00
6.826e+09 1.000000e+00 7.669602e-09 3.497834e-65 5.066095e-167 1.898694e-320 0.000000e+00
6.896e+09 1.000000e+00 2.185831e-09 1.084690e-67 8.499920e-173 0.000000e+00 0.000000e+00
6.948e+09 1.000000e+00 2.403991e-09 2.935283e-67 1.186322e-171 0.000000e+00 0.000000e+00
6.976e+09 1.000000e+00 2.196761e-10 1.951408e-71 6.754379e-181 0.000000e+00 0.000000e+00
6.989e+09 1.000000e+00 1.981419e-09 5.001442e-68 1.172218e-173 0.000000e+00 0.000000e+00
6.995e+09 1.000000e+00 3.216838e-11 1.853063e-74 2.370326e-187 0.000000e+00 0.000000e+00
6.998e+09 1.000000e+00 1.548963e-09 1.985406e-68 1.589418e-174 0.000000e+00 0.000000e+00
7.000e+09 1.000000e+00 1.512440e-09 1.810948e-68 1.300326e-174 0.000000e+00 0.000000e+00
#TIME: 48.574670
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
4.401e+07 3.736202e-03 9.962638e-01 3.357735e-13 1.509283e-40 9.385303e-85 1.201237e-154
8.862e+07 4.916982e-03 9.950830e-01 1.619733e-13 2.321239e-41 2.871982e-86 3.397903e-157
9.061e+07 5.333999e-03 9.946660e-01 1.302711e-13 1.326233e-41 1.011969e-86 5.867204e-158
9.444e+07 5.310424e-03 9.946896e-01 1.318270e-13 1.367329e-41 1.071191e-86 6.456916e-158
9.991e+07 4.767749e-03 9.952323e-01 1.758596e-13 2.867494e-41 4.257822e-86 6.593289e-157
1.061e+08 4.653371e-03 9.953466e-01 1.876325e-13 3.386969e-41 5.806479e-86 1.111520e-156
1.126e+08 4.531397e-03 9.954686e-01 2.015325e-13 4.070535e-41 8.180633e-86 1.980244e-156
1.194e+08 4.641913e-03 9.953581e-01 1.897151e-13 3.489842e-41 6.151502e-86 1.228449e-156
1.267e+08 4.703364e-03 9.952966e-01 1.849054e-13 3.277768e-41 5.496161e-86 1.022361e-156
1.345e+08 4.631252e-03 9.953687e-01 1.975840e-13 3.920941e-41 7.759958e-86 1.856748e-156
1.427e+08 4.899181e-03 9.951008e-01 1.759392e-13 2.945030e-41 4.621773e-86 7.930758e-157
1.514e+08 4.807864e-03 9.951921e-01 1.837377e-13 3.284318e-41 5.645787e-86 1.105966e-156
1.607e+08 4.435298e-03 9.955647e-01 2.174996e-13 4.984588e-41 1.203293e-85 3.838304e-156
1.705e+08 4.347933e-03 9.956521e-01 2.230347e-13 5.265489e-41 1.316343e-85 4.385840e-156
1.809e+08 4.333123e-03 9.956669e-01 2.212148e-13 5.124758e-41 1.242012e-85 3.933340e-156
1.919e+08 4.198410e-03 9.958016e-01 2.333985e-13 5.819221e-41 1.552682e-85 5.617085e-156
2.037e+08 4.096366e-03 9.959036e-01 2.413535e-13 6.271979e-41 1.760150e-85 6.796999e-156
2.161e+08 3.840266e-03 9.961597e-01 2.719377e-13 8.366935e-41 2.941902e-85 1.560494e-155
2.293e+08 3.421300e-03 9.965787e-01 3.355195e-13 1.387673e-40 7.232542e-85 6.666809e-155
2.433e+08 3.162879e-03 9.968371e-01 3.739604e-13 1.770627e-40 1.089402e-84 1.246058e-154
2.582e+08 3.034589e-03 9.969654e-01 3.883129e-13 1.901896e-40 1.205419e-84 1.410685e-154
2.739e+08 3.085147e-03 9.969149e-01 3.518650e-13 1.448442e-40 7.083551e-85 5.566554e-155
2.907e+08 3.137425e-03 9.968626e-01 3.123635e-13 1.039258e-40 3.692540e-85 1.772781e-155
3.084e+08 3.095977e-03 9.969040e-01 2.831835e-13 7.709905e-41 1.995626e-85 5.777561e-156
3.273e+08 3.174268e-03 9.968257e-01 2.200232e-13 3.777625e-41 4.865032e-86 4.766769e-157
3.472e+08 3.318108e-03 9.966819e-01 1.585478e-13 1.512605e-41 8.057295e-87 2.020424e-158
3.685e+08 3.428681e-03 9.965713e-01 1.130432e-13 5.809608e-42 1.212494e-87 7.098576e-160
3.910e+08 3.508163e-03 9.964918e-01 7.707446e-14 1.940555e-42 1.363232e-88 1.459202e-161
4.148e+08 3.947868e-03 9.960521e-01 4.662172e-14 4.993350e-43 1.000116e-89 1.592314e-163
4.402e+08 5.165378e-03 9.948346e-01 2.266936e-14 7.819859e-44 3.156030e-91 4.722694e-166
4.671e+08 6.846651e-03 9.931533e-01 1.010863e-14 9.639191e-45 6.237668e-93 6.171860e-169
4.956e+08 8.669135e-03 9.913309e-01 4.329644e-15 1.013359e-45 8.537998e-95 3.922336e-172
5.259e+08 1.132569e-02 9.886743e-01 1.661299e-15 7.973088e-47 6.743887e-97 9.734459e-176
5.580e+08 1.603983e-02 9.839602e-01 5.520012e-16 4.465396e-48 2.931020e-99 9.297860e-180
5.921e+08 2.454597e-02 9.754540e-01 1.494626e-16 1.494060e-49 4.926709e-102 1.816126e-184
6.282e+08 4.017459e-02 9.598254e-01 3.352048e-17 3.134207e-51 3.518595e-105 8.531466e-190
6.666e+08 7.243192e-02 9.275681e-01 5.868969e-18 3.671844e-53 8.908138e-109 7.423827e-196
7.074e+08 1.417334e-01 8.582666e-01 7.296104e-19 1.931172e-55 5.342626e-113 6.016638e-203
7.506e+08 2.658200e-01 7.341800e-01 7.263272e-20 6.381976e-58 1.412395e-117 1.256487e-210
7.964e+08 4.717068e-01 5.282932e-01 4.629311e-21 8.910308e-61 8.854209e-123 2.683914e-219
8.451e+08 7.178618e-01 2.821382e-01 1.630619e-22 4.458801e-64 1.103214e-128 4.896989e-229
8.967e+08 8.930153e-01 1.069847e-01 2.790445e-24 5.956999e-68 1.572965e-135 2.924413e-240
9.514e+08 9.687809e-01 3.121913e-02 2.564029e-26 2.402706e-72 2.980633e-143 6.860962e-253
1.010e+09 9.924011e-01 7.598872e-03 1.431911e-28 3.595392e-77 1.046571e-151 1.074681e-266
1.071e+09 9.982123e-01 1.787690e-03 6.916430e-31 3.814467e-82 1.933761e-160 5.593071e-281
1.137e+09 9.995617e-01 4.383272e-04 3.390026e-33 3.739731e-87 2.787728e-169 1.695186e-295
1.206e+09 9.998847e-01 1.152876e-04 1.797132e-35 3.773058e-92 3.684794e-178 3.771692e-310
1.279e+09 9.999696e-01 3.044788e-05 9.516462e-38 3.748986e-97 4.681882e-187 0.000000e+00
1.353e+09 9.999923e-01 7.658541e-06 4.312979e-40 2.715729e-102 3.476877e-196 0.000000e+00
1.419e+09 9.999979e-01 2.100892e-06 2.630028e-42 3.656909e-107 7.539518e-205 0.000000e+00
1.476e+09 9.999992e-01 7.579179e-07 4.393934e-44 4.289192e-111 7.311518e-212 0.000000e+00
1.524e+09 9.999997e-01 3.064764e-07 1.494309e-45 2.897721e-114 1.910672e-217 0.000000e+00
1.565e+09 9.999999e-01 1.449157e-07 1.141013e-46 1.331206e-116 1.723977e-221 0.000000e+00
1.596e+09 9.999999e-01 6.953544e-08 1.137524e-47 1.277688e-118 6.659480e-225 0.000000e+00
1.619e+09 1.000000e+00 4.137387e-08 1.759580e-48 2.400672e-120 6.413727e-228 0.000000e+00
1.635e+09 1.000000e+00 2.780733e-08 3.750846e-49 8.139667e-122 1.581574e-230 0.000000e+00
1.648e+09 1.000000e+00 2.494025e-08 1.978832e-49 1.714181e-122 8.566606e-232 0.000000e+00
1.659e+09 1.000000e+00 1.660168e-08 3.364642e-50 3.087289e-124 6.023774e-235 0.000000e+00
1.669e+09 1.000000e+00 1.536900e-08 1.978451e-50 8.156475e-125 4.828990e-236 0.000000e+00
1.679e+09 1.000000e+00 9.430812e-09 2.806774e-51 1.090848e-126 2.201692e-239 0.000000e+00
1.689e+09 1.000000e+00 7.186897e-09 8.813531e-52 8.021145e-128 1.997523e-241 0.000000e+00
1.700e+09 1.000000e+00 6.355469e-09 4.677777e-52 1.789430e-128 1.250721e-242 0.000000e+00
1.715e+09 1.000000e+00 4.866701e-09 1.439573e-52 1.223783e-129 9.709490e-245 0.000000e+00
1.742e+09 1.000000e+00 2.717238e-09 1.245665e-53 5.053489e-132 5.032491e-249 0.000000e+00
1.789e+09 1.000000e+00 1.045059e-09 2.200429e-55 5.815449e-136 4.120332e-256 0.000000e+00
1.853e+09 1.000000e+00 2.711458e-10 9.721691e-58 3.579745e-141 2.068205e-265 0.000000e+00
1.926e+09 1.000000e+00 1.332034e-10 4.318691e-59 3.035564e-144 5.738821e-271 0.000000e+00
2.003e+09 1.000000e+00 6.345846e-11 1.584537e-60 1.607020e-147 6.563559e-277 0.000000e+00
2.084e+09 1.000000e+00 3.162544e-11 7.067684e-62 1.323914e-150 1.668557e-282 0.000000e+00
2.165e+09 1.000000e+00 2.538280e-11 2.109200e-62 7.242990e-152 7.505635e-285 0.000000e+00
2.245e+09 1.000000e+00 2.073286e-11 6.339925e-63 3.850189e-153 3.073987e-287 0.000000e+00
2.325e+09 1.000000e+00 1.092054e-11 3.642117e-64 5.673941e-156 2.251906e-292 0.000000e+00
2.405e+09 1.000000e+00 2.040082e-11 2.416993e-63 2.414631e-154 1.200674e-289 0.000000e+00
2.487e+09 1.000000e+00 1.278472e-11 2.800746e-64 1.685058e-156 1.414333e-293 0.000000e+00
2.570e+09 1.000000e+00 1.700624e-11 4.948326e-64 3.948843e-156 4.389345e-293 0.000000e+00
2.659e+09 1.000000e+00 2.274884e-11 7.587407e-64 6.022127e-156 5.668065e-293 0.000000e+00
2.764e+09 1.000000e+00 1.442678e-11 5.863802e-65 1.245514e-158 5.624112e-298 0.000000e+00
2.899e+09 1.000000e+00 3.663916e-11 4.372248e-64 3.115302e-157 5.488528e-296 0.000000e+00
3.065e+09 1.000000e+00 3.122149e-11 2.727310e-65 1.490496e-160 1.560328e-302 0.000000e+00
3.252e+09 1.000000e+00 1.992286e-10 1.079010e-63 3.560581e-158 2.184104e-299 0.000000e+00
3.446e+09 1.000000e+00 9.390694e-10 1.805029e-62 1.628666e-156 2.032422e-297 0.000000e+00
3.637e+09 1.000000e+00 1.995483e-09 6.598645e-62 8.435608e-156 1.196794e-296 0.000000e+00
3.815e+09 1.000000e+00 1.178843e-09 4.280854e-63 1.280126e-158 7.357007e-302 0.000000e+00
3.975e+09 1.000000e+00 1.869491e-09 1.365294e-62 1.021388e-157 1.880994e-300 0.000000e+00
4.117e+09 1.000000e+00 7.971530e-10 3.620366e-64 2.870608e-161 7.535306e-307 0.000000e+00
4.247e+09 1.000000e+00 9.111397e-10 3.138385e-64 1.294554e-161 1.152931e-307 0.000000e+00
4.369e+09 1.000000e+00 7.945852e-10 9.724663e-65 6.244717e-163 3.396655e-310 0.000000e+00
4.488e+09 1.000000e+00 3.014657e-10 1.505475e-66 5.081357e-167 1.422305e-317 0.000000e+00
4.608e+09 1.000000e+00 4.277885e-10 2.858562e-66 1.223185e-166 4.082826e-317 0.000000e+00
4.729e+09 1.000000e+00 1.807460e-10 7.084617e-68 2.896464e-170 9.881313e-324 0.000000e+00
4.852e+09 1.000000e+00 2.007132e-10 5.717041e-68 1.150304e-170 0.000000e+00 0.000000e+00
4.975e+09 1.000000e+00 1.161042e-09 1.888341e-65 1.779354e-165 1.167537e-315 0.000000e+00
5.101e+09 1.000000e+00 8.454834e-10 3.307364e-66 2.707861e-167 4.866448e-319 0.000000e+00
5.229e+09 1.000000e+00 7.521221e-11 3.037268e-70 4.272511e-176 0.000000e+00 0.000000e+00
5.360e+09 1.000000e+00 9.177373e-11 3.506460e-70 3.693938e-176 0.000000e+00 0.000000e+00
5.492e+09 1.000000e+00 3.777571e-11 8.445051e-72 8.664874e-180 0.000000e+00 0.000000e+00
5.627e+09 1.000000e+00 3.518962e-10 1.441459e-68 4.188598e-173 0.000000e+00 0.000000e+00
5.762e+09 1.000000e+00 5.955573e-11 1.433005e-71 1.114243e-179 0.000000e+00 0.000000e+00
5.899e+09 1.000000e+00 2.243883e-09 5.021833e-66 5.741245e-168 2.910047e-321 0.000000e+00
6.034e+09 1.000000e+00 7.749989e-10 5.486899e-68 2.205463e-172 0.000000e+00 0.000000e+00
6.168e+09 1.000000e+00 3.247078e-10 1.411133e-69 5.958582e-176 0.000000e+00 0.000000e+00
6.297e+09 1.000000e+00 1.800730e-10 1.076540e-70 1.736406e-178 0.000000e+00 0.000000e+00
6.422e+09 1.000000e+00 1.231426e-10 1.833135e-71 2.909151e-180 0.000000e+00 0.000000e+00
6.539e+09 1.000000e+00 3.539323e-09 2.486847e-66 2.024572e-169 0.000000e+00 0.000000e+00
6.646e+09 1.000000e+00 4.014608e-10 4.872286e-70 1.463752e-177 0.000000e+00 0.000000e+00
6.742e+09 1.000000e+00 2.026248e-10 2.893407e-71 2.682383e-180 0.000000e+00 0.000000e+00
6.826e+09 1.000000e+00 2.016449e-09 9.797866e-68 7.941197e-173 0.000000e+00 0.000000e+00
6.896e+09 1.000000e+00 1.373130e-09 1.797511e-68 1.673854e-174 0.000000e+00 0.000000e+00
6.948e+09 1.000000e+00 4.879522e-11 8.507946e-74 6.215707e-186 0.000000e+00 0.000000e+00
6.976e+09 1.000000e+00 9.004801e-12 1.905826e-76 1.385503e-191 0.000000e+00 0.000000e+00
6.989e+09 1.000000e+00 2.641137e-11 8.482524e-75 4.238651e-188 0.000000e+00 0.000000e+00
6.995e+09 1.000000e+00 4.168347e-11 4.244537e-74 1.276768e-186 0.000000e+00 0.000000e+00
6.998e+09 1.000000e+00 2.507515e-11 6.851392e-75 2.633217e-188 0.000000e+00 0.000000e+00
7.000e+09 1.000000e+00 2.475416e-11 6.514469e-75 2.357436e-188 0.000000e+00 0.000000e+00
#TIME: 49.574670
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
4.401e+07 4.899561e-03 9.951004e-01 1.490871e-13 1.816343e-41 1.745681e-86 1.385479e-157
8.862e+07 6.768022e-03 9.932320e-01 6.249111e-14 1.942019e-42 2.703288e-88 1.237989e-160
9.061e+07 6.616670e-03 9.933833e-01 6.644187e-14 2.273773e-42 3.627770e-88 2.032286e-160
9.444e+07 6.680209e-03 9.933198e-01 6.474334e-14 2.127227e-42 3.203886e-88 1.648366e-160
9.991e+07 6.448910e-03 9.935511e-01 7.122594e-14 2.719103e-42 5.064157e-88 3.565213e-160
1.061e+08 6.210253e-03 9.937897e-01 7.887578e-14 3.535062e-42 8.261396e-88 8.132303e-160
1.126e+08 6.423476e-03 9.935765e-01 7.205091e-14 2.801653e-42 5.356561e-88 3.920915e-160
1.194e+08 6.463950e-03 9.935360e-01 7.110224e-14 2.711255e-42 5.046996e-88 3.555085e-160
1.267e+08 6.512520e-03 9.934875e-01 7.033406e-14 2.645137e-42 4.839731e-88 3.332221e-160
1.345e+08 6.321504e-03 9.936785e-01 7.815131e-14 3.498829e-42 8.242828e-88 8.301933e-160
1.427e+08 6.567541e-03 9.934325e-01 7.283434e-14 2.952230e-42 6.091671e-88 5.091733e-160
1.514e+08 6.500608e-03 9.934994e-01 7.422252e-14 3.089668e-42 6.605577e-88 5.803820e-160
1.607e+08 6.316557e-03 9.936834e-01 7.637748e-14 3.269659e-42 7.185364e-88 6.484133e-160
1.705e+08 6.231014e-03 9.937690e-01 7.691033e-14 3.294343e-42 7.192125e-88 6.373147e-160
1.809e+08 6.283338e-03 9.937167e-01 7.373168e-14 2.935415e-42 5.750528e-88 4.318227e-160
1.919e+08 6.154116e-03 9.938459e-01 7.545737e-14 3.079952e-42 6.199516e-88 4.800364e-160
2.037e+08 5.845603e-03 9.941544e-01 8.384307e-14 3.992232e-42 9.910350e-88 1.035949e-159
2.161e+08 5.648498e-03 9.943515e-01 8.696077e-14 4.300962e-42 1.111102e-87 1.212424e-159
2.293e+08 5.194939e-03 9.948051e-01 9.850944e-14 5.723564e-42 1.811149e-87 2.591020e-159
2.433e+08 4.901434e-03 9.950986e-01 1.038223e-13 6.319497e-42 2.081405e-87 3.066759e-159
2.582e+08 4.656387e-03 9.953436e-01 1.105800e-13 7.241808e-42 2.596617e-87 4.245450e-159
2.739e+08 4.839831e-03 9.951602e-01 9.393446e-14 4.663365e-42 1.113630e-87 9.824642e-160
2.907e+08 4.900342e-03 9.950997e-01 8.408052e-14 3.413964e-42 6.018375e-88 3.317856e-160
3.084e+08 5.034218e-03 9.949658e-01 6.803677e-14 1.887149e-42 1.874838e-88 4.259923e-161
3.273e+08 5.203604e-03 9.947964e-01 5.148244e-14 8.626259e-43 4.008275e-89 2.809794e-162
3.472e+08 5.570456e-03 9.944295e-01 3.461008e-14 2.884902e-43 4.735792e-90 6.722460e-164
3.685e+08 6.018623e-03 9.939814e-01 2.180081e-14 8.048631e-44 3.921607e-91 8.617495e-166
3.910e+08 6.262957e-03 9.937370e-01 1.423881e-14 2.409820e-44 3.600455e-92 1.261569e-167
4.148e+08 7.353736e-03 9.926463e-01 7.694974e-15 4.649206e-45 1.546957e-93 5.603690e-170
4.402e+08 9.853791e-03 9.901462e-01 3.520910e-15 6.255482e-46 3.694997e-95 1.045675e-172
4.671e+08 1.337061e-02 9.866294e-01 1.478273e-15 6.644129e-47 5.564151e-97 8.705483e-176
4.956e+08 1.718396e-02 9.828160e-01 6.077424e-16 6.319744e-48 6.348907e-99 4.094147e-179
5.259e+08 2.263199e-02 9.773680e-01 2.277877e-16 4.716506e-49 4.573503e-101 8.766422e-183
5.580e+08 3.315496e-02 9.668450e-01 6.896086e-17 2.112731e-50 1.328812e-103 4.319527e-187
