#NTIMES: 265
#NSTAGES: 6
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
1.279e+09 1.000000e+00 6.857113e-29 2.439161e-129 2.125226e-297 0.000000e+00 0.000000e+00
1.353e+09 1.000000e+00 3.102722e-29 6.621257e-131 5.403618e-301 0.000000e+00 0.000000e+00
1.419e+09 1.000000e+00 1.513980e-29 2.536457e-132 3.031099e-304 0.000000e+00 0.000000e+00
1.476e+09 1.000000e+00 3.522727e-30 5.081385e-135 2.525843e-310 0.000000e+00 0.000000e+00
1.524e+09 1.000000e+00 5.335636e-30 2.221272e-134 5.763592e-309 0.000000e+00 0.000000e+00
1.565e+09 1.000000e+00 3.624938e-30 4.130157e-135 1.271704e-310 0.000000e+00 0.000000e+00
1.596e+09 1.000000e+00 2.352946e-29 6.927851e-132 1.628993e-303 0.000000e+00 0.000000e+00
1.619e+09 1.000000e+00 3.559152e-30 2.394649e-135 2.728576e-311 0.000000e+00 0.000000e+00
1.635e+09 1.000000e+00 7.856374e-30 3.792921e-134 9.164109e-309 0.000000e+00 0.000000e+00
1.648e+09 1.000000e+00 1.407397e-29 2.590397e-133 4.776959e-307 0.000000e+00 0.000000e+00
1.659e+09 1.000000e+00 2.403895e-30 1.453243e-136 2.330140e-314 0.000000e+00 0.000000e+00
1.669e+09 1.000000e+00 1.144578e-30 5.400087e-138 1.282070e-317 0.000000e+00 0.000000e+00
1.679e+09 1.000000e+00 2.528170e-30 9.953397e-137 6.690317e-315 0.000000e+00 0.000000e+00
1.689e+09 1.000000e+00 5.595002e-31 1.750352e-139 4.392244e-321 0.000000e+00 0.000000e+00
1.700e+09 1.000000e+00 2.022128e-30 2.200984e-137 1.540620e-316 0.000000e+00 0.000000e+00
1.715e+09 1.000000e+00 1.963949e-31 1.246116e-141 0.000000e+00 0.000000e+00 0.000000e+00
1.742e+09 1.000000e+00 5.539185e-32 4.275225e-144 0.000000e+00 0.000000e+00 0.000000e+00
1.789e+09 1.000000e+00 1.040401e-32 1.889430e-147 0.000000e+00 0.000000e+00 0.000000e+00
1.853e+09 1.000000e+00 8.757972e-34 3.840756e-152 0.000000e+00 0.000000e+00 0.000000e+00
1.926e+09 1.000000e+00 2.198085e-34 9.193622e-155 0.000000e+00 0.000000e+00 0.000000e+00
2.003e+09 1.000000e+00 5.415119e-35 2.172664e-157 0.000000e+00 0.000000e+00 0.000000e+00
2.084e+09 1.000000e+00 4.816567e-36 8.733966e-162 0.000000e+00 0.000000e+00 0.000000e+00
2.165e+09 1.000000e+00 7.813853e-37 5.479202e-165 0.000000e+00 0.000000e+00 0.000000e+00
2.245e+09 1.000000e+00 4.275637e-36 3.164480e-162 0.000000e+00 0.000000e+00 0.000000e+00
2.325e+09 1.000000e+00 5.373346e-35 4.378526e-158 0.000000e+00 0.000000e+00 0.000000e+00
2.405e+09 1.000000e+00 3.939242e-34 8.183107e-155 0.000000e+00 0.000000e+00 0.000000e+00
2.487e+09 1.000000e+00 1.113555e-33 3.099783e-153 0.000000e+00 0.000000e+00 0.000000e+00
2.570e+09 1.000000e+00 1.675119e-32 9.403221e-149 0.000000e+00 0.000000e+00 0.000000e+00
2.659e+09 1.000000e+00 1.556735e-32 3.400427e-149 0.000000e+00 0.000000e+00 0.000000e+00
2.764e+09 1.000000e+00 2.661514e-32 1.589608e-148 0.000000e+00 0.000000e+00 0.000000e+00
2.899e+09 1.000000e+00 1.765385e-31 1.615966e-145 0.000000e+00 0.000000e+00 0.000000e+00
3.065e+09 1.000000e+00 9.795250e-24 3.339750e-116 1.105436e-273 0.000000e+00 0.000000e+00
3.252e+09 1.000000e+00 3.964262e-25 7.277539e-122 2.948235e-286 0.000000e+00 0.000000e+00
3.446e+09 1.000000e+00 9.196094e-30 2.346083e-139 4.940656e-324 0.000000e+00 0.000000e+00
3.637e+09 1.000000e+00 8.674347e-28 2.898692e-132 4.580552e-309 0.000000e+00 0.000000e+00
3.815e+09 1.000000e+00 4.561719e-31 4.791396e-145 0.000000e+00 0.000000e+00 0.000000e+00
3.975e+09 1.000000e+00 8.318575e-33 2.398810e-151 0.000000e+00 0.000000e+00 0.000000e+00
4.117e+09 1.000000e+00 1.728836e-35 2.862454e-161 0.000000e+00 0.000000e+00 0.000000e+00
4.247e+09 1.000000e+00 1.068642e-35 8.239035e-162 0.000000e+00 0.000000e+00 0.000000e+00
4.369e+09 1.000000e+00 1.884461e-34 1.351862e-157 0.000000e+00 0.000000e+00 0.000000e+00
4.488e+09 1.000000e+00 1.405099e-34 7.357634e-158 0.000000e+00 0.000000e+00 0.000000e+00
4.608e+09 1.000000e+00 2.697562e-40 1.766342e-178 0.000000e+00 0.000000e+00 0.000000e+00
4.729e+09 1.000000e+00 1.800812e-22 1.622600e-114 2.386799e-272 0.000000e+00 0.000000e+00
4.852e+09 1.000000e+00 8.308998e-29 3.360060e-137 1.392771e-320 0.000000e+00 0.000000e+00
4.975e+09 1.000000e+00 9.241671e-32 7.010031e-148 0.000000e+00 0.000000e+00 0.000000e+00
5.101e+09 1.000000e+00 1.724263e-34 8.830038e-158 0.000000e+00 0.000000e+00 0.000000e+00
5.229e+09 1.000000e+00 4.439838e-23 7.438871e-117 1.891520e-277 0.000000e+00 0.000000e+00
5.360e+09 1.000000e+00 5.658619e-35 1.663767e-159 0.000000e+00 0.000000e+00 0.000000e+00
5.492e+09 1.000000e+00 1.361944e-32 5.119615e-151 0.000000e+00 0.000000e+00 0.000000e+00
5.627e+09 1.000000e+00 5.055132e-35 1.113021e-159 0.000000e+00 0.000000e+00 0.000000e+00
5.762e+09 1.000000e+00 1.308555e-36 2.450450e-165 0.000000e+00 0.000000e+00 0.000000e+00
5.899e+09 1.000000e+00 6.130324e-37 1.641382e-166 0.000000e+00 0.000000e+00 0.000000e+00
6.034e+09 1.000000e+00 3.360936e-38 5.238331e-171 0.000000e+00 0.000000e+00 0.000000e+00
6.168e+09 1.000000e+00 3.718230e-38 7.509905e-171 0.000000e+00 0.000000e+00 0.000000e+00
6.297e+09 1.000000e+00 9.619485e-39 6.052926e-173 0.000000e+00 0.000000e+00 0.000000e+00
6.422e+09 1.000000e+00 9.664542e-39 6.154629e-173 0.000000e+00 0.000000e+00 0.000000e+00
6.539e+09 1.000000e+00 1.200500e-39 3.624360e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.646e+09 1.000000e+00 2.167708e-39 2.981090e-175 0.000000e+00 0.000000e+00 0.000000e+00
6.742e+09 1.000000e+00 1.143236e-39 3.044677e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.826e+09 1.000000e+00 9.017951e-40 1.306621e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.896e+09 1.000000e+00 9.497311e-40 1.571657e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.948e+09 1.000000e+00 1.228184e-39 3.931329e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.976e+09 1.000000e+00 7.543953e-41 1.877871e-180 0.000000e+00 0.000000e+00 0.000000e+00
6.989e+09 1.000000e+00 3.917632e-43 1.335866e-188 0.000000e+00 0.000000e+00 0.000000e+00
6.995e+09 1.000000e+00 9.371147e-44 8.127262e-191 0.000000e+00 0.000000e+00 0.000000e+00
6.998e+09 1.000000e+00 2.373943e-43 2.237686e-189 0.000000e+00 0.000000e+00 0.000000e+00
7.000e+09 1.000000e+00 4.425298e-43 2.063055e-188 0.000000e+00 0.000000e+00 0.000000e+00
#TIME: 143.574676
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
4.401e+07 1.000000e+00 2.949241e-15 2.806901e-74 2.295867e-175 4.940656e-324 0.000000e+00
8.862e+07 1.000000e+00 9.738487e-16 3.866497e-76 1.970519e-179 0.000000e+00 0.000000e+00
9.061e+07 1.000000e+00 7.530106e-16 1.419199e-76 2.192678e-180 0.000000e+00 0.000000e+00
9.444e+07 1.000000e+00 7.444891e-16 1.357540e-76 1.989264e-180 0.000000e+00 0.000000e+00
9.991e+07 1.000000e+00 1.252710e-15 1.028756e-75 1.678013e-178 0.000000e+00 0.000000e+00
1.061e+08 1.000000e+00 1.533663e-15 2.254141e-75 9.328644e-178 0.000000e+00 0.000000e+00
1.126e+08 1.000000e+00 1.669356e-15 3.131341e-75 1.914328e-177 0.000000e+00 0.000000e+00
1.194e+08 1.000000e+00 1.509383e-15 2.126845e-75 8.237502e-178 0.000000e+00 0.000000e+00
1.267e+08 1.000000e+00 1.538230e-15 2.305723e-75 9.881811e-178 0.000000e+00 0.000000e+00
1.345e+08 1.000000e+00 1.950514e-15 5.721718e-75 7.150898e-177 0.000000e+00 0.000000e+00
1.427e+08 1.000000e+00 3.154680e-15 3.360914e-74 3.208523e-175 4.940656e-324 0.000000e+00
1.514e+08 1.000000e+00 6.104646e-15 3.472839e-73 4.499858e-173 3.551838e-320 0.000000e+00
1.607e+08 1.000000e+00 9.764080e-15 1.630555e-72 1.083673e-171 8.260264e-318 0.000000e+00
1.705e+08 1.000000e+00 1.404648e-14 5.254170e-72 1.174990e-170 4.780698e-316 0.000000e+00
1.809e+08 1.000000e+00 2.093255e-14 1.938759e-71 1.711925e-169 4.668409e-314 0.000000e+00
1.919e+08 1.000000e+00 3.381153e-14 9.485477e-71 4.521333e-168 1.281577e-311 0.000000e+00
2.037e+08 1.000000e+00 6.032838e-14 6.980840e-70 2.964761e-166 1.793085e-308 0.000000e+00
2.161e+08 1.000000e+00 7.517669e-14 1.310415e-69 9.980256e-166 1.319017e-307 0.000000e+00
2.293e+08 1.000000e+00 1.092143e-13 4.572832e-69 1.328032e-164 1.130280e-305 0.000000e+00
2.433e+08 1.000000e+00 1.263115e-13 6.792245e-69 2.789464e-164 3.744546e-305 0.000000e+00
2.582e+08 1.000000e+00 1.461292e-13 1.079857e-68 7.139155e-164 1.845912e-304 0.000000e+00
2.739e+08 1.000000e+00 1.237464e-13 5.076524e-69 1.263869e-164 7.925192e-306 0.000000e+00
2.907e+08 1.000000e+00 1.353522e-13 6.808966e-69 2.309030e-164 2.221718e-305 0.000000e+00
3.084e+08 1.000000e+00 1.250052e-13 4.427435e-69 8.237449e-165 3.277391e-306 0.000000e+00
3.273e+08 1.000000e+00 8.485443e-14 7.949782e-70 1.645449e-166 2.727630e-309 0.000000e+00
3.472e+08 1.000000e+00 6.022663e-14 1.718015e-70 4.973961e-168 4.774373e-312 0.000000e+00
3.685e+08 1.000000e+00 2.746070e-14 6.412436e-72 3.135297e-171 8.488171e-318 0.000000e+00
3.910e+08 1.000000e+00 1.148289e-14 1.849579e-73 1.190533e-174 4.940656e-324 0.000000e+00
4.148e+08 1.000000e+00 3.328937e-15 1.759182e-75 5.014938e-179 0.000000e+00 0.000000e+00
4.402e+08 1.000000e+00 1.145073e-15 4.123649e-77 1.809212e-182 0.000000e+00 0.000000e+00
4.671e+08 1.000000e+00 4.438255e-16 1.346982e-78 1.225223e-185 0.000000e+00 0.000000e+00
4.956e+08 1.000000e+00 2.207476e-16 8.438947e-80 2.736569e-188 0.000000e+00 0.000000e+00
5.259e+08 1.000000e+00 1.737283e-16 2.556951e-80 1.654668e-189 0.000000e+00 0.000000e+00
5.580e+08 1.000000e+00 1.180092e-16 4.692187e-81 3.515089e-191 0.000000e+00 0.000000e+00
5.921e+08 1.000000e+00 5.846784e-17 2.736984e-82 6.443521e-194 0.000000e+00 0.000000e+00
6.282e+08 1.000000e+00 3.234824e-17 2.544775e-83 3.367646e-196 0.000000e+00 0.000000e+00
6.666e+08 1.000000e+00 1.193509e-17 5.952624e-85 9.896221e-200 0.000000e+00 0.000000e+00
7.074e+08 1.000000e+00 3.150771e-18 4.435612e-87 2.666818e-204 0.000000e+00 0.000000e+00
7.506e+08 1.000000e+00 4.699088e-19 4.163554e-90 8.589422e-211 0.000000e+00 0.000000e+00
7.964e+08 1.000000e+00 6.382721e-20 2.839788e-93 1.420136e-217 0.000000e+00 0.000000e+00
8.451e+08 1.000000e+00 7.132150e-21 8.604265e-97 3.825062e-225 0.000000e+00 0.000000e+00
8.967e+08 1.000000e+00 9.665671e-22 4.248409e-100 2.478608e-232 0.000000e+00 0.000000e+00
9.514e+08 1.000000e+00 8.307051e-23 2.791615e-104 1.623206e-241 0.000000e+00 0.000000e+00
1.010e+09 1.000000e+00 3.917936e-24 1.393185e-109 3.150087e-253 0.000000e+00 0.000000e+00
1.071e+09 1.000000e+00 1.439292e-25 2.061221e-115 3.571659e-266 0.000000e+00 0.000000e+00
1.137e+09 1.000000e+00 4.525191e-27 1.329906e-121 5.587027e-280 0.000000e+00 0.000000e+00
1.206e+09 1.000000e+00 3.903489e-28 4.236899e-126 4.375328e-290 0.000000e+00 0.000000e+00
1.279e+09 1.000000e+00 1.037880e-28 1.263582e-128 7.976473e-296 0.000000e+00 0.000000e+00
1.353e+09 1.000000e+00 2.540590e-29 2.901968e-131 8.576336e-302 0.000000e+00 0.000000e+00
1.419e+09 1.000000e+00 3.993220e-30 1.168194e-134 2.010180e-309 0.000000e+00 0.000000e+00
1.476e+09 1.000000e+00 7.151981e-30 8.580383e-134 1.296574e-307 0.000000e+00 0.000000e+00
1.524e+09 1.000000e+00 4.591437e-30 1.188635e-134 1.422849e-309 0.000000e+00 0.000000e+00
1.565e+09 1.000000e+00 1.526625e-30 1.248235e-136 5.423104e-314 0.000000e+00 0.000000e+00
1.596e+09 1.000000e+00 3.165900e-30 2.132237e-135 2.710916e-311 0.000000e+00 0.000000e+00
1.619e+09 1.000000e+00 1.767621e-30 1.405029e-136 5.053420e-314 0.000000e+00 0.000000e+00
1.635e+09 1.000000e+00 1.586267e-30 5.966324e-137 5.638623e-315 0.000000e+00 0.000000e+00
1.648e+09 1.000000e+00 1.360781e-29 2.214730e-133 3.326881e-307 0.000000e+00 0.000000e+00
1.659e+09 1.000000e+00 1.824917e-30 4.698001e-137 1.885533e-315 0.000000e+00 0.000000e+00
1.669e+09 1.000000e+00 5.913495e-31 3.711716e-139 3.369034e-320 0.000000e+00 0.000000e+00
1.679e+09 1.000000e+00 4.923607e-30 1.419935e-135 2.362473e-312 0.000000e+00 0.000000e+00
1.689e+09 1.000000e+00 4.380910e-30 6.714047e-136 3.696397e-313 0.000000e+00 0.000000e+00
1.700e+09 1.000000e+00 2.244058e-30 3.274592e-137 3.655947e-316 0.000000e+00 0.000000e+00
1.715e+09 1.000000e+00 1.049166e-31 9.784871e-143 0.000000e+00 0.000000e+00 0.000000e+00
1.742e+09 1.000000e+00 3.862230e-32 9.808029e-145 0.000000e+00 0.000000e+00 0.000000e+00
1.789e+09 1.000000e+00 2.912025e-32 1.168487e-145 0.000000e+00 0.000000e+00 0.000000e+00
1.853e+09 1.000000e+00 8.430817e-34 3.223446e-152 0.000000e+00 0.000000e+00 0.000000e+00
1.926e+09 1.000000e+00 1.943281e-34 5.580710e-155 0.000000e+00 0.000000e+00 0.000000e+00
2.003e+09 1.000000e+00 3.930772e-36 5.287282e-162 0.000000e+00 0.000000e+00 0.000000e+00
2.084e+09 1.000000e+00 8.188715e-37 8.337465e-165 0.000000e+00 0.000000e+00 0.000000e+00
2.165e+09 1.000000e+00 5.938227e-37 1.877702e-165 0.000000e+00 0.000000e+00 0.000000e+00
2.245e+09 1.000000e+00 6.280168e-36 1.462050e-161 0.000000e+00 0.000000e+00 0.000000e+00
2.325e+09 1.000000e+00 2.087705e-35 1.283634e-159 0.000000e+00 0.000000e+00 0.000000e+00
2.405e+09 1.000000e+00 5.434819e-34 2.959032e-154 0.000000e+00 0.000000e+00 0.000000e+00
2.487e+09 1.000000e+00 8.144122e-34 9.985809e-154 0.000000e+00 0.000000e+00 0.000000e+00
2.570e+09 1.000000e+00 1.291476e-33 3.594206e-153 0.000000e+00 0.000000e+00 0.000000e+00
2.659e+09 1.000000e+00 1.118075e-32 8.620666e-150 0.000000e+00 0.000000e+00 0.000000e+00
2.764e+09 1.000000e+00 2.939953e-26 4.970892e-125 2.726839e-292 0.000000e+00 0.000000e+00
2.899e+09 1.000000e+00 9.869006e-32 1.449910e-146 0.000000e+00 0.000000e+00 0.000000e+00
3.065e+09 1.000000e+00 9.878081e-23 3.297437e-112 7.164645e-265 0.000000e+00 0.000000e+00
3.252e+09 1.000000e+00 3.521147e-23 1.255012e-114 1.158314e-270 0.000000e+00 0.000000e+00
3.446e+09 1.000000e+00 5.453713e-23 1.936645e-114 1.187159e-270 0.000000e+00 0.000000e+00
3.637e+09 1.000000e+00 6.639907e-32 4.730403e-148 0.000000e+00 0.000000e+00 0.000000e+00
3.815e+09 1.000000e+00 1.265387e-33 1.370361e-154 0.000000e+00 0.000000e+00 0.000000e+00
3.975e+09 1.000000e+00 1.070151e-33 1.375738e-154 0.000000e+00 0.000000e+00 0.000000e+00
4.117e+09 1.000000e+00 1.464616e-30 1.715746e-143 0.000000e+00 0.000000e+00 0.000000e+00
4.247e+09 1.000000e+00 1.077502e-35 8.221561e-162 0.000000e+00 0.000000e+00 0.000000e+00
4.369e+09 1.000000e+00 9.099330e-35 9.410506e-159 0.000000e+00 0.000000e+00 0.000000e+00
4.488e+09 1.000000e+00 8.032846e-35 9.448877e-159 0.000000e+00 0.000000e+00 0.000000e+00
4.608e+09 1.000000e+00 2.315474e-34 2.525496e-157 0.000000e+00 0.000000e+00 0.000000e+00
4.729e+09 1.000000e+00 1.441895e-39 6.965907e-176 0.000000e+00 0.000000e+00 0.000000e+00
4.852e+09 1.000000e+00 6.824482e-31 1.205393e-144 0.000000e+00 0.000000e+00 0.000000e+00
4.975e+09 1.000000e+00 5.304413e-31 2.789508e-145 0.000000e+00 0.000000e+00 0.000000e+00
5.101e+09 1.000000e+00 1.313179e-32 4.495744e-151 0.000000e+00 0.000000e+00 0.000000e+00
5.229e+09 1.000000e+00 3.510476e-38 6.117902e-171 0.000000e+00 0.000000e+00 0.000000e+00
5.360e+09 1.000000e+00 6.353687e-32 1.238633e-148 0.000000e+00 0.000000e+00 0.000000e+00
5.492e+09 1.000000e+00 1.545814e-35 1.629981e-161 0.000000e+00 0.000000e+00 0.000000e+00
5.627e+09 1.000000e+00 4.936776e-34 3.752616e-156 0.000000e+00 0.000000e+00 0.000000e+00
5.762e+09 1.000000e+00 2.780172e-36 3.597647e-164 0.000000e+00 0.000000e+00 0.000000e+00
5.899e+09 1.000000e+00 9.608530e-38 2.216938e-169 0.000000e+00 0.000000e+00 0.000000e+00
6.034e+09 1.000000e+00 8.172201e-24 9.550038e-120 8.363276e-284 0.000000e+00 0.000000e+00
6.168e+09 1.000000e+00 1.824405e-38 5.930706e-172 0.000000e+00 0.000000e+00 0.000000e+00
6.297e+09 1.000000e+00 1.002084e-38 7.002680e-173 0.000000e+00 0.000000e+00 0.000000e+00
6.422e+09 1.000000e+00 7.587339e-40 7.057280e-177 0.000000e+00 0.000000e+00 0.000000e+00
6.539e+09 1.000000e+00 3.135344e-40 3.019853e-178 0.000000e+00 0.000000e+00 0.000000e+00
6.646e+09 1.000000e+00 1.880444e-39 1.795635e-175 0.000000e+00 0.000000e+00 0.000000e+00
6.742e+09 1.000000e+00 9.077240e-41 3.632683e-180 0.000000e+00 0.000000e+00 0.000000e+00
6.826e+09 1.000000e+00 2.028414e-40 6.390542e-179 0.000000e+00 0.000000e+00 0.000000e+00
6.896e+09 1.000000e+00 1.264519e-40 1.184829e-179 0.000000e+00 0.000000e+00 0.000000e+00
6.948e+09 1.000000e+00 8.573101e-40 1.090953e-176 0.000000e+00 0.000000e+00 0.000000e+00
6.976e+09 1.000000e+00 1.522520e-41 6.236791e-183 0.000000e+00 0.000000e+00 0.000000e+00
6.989e+09 1.000000e+00 1.463852e-43 3.988987e-190 0.000000e+00 0.000000e+00 0.000000e+00
6.995e+09 1.000000e+00 2.329899e-45 1.537260e-196 0.000000e+00 0.000000e+00 0.000000e+00
6.998e+09 1.000000e+00 9.346179e-44 8.050288e-191 0.000000e+00 0.000000e+00 0.000000e+00
7.000e+09 1.000000e+00 1.217209e-43 2.065582e-190 0.000000e+00 0.000000e+00 0.000000e+00
#TIME: 144.574676
#NVEL: 114
#vel_mid[km/s] O0 O1 O2 O3 O4 O5
4.401e+07 1.000000e+00 1.376124e-15 1.443567e-75 3.454990e-178 0.000000e+00 0.000000e+00
8.862e+07 1.000000e+00 7.190390e-16 1.155792e-76 1.372781e-180 0.000000e+00 0.000000e+00
9.061e+07 1.000000e+00 4.550114e-16 1.928732e-77 2.702276e-182 0.000000e+00 0.000000e+00
9.444e+07 1.000000e+00 8.276319e-16 2.000565e-76 4.568465e-180 0.000000e+00 0.000000e+00
9.991e+07 1.000000e+00 1.029723e-15 4.683198e-76 2.942758e-179 0.000000e+00 0.000000e+00
1.061e+08 1.000000e+00 1.011028e-15 4.361384e-76 2.518175e-179 0.000000e+00 0.000000e+00
1.126e+08 1.000000e+00 8.071186e-16 1.815297e-76 3.694081e-180 0.000000e+00 0.000000e+00
1.194e+08 1.000000e+00 1.409436e-15 1.589661e-75 4.277395e-178 0.000000e+00 0.000000e+00
1.267e+08 1.000000e+00 1.746753e-15 3.674330e-75 2.684591e-177 0.000000e+00 0.000000e+00
1.345e+08 1.000000e+00 1.837783e-15 4.429840e-75 4.011612e-177 0.000000e+00 0.000000e+00
1.427e+08 1.000000e+00 3.523211e-15 5.000373e-74 7.478130e-175 2.964394e-323 0.000000e+00
1.514e+08 1.000000e+00 5.451335e-15 2.195500e-73 1.626964e-173 5.765746e-321 0.000000e+00
1.607e+08 1.000000e+00 8.291545e-15 8.526743e-73 2.597305e-172 6.491677e-319 0.000000e+00
1.705e+08 1.000000e+00 1.010553e-14 1.464225e-72 7.180073e-172 3.360269e-318 0.000000e+00
1.809e+08 1.000000e+00 1.278302e-14 2.888894e-72 2.678649e-171 2.948703e-317 0.000000e+00
1.919e+08 1.000000e+00 2.521312e-14 2.998690e-71 3.606161e-169 1.431697e-313 0.000000e+00
2.037e+08 1.000000e+00 3.487335e-14 8.113700e-71 2.624958e-168 4.023566e-312 0.000000e+00
2.161e+08 1.000000e+00 5.319677e-14 3.277430e-70 4.661301e-167 5.580632e-310 0.000000e+00
2.293e+08 1.000000e+00 8.980194e-14 2.042273e-69 2.200642e-165 4.511005e-307 0.000000e+00
2.433e+08 1.000000e+00 1.101465e-13 3.816340e-69 7.646707e-165 3.653577e-306 0.000000e+00
2.582e+08 1.000000e+00 1.071423e-13 2.993847e-69 4.072286e-165 1.086520e-306 0.000000e+00
2.739e+08 1.000000e+00 1.174917e-13 4.012208e-69 7.368058e-165 2.971370e-306 0.000000e+00
2.907e+08 1.000000e+00 1.086577e-13 2.712781e-69 2.934589e-165 5.456837e-307 0.000000e+00
3.084e+08 1.000000e+00 9.964548e-14 1.713438e-69 9.812498e-166 7.167634e-308 0.000000e+00
3.273e+08 1.000000e+00 6.518682e-14 2.651853e-70 1.410792e-167 3.316949e-311 0.000000e+00
3.472e+08 1.000000e+00 4.074593e-14 3.448921e-71 1.389152e-169 7.858641e-315 0.000000e+00
3.685e+08 1.000000e+00 2.178603e-14 2.489186e-72 3.819161e-172 1.960749e-319 0.000000e+00
3.910e+08 1.000000e+00 7.928371e-15 4.312064e-74 4.856450e-176 0.000000e+00 0.000000e+00
4.148e+08 1.000000e+00 2.152045e-15 3.364251e-76 1.383039e-180 0.000000e+00 0.000000e+00
4.402e+08 1.000000e+00 7.697798e-16 9.332580e-78 7.300504e-184 0.000000e+00 0.000000e+00
4.671e+08 1.000000e+00 3.261081e-16 4.238659e-79 1.005395e-186 0.000000e+00 0.000000e+00
4.956e+08 1.000000e+00 1.574761e-16 2.377509e-80 1.768200e-189 0.000000e+00 0.000000e+00
5.259e+08 1.000000e+00 1.180756e-16 5.989985e-81 7.158331e-191 0.000000e+00 0.000000e+00
5.580e+08 1.000000e+00 8.765862e-17 1.516414e-81 3.022906e-192 0.000000e+00 0.000000e+00
5.921e+08 1.000000e+00 4.229550e-17 7.994880e-83 4.447336e-195 0.000000e+00 0.000000e+00
6.282e+08 1.000000e+00 1.961832e-17 3.862691e-84 5.671751e-198 0.000000e+00 0.000000e+00
6.666e+08 1.000000e+00 7.963257e-18 1.294100e-85 3.627759e-201 0.000000e+00 0.000000e+00
7.074e+08 1.000000e+00 1.713901e-18 4.592373e-88 2.001879e-206 0.000000e+00 0.000000e+00
7.506e+08 1.000000e+00 3.254802e-19 1.049774e-90 4.364468e-212 0.000000e+00 0.000000e+00
7.964e+08 1.000000e+00 4.005478e-20 4.884144e-94 3.126100e-219 0.000000e+00 0.000000e+00
8.451e+08 1.000000e+00 5.819250e-21 3.867458e-97 6.601394e-226 0.000000e+00 0.000000e+00
8.967e+08 1.000000e+00 6.509857e-22 8.937822e-101 8.039006e-234 0.000000e+00 0.000000e+00
9.514e+08 1.000000e+00 5.174945e-23 4.214633e-105 2.493918e-243 0.000000e+00 0.000000e+00
1.010e+09 1.000000e+00 2.742760e-24 3.288418e-110 1.280958e-254 0.000000e+00 0.000000e+00
1.071e+09 1.000000e+00 9.426174e-26 3.700243e-116 7.892761e-268 0.000000e+00 0.000000e+00
1.137e+09 1.000000e+00 3.295603e-27 3.644364e-122 3.139718e-281 0.000000e+00 0.000000e+00
1.206e+09 1.000000e+00 3.579357e-28 2.928024e-126 1.902938e-290 0.000000e+00 0.000000e+00
1.279e+09 1.000000e+00 5.710080e-29 1.120063e-129 3.684581e-298 0.000000e+00 0.000000e+00
1.353e+09 1.000000e+00 1.945855e-29 9.723438e-132 7.513309e-303 0.000000e+00 0.000000e+00
1.419e+09 1.000000e+00 9.034822e-30 3.050285e-133 2.708200e-306 0.000000e+00 0.000000e+00
