#NTIMES:    65
#NSTAGES:     8
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           ni0           ni1           ni2           ni3           ni4           ni5           ni6           ni7
    4.440267E+03   1.0000E-099   4.4790E-040   5.6273E-032   5.8871E-024   6.9760E-017   2.0366E-010   7.4614E-005   9.9993E-001
    4.715102E+03   1.0000E-099   1.5273E-040   2.0669E-032   2.4463E-024   3.3531E-017   1.1978E-010   5.6045E-005   9.9994E-001
    5.006948E+03   1.0000E-099   4.1789E-041   6.9444E-033   1.0143E-024   1.7196E-017   7.6414E-011   4.4672E-005   9.9996E-001
    5.316859E+03   1.0000E-099   1.9634E-041   3.5629E-033   5.7846E-025   1.0989E-017   5.5851E-011   3.7917E-005   9.9996E-001
    5.645951E+03   1.0000E-099   1.5432E-041   2.9343E-033   4.9763E-025   9.8611E-018   5.2093E-011   3.6664E-005   9.9996E-001
    5.995413E+03   1.0000E-099   1.5998E-041   3.1449E-033   5.4133E-025   1.0797E-017   5.6206E-011   3.8371E-005   9.9996E-001
    6.366506E+03   1.0000E-099   1.9902E-041   4.0562E-033   6.9971E-025   1.3772E-017   6.8063E-011   4.2829E-005   9.9996E-001
    6.760567E+03   1.0000E-099   2.3651E-041   4.9115E-033   8.4436E-025   1.6398E-017   7.7956E-011   4.6276E-005   9.9995E-001
    7.179019E+03   1.0000E-099   3.0862E-041   6.5350E-033   1.1121E-024   2.1093E-017   9.4672E-011   5.1670E-005   9.9995E-001
    7.623372E+03   1.0000E-099   5.8623E-041   1.2957E-032   2.1477E-024   3.8456E-017   1.5054E-010   6.7268E-005   9.9993E-001
    8.095229E+03   1.0000E-099   1.1472E-040   2.5916E-032   4.1297E-024   6.9144E-017   2.3594E-010   8.6740E-005   9.9991E-001
    8.596292E+03   1.0000E-099   2.4766E-040   5.5411E-032   8.2867E-024   1.2706E-016   3.7319E-010   1.1207E-004   9.9989E-001
    9.128368E+03   1.0000E-099   1.1874E-039   2.5789E-031   3.3745E-023   4.3159E-016   9.3762E-010   1.8747E-004   9.9981E-001
    9.693378E+03   1.0000E-099   1.7788E-038   3.5311E-030   3.6024E-022   3.3343E-015   4.3494E-009   4.4022E-004   9.9956E-001
    1.029336E+04   1.0000E-099   9.2505E-037   1.5052E-028   1.0341E-020   5.8533E-014   3.6822E-008   1.4319E-003   9.9857E-001
    1.093048E+04   1.0000E-099   1.2942E-033   1.4841E-025   5.0658E-018   1.1771E-011   1.9451E-006   1.2756E-002   9.8724E-001
    1.160703E+04   1.0000E-099   6.3078E-029   4.1636E-021   5.0279E-014   2.9707E-008   6.3259E-004   2.6982E-001   7.2955E-001
