#NTIMES: 50
#NSTAGES: 4
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 78
#vel_mid[km/s] si0 si1 si2 si3
1808.80 2.8714e-04 9.4476e-01 5.3439e-02 1.5098e-03
1919.29 2.9449e-04 9.4036e-01 5.7658e-02 1.6923e-03
2036.53 2.6880e-04 9.3983e-01 5.8154e-02 1.7456e-03
2160.92 2.0943e-04 9.3875e-01 5.9262e-02 1.7815e-03
2292.92 1.9761e-04 9.3206e-01 6.5535e-02 2.2032e-03
2432.98 1.6859e-04 9.2465e-01 7.2644e-02 2.5383e-03
2581.60 1.4142e-04 9.1524e-01 8.1557e-02 3.0623e-03
2739.29 1.3573e-04 9.0433e-01 9.1793e-02 3.7444e-03
2906.62 1.1583e-04 8.8837e-01 1.0662e-01 4.9028e-03
3084.17 9.4117e-05 8.6561e-01 1.2790e-01 6.3979e-03
3272.56 8.0414e-05 8.4181e-01 1.4966e-01 8.4544e-03
3472.46 6.5554e-05 7.9369e-01 1.9377e-01 1.2469e-02
3684.57 4.3987e-05 7.2556e-01 2.5577e-01 1.8626e-02
3909.64 3.0536e-05 6.6422e-01 3.0943e-01 2.6325e-02
4148.46 3.0053e-05 6.8175e-01 2.9251e-01 2.5708e-02
4401.86 3.2939e-05 7.1607e-01 2.6209e-01 2.1800e-02
4670.75 2.7309e-05 7.0326e-01 2.7368e-01 2.3041e-02
4956.05 1.3824e-05 5.9666e-01 3.6732e-01 3.6005e-02
5258.79 4.9825e-06 3.8064e-01 5.5176e-01 6.7594e-02
5580.02 1.3453e-06 1.6062e-01 7.3213e-01 1.0725e-01
5920.87 5.4405e-07 8.5232e-02 7.8263e-01 1.3213e-01
6282.54 3.0841e-07 5.9414e-02 7.8868e-01 1.5190e-01
6666.30 2.6123e-07 5.5110e-02 7.8253e-01 1.6236e-01
7073.50 2.5710e-07 5.5151e-02 7.7980e-01 1.6505e-01
7505.58 2.3367e-07 5.1783e-02 7.7468e-01 1.7354e-01
7964.05 3.2398e-07 6.7787e-02 7.6787e-01 1.6435e-01
8450.53 5.9719e-07 1.0577e-01 7.4753e-01 1.4670e-01
8966.72 1.6856e-06 2.2802e-01 6.5672e-01 1.1526e-01
9514.44 4.2358e-06 3.9688e-01 5.2050e-01 8.2614e-02
10095.62 8.0916e-06 5.3081e-01 4.1114e-01 5.8035e-02
10712.30 1.3688e-05 6.2630e-01 3.3082e-01 4.2865e-02
11366.65 2.0900e-05 6.7094e-01 2.9358e-01 3.5460e-02
12061.10 2.6625e-05 6.9431e-01 2.7284e-01 3.2815e-02
12793.43 2.9716e-05 7.1049e-01 2.5814e-01 3.1346e-02
13528.61 2.9387e-05 7.0712e-01 2.6043e-01 3.2424e-02
14194.74 2.5200e-05 6.9283e-01 2.7219e-01 3.4953e-02
14757.77 2.1267e-05 6.9428e-01 2.6925e-01 3.6449e-02
15240.48 2.2467e-05 6.9229e-01 2.7783e-01 2.9858e-02
15646.99 3.2823e-05 7.5377e-01 2.2821e-01 1.7986e-02
15960.30 5.2346e-05 7.7884e-01 2.1085e-01 1.0261e-02
16187.41 5.8381e-05 8.1354e-01 1.7906e-01 7.3364e-03
16354.17 6.4109e-05 8.2614e-01 1.6718e-01 6.6119e-03
16484.18 5.5691e-05 8.0134e-01 1.9033e-01 8.2809e-03
16593.12 4.6480e-05 7.5871e-01 2.3025e-01 1.0993e-02
16691.99 3.5489e-05 6.7384e-01 3.0946e-01 1.6670e-02
16788.59 3.1082e-05 6.5656e-01 3.2286e-01 2.0544e-02
16888.37 2.9043e-05 6.5574e-01 3.2466e-01 1.9567e-02
16998.79 2.3946e-05 5.5792e-01 4.1590e-01 2.6159e-02
17146.37 2.0829e-05 5.3766e-01 4.3361e-01 2.8713e-02
17415.23 1.5368e-05 4.6127e-01 4.9895e-01 3.9764e-02
17888.12 1.0739e-05 3.8700e-01 5.6512e-01 4.7873e-02
18532.37 8.5250e-06 3.4626e-01 5.9186e-01 6.1870e-02
19260.76 5.5292e-06 2.4834e-01 6.6256e-01 8.9086e-02
20034.10 3.8306e-06 1.9928e-01 7.0421e-01 9.6499e-02
20838.00 1.6674e-06 1.1124e-01 7.4547e-01 1.4328e-01
21647.97 2.3621e-06 1.7414e-01 6.8747e-01 1.3839e-01
22447.94 2.0373e-06 2.0390e-01 6.2752e-01 1.6858e-01
23245.88 1.5400e-06 1.6142e-01 6.3604e-01 2.0254e-01
24052.47 8.0992e-07 1.1273e-01 6.1175e-01 2.7552e-01
24867.72 5.6453e-07 1.0275e-01 5.9421e-01 3.0303e-01
25698.86 5.4051e-07 9.5618e-02 4.9433e-01 4.1005e-01
26587.16 5.1423e-07 1.1673e-01 5.3393e-01 3.4933e-01
27637.54 3.7468e-07 9.6637e-02 4.8303e-01 4.2033e-01
28986.97 4.4850e-07 1.2082e-01 4.6376e-01 4.1543e-01
#TIME: 236.36
#NVEL: 78
#vel_mid[km/s] si0 si1 si2 si3
440.10 3.5073e-04 9.4224e-01 5.5748e-02 1.6647e-03
886.22 5.4056e-04 9.4423e-01 5.3535e-02 1.6945e-03
906.14 3.4942e-04 9.4598e-01 5.2093e-02 1.5775e-03
944.43 2.9943e-04 9.3855e-01 5.9330e-02 1.8224e-03
999.11 3.4652e-04 9.4280e-01 5.5106e-02 1.7480e-03
1060.83 3.8041e-04 9.3607e-01 6.1670e-02 1.8790e-03
1125.62 4.2314e-04 9.3395e-01 6.3702e-02 1.9200e-03
1194.38 3.8845e-04 9.4132e-01 5.6573e-02 1.7182e-03
1267.34 4.1431e-04 9.4080e-01 5.7049e-02 1.7369e-03
1344.75 2.4158e-04 9.3939e-01 5.8538e-02 1.8254e-03
1426.89 2.9929e-04 9.4285e-01 5.5244e-02 1.6075e-03
1514.05 3.8325e-04 9.4126e-01 5.6691e-02 1.6637e-03
1606.54 3.3600e-04 9.4102e-01 5.7019e-02 1.6262e-03
1704.67 3.1906e-04 9.4444e-01 5.3708e-02 1.5374e-03
1808.80 2.8637e-04 9.4452e-01 5.3645e-02 1.5482e-03
1919.29 2.4347e-04 9.4429e-01 5.3938e-02 1.5249e-03
2036.53 2.4753e-04 9.4308e-01 5.5083e-02 1.5890e-03
2160.92 2.6237e-04 9.3772e-01 6.0146e-02 1.8674e-03
2292.92 2.4495e-04 9.3507e-01 6.2668e-02 2.0149e-03
2432.98 1.7169e-04 9.2486e-01 7.2373e-02 2.5958e-03
2581.60 1.4235e-04 9.1313e-01 8.3479e-02 3.2504e-03
2739.29 1.5442e-04 9.0513e-01 9.0912e-02 3.8046e-03
2906.62 1.2610e-04 8.9074e-01 1.0441e-01 4.7239e-03
3084.17 1.0228e-04 8.6706e-01 1.2648e-01 6.3577e-03
3272.56 9.2277e-05 8.3959e-01 1.5180e-01 8.5264e-03
3472.46 6.5107e-05 7.9194e-01 1.9551e-01 1.2486e-02
3684.57 4.3639e-05 7.3073e-01 2.5081e-01 1.8417e-02
3909.64 3.3716e-05 6.6476e-01 3.0928e-01 2.5921e-02
4148.46 3.2871e-05 6.8601e-01 2.8853e-01 2.5427e-02
4401.86 3.3415e-05 7.1810e-01 2.6027e-01 2.1590e-02
4670.75 2.6573e-05 7.1494e-01 2.6286e-01 2.2172e-02
4956.05 1.3132e-05 5.9280e-01 3.7069e-01 3.6492e-02
5258.79 4.8088e-06 3.8671e-01 5.4648e-01 6.6802e-02
5580.02 1.4365e-06 1.6701e-01 7.2690e-01 1.0609e-01
5920.87 5.8892e-07 9.0542e-02 7.7558e-01 1.3387e-01
6282.54 3.3478e-07 6.1134e-02 7.8450e-01 1.5437e-01
6666.30 2.6017e-07 5.3198e-02 7.8311e-01 1.6369e-01
7073.50 2.7016e-07 5.5984e-02 7.7923e-01 1.6479e-01
7505.58 2.6043e-07 5.6069e-02 7.7145e-01 1.7248e-01
7964.05 3.2698e-07 6.6693e-02 7.6640e-01 1.6690e-01
8450.53 6.1680e-07 1.0603e-01 7.4545e-01 1.4852e-01
8966.72 1.7430e-06 2.2882e-01 6.5595e-01 1.1523e-01
9514.44 4.1761e-06 3.9604e-01 5.2131e-01 8.2637e-02
10095.62 8.4223e-06 5.3012e-01 4.1181e-01 5.8062e-02
10712.30 1.4368e-05 6.2834e-01 3.2920e-01 4.2447e-02
11366.65 1.9632e-05 6.7845e-01 2.8700e-01 3.4532e-02
12061.10 2.5056e-05 6.9976e-01 2.6783e-01 3.2381e-02
12793.43 2.9074e-05 7.0567e-01 2.6247e-01 3.1834e-02
13528.61 2.6747e-05 6.9852e-01 2.6848e-01 3.2970e-02
14194.74 2.4035e-05 7.0781e-01 2.5828e-01 3.3877e-02
14757.77 2.2218e-05 6.8323e-01 2.8042e-01 3.6331e-02
15240.48 2.3753e-05 7.2069e-01 2.5110e-01 2.8187e-02
15646.99 3.2546e-05 7.4316e-01 2.3863e-01 1.8171e-02
15960.30 5.1853e-05 8.0369e-01 1.8716e-01 9.0979e-03
16187.41 6.3725e-05 8.1292e-01 1.7971e-01 7.3108e-03
16354.17 7.3840e-05 7.9847e-01 1.9441e-01 7.0448e-03
16484.18 5.9335e-05 8.1159e-01 1.8080e-01 7.5505e-03
16593.12 4.1191e-05 7.2443e-01 2.6344e-01 1.2084e-02
16691.99 4.3441e-05 7.1020e-01 2.7620e-01 1.3556e-02
16788.59 3.3347e-05 6.9208e-01 2.9132e-01 1.6559e-02
16888.37 3.1762e-05 7.1305e-01 2.7057e-01 1.6348e-02
16998.79 2.5902e-05 6.1574e-01 3.6202e-01 2.2220e-02
17146.37 2.4000e-05 6.1635e-01 3.5867e-01 2.4950e-02
17415.23 1.8331e-05 4.9464e-01 4.6792e-01 3.7417e-02
17888.12 1.2318e-05 4.3067e-01 5.2181e-01 4.7509e-02
18532.37 8.0871e-06 3.0264e-01 6.3302e-01 6.4338e-02
19260.76 4.8467e-06 2.2452e-01 6.7634e-01 9.9141e-02
20034.10 5.0714e-06 2.5722e-01 6.4811e-01 9.4671e-02
20838.00 3.3901e-06 2.2210e-01 6.6081e-01 1.1708e-01
21647.97 3.7308e-06 2.6619e-01 6.0544e-01 1.2836e-01
22447.94 1.6059e-06 1.3948e-01 6.8400e-01 1.7652e-01
23245.88 8.5056e-07 9.9776e-02 6.8176e-01 2.1846e-01
24052.47 1.1112e-06 1.5482e-01 5.9381e-01 2.5137e-01
24867.72 1.3227e-06 1.9434e-01 5.3585e-01 2.6981e-01
25698.86 1.0471e-06 1.7639e-01 4.8930e-01 3.3431e-01
26587.16 8.0398e-07 1.8895e-01 4.2449e-01 3.8657e-01
27637.54 4.4959e-07 1.0908e-01 4.6421e-01 4.2671e-01
28986.97 2.7608e-07 7.4311e-02 4.6025e-01 4.6544e-01
#TIME: 239.76
#NVEL: 78
#vel_mid[km/s] si0 si1 si2 si3
440.10 2.3872e-04 9.3794e-01 5.9971e-02 1.8545e-03
886.22 5.4241e-04 9.4476e-01 5.3019e-02 1.6772e-03
906.14 3.8172e-04 9.4048e-01 5.7455e-02 1.6838e-03
944.43 3.0988e-04 9.4132e-01 5.6631e-02 1.7390e-03
999.11 2.9804e-04 9.4498e-01 5.3272e-02 1.4474e-03
1060.83 2.5266e-04 9.2874e-01 6.8893e-02 2.1109e-03
1125.62 2.9865e-04 9.4079e-01 5.7223e-02 1.6854e-03
1194.38 3.3699e-04 9.4340e-01 5.4532e-02 1.7321e-03
1267.34 5.2192e-04 9.4244e-01 5.5319e-02 1.7197e-03
1344.75 4.7097e-04 9.3952e-01 5.8221e-02 1.7878e-03
1426.89 3.7943e-04 9.4477e-01 5.3389e-02 1.4651e-03
1514.05 3.6600e-04 9.4031e-01 5.7651e-02 1.6718e-03
1606.54 3.8701e-04 9.4512e-01 5.3032e-02 1.4629e-03
1704.67 3.5827e-04 9.4556e-01 5.2622e-02 1.4616e-03
1808.80 3.3428e-04 9.4544e-01 5.2704e-02 1.5168e-03
1919.29 3.2802e-04 9.4418e-01 5.3934e-02 1.5556e-03
2036.53 3.1516e-04 9.4190e-01 5.6139e-02 1.6474e-03
2160.92 2.4554e-04 9.4218e-01 5.5908e-02 1.6645e-03
2292.92 2.3469e-04 9.3176e-01 6.5859e-02 2.1450e-03
2432.98 1.8588e-04 9.2170e-01 7.5439e-02 2.6761e-03
2581.60 1.5984e-04 9.1763e-01 7.9247e-02 2.9585e-03
2739.29 1.2328e-04 9.0594e-01 9.0177e-02 3.7631e-03
2906.62 1.2491e-04 8.8944e-01 1.0567e-01 4.7667e-03
3084.17 9.7972e-05 8.7370e-01 1.2013e-01 6.0671e-03
3272.56 8.7852e-05 8.3891e-01 1.5238e-01 8.6188e-03
3472.46 6.7785e-05 7.9374e-01 1.9383e-01 1.2365e-02
3684.57 4.8560e-05 7.4617e-01 2.3638e-01 1.7401e-02
3909.64 3.3291e-05 6.7191e-01 3.0211e-01 2.5940e-02
4148.46 3.2662e-05 6.8931e-01 2.8573e-01 2.4931e-02
4401.86 3.6494e-05 7.2548e-01 2.5354e-01 2.0941e-02
4670.75 2.8046e-05 7.0535e-01 2.7155e-01 2.3070e-02
4956.05 1.3943e-05 6.1705e-01 3.4859e-01 3.4343e-02
5258.79 5.2081e-06 3.8765e-01 5.4599e-01 6.6355e-02
5580.02 1.4422e-06 1.6485e-01 7.2910e-01 1.0605e-01
5920.87 5.6595e-07 8.5391e-02 7.7963e-01 1.3497e-01
6282.54 3.3231e-07 6.0638e-02 7.8629e-01 1.5308e-01
6666.30 2.6488e-07 5.2730e-02 7.8375e-01 1.6352e-01
7073.50 2.8190e-07 5.7451e-02 7.7647e-01 1.6608e-01
7505.58 2.7366e-07 5.7168e-02 7.6777e-01 1.7506e-01
7964.05 3.4684e-07 6.9229e-02 7.6133e-01 1.6944e-01
8450.53 6.8852e-07 1.1448e-01 7.3926e-01 1.4626e-01
8966.72 1.7814e-06 2.2811e-01 6.5865e-01 1.1324e-01
9514.44 4.3376e-06 3.8975e-01 5.2785e-01 8.2390e-02
10095.62 8.5549e-06 5.2816e-01 4.1365e-01 5.8181e-02
10712.30 1.4404e-05 6.2705e-01 3.3043e-01 4.2508e-02
11366.65 1.9633e-05 6.7487e-01 2.9030e-01 3.4809e-02
12061.10 2.4690e-05 7.0213e-01 2.6606e-01 3.1786e-02
12793.43 2.9069e-05 7.1477e-01 2.5448e-01 3.0719e-02
13528.61 2.8815e-05 7.0831e-01 2.5998e-01 3.1684e-02
14194.74 2.6376e-05 6.9486e-01 2.7055e-01 3.4567e-02
14757.77 2.1693e-05 6.6792e-01 2.9632e-01 3.5739e-02
15240.48 2.3288e-05 7.1447e-01 2.5665e-01 2.8858e-02
15646.99 3.2770e-05 7.4259e-01 2.3931e-01 1.8064e-02
15960.30 5.7055e-05 8.1283e-01 1.7843e-01 8.6768e-03
16187.41 6.4116e-05 8.2587e-01 1.6708e-01 6.9910e-03
16354.17 6.8057e-05 8.0685e-01 1.8600e-01 7.0847e-03
16484.18 5.9110e-05 7.3141e-01 2.5864e-01 9.8972e-03
16593.12 4.7320e-05 7.0080e-01 2.8617e-01 1.2981e-02
16691.99 3.7926e-05 6.3453e-01 3.4810e-01 1.7327e-02
16788.59 3.4137e-05 6.9128e-01 2.9240e-01 1.6287e-02
16888.37 3.4497e-05 6.5286e-01 3.2902e-01 1.8085e-02
16998.79 2.5963e-05 5.9570e-01 3.7550e-01 2.8776e-02
17146.37 2.2750e-05 5.1797e-01 4.5499e-01 2.7014e-02
17415.23 2.0370e-05 5.4127e-01 4.2392e-01 3.4789e-02
17888.12 1.4622e-05 4.9884e-01 4.5670e-01 4.4446e-02
18532.37 9.1921e-06 3.3165e-01 5.9107e-01 7.7269e-02
19260.76 6.0476e-06 2.5206e-01 6.6746e-01 8.0479e-02
20034.10 4.5929e-06 2.4152e-01 6.6636e-01 9.2113e-02
20838.00 3.6237e-06 2.7895e-01 6.0365e-01 1.1740e-01
21647.97 2.1510e-06 1.4611e-01 7.0627e-01 1.4761e-01
22447.94 1.3237e-06 1.2117e-01 7.0461e-01 1.7421e-01
23245.88 1.5749e-06 1.6796e-01 6.4314e-01 1.8890e-01
24052.47 1.1411e-06 1.5532e-01 5.6994e-01 2.7474e-01
24867.72 1.3477e-06 1.8564e-01 4.4271e-01 3.7165e-01
25698.86 7.0244e-07 1.1671e-01 5.5509e-01 3.2819e-01
26587.16 4.6342e-07 9.4965e-02 4.8975e-01 4.1528e-01
27637.54 5.3131e-07 1.2974e-01 4.8786e-01 3.8240e-01
28986.97 4.6895e-07 1.4055e-01 4.2374e-01 4.3572e-01
#TIME: 243.21
#NVEL: 78
#vel_mid[km/s] si0 si1 si2 si3
440.10 3.5585e-04 9.3944e-01 5.8452e-02 1.7532e-03
886.22 3.9857e-04 9.4543e-01 5.2516e-02 1.6515e-03
906.14 4.5019e-04 9.4375e-01 5.4084e-02 1.7144e-03
944.43 4.9412e-04 9.4189e-01 5.5937e-02 1.6753e-03
999.11 3.1428e-04 9.4088e-01 5.7123e-02 1.6826e-03
1060.83 3.7712e-04 9.4421e-01 5.3812e-02 1.6053e-03
1125.62 5.1831e-04 9.3671e-01 6.0882e-02 1.8902e-03
1194.38 4.9904e-04 9.3867e-01 5.9022e-02 1.8123e-03
1267.34 3.0580e-04 9.4034e-01 5.7610e-02 1.7424e-03
1344.75 3.0677e-04 9.3744e-01 6.0461e-02 1.7948e-03
1426.89 3.4299e-04 9.3874e-01 5.9184e-02 1.7335e-03
1514.05 3.4073e-04 9.4385e-01 5.4313e-02 1.4987e-03
1606.54 3.9825e-04 9.4262e-01 5.5436e-02 1.5450e-03
1704.67 2.1700e-04 9.1234e-01 8.4753e-02 2.6885e-03
1808.80 1.9359e-04 9.1664e-01 8.0588e-02 2.5735e-03
1919.29 1.8475e-04 9.0493e-01 9.1904e-02 2.9819e-03
2036.53 2.0072e-04 9.0164e-01 9.5047e-02 3.1105e-03
2160.92 2.5466e-04 9.4065e-01 5.7358e-02 1.7387e-03
2292.92 2.3894e-04 9.3737e-01 6.0477e-02 1.9148e-03
2432.98 2.0187e-04 9.3033e-01 6.7159e-02 2.3053e-03
2581.60 1.5636e-04 9.1775e-01 7.9045e-02 3.0492e-03
2739.29 1.3465e-04 9.0781e-01 8.8413e-02 3.6462e-03
2906.62 1.1063e-04 8.9121e-01 1.0399e-01 4.6858e-03
3084.17 1.0866e-04 8.7156e-01 1.2223e-01 6.1078e-03
3272.56 8.4261e-05 8.3947e-01 1.5199e-01 8.4625e-03
3472.46 6.6784e-05 7.9252e-01 1.9512e-01 1.2299e-02
3684.57 4.9994e-05 7.4637e-01 2.3619e-01 1.7386e-02
3909.64 3.4609e-05 6.6985e-01 3.0479e-01 2.5325e-02
4148.46 3.3944e-05 7.0103e-01 2.7506e-01 2.3875e-02
4401.86 3.5712e-05 7.1782e-01 2.6074e-01 2.1410e-02
4670.75 2.6548e-05 7.0445e-01 2.7269e-01 2.2830e-02
4956.05 1.3980e-05 6.1634e-01 3.4926e-01 3.4381e-02
5258.79 5.2329e-06 3.9522e-01 5.3905e-01 6.5722e-02
5580.02 1.5034e-06 1.7057e-01 7.2442e-01 1.0501e-01
5920.87 5.6050e-07 8.2456e-02 7.8176e-01 1.3579e-01
6282.54 3.2609e-07 5.7697e-02 7.8741e-01 1.5489e-01
6666.30 2.8532e-07 5.4894e-02 7.8238e-01 1.6272e-01
7073.50 2.7359e-07 5.4356e-02 7.8258e-01 1.6307e-01
7505.58 2.8130e-07 5.6931e-02 7.6931e-01 1.7375e-01
7964.05 3.5105e-07 6.9403e-02 7.6147e-01 1.6913e-01
8450.53 6.9985e-07 1.1452e-01 7.3924e-01 1.4623e-01
8966.72 1.8905e-06 2.3643e-01 6.5023e-01 1.1333e-01
9514.44 4.4218e-06 3.9704e-01 5.2032e-01 8.2641e-02
10095.62 8.7246e-06 5.2528e-01 4.1570e-01 5.9010e-02
10712.30 1.4663e-05 6.3131e-01 3.2658e-01 4.2097e-02
11366.65 2.0996e-05 6.7873e-01 2.8700e-01 3.4249e-02
12061.10 2.5521e-05 7.0442e-01 2.6402e-01 3.1535e-02
12793.43 2.8445e-05 7.1104e-01 2.5832e-01 3.0605e-02
13528.61 2.9101e-05 7.1888e-01 2.5059e-01 3.0497e-02
14194.74 2.5699e-05 7.0502e-01 2.6163e-01 3.3321e-02
14757.77 2.2832e-05 6.8672e-01 2.7713e-01 3.6129e-02
15240.48 2.7281e-05 7.2706e-01 2.4656e-01 2.6350e-02
15646.99 3.4846e-05 7.5037e-01 2.3211e-01 1.7487e-02
15960.30 5.4579e-05 8.2730e-01 1.6426e-01 8.3841e-03
16187.41 6.5050e-05 8.3648e-01 1.5634e-01 7.1211e-03
16354.17 7.0193e-05 8.4814e-01 1.4593e-01 5.8609e-03
16484.18 6.0802e-05 7.5110e-01 2.3938e-01 9.4601e-03
16593.12 4.6699e-05 7.2902e-01 2.5936e-01 1.1576e-02
16691.99 3.8780e-05 7.1787e-01 2.6851e-01 1.3584e-02
16788.59 3.6364e-05 6.9583e-01 2.8928e-01 1.4854e-02
16888.37 3.4399e-05 6.8693e-01 2.9596e-01 1.7083e-02
16998.79 2.7657e-05 5.9438e-01 3.7872e-01 2.6870e-02
17146.37 2.2771e-05 5.3097e-01 4.4092e-01 2.8080e-02
17415.23 2.0709e-05 5.4392e-01 4.2495e-01 3.1110e-02
17888.12 1.3487e-05 4.4571e-01 5.1085e-01 4.3419e-02
18532.37 1.0378e-05 3.7238e-01 5.7322e-01 5.4392e-02
19260.76 5.8095e-06 2.5807e-01 6.6375e-01 7.8173e-02
20034.10 4.9546e-06 2.5718e-01 6.4616e-01 9.6660e-02
20838.00 4.4694e-06 2.9996e-01 5.8629e-01 1.1374e-01
21647.97 4.5326e-06 3.3067e-01 5.5547e-01 1.1386e-01
22447.94 3.1542e-06 2.9628e-01 5.5676e-01 1.4695e-01
23245.88 1.8977e-06 2.0710e-01 6.0416e-01 1.8874e-01
24052.47 1.1962e-06 1.5702e-01 6.0377e-01 2.3920e-01
24867.72 6.7886e-07 9.9386e-02 6.1045e-01 2.9017e-01
25698.86 6.5914e-07 1.1283e-01 5.6993e-01 3.1724e-01
26587.16 4.2280e-07 9.0145e-02 5.4290e-01 3.6695e-01
27637.54 3.6341e-07 9.2168e-02 5.0427e-01 4.0356e-01
28986.97 2.5695e-07 6.6314e-02 4.8359e-01 4.5009e-01
#TIME: 246.70
#NVEL: 78
#vel_mid[km/s] si0 si1 si2 si3
440.10 4.2187e-04 9.4597e-01 5.2099e-02 1.5121e-03
886.22 1.2099e-03 9.2097e-01 6.7268e-02 1.0554e-02
906.14 6.8617e-04 9.4855e-01 4.9308e-02 1.4538e-03
944.43 6.4063e-04 9.3616e-01 6.1322e-02 1.8795e-03
999.11 4.5665e-04 9.4624e-01 5.1777e-02 1.5248e-03
1060.83 8.8974e-04 9.3677e-01 6.0550e-02 1.7871e-03
1125.62 3.6414e-04 9.4663e-01 5.1460e-02 1.5463e-03
1194.38 3.2883e-04 9.4581e-01 5.2309e-02 1.5502e-03
1267.34 2.8224e-04 9.3564e-01 6.2203e-02 1.8707e-03
1344.75 2.9910e-04 9.3866e-01 5.9293e-02 1.7462e-03
1426.89 2.8339e-04 9.4579e-01 5.2469e-02 1.4561e-03
1514.05 2.0247e-04 9.1431e-01 8.2853e-02 2.6305e-03
1606.54 2.1350e-04 9.1192e-01 8.5206e-02 2.6636e-03
1704.67 1.5408e-03 9.3969e-01 5.7076e-02 1.6957e-03
1808.80 1.3701e-03 9.4020e-01 5.6794e-02 1.6395e-03
1919.29 9.3627e-04 9.4069e-01 5.6667e-02 1.7042e-03
2036.53 9.9428e-04 9.3612e-01 6.1014e-02 1.8668e-03
2160.92 1.8223e-04 9.0014e-01 9.6353e-02 3.3299e-03
2292.92 2.0505e-04 9.3451e-01 6.3243e-02 2.0445e-03
2432.98 1.8681e-04 9.2770e-01 6.9652e-02 2.4647e-03
2581.60 1.5519e-04 9.2100e-01 7.6031e-02 2.8103e-03
2739.29 1.3570e-04 9.1153e-01 8.4949e-02 3.3838e-03
2906.62 1.2794e-04 8.9424e-01 1.0111e-01 4.5192e-03
3084.17 1.0115e-04 8.7590e-01 1.1809e-01 5.9179e-03
3272.56 8.6390e-05 8.4094e-01 1.5060e-01 8.3715e-03
3472.46 6.7538e-05 7.9247e-01 1.9518e-01 1.2284e-02
3684.57 5.0134e-05 7.5310e-01 2.3015e-01 1.6709e-02
3909.64 3.7039e-05 6.7887e-01 2.9629e-01 2.4801e-02
4148.46 3.3735e-05 6.9344e-01 2.8187e-01 2.4660e-02
4401.86 3.7014e-05 7.3956e-01 2.4065e-01 1.9757e-02
4670.75 2.7750e-05 6.9985e-01 2.7694e-01 2.3185e-02
4956.05 1.4923e-05 6.1380e-01 3.5197e-01 3.4216e-02
5258.79 5.5906e-06 3.9996e-01 5.3553e-01 6.4504e-02
5580.02 1.5888e-06 1.7280e-01 7.2212e-01 1.0508e-01
5920.87 6.2521e-07 9.0355e-02 7.7615e-01 1.3349e-01
6282.54 3.3553e-07 5.8078e-02 7.8712e-01 1.5480e-01
6666.30 2.9506e-07 5.5823e-02 7.8380e-01 1.6038e-01
7073.50 2.8796e-07 5.5838e-02 7.7928e-01 1.6488e-01
7505.58 2.8347e-07 5.7086e-02 7.7245e-01 1.7047e-01
7964.05 3.6254e-07 7.0040e-02 7.6539e-01 1.6457e-01
8450.53 7.1356e-07 1.1589e-01 7.3693e-01 1.4718e-01
8966.72 1.9284e-06 2.3062e-01 6.5476e-01 1.1462e-01
9514.44 4.5598e-06 4.0198e-01 5.1700e-01 8.1015e-02
10095.62 8.8624e-06 5.2965e-01 4.1208e-01 5.8264e-02
10712.30 1.5335e-05 6.2392e-01 3.3370e-01 4.2362e-02
11366.65 2.2806e-05 6.8406e-01 2.8207e-01 3.3841e-02
12061.10 2.7421e-05 7.1051e-01 2.5880e-01 3.0665e-02
12793.43 2.9508e-05 7.2224e-01 2.4801e-01 2.9721e-02
13528.61 3.0774e-05 7.1558e-01 2.5367e-01 3.0717e-02
14194.74 2.4913e-05 7.1651e-01 2.5166e-01 3.1811e-02
14757.77 2.3103e-05 6.7337e-01 2.8963e-01 3.6986e-02
15240.48 2.9094e-05 7.1964e-01 2.5392e-01 2.6406e-02
15646.99 3.9449e-05 7.7663e-01 2.0714e-01 1.6200e-02
15960.30 5.8934e-05 8.1093e-01 1.8083e-01 8.1818e-03
16187.41 6.9581e-05 8.2591e-01 1.6752e-01 6.4988e-03
16354.17 6.9320e-05 8.0661e-01 1.8610e-01 7.2197e-03
16484.18 6.7957e-05 8.0851e-01 1.8385e-01 7.5756e-03
16593.12 5.0968e-05 6.8807e-01 2.9821e-01 1.3673e-02
16691.99 4.7860e-05 7.3944e-01 2.4729e-01 1.3227e-02
16788.59 3.5079e-05 6.5780e-01 3.2466e-01 1.7502e-02
16888.37 3.3099e-05 6.7368e-01 3.0875e-01 1.7539e-02
16998.79 2.9477e-05 6.1116e-01 3.6683e-01 2.1980e-02
17146.37 2.4007e-05 5.3221e-01 4.4059e-01 2.7172e-02
17415.23 2.0307e-05 5.4608e-01 4.2387e-01 3.0039e-02
17888.12 1.2149e-05 4.1035e-01 5.4305e-01 4.6588e-02
18532.37 9.0882e-06 3.3969e-01 5.9207e-01 6.8225e-02
19260.76 5.5302e-06 2.5332e-01 6.6037e-01 8.6299e-02
20034.10 4.1762e-06 2.2659e-01 6.7747e-01 9.5935e-02
