#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
14757.77 2.10e-09 1.00e+00 9.84e-09 4.33e-25 1.08e-25 
15240.48 2.70e-09 1.00e+00 1.99e-10 1.82e-25 3.79e-26 
15646.99 4.32e-09 1.00e+00 6.45e-12 7.42e-26 1.36e-26 
15960.30 8.47e-09 1.00e+00 2.46e-13 2.46e-26 3.93e-27 
16187.41 1.28e-08 1.00e+00 1.09e-14 9.45e-27 1.11e-27 
16354.17 1.72e-08 1.00e+00 7.71e-16 8.86e-27 1.41e-27 
16484.18 1.87e-08 1.00e+00 1.20e-16 8.71e-27 1.57e-27 
16593.12 1.90e-08 1.00e+00 3.36e-17 1.72e-26 3.79e-27 
16691.99 2.03e-08 1.00e+00 6.55e-18 7.18e-27 4.19e-28 
16788.59 2.13e-08 1.00e+00 1.51e-18 8.71e-27 8.82e-28 
16888.37 2.17e-08 1.00e+00 5.98e-19 1.12e-26 1.04e-27 
16998.79 2.35e-08 1.00e+00 1.04e-19 1.17e-26 9.90e-28 
17146.37 2.43e-08 1.00e+00 2.02e-20 1.33e-26 2.12e-27 
17415.23 3.09e-08 1.00e+00 6.61e-22 5.38e-27 5.25e-28 
17888.12 4.06e-08 1.00e+00 5.62e-24 1.25e-27 8.04e-29 
18532.37 6.07e-08 1.00e+00 2.77e-26 4.06e-28 2.41e-29 
19260.76 6.73e-08 1.00e+00 1.09e-26 2.03e-28 6.90e-30 
20034.10 6.55e-08 1.00e+00 9.42e-27 1.59e-28 5.18e-30 
20838.00 8.17e-08 1.00e+00 6.90e-27 8.45e-29 2.13e-30 
21647.97 8.21e-08 1.00e+00 7.07e-27 9.57e-29 1.46e-30 
22447.94 1.22e-07 1.00e+00 6.29e-27 6.55e-29 7.09e-31 
23245.88 1.03e-07 1.00e+00 8.14e-27 1.05e-28 1.61e-30 
24052.47 1.15e-07 1.00e+00 7.98e-27 9.97e-29 1.68e-30 
24867.72 1.49e-07 1.00e+00 7.02e-27 7.86e-29 7.80e-31 
25698.86 1.56e-07 1.00e+00 7.39e-27 7.60e-29 4.09e-31 
26587.16 1.63e-07 1.00e+00 7.78e-27 7.83e-29 4.73e-31 
27637.54 1.45e-07 1.00e+00 1.05e-26 8.85e-29 3.89e-31 
28986.97 1.26e-07 1.00e+00 1.71e-26 1.29e-28 5.62e-32 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.93e-12 2.14e-04 7.93e-01 2.07e-01 1.78e-05 
999.11 1.48e-13 1.76e-05 3.90e-01 6.10e-01 2.13e-04 
1267.34 6.33e-15 8.89e-07 8.22e-02 9.15e-01 3.07e-03 
1514.05 5.74e-16 8.76e-08 2.14e-02 9.61e-01 1.76e-02 
1808.80 8.17e-17 1.39e-08 7.16e-03 9.36e-01 5.72e-02 
1919.29 1.60e-17 2.91e-09 2.60e-03 8.43e-01 1.55e-01 
2160.92 3.41e-18 6.42e-10 9.82e-04 7.06e-01 2.93e-01 
2292.92 5.56e-19 1.03e-10 2.45e-04 4.20e-01 5.79e-01 
2432.98 2.65e-19 5.17e-11 1.55e-04 3.55e-01 6.44e-01 
2581.60 1.57e-19 3.05e-11 1.08e-04 3.01e-01 6.99e-01 
2739.29 9.61e-20 1.91e-11 7.81e-05 2.63e-01 7.37e-01 
2906.62 7.04e-20 1.43e-11 6.45e-05 2.41e-01 7.59e-01 
3084.17 6.24e-20 1.30e-11 6.10e-05 2.37e-01 7.63e-01 
3272.56 4.97e-20 1.10e-11 5.53e-05 2.30e-01 7.70e-01 
3472.46 5.45e-20 1.26e-11 6.31e-05 2.50e-01 7.50e-01 
3684.57 6.31e-20 1.53e-11 7.42e-05 2.77e-01 7.23e-01 
3909.64 6.61e-20 1.72e-11 8.28e-05 2.97e-01 7.02e-01 
4148.46 9.31e-20 2.52e-11 1.11e-04 3.46e-01 6.54e-01 
4401.86 1.71e-19 4.53e-11 1.68e-04 4.17e-01 5.83e-01 
4670.75 3.05e-19 8.06e-11 2.57e-04 4.96e-01 5.03e-01 
4956.05 3.45e-19 1.02e-10 3.14e-04 5.48e-01 4.52e-01 
5258.79 3.54e-19 1.16e-10 3.55e-04 5.78e-01 4.22e-01 
5580.02 5.11e-19 1.76e-10 4.86e-04 6.46e-01 3.53e-01 
5920.87 7.22e-19 2.66e-10 6.57e-04 7.18e-01 2.82e-01 
6282.54 1.08e-18 4.19e-10 9.02e-04 7.78e-01 2.21e-01 
6666.30 1.82e-18 7.46e-10 1.32e-03 8.48e-01 1.51e-01 
7073.50 3.70e-18 1.52e-09 2.07e-03 9.02e-01 9.61e-02 
7505.58 8.61e-18 3.54e-09 3.52e-03 9.47e-01 4.94e-02 
7964.05 2.71e-17 1.16e-08 7.39e-03 9.74e-01 1.86e-02 
8450.53 1.39e-16 6.01e-08 2.01e-02 9.75e-01 4.71e-03 
8966.72 8.11e-16 3.51e-07 5.75e-02 9.41e-01 1.03e-03 
9514.44 8.66e-15 3.59e-06 2.14e-01 7.86e-01 1.25e-04 
10095.62 1.44e-13 5.76e-05 7.33e-01 2.67e-01 1.35e-06 
10712.30 1.46e-12 5.89e-04 9.81e-01 1.80e-02 8.32e-10 
11366.65 2.41e-11 9.64e-03 9.90e-01 2.29e-04 2.42e-14 
12061.10 6.15e-10 2.79e-01 7.21e-01 3.09e-07 8.58e-20 
12793.43 1.97e-09 9.61e-01 3.91e-02 2.37e-11 2.58e-24 
13528.61 2.01e-09 1.00e+00 1.48e-04 2.80e-17 3.13e-25 
14194.74 1.87e-09 1.00e+00 7.01e-07 3.25e-23 1.18e-25 
14757.77 1.95e-09 1.00e+00 8.47e-09 5.41e-25 1.23e-25 
15240.48 2.58e-09 1.00e+00 1.64e-10 2.22e-25 4.57e-26 
15646.99 4.30e-09 1.00e+00 4.04e-12 5.88e-26 9.45e-27 
15960.30 8.18e-09 1.00e+00 1.74e-13 2.05e-26 2.75e-27 
16187.41 1.40e-08 1.00e+00 5.13e-15 7.09e-27 1.25e-27 
16354.17 1.67e-08 1.00e+00 5.53e-16 8.05e-27 1.07e-27 
16484.18 1.87e-08 1.00e+00 1.03e-16 9.91e-27 1.25e-27 
16593.12 1.76e-08 1.00e+00 2.98e-17 1.26e-26 9.36e-28 
16691.99 1.87e-08 1.00e+00 5.77e-18 1.28e-26 2.40e-27 
16788.59 1.91e-08 1.00e+00 1.74e-18 1.69e-26 2.56e-27 
16888.37 2.09e-08 1.00e+00 4.23e-19 1.07e-26 1.21e-27 
16998.79 2.29e-08 1.00e+00 7.54e-20 9.95e-27 9.74e-28 
17146.37 2.46e-08 1.00e+00 1.55e-20 9.59e-27 6.84e-28 
17415.23 3.08e-08 1.00e+00 5.09e-22 6.07e-27 6.68e-28 
17888.12 3.90e-08 1.00e+00 4.14e-24 1.41e-27 1.36e-28 
18532.37 5.89e-08 1.00e+00 2.82e-26 4.68e-28 2.53e-29 
19260.76 6.72e-08 1.00e+00 1.25e-26 2.52e-28 1.02e-29 
20034.10 6.46e-08 1.00e+00 1.05e-26 1.80e-28 5.66e-30 
20838.00 7.28e-08 1.00e+00 8.80e-27 1.52e-28 5.60e-30 
21647.97 1.02e-07 1.00e+00 6.00e-27 6.14e-29 9.06e-31 
22447.94 9.01e-08 1.00e+00 8.07e-27 1.13e-28 2.21e-30 
23245.88 1.20e-07 1.00e+00 7.95e-27 8.11e-29 7.76e-31 
24052.47 1.26e-07 1.00e+00 8.01e-27 7.45e-29 7.80e-31 
24867.72 1.44e-07 1.00e+00 8.01e-27 8.38e-29 9.09e-31 
25698.86 1.35e-07 1.00e+00 8.54e-27 8.46e-29 8.85e-31 
26587.16 1.45e-07 1.00e+00 9.78e-27 1.03e-28 6.53e-31 
27637.54 1.53e-07 1.00e+00 1.07e-26 8.80e-29 3.61e-31 
28986.97 1.03e-07 1.00e+00 2.08e-26 1.79e-28 1.27e-30 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 9.22e-13 1.36e-04 7.25e-01 2.74e-01 1.82e-05 
999.11 9.70e-14 1.26e-05 3.32e-01 6.68e-01 3.02e-04 
1267.34 4.88e-15 7.26e-07 7.34e-02 9.23e-01 4.03e-03 
1514.05 5.22e-16 8.23e-08 2.06e-02 9.59e-01 2.07e-02 
1808.80 8.41e-17 1.45e-08 7.38e-03 9.32e-01 6.04e-02 
1919.29 1.69e-17 2.96e-09 2.59e-03 8.16e-01 1.82e-01 
2160.92 4.58e-18 7.93e-10 1.11e-03 6.94e-01 3.05e-01 
2292.92 6.64e-19 1.20e-10 2.73e-04 4.33e-01 5.66e-01 
2432.98 3.27e-19 6.10e-11 1.73e-04 3.59e-01 6.41e-01 
2581.60 1.90e-19 3.76e-11 1.26e-04 3.20e-01 6.80e-01 
2739.29 1.24e-19 2.50e-11 9.54e-05 2.85e-01 7.15e-01 
2906.62 9.06e-20 1.92e-11 8.06e-05 2.68e-01 7.32e-01 
3084.17 7.83e-20 1.72e-11 7.65e-05 2.66e-01 7.34e-01 
3272.56 6.52e-20 1.50e-11 7.10e-05 2.60e-01 7.40e-01 
3472.46 6.64e-20 1.64e-11 7.75e-05 2.77e-01 7.23e-01 
3684.57 8.01e-20 2.04e-11 9.32e-05 3.09e-01 6.91e-01 
3909.64 8.64e-20 2.37e-11 1.06e-04 3.36e-01 6.63e-01 
4148.46 1.18e-19 3.39e-11 1.39e-04 3.87e-01 6.13e-01 
4401.86 2.17e-19 6.00e-11 2.09e-04 4.57e-01 5.43e-01 
4670.75 3.77e-19 1.05e-10 3.15e-04 5.42e-01 4.57e-01 
4956.05 4.23e-19 1.32e-10 3.80e-04 5.87e-01 4.13e-01 
5258.79 4.47e-19 1.53e-10 4.36e-04 6.21e-01 3.78e-01 
5580.02 6.34e-19 2.30e-10 5.92e-04 6.92e-01 3.07e-01 
5920.87 8.89e-19 3.44e-10 7.89e-04 7.52e-01 2.48e-01 
6282.54 1.38e-18 5.55e-10 1.10e-03 8.13e-01 1.86e-01 
6666.30 2.34e-18 9.63e-10 1.56e-03 8.67e-01 1.32e-01 
7073.50 4.80e-18 2.01e-09 2.49e-03 9.18e-01 7.93e-02 
7505.58 1.07e-17 4.67e-09 4.22e-03 9.58e-01 3.75e-02 
7964.05 3.69e-17 1.65e-08 9.26e-03 9.77e-01 1.32e-02 
8450.53 1.75e-16 8.15e-08 2.45e-02 9.72e-01 3.45e-03 
8966.72 1.11e-15 5.01e-07 7.13e-02 9.28e-01 7.19e-04 
9514.44 1.22e-14 5.28e-06 2.66e-01 7.34e-01 6.63e-05 
10095.62 1.77e-13 7.41e-05 7.83e-01 2.17e-01 5.43e-07 
10712.30 1.77e-12 7.47e-04 9.86e-01 1.31e-02 3.68e-10 
11366.65 3.09e-11 1.27e-02 9.87e-01 1.93e-04 1.54e-14 
12061.10 7.44e-10 3.51e-01 6.49e-01 1.56e-07 1.42e-21 
12793.43 1.91e-09 9.69e-01 3.13e-02 1.18e-11 3.12e-24 
13528.61 1.91e-09 1.00e+00 1.10e-04 1.21e-17 3.74e-25 
14194.74 1.80e-09 1.00e+00 5.03e-07 1.63e-23 1.21e-25 
14757.77 1.93e-09 1.00e+00 5.85e-09 4.68e-25 8.94e-26 
15240.48 2.51e-09 1.00e+00 1.27e-10 2.31e-25 4.31e-26 
15646.99 4.13e-09 1.00e+00 3.35e-12 8.55e-26 1.85e-26 
15960.30 8.19e-09 1.00e+00 1.12e-13 1.99e-26 3.48e-27 
16187.41 1.26e-08 1.00e+00 6.07e-15 2.00e-26 5.20e-27 
16354.17 1.63e-08 1.00e+00 5.06e-16 1.17e-26 1.98e-27 
16484.18 1.64e-08 1.00e+00 1.05e-16 1.30e-26 1.67e-27 
16593.12 1.85e-08 1.00e+00 1.71e-17 8.35e-27 9.02e-28 
16691.99 1.82e-08 1.00e+00 4.96e-18 1.40e-26 1.50e-27 
16788.59 1.73e-08 1.00e+00 1.89e-18 1.85e-26 1.50e-27 
16888.37 1.88e-08 1.00e+00 5.09e-19 2.00e-26 2.43e-27 
16998.79 2.12e-08 1.00e+00 8.17e-20 1.69e-26 2.07e-27 
17146.37 2.48e-08 1.00e+00 1.20e-20 1.05e-26 1.19e-27 
17415.23 2.95e-08 1.00e+00 3.77e-22 6.49e-27 6.74e-28 
17888.12 3.60e-08 1.00e+00 4.99e-24 2.63e-27 2.57e-28 
18532.37 5.30e-08 1.00e+00 3.33e-26 5.94e-28 3.39e-29 
19260.76 6.83e-08 1.00e+00 1.20e-26 1.97e-28 7.13e-30 
20034.10 6.71e-08 1.00e+00 1.03e-26 1.54e-28 4.05e-30 
20838.00 6.62e-08 1.00e+00 9.99e-27 1.54e-28 4.07e-30 
21647.97 7.52e-08 1.00e+00 8.66e-27 1.51e-28 5.24e-30 
22447.94 8.40e-08 1.00e+00 9.36e-27 1.22e-28 2.14e-30 
23245.88 9.94e-08 1.00e+00 1.00e-26 1.36e-28 1.67e-30 
24052.47 1.15e-07 1.00e+00 9.49e-27 1.18e-28 1.35e-30 
24867.72 1.32e-07 1.00e+00 9.03e-27 9.62e-29 1.63e-30 
25698.86 1.79e-07 1.00e+00 7.57e-27 6.08e-29 8.30e-31 
26587.16 1.32e-07 1.00e+00 1.09e-26 9.83e-29 1.11e-30 
27637.54 1.24e-07 1.00e+00 1.36e-26 1.30e-28 1.16e-30 
28986.97 9.23e-08 1.00e+00 2.36e-26 1.84e-28 2.65e-31 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 9.06e-13 8.44e-05 4.78e-01 5.21e-01 5.45e-04 
999.11 7.57e-14 1.07e-05 3.16e-01 6.84e-01 3.57e-04 
1267.34 3.88e-15 6.26e-07 6.84e-02 9.27e-01 4.30e-03 
1514.05 5.20e-16 8.59e-08 2.14e-02 9.61e-01 1.77e-02 
1808.80 8.29e-17 1.52e-08 7.67e-03 9.38e-01 5.43e-02 
1919.29 1.63e-17 3.20e-09 2.78e-03 8.48e-01 1.49e-01 
2160.92 4.41e-18 9.12e-10 1.26e-03 7.46e-01 2.53e-01 
2292.92 7.67e-19 1.45e-10 3.15e-04 4.66e-01 5.33e-01 
2432.98 3.53e-19 7.38e-11 2.02e-04 4.01e-01 5.99e-01 
2581.60 2.14e-19 4.57e-11 1.47e-04 3.50e-01 6.50e-01 
2739.29 1.47e-19 3.20e-11 1.16e-04 3.17e-01 6.83e-01 
2906.62 1.12e-19 2.51e-11 9.93e-05 2.97e-01 7.03e-01 
3084.17 9.43e-20 2.20e-11 9.27e-05 2.93e-01 7.07e-01 
3272.56 8.47e-20 2.04e-11 9.02e-05 2.95e-01 7.05e-01 
3472.46 8.86e-20 2.26e-11 9.93e-05 3.13e-01 6.87e-01 
3684.57 9.84e-20 2.66e-11 1.15e-04 3.43e-01 6.57e-01 
3909.64 1.13e-19 3.25e-11 1.36e-04 3.78e-01 6.21e-01 
4148.46 1.48e-19 4.44e-11 1.72e-04 4.25e-01 5.75e-01 
4401.86 2.93e-19 8.30e-11 2.67e-04 5.09e-01 4.91e-01 
4670.75 4.48e-19 1.33e-10 3.77e-04 5.83e-01 4.17e-01 
4956.05 5.36e-19 1.73e-10 4.65e-04 6.29e-01 3.70e-01 
5258.79 5.80e-19 2.04e-10 5.39e-04 6.68e-01 3.31e-01 
5580.02 7.66e-19 2.95e-10 7.09e-04 7.31e-01 2.68e-01 
5920.87 1.12e-18 4.52e-10 9.55e-04 7.87e-01 2.12e-01 
6282.54 1.58e-18 6.93e-10 1.28e-03 8.44e-01 1.55e-01 
6666.30 2.78e-18 1.21e-09 1.83e-03 8.90e-01 1.08e-01 
7073.50 6.12e-18 2.65e-09 2.98e-03 9.35e-01 6.21e-02 
7505.58 1.38e-17 6.32e-09 5.16e-03 9.65e-01 2.98e-02 
7964.05 4.73e-17 2.27e-08 1.14e-02 9.79e-01 9.53e-03 
8450.53 2.35e-16 1.13e-07 2.99e-02 9.67e-01 2.76e-03 
8966.72 1.53e-15 7.12e-07 8.80e-02 9.11e-01 5.26e-04 
9514.44 1.69e-14 7.58e-06 3.21e-01 6.79e-01 3.93e-05 
10095.62 2.22e-13 9.69e-05 8.34e-01 1.66e-01 2.63e-07 
10712.30 2.16e-12 9.53e-04 9.90e-01 8.72e-03 1.41e-10 
11366.65 3.90e-11 1.68e-02 9.83e-01 9.10e-05 2.91e-15 
12061.10 8.21e-10 4.16e-01 5.84e-01 8.62e-08 4.03e-22 
12793.43 1.86e-09 9.80e-01 1.99e-02 4.44e-12 2.49e-24 
13528.61 1.87e-09 1.00e+00 6.90e-05 4.97e-18 3.77e-25 
14194.74 1.77e-09 1.00e+00 3.49e-07 6.13e-24 9.82e-26 
14757.77 1.89e-09 1.00e+00 4.07e-09 5.08e-25 1.21e-25 
15240.48 2.38e-09 1.00e+00 1.09e-10 2.82e-25 5.34e-26 
15646.99 4.08e-09 1.00e+00 2.65e-12 8.93e-26 1.51e-26 
15960.30 8.00e-09 1.00e+00 8.67e-14 2.63e-26 5.26e-27 
16187.41 1.16e-08 1.00e+00 5.90e-15 1.84e-26 1.86e-27 
16354.17 1.60e-08 1.00e+00 4.05e-16 1.12e-26 1.30e-27 
16484.18 1.75e-08 1.00e+00 5.80e-17 7.60e-27 7.21e-28 
16593.12 1.62e-08 1.00e+00 1.76e-17 1.71e-26 3.02e-27 
16691.99 1.79e-08 1.00e+00 2.86e-18 1.01e-26 1.19e-27 
16788.59 1.95e-08 1.00e+00 7.81e-19 7.29e-27 6.17e-28 
16888.37 1.95e-08 1.00e+00 2.54e-19 8.47e-27 6.08e-28 
16998.79 2.09e-08 1.00e+00 5.56e-20 1.12e-26 9.03e-28 
17146.37 2.26e-08 1.00e+00 1.20e-20 1.55e-26 1.79e-27 
17415.23 2.60e-08 1.00e+00 5.44e-22 1.45e-26 1.60e-27 
17888.12 3.50e-08 1.00e+00 4.41e-24 2.15e-27 1.17e-28 
18532.37 4.93e-08 1.00e+00 4.18e-26 7.15e-28 3.70e-29 
19260.76 5.40e-08 1.00e+00 1.59e-26 3.59e-28 2.20e-29 
20034.10 5.53e-08 1.00e+00 1.26e-26 2.26e-28 8.40e-30 
20838.00 5.85e-08 1.00e+00 1.11e-26 1.62e-28 4.43e-30 
21647.97 6.42e-08 1.00e+00 9.86e-27 1.35e-28 2.28e-30 
22447.94 7.64e-08 1.00e+00 1.04e-26 1.27e-28 1.71e-30 
23245.88 9.33e-08 1.00e+00 1.06e-26 1.17e-28 9.22e-31 
24052.47 8.97e-08 1.00e+00 1.17e-26 1.46e-28 1.23e-30 
24867.72 1.17e-07 1.00e+00 1.03e-26 1.17e-28 8.95e-31 
25698.86 1.20e-07 1.00e+00 1.10e-26 1.49e-28 3.63e-30 
26587.16 1.21e-07 1.00e+00 1.28e-26 1.34e-28 1.11e-30 
27637.54 1.12e-07 1.00e+00 1.58e-26 1.42e-28 1.12e-30 
28986.97 9.62e-08 1.00e+00 2.55e-26 1.96e-28 1.01e-31 
#TIME: 4.77 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 9.32e-13 9.79e-05 6.82e-01 3.18e-01 2.29e-05 
999.11 5.20e-14 7.89e-06 2.71e-01 7.28e-01 5.42e-04 
1267.34 3.47e-15 5.78e-07 6.55e-02 9.30e-01 4.56e-03 
1514.05 4.84e-16 8.21e-08 2.09e-02 9.60e-01 1.87e-02 
1808.80 8.64e-17 1.61e-08 7.97e-03 9.39e-01 5.35e-02 
1919.29 1.92e-17 3.55e-09 2.93e-03 8.37e-01 1.60e-01 
2160.92 5.68e-18 1.08e-09 1.39e-03 7.33e-01 2.66e-01 
2292.92 9.63e-19 1.80e-10 3.67e-04 4.94e-01 5.05e-01 
2432.98 4.75e-19 9.25e-11 2.35e-04 4.12e-01 5.88e-01 
2581.60 2.87e-19 5.94e-11 1.77e-04 3.74e-01 6.26e-01 
2739.29 1.99e-19 4.29e-11 1.44e-04 3.46e-01 6.53e-01 
2906.62 1.43e-19 3.28e-11 1.22e-04 3.27e-01 6.73e-01 
3084.17 1.21e-19 2.90e-11 1.15e-04 3.24e-01 6.76e-01 
3272.56 1.05e-19 2.67e-11 1.11e-04 3.29e-01 6.71e-01 
3472.46 1.18e-19 3.11e-11 1.27e-04 3.54e-01 6.46e-01 
3684.57 1.31e-19 3.60e-11 1.45e-04 3.81e-01 6.19e-01 
3909.64 1.51e-19 4.44e-11 1.73e-04 4.22e-01 5.78e-01 
4148.46 1.93e-19 5.98e-11 2.16e-04 4.71e-01 5.29e-01 
4401.86 3.58e-19 1.08e-10 3.28e-04 5.58e-01 4.42e-01 
4670.75 5.72e-19 1.75e-10 4.61e-04 6.24e-01 3.75e-01 
4956.05 6.99e-19 2.32e-10 5.75e-04 6.77e-01 3.22e-01 
5258.79 7.16e-19 2.66e-10 6.53e-04 7.13e-01 2.86e-01 
5580.02 9.54e-19 3.81e-10 8.49e-04 7.64e-01 2.35e-01 
5920.87 1.47e-18 6.05e-10 1.17e-03 8.22e-01 1.76e-01 
6282.54 2.09e-18 9.06e-10 1.52e-03 8.62e-01 1.36e-01 
6666.30 3.52e-18 1.58e-09 2.17e-03 9.07e-01 9.12e-02 
7073.50 7.84e-18 3.49e-09 3.55e-03 9.47e-01 4.90e-02 
7505.58 1.87e-17 8.77e-09 6.36e-03 9.71e-01 2.26e-02 
7964.05 6.31e-17 3.14e-08 1.40e-02 9.78e-01 7.69e-03 
8450.53 3.32e-16 1.63e-07 3.74e-02 9.61e-01 1.97e-03 
8966.72 2.10e-15 1.01e-06 1.09e-01 8.91e-01 3.73e-04 
9514.44 2.39e-14 1.10e-05 3.88e-01 6.12e-01 2.77e-05 
10095.62 2.67e-13 1.23e-04 8.72e-01 1.28e-01 4.21e-07 
10712.30 2.64e-12 1.21e-03 9.93e-01 6.27e-03 6.05e-11 
11366.65 5.08e-11 2.29e-02 9.77e-01 5.04e-05 1.17e-15 
12061.10 9.42e-10 4.97e-01 5.03e-01 4.45e-08 1.20e-22 
12793.43 1.79e-09 9.85e-01 1.48e-02 2.15e-12 3.38e-24 
13528.61 1.78e-09 1.00e+00 4.97e-05 1.56e-18 3.11e-25 
14194.74 1.70e-09 1.00e+00 2.45e-07 3.09e-24 1.37e-25 
14757.77 1.81e-09 1.00e+00 3.05e-09 5.96e-25 1.41e-25 
15240.48 2.40e-09 1.00e+00 7.30e-11 2.36e-25 4.00e-26 
15646.99 4.03e-09 1.00e+00 2.29e-12 1.08e-25 1.88e-26 
15960.30 8.16e-09 1.00e+00 6.10e-14 2.63e-26 4.20e-27 
16187.41 1.17e-08 1.00e+00 4.38e-15 1.55e-26 1.94e-27 
16354.17 1.61e-08 1.00e+00 2.36e-16 8.63e-27 1.17e-27 
16484.18 1.83e-08 1.00e+00 3.02e-17 7.54e-27 1.44e-27 
16593.12 1.69e-08 1.00e+00 1.48e-17 1.52e-26 1.55e-27 
16691.99 1.59e-08 1.00e+00 3.99e-18 2.89e-26 5.18e-27 
16788.59 1.94e-08 1.00e+00 8.04e-19 2.05e-26 4.93e-27 
16888.37 1.95e-08 1.00e+00 1.65e-19 1.28e-26 2.52e-27 
16998.79 1.93e-08 1.00e+00 5.63e-20 1.91e-26 2.75e-27 
17146.37 2.16e-08 1.00e+00 1.25e-20 1.85e-26 1.75e-27 
17415.23 2.54e-08 1.00e+00 4.83e-22 1.01e-26 5.71e-28 
17888.12 3.34e-08 1.00e+00 3.95e-24 2.44e-27 1.94e-28 
18532.37 4.73e-08 1.00e+00 4.25e-26 6.49e-28 2.80e-29 
19260.76 5.40e-08 1.00e+00 1.73e-26 3.17e-28 1.18e-29 
20034.10 5.44e-08 1.00e+00 1.40e-26 2.28e-28 6.89e-30 
20838.00 5.51e-08 1.00e+00 1.25e-26 1.91e-28 4.82e-30 
21647.97 5.83e-08 1.00e+00 1.15e-26 1.67e-28 3.49e-30 
22447.94 7.74e-08 1.00e+00 1.07e-26 1.21e-28 2.14e-30 
23245.88 9.43e-08 1.00e+00 1.09e-26 1.15e-28 1.42e-30 
24052.47 8.57e-08 1.00e+00 1.25e-26 1.34e-28 1.33e-30 
24867.72 1.04e-07 1.00e+00 1.12e-26 1.12e-28 9.37e-31 
25698.86 1.01e-07 1.00e+00 1.27e-26 1.28e-28 5.28e-31 
26587.16 1.09e-07 1.00e+00 1.33e-26 1.16e-28 5.76e-31 
27637.54 9.77e-08 1.00e+00 1.79e-26 1.60e-28 3.71e-31 
28986.97 8.78e-08 1.00e+00 2.84e-26 2.31e-28 5.93e-31 
#TIME: 4.87 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 7.35e-13 7.82e-05 6.45e-01 3.55e-01 3.41e-05 
999.11 4.07e-14 6.67e-06 2.54e-01 7.45e-01 5.45e-04 
1267.34 3.24e-15 5.59e-07 6.46e-02 9.31e-01 4.42e-03 
1514.05 4.48e-16 8.03e-08 2.08e-02 9.61e-01 1.77e-02 
1808.80 8.86e-17 1.72e-08 8.35e-03 9.43e-01 4.85e-02 
1919.29 2.02e-17 4.00e-09 3.21e-03 8.68e-01 1.29e-01 
2160.92 5.72e-18 1.26e-09 1.57e-03 7.85e-01 2.14e-01 
2292.92 1.16e-18 2.22e-10 4.29e-04 5.32e-01 4.67e-01 
2432.98 5.67e-19 1.19e-10 2.88e-04 4.67e-01 5.33e-01 
2581.60 3.45e-19 7.64e-11 2.16e-04 4.20e-01 5.80e-01 
2739.29 2.60e-19 5.80e-11 1.81e-04 3.89e-01 6.10e-01 
2906.62 1.85e-19 4.34e-11 1.50e-04 3.61e-01 6.38e-01 
3084.17 1.53e-19 3.81e-11 1.41e-04 3.58e-01 6.42e-01 
3272.56 1.32e-19 3.48e-11 1.36e-04 3.59e-01 6.41e-01 
3472.46 1.49e-19 4.11e-11 1.58e-04 3.92e-01 6.08e-01 
3684.57 1.64e-19 4.81e-11 1.81e-04 4.28e-01 5.72e-01 
3909.64 1.92e-19 5.97e-11 2.17e-04 4.71e-01 5.28e-01 
4148.46 2.49e-19 8.06e-11 2.72e-04 5.21e-01 4.79e-01 
4401.86 4.40e-19 1.40e-10 3.98e-04 5.99e-01 4.01e-01 
4670.75 7.20e-19 2.28e-10 5.60e-04 6.68e-01 3.32e-01 
4956.05 8.93e-19 3.07e-10 7.06e-04 7.23e-01 2.76e-01 
5258.79 8.87e-19 3.46e-10 7.90e-04 7.52e-01 2.47e-01 
5580.02 1.21e-18 4.99e-10 1.02e-03 7.99e-01 2.00e-01 
