#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6
6.9996e+04 1.0000e+00 1.9860e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 8.9831e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.6017
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6
4.4010e+02 1.3056e-25 1.1480e-16 3.9364e-09 4.9826e-04 7.1379e-01 2.8562e-01 9.3327e-05
8.8623e+02 1.4756e-19 1.8522e-12 1.6889e-06 9.8640e-03 9.3136e-01 5.8773e-02 5.6902e-06
9.0614e+02 2.6218e-22 4.7278e-15 1.2665e-08 4.4106e-04 3.8302e-01 6.1321e-01 3.3277e-03
9.4442e+02 3.8686e-23 7.5520e-16 2.6063e-09 1.4153e-04 2.1468e-01 7.7352e-01 1.1654e-02
9.9911e+02 2.9304e-23 5.7854e-16 2.0679e-09 1.1948e-04 1.9591e-01 7.9024e-01 1.3727e-02
1.0608e+03 2.8794e-23 5.6909e-16 2.0390e-09 1.1827e-04 1.9485e-01 7.9118e-01 1.3857e-02
1.1257e+03 2.8545e-23 5.6380e-16 2.0213e-09 1.1747e-04 1.9409e-01 7.9183e-01 1.3956e-02
1.1944e+03 2.6425e-23 5.2273e-16 1.8908e-09 1.1180e-04 1.8886e-01 7.9638e-01 1.4641e-02
1.2673e+03 2.1510e-23 4.2696e-16 1.5807e-09 9.7850e-05 1.7537e-01 8.0790e-01 1.6632e-02
1.3448e+03 6.0941e-24 1.2585e-16 5.4016e-10 4.3967e-05 1.1158e-01 8.5481e-01 3.3566e-02
1.4269e+03 3.4411e-25 7.9709e-18 4.7519e-11 6.9895e-06 3.7377e-02 8.3549e-01 1.2712e-01
1.5140e+03 1.1367e-26 3.1153e-19 2.6907e-12 7.5155e-07 8.9310e-03 6.1130e-01 3.7977e-01
1.6065e+03 5.6131e-28 1.8049e-20 2.1090e-13 9.7879e-08 2.1777e-03 3.5308e-01 6.4475e-01
1.7047e+03 3.5128e-29 1.2817e-21 1.9151e-14 1.3661e-08 5.2000e-04 1.7710e-01 8.2238e-01
1.8088e+03 1.9044e-30 7.8540e-23 1.4901e-15 1.6337e-09 1.0691e-04 7.7113e-02 9.2278e-01
1.9193e+03 7.8467e-32 3.7567e-24 9.2670e-17 1.6118e-10 1.8822e-05 2.9989e-02 9.6999e-01
2.0365e+03 2.5126e-33 1.4395e-25 4.7421e-18 1.3532e-11 2.9330e-06 1.0785e-02 9.8921e-01
2.1609e+03 7.9040e-35 5.5437e-27 2.4675e-19 1.1588e-12 4.6624e-07 3.9148e-03 9.9608e-01
2.2929e+03 2.8045e-36 2.4352e-28 1.4628e-20 1.1124e-13 8.1193e-08 1.4973e-03 9.9850e-01
2.4330e+03 1.1603e-37 1.2365e-29 9.8636e-22 1.1857e-14 1.5285e-08 5.9826e-04 9.9940e-01
2.5816e+03 6.4339e-39 8.2896e-31 8.5599e-23 1.5579e-15 3.3676e-09 2.6115e-04 9.9974e-01
2.7393e+03 6.0516e-40 9.1516e-32 1.1700e-23 2.9885e-16 9.8550e-10 1.3350e-04 9.9987e-01
2.9067e+03 1.0872e-40 1.8766e-32 2.8349e-24 9.2910e-17 4.1568e-10 8.3614e-05 9.9992e-01
3.0842e+03 3.5395e-41 6.9083e-33 1.1971e-24 4.6573e-17 2.5324e-10 6.4300e-05 9.9994e-01
3.2726e+03 2.3746e-41 5.1261e-33 9.7497e-25 4.0878e-17 2.3655e-10 6.2639e-05 9.9994e-01
3.4725e+03 2.9294e-41 6.8133e-33 1.3623e-24 5.6626e-17 3.1215e-10 7.3824e-05 9.9993e-01
3.6846e+03 8.6967e-41 2.1108e-32 4.1861e-24 1.5307e-16 6.8483e-10 1.1538e-04 9.9988e-01
3.9097e+03 7.3326e-40 1.8086e-31 3.3429e-23 9.3359e-16 2.8008e-09 2.5582e-04 9.9974e-01
4.1484e+03 7.5134e-39 1.7758e-30 2.8936e-22 5.9242e-15 1.1585e-08 5.6792e-04 9.9943e-01
4.4019e+03 2.7149e-38 5.9929e-30 8.7949e-22 1.5008e-14 2.3302e-08 8.3604e-04 9.9916e-01
4.6708e+03 2.1197e-38 4.8105e-30 7.2829e-22 1.2913e-14 2.0926e-08 7.8953e-04 9.9921e-01
4.9561e+03 7.6317e-39 1.9760e-30 3.4460e-22 7.1833e-15 1.3862e-08 6.3633e-04 9.9936e-01
5.2588e+03 2.6179e-39 7.7983e-31 1.5795e-22 3.9026e-15 9.0407e-09 5.0890e-04 9.9949e-01
5.5800e+03 1.2967e-39 4.2165e-31 9.3913e-23 2.5918e-15 6.7727e-09 4.3717e-04 9.9956e-01
5.9209e+03 1.0795e-39 3.7328e-31 8.7735e-23 2.5135e-15 6.7480e-09 4.3985e-04 9.9956e-01
6.2825e+03 1.4041e-39 5.0825e-31 1.2229e-22 3.4195e-15 8.6981e-09 5.1099e-04 9.9949e-01
6.6663e+03 2.2595e-39 8.3569e-31 2.0028e-22 5.2880e-15 1.2285e-08 6.2325e-04 9.9938e-01
7.0735e+03 5.1757e-39 1.9340e-30 4.5082e-22 1.0703e-14 2.1303e-08 8.5270e-04 9.9915e-01
7.5056e+03 2.0446e-38 7.7868e-30 1.7331e-21 3.4486e-14 5.3132e-08 1.4356e-03 9.9856e-01
7.9641e+03 1.2778e-37 4.8189e-29 9.7986e-21 1.5272e-13 1.6797e-07 2.7544e-03 9.9725e-01
8.4505e+03 1.2802e-36 4.5436e-28 7.9327e-20 8.9886e-13 6.5097e-07 5.8876e-03 9.9411e-01
8.9668e+03 3.5597e-35 1.1575e-26 1.6106e-18 1.1484e-11 4.5543e-06 1.7467e-02 9.8253e-01
9.5145e+03 3.8787e-33 1.1309e-24 1.1353e-16 4.1812e-10 7.0490e-05 7.9136e-02 9.2079e-01
1.0096e+04 2.4157e-30 5.8282e-22 3.4646e-14 4.8081e-08 2.3489e-03 4.4845e-01 5.4920e-01
1.0712e+04 4.9389e-27 9.4589e-19 2.5442e-11 8.3810e-06 6.6431e-02 8.9528e-01 3.8285e-02
1.1367e+04 3.8667e-23 5.6563e-15 4.3817e-08 1.6343e-03 8.2124e-01 1.7708e-01 4.2317e-05
1.2062e+04 3.3074e-19 3.3776e-11 4.3545e-05 8.2168e-02 9.1722e-01 5.7166e-04 9.8684e-11
1.2794e+04 2.1814e-15 1.4046e-07 1.9022e-02 9.0075e-01 8.0227e-02 2.5434e-08 3.9814e-19
1.3528e+04 4.9729e-12 1.1386e-04 7.2104e-01 2.7880e-01 4.0768e-05 5.8680e-16 4.7255e-32
1.4194e+04 5.4669e-10 3.6649e-03 9.9364e-01 2.6931e-03 4.4856e-10 1.5835e-25 0.0000e+00
1.4758e+04 1.5148e-08 3.6741e-02 9.6319e-01 7.0538e-05 8.3925e-14 1.3679e-32 0.0000e+00
1.5240e+04 1.6321e-07 1.7341e-01 8.2658e-01 4.7133e-06 1.7790e-16 1.4721e-37 0.0000e+00
1.5647e+04 1.3682e-06 5.5551e-01 4.4448e-01 1.9338e-07 2.4019e-19 1.1841e-42 0.0000e+00
1.5960e+04 8.7345e-06 9.3104e-01 6.8948e-02 1.0305e-09 1.5189e-23 0.0000e+00 0.0000e+00
1.6187e+04 3.0938e-05 9.9296e-01 7.0081e-03 3.3826e-12 5.0150e-28 0.0000e+00 0.0000e+00
1.6354e+04 9.3009e-05 9.9921e-01 7.0024e-04 1.0827e-14 1.5126e-32 0.0000e+00 0.0000e+00
1.6484e+04 2.2260e-04 9.9968e-01 9.3165e-05 6.6638e-17 1.3698e-36 0.0000e+00 0.0000e+00
1.6593e+04 4.8201e-04 9.9950e-01 1.3658e-05 5.0185e-19 1.6945e-40 0.0000e+00 0.0000e+00
1.6692e+04 9.8546e-04 9.9901e-01 2.3011e-06 5.4200e-21 4.0638e-44 0.0000e+00 0.0000e+00
1.6788e+04 1.8434e-03 9.9816e-01 4.4904e-07 8.3305e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.3419e-03 9.9666e-01 8.6690e-08 1.2145e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 5.6372e-03 9.9436e-01 1.8956e-08 2.3959e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.0408e-02 9.8959e-01 3.2141e-09 2.4816e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.2874e-02 9.7713e-01 3.4785e-10 8.4268e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 6.6356e-02 9.3364e-01 1.7188e-11 4.1991e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.0059e-01 6.9941e-01 1.6452e-13 5.4119e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 6.2265e-01 3.7735e-01 2.9450e-15 5.2969e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 8.3523e-01 1.6477e-01 6.5800e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.5674e-01 4.3258e-02 4.1690e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.7663e-01 2.3374e-02 3.8519e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.8932e-01 1.0684e-02 1.9581e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.9465e-01 5.3482e-03 1.3132e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.9559e-01 4.4085e-03 4.7607e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.9904e-01 9.6237e-04 2.0546e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.9853e-01 1.4664e-03 5.7546e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.9894e-01 1.0559e-03 1.1701e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.9917e-01 8.2820e-04 2.5916e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 9.9867e-01 1.3297e-03 4.3675e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 9.9888e-01 1.1186e-03 4.7546e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.9679e-01 3.2125e-03 1.7223e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.9746e-01 2.5367e-03 9.6836e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 9.9837e-01 1.6276e-03 6.2052e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.9972e-01 2.7878e-04 9.2565e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.9569e-02 9.6043e-01 1.8328e-14 7.0065e-43 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 9.9969e-01 3.0615e-04 5.3576e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.9664e-01 3.3557e-03 8.3251e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 9.9993e-01 7.4398e-05 1.7642e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.7222e-01 8.2778e-01 1.3540e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 4.1050e-06 3.8995e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.9993e-01 7.2951e-05 3.8061e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 9.9855e-01 1.4472e-03 4.3943e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 9.0941e-01 9.0585e-02 4.6038e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 9.8878e-01 1.1219e-02 1.4591e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 9.9987e-01 1.2840e-04 4.0495e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 9.9997e-01 2.7312e-05 1.5229e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 1.6296e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 1.2405e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 4.1117e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 1.4923e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 3.7607e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 1.0039e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 9.4266e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 9.5293e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 6.8152e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 3.2664e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 1.2527e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 5.1858e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 2.6636e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 7.6923e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 2.0347e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 1.9719e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 1.9568e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 2.1971e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 2.2091e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 6.3002e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.6597
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6
4.4010e+02 2.6552e-25 2.3645e-16 7.2581e-09 7.4069e-04 7.9756e-01 2.0166e-01 3.6891e-05
8.8623e+02 2.5880e-19 3.2841e-12 2.7156e-06 1.3019e-02 9.4741e-01 3.9562e-02 2.2633e-06
9.0614e+02 4.4281e-22 8.2020e-15 2.0850e-08 6.3351e-04 4.5646e-01 5.4093e-01 1.9800e-03
9.4442e+02 5.5666e-23 1.1263e-15 3.8011e-09 1.8917e-04 2.5305e-01 7.3837e-01 8.3903e-03
9.9911e+02 4.1656e-23 8.5279e-16 2.9875e-09 1.5879e-04 2.3071e-01 7.5910e-01 1.0035e-02
1.0608e+03 4.1170e-23 8.4356e-16 2.9602e-09 1.5775e-04 2.2992e-01 7.5982e-01 1.0099e-02
1.1257e+03 4.0278e-23 8.2517e-16 2.9024e-09 1.5545e-04 2.2808e-01 7.6150e-01 1.0256e-02
1.1944e+03 3.7391e-23 7.6707e-16 2.7216e-09 1.4825e-04 2.2231e-01 7.6677e-01 1.0765e-02
1.2673e+03 3.0510e-23 6.2791e-16 2.2806e-09 1.3008e-04 2.0702e-01 7.8057e-01 1.2281e-02
1.3448e+03 8.7193e-24 1.8638e-16 7.8553e-10 5.9030e-05 1.3338e-01 8.4114e-01 2.5424e-02
1.4269e+03 4.9785e-25 1.1884e-17 6.9719e-11 9.5179e-06 4.5656e-02 8.5256e-01 1.0177e-01
1.5140e+03 1.7095e-26 4.8162e-19 4.1041e-12 1.0686e-06 1.1453e-02 6.6173e-01 3.2681e-01
1.6065e+03 8.6119e-28 2.8504e-20 3.3033e-13 1.4391e-07 2.9112e-03 4.0322e-01 5.9387e-01
1.7047e+03 5.3124e-29 2.0003e-21 2.9829e-14 2.0148e-08 7.0423e-04 2.0778e-01 7.9152e-01
1.8088e+03 2.8250e-30 1.2028e-22 2.2863e-15 2.3881e-09 1.4453e-04 9.1291e-02 9.0856e-01
1.9193e+03 1.1504e-31 5.6690e-24 1.4015e-16 2.3286e-10 2.5245e-05 3.5482e-02 9.6449e-01
2.0365e+03 3.6296e-33 2.1336e-25 7.0429e-18 1.9242e-11 3.8852e-06 1.2684e-02 9.8731e-01
2.1609e+03 1.0982e-34 7.9080e-27 3.5388e-19 1.6007e-12 6.0417e-07 4.5496e-03 9.9545e-01
2.2929e+03 3.6472e-36 3.2652e-28 1.9854e-20 1.4690e-13 1.0176e-07 1.7083e-03 9.9829e-01
2.4330e+03 1.4609e-37 1.6060e-29 1.2999e-21 1.5276e-14 1.8797e-08 6.7515e-04 9.9932e-01
2.5816e+03 7.9261e-39 1.0523e-30 1.1030e-22 1.9683e-15 4.0774e-09 2.9198e-04 9.9971e-01
2.7393e+03 7.2793e-40 1.1350e-31 1.4756e-23 3.7083e-16 1.1769e-09 1.4806e-04 9.9985e-01
2.9067e+03 1.2717e-40 2.2665e-32 3.4895e-24 1.1298e-16 4.8892e-10 9.1924e-05 9.9991e-01
3.0842e+03 4.1130e-41 8.2900e-33 1.4647e-24 5.6349e-17 2.9670e-10 7.0527e-05 9.9993e-01
3.2726e+03 2.7617e-41 6.1572e-33 1.1940e-24 4.9499e-17 2.7733e-10 6.8738e-05 9.9993e-01
3.4725e+03 3.4444e-41 8.2697e-33 1.6844e-24 6.9117e-17 3.6819e-10 8.1303e-05 9.9992e-01
3.6846e+03 1.0579e-40 2.6456e-32 5.3289e-24 1.9137e-16 8.2247e-10 1.2839e-04 9.9987e-01
3.9097e+03 9.3432e-40 2.3708e-31 4.4350e-23 1.2083e-15 3.4534e-09 2.8903e-04 9.9971e-01
4.1484e+03 9.9631e-39 2.4230e-30 3.9869e-22 7.9180e-15 1.4646e-08 6.5102e-04 9.9935e-01
4.4019e+03 3.6721e-38 8.3354e-30 1.2334e-21 2.0356e-14 2.9791e-08 9.6452e-04 9.9904e-01
4.6708e+03 2.8974e-38 6.7583e-30 1.0308e-21 1.7651e-14 2.6910e-08 9.1380e-04 9.9909e-01
4.9561e+03 1.0334e-38 2.7519e-30 4.8397e-22 9.7575e-15 1.7744e-08 7.3461e-04 9.9927e-01
5.2588e+03 3.5214e-39 1.0794e-30 2.2064e-22 5.2780e-15 1.1535e-08 5.8645e-04 9.9941e-01
5.5800e+03 1.7315e-39 5.7959e-31 1.3036e-22 3.4870e-15 8.6075e-09 5.0269e-04 9.9950e-01
5.9209e+03 1.4528e-39 5.1716e-31 1.2271e-22 3.4036e-15 8.6193e-09 5.0723e-04 9.9949e-01
6.2825e+03 1.8743e-39 6.9936e-31 1.7005e-22 4.6096e-15 1.1076e-08 5.8838e-04 9.9941e-01
6.6663e+03 3.0512e-39 1.1635e-30 2.8163e-22 7.1965e-15 1.5761e-08 7.2073e-04 9.9928e-01
7.0735e+03 7.1562e-39 2.7552e-30 6.4743e-22 1.4825e-14 2.7698e-08 9.9360e-04 9.9901e-01
7.5056e+03 2.9334e-38 1.1487e-29 2.5672e-21 4.8991e-14 7.0403e-08 1.6905e-03 9.9831e-01
7.9641e+03 1.9328e-37 7.4726e-29 1.5174e-20 2.2501e-13 2.2872e-07 3.2925e-03 9.9671e-01
8.4505e+03 2.0211e-36 7.3479e-28 1.2763e-19 1.3672e-12 9.0820e-07 7.1324e-03 9.9287e-01
8.9668e+03 5.8663e-35 1.9583e-26 2.7040e-18 1.8114e-11 6.5363e-06 2.1480e-02 9.7851e-01
9.5145e+03 6.7532e-33 2.0228e-24 2.0029e-16 6.8604e-10 1.0396e-04 9.8088e-02 9.0181e-01
1.0096e+04 4.2054e-30 1.0420e-21 6.0442e-14 7.6800e-08 3.3101e-03 5.1561e-01 4.8108e-01
1.0712e+04 8.3101e-27 1.6358e-18 4.2264e-11 1.2458e-05 8.4679e-02 8.8799e-01 2.7315e-02
1.1367e+04 5.7539e-23 8.6431e-15 6.3108e-08 2.0578e-03 8.6086e-01 1.3706e-01 2.2184e-05
1.2062e+04 5.1164e-19 5.3329e-11 6.3251e-05 1.0107e-01 8.9848e-01 3.8315e-04 4.1027e-11
1.2794e+04 3.3673e-15 2.1571e-07 2.5219e-02 9.1793e-01 5.6846e-02 9.9278e-09 7.4249e-20
1.3528e+04 6.6110e-12 1.4597e-04 7.7702e-01 2.2281e-01 2.1391e-05 1.5541e-16 5.3888e-33
1.4194e+04 6.4167e-10 4.1770e-03 9.9368e-01 2.1432e-03 2.5683e-10 5.2928e-26 0.0000e+00
1.4758e+04 1.6931e-08 4.0416e-02 9.5953e-01 5.8723e-05 5.3642e-14 5.6442e-33 0.0000e+00
1.5240e+04 1.7409e-07 1.8436e-01 8.1563e-01 4.0309e-06 1.2259e-16 7.0472e-38 0.0000e+00
1.5647e+04 1.3696e-06 5.6466e-01 4.3534e-01 1.7358e-07 1.8727e-19 7.1887e-43 0.0000e+00
1.5960e+04 8.5620e-06 9.3259e-01 6.7400e-02 9.4129e-10 1.2370e-23 0.0000e+00 0.0000e+00
1.6187e+04 3.0144e-05 9.9307e-01 6.8995e-03 3.1523e-12 4.2407e-28 0.0000e+00 0.0000e+00
1.6354e+04 8.8712e-05 9.9919e-01 7.2092e-04 1.1285e-14 1.5673e-32 0.0000e+00 0.0000e+00
1.6484e+04 2.2083e-04 9.9969e-01 8.8062e-05 5.6125e-17 9.6415e-37 0.0000e+00 0.0000e+00
1.6593e+04 4.4911e-04 9.9954e-01 1.4840e-05 5.9905e-19 2.2493e-40 0.0000e+00 0.0000e+00
1.6692e+04 9.9544e-04 9.9900e-01 2.0817e-06 4.0884e-21 2.3822e-44 0.0000e+00 0.0000e+00
1.6788e+04 2.0154e-03 9.9798e-01 3.3204e-07 3.7636e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.6807e-03 9.9632e-01 6.1909e-08 5.0004e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 6.5584e-03 9.9344e-01 1.1674e-08 6.7665e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.0686e-02 9.8931e-01 2.7692e-09 1.6534e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.3028e-02 9.7697e-01 3.1622e-10 6.4415e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 7.1129e-02 9.2887e-01 1.3400e-11 2.2103e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.8407e-01 7.1593e-01 1.8609e-13 6.8848e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 6.3915e-01 3.6085e-01 2.2206e-15 2.7185e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 8.1736e-01 1.8264e-01 8.9178e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.1249e-01 8.7506e-02 4.2162e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.7352e-01 2.6475e-02 5.3878e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.8783e-01 1.2167e-02 2.7874e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.9402e-01 5.9840e-03 1.7664e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.9310e-01 6.8959e-03 1.9440e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.9791e-01 2.0911e-03 2.5665e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.9832e-01 1.6830e-03 8.4291e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.9804e-01 1.9572e-03 8.4192e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.9883e-01 1.1701e-03 7.5542e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 9.9944e-01 5.6034e-04 2.3065e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 9.9762e-01 2.3761e-03 5.2024e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.9789e-01 2.1122e-03 4.0537e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.9952e-01 4.8376e-04 3.9775e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 9.8480e-01 1.5202e-02 9.3985e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.9858e-01 1.4161e-03 1.7830e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
