#NTIMES: 99
#time[d] Lbol[erg/s] Edep[erg/s]
  2.0000E+00 1.9380E+40 3.9355E+43
  3.0000E+00 2.7551E+41 3.5916E+43
  4.0000E+00 1.0596E+42 3.2887E+43
  5.0000E+00 2.4073E+42 3.0154E+43
  6.0000E+00 4.0319E+42 2.7698E+43
  7.0000E+00 5.6715E+42 2.5531E+43
  8.0000E+00 7.2464E+42 2.3515E+43
  9.0000E+00 8.6364E+42 2.1729E+43
  1.0000E+01 9.8688E+42 2.0064E+43
  1.1000E+01 1.0902E+43 1.8541E+43
  1.2000E+01 1.1727E+43 1.7205E+43
  1.3000E+01 1.2190E+43 1.5917E+43
  1.4000E+01 1.2677E+43 1.4814E+43
  1.5000E+01 1.3002E+43 1.3709E+43
  1.6000E+01 1.3152E+43 1.2766E+43
  1.7000E+01 1.3152E+43 1.1885E+43
  1.8000E+01 1.3032E+43 1.1092E+43
  1.9000E+01 1.2794E+43 1.0375E+43
  2.0000E+01 1.2445E+43 9.7051E+42
  2.1000E+01 1.2078E+43 9.0991E+42
  2.2000E+01 1.1614E+43 8.5507E+42
  2.3000E+01 1.1066E+43 8.0538E+42
  2.4000E+01 1.0495E+43 7.5858E+42
  2.5000E+01 9.8855E+42 7.1614E+42
  2.6000E+01 9.2683E+42 6.7608E+42
  2.7000E+01 8.6491E+42 6.4121E+42
  2.8000E+01 8.0724E+42 6.0941E+42
  2.9000E+01 7.3790E+42 5.7744E+42
  3.0000E+01 6.7975E+42 5.4828E+42
  3.1000E+01 6.4188E+42 5.2240E+42
  3.2000E+01 6.0814E+42 5.0177E+42
  3.3000E+01 5.7810E+42 4.7533E+42
  3.4000E+01 5.4954E+42 4.5394E+42
  3.5000E+01 5.2240E+42 4.3351E+42
  3.6000E+01 4.9771E+42 4.1582E+42
  3.7000E+01 4.7601E+42 3.9719E+42
  3.8000E+01 4.5709E+42 3.8037E+42
  3.9000E+01 4.3351E+42 3.6544E+42
  4.0000E+01 4.0982E+42 3.5075E+42
  4.1000E+01 3.8874E+42 3.3631E+42
  4.2000E+01 3.6911E+42 3.2359E+42
  4.3000E+01 3.4983E+42 3.1046E+42
  4.4000E+01 3.3093E+42 2.9923E+42
  4.5000E+01 3.1352E+42 2.8789E+42
  4.6000E+01 2.9717E+42 2.7857E+42
  4.7000E+01 2.8249E+42 2.6916E+42
  4.8000E+01 2.6853E+42 2.5931E+42
  4.9000E+01 2.5655E+42 2.4871E+42
  5.0000E+01 2.4561E+42 2.4052E+42
  5.1000E+01 2.3605E+42 2.3318E+42
  5.2000E+01 2.2751E+42 2.2699E+42
  5.3000E+01 2.1928E+42 2.1898E+42
  5.4000E+01 2.1086E+42 2.0941E+42
  5.5000E+01 2.0294E+42 2.0184E+42
  5.6000E+01 1.9588E+42 1.9538E+42
  5.7000E+01 1.8880E+42 1.8967E+42
  5.8000E+01 1.8272E+42 1.8323E+42
  5.9000E+01 1.7701E+42 1.7766E+42
  6.0000E+01 1.7116E+42 1.7179E+42
  6.1000E+01 1.6576E+42 1.6672E+42
  6.2000E+01 1.6055E+42 1.6106E+42
  6.3000E+01 1.5560E+42 1.5631E+42
  6.4000E+01 1.5080E+42 1.5171E+42
  6.5000E+01 1.4625E+42 1.4689E+42
  6.6000E+01 1.4170E+42 1.4223E+42
  6.7000E+01 1.3762E+42 1.3804E+42
  6.8000E+01 1.3366E+42 1.3472E+42
  6.9000E+01 1.2925E+42 1.3024E+42
  7.0000E+01 1.2543E+42 1.2647E+42
  7.1000E+01 1.2214E+42 1.2246E+42
  7.2000E+01 1.1839E+42 1.1963E+42
  7.3000E+01 1.1565E+42 1.1614E+42
  7.4000E+01 1.1253E+42 1.1272E+42
  7.5000E+01 1.0966E+42 1.0981E+42
  7.6000E+01 1.0689E+42 1.0666E+42
  7.7000E+01 1.0419E+42 1.0351E+42
  7.8000E+01 1.0167E+42 1.0134E+42
  7.9000E+01 9.9232E+41 9.7953E+41
  8.0000E+01 9.6848E+41 9.5813E+41
  8.1000E+01 9.4564E+41 9.3220E+41
  8.2000E+01 9.2371E+41 9.1263E+41
  8.3000E+01 9.0230E+41 8.8935E+41
  8.4000E+01 8.8138E+41 8.7438E+41
  8.5000E+01 8.6094E+41 8.5420E+41
  8.6000E+01 8.4098E+41 8.3176E+41
  8.7000E+01 8.2191E+41 8.1091E+41
  8.8000E+01 8.0330E+41 7.9372E+41
  8.9000E+01 7.8593E+41 7.7720E+41
  9.0000E+01 7.6902E+41 7.5767E+41
  9.1000E+01 7.5092E+41 7.3843E+41
  9.2000E+01 7.3308E+41 7.2050E+41
  9.3000E+01 7.1631E+41 7.0304E+41
  9.4000E+01 7.0000E+41 6.8670E+41
  9.5000E+01 6.8406E+41 6.7075E+41
  9.6000E+01 6.6848E+41 6.5457E+41
  9.7000E+01 6.5326E+41 6.3868E+41
  9.8000E+01 6.3839E+41 6.2364E+41
  9.9000E+01 6.2310E+41 6.0915E+41
  1.0000E+02 6.0768E+41 5.9523E+41
