#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 81
#vel_mid[km/s] ca0 ca1 ca2 ca3
12750.00 4.0637e-11 1.7259e-05 7.3116e-01 2.6883e-01
13250.00 5.0106e-11 1.9105e-05 6.9588e-01 3.0410e-01
13750.00 3.1751e-11 1.3013e-05 7.1141e-01 2.8858e-01
14250.00 3.1923e-11 1.2933e-05 6.9831e-01 3.0168e-01
14750.00 3.3755e-11 1.4150e-05 6.6552e-01 3.3447e-01
15250.00 2.8719e-11 1.2187e-05 6.1747e-01 3.8252e-01
15750.00 3.0355e-11 1.2808e-05 6.5128e-01 3.4870e-01
16250.00 2.8932e-11 1.1762e-05 6.0878e-01 3.9121e-01
16750.00 2.9481e-11 1.0611e-05 6.4858e-01 3.5141e-01
17250.00 2.6608e-11 9.8560e-06 6.0044e-01 3.9955e-01
17750.00 2.2017e-11 8.3461e-06 5.7922e-01 4.2078e-01
18250.00 2.5471e-11 8.9008e-06 5.2626e-01 4.7373e-01
18750.00 1.9183e-11 6.4247e-06 5.2614e-01 4.7386e-01
19250.00 2.3535e-11 7.7087e-06 5.2669e-01 4.7330e-01
19750.00 3.0647e-11 9.9047e-06 3.4715e-01 6.5284e-01
20250.00 2.2926e-11 7.5211e-06 4.7211e-01 5.2788e-01
20750.00 2.2344e-11 7.4612e-06 2.3268e-01 7.6731e-01
21250.00 1.6968e-11 5.3051e-06 4.3009e-01 5.6990e-01
21750.00 1.9340e-11 6.1627e-06 3.9677e-01 6.0322e-01
22250.00 1.6399e-11 5.0057e-06 3.7742e-01 6.2257e-01
22750.00 1.6118e-11 5.0664e-06 3.3884e-01 6.6115e-01
23250.00 1.0151e-11 3.2829e-06 3.2313e-01 6.7687e-01
23750.00 1.0322e-11 3.1617e-06 3.2769e-01 6.7231e-01
24250.00 9.6659e-12 3.1382e-06 2.9599e-01 7.0401e-01
24750.00 6.8361e-12 2.5641e-06 2.5906e-01 7.4094e-01
25250.00 6.6671e-12 2.4598e-06 2.1949e-01 7.8050e-01
25750.00 2.8639e-12 1.1087e-06 1.9844e-01 8.0156e-01
26250.00 1.9470e-12 8.1184e-07 1.7663e-01 8.2337e-01
26750.00 1.5487e-12 7.1725e-07 1.5573e-01 8.4427e-01
27250.00 1.2587e-12 6.3109e-07 1.4020e-01 8.5980e-01
27750.00 1.1485e-12 6.1657e-07 1.1814e-01 8.8185e-01
28250.00 9.9406e-13 5.8582e-07 1.0433e-01 8.9567e-01
28750.00 4.6797e-13 3.1506e-07 9.0126e-02 9.0987e-01
29250.00 4.4535e-13 3.2583e-07 7.7553e-02 9.2245e-01
29750.00 5.5305e-13 4.4932e-07 6.5466e-02 9.3453e-01
30250.00 1.8716e-13 1.8018e-07 5.7518e-02 9.4248e-01
30750.00 2.6040e-13 2.7570e-07 4.7783e-02 9.5222e-01
31250.00 1.9209e-13 2.1895e-07 4.0838e-02 9.5916e-01
31750.00 3.0630e-13 3.3514e-07 3.0411e-02 9.6959e-01
32250.00 7.5670e-14 1.3085e-07 2.7620e-02 9.7238e-01
32750.00 1.2503e-13 1.8557e-07 1.7279e-02 9.8272e-01
33250.00 1.0314e-13 1.8681e-07 1.8039e-02 9.8196e-01
33750.00 3.3884e-14 6.0535e-08 1.4137e-02 9.8586e-01
34250.00 2.1410e-14 4.7370e-08 8.2488e-03 9.9175e-01
34750.00 1.0020e-14 2.3818e-08 1.0135e-02 9.8987e-01
35250.00 8.0963e-15 2.0622e-08 4.6857e-03 9.9531e-01
35750.00 6.8641e-15 2.3287e-08 6.3904e-03 9.9361e-01
36250.00 5.2575e-15 1.7376e-08 3.6630e-03 9.9634e-01
36750.00 4.7291e-15 2.2174e-08 3.3005e-03 9.9670e-01
37250.00 3.3599e-15 1.3027e-08 2.4683e-03 9.9753e-01
37750.00 2.6789e-15 1.3551e-08 2.6881e-03 9.9731e-01
38250.00 1.7632e-15 1.0797e-08 2.2764e-03 9.9772e-01
38750.00 1.2457e-15 8.4638e-09 1.6505e-03 9.9835e-01
39250.00 6.1115e-16 4.2123e-09 1.3979e-03 9.9860e-01
39750.00 6.6785e-16 5.7365e-09 1.2624e-03 9.9874e-01
40250.00 3.7525e-16 3.1919e-09 1.7023e-03 9.9830e-01
#TIME: 202.02
#NVEL 81
#vel_mid[km/s] ca0 ca1 ca2 ca3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 8.8739e-13 4.3348e-06 6.2224e-02 9.3777e-01
7250.00 8.4926e-13 4.2179e-06 6.7409e-02 9.3259e-01
7750.00 1.5711e-12 6.8508e-06 9.5022e-02 9.0497e-01
8250.00 3.5586e-12 1.3584e-05 2.0927e-01 7.9072e-01
8750.00 6.9858e-12 2.0260e-05 3.5542e-01 6.4456e-01
9250.00 1.4087e-11 3.0665e-05 5.0045e-01 4.9952e-01
9750.00 2.2702e-11 4.0372e-05 5.6182e-01 4.3814e-01
10250.00 4.0982e-11 5.0886e-05 6.5219e-01 3.4776e-01
10750.00 4.3232e-11 4.1716e-05 6.7508e-01 3.2488e-01
11250.00 7.1089e-11 5.0361e-05 7.2040e-01 2.7955e-01
11750.00 5.2556e-11 2.9819e-05 7.3970e-01 2.6028e-01
12250.00 4.3862e-11 2.0413e-05 7.4771e-01 2.5227e-01
12750.00 5.4614e-11 2.2316e-05 7.2404e-01 2.7593e-01
13250.00 5.0610e-11 1.9389e-05 7.1435e-01 2.8563e-01
13750.00 3.1914e-11 1.3177e-05 7.0511e-01 2.9488e-01
14250.00 3.7837e-11 1.4824e-05 6.9068e-01 3.0930e-01
14750.00 3.5070e-11 1.3571e-05 6.8177e-01 3.1822e-01
15250.00 3.4358e-11 1.3686e-05 6.3753e-01 3.6246e-01
15750.00 4.2500e-11 1.6130e-05 6.4178e-01 3.5820e-01
16250.00 3.0497e-11 1.1731e-05 6.3450e-01 3.6548e-01
16750.00 3.6886e-11 1.3394e-05 6.5512e-01 3.4486e-01
17250.00 2.7559e-11 1.0413e-05 5.9831e-01 4.0168e-01
17750.00 3.3757e-11 1.1620e-05 5.7042e-01 4.2957e-01
18250.00 2.4798e-11 8.4115e-06 5.5987e-01 4.4012e-01
18750.00 2.5877e-11 8.9526e-06 5.4625e-01 4.5374e-01
19250.00 2.7816e-11 8.9427e-06 5.4771e-01 4.5228e-01
19750.00 2.2242e-11 7.2227e-06 4.9342e-01 5.0657e-01
20250.00 1.9933e-11 6.5811e-06 4.8932e-01 5.1067e-01
20750.00 1.6291e-11 5.3750e-06 4.4038e-01 5.5962e-01
21250.00 1.9801e-11 5.4803e-06 4.5079e-01 5.4920e-01
21750.00 1.9627e-11 5.6467e-06 3.1558e-01 6.8442e-01
22250.00 2.2975e-11 6.3922e-06 3.3412e-01 6.6587e-01
22750.00 1.8656e-11 5.2758e-06 3.4964e-01 6.5035e-01
23250.00 1.3487e-11 3.7895e-06 3.4701e-01 6.5299e-01
23750.00 1.3634e-11 4.1477e-06 1.5728e-01 8.4272e-01
24250.00 8.9976e-12 2.9401e-06 2.8313e-01 7.1686e-01
24750.00 7.5360e-12 2.7519e-06 2.4809e-01 7.5190e-01
25250.00 7.3139e-12 2.5773e-06 2.3170e-01 7.6830e-01
25750.00 2.3834e-12 9.2736e-07 2.1147e-01 7.8853e-01
26250.00 1.6577e-12 7.0154e-07 1.7619e-01 8.2381e-01
26750.00 1.3438e-12 6.3381e-07 1.5713e-01 8.4287e-01
27250.00 1.2332e-12 5.7055e-07 1.3762e-01 8.6238e-01
27750.00 1.2443e-12 6.5531e-07 1.2651e-01 8.7349e-01
28250.00 7.1580e-13 4.4858e-07 1.0416e-01 8.9584e-01
28750.00 7.8363e-13 5.3524e-07 9.4976e-02 9.0502e-01
29250.00 4.2474e-13 3.1361e-07 8.2142e-02 9.1786e-01
29750.00 4.7308e-13 3.9275e-07 6.8136e-02 9.3186e-01
30250.00 3.6748e-13 3.5710e-07 5.9787e-02 9.4021e-01
30750.00 3.5674e-13 3.7809e-07 4.7491e-02 9.5251e-01
31250.00 1.5303e-13 1.8300e-07 4.0753e-02 9.5925e-01
31750.00 2.5040e-13 3.1548e-07 3.0351e-02 9.6965e-01
32250.00 1.2653e-13 2.0802e-07 2.3920e-02 9.7608e-01
32750.00 6.7459e-14 1.2171e-07 1.9169e-02 9.8083e-01
33250.00 5.4946e-14 9.9893e-08 1.6500e-02 9.8350e-01
33750.00 3.4822e-14 7.3588e-08 1.3643e-02 9.8636e-01
34250.00 2.7666e-14 6.6859e-08 8.7627e-03 9.9124e-01
34750.00 1.7454e-14 4.0830e-08 1.2281e-02 9.8772e-01
35250.00 7.6207e-15 2.3648e-08 5.2729e-03 9.9473e-01
35750.00 8.2262e-15 3.1028e-08 4.3263e-03 9.9567e-01
36250.00 6.5277e-15 2.0387e-08 4.2009e-03 9.9580e-01
36750.00 2.9714e-15 1.3075e-08 3.3546e-03 9.9665e-01
37250.00 1.7523e-15 7.8488e-09 5.8750e-03 9.9413e-01
37750.00 1.5343e-15 7.8202e-09 2.4573e-03 9.9754e-01
38250.00 1.2202e-15 7.1335e-09 2.9869e-03 9.9701e-01
38750.00 1.6300e-15 8.6264e-09 2.2366e-03 9.9776e-01
39250.00 5.6156e-16 4.4436e-09 1.3572e-03 9.9864e-01
39750.00 5.3415e-16 5.2772e-09 1.3261e-03 9.9867e-01
40250.00 4.6116e-16 4.3119e-09 1.2490e-03 9.9875e-01
#TIME: 204.93
#NVEL 81
#vel_mid[km/s] ca0 ca1 ca2 ca3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 9.0940e-13 4.3143e-06 6.1030e-02 9.3897e-01
7250.00 9.7668e-13 4.4108e-06 6.8020e-02 9.3198e-01
7750.00 1.7784e-12 7.3830e-06 9.8488e-02 9.0150e-01
8250.00 3.5985e-12 1.3096e-05 1.9868e-01 8.0131e-01
8750.00 8.7090e-12 2.2328e-05 3.8252e-01 6.1746e-01
9250.00 1.3356e-11 2.8348e-05 4.9100e-01 5.0897e-01
9750.00 2.1167e-11 3.8431e-05 5.6387e-01 4.3609e-01
10250.00 3.4480e-11 4.2898e-05 6.3012e-01 3.6984e-01
10750.00 5.4166e-11 4.7851e-05 6.8164e-01 3.1831e-01
11250.00 7.1479e-11 4.7635e-05 7.1596e-01 2.8399e-01
11750.00 6.6206e-11 3.5367e-05 7.2303e-01 2.7694e-01
12250.00 5.7608e-11 2.4616e-05 7.2708e-01 2.7290e-01
12750.00 6.7368e-11 2.4003e-05 7.1523e-01 2.8475e-01
13250.00 6.0589e-11 2.1779e-05 6.9997e-01 3.0000e-01
13750.00 3.7096e-11 1.3833e-05 6.9628e-01 3.0370e-01
14250.00 4.8252e-11 1.7379e-05 6.9298e-01 3.0700e-01
14750.00 4.0107e-11 1.4944e-05 6.4884e-01 3.5115e-01
15250.00 4.7332e-11 1.6847e-05 6.3205e-01 3.6794e-01
15750.00 4.4093e-11 1.6061e-05 6.5008e-01 3.4990e-01
16250.00 3.3875e-11 1.2046e-05 6.3058e-01 3.6940e-01
16750.00 3.4764e-11 1.2382e-05 6.2764e-01 3.7235e-01
17250.00 4.9778e-11 1.6122e-05 5.4593e-01 4.5406e-01
17750.00 3.0514e-11 9.9002e-06 5.9265e-01 4.0735e-01
18250.00 4.9088e-11 1.5581e-05 4.6024e-01 5.3974e-01
18750.00 1.8681e-11 6.5818e-06 5.2447e-01 4.7552e-01
19250.00 3.5766e-11 1.1008e-05 4.6227e-01 5.3772e-01
19750.00 1.9914e-11 6.3419e-06 4.9518e-01 5.0482e-01
20250.00 2.4141e-11 7.3020e-06 4.8904e-01 5.1095e-01
20750.00 2.5910e-11 7.3897e-06 4.7025e-01 5.2974e-01
21250.00 2.4059e-11 6.9609e-06 4.3123e-01 5.6876e-01
21750.00 2.5021e-11 6.7349e-06 4.1450e-01 5.8549e-01
22250.00 2.5983e-11 6.7168e-06 2.1703e-01 7.8296e-01
22750.00 1.7363e-11 5.0177e-06 3.5026e-01 6.4973e-01
23250.00 1.4886e-11 3.8154e-06 3.4749e-01 6.5251e-01
23750.00 9.0712e-12 2.9920e-06 3.0392e-01 6.9608e-01
24250.00 7.8578e-12 2.4763e-06 2.7569e-01 7.2431e-01
24750.00 8.4300e-12 2.7093e-06 2.4948e-01 7.5051e-01
25250.00 5.5895e-12 1.9276e-06 2.2770e-01 7.7230e-01
25750.00 2.5826e-12 1.0337e-06 1.9825e-01 8.0175e-01
26250.00 2.8747e-12 1.1148e-06 1.7806e-01 8.2194e-01
26750.00 1.1934e-12 6.2998e-07 1.5767e-01 8.4233e-01
27250.00 1.1616e-12 5.6231e-07 1.3963e-01 8.6037e-01
27750.00 9.5600e-13 4.7617e-07 1.2189e-01 8.7811e-01
28250.00 5.1718e-13 3.3163e-07 1.1052e-01 8.8948e-01
28750.00 5.5579e-13 3.6059e-07 9.6518e-02 9.0348e-01
29250.00 3.9146e-13 3.0614e-07 8.2697e-02 9.1730e-01
29750.00 3.3138e-13 2.8518e-07 6.9066e-02 9.3093e-01
30250.00 2.1047e-13 1.9991e-07 5.8536e-02 9.4146e-01
30750.00 2.2396e-13 2.3239e-07 5.0784e-02 9.4922e-01
31250.00 1.2834e-13 1.6980e-07 4.3315e-02 9.5668e-01
31750.00 1.9847e-13 2.4441e-07 3.4113e-02 9.6589e-01
32250.00 1.4615e-13 2.3345e-07 2.7997e-02 9.7200e-01
32750.00 8.1727e-14 1.3539e-07 2.3611e-02 9.7639e-01
33250.00 5.8306e-14 1.0617e-07 1.9643e-02 9.8036e-01
33750.00 4.2861e-14 1.0558e-07 1.2411e-02 9.8759e-01
34250.00 3.8676e-14 9.4667e-08 9.2628e-03 9.9074e-01
34750.00 2.6436e-14 6.6257e-08 7.6361e-03 9.9236e-01
35250.00 1.6095e-14 5.4528e-08 5.8272e-03 9.9417e-01
35750.00 7.8531e-15 2.5479e-08 4.5428e-03 9.9546e-01
36250.00 2.9516e-15 1.4220e-08 3.9242e-03 9.9608e-01
36750.00 3.8941e-15 1.7886e-08 3.2365e-03 9.9676e-01
37250.00 2.6298e-15 1.2899e-08 2.7345e-03 9.9727e-01
37750.00 1.5762e-15 8.7717e-09 2.9963e-03 9.9700e-01
38250.00 1.9654e-15 1.0517e-08 2.6149e-03 9.9739e-01
38750.00 1.4693e-15 9.6593e-09 2.1464e-03 9.9785e-01
39250.00 5.7139e-16 5.1244e-09 1.9388e-03 9.9806e-01
39750.00 4.3200e-16 3.3480e-09 2.2061e-03 9.9779e-01
40250.00 3.0445e-16 3.0931e-09 2.0301e-03 9.9797e-01
#TIME: 207.87
#NVEL 81
#vel_mid[km/s] ca0 ca1 ca2 ca3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 9.4022e-13 3.9587e-06 5.8002e-02 9.4199e-01
7250.00 1.0698e-12 4.5535e-06 6.9061e-02 9.3093e-01
7750.00 1.7960e-12 7.1865e-06 9.8273e-02 9.0172e-01
8250.00 4.0775e-12 1.3853e-05 2.0527e-01 7.9472e-01
8750.00 1.1193e-11 2.6312e-05 3.7431e-01 6.2566e-01
9250.00 1.7096e-11 3.3041e-05 4.9179e-01 5.0817e-01
9750.00 2.6962e-11 4.3638e-05 5.5700e-01 4.4295e-01
10250.00 4.3877e-11 4.9876e-05 6.4740e-01 3.5255e-01
10750.00 6.0694e-11 5.0229e-05 6.9637e-01 3.0358e-01
11250.00 8.0562e-11 4.9873e-05 7.3066e-01 2.6929e-01
11750.00 7.6075e-11 3.7282e-05 7.2856e-01 2.7141e-01
12250.00 8.3071e-11 3.3696e-05 7.3015e-01 2.6982e-01
12750.00 8.3588e-11 2.8580e-05 7.1446e-01 2.8551e-01
13250.00 5.4892e-11 1.9131e-05 7.2077e-01 2.7921e-01
13750.00 4.0220e-11 1.5017e-05 7.0556e-01 2.9442e-01
14250.00 5.4898e-11 1.9793e-05 6.4762e-01 3.5236e-01
14750.00 4.5800e-11 1.5960e-05 6.8020e-01 3.1978e-01
15250.00 4.7180e-11 1.6393e-05 6.7998e-01 3.2000e-01
15750.00 5.0864e-11 1.7064e-05 6.6601e-01 3.3397e-01
16250.00 3.5966e-11 1.2395e-05 6.3315e-01 3.6684e-01
16750.00 3.2835e-11 1.1277e-05 6.2962e-01 3.7036e-01
17250.00 4.5330e-11 1.3893e-05 6.2459e-01 3.7540e-01
17750.00 3.2354e-11 1.0368e-05 5.6718e-01 4.3281e-01
18250.00 4.7580e-11 1.4406e-05 5.0973e-01 4.9026e-01
18750.00 3.1726e-11 9.8374e-06 5.4419e-01 4.5580e-01
19250.00 4.3937e-11 1.2088e-05 4.1683e-01 5.8316e-01
19750.00 2.1835e-11 6.6553e-06 4.6260e-01 5.3739e-01
20250.00 3.0812e-11 8.6367e-06 5.0682e-01 4.9317e-01
20750.00 3.1135e-11 8.2146e-06 4.5668e-01 5.4332e-01
21250.00 2.6620e-11 6.9561e-06 4.5456e-01 5.4543e-01
21750.00 2.2426e-11 5.9686e-06 4.2866e-01 5.7133e-01
22250.00 2.1701e-11 5.7324e-06 3.7516e-01 6.2483e-01
22750.00 2.3698e-11 6.0832e-06 3.5747e-01 6.4252e-01
23250.00 1.7258e-11 4.6708e-06 3.4315e-01 6.5685e-01
23750.00 1.2405e-11 3.7423e-06 3.0291e-01 6.9708e-01
24250.00 1.0860e-11 3.2028e-06 2.7769e-01 7.2230e-01
24750.00 8.4686e-12 2.7823e-06 2.4969e-01 7.5031e-01
25250.00 7.3914e-12 2.5764e-06 2.2869e-01 7.7131e-01
25750.00 2.6314e-12 1.0086e-06 2.0050e-01 7.9950e-01
26250.00 2.3263e-12 8.7042e-07 1.8183e-01 8.1817e-01
26750.00 1.5010e-12 6.0555e-07 1.5832e-01 8.4168e-01
27250.00 1.0670e-12 5.1004e-07 1.4094e-01 8.5906e-01
27750.00 8.3761e-13 4.1759e-07 1.2287e-01 8.7713e-01
28250.00 6.3790e-13 3.7520e-07 1.1299e-01 8.8701e-01
28750.00 6.2977e-13 4.5593e-07 9.3781e-02 9.0622e-01
29250.00 3.5036e-13 2.6795e-07 8.4243e-02 9.1576e-01
29750.00 3.9334e-13 3.1561e-07 6.9051e-02 9.3095e-01
30250.00 2.6962e-13 2.8063e-07 5.9481e-02 9.4052e-01
30750.00 7.2333e-14 7.4581e-08 5.0877e-02 9.4912e-01
31250.00 1.0573e-13 1.2606e-07 4.4394e-02 9.5561e-01
31750.00 1.0310e-13 1.5169e-07 3.5223e-02 9.6478e-01
32250.00 6.3558e-14 8.3016e-08 3.0385e-02 9.6962e-01
32750.00 7.6631e-14 1.4024e-07 2.3468e-02 9.7653e-01
33250.00 6.9838e-14 1.2853e-07 1.5820e-02 9.8418e-01
33750.00 3.2920e-14 8.4806e-08 1.2818e-02 9.8718e-01
34250.00 2.1822e-14 5.1912e-08 1.3501e-02 9.8650e-01
34750.00 1.5549e-14 4.4677e-08 1.2477e-02 9.8752e-01
35250.00 1.0971e-14 3.8390e-08 5.3307e-03 9.9467e-01
35750.00 1.1331e-14 3.8694e-08 5.1665e-03 9.9483e-01
36250.00 5.0276e-15 2.3099e-08 4.2893e-03 9.9571e-01
36750.00 3.4641e-15 1.6806e-08 3.2063e-03 9.9679e-01
37250.00 4.4679e-15 1.8341e-08 3.5943e-03 9.9641e-01
37750.00 2.2750e-15 1.4876e-08 2.6122e-03 9.9739e-01
38250.00 1.5323e-15 1.0624e-08 2.1255e-03 9.9787e-01
38750.00 8.2908e-16 7.0100e-09 2.0084e-03 9.9799e-01
39250.00 7.2638e-16 6.1745e-09 1.9124e-03 9.9809e-01
39750.00 4.5313e-16 4.0967e-09 1.4831e-03 9.9852e-01
40250.00 3.0712e-16 3.6773e-09 1.5154e-03 9.9848e-01
#TIME: 210.86
#NVEL 81
#vel_mid[km/s] ca0 ca1 ca2 ca3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 8.2077e-13 3.3950e-06 5.3037e-02 9.4696e-01
7250.00 1.0155e-12 4.0741e-06 6.3737e-02 9.3626e-01
7750.00 1.6885e-12 6.3215e-06 8.7878e-02 9.1212e-01
8250.00 4.3310e-12 1.3011e-05 1.9899e-01 8.0100e-01
8750.00 1.2383e-11 2.6907e-05 3.5281e-01 6.4716e-01
9250.00 1.9308e-11 3.4393e-05 4.7894e-01 5.2102e-01
9750.00 3.2541e-11 4.6463e-05 5.9622e-01 4.0373e-01
10250.00 4.4527e-11 4.5746e-05 6.2886e-01 3.7109e-01
10750.00 7.3868e-11 5.4837e-05 6.8291e-01 3.1704e-01
11250.00 9.6032e-11 5.4560e-05 7.3137e-01 2.6857e-01
11750.00 8.5965e-11 4.0178e-05 7.3695e-01 2.6301e-01
12250.00 7.2676e-11 2.7732e-05 7.4689e-01 2.5308e-01
12750.00 9.3499e-11 2.8973e-05 7.3648e-01 2.6349e-01
13250.00 6.1017e-11 2.0029e-05 7.2403e-01 2.7595e-01
13750.00 6.3711e-11 2.0212e-05 7.0721e-01 2.9277e-01
14250.00 5.5591e-11 1.9122e-05 7.0120e-01 2.9878e-01
14750.00 6.2093e-11 1.8717e-05 6.6517e-01 3.3482e-01
15250.00 4.5199e-11 1.5772e-05 6.7413e-01 3.2585e-01
15750.00 5.3739e-11 1.8303e-05 6.7812e-01 3.2186e-01
16250.00 3.8364e-11 1.3199e-05 6.4803e-01 3.5195e-01
16750.00 4.4052e-11 1.4175e-05 6.5753e-01 3.4245e-01
17250.00 4.0662e-11 1.3053e-05 6.1464e-01 3.8534e-01
17750.00 3.4469e-11 1.0502e-05 6.0690e-01 3.9309e-01
18250.00 3.1607e-11 9.3052e-06 5.7531e-01 4.2468e-01
18750.00 2.6450e-11 8.0869e-06 5.5719e-01 4.4280e-01
19250.00 2.3581e-11 7.1128e-06 5.3115e-01 4.6884e-01
19750.00 2.4250e-11 6.8891e-06 5.1751e-01 4.8248e-01
20250.00 3.0805e-11 8.9052e-06 4.8263e-01 5.1736e-01
20750.00 2.3198e-11 6.4194e-06 4.5655e-01 5.4344e-01
21250.00 2.0253e-11 5.3861e-06 4.1962e-01 5.8038e-01
21750.00 3.0168e-11 7.8870e-06 3.9822e-01 6.0177e-01
22250.00 2.5783e-11 6.2922e-06 3.9080e-01 6.0920e-01
22750.00 2.0077e-11 5.1785e-06 3.6282e-01 6.3718e-01
23250.00 2.2963e-11 5.8468e-06 3.5758e-01 6.4242e-01
23750.00 1.3484e-11 3.7466e-06 3.1128e-01 6.8871e-01
24250.00 1.1703e-11 3.5364e-06 2.8494e-01 7.1505e-01
24750.00 9.0874e-12 3.0959e-06 2.5427e-01 7.4573e-01
25250.00 6.3278e-12 2.1217e-06 2.3200e-01 7.6800e-01
25750.00 3.7147e-12 1.3746e-06 2.0410e-01 7.9590e-01
26250.00 2.8384e-12 1.1078e-06 1.8340e-01 8.1659e-01
26750.00 1.8317e-12 7.0629e-07 1.7087e-01 8.2913e-01
27250.00 1.6364e-12 7.3387e-07 1.4892e-01 8.5108e-01
27750.00 1.0673e-12 4.7746e-07 1.2578e-01 8.7422e-01
28250.00 9.1701e-13 4.9485e-07 1.0751e-01 8.9249e-01
28750.00 6.9485e-13 3.8716e-07 9.3558e-02 9.0644e-01
29250.00 4.2312e-13 2.8185e-07 8.1465e-02 9.1853e-01
