#NTIMES: 4
#NWAVE: 10000
#TIMES[d]: 5.0 10.0 15.0 20.0
#wavelength[Ang] flux_t0[erg/s/Ang] flux_t1[erg/s/Ang] ... flux_tn[erg/s/Ang]
1.894137E+03 2.652170E+38 1.044533E+39 7.975128E+38 9.170353E+38
1.893437E+03 2.677290E+38 1.047592E+39 7.977167E+38 9.172892E+38
1.892739E+03 2.701469E+38 1.051009E+39 8.006257E+38 9.188528E+38
1.892040E+03 2.726093E+38 1.053913E+39 8.033029E+38 9.211613E+38
1.891342E+03 2.750444E+38 1.056942E+39 8.040393E+38 9.189550E+38
1.890645E+03 2.773588E+38 1.059933E+39 8.064458E+38 9.227406E+38
1.889948E+03 2.796383E+38 1.062679E+39 8.080582E+38 9.250019E+38
1.889252E+03 2.818446E+38 1.065478E+39 8.127828E+38 9.305258E+38
1.888556E+03 2.840938E+38 1.068013E+39 8.178692E+38 9.375697E+38
1.887861E+03 2.863261E+38 1.070381E+39 8.231846E+38 9.430231E+38
1.887166E+03 2.884927E+38 1.072944E+39 8.233757E+38 9.454313E+38
1.886472E+03 2.907034E+38 1.075320E+39 8.210145E+38 9.407982E+38
1.885778E+03 2.927773E+38 1.077501E+39 8.177163E+38 9.326836E+38
1.885085E+03 2.948108E+38 1.080017E+39 8.187989E+38 9.276221E+38
1.884393E+03 2.968489E+38 1.082055E+39 8.196603E+38 9.231481E+38
1.883700E+03 2.986784E+38 1.083886E+39 8.220788E+38 9.235539E+38
1.883009E+03 3.006174E+38 1.085956E+39 8.222708E+38 9.252605E+38
1.882318E+03 3.023951E+38 1.087508E+39 8.237508E+38 9.295433E+38
1.881627E+03 3.042213E+38 1.089322E+39 8.236779E+38 9.341956E+38
1.880937E+03 3.059515E+38 1.091266E+39 8.247469E+38 9.361611E+38
1.880247E+03 3.075706E+38 1.092725E+39 8.237742E+38 9.321350E+38
1.879558E+03 3.092009E+38 1.094093E+39 8.246195E+38 9.310893E+38
1.878869E+03 3.108240E+38 1.095478E+39 8.286697E+38 9.359180E+38
1.878181E+03 3.123587E+38 1.096791E+39 8.328702E+38 9.412513E+38
1.877494E+03 3.140762E+38 1.097838E+39 8.369186E+38 9.463817E+38
1.876806E+03 3.157504E+38 1.098863E+39 8.406440E+38 9.524102E+38
1.876120E+03 3.175067E+38 1.099976E+39 8.450121E+38 9.548956E+38
1.875434E+03 3.192760E+38 1.101040E+39 8.482384E+38 9.576943E+38
1.874748E+03 3.210710E+38 1.101811E+39 8.528255E+38 9.635368E+38
1.874063E+03 3.228434E+38 1.102687E+39 8.571744E+38 9.706417E+38
1.873378E+03 3.246349E+38 1.103581E+39 8.609829E+38 9.744981E+38
1.872694E+03 3.262628E+38 1.104293E+39 8.669522E+38 9.773581E+38
1.872011E+03 3.279476E+38 1.104772E+39 8.690400E+38 9.831820E+38
1.871328E+03 3.295078E+38 1.105257E+39 8.711895E+38 9.875051E+38
1.870645E+03 3.310293E+38 1.105599E+39 8.746382E+38 9.904181E+38
1.869963E+03 3.325488E+38 1.105924E+39 8.794410E+38 9.952245E+38
1.869281E+03 3.340037E+38 1.106127E+39 8.834771E+38 9.991444E+38
1.868600E+03 3.355023E+38 1.106432E+39 8.895749E+38 1.003186E+39
1.867919E+03 3.368857E+38 1.106544E+39 8.918286E+38 1.008433E+39
1.867239E+03 3.382668E+38 1.106665E+39 8.928755E+38 1.013736E+39
1.866560E+03 3.396219E+38 1.107002E+39 9.002600E+38 1.019660E+39
1.865881E+03 3.409033E+38 1.107300E+39 9.039997E+38 1.025516E+39
1.865202E+03 3.421837E+38 1.107418E+39 9.082122E+38 1.030966E+39
1.864524E+03 3.433657E+38 1.107333E+39 9.117526E+38 1.036093E+39
1.863846E+03 3.445227E+38 1.107258E+39 9.164775E+38 1.047720E+39
1.863169E+03 3.456327E+38 1.107247E+39 9.168730E+38 1.048759E+39
1.862492E+03 3.467740E+38 1.107413E+39 9.219547E+38 1.055369E+39
1.861816E+03 3.477937E+38 1.107488E+39 9.271469E+38 1.063881E+39
1.861140E+03 3.488092E+38 1.107425E+39 9.324163E+38 1.070351E+39
1.860465E+03 3.497572E+38 1.107077E+39 9.373715E+38 1.074985E+39
1.859790E+03 3.506595E+38 1.106941E+39 9.442759E+38 1.081180E+39
1.859116E+03 3.515551E+38 1.106943E+39 9.487835E+38 1.085340E+39
1.858442E+03 3.524764E+38 1.106597E+39 9.509070E+38 1.094518E+39
1.857769E+03 3.531810E+38 1.106437E+39 9.558965E+38 1.096990E+39
1.857096E+03 3.539684E+38 1.106138E+39 9.619240E+38 1.104711E+39
1.856424E+03 3.546909E+38 1.105958E+39 9.658033E+38 1.112928E+39
1.855752E+03 3.553504E+38 1.105853E+39 9.717635E+38 1.117210E+39
1.855081E+03 3.560164E+38 1.105382E+39 9.725662E+38 1.122306E+39
1.854410E+03 3.566034E+38 1.105147E+39 9.723337E+38 1.125157E+39
1.853740E+03 3.572088E+38 1.104876E+39 9.711890E+38 1.128700E+39
1.853070E+03 3.577088E+38 1.104374E+39 9.734353E+38 1.126614E+39
1.852401E+03 3.580410E+38 1.103359E+39 9.744831E+38 1.127546E+39
1.851732E+03 3.584091E+38 1.102425E+39 9.735869E+38 1.126446E+39
1.851063E+03 3.585784E+38 1.101070E+39 9.761451E+38 1.133198E+39
1.850396E+03 3.587813E+38 1.099659E+39 9.791006E+38 1.138720E+39
1.849728E+03 3.588177E+38 1.097784E+39 9.827082E+38 1.145966E+39
1.849061E+03 3.589446E+38 1.096389E+39 9.855207E+38 1.151824E+39
1.848395E+03 3.589433E+38 1.094496E+39 9.889336E+38 1.156422E+39
1.847729E+03 3.589228E+38 1.092324E+39 9.905342E+38 1.159151E+39
1.847063E+03 3.588636E+38 1.090309E+39 9.932073E+38 1.163314E+39
1.846398E+03 3.587308E+38 1.088190E+39 9.960780E+38 1.167915E+39
1.845734E+03 3.586159E+38 1.085878E+39 9.970414E+38 1.173588E+39
1.845070E+03 3.584606E+38 1.084330E+39 9.953695E+38 1.172777E+39
1.844406E+03 3.581870E+38 1.082086E+39 9.921620E+38 1.168197E+39
1.843743E+03 3.579186E+38 1.079252E+39 9.900694E+38 1.166970E+39
1.843080E+03 3.576793E+38 1.077027E+39 9.858444E+38 1.165454E+39
1.842418E+03 3.573582E+38 1.074540E+39 9.840800E+38 1.162658E+39
1.841756E+03 3.570394E+38 1.072099E+39 9.820245E+38 1.158457E+39
1.841095E+03 3.567581E+38 1.070231E+39 9.797907E+38 1.152480E+39
1.840434E+03 3.562537E+38 1.067167E+39 9.803149E+38 1.152756E+39
1.839774E+03 3.559107E+38 1.064571E+39 9.842425E+38 1.156359E+39
1.839114E+03 3.553932E+38 1.061830E+39 9.859515E+38 1.159505E+39
1.838455E+03 3.549831E+38 1.058921E+39 9.859459E+38 1.161193E+39
1.837796E+03 3.545851E+38 1.056477E+39 9.852221E+38 1.157540E+39
1.837138E+03 3.539432E+38 1.053558E+39 9.826604E+38 1.153602E+39
1.836480E+03 3.534513E+38 1.050384E+39 9.797390E+38 1.152984E+39
1.835822E+03 3.528926E+38 1.047943E+39 9.769926E+38 1.151492E+39
1.835165E+03 3.523332E+38 1.045119E+39 9.760399E+38 1.153533E+39
1.834509E+03 3.517402E+38 1.041779E+39 9.768032E+38 1.154945E+39
1.833853E+03 3.509848E+38 1.038807E+39 9.747023E+38 1.157991E+39
1.833197E+03 3.504165E+38 1.035908E+39 9.699565E+38 1.153663E+39
1.832542E+03 3.497031E+38 1.032901E+39 9.632148E+38 1.145814E+39
1.831888E+03 3.489659E+38 1.029696E+39 9.571190E+38 1.137234E+39
1.831234E+03 3.481487E+38 1.026660E+39 9.506062E+38 1.129766E+39
1.830580E+03 3.474957E+38 1.023468E+39 9.454216E+38 1.120681E+39
1.829927E+03 3.466579E+38 1.019313E+39 9.410134E+38 1.112376E+39
1.829274E+03 3.458408E+38 1.016270E+39 9.358165E+38 1.105219E+39
1.828622E+03 3.449535E+38 1.013270E+39 9.302245E+38 1.097264E+39
1.827970E+03 3.439948E+38 1.009992E+39 9.233385E+38 1.090038E+39
1.827318E+03 3.431764E+38 1.005658E+39 9.154130E+38 1.081982E+39
1.826668E+03 3.423487E+38 1.002051E+39 9.082277E+38 1.071094E+39
1.826017E+03 3.413760E+38 9.991737E+38 8.999376E+38 1.063525E+39
1.825367E+03 3.404596E+38 9.951013E+38 8.924154E+38 1.054186E+39
1.824718E+03 3.395133E+38 9.918883E+38 8.838050E+38 1.045055E+39
1.824069E+03 3.385527E+38 9.884112E+38 8.752522E+38 1.035381E+39
1.823420E+03 3.375750E+38 9.841017E+38 8.644013E+38 1.024874E+39
1.822772E+03 3.364921E+38 9.805225E+38 8.529731E+38 1.014286E+39
1.822124E+03 3.354524E+38 9.761478E+38 8.438617E+38 1.000114E+39
1.821477E+03 3.344471E+38 9.727543E+38 8.331479E+38 9.888762E+38
1.820830E+03 3.335384E+38 9.686103E+38 8.237431E+38 9.777491E+38
1.820184E+03 3.325175E+38 9.646643E+38 8.158403E+38 9.673943E+38
1.819538E+03 3.312845E+38 9.602913E+38 8.100552E+38 9.575759E+38
1.818893E+03 3.303286E+38 9.565122E+38 8.019514E+38 9.488770E+38
1.818248E+03 3.291917E+38 9.521949E+38 7.978853E+38 9.382422E+38
1.817603E+03 3.280904E+38 9.474596E+38 7.961000E+38 9.342335E+38
1.816959E+03 3.269063E+38 9.437523E+38 7.933829E+38 9.309808E+38
1.816316E+03 3.257869E+38 9.390097E+38 7.916879E+38 9.272954E+38
1.815673E+03 3.244649E+38 9.349493E+38 7.851127E+38 9.225931E+38
1.815030E+03 3.233468E+38 9.302012E+38 7.788426E+38 9.110980E+38
1.814388E+03 3.222998E+38 9.260333E+38 7.724844E+38 9.027313E+38
1.813746E+03 3.209787E+38 9.212545E+38 7.657464E+38 8.942503E+38
1.813105E+03 3.198989E+38 9.169485E+38 7.586409E+38 8.866655E+38
1.812464E+03 3.184509E+38 9.122190E+38 7.520456E+38 8.803841E+38
1.811824E+03 3.173671E+38 9.075302E+38 7.447828E+38 8.738700E+38
1.811184E+03 3.160653E+38 9.027756E+38 7.382491E+38 8.682658E+38
1.810545E+03 3.149558E+38 8.979902E+38 7.324186E+38 8.594739E+38
1.809906E+03 3.135477E+38 8.931868E+38 7.243958E+38 8.524349E+38
1.809267E+03 3.122430E+38 8.884966E+38 7.160329E+38 8.439299E+38
1.808629E+03 3.110587E+38 8.835843E+38 7.061898E+38 8.366228E+38
1.807991E+03 3.096802E+38 8.789234E+38 6.983173E+38 8.267935E+38
1.807354E+03 3.084017E+38 8.739708E+38 6.906576E+38 8.148490E+38
1.806717E+03 3.070316E+38 8.689401E+38 6.825563E+38 8.024141E+38
1.806081E+03 3.057206E+38 8.641898E+38 6.746120E+38 7.915974E+38
1.805445E+03 3.044390E+38 8.593422E+38 6.664018E+38 7.818105E+38
1.804810E+03 3.029405E+38 8.546196E+38 6.588194E+38 7.754846E+38
1.804175E+03 3.017413E+38 8.489218E+38 6.522475E+38 7.707832E+38
1.803540E+03 3.002773E+38 8.439197E+38 6.451954E+38 7.653559E+38
1.802906E+03 2.988160E+38 8.390546E+38 6.379883E+38 7.602924E+38
1.802273E+03 2.975923E+38 8.337190E+38 6.295824E+38 7.534948E+38
1.801639E+03 2.960372E+38 8.286206E+38 6.197991E+38 7.442030E+38
1.801007E+03 2.946409E+38 8.233386E+38 6.091490E+38 7.342533E+38
1.800374E+03 2.932338E+38 8.180722E+38 5.981563E+38 7.254090E+38
1.799743E+03 2.917210E+38 8.131791E+38 5.891121E+38 7.146689E+38
1.799111E+03 2.902651E+38 8.079250E+38 5.803905E+38 7.030490E+38
1.798480E+03 2.888196E+38 8.028809E+38 5.705294E+38 6.905521E+38
1.797850E+03 2.873538E+38 7.975823E+38 5.613039E+38 6.794311E+38
1.797220E+03 2.858235E+38 7.918848E+38 5.527721E+38 6.709562E+38
1.796590E+03 2.844522E+38 7.869156E+38 5.446773E+38 6.622131E+38
1.795961E+03 2.827789E+38 7.814127E+38 5.356586E+38 6.535058E+38
1.795332E+03 2.811096E+38 7.759347E+38 5.262669E+38 6.456594E+38
1.794704E+03 2.795780E+38 7.703192E+38 5.162718E+38 6.395966E+38
1.794076E+03 2.780727E+38 7.648782E+38 5.055599E+38 6.322375E+38
1.793449E+03 2.764526E+38 7.593666E+38 4.960061E+38 6.251769E+38
1.792822E+03 2.748953E+38 7.538366E+38 4.857632E+38 6.160182E+38
1.792195E+03 2.732539E+38 7.478516E+38 4.761998E+38 6.066704E+38
1.791569E+03 2.717270E+38 7.421595E+38 4.673085E+38 5.967727E+38
1.790943E+03 2.700415E+38 7.359672E+38 4.588436E+38 5.890666E+38
1.790318E+03 2.684332E+38 7.300851E+38 4.505610E+38 5.818497E+38
1.789693E+03 2.667323E+38 7.240440E+38 4.436274E+38 5.751485E+38
1.789069E+03 2.649802E+38 7.185158E+38 4.370153E+38 5.682528E+38
1.788445E+03 2.634481E+38 7.124027E+38 4.305614E+38 5.611394E+38
1.787821E+03 2.617539E+38 7.059812E+38 4.222490E+38 5.545550E+38
1.787198E+03 2.599796E+38 6.999570E+38 4.147649E+38 5.482785E+38
1.786576E+03 2.583820E+38 6.936652E+38 4.063763E+38 5.421186E+38
1.785953E+03 2.565754E+38 6.877151E+38 3.993274E+38 5.356039E+38
1.785332E+03 2.548775E+38 6.814710E+38 3.937170E+38 5.295850E+38
1.784710E+03 2.531123E+38 6.746977E+38 3.877432E+38 5.237563E+38
1.784089E+03 2.513822E+38 6.689879E+38 3.820971E+38 5.171840E+38
1.783469E+03 2.496019E+38 6.624431E+38 3.755309E+38 5.113822E+38
1.782849E+03 2.479548E+38 6.558346E+38 3.695034E+38 5.061095E+38
1.782229E+03 2.460723E+38 6.493522E+38 3.636168E+38 5.002977E+38
1.781610E+03 2.443484E+38 6.429200E+38 3.588355E+38 4.954657E+38
1.780991E+03 2.425281E+38 6.362677E+38 3.533299E+38 4.902671E+38
1.780373E+03 2.406979E+38 6.289635E+38 3.488982E+38 4.844964E+38
1.779755E+03 2.388027E+38 6.228644E+38 3.443647E+38 4.791989E+38
1.779138E+03 2.371767E+38 6.158317E+38 3.393952E+38 4.727704E+38
1.778521E+03 2.352909E+38 6.090395E+38 3.347594E+38 4.682154E+38
1.777904E+03 2.336497E+38 6.022724E+38 3.300766E+38 4.641094E+38
1.777288E+03 2.317860E+38 5.950718E+38 3.261009E+38 4.583089E+38
1.776672E+03 2.301024E+38 5.886527E+38 3.213518E+38 4.548085E+38
1.776057E+03 2.282824E+38 5.816063E+38 3.173989E+38 4.517835E+38
1.775442E+03 2.265106E+38 5.748857E+38 3.138701E+38 4.483862E+38
1.774828E+03 2.247946E+38 5.677613E+38 3.099039E+38 4.446246E+38
1.774214E+03 2.229683E+38 5.607958E+38 3.062181E+38 4.409042E+38
1.773600E+03 2.210939E+38 5.534261E+38 3.019061E+38 4.365052E+38
1.772987E+03 2.193152E+38 5.462465E+38 2.967788E+38 4.336642E+38
1.772374E+03 2.173584E+38 5.395925E+38 2.924333E+38 4.290270E+38
1.771762E+03 2.155243E+38 5.321973E+38 2.891833E+38 4.250285E+38
1.771150E+03 2.138865E+38 5.243127E+38 2.858464E+38 4.204268E+38
1.770538E+03 2.119773E+38 5.176877E+38 2.825138E+38 4.168493E+38
1.769927E+03 2.100553E+38 5.104166E+38 2.795762E+38 4.125929E+38
1.769317E+03 2.080457E+38 5.031844E+38 2.758968E+38 4.077923E+38
1.768706E+03 2.062419E+38 4.953442E+38 2.725040E+38 4.038661E+38
1.768096E+03 2.043276E+38 4.881893E+38 2.696379E+38 3.983370E+38
1.767487E+03 2.025482E+38 4.808797E+38 2.667180E+38 3.940163E+38
1.766878E+03 2.005444E+38 4.728098E+38 2.643707E+38 3.901314E+38
1.766270E+03 1.985984E+38 4.653235E+38 2.617952E+38 3.863494E+38
1.765661E+03 1.965998E+38 4.580604E+38 2.583368E+38 3.820203E+38
1.765054E+03 1.946515E+38 4.502763E+38 2.553442E+38 3.767338E+38
1.764446E+03 1.927023E+38 4.425757E+38 2.523720E+38 3.739226E+38
1.763840E+03 1.907476E+38 4.350657E+38 2.497305E+38 3.712422E+38
1.763233E+03 1.886996E+38 4.273108E+38 2.468346E+38 3.684796E+38
1.762627E+03 1.866936E+38 4.204751E+38 2.442175E+38 3.654663E+38
1.762021E+03 1.846305E+38 4.154196E+38 2.414186E+38 3.628766E+38
1.761416E+03 1.825582E+38 4.101685E+38 2.390631E+38 3.606164E+38
1.760811E+03 1.805645E+38 4.062596E+38 2.367547E+38 3.585626E+38
1.760207E+03 1.785575E+38 4.023811E+38 2.347474E+38 3.562403E+38
1.759603E+03 1.764579E+38 3.988773E+38 2.329641E+38 3.537022E+38
1.758999E+03 1.745238E+38 3.950700E+38 2.315187E+38 3.519128E+38
1.758396E+03 1.723319E+38 3.918064E+38 2.296176E+38 3.489234E+38
1.757794E+03 1.702211E+38 3.887361E+38 2.270561E+38 3.469963E+38
1.757191E+03 1.680354E+38 3.856051E+38 2.248639E+38 3.445145E+38
1.756589E+03 1.658605E+38 3.823994E+38 2.226011E+38 3.421485E+38
1.755988E+03 1.637681E+38 3.793425E+38 2.204217E+38 3.402254E+38
1.755387E+03 1.616326E+38 3.758543E+38 2.185572E+38 3.380803E+38
1.754786E+03 1.594009E+38 3.728248E+38 2.166273E+38 3.367214E+38
1.754186E+03 1.573543E+38 3.700167E+38 2.147822E+38 3.346889E+38
1.753586E+03 1.552551E+38 3.673683E+38 2.130396E+38 3.332692E+38
1.752987E+03 1.530296E+38 3.645619E+38 2.115448E+38 3.312212E+38
1.752388E+03 1.508498E+38 3.619469E+38 2.097075E+38 3.291452E+38
1.751789E+03 1.486197E+38 3.592445E+38 2.084374E+38 3.278889E+38
1.751191E+03 1.463800E+38 3.565807E+38 2.066433E+38 3.263524E+38
1.750593E+03 1.442018E+38 3.538055E+38 2.053897E+38 3.247981E+38
1.749996E+03 1.419551E+38 3.513023E+38 2.036300E+38 3.226999E+38
1.749399E+03 1.396792E+38 3.486051E+38 2.020271E+38 3.205881E+38
1.748802E+03 1.373096E+38 3.464624E+38 2.008768E+38 3.189571E+38
1.748206E+03 1.350414E+38 3.435075E+38 1.995769E+38 3.171215E+38
1.747610E+03 1.327131E+38 3.412641E+38 1.983724E+38 3.158451E+38
1.747015E+03 1.305291E+38 3.383770E+38 1.976893E+38 3.146290E+38
1.746420E+03 1.281599E+38 3.362632E+38 1.963756E+38 3.127752E+38
1.745825E+03 1.258539E+38 3.334772E+38 1.951654E+38 3.109933E+38
1.745231E+03 1.235638E+38 3.307197E+38 1.940399E+38 3.095406E+38
1.744637E+03 1.211719E+38 3.282152E+38 1.932460E+38 3.075539E+38
1.744044E+03 1.188718E+38 3.254413E+38 1.918189E+38 3.060307E+38
1.743451E+03 1.164811E+38 3.223376E+38 1.909834E+38 3.063260E+38
1.742859E+03 1.141550E+38 3.196166E+38 1.898546E+38 3.052507E+38
1.742267E+03 1.116989E+38 3.161947E+38 1.890974E+38 3.047760E+38
1.741675E+03 1.093804E+38 3.135250E+38 1.879929E+38 3.029355E+38
1.741083E+03 1.074506E+38 3.101416E+38 1.870589E+38 3.014635E+38
1.740493E+03 1.056285E+38 3.071121E+38 1.862859E+38 2.999341E+38
1.739902E+03 1.040620E+38 3.037131E+38 1.853439E+38 2.983234E+38
1.739312E+03 1.024321E+38 3.008862E+38 1.844210E+38 2.968076E+38
1.738722E+03 1.009973E+38 2.971360E+38 1.835300E+38 2.962496E+38
1.738133E+03 9.947839E+37 2.933587E+38 1.825938E+38 2.951394E+38
1.737544E+03 9.802732E+37 2.898973E+38 1.812811E+38 2.933102E+38
1.736955E+03 9.673011E+37 2.858756E+38 1.802652E+38 2.925513E+38
1.736367E+03 9.542485E+37 2.821823E+38 1.791546E+38 2.916864E+38
1.735780E+03 9.410710E+37 2.783224E+38 1.779959E+38 2.903323E+38
1.735192E+03 9.271959E+37 2.745426E+38 1.774752E+38 2.892900E+38
1.734605E+03 9.144249E+37 2.705475E+38 1.765408E+38 2.878769E+38
1.734019E+03 9.020091E+37 2.674066E+38 1.759665E+38 2.856631E+38
1.733433E+03 8.900438E+37 2.652769E+38 1.751692E+38 2.846044E+38
1.732847E+03 8.777178E+37 2.630982E+38 1.744464E+38 2.823476E+38
1.732262E+03 8.665021E+37 2.613937E+38 1.732782E+38 2.815062E+38
1.731677E+03 8.559776E+37 2.590914E+38 1.723528E+38 2.810733E+38
1.731092E+03 8.455819E+37 2.576449E+38 1.711518E+38 2.799979E+38
1.730508E+03 8.348232E+37 2.559040E+38 1.704431E+38 2.790811E+38
1.729924E+03 8.251906E+37 2.542266E+38 1.698527E+38 2.766704E+38
1.729341E+03 8.150336E+37 2.527521E+38 1.689247E+38 2.744611E+38
1.728758E+03 8.051498E+37 2.507448E+38 1.680231E+38 2.725895E+38
1.728175E+03 7.961754E+37 2.483361E+38 1.672388E+38 2.700081E+38
1.727593E+03 7.864478E+37 2.460184E+38 1.664713E+38 2.674335E+38
1.727011E+03 7.766890E+37 2.440144E+38 1.656906E+38 2.654445E+38
1.726430E+03 7.679949E+37 2.426670E+38 1.647985E+38 2.625749E+38
1.725849E+03 7.597598E+37 2.411470E+38 1.643146E+38 2.604241E+38
1.725268E+03 7.504995E+37 2.394464E+38 1.632497E+38 2.592922E+38
1.724688E+03 7.426226E+37 2.376752E+38 1.622060E+38 2.584687E+38
1.724108E+03 7.340103E+37 2.361897E+38 1.613360E+38 2.565360E+38
1.723529E+03 7.255385E+37 2.352596E+38 1.605475E+38 2.553443E+38
1.722950E+03 7.177983E+37 2.337847E+38 1.596207E+38 2.530398E+38
1.722371E+03 7.099947E+37 2.323848E+38 1.588884E+38 2.512641E+38
1.721793E+03 7.021880E+37 2.309022E+38 1.583555E+38 2.493071E+38
1.721215E+03 6.957911E+37 2.293903E+38 1.580889E+38 2.479877E+38
1.720637E+03 6.900364E+37 2.278894E+38 1.576288E+38 2.461051E+38
1.720060E+03 6.823032E+37 2.264437E+38 1.569300E+38 2.443973E+38
1.719483E+03 6.756072E+37 2.248278E+38 1.565032E+38 2.427527E+38
1.718907E+03 6.678917E+37 2.230895E+38 1.564252E+38 2.409625E+38
1.718331E+03 6.594591E+37 2.216196E+38 1.554802E+38 2.386580E+38
1.717756E+03 6.532043E+37 2.201875E+38 1.554670E+38 2.367899E+38
1.717180E+03 6.460737E+37 2.186767E+38 1.548442E+38 2.344249E+38
1.716606E+03 6.399082E+37 2.175065E+38 1.539836E+38 2.328629E+38
1.716031E+03 6.335178E+37 2.157281E+38 1.529355E+38 2.318779E+38
1.715457E+03 6.272177E+37 2.146469E+38 1.524545E+38 2.298060E+38
1.714883E+03 6.207796E+37 2.136901E+38 1.516146E+38 2.284358E+38
1.714310E+03 6.147713E+37 2.124378E+38 1.509961E+38 2.268774E+38
1.713737E+03 6.071620E+37 2.109645E+38 1.502331E+38 2.250941E+38
1.713165E+03 6.010199E+37 2.094059E+38 1.498453E+38 2.236153E+38
1.712593E+03 5.963988E+37 2.083369E+38 1.490718E+38 2.221878E+38
1.712021E+03 5.903656E+37 2.071474E+38 1.482247E+38 2.203924E+38
1.711450E+03 5.859431E+37 2.059807E+38 1.472079E+38 2.180526E+38
1.710879E+03 5.812228E+37 2.045611E+38 1.460603E+38 2.166957E+38
1.710308E+03 5.760911E+37 2.033116E+38 1.448773E+38 2.146572E+38
1.709738E+03 5.727684E+37 2.022872E+38 1.435524E+38 2.123247E+38
1.709168E+03 5.686896E+37 2.013606E+38 1.422796E+38 2.102920E+38
1.708599E+03 5.640876E+37 2.004739E+38 1.410619E+38 2.085489E+38
1.708029E+03 5.590963E+37 1.990405E+38 1.403911E+38 2.065476E+38
1.707461E+03 5.555867E+37 1.980679E+38 1.393206E+38 2.041326E+38
1.706892E+03 5.513875E+37 1.967452E+38 1.383619E+38 2.019430E+38
1.706324E+03 5.476848E+37 1.952823E+38 1.375563E+38 1.993299E+38
1.705757E+03 5.442206E+37 1.936665E+38 1.359859E+38 1.973637E+38
1.705190E+03 5.405155E+37 1.925061E+38 1.350120E+38 1.946866E+38
1.704623E+03 5.362719E+37 1.910502E+38 1.336897E+38 1.922495E+38
1.704057E+03 5.327110E+37 1.893294E+38 1.329225E+38 1.894400E+38
1.703490E+03 5.295953E+37 1.879360E+38 1.317016E+38 1.866661E+38
1.702925E+03 5.259442E+37 1.867120E+38 1.308443E+38 1.837238E+38
1.702359E+03 5.229796E+37 1.857040E+38 1.297685E+38 1.815888E+38
1.701795E+03 5.195134E+37 1.838750E+38 1.287964E+38 1.800605E+38
1.701230E+03 5.166934E+37 1.825958E+38 1.279044E+38 1.779881E+38
1.700666E+03 5.135923E+37 1.811700E+38 1.267571E+38 1.761708E+38
1.700102E+03 5.104266E+37 1.795447E+38 1.258547E+38 1.741495E+38
1.699539E+03 5.075045E+37 1.779669E+38 1.247752E+38 1.719838E+38
1.698976E+03 5.056381E+37 1.765778E+38 1.237589E+38 1.698931E+38
1.698413E+03 5.023608E+37 1.750138E+38 1.226449E+38 1.677849E+38
1.697851E+03 4.987227E+37 1.737866E+38 1.213605E+38 1.655290E+38
1.697289E+03 4.956769E+37 1.724081E+38 1.202085E+38 1.629444E+38
1.696727E+03 4.926980E+37 1.710138E+38 1.191666E+38 1.601094E+38
1.696166E+03 4.891113E+37 1.695656E+38 1.178974E+38 1.577135E+38
1.695605E+03 4.874571E+37 1.677034E+38 1.165960E+38 1.554075E+38
1.695045E+03 4.846130E+37 1.663764E+38 1.154232E+38 1.535227E+38
1.694484E+03 4.825102E+37 1.651411E+38 1.142698E+38 1.524708E+38
1.693925E+03 4.804368E+37 1.638743E+38 1.126056E+38 1.507426E+38
1.693365E+03 4.776530E+37 1.622036E+38 1.113964E+38 1.492808E+38
1.692806E+03 4.748554E+37 1.608730E+38 1.103158E+38 1.475362E+38
1.692248E+03 4.721715E+37 1.596590E+38 1.091388E+38 1.460189E+38
1.691690E+03 4.709028E+37 1.583732E+38 1.080205E+38 1.443856E+38
1.691132E+03 4.680377E+37 1.572860E+38 1.068625E+38 1.426376E+38
1.690574E+03 4.652950E+37 1.554052E+38 1.055583E+38 1.413064E+38
1.690017E+03 4.632758E+37 1.538848E+38 1.043204E+38 1.397818E+38
1.689460E+03 4.613001E+37 1.525739E+38 1.030259E+38 1.379286E+38
1.688904E+03 4.602215E+37 1.508550E+38 1.017807E+38 1.363554E+38
1.688348E+03 4.577351E+37 1.492716E+38 1.005909E+38 1.350671E+38
1.687792E+03 4.549520E+37 1.477929E+38 9.928857E+37 1.329640E+38
1.687237E+03 4.541228E+37 1.461097E+38 9.800527E+37 1.317793E+38
1.686682E+03 4.512035E+37 1.446412E+38 9.667296E+37 1.305104E+38
1.686127E+03 4.490520E+37 1.433424E+38 9.546205E+37 1.287686E+38
1.685573E+03 4.458592E+37 1.419517E+38 9.400226E+37 1.273960E+38
1.685019E+03 4.441130E+37 1.405725E+38 9.277171E+37 1.260350E+38
1.684466E+03 4.418874E+37 1.388686E+38 9.132800E+37 1.245404E+38
1.683913E+03 4.395893E+37 1.373766E+38 9.008841E+37 1.232411E+38
1.683360E+03 4.378375E+37 1.358700E+38 8.892559E+37 1.216765E+38
1.682808E+03 4.361911E+37 1.344816E+38 8.771737E+37 1.201736E+38
1.682256E+03 4.332572E+37 1.332026E+38 8.654052E+37 1.186370E+38
1.681704E+03 4.308525E+37 1.317881E+38 8.562815E+37 1.175375E+38
1.681153E+03 4.294820E+37 1.302632E+38 8.452793E+37 1.160917E+38
1.680602E+03 4.278215E+37 1.287692E+38 8.325285E+37 1.150026E+38
1.680051E+03 4.252069E+37 1.271959E+38 8.227905E+37 1.135841E+38
1.679501E+03 4.234968E+37 1.257454E+38 8.093841E+37 1.118949E+38
