#NTIMES: 110 
#TIMES[d]: 2.04 2.11 2.19 2.28 2.36 2.45 2.54 2.64 2.74 2.84 2.95 3.06 3.17 3.29 3.41 3.54 3.68 3.81 3.96 4.11 4.26 4.42 4.59 4.76 4.94 5.12 5.32 5.52 5.72 5.94 6.16 6.39 6.63 6.88 7.14 7.41 7.69 7.98 8.28 8.59 8.91 9.25 9.59 9.95 10.33 10.71 11.12 11.54 11.97 12.42 12.88 13.37 13.87 14.39 14.93 15.49 16.08 16.68 17.31 17.96 18.63 19.33 20.06 20.81 21.59 22.41 23.25 24.12 25.03 25.97 26.94 27.96 29.01 30.10 31.23 32.40 33.62 34.88 36.19 37.55 38.96 40.43 41.95 43.52 45.16 46.86 48.62 50.44 52.34 54.30 56.35 58.46 60.66 62.94 65.30 67.76 70.30 72.94 75.69 78.53 81.48 84.54 87.72 91.01 94.43 97.98 101.66 105.48 109.45 113.56 117.83 
#NSTAGES: 5 
#
#TIME: 2.04 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
27750.00 5031.12 9.17e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 4605.34 7.62e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 4853.57 6.44e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 4196.13 5.40e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 3500.00 4.52e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 6010.46 3.82e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 5003.64 3.13e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 3500.00 2.75e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 3500.00 2.19e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 3500.00 1.82e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 3500.00 1.53e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 3500.00 1.27e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 3500.00 1.11e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 3500.00 8.94e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 3500.00 7.50e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 3500.00 6.28e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 3500.00 5.15e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 3500.00 4.31e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 3500.00 3.57e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 3500.00 2.92e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 3500.00 2.43e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 3500.00 2.02e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 3500.00 1.67e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 3500.00 1.41e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 3500.00 1.20e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 4.26 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 72226.80 2.71e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 69759.40 2.29e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 67507.50 1.93e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 64515.30 1.63e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 61648.60 1.36e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 59687.70 1.14e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 57056.60 9.51e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 54456.90 7.82e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 52133.40 6.38e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 49845.50 5.17e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 47490.30 4.21e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 45440.10 3.48e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 43932.60 2.91e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 32817.40 2.15e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 36532.00 1.87e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 34553.70 1.73e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 35722.30 1.57e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 34347.20 1.40e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 30487.50 1.24e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 31198.60 1.05e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 24766.70 8.19e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 22293.50 6.39e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 18087.10 4.94e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 16156.10 3.46e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 14263.80 2.66e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 12747.10 2.08e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 11491.30 1.69e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 10444.50 1.41e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 9810.24 1.18e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 9150.20 9.82e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 8758.36 8.13e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 8468.24 6.61e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 8029.44 5.25e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 7563.08 4.02e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 7420.97 3.18e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 7444.22 2.48e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 6979.06 2.00e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 6905.32 1.68e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 6636.12 1.38e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 7633.37 1.15e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 7154.24 9.62e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 6290.05 8.08e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 6358.51 6.79e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 7935.42 5.71e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 6091.79 4.80e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 7124.61 4.04e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 7572.23 3.39e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 5506.44 2.85e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 4597.54 2.39e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 7641.89 2.02e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 5371.67 1.68e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 5149.58 1.42e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 3500.00 1.18e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 4956.25 9.88e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 5497.40 8.30e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 4661.54 6.97e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 6513.99 5.89e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 3500.00 4.83e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 5853.32 4.18e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 3500.00 3.36e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 3500.00 2.79e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 3500.00 2.40e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 3500.00 1.95e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 6665.59 1.65e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 3500.00 1.37e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 3500.00 1.15e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 3500.00 9.60e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 3500.00 7.97e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 3500.00 6.70e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 3500.00 5.58e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 3500.00 4.60e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 3500.00 3.90e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 3500.00 3.24e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 3500.00 2.72e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 3500.00 2.27e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 3500.00 1.89e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 3500.00 1.56e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 3500.00 1.31e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 3500.00 1.10e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 4.42 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 70643.50 2.42e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 68231.50 2.05e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 65928.70 1.73e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 63175.80 1.45e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 60326.50 1.22e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 58389.20 1.02e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 55839.10 8.44e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 53274.50 6.90e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 51011.60 5.61e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 48743.70 4.55e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 46530.80 3.73e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 44711.80 3.10e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 43239.40 2.60e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 37064.10 1.87e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 35183.80 1.67e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 33341.80 1.54e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 34737.30 1.39e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 33234.80 1.24e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 28024.70 1.10e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 17701.20 8.96e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 17608.80 6.92e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 16522.00 5.34e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 16118.20 3.87e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 14469.30 2.94e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 13373.30 2.31e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 12401.20 1.84e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 11374.40 1.51e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 10325.50 1.26e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 9813.25 1.06e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 9246.94 8.84e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 8704.44 7.35e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 8357.69 6.05e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 8088.53 4.85e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 7661.50 3.79e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 7255.67 2.94e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 7157.97 2.35e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 7167.80 1.83e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 7044.95 1.52e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 6459.53 1.23e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 6558.85 1.03e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 6103.51 8.63e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 6133.08 7.24e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 6250.10 6.08e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 5399.25 5.11e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 5782.74 4.29e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 6476.49 3.61e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 4243.69 3.03e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 5715.17 2.55e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 4893.56 2.14e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 5793.24 1.81e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 5494.34 1.50e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 4519.59 1.27e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 6336.23 1.07e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 5122.80 8.87e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 3500.00 7.39e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 6019.13 6.30e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 6941.70 5.35e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 3500.00 4.48e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 3500.00 3.75e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 3500.00 3.05e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 3500.00 2.61e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 3500.00 2.15e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 3500.00 1.80e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 3500.00 1.51e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 3500.00 1.26e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 3500.00 1.06e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 3500.00 8.99e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 3500.00 7.43e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 3500.00 6.21e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 3500.00 5.18e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 3500.00 4.35e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 3500.00 3.60e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 3500.00 3.00e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 3500.00 2.50e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 3500.00 2.07e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 3500.00 1.73e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 3500.00 1.45e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 3500.00 1.19e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 3500.00 1.00e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 4.59 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 69147.90 2.17e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 66645.40 1.84e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 64557.50 1.55e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 61809.50 1.30e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 59032.50 1.09e+12 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 57149.10 9.06e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 54621.80 7.47e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 52127.00 6.08e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 49905.20 4.93e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 47696.90 4.02e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 45624.00 3.32e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 43913.40 2.77e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 42517.40 2.32e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 37625.00 1.65e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 34218.00 1.49e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 32546.50 1.38e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 33939.50 1.24e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 32020.90 1.11e+11 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 28347.20 9.81e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 28305.50 8.20e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 22667.00 6.33e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 19779.30 4.96e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 16574.90 3.68e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 15007.90 2.66e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 13436.80 2.06e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 12043.20 1.64e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 10939.00 1.35e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 10110.90 1.13e+10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 9495.46 9.43e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 9083.66 7.87e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 8632.89 6.51e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 8289.79 5.29e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 7881.81 4.18e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 7561.75 3.30e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 7374.47 2.53e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 6974.43 2.00e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 7053.13 1.62e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 7014.49 1.34e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 5654.99 1.10e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 6481.57 9.25e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 6267.96 7.73e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 5923.00 6.48e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 5121.17 5.45e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 5152.27 4.58e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 5301.02 3.85e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 7356.93 3.24e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 6166.40 2.72e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 7052.35 2.29e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 5317.76 1.92e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 5732.62 1.62e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 7770.51 1.36e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 6904.68 1.14e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 3500.00 9.59e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 6181.62 8.06e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 3500.00 6.73e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 3500.00 5.64e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 3500.00 4.70e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 3500.00 3.95e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 3500.00 3.29e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 4906.62 2.76e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 3500.00 2.32e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 4170.47 2.03e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 3500.00 1.61e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 7000.00 1.40e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 3500.00 1.13e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 6331.52 9.50e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 3500.00 7.90e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
