#NTIMES: 110 
#TIMES[d]: 2.04 2.11 2.19 2.28 2.36 2.45 2.54 2.64 2.74 2.84 2.95 3.06 3.17 3.29 3.41 3.54 3.68 3.81 3.96 4.11 4.26 4.42 4.59 4.76 4.94 5.12 5.32 5.52 5.72 5.94 6.16 6.39 6.63 6.88 7.14 7.41 7.69 7.98 8.28 8.59 8.91 9.25 9.59 9.95 10.33 10.71 11.12 11.54 11.97 12.42 12.88 13.37 13.87 14.39 14.93 15.49 16.08 16.68 17.31 17.96 18.63 19.33 20.06 20.81 21.59 22.41 23.25 24.12 25.03 25.97 26.94 27.96 29.01 30.10 31.23 32.40 33.62 34.88 36.19 37.55 38.96 40.43 41.95 43.52 45.16 46.86 48.62 50.44 52.34 54.30 56.35 58.46 60.66 62.94 65.30 67.76 70.30 72.94 75.69 78.53 81.48 84.54 87.72 91.01 94.43 97.98 101.66 105.48 109.45 113.56 117.83 
#NSTAGES: 5 
#
#TIME: 2.04 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
1750.00 23124.40 6.69e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 23065.10 5.63e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 22742.10 4.72e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 22437.70 3.96e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 21205.20 3.29e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 19058.00 2.64e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 18308.90 2.04e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 18263.00 1.52e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 18580.10 1.17e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 19106.20 9.56e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 19300.80 8.07e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 17375.70 7.04e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 15504.70 6.34e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 14317.60 5.70e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 13459.90 5.09e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 12767.90 4.55e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 12273.80 4.04e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 11802.70 3.54e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 11347.30 3.02e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 10927.40 2.41e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 10827.50 1.73e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 10961.30 1.28e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 10996.40 1.06e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 11054.90 8.83e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 11128.40 7.41e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 11170.00 6.24e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 11237.80 5.24e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 11337.60 4.40e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 11466.30 3.71e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 11560.40 3.12e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 11633.10 2.62e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 11724.20 2.21e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 11868.50 1.86e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 11957.70 1.56e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 12159.30 1.31e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 12345.70 1.11e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 12515.40 9.30e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 12697.00 7.83e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 12849.60 6.59e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 13042.20 5.54e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 13231.90 4.66e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 13403.30 3.92e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 13601.80 3.30e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 13802.30 2.78e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 14038.90 2.34e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 14227.10 1.97e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 14489.20 1.65e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 14734.70 1.39e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 14991.00 1.17e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 15285.00 9.85e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 15578.90 8.29e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 15878.00 6.97e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 16186.80 5.87e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 16396.00 4.93e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 16860.20 4.15e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 17173.00 3.50e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 17568.50 2.94e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 17969.50 2.47e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 18360.60 2.08e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 18764.50 1.72e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 19371.90 1.47e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 19727.80 1.24e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 20260.30 1.04e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 20715.90 8.78e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 21300.20 7.39e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 21888.70 6.21e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 22483.50 5.23e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 23295.60 4.40e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 23832.00 3.70e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 24654.80 3.11e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 25590.20 2.62e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 26375.10 2.20e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 27164.20 1.85e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 28247.00 1.56e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 29341.80 1.31e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 30495.10 1.10e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 31827.10 9.28e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 23.25 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 21819.10 8.37e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 21966.30 7.09e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 22228.80 5.98e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 22049.70 5.02e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 21083.30 4.20e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 20606.40 3.50e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 19160.30 2.85e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 18237.70 2.21e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 18091.10 1.66e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 18381.20 1.27e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 18899.40 1.02e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 19444.70 8.51e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 19655.30 7.20e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 17564.80 6.29e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 15611.70 5.63e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 14345.40 5.05e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 13433.40 4.54e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 12744.70 4.07e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 12206.80 3.61e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 11703.50 3.15e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 11157.30 2.63e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 10871.90 2.05e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 10874.10 1.43e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 11051.80 1.13e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 11067.60 9.39e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 11128.70 7.88e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 11116.30 6.64e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 11214.90 5.57e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 11313.10 4.69e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 11269.40 3.94e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 11566.20 3.32e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 11661.00 3.03e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 11764.70 2.35e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 11899.70 1.98e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 11968.10 1.66e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 12081.10 1.40e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 12354.60 1.18e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 12479.90 9.90e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 12646.10 8.33e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 12812.90 7.01e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 12988.30 5.90e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 13126.90 4.96e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 13326.20 4.17e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 13579.90 3.51e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 13777.60 2.95e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 14020.00 2.49e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 14246.60 2.09e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 14466.50 1.76e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 14747.40 1.48e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 14974.90 1.25e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 15274.30 1.05e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 15506.30 8.82e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 15823.10 7.42e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 16111.20 6.24e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 16448.90 5.25e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 16743.90 4.42e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 17099.90 3.72e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 17490.60 3.13e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 17854.80 2.63e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 18297.00 2.22e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 18676.80 1.86e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 19219.70 1.57e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 19590.20 1.32e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 20070.90 1.11e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 20570.50 9.34e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 21092.30 7.86e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 21699.10 6.61e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 22373.50 5.56e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 23008.80 4.68e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 23684.10 3.94e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 24443.00 3.29e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 25308.80 2.79e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 26150.20 2.34e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 27046.70 1.97e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 28184.00 1.66e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 29096.60 1.39e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 30347.80 1.17e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 31634.80 9.87e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 33024.50 8.32e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 24.12 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 20849.80 7.48e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 20818.50 6.32e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 20768.20 5.32e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 20301.40 4.45e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 19179.80 3.68e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 18952.80 3.03e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 18119.60 2.39e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 17946.80 1.79e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 18210.80 1.38e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 18687.70 1.10e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 19239.40 9.07e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 19771.80 7.61e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 19937.90 6.43e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 17729.80 5.62e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 15645.20 5.00e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 14377.80 4.49e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 13441.00 4.05e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 12677.50 3.63e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 12103.90 3.22e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 11459.60 2.78e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 10856.60 2.26e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 10748.00 1.70e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 10913.70 1.24e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 11104.80 1.02e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 11156.10 8.60e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 11190.00 7.05e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 11268.50 6.11e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 11286.70 4.98e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 11310.40 4.19e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 11326.00 3.53e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 11650.90 2.97e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 11739.30 2.50e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 11774.50 2.10e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 11901.40 1.77e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 11968.60 1.49e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 12271.80 1.25e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 12486.30 1.05e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 12650.40 8.86e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 12803.40 7.46e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 13002.40 6.27e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 13170.90 5.28e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 13346.90 4.44e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 13545.70 3.74e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 13732.40 3.14e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 13934.30 2.64e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 14205.60 2.23e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 14423.40 1.87e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 14635.40 1.58e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 14910.30 1.33e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 15183.10 1.12e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 15455.60 9.38e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 15744.50 7.90e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 16013.10 6.64e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 16364.80 5.59e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 16678.50 4.70e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 16976.70 3.96e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 17377.00 3.33e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 17755.10 2.80e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 18159.20 2.36e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 18568.60 1.98e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 18969.50 1.67e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 19468.00 1.40e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 19972.80 1.18e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 20468.90 9.94e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 21057.10 8.36e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 21592.70 7.04e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 22221.60 5.92e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 22898.70 4.98e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 23585.60 4.19e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 24309.30 3.53e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 25055.90 2.97e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 25942.60 2.50e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 26785.20 2.10e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 27843.30 1.77e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 28811.40 1.49e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 30160.20 1.25e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 31278.50 1.05e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 32606.50 8.83e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 34142.20 7.43e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 25.03 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 19198.80 6.65e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 19174.50 5.61e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 19125.40 4.71e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 18499.80 3.89e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 17808.00 3.14e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 17828.90 2.54e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 17732.70 1.94e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 17959.30 1.47e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 18415.50 1.18e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 19007.10 9.67e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 19583.10 8.10e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 20021.80 6.81e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 20191.30 5.76e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 17848.70 5.01e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 15713.20 4.45e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
