#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 290
#vel_mid[km/s] Fe0 Fe1 Fe2 Fe3 Fe4 Fe5 Fe6 Fe7
2.987500E+04 0 0 0 0 0 0 0 0
2.992500E+04 0 0 0 0 0 0 0 0
2.997500E+04 0 0 0 0 0 0 0 0
3.002500E+04 0 0 0 0 0 0 0 0
3.007500E+04 0 0 0 0 0 0 0 0
3.012500E+04 0 0 0 0 0 0 0 0
3.017500E+04 0 0 0 0 0 0 0 0
3.022500E+04 0 0 0 0 0 0 0 0
3.027500E+04 0 0 0 0 0 0 0 0
3.032500E+04 0 0 0 0 0 0 0 0
3.037500E+04 0 0 0 0 0 0 0 0
3.042500E+04 0 0 0 0 0 0 0 0
3.047500E+04 0 0 0 0 0 0 0 0
3.052500E+04 0 0 0 0 0 0 0 0
3.057500E+04 0 0 0 0 0 0 0 0
3.062500E+04 0 0 0 0 0 0 0 0
3.067500E+04 0 0 0 0 0 0 0 0
3.072500E+04 0 0 0 0 0 0 0 0
3.077500E+04 0 0 0 0 0 0 0 0
3.082500E+04 0 0 0 0 0 0 0 0
3.087500E+04 0 0 0 0 0 0 0 0
3.092500E+04 0 0 0 0 0 0 0 0
3.097500E+04 0 0 0 0 0 0 0 0
3.102500E+04 0 0 0 0 0 0 0 0
3.107500E+04 0 0 0 0 0 0 0 0
3.112500E+04 0 0 0 0 0 0 0 0
3.117500E+04 0 0 0 0 0 0 0 0
3.122500E+04 0 0 0 0 0 0 0 0
3.127500E+04 0 0 0 0 0 0 0 0
3.132500E+04 0 0 0 0 0 0 0 0
3.137500E+04 0 0 0 0 0 0 0 0
3.142500E+04 0 0 0 0 0 0 0 0
3.147500E+04 0 0 0 0 0 0 0 0
3.152500E+04 0 0 0 0 0 0 0 0
3.157500E+04 0 0 0 0 0 0 0 0
3.162500E+04 0 0 0 0 0 0 0 0
3.167500E+04 0 0 0 0 0 0 0 0
3.172500E+04 0 0 0 0 0 0 0 0
3.177500E+04 0 0 0 0 0 0 0 0
3.182500E+04 0 0 0 0 0 0 0 0
3.187500E+04 0 0 0 0 0 0 0 0
3.192500E+04 0 0 0 0 0 0 0 0
3.197500E+04 0 0 0 0 0 0 0 0
