#NTIMES: 108
#time[d] Lbol[erg/s] Edep[erg/s] 
2.037028e+00 1.017225e+40 5.984940e+44 
2.112455e+00 2.287172e+40 3.856967e+43 
2.190675e+00 4.909370e+40 3.827541e+43 
2.271792e+00 8.576455e+40 3.800169e+43 
2.355913e+00 1.511100e+41 3.773608e+43 
2.443148e+00 2.013844e+41 3.744000e+43 
2.533613e+00 2.714697e+41 3.700207e+43 
2.627428e+00 3.187482e+41 3.675711e+43 
2.724717e+00 3.841364e+41 3.642307e+43 
2.825608e+00 4.417587e+41 3.612670e+43 
2.930235e+00 5.405805e+41 3.582976e+43 
3.038736e+00 6.170757e+41 3.538535e+43 
3.151255e+00 7.122056e+41 3.504390e+43 
3.267940e+00 8.217113e+41 3.471397e+43 
3.388946e+00 9.309140e+41 3.430874e+43 
3.514432e+00 1.025256e+42 3.398258e+43 
3.644565e+00 1.186654e+42 3.355114e+43 
3.779516e+00 1.338131e+42 3.312086e+43 
3.919465e+00 1.500294e+42 3.278599e+43 
4.064595e+00 1.698503e+42 3.232134e+43 
4.215100e+00 1.880907e+42 3.187686e+43 
4.371177e+00 2.088825e+42 3.151373e+43 
4.533034e+00 2.314860e+42 3.099154e+43 
4.700883e+00 2.559706e+42 3.062306e+43 
4.874948e+00 2.816203e+42 3.008913e+43 
5.055458e+00 3.079144e+42 2.960896e+43 
5.242653e+00 3.371559e+42 2.921844e+43 
5.436778e+00 3.651628e+42 2.870575e+43 
5.638092e+00 3.991382e+42 2.823770e+43 
5.846861e+00 4.329723e+42 2.773386e+43 
6.063359e+00 4.682607e+42 2.724567e+43 
6.287873e+00 5.015900e+42 2.673471e+43 
6.520702e+00 5.447625e+42 2.625329e+43 
6.762152e+00 5.821465e+42 2.569054e+43 
7.012541e+00 6.216635e+42 2.517054e+43 
7.272203e+00 6.661085e+42 2.463719e+43 
7.541479e+00 7.115273e+42 2.410596e+43 
7.820726e+00 7.521411e+42 2.360476e+43 
8.110313e+00 8.022470e+42 2.304225e+43 
8.410623e+00 8.423580e+42 2.250325e+43 
8.722052e+00 8.866230e+42 2.192172e+43 
9.045013e+00 9.341179e+42 2.137551e+43 
9.379933e+00 9.802632e+42 2.085344e+43 
9.727255e+00 1.028232e+43 2.030404e+43 
1.008744e+01 1.066256e+43 1.974439e+43 
1.046096e+01 1.108673e+43 1.917355e+43 
1.084831e+01 1.148718e+43 1.861545e+43 
1.125000e+01 1.188105e+43 1.806749e+43 
1.166656e+01 1.222771e+43 1.752257e+43 
1.209856e+01 1.256797e+43 1.695655e+43 
1.254655e+01 1.287110e+43 1.643593e+43 
1.301112e+01 1.314357e+43 1.587257e+43 
1.349289e+01 1.337265e+43 1.534622e+43 
1.399251e+01 1.350305e+43 1.480323e+43 
1.451063e+01 1.363060e+43 1.427170e+43 
1.504793e+01 1.371052e+43 1.375059e+43 
1.560513e+01 1.370457e+43 1.323734e+43 
1.618296e+01 1.371041e+43 1.271386e+43 
1.678218e+01 1.358063e+43 1.219867e+43 
1.740360e+01 1.346795e+43 1.172903e+43 
1.804802e+01 1.327724e+43 1.123876e+43 
1.871630e+01 1.301494e+43 1.076641e+43 
1.940933e+01 1.273547e+43 1.029796e+43 
2.012802e+01 1.236231e+43 9.862003e+42 
2.087333e+01 1.198490e+43 9.413100e+42 
2.164623e+01 1.153858e+43 8.992562e+42 
2.244774e+01 1.107758e+43 8.567489e+42 
2.327894e+01 1.055161e+43 8.172653e+42 
2.414092e+01 1.001631e+43 7.766924e+42 
2.503481e+01 9.411376e+42 7.406680e+42 
2.596181e+01 8.801808e+42 7.043396e+42 
2.692312e+01 8.174815e+42 6.703467e+42 
2.792004e+01 7.579986e+42 6.358835e+42 
2.895387e+01 6.986557e+42 6.035032e+42 
3.002597e+01 6.456385e+42 5.737086e+42 
3.113778e+01 5.994715e+42 5.429284e+42 
3.229075e+01 5.595416e+42 5.155468e+42 
3.348642e+01 5.269850e+42 4.885853e+42 
3.472636e+01 4.991984e+42 4.616044e+42 
3.601222e+01 4.757866e+42 4.367290e+42 
3.734568e+01 4.560287e+42 4.123880e+42 
3.872852e+01 4.348581e+42 3.898710e+42 
4.016256e+01 4.171489e+42 3.678852e+42 
4.164970e+01 3.981857e+42 3.465223e+42 
4.319192e+01 3.794755e+42 3.267541e+42 
4.479123e+01 3.594653e+42 3.069321e+42 
4.644977e+01 3.383489e+42 2.889532e+42 
4.816972e+01 3.159060e+42 2.712298e+42 
4.995336e+01 2.916574e+42 2.538143e+42 
5.180304e+01 2.689637e+42 2.383806e+42 
5.372120e+01 2.447243e+42 2.229574e+42 
5.571040e+01 2.229691e+42 2.084592e+42 
5.777325e+01 2.041760e+42 1.945802e+42 
5.991249e+01 1.879430e+42 1.813726e+42 
6.213094e+01 1.740283e+42 1.689292e+42 
6.443153e+01 1.595913e+42 1.572478e+42 
6.681731e+01 1.482911e+42 1.458641e+42 
6.929144e+01 1.372206e+42 1.353566e+42 
7.185717e+01 1.257146e+42 1.255953e+42 
7.451791e+01 1.162693e+42 1.163362e+42 
7.727716e+01 1.073479e+42 1.074392e+42 
8.013859e+01 9.860531e+41 9.897158e+41 
8.310597e+01 9.135354e+41 9.138817e+41 
8.618323e+01 8.404361e+41 8.421025e+41 
8.937444e+01 7.705778e+41 7.735258e+41 
9.268381e+01 7.021451e+41 7.119175e+41 
9.611572e+01 6.463876e+41 6.534612e+41 
9.967470e+01 5.869159e+41 5.990455e+41 
