#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
2.5 6.88884e+40 3.72844e+43
3.5 3.11812e+41 3.42203e+43
4.5 8.69465e+41 3.14601e+43
5.5 1.63037e+42 2.89808e+43
6.5 2.72894e+42 2.67293e+43
7.5 4.07198e+42 2.47218e+43
8.5 5.38677e+42 2.28586e+43
9.5 6.67996e+42 2.11850e+43
10.5 7.99469e+42 1.96514e+43
11.5 9.17946e+42 1.81937e+43
12.5 1.01181e+43 1.68723e+43
13.5 1.09676e+43 1.56690e+43
14.5 1.15560e+43 1.45848e+43
15.5 1.20860e+43 1.35794e+43
16.5 1.23825e+43 1.26750e+43
17.5 1.25168e+43 1.18669e+43
18.5 1.24357e+43 1.10673e+43
19.5 1.23487e+43 1.04081e+43
20.5 1.20810e+43 9.77486e+42
21.5 1.17666e+43 9.22140e+42
22.5 1.14068e+43 8.68917e+42
23.5 1.10095e+43 8.19086e+42
24.5 1.05279e+43 7.77312e+42
25.5 1.00665e+43 7.33342e+42
26.5 9.57456e+42 7.00059e+42
27.5 8.97311e+42 6.64072e+42
28.5 8.41899e+42 6.31333e+42
29.5 7.83934e+42 6.01412e+42
30.5 7.33395e+42 5.74054e+42
31.5 6.80716e+42 5.47774e+42
32.5 6.37370e+42 5.24673e+42
33.5 5.95545e+42 5.01595e+42
34.5 5.63955e+42 4.81234e+42
35.5 5.35153e+42 4.59987e+42
36.5 5.05942e+42 4.41232e+42
37.5 4.84902e+42 4.25065e+42
38.5 4.67409e+42 4.08906e+42
39.5 4.50462e+42 3.93452e+42
40.5 4.36764e+42 3.76651e+42
41.5 4.24737e+42 3.64470e+42
42.5 4.12629e+42 3.48970e+42
43.5 4.03013e+42 3.35968e+42
44.5 3.94075e+42 3.26789e+42
45.5 3.81088e+42 3.15700e+42
46.5 3.70129e+42 3.02827e+42
47.5 3.57805e+42 2.92748e+42
48.5 3.43829e+42 2.80614e+42
49.5 3.31494e+42 2.72889e+42
50.5 3.20325e+42 2.64787e+42
51.5 3.06973e+42 2.55081e+42
52.5 2.93917e+42 2.45500e+42
53.5 2.80849e+42 2.37481e+42
54.5 2.67963e+42 2.30209e+42
55.5 2.55480e+42 2.20914e+42
56.5 2.45124e+42 2.16246e+42
57.5 2.29839e+42 2.07517e+42
58.5 2.17819e+42 2.00475e+42
59.5 2.06775e+42 1.95227e+42
60.5 1.95512e+42 1.88269e+42
61.5 1.85508e+42 1.84353e+42
62.5 1.76080e+42 1.76604e+42
63.5 1.70671e+42 1.73552e+42
64.5 1.64105e+42 1.68344e+42
65.5 1.58418e+42 1.61455e+42
66.5 1.52831e+42 1.56864e+42
67.5 1.49198e+42 1.51830e+42
68.5 1.44036e+42 1.47702e+42
69.5 1.40438e+42 1.42569e+42
70.5 1.36786e+42 1.39105e+42
71.5 1.32337e+42 1.34696e+42
72.5 1.26870e+42 1.31375e+42
73.5 1.23607e+42 1.27801e+42
74.5 1.20407e+42 1.23757e+42
75.5 1.18936e+42 1.20443e+42
76.5 1.14582e+42 1.17717e+42
77.5 1.12327e+42 1.13836e+42
78.5 1.08457e+42 1.10230e+42
79.5 1.06990e+42 1.07521e+42
80.5 1.02799e+42 1.04665e+42
81.5 1.00590e+42 1.00671e+42
82.5 9.88513e+41 9.92614e+41
83.5 9.55590e+41 9.55535e+41
84.5 9.31990e+41 9.32945e+41
85.5 8.99191e+41 9.13547e+41
86.5 8.89849e+41 8.94010e+41
87.5 8.68232e+41 8.68856e+41
88.5 8.51204e+41 8.39620e+41
89.5 8.25775e+41 8.21151e+41
90.5 8.08310e+41 8.08587e+41
91.5 7.98804e+41 7.82444e+41
92.5 7.68293e+41 7.60278e+41
93.5 7.52374e+41 7.43770e+41
94.5 7.37373e+41 7.23703e+41
95.5 7.14310e+41 7.07470e+41
96.5 7.04743e+41 6.93575e+41
97.5 6.84456e+41 6.80567e+41
98.5 6.77169e+41 6.51108e+41
99.5 6.53629e+41 6.30640e+41
100.5 6.33531e+41 6.21539e+41
101.5 6.26268e+41 6.05816e+41
102.5 6.16346e+41 5.92620e+41
103.5 6.00447e+41 5.81660e+41
104.5 5.88414e+41 5.74970e+41
105.5 5.77306e+41 5.55295e+41
106.5 5.65813e+41 5.44852e+41
107.5 5.58060e+41 5.25625e+41
108.5 5.47027e+41 5.17480e+41
109.5 5.36144e+41 5.06734e+41
110.5 5.16343e+41 4.98602e+41
111.5 5.12552e+41 4.88231e+41
112.5 4.97622e+41 4.70626e+41
113.5 4.89780e+41 4.65124e+41
114.5 4.81848e+41 4.58572e+41
115.5 4.82349e+41 4.52278e+41
116.5 4.70368e+41 4.35691e+41
117.5 4.51462e+41 4.28030e+41
118.5 4.51283e+41 4.14917e+41
119.5 4.39321e+41 4.10334e+41
120.5 4.32564e+41 3.97042e+41
121.5 4.22697e+41 3.89692e+41
122.5 4.26866e+41 3.88719e+41
123.5 4.13464e+41 3.78875e+41
124.5 4.02248e+41 3.70598e+41
125.5 4.01202e+41 3.61323e+41
126.5 3.90886e+41 3.55360e+41
127.5 3.84697e+41 3.44425e+41
128.5 3.78096e+41 3.39935e+41
129.5 3.68831e+41 3.33663e+41
130.5 3.63330e+41 3.18211e+41
131.5 3.56851e+41 3.21029e+41
132.5 3.55930e+41 3.14025e+41
133.5 3.46190e+41 3.06803e+41
134.5 3.41789e+41 3.02960e+41
135.5 3.28526e+41 2.93658e+41
136.5 3.24938e+41 2.88552e+41
137.5 3.20622e+41 2.84478e+41
138.5 3.12217e+41 2.78578e+41
139.5 3.11316e+41 2.74589e+41
140.5 2.98872e+41 2.70455e+41
141.5 2.91919e+41 2.62315e+41
142.5 2.91081e+41 2.61573e+41
143.5 2.84680e+41 2.54463e+41
144.5 2.78847e+41 2.46778e+41
145.5 2.70589e+41 2.49045e+41
146.5 2.64675e+41 2.40725e+41
147.5 2.56254e+41 2.36732e+41
148.5 2.55726e+41 2.31032e+41
149.5 2.49034e+41 2.28721e+41
150.5 2.44326e+41 2.25314e+41
151.5 2.34739e+41 2.20087e+41
152.5 2.31701e+41 2.15236e+41
153.5 2.27875e+41 2.14899e+41
154.5 2.21962e+41 2.08969e+41
155.5 2.15129e+41 2.06833e+41
156.5 2.12760e+41 2.04588e+41
157.5 2.08154e+41 2.00238e+41
158.5 2.02806e+41 1.96162e+41
159.5 2.01088e+41 1.93620e+41
160.5 2.00799e+41 1.89609e+41
161.5 1.95793e+41 1.87495e+41
