#NTIMES:     39
#NSTAGES:     5
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.191139E+04    1.0000E-99    7.1932E-06    1.4527E-01    8.5407E-01    6.5788E-04
    1.196310E+04    1.0000E-99    1.4077E-05    2.1099E-01    7.8866E-01    3.2789E-04
    1.200903E+04    1.0000E-99    2.5213E-05    2.8805E-01    7.1175E-01    1.6823E-04
    1.204957E+04    1.0000E-99    4.1382E-05    3.7030E-01    6.2957E-01    8.9259E-05
    1.208724E+04    1.0000E-99    6.4067E-05    4.5559E-01    5.4430E-01    4.7588E-05
    1.211780E+04    1.0000E-99    8.9519E-05    5.2768E-01    4.7220E-01    2.7767E-05
    1.214029E+04    1.0000E-99    1.1309E-04    5.8042E-01    4.1945E-01    1.8386E-05
    1.215784E+04    1.0000E-99    1.3467E-04    6.2044E-01    3.7941E-01    1.3216E-05
    1.217298E+04    1.0000E-99    1.5561E-04    6.5355E-01    3.4628E-01    9.9013E-06
    1.218654E+04    1.0000E-99    1.7632E-04    6.8189E-01    3.1793E-01    7.6216E-06
    1.220016E+04    1.0000E-99    1.9909E-04    7.0896E-01    2.9083E-01    5.8437E-06
    1.221368E+04    1.0000E-99    2.2359E-04    7.3422E-01    2.6555E-01    4.4847E-06
    1.222859E+04    1.0000E-99    2.5274E-04    7.6000E-01    2.3974E-01    3.3522E-06
    1.224457E+04    1.0000E-99    2.8657E-04    7.8532E-01    2.1439E-01    2.4555E-06
    1.225965E+04    1.0000E-99    3.2092E-04    8.0699E-01    1.9269E-01    1.8344E-06
    1.227256E+04    1.0000E-99    3.5185E-04    8.2370E-01    1.7594E-01    1.4362E-06
    1.228514E+04    1.0000E-99    3.8341E-04    8.3854E-01    1.6107E-01    1.1358E-06
    1.229683E+04    1.0000E-99    4.1425E-04    8.5123E-01    1.4836E-01    9.1484E-07
    1.232733E+04    1.0000E-99    4.9683E-04    8.7841E-01    1.2109E-01    5.4098E-07
    1.289197E+04    1.0000E-99    8.0188E-03    9.8973E-01    2.2551E-03    3.5972E-11
    1.402569E+04    1.0000E-99    6.4672E-01    3.5328E-01    2.0760E-07    4.1575E-20
    1.518573E+04    1.0000E-99    9.9880E-01    1.1970E-03    5.9749E-14    2.7025E-26
    1.632859E+04    1.0000E-99    9.9999E-01    1.3156E-05    5.3486E-19    3.8191E-28
    1.745157E+04    1.0000E-99    1.0000E+00    3.6972E-07    1.4479E-22    1.1123E-29
    1.855827E+04    1.0000E-99    1.0000E+00    1.4364E-08    9.2253E-23    4.3518E-31
    1.963325E+04    1.0000E-99    1.0000E+00    8.5647E-10    9.4949E-23    2.6304E-32
    2.068109E+04    1.0000E-99    1.0000E+00    9.7291E-11    9.7914E-23    3.0413E-33
    2.170537E+04    1.0000E-99    1.0000E+00    2.1337E-11    9.9919E-23    6.7271E-34
    2.269952E+04    1.0000E-99    1.0000E+00    6.4744E-12    1.0114E-22    2.0448E-34
    2.366536E+04    1.0000E-99    1.0000E+00    2.1874E-12    1.0196E-22    6.8995E-35
    2.460914E+04    1.0000E-99    1.0000E+00    8.0569E-13    1.0243E-22    2.5300E-35
    2.553354E+04    1.0000E-99    1.0000E+00    3.6901E-13    1.0282E-22    1.1541E-35
    2.644080E+04    1.0000E-99    1.0000E+00    2.2930E-13    1.0353E-22    7.1801E-36
    2.733350E+04    1.0000E-99    1.0000E+00    1.7851E-13    1.0460E-22    5.6266E-36
    2.821284E+04    1.0000E-99    1.0000E+00    1.5253E-13    1.0597E-22    4.8607E-36
    2.908138E+04    1.0000E-99    1.0000E+00    1.2692E-13    1.0770E-22    4.1078E-36
    2.994295E+04    1.0000E-99    1.0000E+00    9.6537E-14    1.0980E-22    3.1880E-36
    3.079959E+04    1.0000E-99    1.0000E+00    6.6796E-14    1.1219E-22    2.2576E-36
    3.165298E+04    1.0000E-99    1.0000E+00    4.4179E-14    1.1484E-22    1.5322E-36
    3.250461E+04    1.0000E-99    1.0000E+00    2.9476E-14    1.1758E-22    1.0490E-36
    3.335585E+04    1.0000E-99    1.0000E+00    2.1395E-14    1.2062E-22    7.8322E-37
    3.420806E+04    1.0000E-99    1.0000E+00    1.6239E-14    1.2354E-22    6.0982E-37
    3.506257E+04    1.0000E-99    1.0000E+00    1.3864E-14    1.2675E-22    5.3507E-37
    3.592077E+04    1.0000E-99    1.0000E+00    9.6643E-15    1.2898E-22    3.7867E-37
    3.678416E+04    1.0000E-99    1.0000E+00    8.4967E-15    1.3214E-22    3.4163E-37
    3.765440E+04    1.0000E-99    1.0000E+00    6.3214E-15    1.3437E-22    2.6020E-37
    3.853330E+04    1.0000E-99    1.0000E+00    6.3267E-15    1.3730E-22    2.7038E-37
    3.942287E+04    1.0000E-99    1.0000E+00    6.7832E-15    1.3907E-22    3.0165E-37
    4.030996E+04    1.0000E-99    1.0000E+00    8.9923E-15    1.4164E-22    4.1200E-37
    4.032500E+04    1.0000E-99    1.0000E+00    4.4763E-15    1.3850E-22    2.0075E-37
#TIME:     2.640
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    3.8728E-23    6.4709E-15    4.7638E-07    1.0000E+00
    1.038100E+03    1.0000E-99    3.8302E-23    6.4238E-15    4.7459E-07    1.0000E+00
    1.064301E+03    1.0000E-99    3.7287E-23    6.3103E-15    4.7042E-07    1.0000E+00
    1.116702E+03    1.0000E-99    3.5784E-23    6.1447E-15    4.6421E-07    1.0000E+00
    1.206152E+03    1.0000E-99    3.4069E-23    5.9640E-15    4.5734E-07    1.0000E+00
    1.302767E+03    1.0000E-99    3.3073E-23    5.8750E-15    4.5392E-07    1.0000E+00
    1.407121E+03    1.0000E-99    3.2664E-23    5.8645E-15    4.5355E-07    1.0000E+00
    1.519834E+03    1.0000E-99    3.2750E-23    5.9229E-15    4.5586E-07    1.0000E+00
    1.641575E+03    1.0000E-99    3.3287E-23    6.0467E-15    4.6070E-07    1.0000E+00
    1.773069E+03    1.0000E-99    3.4259E-23    6.2353E-15    4.6798E-07    1.0000E+00
    1.915095E+03    1.0000E-99    3.5663E-23    6.4898E-15    4.7766E-07    1.0000E+00
    2.068497E+03    1.0000E-99    3.7555E-23    6.8188E-15    4.8993E-07    1.0000E+00
    2.234188E+03    1.0000E-99    4.0018E-23    7.2355E-15    5.0512E-07    1.0000E+00
    2.413151E+03    1.0000E-99    4.3182E-23    7.7585E-15    5.2364E-07    1.0000E+00
    2.606449E+03    1.0000E-99    4.7278E-23    8.4206E-15    5.4632E-07    1.0000E+00
    2.815230E+03    1.0000E-99    5.2611E-23    9.2636E-15    5.7408E-07    1.0000E+00
    3.040735E+03    1.0000E-99    5.9665E-23    1.0352E-14    6.0829E-07    1.0000E+00
    3.284304E+03    1.0000E-99    6.9078E-23    1.1769E-14    6.5040E-07    1.0000E+00
    3.547383E+03    1.0000E-99    8.2058E-23    1.3666E-14    7.0336E-07    1.0000E+00
    3.831535E+03    1.0000E-99    1.0046E-22    1.6273E-14    7.7094E-07    1.0000E+00
    4.138448E+03    1.0000E-99    1.2716E-22    1.9929E-14    8.5792E-07    1.0000E+00
    4.469946E+03    1.0000E-99    1.6707E-22    2.5202E-14    9.7168E-07    1.0000E+00
    4.827997E+03    1.0000E-99    2.2768E-22    3.2944E-14    1.1213E-06    1.0000E+00
    5.214729E+03    1.0000E-99    3.2000E-22    4.4455E-14    1.3194E-06    1.0000E+00
    5.632438E+03    1.0000E-99    4.5478E-22    6.1368E-14    1.5805E-06    1.0000E+00
    6.083607E+03    1.0000E-99    6.2217E-22    8.4226E-14    1.9104E-06    1.0000E+00
    6.570916E+03    1.0000E-99    7.7042E-22    1.1051E-13    2.3009E-06    1.0000E+00
    7.097258E+03    1.0000E-99    1.2319E-21    1.7653E-13    3.0806E-06    1.0000E+00
    7.554349E+03    1.0000E-99    2.6633E-21    3.4842E-13    4.5734E-06    1.0000E+00
    7.979037E+03    1.0000E-99    7.1377E-21    8.0946E-13    7.3851E-06    9.9999E-01
    8.359021E+03    1.0000E-99    2.1347E-20    2.0417E-12    1.2460E-05    9.9999E-01
    8.725202E+03    1.0000E-99    7.5617E-20    5.8938E-12    2.2679E-05    9.9998E-01
    9.066818E+03    1.0000E-99    3.1016E-19    1.9093E-11    4.4092E-05    9.9996E-01
    9.371756E+03    1.0000E-99    1.4395E-18    6.8000E-11    9.0571E-05    9.9991E-01
    9.635018E+03    1.0000E-99    7.4400E-18    2.6172E-10    1.9464E-04    9.9981E-01
    9.859293E+03    1.0000E-99    4.2779E-17    1.0802E-09    4.3544E-04    9.9956E-01
    1.005686E+04    1.0000E-99    2.7199E-16    4.7598E-09    1.0110E-03    9.9899E-01
    1.024210E+04    1.0000E-99    1.9436E-15    2.2811E-08    2.4607E-03    9.9754E-01
    1.042365E+04    1.0000E-99    1.5553E-14    1.1865E-07    6.2767E-03    9.9372E-01
    1.060678E+04    1.0000E-99    1.4163E-13    6.7816E-07    1.6881E-02    9.8312E-01
    1.079059E+04    1.0000E-99    1.4631E-12    4.2363E-06    4.7433E-02    9.5256E-01
    1.096870E+04    1.0000E-99    1.6622E-11    2.8061E-05    1.3446E-01    8.6551E-01
    1.112507E+04    1.0000E-99    1.5415E-10    1.5358E-04    3.2174E-01    6.7811E-01
    1.128659E+04    1.0000E-99    1.2868E-09    7.2351E-04    6.1687E-01    3.8241E-01
    1.145992E+04    1.0000E-99    8.7775E-09    2.6649E-03    8.5776E-01    1.3957E-01
    1.162620E+04    1.0000E-99    4.6629E-08    7.7058E-03    9.5094E-01    4.1358E-02
    1.179818E+04    1.0000E-99    2.7284E-07    2.2681E-02    9.6748E-01    9.8415E-03
    1.195469E+04    1.0000E-99    1.5008E-06    6.2631E-02    9.3509E-01    2.2787E-03
    1.209940E+04    1.0000E-99    7.4778E-06    1.5825E-01    8.4124E-01    5.0219E-04
    1.225973E+04    1.0000E-99    3.5634E-05    3.6433E-01    6.3556E-01    8.2525E-05
    1.245090E+04    1.0000E-99    1.3989E-04    6.5716E-01    3.4269E-01    8.4223E-06
    1.267685E+04    1.0000E-99    4.5380E-04    8.8394E-01    1.1561E-01    4.1809E-07
    1.292092E+04    1.0000E-99    1.2124E-03    9.6761E-01    3.1177E-02    1.6168E-08
    1.319398E+04    1.0000E-99    3.1361E-03    9.8933E-01    7.5315E-03    5.3761E-10
    1.345982E+04    1.0000E-99    7.9644E-03    9.9023E-01    1.8061E-03    1.8253E-11
    1.374615E+04    1.0000E-99    2.2540E-02    9.7710E-01    3.5660E-04    4.0041E-13
    1.402369E+04    1.0000E-99    6.4616E-02    9.3532E-01    6.4040E-05    7.3206E-15
    1.433388E+04    1.0000E-99    2.0702E-01    7.9297E-01    7.1180E-06    5.0541E-17
    1.466238E+04    1.0000E-99    5.3512E-01    4.6488E-01    4.2654E-07    1.3328E-19
    1.498131E+04    1.0000E-99    8.2879E-01    1.7121E-01    1.7042E-08    2.6236E-22
    1.534675E+04    1.0000E-99    9.5857E-01    4.1428E-02    3.6878E-10    1.0899E-24
    1.580711E+04    1.0000E-99    9.9314E-01    6.8587E-03    3.6557E-12    1.5027E-25
    1.628127E+04    1.0000E-99    9.9876E-01    1.2409E-03    4.5419E-14    2.9240E-26
    1.695434E+04    1.0000E-99    9.9985E-01    1.4951E-04    1.8109E-16    4.0968E-27
    1.765184E+04    1.0000E-99    9.9998E-01    2.3087E-05    1.3331E-18    7.0239E-28
    1.835402E+04    1.0000E-99    1.0000E+00    4.2332E-06    1.5975E-20    1.3444E-28
    1.905417E+04    1.0000E-99    1.0000E+00    8.7952E-07    3.6753E-22    2.8377E-29
    1.976342E+04    1.0000E-99    1.0000E+00    2.0345E-07    1.0436E-22    6.6166E-30
    2.047515E+04    1.0000E-99    1.0000E+00    5.2615E-08    9.9547E-23    1.7222E-30
    2.119654E+04    1.0000E-99    1.0000E+00    1.5432E-08    1.0071E-22    5.0843E-31
    2.192922E+04    1.0000E-99    1.0000E+00    5.2521E-09    1.0207E-22    1.7419E-31
    2.266962E+04    1.0000E-99    1.0000E+00    2.0633E-09    1.0340E-22    6.8863E-32
    2.340853E+04    1.0000E-99    1.0000E+00    8.8021E-10    1.0465E-22    2.9526E-32
    2.415234E+04    1.0000E-99    1.0000E+00    3.7709E-10    1.0577E-22    1.2692E-32
    2.489979E+04    1.0000E-99    1.0000E+00    1.6396E-10    1.0678E-22    5.5318E-33
    2.564993E+04    1.0000E-99    1.0000E+00    7.5947E-11    1.0773E-22    2.5670E-33
    2.640070E+04    1.0000E-99    1.0000E+00    3.8432E-11    1.0858E-22    1.3004E-33
    2.714971E+04    1.0000E-99    1.0000E+00    2.1813E-11    1.0940E-22    7.3906E-34
    2.790051E+04    1.0000E-99    1.0000E+00    1.4223E-11    1.1040E-22    4.8411E-34
    2.865277E+04    1.0000E-99    1.0000E+00    1.0540E-11    1.1181E-22    3.6257E-34
    2.940630E+04    1.0000E-99    1.0000E+00    8.4092E-12    1.1372E-22    2.9438E-34
    3.016104E+04    1.0000E-99    1.0000E+00    6.8223E-12    1.1609E-22    2.4440E-34
    3.091707E+04    1.0000E-99    1.0000E+00    5.5079E-12    1.1877E-22    2.0260E-34
    3.167451E+04    1.0000E-99    1.0000E+00    4.5004E-12    1.2161E-22    1.7018E-34
    3.243199E+04    1.0000E-99    1.0000E+00    3.8267E-12    1.2448E-22    1.4871E-34
    3.319129E+04    1.0000E-99    1.0000E+00    3.3939E-12    1.2730E-22    1.3528E-34
    3.395348E+04    1.0000E-99    1.0000E+00    3.1052E-12    1.3002E-22    1.2666E-34
    3.471925E+04    1.0000E-99    1.0000E+00    2.8137E-12    1.3258E-22    1.1702E-34
    3.548963E+04    1.0000E-99    1.0000E+00    2.4933E-12    1.3500E-22    1.0540E-34
    3.626597E+04    1.0000E-99    1.0000E+00    2.0431E-12    1.3720E-22    8.7370E-35
    3.705001E+04    1.0000E-99    1.0000E+00    1.5616E-12    1.3934E-22    6.7278E-35
    3.784405E+04    1.0000E-99    1.0000E+00    1.0397E-12    1.4112E-22    4.4808E-35
    3.865127E+04    1.0000E-99    1.0000E+00    6.2132E-13    1.4285E-22    2.6609E-35
    3.947602E+04    1.0000E-99    1.0000E+00    3.1997E-13    1.4411E-22    1.3491E-35
    3.980193E+04    1.0000E-99    1.0000E+00    2.5504E-13    1.4602E-22    1.0682E-35
    4.001921E+04    1.0000E-99    1.0000E+00    2.1207E-13    1.4699E-22    8.8271E-36
    4.016406E+04    1.0000E-99    1.0000E+00    1.9054E-13    1.4685E-22    7.9030E-36
    4.026062E+04    1.0000E-99    1.0000E+00    1.7257E-13    1.4612E-22    7.1404E-36
    4.032436E+04    1.0000E-99    1.0000E+00    1.3557E-13    1.4437E-22    5.5699E-36
    4.032500E+04    1.0000E-99    1.0000E+00    1.3525E-13    1.4432E-22    5.5560E-36
#TIME:     2.900
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    4.0595E-23    7.0996E-15    4.9946E-07    1.0000E+00
    1.036090E+03    1.0000E-99    4.0451E-23    7.0837E-15    4.9873E-07    1.0000E+00
    1.058270E+03    1.0000E-99    3.9335E-23    6.9520E-15    4.9422E-07    1.0000E+00
    1.102630E+03    1.0000E-99    3.7910E-23    6.7869E-15    4.8834E-07    1.0000E+00
    1.188475E+03    1.0000E-99    3.6071E-23    6.5839E-15    4.8104E-07    1.0000E+00
    1.281003E+03    1.0000E-99    3.4967E-23    6.4784E-15    4.7727E-07    1.0000E+00
    1.380735E+03    1.0000E-99    3.4491E-23    6.4607E-15    4.7676E-07    1.0000E+00
    1.488232E+03    1.0000E-99    3.4548E-23    6.5206E-15    4.7916E-07    1.0000E+00
    1.604098E+03    1.0000E-99    3.5038E-23    6.6450E-15    4.8393E-07    1.0000E+00
    1.728985E+03    1.0000E-99    3.6026E-23    6.8460E-15    4.9149E-07    1.0000E+00
    1.863595E+03    1.0000E-99    3.7590E-23    7.1367E-15    5.0224E-07    1.0000E+00
    2.008685E+03    1.0000E-99    3.9785E-23    7.5263E-15    5.1632E-07    1.0000E+00
    2.165071E+03    1.0000E-99    4.2664E-23    8.0222E-15    5.3376E-07    1.0000E+00
    2.333632E+03    1.0000E-99    4.6370E-23    8.6453E-15    5.5496E-07    1.0000E+00
    2.515317E+03    1.0000E-99    5.1187E-23    9.4371E-15    5.8093E-07    1.0000E+00
    2.711146E+03    1.0000E-99    5.7445E-23    1.0443E-14    6.1254E-07    1.0000E+00
    2.922222E+03    1.0000E-99    6.5602E-23    1.1725E-14    6.5080E-07    1.0000E+00
    3.149731E+03    1.0000E-99    7.6465E-23    1.3389E-14    6.9772E-07    1.0000E+00
    3.394953E+03    1.0000E-99    9.1268E-23    1.5596E-14    7.5602E-07    1.0000E+00
    3.659267E+03    1.0000E-99    1.1197E-22    1.8592E-14    8.2951E-07    1.0000E+00
    3.944158E+03    1.0000E-99    1.4172E-22    2.2766E-14    9.2357E-07    1.0000E+00
    4.251230E+03    1.0000E-99    1.8536E-22    2.8696E-14    1.0449E-06    1.0000E+00
    4.582209E+03    1.0000E-99    2.5059E-22    3.7296E-14    1.2032E-06    1.0000E+00
    4.938956E+03    1.0000E-99    3.4825E-22    4.9885E-14    1.4099E-06    1.0000E+00
    5.323478E+03    1.0000E-99    4.9119E-22    6.8295E-14    1.6806E-06    1.0000E+00
    5.737936E+03    1.0000E-99    6.8177E-22    9.4125E-14    2.0289E-06    1.0000E+00
    6.184662E+03    1.0000E-99    8.8647E-22    1.2677E-13    2.4556E-06    1.0000E+00
    6.666168E+03    1.0000E-99    1.1671E-21    1.7493E-13    3.0545E-06    1.0000E+00
    7.185161E+03    1.0000E-99    2.1041E-21    3.0740E-13    4.3088E-06    1.0000E+00
    7.635023E+03    1.0000E-99    4.8937E-21    6.4476E-13    6.6197E-06    9.9999E-01
    8.081377E+03    1.0000E-99    1.4701E-20    1.6504E-12    1.1310E-05    9.9999E-01
    8.474997E+03    1.0000E-99    4.8420E-20    4.5096E-12    2.0007E-05    9.9998E-01
    8.846164E+03    1.0000E-99    1.8729E-19    1.3970E-11    3.7990E-05    9.9996E-01
    9.183382E+03    1.0000E-99    8.3769E-19    4.8421E-11    7.6958E-05    9.9992E-01
    9.480330E+03    1.0000E-99    4.3210E-18    1.8670E-10    1.6580E-04    9.9983E-01
    9.738900E+03    1.0000E-99    2.6226E-17    8.0670E-10    3.8123E-04    9.9962E-01
    9.968840E+03    1.0000E-99    1.8633E-16    3.8849E-09    9.3219E-04    9.9907E-01
    1.018319E+04    1.0000E-99    1.5191E-15    2.0661E-08    2.4102E-03    9.9759E-01
    1.039299E+04    1.0000E-99    1.4006E-14    1.2017E-07    6.5568E-03    9.9344E-01
    1.058371E+04    1.0000E-99    1.1768E-13    6.4423E-07    1.7017E-02    9.8298E-01
    1.077563E+04    1.0000E-99    1.1148E-12    3.7614E-06    4.6073E-02    9.5392E-01
    1.096375E+04    1.0000E-99    1.1808E-11    2.3637E-05    1.2719E-01    8.7278E-01
    1.114542E+04    1.0000E-99    1.2711E-10    1.4524E-04    3.2397E-01    6.7589E-01
    1.132918E+04    1.0000E-99    1.1560E-09    7.2685E-04    6.3311E-01    3.6617E-01
    1.150599E+04    1.0000E-99    6.9905E-09    2.4639E-03    8.5727E-01    1.4027E-01
    1.169668E+04    1.0000E-99    4.0355E-08    7.5153E-03    9.5364E-01    3.8842E-02
    1.187886E+04    1.0000E-99    2.2360E-07    2.1413E-02    9.6897E-01    9.6133E-03
    1.207025E+04    1.0000E-99    1.4606E-06    6.5592E-02    9.3250E-01    1.9081E-03
    1.225730E+04    1.0000E-99    8.0706E-06    1.7545E-01    8.2417E-01    3.7139E-04
    1.247388E+04    1.0000E-99    3.9335E-05    4.0383E-01    5.9608E-01    5.4688E-05
    1.269912E+04    1.0000E-99    1.4448E-04    6.9108E-01    3.0877E-01    5.4235E-06
    1.297407E+04    1.0000E-99    4.5605E-04    9.0012E-01    9.9428E-02    2.5013E-07
    1.326902E+04    1.0000E-99    1.1620E-03    9.7134E-01    2.7495E-02    1.0485E-08
    1.358420E+04    1.0000E-99    2.9732E-03    9.9035E-01    6.6719E-03    3.5285E-10
    1.390438E+04    1.0000E-99    7.7742E-03    9.9071E-01    1.5173E-03    1.0550E-11
    1.422474E+04    1.0000E-99    2.0893E-02    9.7878E-01    3.2232E-04    2.7371E-13
    1.452051E+04    1.0000E-99    5.3858E-02    9.4607E-01    6.9085E-05    7.4633E-15
    1.483624E+04    1.0000E-99    1.4871E-01    8.5128E-01    1.1093E-05    1.1291E-16
    1.518451E+04    1.0000E-99    3.9178E-01    6.0822E-01    1.0554E-06    6.7764E-19
    1.558657E+04    1.0000E-99    7.4407E-01    2.5593E-01    4.2283E-08    1.1047E-21
    1.600010E+04    1.0000E-99    9.2716E-01    7.2842E-02    1.1981E-09    2.9550E-24
    1.648136E+04    1.0000E-99    9.8436E-01    1.5645E-02    2.1593E-11    3.5161E-25
    1.705607E+04    1.0000E-99    9.9719E-01    2.8055E-03    2.5594E-13    6.5941E-26
    1.769220E+04    1.0000E-99    9.9948E-01    5.1670E-04    3.0105E-15    1.3413E-26
    1.837370E+04    1.0000E-99    9.9989E-01    1.1117E-04    5.0660E-17    3.2427E-27
    1.907428E+04    1.0000E-99    9.9997E-01    2.8127E-05    1.3138E-18    8.9024E-28
    1.978118E+04    1.0000E-99    9.9999E-01    8.1885E-06    5.0319E-20    2.7099E-28
    2.048968E+04    1.0000E-99    1.0000E+00    2.7210E-06    2.9380E-21    9.2333E-29
    2.119839E+04    1.0000E-99    1.0000E+00    1.0340E-06    3.3433E-22    3.5709E-29
    2.190658E+04    1.0000E-99    1.0000E+00    4.6161E-07    1.3171E-22    1.6175E-29
    2.261529E+04    1.0000E-99    1.0000E+00    2.3879E-07    1.1105E-22    8.4777E-30
    2.332554E+04    1.0000E-99    1.0000E+00    1.3448E-07    1.0944E-22    4.8305E-30
    2.403788E+04    1.0000E-99    1.0000E+00    7.6435E-08    1.1037E-22    2.7734E-30
    2.475294E+04    1.0000E-99    1.0000E+00    4.1576E-08    1.1159E-22    1.5210E-30
    2.547112E+04    1.0000E-99    1.0000E+00    2.1550E-08    1.1274E-22    7.9323E-31
    2.619270E+04    1.0000E-99    1.0000E+00    1.1078E-08    1.1376E-22    4.0955E-31
    2.691789E+04    1.0000E-99    1.0000E+00    6.0038E-09    1.1474E-22    2.2282E-31
    2.764646E+04    1.0000E-99    1.0000E+00    3.6406E-09    1.1585E-22    1.3592E-31
    2.837780E+04    1.0000E-99    1.0000E+00    2.5207E-09    1.1726E-22    9.5039E-32
    2.911106E+04    1.0000E-99    1.0000E+00    1.9483E-09    1.1898E-22    7.4476E-32
    2.984544E+04    1.0000E-99    1.0000E+00    1.6490E-09    1.2101E-22    6.4161E-32
    3.058043E+04    1.0000E-99    1.0000E+00    1.5011E-09    1.2339E-22    5.9683E-32
    3.131582E+04    1.0000E-99    1.0000E+00    1.3998E-09    1.2599E-22    5.6999E-32
    3.205161E+04    1.0000E-99    1.0000E+00    1.2536E-09    1.2862E-22    5.2247E-32
    3.278791E+04    1.0000E-99    1.0000E+00    1.0376E-09    1.3110E-22    4.4126E-32
    3.352492E+04    1.0000E-99    1.0000E+00    8.0071E-10    1.3334E-22    3.4602E-32
    3.426300E+04    1.0000E-99    1.0000E+00    5.9734E-10    1.3537E-22    2.6128E-32
    3.500270E+04    1.0000E-99    1.0000E+00    4.3866E-10    1.3727E-22    1.9354E-32
    3.574474E+04    1.0000E-99    1.0000E+00    3.1709E-10    1.3911E-22    1.4071E-32
    3.649005E+04    1.0000E-99    1.0000E+00    2.1942E-10    1.4091E-22    9.7608E-33
    3.723979E+04    1.0000E-99    1.0000E+00    1.4318E-10    1.4270E-22    6.3601E-33
    3.799541E+04    1.0000E-99    1.0000E+00    8.5517E-11    1.4437E-22    3.7723E-33
    3.875880E+04    1.0000E-99    1.0000E+00    4.6773E-11    1.4596E-22    2.0350E-33
    3.953265E+04    1.0000E-99    1.0000E+00    2.3095E-11    1.4739E-22    9.8238E-34
    3.983682E+04    1.0000E-99    1.0000E+00    1.7598E-11    1.4839E-22    7.4019E-34
    4.003960E+04    1.0000E-99    1.0000E+00    1.4335E-11    1.4886E-22    5.9735E-34
    4.017479E+04    1.0000E-99    1.0000E+00    1.2605E-11    1.4892E-22    5.2204E-34
    4.026492E+04    1.0000E-99    1.0000E+00    1.1300E-11    1.4872E-22    4.6604E-34
    4.032440E+04    1.0000E-99    1.0000E+00    9.7035E-12    1.4815E-22    3.9898E-34
    4.032500E+04    1.0000E-99    1.0000E+00    9.6937E-12    1.4814E-22    3.9859E-34
#TIME:     3.190
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    4.6806E-23    8.3855E-15    5.4478E-07    1.0000E+00
    1.037976E+03    1.0000E-99    4.6860E-23    8.3947E-15    5.4472E-07    1.0000E+00
    1.063929E+03    1.0000E-99    4.5190E-23    8.1923E-15    5.3838E-07    1.0000E+00
    1.115835E+03    1.0000E-99    4.3343E-23    7.9736E-15    5.3121E-07    1.0000E+00
    1.200831E+03    1.0000E-99    4.1456E-23    7.7661E-15    5.2438E-07    1.0000E+00
    1.292302E+03    1.0000E-99    4.0347E-23    7.6645E-15    5.2113E-07    1.0000E+00
    1.390740E+03    1.0000E-99    3.9920E-23    7.6610E-15    5.2127E-07    1.0000E+00
    1.496676E+03    1.0000E-99    4.0117E-23    7.7511E-15    5.2464E-07    1.0000E+00
    1.610682E+03    1.0000E-99    4.0870E-23    7.9258E-15    5.3090E-07    1.0000E+00
    1.733372E+03    1.0000E-99    4.2286E-23    8.2046E-15    5.4066E-07    1.0000E+00
    1.865407E+03    1.0000E-99    4.4459E-23    8.6037E-15    5.5434E-07    1.0000E+00
    2.007500E+03    1.0000E-99    4.7454E-23    9.1324E-15    5.7199E-07    1.0000E+00
    2.160417E+03    1.0000E-99    5.1391E-23    9.8083E-15    5.9384E-07    1.0000E+00
    2.324981E+03    1.0000E-99    5.6436E-23    1.0654E-14    6.2018E-07    1.0000E+00
    2.502081E+03    1.0000E-99    6.3124E-23    1.1751E-14    6.5298E-07    1.0000E+00
    2.692671E+03    1.0000E-99    7.1810E-23    1.3143E-14    6.9267E-07    1.0000E+00
    2.897779E+03    1.0000E-99    8.3267E-23    1.4939E-14    7.4110E-07    1.0000E+00
    3.118510E+03    1.0000E-99    9.8562E-23    1.7279E-14    8.0038E-07    1.0000E+00
    3.356055E+03    1.0000E-99    1.1937E-22    2.0380E-14    8.7365E-07    1.0000E+00
    3.611695E+03    1.0000E-99    1.4840E-22    2.4593E-14    9.6561E-07    1.0000E+00
    3.886807E+03    1.0000E-99    1.8977E-22    3.0430E-14    1.0823E-06    1.0000E+00
    4.182875E+03    1.0000E-99    2.4982E-22    3.8671E-14    1.2315E-06    1.0000E+00
    4.501496E+03    1.0000E-99    3.3835E-22    5.0529E-14    1.4246E-06    1.0000E+00
    4.844387E+03    1.0000E-99    4.6894E-22    6.7763E-14    1.6755E-06    1.0000E+00
    5.213396E+03    1.0000E-99    6.5698E-22    9.2763E-14    2.0028E-06    1.0000E+00
    5.610514E+03    1.0000E-99    9.0668E-22    1.2782E-13    2.4242E-06    1.0000E+00
    6.037882E+03    1.0000E-99    1.1912E-21    1.7380E-13    2.9521E-06    1.0000E+00
