#NTIMES:     39
#NSTAGES:     5
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    2.304210E+04    1.0000E-99    9.2494E-01    7.4807E-02    2.5247E-04    1.6180E-07
    2.375060E+04    1.0000E-99    9.1785E-01    8.1842E-02    3.1022E-04    2.2278E-07
    2.446001E+04    1.0000E-99    9.0972E-01    8.9897E-02    3.8651E-04    3.1463E-07
    2.517029E+04    1.0000E-99    9.0008E-01    9.9433E-02    4.8951E-04    4.5643E-07
    2.588139E+04    1.0000E-99    8.8877E-01    1.1060E-01    6.2859E-04    6.7762E-07
    2.659349E+04    1.0000E-99    8.7577E-01    1.2342E-01    8.1562E-04    1.0253E-06
    2.730679E+04    1.0000E-99    8.6091E-01    1.3802E-01    1.0676E-03    1.5771E-06
    2.802139E+04    1.0000E-99    8.4453E-01    1.5407E-01    1.4025E-03    2.4499E-06
    2.873711E+04    1.0000E-99    8.2685E-01    1.7131E-01    1.8431E-03    3.8263E-06
    2.945390E+04    1.0000E-99    8.0801E-01    1.8956E-01    2.4200E-03    6.0023E-06
    3.017129E+04    1.0000E-99    7.8811E-01    2.0870E-01    3.1720E-03    9.4572E-06
    3.088880E+04    1.0000E-99    7.6751E-01    2.2833E-01    4.1418E-03    1.4932E-05
    3.160629E+04    1.0000E-99    7.4688E-01    2.4773E-01    5.3676E-03    2.3503E-05
    3.232349E+04    1.0000E-99    7.2706E-01    2.6602E-01    6.8783E-03    3.6664E-05
    3.304059E+04    1.0000E-99    7.0867E-01    2.8258E-01    8.6977E-03    5.6517E-05
    3.375770E+04    1.0000E-99    6.9202E-01    2.9704E-01    1.0847E-02    8.6042E-05
    3.447520E+04    1.0000E-99    6.7728E-01    3.0925E-01    1.3338E-02    1.2936E-04
    3.519339E+04    1.0000E-99    6.6459E-01    3.1905E-01    1.6163E-02    1.9178E-04
    3.591269E+04    1.0000E-99    6.5406E-01    3.2637E-01    1.9285E-02    2.7968E-04
    3.663381E+04    1.0000E-99    6.4568E-01    3.3127E-01    2.2646E-02    4.0027E-04
    3.735789E+04    1.0000E-99    6.3928E-01    3.3398E-01    2.6177E-02    5.6121E-04
    3.808620E+04    1.0000E-99    6.3459E-01    3.3484E-01    2.9802E-02    7.6959E-04
    3.882089E+04    1.0000E-99    6.3121E-01    3.3430E-01    3.3460E-02    1.0310E-03
    3.956460E+04    1.0000E-99    6.2858E-01    3.3295E-01    3.7126E-02    1.3488E-03
    3.985650E+04    1.0000E-99    6.2774E-01    3.3223E-01    3.8539E-02    1.4872E-03
    4.005110E+04    1.0000E-99    6.2739E-01    3.3157E-01    3.9452E-02    1.5828E-03
    4.018081E+04    1.0000E-99    6.2736E-01    3.3096E-01    4.0031E-02    1.6472E-03
    4.026731E+04    1.0000E-99    6.2750E-01    3.3042E-01    4.0394E-02    1.6901E-03
    4.032441E+04    1.0000E-99    6.2758E-01    3.3007E-01    4.0635E-02    1.7188E-03
    4.032500E+04    1.0000E-99    6.2756E-01    3.3008E-01    4.0646E-02    1.7197E-03
#TIME:    12.100
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    1.3565E-18    1.4038E-10    1.7524E-04    9.9982E-01
    1.037979E+03    1.0000E-99    1.3919E-18    1.4349E-10    1.7734E-04    9.9982E-01
    1.063930E+03    1.0000E-99    1.3607E-18    1.4134E-10    1.7584E-04    9.9982E-01
    1.115839E+03    1.0000E-99    1.2891E-18    1.3632E-10    1.7262E-04    9.9983E-01
    1.200830E+03    1.0000E-99    1.2107E-18    1.3099E-10    1.6941E-04    9.9983E-01
    1.292300E+03    1.0000E-99    1.1708E-18    1.2895E-10    1.6859E-04    9.9983E-01
    1.390740E+03    1.0000E-99    1.1616E-18    1.2969E-10    1.6989E-04    9.9983E-01
    1.496679E+03    1.0000E-99    1.1798E-18    1.3301E-10    1.7318E-04    9.9983E-01
    1.610680E+03    1.0000E-99    1.2261E-18    1.3905E-10    1.7854E-04    9.9982E-01
    1.733370E+03    1.0000E-99    1.3046E-18    1.4828E-10    1.8622E-04    9.9981E-01
    1.865409E+03    1.0000E-99    1.4232E-18    1.6144E-10    1.9664E-04    9.9980E-01
    2.007500E+03    1.0000E-99    1.5953E-18    1.7978E-10    2.1041E-04    9.9979E-01
    2.160419E+03    1.0000E-99    1.8421E-18    2.0517E-10    2.2841E-04    9.9977E-01
    2.324980E+03    1.0000E-99    2.1986E-18    2.4059E-10    2.5193E-04    9.9975E-01
    2.502080E+03    1.0000E-99    2.7236E-18    2.9082E-10    2.8284E-04    9.9972E-01
    2.692670E+03    1.0000E-99    3.5198E-18    3.6378E-10    3.2391E-04    9.9968E-01
    2.897780E+03    1.0000E-99    4.7742E-18    4.7306E-10    3.7934E-04    9.9962E-01
    3.118510E+03    1.0000E-99    6.8431E-18    6.4286E-10    4.5562E-04    9.9954E-01
    3.356059E+03    1.0000E-99    1.0437E-17    9.1777E-10    5.6279E-04    9.9944E-01
    3.611691E+03    1.0000E-99    1.7057E-17    1.3839E-09    7.1700E-04    9.9928E-01
    3.886809E+03    1.0000E-99    3.0063E-17    2.2151E-09    9.4469E-04    9.9906E-01
    4.182879E+03    1.0000E-99    5.7447E-17    3.7807E-09    1.2905E-03    9.9871E-01
    4.501499E+03    1.0000E-99    1.1974E-16    6.9173E-09    1.8339E-03    9.9817E-01
    4.844389E+03    1.0000E-99    2.7558E-16    1.3713E-08    2.7303E-03    9.9727E-01
    5.213399E+03    1.0000E-99    7.1086E-16    2.9849E-08    4.2968E-03    9.9570E-01
    5.610511E+03    1.0000E-99    2.0973E-15    7.2574E-08    7.2200E-03    9.9278E-01
    6.037880E+03    1.0000E-99    8.4476E-15    2.2706E-07    1.4139E-02    9.8586E-01
    6.497801E+03    1.0000E-99    7.9224E-14    1.3937E-06    4.0833E-02    9.5917E-01
    6.992759E+03    1.0000E-99    2.7914E-12    2.3643E-05    1.9951E-01    8.0047E-01
    7.470370E+03    1.0000E-99    1.0313E-10    3.4499E-04    6.6147E-01    3.3818E-01
    7.926120E+03    1.0000E-99    1.7143E-09    2.1643E-03    9.3448E-01    6.3353E-02
    8.327219E+03    1.0000E-99    1.4716E-08    8.0829E-03    9.7934E-01    1.2573E-02
    8.702980E+03    1.0000E-99    1.1147E-07    2.7300E-02    9.6967E-01    3.0266E-03
    9.042661E+03    1.0000E-99    8.0961E-07    8.7933E-02    9.1099E-01    1.0756E-03
    9.369910E+03    1.0000E-99    6.7362E-06    2.8610E-01    7.1339E-01    5.0862E-04
    9.651601E+03    1.0000E-99    4.0832E-05    6.4448E-01    3.5526E-01    2.1669E-04
    9.900590E+03    1.0000E-99    1.5134E-04    8.9010E-01    1.0968E-01    6.6859E-05
    1.013221E+04    1.0000E-99    4.1926E-04    9.6885E-01    3.0711E-02    1.8869E-05
    1.033760E+04    1.0000E-99    9.6316E-04    9.8808E-01    1.0947E-02    6.2873E-06
    1.054539E+04    1.0000E-99    2.1622E-03    9.9296E-01    4.8735E-03    2.5451E-06
    1.075489E+04    1.0000E-99    4.8497E-03    9.9229E-01    2.8557E-03    1.3259E-06
    1.096069E+04    1.0000E-99    1.0773E-02    9.8712E-01    2.1111E-03    8.7403E-07
    1.115931E+04    1.0000E-99    2.3232E-02    9.7498E-01    1.7868E-03    6.7456E-07
    1.134099E+04    1.0000E-99    4.6384E-02    9.5202E-01    1.5976E-03    5.6115E-07
    1.153459E+04    1.0000E-99    9.3460E-02    9.0508E-01    1.4572E-03    4.9243E-07
    1.172389E+04    1.0000E-99    1.7792E-01    8.2083E-01    1.2462E-03    3.9656E-07
    1.192869E+04    1.0000E-99    3.1544E-01    6.8352E-01    1.0370E-03    3.2960E-07
    1.212841E+04    1.0000E-99    4.6147E-01    5.3774E-01    7.8859E-04    2.4206E-07
    1.235380E+04    1.0000E-99    5.7048E-01    4.2890E-01    6.2594E-04    1.9093E-07
    1.261001E+04    1.0000E-99    6.5470E-01    3.4481E-01    4.9509E-04    1.4811E-07
    1.287280E+04    1.0000E-99    7.1879E-01    2.8080E-01    4.1333E-04    1.2646E-07
    1.318721E+04    1.0000E-99    7.7899E-01    2.2068E-01    3.3415E-04    1.0488E-07
    1.351441E+04    1.0000E-99    8.2954E-01    1.7021E-01    2.5531E-04    7.9051E-08
    1.386900E+04    1.0000E-99    8.6830E-01    1.3150E-01    1.9917E-04    6.2005E-08
    1.423600E+04    1.0000E-99    8.9588E-01    1.0396E-01    1.5990E-04    5.0321E-08
    1.460291E+04    1.0000E-99    9.1281E-01    8.7051E-02    1.3878E-04    4.5083E-08
    1.497210E+04    1.0000E-99    9.2450E-01    7.5373E-02    1.2261E-04    4.0454E-08
    1.532031E+04    1.0000E-99    9.3129E-01    6.8594E-02    1.1592E-04    3.9587E-08
    1.571760E+04    1.0000E-99    9.3786E-01    6.2029E-02    1.0621E-04    3.6554E-08
    1.613099E+04    1.0000E-99    9.3860E-01    6.1286E-02    1.1607E-04    4.4063E-08
    1.660089E+04    1.0000E-99    9.3999E-01    5.9892E-02    1.2068E-04    4.8504E-08
    1.713150E+04    1.0000E-99    9.3862E-01    6.1245E-02    1.3600E-04    5.9981E-08
    1.767900E+04    1.0000E-99    9.3829E-01    6.1567E-02    1.4452E-04    6.6975E-08
    1.826411E+04    1.0000E-99    9.3523E-01    6.4608E-02    1.6648E-04    8.4293E-08
    1.889029E+04    1.0000E-99    9.2998E-01    6.9819E-02    2.0184E-04    1.1415E-07
    1.955040E+04    1.0000E-99    9.2484E-01    7.4916E-02    2.3967E-04    1.4923E-07
    2.023309E+04    1.0000E-99    9.2272E-01    7.7021E-02    2.5919E-04    1.6852E-07
    2.092811E+04    1.0000E-99    9.1908E-01    8.0629E-02    2.8973E-04    1.9979E-07
    2.162971E+04    1.0000E-99    9.1443E-01    8.5241E-02    3.3134E-04    2.4595E-07
    2.233490E+04    1.0000E-99    9.0828E-01    9.1333E-02    3.8907E-04    3.1542E-07
    2.304210E+04    1.0000E-99    9.0052E-01    9.9015E-02    4.6802E-04    4.1999E-07
    2.375060E+04    1.0000E-99    8.9116E-01    1.0826E-01    5.7452E-04    5.7795E-07
    2.446001E+04    1.0000E-99    8.8010E-01    1.1919E-01    7.1770E-04    8.1894E-07
    2.517029E+04    1.0000E-99    8.6712E-01    1.3196E-01    9.0997E-04    1.1898E-06
    2.588139E+04    1.0000E-99    8.5210E-01    1.4673E-01    1.1675E-03    1.7646E-06
    2.659349E+04    1.0000E-99    8.3489E-01    1.6359E-01    1.5122E-03    2.6639E-06
    2.730679E+04    1.0000E-99    8.1548E-01    1.8255E-01    1.9725E-03    4.0796E-06
    2.802139E+04    1.0000E-99    7.9420E-01    2.0322E-01    2.5800E-03    6.3016E-06
    2.873711E+04    1.0000E-99    7.7143E-01    2.2519E-01    3.3729E-03    9.7720E-06
    2.945390E+04    1.0000E-99    7.4733E-01    2.4826E-01    4.4027E-03    1.5202E-05
    3.017129E+04    1.0000E-99    7.2197E-01    2.7227E-01    5.7355E-03    2.3739E-05
    3.088880E+04    1.0000E-99    6.9582E-01    2.9670E-01    7.4412E-03    3.7125E-05
    3.160629E+04    1.0000E-99    6.6979E-01    3.2058E-01    9.5792E-03    5.7835E-05
    3.232350E+04    1.0000E-99    6.4495E-01    3.4276E-01    1.2192E-02    8.9270E-05
    3.304059E+04    1.0000E-99    6.2208E-01    3.6247E-01    1.5318E-02    1.3626E-04
    3.375770E+04    1.0000E-99    6.0156E-01    3.7924E-01    1.8990E-02    2.0571E-04
    3.447520E+04    1.0000E-99    5.8365E-01    3.9282E-01    2.3224E-02    3.0717E-04
    3.519339E+04    1.0000E-99    5.6861E-01    4.0294E-01    2.7990E-02    4.5270E-04
    3.591269E+04    1.0000E-99    5.5669E-01    4.0945E-01    3.3207E-02    6.5660E-04
    3.663381E+04    1.0000E-99    5.4785E-01    4.1246E-01    3.8756E-02    9.3472E-04
    3.735789E+04    1.0000E-99    5.4180E-01    4.1240E-01    4.4499E-02    1.3029E-03
    3.808620E+04    1.0000E-99    5.3797E-01    4.0997E-01    5.0293E-02    1.7736E-03
    3.882089E+04    1.0000E-99    5.3558E-01    4.0602E-01    5.6040E-02    2.3537E-03
    3.956460E+04    1.0000E-99    5.3367E-01    4.0157E-01    6.1714E-02    3.0443E-03
    3.985650E+04    1.0000E-99    5.3307E-01    3.9971E-01    6.3879E-02    3.3411E-03
    4.005110E+04    1.0000E-99    5.3286E-01    3.9832E-01    6.5269E-02    3.5447E-03
    4.018081E+04    1.0000E-99    5.3293E-01    3.9724E-01    6.6148E-02    3.6816E-03
    4.026731E+04    1.0000E-99    5.3312E-01    3.9641E-01    6.6701E-02    3.7727E-03
    4.032441E+04    1.0000E-99    5.3320E-01    3.9589E-01    6.7073E-02    3.8337E-03
    4.032500E+04    1.0000E-99    5.3317E-01    3.9590E-01    6.7090E-02    3.8358E-03
#TIME:    13.310
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    8.6151E-18    6.7529E-10    4.4416E-04    9.9956E-01
    1.037979E+03    1.0000E-99    8.8977E-18    6.9356E-10    4.5132E-04    9.9955E-01
    1.063930E+03    1.0000E-99    8.6808E-18    6.8283E-10    4.4690E-04    9.9955E-01
    1.115839E+03    1.0000E-99    8.1918E-18    6.5707E-10    4.3796E-04    9.9956E-01
    1.200830E+03    1.0000E-99    7.6558E-18    6.2868E-10    4.2888E-04    9.9957E-01
    1.292300E+03    1.0000E-99    7.4048E-18    6.1865E-10    4.2671E-04    9.9957E-01
    1.390740E+03    1.0000E-99    7.4014E-18    6.2533E-10    4.3113E-04    9.9957E-01
    1.496679E+03    1.0000E-99    7.6265E-18    6.4787E-10    4.4191E-04    9.9956E-01
    1.610680E+03    1.0000E-99    8.0967E-18    6.8773E-10    4.5940E-04    9.9954E-01
    1.733370E+03    1.0000E-99    8.8656E-18    7.4864E-10    4.8459E-04    9.9952E-01
    1.865409E+03    1.0000E-99    1.0031E-17    8.3696E-10    5.1911E-04    9.9948E-01
    2.007500E+03    1.0000E-99    1.1760E-17    9.6300E-10    5.6538E-04    9.9943E-01
    2.160419E+03    1.0000E-99    1.4329E-17    1.1432E-09    6.2694E-04    9.9937E-01
    2.324980E+03    1.0000E-99    1.8213E-17    1.4040E-09    7.0890E-04    9.9929E-01
    2.502080E+03    1.0000E-99    2.4244E-17    1.7895E-09    8.1874E-04    9.9918E-01
    2.692670E+03    1.0000E-99    3.3936E-17    2.3746E-09    9.6758E-04    9.9903E-01
    2.897780E+03    1.0000E-99    5.0162E-17    3.2917E-09    1.1723E-03    9.9883E-01
    3.118510E+03    1.0000E-99    7.8642E-17    4.7841E-09    1.4595E-03    9.9854E-01
    3.356059E+03    1.0000E-99    1.3059E-16    7.2797E-09    1.8647E-03    9.9814E-01
    3.611691E+03    1.0000E-99    2.3281E-16    1.1734E-08    2.4641E-03    9.9754E-01
    3.886809E+03    1.0000E-99    4.4792E-16    2.0125E-08    3.3781E-03    9.9662E-01
    4.182879E+03    1.0000E-99    9.3082E-16    3.6766E-08    4.8091E-03    9.9519E-01
    4.501499E+03    1.0000E-99    2.1007E-15    7.1891E-08    7.1345E-03    9.9287E-01
    4.844389E+03    1.0000E-99    5.2497E-15    1.5282E-07    1.1137E-02    9.8886E-01
    5.213399E+03    1.0000E-99    1.5226E-14    3.6612E-07    1.8667E-02    9.8133E-01
    5.610511E+03    1.0000E-99    5.7933E-14    1.0863E-06    3.5384E-02    9.6461E-01
    6.037880E+03    1.0000E-99    3.8031E-13    4.9491E-06    8.5024E-02    9.1497E-01
    6.497801E+03    1.0000E-99    5.6993E-12    4.2210E-05    2.7311E-01    7.2685E-01
    6.992759E+03    1.0000E-99    1.4801E-10    4.6129E-04    7.2911E-01    2.7043E-01
    7.470370E+03    1.0000E-99    2.1681E-09    2.6066E-03    9.4897E-01    4.8424E-02
    7.926120E+03    1.0000E-99    2.1298E-08    1.0508E-02    9.8043E-01    9.0623E-03
    8.327219E+03    1.0000E-99    1.6876E-07    3.6335E-02    9.6109E-01    2.5783E-03
    8.702980E+03    1.0000E-99    1.4508E-06    1.2766E-01    8.7121E-01    1.1357E-03
    9.042661E+03    1.0000E-99    1.2461E-05    4.0164E-01    5.9777E-01    5.8368E-04
    9.369910E+03    1.0000E-99    7.9427E-05    7.9775E-01    2.0199E-01    1.8580E-04
    9.651601E+03    1.0000E-99    2.7659E-04    9.4977E-01    4.9910E-02    4.6241E-05
    9.900590E+03    1.0000E-99    7.2190E-04    9.8355E-01    1.5710E-02    1.3725E-05
    1.013221E+04    1.0000E-99    1.6697E-03    9.9131E-01    7.0168E-03    5.5713E-06
    1.033760E+04    1.0000E-99    3.4776E-03    9.9215E-01    4.3663E-03    3.0985E-06
    1.054539E+04    1.0000E-99    7.3001E-03    9.8941E-01    3.2861E-03    2.1008E-06
    1.075489E+04    1.0000E-99    1.5583E-02    9.8172E-01    2.7005E-03    1.5303E-06
    1.096069E+04    1.0000E-99    3.2279E-02    9.6524E-01    2.4784E-03    1.3384E-06
    1.115931E+04    1.0000E-99    6.5027E-02    9.3275E-01    2.2241E-03    1.1177E-06
    1.134099E+04    1.0000E-99    1.2139E-01    8.7667E-01    1.9411E-03    9.0331E-07
    1.153459E+04    1.0000E-99    2.2133E-01    7.7698E-01    1.6828E-03    7.6408E-07
    1.172389E+04    1.0000E-99    3.6622E-01    6.3244E-01    1.3375E-03    5.9247E-07
    1.192869E+04    1.0000E-99    5.3791E-01    4.6109E-01    9.9639E-04    4.5154E-07
    1.212841E+04    1.0000E-99    6.6533E-01    3.3395E-01    7.2075E-04    3.2644E-07
    1.235380E+04    1.0000E-99    7.3864E-01    2.6080E-01    5.5488E-04    2.4744E-07
    1.261001E+04    1.0000E-99    7.8515E-01    2.1439E-01    4.5879E-04    2.0526E-07
    1.287280E+04    1.0000E-99    8.2194E-01    1.7768E-01    3.7682E-04    1.6650E-07
    1.318721E+04    1.0000E-99    8.5316E-01    1.4652E-01    3.1661E-04    1.4209E-07
    1.351441E+04    1.0000E-99    8.7723E-01    1.2250E-01    2.6965E-04    1.2285E-07
    1.386900E+04    1.0000E-99    8.9569E-01    1.0408E-01    2.3431E-04    1.0873E-07
    1.423600E+04    1.0000E-99    9.0814E-01    9.1646E-02    2.1336E-04    1.0198E-07
    1.460291E+04    1.0000E-99    9.1453E-01    8.5260E-02    2.0955E-04    1.0538E-07
    1.497210E+04    1.0000E-99    9.2021E-01    7.9586E-02    1.9965E-04    1.0199E-07
    1.532031E+04    1.0000E-99    9.2225E-01    7.7550E-02    2.0373E-04    1.0860E-07
    1.571760E+04    1.0000E-99    9.2420E-01    7.5598E-02    2.0602E-04    1.1339E-07
    1.613099E+04    1.0000E-99    9.2588E-01    7.3911E-02    2.0639E-04    1.1573E-07
    1.660089E+04    1.0000E-99    9.2374E-01    7.6035E-02    2.2879E-04    1.3763E-07
    1.713150E+04    1.0000E-99    9.1958E-01    8.0156E-02    2.6472E-04    1.7401E-07
    1.767900E+04    1.0000E-99    9.1836E-01    8.1356E-02    2.8035E-04    1.9104E-07
    1.826411E+04    1.0000E-99    9.1268E-01    8.6985E-02    3.2989E-04    2.4626E-07
    1.889029E+04    1.0000E-99    9.0280E-01    9.6775E-02    4.2061E-04    3.5873E-07
    1.955040E+04    1.0000E-99    8.9582E-01    1.0368E-01    4.9428E-04    4.6010E-07
    2.023309E+04    1.0000E-99    8.8249E-01    1.1686E-01    6.4841E-04    7.0133E-07
    2.092811E+04    1.0000E-99    8.7852E-01    1.2077E-01    7.0636E-04    8.0033E-07
    2.162971E+04    1.0000E-99    8.5406E-01    1.4488E-01    1.0630E-03    1.5170E-06
    2.233490E+04    1.0000E-99    8.4587E-01    1.5291E-01    1.2140E-03    1.8691E-06
    2.304210E+04    1.0000E-99    8.2477E-01    1.7359E-01    1.6349E-03    2.9944E-06
    2.375060E+04    1.0000E-99    7.9763E-01    2.0007E-01    2.2981E-03    5.1614E-06
    2.446001E+04    1.0000E-99    7.8578E-01    2.1155E-01    2.6688E-03    6.5831E-06
    2.517029E+04    1.0000E-99    7.6727E-01    2.2942E-01    3.2986E-03    9.3034E-06
    2.588139E+04    1.0000E-99    7.4671E-01    2.4917E-01    4.1085E-03    1.3354E-05
    2.659349E+04    1.0000E-99    7.2412E-01    2.7072E-01    5.1471E-03    1.9420E-05
    2.730679E+04    1.0000E-99    6.9965E-01    2.9385E-01    6.4734E-03    2.8540E-05
    2.802139E+04    1.0000E-99    6.7382E-01    3.1799E-01    8.1497E-03    4.2205E-05
    2.873711E+04    1.0000E-99    6.4714E-01    3.4256E-01    1.0243E-02    6.2561E-05
    2.945390E+04    1.0000E-99    6.1979E-01    3.6728E-01    1.2842E-02    9.2871E-05
    3.017129E+04    1.0000E-99    5.9187E-01    3.9194E-01    1.6052E-02    1.3808E-04
    3.088880E+04    1.0000E-99    5.6384E-01    4.1598E-01    1.9974E-02    2.0525E-04
    3.160629E+04    1.0000E-99    5.3665E-01    4.3838E-01    2.4674E-02    3.0384E-04
    3.232350E+04    1.0000E-99    5.1137E-01    4.5800E-01    3.0181E-02    4.4631E-04
    3.304059E+04    1.0000E-99    4.8878E-01    4.7406E-01    3.6504E-02    6.4946E-04
    3.375770E+04    1.0000E-99    4.6927E-01    4.8616E-01    4.3628E-02    9.3532E-04
    3.447520E+04    1.0000E-99    4.5308E-01    4.9411E-01    5.1482E-02    1.3305E-03
    3.519339E+04    1.0000E-99    4.4037E-01    4.9785E-01    5.9916E-02    1.8636E-03
    3.591269E+04    1.0000E-99    4.3112E-01    4.9760E-01    6.8720E-02    2.5618E-03
    3.663381E+04    1.0000E-99    4.2490E-01    4.9398E-01    7.7671E-02    3.4466E-03
    3.735789E+04    1.0000E-99    4.2099E-01    4.8790E-01    8.6571E-02    4.5314E-03
    3.808620E+04    1.0000E-99    4.1863E-01    4.8029E-01    9.5266E-02    5.8215E-03
    3.882089E+04    1.0000E-99    4.1699E-01    4.7200E-01    1.0369E-01    7.3186E-03
    3.956460E+04    1.0000E-99    4.1527E-01    4.6382E-01    1.1189E-01    9.0240E-03
    3.985650E+04    1.0000E-99    4.1469E-01    4.6060E-01    1.1497E-01    9.7393E-03
    4.005110E+04    1.0000E-99    4.1448E-01    4.5836E-01    1.1694E-01    1.0226E-02
    4.018081E+04    1.0000E-99    4.1452E-01    4.5676E-01    1.1817E-01    1.0551E-02
    4.026731E+04    1.0000E-99    4.1465E-01    4.5563E-01    1.1896E-01    1.0767E-02
    4.032441E+04    1.0000E-99    4.1468E-01    4.5491E-01    1.1949E-01    1.0912E-02
    4.032500E+04    1.0000E-99    4.1466E-01    4.5491E-01    1.1952E-01    1.0917E-02
#TIME:    14.640
#NVEL: 100
#vel_mid[km/s]           s 1           s 2           s 3           s 4           s 5
    1.025000E+03    1.0000E-99    1.1471E-16    5.6839E-09    1.5307E-03    9.9847E-01
    1.037979E+03    1.0000E-99    1.1892E-16    5.8481E-09    1.5574E-03    9.9844E-01
    1.063930E+03    1.0000E-99    1.1567E-16    5.7511E-09    1.5423E-03    9.9846E-01
    1.115839E+03    1.0000E-99    1.0891E-16    5.5249E-09    1.5107E-03    9.9849E-01
    1.200830E+03    1.0000E-99    1.0177E-16    5.2860E-09    1.4789E-03    9.9852E-01
    1.292300E+03    1.0000E-99    9.8671E-17    5.2104E-09    1.4722E-03    9.9853E-01
    1.390740E+03    1.0000E-99    9.9410E-17    5.2968E-09    1.4916E-03    9.9851E-01
    1.496679E+03    1.0000E-99    1.0387E-16    5.5444E-09    1.5371E-03    9.9846E-01
    1.610680E+03    1.0000E-99    1.1246E-16    5.9711E-09    1.6101E-03    9.9839E-01
    1.733370E+03    1.0000E-99    1.2621E-16    6.6191E-09    1.7149E-03    9.9829E-01
    1.865409E+03    1.0000E-99    1.4701E-16    7.5609E-09    1.8582E-03    9.9814E-01
    2.007500E+03    1.0000E-99    1.7809E-16    8.9140E-09    2.0506E-03    9.9795E-01
    2.160419E+03    1.0000E-99    2.2485E-16    1.0867E-08    2.3071E-03    9.9769E-01
    2.324980E+03    1.0000E-99    2.9659E-16    1.3724E-08    2.6496E-03    9.9735E-01
    2.502080E+03    1.0000E-99    4.0980E-16    1.7998E-08    3.1102E-03    9.9689E-01
    2.692670E+03    1.0000E-99    5.9464E-16    2.4560E-08    3.7372E-03    9.9626E-01
    2.897780E+03    1.0000E-99    9.0874E-16    3.4959E-08    4.6038E-03    9.9540E-01
    3.118510E+03    1.0000E-99    1.4667E-15    5.2031E-08    5.8234E-03    9.9418E-01
    3.356059E+03    1.0000E-99    2.5111E-15    8.1245E-08    7.5792E-03    9.9242E-01
    3.611691E+03    1.0000E-99    4.6276E-15    1.3473E-07    1.0230E-02    9.8977E-01
    3.886809E+03    1.0000E-99    9.2391E-15    2.3832E-07    1.4345E-02    9.8566E-01
    4.182879E+03    1.0000E-99    2.0390E-14    4.5656E-07    2.1071E-02    9.7893E-01
    4.501499E+03    1.0000E-99    5.2067E-14    9.8156E-07    3.3070E-02    9.6693E-01
    4.844389E+03    1.0000E-99    1.6471E-13    2.4987E-06    5.7004E-02    9.4299E-01
    5.213399E+03    1.0000E-99    6.7968E-13    7.8310E-06    1.0943E-01    8.9057E-01
    5.610511E+03    1.0000E-99    3.6453E-12    2.9811E-05    2.2731E-01    7.7266E-01
    6.037880E+03    1.0000E-99    2.5329E-11    1.3219E-04    4.6973E-01    5.3014E-01
    6.497801E+03    1.0000E-99    2.8670E-10    7.3400E-04    8.1757E-01    1.8169E-01
    6.992759E+03    1.0000E-99    3.3837E-09    3.5298E-03    9.6392E-01    3.2545E-02
    7.470370E+03    1.0000E-99    3.0920E-08    1.3611E-02    9.7935E-01    7.0396E-03
    7.926120E+03    1.0000E-99    2.8550E-07    5.1453E-02    9.4606E-01    2.4869E-03
    8.327219E+03    1.0000E-99    2.6885E-06    1.8697E-01    8.1169E-01    1.3357E-03
    8.702980E+03    1.0000E-99    2.5275E-05    5.6359E-01    4.3579E-01    5.9759E-04
    9.042661E+03    1.0000E-99    1.2994E-04    8.8405E-01    1.1566E-01    1.5720E-04
    9.369910E+03    1.0000E-99    4.4661E-04    9.7195E-01    2.7570E-02    3.6822E-05
    9.651601E+03    1.0000E-99    1.1622E-03    9.8802E-01    1.0809E-02    1.2953E-05
    9.900590E+03    1.0000E-99    2.6283E-03    9.9092E-01    6.4460E-03    6.8821E-06
    1.013221E+04    1.0000E-99    5.6217E-03    9.8951E-01    4.8604E-03    4.6505E-06
    1.033760E+04    1.0000E-99    1.1272E-02    9.8470E-01    4.0250E-03    3.4030E-06
    1.054539E+04    1.0000E-99    2.2677E-02    9.7373E-01    3.5910E-03    2.7969E-06
    1.075489E+04    1.0000E-99    4.6218E-02    9.5063E-01    3.1509E-03    2.2114E-06
    1.096069E+04    1.0000E-99    8.9992E-02    9.0714E-01    2.8680E-03    1.9140E-06
    1.115931E+04    1.0000E-99    1.6365E-01    8.3375E-01    2.5910E-03    1.6934E-06
    1.134099E+04    1.0000E-99    2.7232E-01    7.2555E-01    2.1250E-03    1.3045E-06
    1.153459E+04    1.0000E-99    4.2268E-01    5.7565E-01    1.6684E-03    1.0128E-06
    1.172389E+04    1.0000E-99    5.7837E-01    4.2038E-01    1.2463E-03    7.7527E-07
    1.192869E+04    1.0000E-99    7.1246E-01    2.8665E-01    8.8780E-04    5.7861E-07
