#NTIMES: 50
#time[d] Lbol[erg/s] Edep[erg/s] 
199.16 9.80e+40 9.66e+40
202.03 9.46e+40 9.29e+40
204.93 9.14e+40 8.95e+40
207.87 8.80e+40 8.58e+40
210.86 8.45e+40 8.25e+40
213.89 8.11e+40 7.92e+40
216.97 7.82e+40 7.60e+40
220.09 7.51e+40 7.31e+40
223.25 7.24e+40 7.01e+40
226.46 6.96e+40 6.74e+40
229.71 6.70e+40 6.47e+40
233.01 6.42e+40 6.20e+40
236.36 6.16e+40 5.95e+40
239.76 5.92e+40 5.71e+40
243.21 5.68e+40 5.47e+40
246.70 5.46e+40 5.24e+40
250.25 5.24e+40 5.02e+40
253.85 5.02e+40 4.82e+40
257.50 4.81e+40 4.63e+40
261.20 4.60e+40 4.42e+40
264.95 4.40e+40 4.23e+40
268.76 4.22e+40 4.04e+40
272.62 4.04e+40 3.88e+40
276.54 3.85e+40 3.71e+40
280.51 3.69e+40 3.54e+40
284.55 3.52e+40 3.38e+40
288.64 3.37e+40 3.23e+40
292.79 3.22e+40 3.09e+40
296.99 3.08e+40 2.95e+40
301.26 2.93e+40 2.82e+40
305.59 2.81e+40 2.69e+40
309.99 2.68e+40 2.56e+40
314.44 2.56e+40 2.44e+40
318.96 2.44e+40 2.33e+40
323.55 2.31e+40 2.22e+40
328.19 2.20e+40 2.11e+40
332.91 2.09e+40 2.01e+40
337.70 1.99e+40 1.91e+40
342.55 1.88e+40 1.82e+40
347.48 1.79e+40 1.73e+40
352.47 1.71e+40 1.64e+40
357.54 1.62e+40 1.56e+40
362.68 1.54e+40 1.48e+40
367.89 1.46e+40 1.40e+40
373.18 1.38e+40 1.33e+40
378.54 1.31e+40 1.26e+40
383.98 1.24e+40 1.20e+40
389.50 1.17e+40 1.13e+40
395.10 1.11e+40 1.07e+40
400.78 1.05e+40 1.01e+40
