#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
3.637499e+04 6.904028e+03 2.637243e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 6.811952e+03 2.417310e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 6.813750e+03 2.219782e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 6.818092e+03 2.034939e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 6.821588e+03 1.865169e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 6.780097e+03 1.710782e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 6.774784e+03 1.568967e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 6.757230e+03 1.440095e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 6.737355e+03 1.319636e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 6.774820e+03 1.211783e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 6.663829e+03 1.110099e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 6.717618e+03 1.018583e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 6.683682e+03 9.340990e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 6.673212e+03 8.569371e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 6.628501e+03 7.871177e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 6.595601e+03 7.214705e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 6.589964e+03 6.623610e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 6.287873e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
1.249994e+02 5.845192e+04 1.263230e+12 4.335264e-39 2.318290e-29 1.429715e-20 6.364536e-13 7.286932e-07 9.838896e-03 7.748131e-01 2.152259e-01 1.214489e-04 
3.749991e+02 5.795724e+04 1.172512e+12 3.542638e-39 2.009702e-29 1.311107e-20 6.125122e-13 7.250820e-07 9.932630e-03 7.780560e-01 2.118961e-01 1.145563e-04 
6.249988e+02 5.747475e+04 1.075501e+12 3.740682e-39 2.240813e-29 1.528644e-20 7.301524e-13 8.560408e-07 1.115011e-02 7.984918e-01 1.902712e-01 8.596376e-05 
8.749978e+02 5.683239e+04 9.830779e+11 4.701561e-39 2.969819e-29 2.096113e-20 1.006918e-12 1.132293e-06 1.339945e-02 8.266911e-01 1.598531e-01 5.524334e-05 
1.125000e+03 5.601692e+04 8.963955e+11 7.804940e-39 5.117993e-29 3.667895e-20 1.718793e-12 1.761443e-06 1.774238e-02 8.615288e-01 1.206993e-01 2.767981e-05 
1.375003e+03 5.520482e+04 8.182103e+11 1.206370e-38 8.244304e-29 6.008561e-20 2.776048e-12 2.622341e-06 2.277664e-02 8.849818e-01 9.222442e-02 1.453233e-05 
1.625005e+03 5.428820e+04 7.461932e+11 2.203443e-38 1.556561e-28 1.147206e-19 5.104307e-12 4.280543e-06 3.067638e-02 9.046247e-01 6.468825e-02 6.367749e-06 
1.875006e+03 5.329216e+04 6.799094e+11 4.704668e-38 3.410058e-28 2.501077e-19 1.046706e-11 7.657481e-06 4.330058e-02 9.144906e-01 4.219878e-02 2.401915e-06 
2.125006e+03 5.230284e+04 6.192886e+11 9.847934e-38 7.325902e-28 5.362320e-19 2.125713e-11 1.345084e-05 6.004838e-02 9.127354e-01 2.720192e-02 8.947208e-07 
2.375008e+03 5.124735e+04 5.630561e+11 2.215757e-37 1.684762e-27 1.225877e-18 4.556068e-11 2.464866e-05 8.522142e-02 8.981027e-01 1.665095e-02 3.028638e-07 
2.625010e+03 5.023800e+04 5.104530e+11 5.417545e-37 4.220812e-27 3.031245e-18 1.046245e-10 4.729602e-05 1.232563e-01 8.670938e-01 9.602526e-03 9.100902e-08 
2.875008e+03 4.918882e+04 4.614257e+11 1.318371e-36 1.053137e-26 7.465568e-18 2.387110e-10 8.971163e-05 1.755228e-01 8.191062e-01 5.281285e-03 2.566533e-08 
3.125008e+03 4.815117e+04 4.156279e+11 3.346342e-36 2.726335e-26 1.910982e-17 5.614041e-10 1.741117e-04 2.480030e-01 7.491050e-01 2.717841e-03 6.480353e-09 
3.375011e+03 4.706630e+04 3.732372e+11 8.816888e-36 7.353581e-26 5.066006e-17 1.352170e-09 3.389686e-04 3.454516e-01 6.529313e-01 1.278078e-03 1.426261e-09 
3.625012e+03 4.603294e+04 3.349162e+11 2.312687e-35 1.969319e-25 1.333077e-16 3.231703e-09 6.463406e-04 4.635474e-01 5.352508e-01 5.554490e-04 2.787344e-10 
3.875015e+03 4.505236e+04 3.013324e+11 5.615194e-35 4.877512e-25 3.236994e-16 7.123589e-09 1.145059e-03 5.824388e-01 4.161850e-01 2.312139e-04 5.328929e-11 
4.125020e+03 4.407769e+04 2.719448e+11 1.345017e-34 1.190099e-24 7.733845e-16 1.525153e-08 1.957479e-03 6.953255e-01 3.026287e-01 8.826671e-05 9.138907e-12 
4.375025e+03 4.315330e+04 2.464841e+11 2.991841e-34 2.691350e-24 1.711490e-15 3.057165e-08 3.122489e-03 7.851948e-01 2.116499e-01 3.279266e-05 1.567777e-12 
4.625029e+03 4.226495e+04 2.240531e+11 6.841916e-34 6.228994e-24 3.848578e-15 6.129217e-08 4.917627e-03 8.566649e-01 1.384063e-01 1.113237e-05 2.337655e-13 
4.875029e+03 4.141096e+04 2.042226e+11 1.508648e-33 1.389013e-23 8.327864e-15 1.183924e-07 7.488862e-03 9.042568e-01 8.825050e-02 3.682283e-06 3.449227e-14 
5.125029e+03 4.057066e+04 1.863956e+11 3.340450e-33 3.103058e-23 1.814356e-14 2.272185e-07 1.125918e-02 9.343087e-01 5.443069e-02 1.166614e-06 4.781762e-15 
5.375030e+03 3.976881e+04 1.702491e+11 7.377271e-33 6.915036e-23 3.901263e-14 4.345009e-07 1.673291e-02 9.503552e-01 3.291113e-02 3.586944e-07 6.378843e-16 
5.625029e+03 3.894628e+04 1.554312e+11 1.692253e-32 1.595668e-22 8.652426e-14 8.471328e-07 2.515240e-02 9.557912e-01 1.905546e-02 1.022194e-07 7.565842e-17 
5.875027e+03 3.814685e+04 1.417573e+11 3.815783e-32 3.640345e-22 1.905699e-13 1.638155e-06 3.728064e-02 9.517528e-01 1.096489e-02 2.894732e-08 8.925424e-18 
6.125024e+03 3.735773e+04 1.290157e+11 8.738928e-32 8.403737e-22 4.261724e-13 3.208264e-06 5.530664e-02 9.385370e-01 6.153163e-03 7.829122e-09 9.816331e-19 
6.375019e+03 3.656049e+04 1.169527e+11 2.146345e-31 2.081146e-21 1.009278e-12 6.545962e-06 8.397608e-02 9.127835e-01 3.233862e-03 1.862078e-09 8.762722e-20 
6.625017e+03 3.575104e+04 1.055317e+11 5.321893e-31 5.208055e-21 2.433272e-12 1.351818e-05 1.274977e-01 8.708552e-01 1.633565e-03 4.126601e-10 7.057911e-21 
6.875017e+03 3.489756e+04 9.505602e+10 1.479773e-30 1.457874e-20 6.444679e-12 2.984575e-05 1.983459e-01 8.008921e-01 7.320655e-04 7.351940e-11 4.004461e-22 
7.125017e+03 3.399140e+04 8.596585e+10 4.577198e-30 4.472377e-20 1.841361e-11 6.918208e-05 3.078253e-01 6.918208e-01 2.847646e-04 1.023755e-11 1.582802e-23 
7.375020e+03 3.306829e+04 7.847507e+10 1.539292e-29 1.467882e-19 5.474802e-11 1.610703e-04 4.602008e-01 5.395457e-01 9.243688e-05 1.087026e-12 4.244955e-25 
7.625021e+03 3.210939e+04 7.268217e+10 5.563505e-29 5.061877e-19 1.678172e-10 3.698363e-04 6.384350e-01 3.611718e-01 2.339408e-05 7.980437e-14 6.885977e-27 
7.875023e+03 3.115365e+04 6.833988e+10 2.163264e-28 1.841987e-18 5.226103e-10 8.246105e-04 7.978375e-01 2.013335e-01 4.433620e-06 3.833904e-15 6.264898e-29 
8.125025e+03 3.019043e+04 6.490816e+10 8.598121e-28 6.701476e-18 1.593181e-09 1.732268e-03 9.040671e-01 9.420000e-02 6.448590e-07 1.270752e-16 3.445570e-31 
8.375030e+03 2.924099e+04 6.192922e+10 3.498752e-27 2.495827e-17 4.899784e-09 3.582967e-03 9.569890e-01 3.942795e-02 7.885589e-08 3.276730e-18 1.339785e-33 
8.625034e+03 2.831959e+04 5.915476e+10 1.461770e-26 9.496853e-17 1.517634e-08 7.299542e-03 9.776172e-01 1.508324e-02 8.249227e-09 6.694350e-20 3.761499e-36 
8.875032e+03 2.739600e+04 5.645901e+10 6.628733e-26 3.882212e-16 4.994727e-08 1.541296e-02 9.792446e-01 5.342388e-03 7.381998e-10 1.054571e-21 7.173401e-39 
9.125029e+03 2.646915e+04 5.375889e+10 3.192268e-25 1.683994e-15 1.727925e-07 3.324059e-02 9.650020e-01 1.757212e-03 5.652364e-11 1.284229e-23 9.386439e-42 
9.375026e+03 2.551730e+04 5.095572e+10 1.737355e-24 8.206791e-15 6.569197e-07 7.529166e-02 9.242051e-01 5.025718e-04 3.294010e-12 9.976145e-26 6.305676e-45 
9.625020e+03 2.449290e+04 4.792442e+10 1.084952e-23 4.537072e-14 2.737038e-06 1.763047e-01 8.235772e-01 1.153994e-04 1.250161e-13 3.895964e-28 1.565783e-48 
9.875013e+03 2.339664e+04 4.456635e+10 7.392519e-23 2.719391e-13 1.197984e-05 3.960278e-01 6.039424e-01 1.775525e-05 2.422370e-15 5.544390e-31 9.240649e-53 
1.012500e+04 2.225732e+04 4.077099e+10 4.884431e-22 1.551259e-12 4.703526e-05 7.100516e-01 2.899000e-01 1.334173e-06 1.564827e-17 1.601008e-34 6.150765e-58 
1.037500e+04 2.113349e+04 3.644650e+10 2.560299e-21 7.023265e-12 1.423807e-04 9.130245e-01 8.683310e-02 5.158908e-08 3.977722e-20 1.296112e-38 7.534048e-64 
1.062501e+04 2.006153e+04 3.189860e+10 1.109359e-20 2.675512e-11 3.654357e-04 9.788457e-01 2.078882e-02 1.491574e-09 6.898532e-23 6.339191e-43 4.819650e-70 
1.087502e+04 1.907598e+04 2.790371e+10 4.916631e-20 1.038906e-10 9.263218e-04 9.947271e-01 4.346587e-03 3.377512e-11 8.108878e-26 1.752886e-47 1.389483e-76 
1.112502e+04 1.815163e+04 2.505903e+10 2.330384e-19 4.176232e-10 2.376530e-03 9.967582e-01 8.652415e-04 6.991151e-13 8.352465e-29 4.037794e-52 3.184089e-83 
1.137501e+04 1.727233e+04 2.285863e+10 1.240684e-18 1.856971e-09 6.487235e-03 9.933579e-01 1.548827e-04 1.139321e-14 5.716876e-32 5.027607e-57 3.081437e-90 
1.162501e+04 1.641149e+04 2.076248e+10 7.638936e-18 9.327543e-09 1.897672e-02 9.810002e-01 2.307763e-05 1.238312e-16 1.929836e-35 2.114779e-62 6.344337e-98 
1.187501e+04 1.552136e+04 1.838858e+10 5.400507e-17 5.360354e-08 6.042946e-02 9.395678e-01 2.730368e-06 7.889960e-19 2.589834e-39 2.128081e-68 1.692427e-106 
1.212501e+04 1.466453e+04 1.569110e+10 3.763439e-16 3.052107e-07 1.869312e-01 8.130682e-01 2.456574e-07 3.043836e-21 1.521918e-43 6.228284e-75 7.923900e-116 
1.237501e+04 1.399771e+04 1.326550e+10 1.525457e-15 1.073319e-06 4.012216e-01 5.987773e-01 2.606922e-08 2.179224e-23 2.973520e-47 1.262728e-80 6.211806e-124 
1.262501e+04 1.370015e+04 1.172718e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.287501e+04 1.338692e+04 1.032720e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.312501e+04 1.308673e+04 9.176892e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.337501e+04 1.279136e+04 8.233219e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.362501e+04 1.248903e+04 7.451672e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.387500e+04 1.222609e+04 6.782854e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.412500e+04 1.196676e+04 6.193177e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.437500e+04 1.172006e+04 5.666184e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.462500e+04 1.147733e+04 5.187433e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.487500e+04 1.125817e+04 4.752177e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.512500e+04 1.104780e+04 4.352973e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.537500e+04 1.085233e+04 3.986302e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.562501e+04 1.066583e+04 3.649040e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.587500e+04 1.045954e+04 3.336313e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.612500e+04 1.029259e+04 3.046388e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.637500e+04 1.011489e+04 2.777564e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.662500e+04 9.942236e+03 2.530186e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.687500e+04 9.799662e+03 2.296254e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.712500e+04 9.657082e+03 2.085337e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.737501e+04 9.502844e+03 1.887932e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.762501e+04 9.367631e+03 1.711753e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.787501e+04 9.252443e+03 1.548657e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812500e+04 9.126324e+03 1.401647e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.837501e+04 9.028832e+03 1.272835e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862501e+04 8.946169e+03 1.156523e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.887501e+04 8.848336e+03 1.046530e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.912501e+04 8.755172e+03 9.512901e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.937501e+04 8.650775e+03 8.661393e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.962501e+04 8.579087e+03 7.918732e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.987501e+04 8.507501e+03 7.234207e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.012501e+04 8.467556e+03 6.614831e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.037501e+04 8.400062e+03 6.031654e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.062501e+04 8.346140e+03 5.533483e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.087500e+04 8.332039e+03 5.072834e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.112500e+04 8.283153e+03 4.649145e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.137501e+04 8.237372e+03 4.255126e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.162501e+04 8.197218e+03 3.890894e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.187500e+04 8.141563e+03 3.568063e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212501e+04 8.062107e+03 3.270025e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.237501e+04 8.040400e+03 2.999974e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.262501e+04 7.959245e+03 2.744203e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.287500e+04 7.938197e+03 2.512958e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.312500e+04 7.901473e+03 2.304461e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.337500e+04 7.881618e+03 2.112956e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.362500e+04 7.820138e+03 1.934307e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.387500e+04 7.792328e+03 1.773634e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.412499e+04 7.744682e+03 1.626402e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.437499e+04 7.696892e+03 1.489402e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.462499e+04 7.665826e+03 1.365939e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.487499e+04 7.632649e+03 1.254171e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.512498e+04 7.658057e+03 1.151669e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.537498e+04 7.599801e+03 1.055149e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.562498e+04 7.537344e+03 9.670951e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.587498e+04 7.545491e+03 8.877154e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612497e+04 7.500113e+03 8.137704e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.637497e+04 7.469232e+03 7.460836e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.662497e+04 7.467520e+03 6.841631e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.687497e+04 7.452620e+03 6.286414e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.712497e+04 7.434815e+03 5.761131e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.737497e+04 7.447807e+03 5.286960e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.762497e+04 7.440597e+03 4.853583e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.787497e+04 7.457072e+03 4.454891e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.812497e+04 7.390736e+03 4.082173e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.837497e+04 7.329382e+03 3.743725e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
