#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 81 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
22250.00 2.16e-11 2.06e-03 9.98e-01 1.33e-28 2.31e-38 
22750.00 2.61e-11 2.56e-03 9.97e-01 2.40e-29 2.75e-38 
23250.00 1.66e-11 1.79e-03 9.98e-01 2.14e-29 3.26e-38 
23750.00 1.22e-11 1.35e-03 9.99e-01 2.18e-29 3.88e-38 
24250.00 1.39e-11 1.67e-03 9.98e-01 2.83e-29 4.61e-38 
24750.00 1.90e-11 2.15e-03 9.98e-01 3.47e-29 5.48e-38 
25250.00 2.68e-11 3.21e-03 9.97e-01 4.54e-29 6.51e-38 
25750.00 4.42e-11 4.35e-03 9.96e-01 4.95e-29 7.74e-38 
26250.00 5.40e-11 5.42e-03 9.95e-01 6.46e-29 9.20e-38 
26750.00 4.89e-11 5.12e-03 9.95e-01 8.60e-29 1.09e-37 
27250.00 5.16e-11 5.57e-03 9.94e-01 1.13e-28 1.30e-37 
27750.00 1.44e-11 1.85e-03 9.98e-01 1.63e-28 1.54e-37 
28250.00 5.83e-12 8.72e-04 9.99e-01 2.41e-28 1.84e-37 
28750.00 1.16e-11 1.67e-03 9.98e-01 2.93e-28 2.18e-37 
29250.00 6.65e-11 9.28e-03 9.91e-01 3.61e-28 2.59e-37 
29750.00 5.98e-11 9.29e-03 9.91e-01 5.07e-28 3.08e-37 
30250.00 1.01e-10 1.53e-02 9.85e-01 6.21e-28 3.66e-37 
30750.00 7.80e-11 1.24e-02 9.88e-01 8.43e-28 4.35e-37 
31250.00 6.28e-11 1.06e-02 9.89e-01 1.15e-27 5.17e-37 
31750.00 7.92e-11 1.33e-02 9.87e-01 1.50e-27 6.15e-37 
32250.00 1.99e-10 3.37e-02 9.66e-01 1.92e-27 7.31e-37 
32750.00 4.25e-10 7.57e-02 9.24e-01 2.42e-27 8.69e-37 
33250.00 1.65e-11 3.56e-03 9.96e-01 4.17e-27 1.03e-36 
33750.00 5.71e-10 1.08e-01 8.92e-01 4.31e-27 1.23e-36 
34250.00 1.85e-10 3.47e-02 9.65e-01 6.33e-27 1.46e-36 
34750.00 4.43e-11 9.82e-03 9.90e-01 1.02e-26 1.73e-36 
35250.00 5.11e-10 1.14e-01 8.86e-01 1.23e-26 2.06e-36 
35750.00 4.43e-10 9.76e-02 9.02e-01 1.39e-26 2.45e-36 
36250.00 6.40e-11 1.52e-02 9.85e-01 2.00e-26 2.91e-36 
36750.00 1.10e-10 2.56e-02 9.74e-01 2.62e-26 3.46e-36 
37250.00 2.20e-10 5.47e-02 9.45e-01 3.42e-26 4.11e-36 
37750.00 1.22e-10 3.17e-02 9.68e-01 5.30e-26 4.89e-36 
38250.00 1.25e-10 3.51e-02 9.65e-01 6.17e-26 5.81e-36 
38750.00 8.41e-11 2.46e-02 9.75e-01 9.14e-26 6.90e-36 
39250.00 1.59e-10 5.14e-02 9.49e-01 1.10e-25 8.21e-36 
39750.00 9.78e-11 3.20e-02 9.68e-01 1.61e-25 9.75e-36 
40250.00 2.31e-10 8.37e-02 9.16e-01 2.07e-25 1.16e-35 
#TIME: 4.31 
#NVEL: 81 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 1.87e-25 8.98e-17 2.07e-08 8.24e-03 9.92e-01 
7250.00 1.01e-24 4.47e-16 9.51e-08 1.87e-02 9.81e-01 
7750.00 1.11e-23 4.47e-15 8.40e-07 6.17e-02 9.38e-01 
8250.00 1.99e-22 7.41e-14 1.20e-05 2.56e-01 7.44e-01 
8750.00 2.93e-21 1.04e-12 1.46e-04 7.14e-01 2.86e-01 
9250.00 2.85e-20 9.45e-12 1.07e-03 9.52e-01 4.65e-02 
9750.00 3.72e-19 1.09e-10 8.99e-03 9.87e-01 4.48e-03 
10250.00 8.18e-18 2.10e-09 1.12e-01 8.88e-01 1.57e-04 
10750.00 8.82e-17 2.17e-08 7.31e-01 2.69e-01 7.00e-07 
11250.00 1.98e-16 4.99e-08 9.91e-01 9.50e-03 1.94e-10 
11750.00 3.81e-16 1.02e-07 1.00e+00 7.60e-05 2.91e-15 
12250.00 7.41e-16 2.10e-07 1.00e+00 6.15e-07 6.34e-20 
12750.00 1.36e-15 3.89e-07 1.00e+00 1.17e-08 3.06e-24 
13250.00 2.61e-15 7.02e-07 1.00e+00 5.70e-10 2.60e-27 
13750.00 5.13e-15 1.28e-06 1.00e+00 2.71e-11 2.08e-30 
14250.00 1.08e-14 2.41e-06 1.00e+00 1.48e-12 2.38e-33 
14750.00 2.18e-14 4.35e-06 1.00e+00 9.36e-14 3.74e-36 
15250.00 4.31e-14 7.68e-06 1.00e+00 5.84e-15 4.79e-39 
15750.00 8.40e-14 1.35e-05 1.00e+00 4.50e-16 2.60e-39 
16250.00 1.57e-13 2.28e-05 1.00e+00 3.10e-17 3.09e-39 
16750.00 2.83e-13 3.78e-05 1.00e+00 1.34e-18 3.68e-39 
17250.00 5.17e-13 6.23e-05 1.00e+00 4.35e-19 4.37e-39 
17750.00 8.88e-13 1.01e-04 1.00e+00 7.48e-21 5.19e-39 
18250.00 1.38e-12 1.46e-04 1.00e+00 7.66e-22 6.17e-39 
18750.00 2.18e-12 2.30e-04 1.00e+00 6.91e-23 7.33e-39 
19250.00 3.19e-12 3.33e-04 1.00e+00 8.08e-24 8.72e-39 
19750.00 4.48e-12 4.58e-04 1.00e+00 8.73e-25 1.04e-38 
20250.00 5.95e-12 6.20e-04 9.99e-01 1.17e-25 1.23e-38 
20750.00 6.40e-12 6.71e-04 9.99e-01 3.13e-26 1.46e-38 
21250.00 9.90e-12 1.04e-03 9.99e-01 5.51e-27 1.74e-38 
21750.00 1.19e-11 1.24e-03 9.99e-01 7.07e-28 2.07e-38 
22250.00 1.27e-11 1.47e-03 9.99e-01 1.13e-28 2.46e-38 
22750.00 2.43e-11 2.26e-03 9.98e-01 2.69e-29 2.92e-38 
23250.00 1.97e-11 2.22e-03 9.98e-01 2.06e-29 3.47e-38 
23750.00 3.10e-11 3.21e-03 9.97e-01 2.09e-29 4.12e-38 
24250.00 2.99e-11 3.16e-03 9.97e-01 2.66e-29 4.90e-38 
24750.00 1.22e-11 1.58e-03 9.98e-01 4.10e-29 5.83e-38 
25250.00 1.67e-11 1.85e-03 9.98e-01 4.60e-29 6.93e-38 
25750.00 4.61e-11 5.16e-03 9.95e-01 5.99e-29 8.23e-38 
26250.00 2.86e-11 3.32e-03 9.97e-01 7.99e-29 9.78e-38 
26750.00 5.73e-11 6.96e-03 9.93e-01 1.04e-28 1.16e-37 
27250.00 1.66e-11 2.29e-03 9.98e-01 1.47e-28 1.38e-37 
27750.00 7.95e-11 9.72e-03 9.90e-01 1.72e-28 1.64e-37 
28250.00 7.16e-11 9.08e-03 9.91e-01 2.29e-28 1.95e-37 
28750.00 6.09e-11 8.14e-03 9.92e-01 3.05e-28 2.32e-37 
29250.00 7.18e-11 1.01e-02 9.90e-01 4.10e-28 2.76e-37 
29750.00 8.09e-12 1.43e-03 9.99e-01 6.33e-28 3.28e-37 
30250.00 7.01e-11 1.15e-02 9.89e-01 7.31e-28 3.90e-37 
30750.00 9.45e-11 1.59e-02 9.84e-01 9.59e-28 4.63e-37 
31250.00 2.96e-11 5.61e-03 9.94e-01 1.35e-27 5.50e-37 
31750.00 1.30e-10 2.39e-02 9.76e-01 1.65e-27 6.54e-37 
32250.00 1.10e-10 2.04e-02 9.80e-01 2.20e-27 7.77e-37 
32750.00 8.62e-11 1.68e-02 9.83e-01 3.12e-27 9.24e-37 
33250.00 1.13e-10 2.48e-02 9.75e-01 4.02e-27 1.10e-36 
33750.00 7.90e-11 1.71e-02 9.83e-01 5.85e-27 1.31e-36 
34250.00 3.99e-11 9.76e-03 9.90e-01 7.91e-27 1.55e-36 
34750.00 1.29e-10 3.17e-02 9.68e-01 9.81e-27 1.84e-36 
35250.00 1.97e-12 5.96e-04 9.99e-01 1.72e-26 2.19e-36 
35750.00 6.15e-10 1.48e-01 8.52e-01 1.56e-26 2.60e-36 
36250.00 4.60e-10 1.16e-01 8.84e-01 2.02e-26 3.10e-36 
36750.00 7.94e-10 2.14e-01 7.86e-01 2.43e-26 3.68e-36 
37250.00 1.07e-09 3.00e-01 7.00e-01 3.03e-26 4.37e-36 
37750.00 1.44e-09 4.39e-01 5.61e-01 3.23e-26 5.20e-36 
38250.00 1.43e-09 4.77e-01 5.23e-01 4.11e-26 6.18e-36 
38750.00 1.54e-09 5.46e-01 4.54e-01 4.71e-26 7.34e-36 
39250.00 1.60e-09 5.79e-01 4.21e-01 6.08e-26 8.72e-36 
39750.00 1.32e-10 4.94e-02 9.51e-01 1.73e-25 1.04e-35 
40250.00 1.82e-10 7.51e-02 9.25e-01 2.39e-25 1.23e-35 
#TIME: 4.40 
#NVEL: 81 
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 
250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 2.28e-25 1.11e-16 2.61e-08 9.29e-03 9.91e-01 
7250.00 1.25e-24 5.65e-16 1.22e-07 2.14e-02 9.79e-01 
7750.00 1.43e-23 5.92e-15 1.13e-06 7.28e-02 9.27e-01 
8250.00 2.65e-22 1.02e-13 1.69e-05 3.03e-01 6.97e-01 
8750.00 3.60e-21 1.33e-12 1.90e-04 7.65e-01 2.35e-01 
9250.00 3.57e-20 1.22e-11 1.39e-03 9.64e-01 3.48e-02 
9750.00 4.96e-19 1.49e-10 1.21e-02 9.85e-01 3.18e-03 
10250.00 1.10e-17 2.91e-09 1.52e-01 8.48e-01 1.11e-04 
10750.00 8.94e-17 2.35e-08 7.94e-01 2.06e-01 3.32e-07 
