#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 81
#vel_mid[km/s] si0 si1 si2 si3
7750.00 2.6639e-07 6.7411e-02 7.5301e-01 1.7958e-01
8250.00 9.7108e-07 1.7925e-01 6.8233e-01 1.3841e-01
8750.00 2.8384e-06 3.4474e-01 5.5377e-01 1.0149e-01
9250.00 4.8301e-06 4.4169e-01 4.7893e-01 7.9372e-02
9750.00 7.0425e-06 5.3189e-01 4.0577e-01 6.2336e-02
10250.00 1.0225e-05 5.8083e-01 3.6914e-01 5.0026e-02
10750.00 1.3532e-05 6.2635e-01 3.3416e-01 3.9472e-02
11250.00 1.5856e-05 6.7544e-01 2.9337e-01 3.1175e-02
11750.00 1.7843e-05 7.1463e-01 2.5919e-01 2.6168e-02
12250.00 1.6897e-05 7.0447e-01 2.6921e-01 2.6306e-02
12750.00 1.7314e-05 6.8137e-01 2.8930e-01 2.9314e-02
13250.00 1.4962e-05 6.9365e-01 2.7547e-01 3.0865e-02
13750.00 1.4950e-05 6.5378e-01 3.0936e-01 3.6840e-02
14250.00 1.4018e-05 6.1616e-01 3.4071e-01 4.3110e-02
14750.00 1.0403e-05 5.6640e-01 3.8428e-01 4.9318e-02
15250.00 9.9557e-06 5.8219e-01 3.6533e-01 5.2462e-02
15750.00 8.9038e-06 5.5964e-01 3.8136e-01 5.8998e-02
16250.00 8.2106e-06 6.0177e-01 3.4053e-01 5.7695e-02
16750.00 8.1159e-06 5.6731e-01 3.6809e-01 6.4593e-02
17250.00 6.1504e-06 5.4828e-01 3.7850e-01 7.3205e-02
17750.00 5.4574e-06 5.0448e-01 4.0944e-01 8.6075e-02
18250.00 5.9702e-06 4.7308e-01 4.3746e-01 8.9456e-02
18750.00 4.4681e-06 4.9566e-01 4.0491e-01 9.9423e-02
19250.00 4.0388e-06 3.4099e-01 5.3018e-01 1.2883e-01
19750.00 4.3048e-06 3.4221e-01 5.2632e-01 1.3146e-01
20250.00 3.8093e-06 3.1618e-01 5.2380e-01 1.6001e-01
20750.00 3.0781e-06 2.4775e-01 5.8958e-01 1.6267e-01
21250.00 3.0572e-06 2.2885e-01 5.7280e-01 1.9835e-01
21750.00 2.2835e-06 1.9365e-01 5.8609e-01 2.2026e-01
22250.00 2.8537e-06 2.3495e-01 5.3917e-01 2.2587e-01
22750.00 1.7664e-06 1.6902e-01 5.7334e-01 2.5763e-01
23250.00 6.7217e-06 2.4041e-01 3.6288e-01 3.9670e-01
23750.00 6.3565e-06 4.5706e-01 3.6435e-01 1.7858e-01
24250.00 1.1863e-06 1.2842e-01 5.3431e-01 3.3727e-01
24750.00 3.4623e-06 3.1237e-01 4.2755e-01 2.6008e-01
25250.00 4.6297e-06 3.2950e-01 2.9610e-01 3.7440e-01
25750.00 6.0091e-07 1.1288e-01 4.5463e-01 4.3250e-01
26250.00 3.6362e-07 7.7810e-02 4.3286e-01 4.8933e-01
26750.00 2.2722e-07 6.1695e-02 4.1858e-01 5.1972e-01
27250.00 3.1772e-07 7.8541e-02 3.5624e-01 5.6522e-01
27750.00 1.6171e-07 5.3233e-02 3.3259e-01 6.1418e-01
28250.00 1.2349e-07 3.9711e-02 3.0499e-01 6.5529e-01
28750.00 6.3875e-08 3.2795e-02 2.7435e-01 6.9286e-01
29250.00 3.3221e-08 1.7385e-02 2.5213e-01 7.3049e-01
29750.00 1.7510e-08 1.2365e-02 2.2682e-01 7.6082e-01
30250.00 1.2896e-08 1.0840e-02 2.0156e-01 7.8760e-01
30750.00 1.4909e-08 1.0937e-02 1.7792e-01 8.1115e-01
31250.00 5.7724e-09 5.4373e-03 1.6471e-01 8.2985e-01
31750.00 5.1249e-09 5.6563e-03 1.4519e-01 8.4915e-01
32250.00 1.0809e-09 1.4929e-03 1.2737e-01 8.7113e-01
32750.00 2.0746e-09 2.5987e-03 1.1167e-01 8.8573e-01
33250.00 2.0600e-09 3.1453e-03 9.7984e-02 8.9887e-01
33750.00 1.3902e-09 3.0085e-03 8.5147e-02 9.1184e-01
34250.00 2.9384e-10 5.3507e-04 7.4358e-02 9.2511e-01
34750.00 1.9952e-10 4.8223e-04 6.4224e-02 9.3529e-01
35250.00 1.3184e-10 3.5700e-04 5.5586e-02 9.4406e-01
35750.00 2.1788e-10 6.8097e-04 4.8116e-02 9.5120e-01
36250.00 3.4486e-11 1.4939e-04 4.1203e-02 9.5865e-01
36750.00 6.6168e-11 2.9676e-04 3.5946e-02 9.6376e-01
37250.00 2.6503e-11 1.2940e-04 3.0851e-02 9.6902e-01
37750.00 8.7056e-12 5.2281e-05 2.6752e-02 9.7320e-01
38250.00 2.8707e-11 2.1747e-04 2.3676e-02 9.7611e-01
38750.00 2.3772e-11 1.5892e-04 2.0652e-02 9.7919e-01
39250.00 1.4441e-11 8.9165e-05 1.7885e-02 9.8203e-01
39750.00 8.2013e-12 9.4148e-05 1.5587e-02 9.8432e-01
40250.00 6.3061e-12 6.8689e-05 1.3572e-02 9.8636e-01
#TIME: 239.76
#NVEL 81
#vel_mid[km/s] si0 si1 si2 si3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.1747e-07 3.1106e-02 7.5379e-01 2.1511e-01
7250.00 1.3425e-07 3.6812e-02 7.5283e-01 2.1035e-01
7750.00 3.0021e-07 6.9341e-02 7.4906e-01 1.8160e-01
8250.00 1.0275e-06 1.8337e-01 6.7869e-01 1.3794e-01
8750.00 2.6532e-06 3.3190e-01 5.6605e-01 1.0205e-01
9250.00 5.0043e-06 4.5572e-01 4.6712e-01 7.7156e-02
9750.00 6.9804e-06 5.2957e-01 4.0831e-01 6.2110e-02
10250.00 9.8568e-06 5.9619e-01 3.5501e-01 4.8790e-02
10750.00 1.4061e-05 6.2097e-01 3.3943e-01 3.9593e-02
11250.00 1.6487e-05 6.9798e-01 2.7209e-01 2.9913e-02
11750.00 1.8226e-05 7.0085e-01 2.7271e-01 2.6422e-02
12250.00 1.7474e-05 7.0987e-01 2.6476e-01 2.5353e-02
12750.00 2.0858e-05 6.9926e-01 2.7258e-01 2.8134e-02
13250.00 1.5237e-05 6.7401e-01 2.9433e-01 3.1651e-02
13750.00 1.6425e-05 6.8954e-01 2.7792e-01 3.2527e-02
14250.00 1.6276e-05 6.3710e-01 3.2271e-01 4.0171e-02
14750.00 1.2796e-05 5.9514e-01 3.5872e-01 4.6136e-02
15250.00 9.9204e-06 5.7282e-01 3.7463e-01 5.2538e-02
15750.00 9.5717e-06 5.9535e-01 3.5120e-01 5.3447e-02
16250.00 7.4468e-06 5.6639e-01 3.7119e-01 6.2408e-02
16750.00 7.8194e-06 5.2324e-01 4.0978e-01 6.6970e-02
17250.00 5.6612e-06 4.9158e-01 4.2984e-01 7.8569e-02
17750.00 6.0645e-06 4.7222e-01 4.3794e-01 8.9837e-02
18250.00 7.0179e-06 5.5626e-01 3.6006e-01 8.3674e-02
18750.00 5.2192e-06 4.9802e-01 4.0313e-01 9.8846e-02
19250.00 2.5826e-06 2.0934e-01 6.4834e-01 1.4231e-01
19750.00 5.1135e-06 5.0558e-01 3.8202e-01 1.1240e-01
20250.00 4.0242e-06 3.8743e-01 4.7177e-01 1.4080e-01
20750.00 3.5156e-06 3.3828e-01 5.0077e-01 1.6095e-01
21250.00 4.6805e-06 4.1924e-01 4.2821e-01 1.5255e-01
21750.00 4.8582e-06 3.8733e-01 4.3975e-01 1.7291e-01
22250.00 3.7468e-06 2.9251e-01 4.8479e-01 2.2270e-01
22750.00 7.9833e-06 4.9195e-01 3.6711e-01 1.4093e-01
23250.00 8.7510e-06 3.1416e-01 3.3092e-01 3.5491e-01
23750.00 8.2833e-06 4.6757e-01 2.9140e-01 2.4102e-01
24250.00 2.9175e-06 2.3065e-01 5.0915e-01 2.6019e-01
24750.00 4.8461e-06 2.4741e-01 3.2556e-01 4.2702e-01
25250.00 3.4753e-06 1.9291e-01 3.0123e-01 5.0586e-01
25750.00 3.3589e-07 5.4816e-02 4.9569e-01 4.4950e-01
26250.00 1.7165e-07 3.6008e-02 4.6807e-01 4.9592e-01
26750.00 3.7693e-07 8.2032e-02 4.0668e-01 5.1129e-01
27250.00 1.4638e-07 3.6581e-02 3.9061e-01 5.7281e-01
27750.00 4.5417e-08 1.3703e-02 3.6401e-01 6.2228e-01
28250.00 1.0889e-07 3.8135e-02 3.1004e-01 6.5183e-01
28750.00 6.7217e-08 2.9803e-02 2.7935e-01 6.9084e-01
29250.00 3.7577e-08 2.2510e-02 2.5258e-01 7.2491e-01
29750.00 2.1566e-08 1.4204e-02 2.2864e-01 7.5716e-01
30250.00 2.0930e-08 1.3881e-02 2.0335e-01 7.8277e-01
30750.00 1.5485e-08 1.1951e-02 1.7950e-01 8.0855e-01
31250.00 2.8280e-09 2.9870e-03 1.6723e-01 8.2978e-01
31750.00 1.9110e-09 2.3982e-03 1.4737e-01 8.5023e-01
32250.00 6.3374e-09 6.1722e-03 1.2365e-01 8.7017e-01
32750.00 4.3458e-10 7.4756e-04 1.1332e-01 8.8594e-01
33250.00 4.6221e-10 1.0098e-03 9.9489e-02 8.9950e-01
33750.00 1.3916e-09 3.0077e-03 8.6058e-02 9.1093e-01
34250.00 3.4344e-10 8.5204e-04 7.5410e-02 9.2374e-01
34750.00 6.6785e-10 1.7198e-03 6.5340e-02 9.3294e-01
35250.00 1.1533e-10 3.3705e-04 5.6559e-02 9.4310e-01
35750.00 8.7430e-11 2.8507e-04 4.8573e-02 9.5114e-01
36250.00 3.8495e-11 1.6354e-04 4.1943e-02 9.5789e-01
36750.00 1.1815e-10 5.2236e-04 3.6552e-02 9.6293e-01
37250.00 1.9013e-11 1.0472e-04 3.1190e-02 9.6871e-01
37750.00 2.2036e-11 8.4337e-05 2.7226e-02 9.7269e-01
38250.00 3.0701e-11 2.2213e-04 2.3959e-02 9.7582e-01
38750.00 1.8448e-11 1.0187e-04 2.0705e-02 9.7919e-01
39250.00 4.6426e-12 3.6309e-05 1.7983e-02 9.8198e-01
39750.00 7.4567e-12 6.3591e-05 1.5694e-02 9.8424e-01
40250.00 7.4817e-12 7.3037e-05 1.3725e-02 9.8620e-01
#TIME: 243.21
#NVEL 81
#vel_mid[km/s] si0 si1 si2 si3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.2664e-07 3.2979e-02 7.5375e-01 2.1327e-01
7250.00 1.3629e-07 3.5437e-02 7.5658e-01 2.0799e-01
7750.00 3.0795e-07 6.9194e-02 7.5003e-01 1.8078e-01
8250.00 1.0804e-06 1.8781e-01 6.7346e-01 1.3872e-01
8750.00 2.8632e-06 3.4298e-01 5.5643e-01 1.0058e-01
9250.00 5.0767e-06 4.4951e-01 4.7207e-01 7.8416e-02
9750.00 7.2741e-06 5.3113e-01 4.0706e-01 6.1795e-02
10250.00 1.1076e-05 6.1086e-01 3.4147e-01 4.7658e-02
10750.00 1.4063e-05 6.2436e-01 3.3588e-01 3.9751e-02
11250.00 1.7644e-05 6.9258e-01 2.7753e-01 2.9867e-02
11750.00 1.8952e-05 7.0551e-01 2.6849e-01 2.5978e-02
12250.00 1.6671e-05 7.1054e-01 2.6432e-01 2.5125e-02
12750.00 2.2808e-05 7.0889e-01 2.6407e-01 2.7023e-02
13250.00 1.7649e-05 6.9865e-01 2.7194e-01 2.9392e-02
13750.00 1.6856e-05 6.5042e-01 3.1482e-01 3.4740e-02
14250.00 1.6955e-05 6.3926e-01 3.2203e-01 3.8689e-02
14750.00 1.2960e-05 6.5455e-01 3.0577e-01 3.9669e-02
15250.00 1.2189e-05 5.5969e-01 3.8824e-01 5.2055e-02
15750.00 1.2859e-05 6.2588e-01 3.2476e-01 4.9347e-02
16250.00 9.2513e-06 6.1576e-01 3.3016e-01 5.4076e-02
16750.00 7.9634e-06 4.9601e-01 4.3157e-01 7.2407e-02
17250.00 6.6156e-06 5.3794e-01 3.9127e-01 7.0776e-02
17750.00 7.1147e-06 5.4330e-01 3.7849e-01 7.8202e-02
18250.00 5.8152e-06 4.4199e-01 4.6086e-01 9.7142e-02
18750.00 5.1773e-06 4.5645e-01 4.4144e-01 1.0211e-01
19250.00 6.0261e-06 5.0405e-01 3.8954e-01 1.0640e-01
19750.00 4.0141e-06 2.7891e-01 5.7255e-01 1.4854e-01
20250.00 3.5458e-06 3.4106e-01 5.1397e-01 1.4496e-01
20750.00 2.7931e-06 2.9000e-01 5.4211e-01 1.6790e-01
21250.00 4.6178e-06 3.1351e-01 5.0859e-01 1.7790e-01
21750.00 1.2020e-05 4.8524e-01 2.2009e-01 2.9466e-01
22250.00 3.1861e-06 2.5242e-01 5.3277e-01 2.1480e-01
22750.00 1.0433e-05 3.7878e-01 3.4130e-01 2.7992e-01
23250.00 9.6052e-06 3.3480e-01 2.9466e-01 3.7053e-01
23750.00 1.0491e-05 5.1789e-01 2.1302e-01 2.6907e-01
24250.00 8.0170e-06 3.0968e-01 3.3122e-01 3.5909e-01
24750.00 3.9992e-06 2.1144e-01 4.1272e-01 3.7583e-01
25250.00 1.2455e-06 7.9724e-02 4.3218e-01 4.8810e-01
25750.00 3.0011e-07 4.8801e-02 5.0981e-01 4.4139e-01
26250.00 6.8224e-07 1.4941e-01 4.0496e-01 4.4563e-01
26750.00 3.8209e-07 1.1287e-01 3.8384e-01 5.0328e-01
27250.00 2.6694e-07 8.3415e-02 3.5979e-01 5.5680e-01
27750.00 8.9906e-08 3.5686e-02 3.5068e-01 6.1364e-01
28250.00 6.9115e-08 2.7507e-02 3.1875e-01 6.5374e-01
28750.00 8.4859e-08 3.3669e-02 2.8066e-01 6.8567e-01
29250.00 3.1896e-08 1.9493e-02 2.5673e-01 7.2377e-01
29750.00 1.6495e-08 8.3992e-03 2.3426e-01 7.5734e-01
30250.00 2.7802e-08 1.5504e-02 2.0479e-01 7.7971e-01
30750.00 1.4398e-08 1.0868e-02 1.8217e-01 8.0696e-01
31250.00 6.6931e-09 7.2939e-03 1.6247e-01 8.3024e-01
31750.00 4.8877e-09 4.8553e-03 1.4888e-01 8.4626e-01
32250.00 2.6014e-09 3.4652e-03 1.3057e-01 8.6596e-01
32750.00 3.7521e-09 5.5804e-03 1.1429e-01 8.8013e-01
33250.00 1.2506e-09 2.4738e-03 1.0070e-01 8.9682e-01
33750.00 5.9305e-10 1.2344e-03 8.7552e-02 9.1121e-01
34250.00 3.4610e-10 8.0947e-04 7.6470e-02 9.2272e-01
34750.00 6.6354e-10 1.7512e-03 6.6275e-02 9.3197e-01
35250.00 2.7531e-10 9.0998e-04 5.7487e-02 9.4160e-01
35750.00 1.5012e-10 5.3933e-04 4.9720e-02 9.4974e-01
36250.00 8.9999e-11 3.9266e-04 4.2946e-02 9.5666e-01
36750.00 7.2470e-11 3.4698e-04 3.7130e-02 9.6252e-01
37250.00 2.8936e-11 1.5377e-04 3.1864e-02 9.6798e-01
37750.00 5.0070e-11 2.8728e-04 2.7754e-02 9.7196e-01
38250.00 2.1735e-11 1.5975e-04 2.4182e-02 9.7566e-01
38750.00 9.4730e-12 7.4604e-05 2.1011e-02 9.7891e-01
39250.00 1.4609e-11 1.3042e-04 1.8321e-02 9.8155e-01
39750.00 3.0037e-12 3.3320e-05 1.5782e-02 9.8418e-01
40250.00 3.1723e-12 2.2758e-05 1.3770e-02 9.8621e-01
#TIME: 246.70
#NVEL 81
#vel_mid[km/s] si0 si1 si2 si3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.2288e-07 3.0060e-02 7.5527e-01 2.1467e-01
7250.00 1.4349e-07 3.6336e-02 7.5187e-01 2.1179e-01
7750.00 3.0983e-07 6.6008e-02 7.5768e-01 1.7631e-01
8250.00 1.0948e-06 1.8090e-01 6.7967e-01 1.3942e-01
8750.00 3.0655e-06 3.4793e-01 5.5226e-01 9.9804e-02
9250.00 5.1332e-06 4.4539e-01 4.7520e-01 7.9402e-02
9750.00 7.4702e-06 5.3620e-01 4.0272e-01 6.1072e-02
10250.00 1.1464e-05 5.9397e-01 3.5791e-01 4.8116e-02
10750.00 1.3796e-05 6.2872e-01 3.3248e-01 3.8787e-02
11250.00 1.6548e-05 6.8618e-01 2.8410e-01 2.9695e-02
11750.00 1.9676e-05 6.9822e-01 2.7547e-01 2.6295e-02
12250.00 1.8777e-05 7.1732e-01 2.5840e-01 2.4266e-02
12750.00 2.1272e-05 7.3673e-01 2.3824e-01 2.5007e-02
13250.00 1.7806e-05 6.6463e-01 3.0383e-01 3.1518e-02
13750.00 1.5544e-05 6.5689e-01 3.0866e-01 3.4442e-02
14250.00 1.5525e-05 6.1410e-01 3.4478e-01 4.1103e-02
14750.00 1.4079e-05 6.5343e-01 3.0713e-01 3.9421e-02
15250.00 1.1456e-05 5.8166e-01 3.6932e-01 4.9008e-02
15750.00 1.3911e-05 6.4406e-01 3.0910e-01 4.6822e-02
16250.00 8.8144e-06 5.9824e-01 3.4639e-01 5.5361e-02
16750.00 9.1457e-06 5.3230e-01 3.9986e-01 6.7828e-02
17250.00 5.9728e-06 4.5137e-01 4.6688e-01 8.1741e-02
17750.00 6.4817e-06 4.7370e-01 4.4114e-01 8.5158e-02
18250.00 5.8454e-06 4.2128e-01 4.8120e-01 9.7516e-02
18750.00 5.2322e-06 5.1070e-01 3.9876e-01 9.0534e-02
19250.00 5.9008e-06 4.4765e-01 4.3923e-01 1.1312e-01
19750.00 5.2680e-06 4.0780e-01 4.6835e-01 1.2385e-01
20250.00 4.9947e-06 4.0567e-01 4.5990e-01 1.3443e-01
20750.00 5.3759e-06 4.9416e-01 3.7769e-01 1.2815e-01
21250.00 5.1450e-06 3.8552e-01 4.5351e-01 1.6096e-01
21750.00 1.0976e-05 5.3206e-01 2.7946e-01 1.8847e-01
22250.00 3.0279e-06 2.7651e-01 5.1623e-01 2.0726e-01
22750.00 1.6581e-06 1.1133e-01 6.0805e-01 2.8062e-01
23250.00 6.9322e-06 2.1245e-01 3.4477e-01 4.4277e-01
23750.00 6.7680e-06 3.2978e-01 3.4443e-01 3.2579e-01
24250.00 7.3804e-06 2.6052e-01 3.2389e-01 4.1558e-01
24750.00 3.9830e-06 1.7970e-01 3.7603e-01 4.4427e-01
25250.00 5.7378e-06 3.8698e-01 2.4175e-01 3.7126e-01
25750.00 5.4468e-07 7.4191e-02 4.9954e-01 4.2627e-01
26250.00 6.9762e-07 1.5199e-01 4.0411e-01 4.4390e-01
26750.00 4.3513e-07 1.1379e-01 3.8940e-01 4.9681e-01
27250.00 3.1194e-07 8.1588e-02 3.6631e-01 5.5210e-01
27750.00 1.4187e-07 5.6335e-02 3.4414e-01 5.9953e-01
28250.00 1.5483e-07 5.3218e-02 3.0887e-01 6.3792e-01
28750.00 6.5914e-08 3.1153e-02 2.8519e-01 6.8365e-01
29250.00 3.3347e-08 1.9044e-02 2.6022e-01 7.2074e-01
29750.00 2.2083e-08 1.3178e-02 2.3475e-01 7.5207e-01
30250.00 2.4095e-08 1.5611e-02 2.0742e-01 7.7697e-01
30750.00 1.7920e-09 1.7181e-03 1.9387e-01 8.0441e-01
31250.00 6.8068e-09 6.0114e-03 1.7057e-01 8.2342e-01
31750.00 3.2223e-09 3.4766e-03 1.5082e-01 8.4570e-01
32250.00 1.0273e-09 1.4379e-03 1.3292e-01 8.6564e-01
32750.00 3.1858e-09 4.5897e-03 1.1589e-01 8.7952e-01
33250.00 8.1796e-10 1.8872e-03 1.0216e-01 8.9595e-01
33750.00 5.6094e-10 9.8370e-04 8.8953e-02 9.1006e-01
34250.00 1.2107e-09 2.2688e-03 7.7392e-02 9.2034e-01
34750.00 3.2916e-10 7.6198e-04 6.7373e-02 9.3187e-01
35250.00 2.3380e-10 7.5357e-04 5.8020e-02 9.4123e-01
35750.00 1.0206e-10 3.9096e-04 5.0467e-02 9.4914e-01
36250.00 2.4962e-10 7.2542e-04 4.3643e-02 9.5563e-01
36750.00 3.0915e-11 1.9326e-04 3.7643e-02 9.6216e-01
37250.00 5.4470e-11 3.1923e-04 3.2543e-02 9.6714e-01
37750.00 1.8585e-11 8.9757e-05 2.7929e-02 9.7198e-01
38250.00 3.1834e-11 2.2602e-04 2.4490e-02 9.7528e-01
38750.00 2.2803e-11 1.7012e-04 2.1368e-02 9.7846e-01
39250.00 1.2600e-11 1.3308e-04 1.8529e-02 9.8134e-01
39750.00 9.1826e-12 1.0117e-04 1.6136e-02 9.8376e-01
40250.00 4.4543e-12 7.6317e-05 1.4042e-02 9.8588e-01
#TIME: 250.25
#NVEL 81
#vel_mid[km/s] si0 si1 si2 si3
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.2446e-07 3.0176e-02 7.6284e-01 2.0698e-01
7250.00 1.5145e-07 3.6099e-02 7.5535e-01 2.0855e-01
7750.00 3.7743e-07 7.7236e-02 7.4277e-01 1.7999e-01
8250.00 1.1356e-06 1.7693e-01 6.8529e-01 1.3777e-01
8750.00 3.0941e-06 3.3317e-01 5.6612e-01 1.0071e-01
9250.00 5.5763e-06 4.7523e-01 4.4908e-01 7.5681e-02
9750.00 7.4225e-06 5.3127e-01 4.0811e-01 6.0611e-02
10250.00 1.1639e-05 5.8545e-01 3.6480e-01 4.9737e-02
10750.00 1.4388e-05 6.4521e-01 3.1745e-01 3.7321e-02
11250.00 1.9372e-05 6.8072e-01 2.8922e-01 3.0046e-02
11750.00 2.0737e-05 7.1699e-01 2.5839e-01 2.4595e-02
12250.00 1.9651e-05 7.0158e-01 2.7351e-01 2.4888e-02
12750.00 2.1498e-05 7.1733e-01 2.5709e-01 2.5557e-02
13250.00 2.0506e-05 6.7007e-01 2.9912e-01 3.0788e-02
13750.00 1.7893e-05 6.6476e-01 3.0160e-01 3.3620e-02
14250.00 1.6904e-05 6.5267e-01 3.0914e-01 3.8178e-02
14750.00 1.2903e-05 6.3480e-01 3.2379e-01 4.1398e-02
15250.00 1.4847e-05 6.7277e-01 2.8914e-01 3.8076e-02
15750.00 1.2112e-05 5.8422e-01 3.6622e-01 4.9546e-02
16250.00 9.6867e-06 5.6270e-01 3.7883e-01 5.8461e-02
16750.00 9.0632e-06 4.9765e-01 4.3324e-01 6.9099e-02
17250.00 7.2914e-06 5.0038e-01 4.2381e-01 7.5805e-02
17750.00 6.4924e-06 5.4035e-01 3.8297e-01 7.6679e-02
18250.00 5.5866e-06 3.9479e-01 5.0582e-01 9.9384e-02
18750.00 5.8934e-06 5.1001e-01 3.9920e-01 9.0783e-02
19250.00 5.1517e-06 4.0064e-01 4.8818e-01 1.1117e-01
19750.00 6.2141e-06 4.9990e-01 3.8811e-01 1.1199e-01
20250.00 5.0326e-06 3.9348e-01 4.6946e-01 1.3705e-01
20750.00 5.1021e-06 4.3811e-01 4.2644e-01 1.3545e-01
21250.00 3.7692e-06 3.0570e-01 5.1991e-01 1.7438e-01
21750.00 1.2377e-05 3.9706e-01 3.2416e-01 2.7877e-01
22250.00 9.8967e-06 5.1553e-01 3.6803e-01 1.1643e-01
22750.00 3.8086e-06 2.0218e-01 5.9071e-01 2.0711e-01
23250.00 6.9961e-06 2.3500e-01 4.0192e-01 3.6308e-01
23750.00 5.8273e-06 2.2498e-01 4.6855e-01 3.0646e-01
24250.00 6.3906e-06 2.8962e-01 3.4656e-01 3.6381e-01
24750.00 7.6418e-06 4.1326e-01 3.0964e-01 2.7710e-01
25250.00 5.8189e-06 3.6805e-01 3.7065e-01 2.6129e-01
25750.00 1.7591e-06 1.6119e-01 4.9617e-01 3.4263e-01
26250.00 2.4535e-06 2.8070e-01 3.9568e-01 3.2362e-01
26750.00 5.4634e-07 1.2307e-01 3.9332e-01 4.8361e-01
27250.00 9.1382e-08 2.0349e-02 4.1638e-01 5.6328e-01
27750.00 2.6181e-07 6.7350e-02 3.4315e-01 5.8950e-01
28250.00 1.3627e-07 4.4264e-02 3.1861e-01 6.3713e-01
28750.00 9.0861e-08 3.1668e-02 2.8892e-01 6.7942e-01
29250.00 5.8844e-08 2.6750e-02 2.6018e-01 7.1307e-01
29750.00 3.3654e-08 1.9676e-02 2.3551e-01 7.4482e-01
30250.00 1.9146e-08 9.6965e-03 2.1257e-01 7.7773e-01
30750.00 1.1851e-08 1.0462e-02 1.8726e-01 8.0227e-01
31250.00 5.2959e-09 6.2745e-03 1.7313e-01 8.2059e-01
31750.00 4.6250e-09 5.4245e-03 1.5259e-01 8.4198e-01
32250.00 9.9493e-10 1.3693e-03 1.3463e-01 8.6400e-01
32750.00 3.0908e-09 5.8652e-03 1.1717e-01 8.7696e-01
33250.00 9.3602e-10 1.6850e-03 1.0352e-01 8.9479e-01
33750.00 4.6874e-10 9.8401e-04 9.0319e-02 9.0870e-01
34250.00 4.6726e-10 1.3559e-03 7.8678e-02 9.1997e-01
34750.00 6.7507e-10 1.8782e-03 6.8329e-02 9.2979e-01
35250.00 2.2349e-10 8.1419e-04 5.9060e-02 9.4013e-01
35750.00 1.6267e-10 7.5499e-04 5.1231e-02 9.4801e-01
36250.00 2.1827e-10 7.7550e-04 4.4366e-02 9.5486e-01
36750.00 6.8843e-11 4.3580e-04 3.8403e-02 9.6116e-01
37250.00 3.0487e-11 1.1674e-04 3.2764e-02 9.6712e-01
37750.00 7.3003e-11 3.1771e-04 2.8626e-02 9.7106e-01
38250.00 7.2972e-12 5.5497e-05 2.4474e-02 9.7547e-01
