#NTIMES: 4
#NVEL: 591
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] Tgas_t0[K] Tgas_t1[K] ... Tgas_tn[K]
5.525000E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.598576E+04
5.574915E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.645063E+04
5.624831E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.680862E+04
5.674746E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.710425E+04
5.724661E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.738589E+04
5.774576E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.764620E+04
5.824492E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.787719E+04
5.874407E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.810221E+04
5.924322E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.832050E+04
5.974237E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.852667E+04
6.024153E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.871154E+04
6.074068E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.887935E+04
6.123983E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.903620E+04
6.173898E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.920752E+04
6.223814E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.936887E+04
6.273729E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.951271E+04
6.323644E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.965720E+04
6.373559E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.976550E+04
6.423475E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.988391E+04
6.473390E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.998422E+04
6.523305E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.009388E+04
6.573220E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.018114E+04
6.623136E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.026178E+04
6.673051E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.034409E+04
6.722966E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.041911E+04
6.772881E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.047786E+04
6.822797E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.054170E+04
6.872712E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.060269E+04
6.922627E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.064020E+04
6.972542E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.067669E+04
7.022458E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.071675E+04
7.072373E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.074898E+04
7.122288E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.076122E+04
7.172203E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.076027E+04
7.222119E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.075848E+04
7.272034E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.076723E+04
7.321949E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.075012E+04
7.371864E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.073751E+04
7.421780E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.070340E+04
7.471695E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.066680E+04
7.521610E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.063247E+04
7.571525E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.059417E+04
7.621441E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.055651E+04
7.671356E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.049894E+04
7.721271E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.043017E+04
7.771186E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.037016E+04
7.821102E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.029361E+04
7.871017E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.021552E+04
7.920932E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.012324E+04
7.970847E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.003546E+04
8.020763E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.993414E+04
8.070678E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.983602E+04
8.120593E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.971878E+04
8.170508E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.960472E+04
8.220424E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.947378E+04
8.270339E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.935161E+04
8.320254E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.924343E+04
8.370169E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.911568E+04
8.420085E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.898957E+04
8.470000E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.888204E+04
8.519915E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.877019E+04
8.569831E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.865015E+04
8.619746E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.851889E+04
8.669661E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.841155E+04
8.719576E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.830925E+04
8.769492E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.820059E+04
8.819407E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.808876E+04
8.869322E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.798301E+04
8.919237E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.787814E+04
8.969153E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.777295E+04
9.019068E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.766936E+04
9.068983E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.756902E+04
9.118898E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.745696E+04
9.168814E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.734797E+04
9.218729E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.724861E+04
9.268644E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.715195E+04
9.318559E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.705146E+04
9.368475E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.695742E+04
9.418390E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.685234E+04
9.468305E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.675909E+04
9.518220E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.666088E+04
9.568136E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.656130E+04
9.618051E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.646239E+04
9.667966E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.635100E+04
9.717881E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.625613E+04
9.767797E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.615809E+04
9.817712E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.604854E+04
9.867627E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.594386E+04
9.917542E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.584013E+04
9.967458E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.572684E+04
1.001737E+04 1.000000E-99 1.000000E-99 1.000000E-99 1.560411E+04
1.006729E+04 1.000000E-99 1.000000E-99 1.136086E+04 1.548889E+04
1.011720E+04 1.000000E-99 1.000000E-99 1.131888E+04 1.536393E+04
1.016712E+04 1.000000E-99 1.000000E-99 1.125366E+04 1.522687E+04
