#NTIMES: 50
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 81
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1750.00 6.7687e+03 3.0553e-16 8.1891e+06 3.2391e+06
2250.00 7.0154e+03 2.5753e-16 7.1013e+06 2.7303e+06
2750.00 7.2339e+03 2.1693e-16 6.1214e+06 2.3000e+06
3250.00 7.4500e+03 1.8267e-16 5.2533e+06 1.9367e+06
3750.00 7.6946e+03 1.5378e-16 4.5091e+06 1.6304e+06
4250.00 7.9587e+03 1.2944e-16 3.8666e+06 1.3724e+06
4750.00 8.2826e+03 1.0895e-16 3.3257e+06 1.1551e+06
5250.00 8.6047e+03 9.1691e-17 2.8472e+06 9.7214e+05
5750.00 8.9882e+03 7.7164e-17 2.4435e+06 8.1811e+05
6250.00 9.3925e+03 6.4936e-17 2.0949e+06 6.8847e+05
6750.00 9.7447e+03 5.4644e-17 1.7931e+06 5.8180e+05
7250.00 9.6411e+03 4.5982e-17 1.5349e+06 5.0934e+05
7750.00 9.0597e+03 3.8693e-17 1.3151e+06 4.6302e+05
8250.00 8.3164e+03 3.2559e-17 1.1245e+06 4.2874e+05
8750.00 7.6123e+03 2.7396e-17 9.3828e+05 3.9743e+05
9250.00 6.9762e+03 2.3053e-17 7.6729e+05 3.6495e+05
9750.00 6.4152e+03 1.9398e-17 6.2694e+05 3.3020e+05
10250.00 5.9397e+03 1.6321e-17 5.0996e+05 2.9398e+05
10750.00 5.5656e+03 1.3733e-17 4.1843e+05 2.5770e+05
11250.00 5.2832e+03 1.1555e-17 3.4087e+05 2.2281e+05
11750.00 5.0852e+03 9.7228e-18 2.8212e+05 1.9041e+05
12250.00 4.9628e+03 8.1809e-18 2.3625e+05 1.6120e+05
12750.00 4.9543e+03 6.8834e-18 2.0323e+05 1.3571e+05
13250.00 4.9317e+03 5.7917e-18 1.7309e+05 1.1420e+05
13750.00 4.9546e+03 4.8732e-18 1.4652e+05 9.6070e+04
14250.00 4.9034e+03 4.1003e-18 1.2581e+05 8.0827e+04
14750.00 4.9069e+03 3.4499e-18 1.1015e+05 6.8020e+04
15250.00 4.9872e+03 2.9027e-18 9.2684e+04 5.7218e+04
15750.00 4.9999e+03 2.4424e-18 7.8400e+04 4.8151e+04
16250.00 5.0880e+03 2.0549e-18 6.7106e+04 4.0514e+04
16750.00 4.9134e+03 1.7290e-18 5.8527e+04 3.4090e+04
17250.00 5.1159e+03 1.4548e-18 5.0582e+04 2.8680e+04
17750.00 5.1682e+03 1.2240e-18 4.2921e+04 2.4132e+04
18250.00 4.9178e+03 1.0299e-18 3.6111e+04 2.0305e+04
18750.00 5.2559e+03 8.6652e-19 3.1742e+04 1.7084e+04
19250.00 4.9624e+03 7.2907e-19 2.7120e+04 1.4374e+04
19750.00 5.3978e+03 6.1343e-19 2.2592e+04 1.2095e+04
20250.00 5.3278e+03 5.1613e-19 1.9419e+04 1.0176e+04
20750.00 5.4467e+03 4.3426e-19 1.6907e+04 8.5618e+03
21250.00 5.5877e+03 3.6537e-19 1.4203e+04 7.2039e+03
21750.00 5.6453e+03 3.0743e-19 1.2719e+04 6.0612e+03
22250.00 5.5588e+03 2.5867e-19 1.0939e+04 5.0990e+03
22750.00 5.5582e+03 2.1762e-19 9.3260e+03 4.2901e+03
23250.00 6.1571e+03 1.8310e-19 7.9677e+03 3.6098e+03
23750.00 6.1619e+03 1.5406e-19 6.9812e+03 3.0374e+03
24250.00 6.5605e+03 1.2963e-19 5.9248e+03 2.5557e+03
24750.00 7.0368e+03 1.0907e-19 5.0504e+03 2.1503e+03
25250.00 7.4422e+03 9.1765e-20 4.3241e+03 1.8091e+03
25750.00 8.1197e+03 7.7209e-20 3.7408e+03 1.5221e+03
26250.00 9.1970e+03 6.4961e-20 3.1516e+03 1.2807e+03
26750.00 9.9618e+03 5.4656e-20 2.7407e+03 1.0775e+03
27250.00 1.0918e+04 4.5986e-20 2.3158e+03 9.0658e+02
27750.00 1.1693e+04 3.8692e-20 1.9850e+03 7.6283e+02
28250.00 1.2453e+04 3.2554e-20 1.7003e+03 6.4177e+02
28750.00 1.3141e+04 2.7391e-20 1.4574e+03 5.4004e+02
29250.00 1.4027e+04 2.3046e-20 1.2380e+03 4.5440e+02
29750.00 1.4884e+04 1.9391e-20 1.0575e+03 3.8229e+02
