#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.497210E+04    9.0239E+03    2.1558E-14    7.2711E+08    4.2817E+08
    1.532031E+04    8.8987E+03    1.9114E-14    6.4224E+08    3.7963E+08
    1.571760E+04    8.7828E+03    1.6662E-14    5.5813E+08    3.3094E+08
    1.613099E+04    8.6250E+03    1.4445E-14    4.8246E+08    2.8690E+08
    1.660089E+04    8.5081E+03    1.2281E-14    4.0933E+08    2.4391E+08
    1.713149E+04    8.3566E+03    1.0224E-14    3.4008E+08    2.0306E+08
    1.767899E+04    8.2198E+03    8.4620E-15    2.8105E+08    1.6807E+08
    1.826411E+04    8.0578E+03    6.9136E-15    2.2930E+08    1.3732E+08
    1.889029E+04    7.9687E+03    5.5687E-15    1.8467E+08    1.1060E+08
    1.955040E+04    7.8516E+03    4.4332E-15    1.4701E+08    8.8049E+07
    2.023309E+04    7.7088E+03    3.5019E-15    1.1614E+08    6.9552E+07
    2.092811E+04    7.6227E+03    2.7544E-15    9.1442E+07    5.4706E+07
    2.162971E+04    7.4723E+03    2.1615E-15    7.1760E+07    4.2931E+07
    2.233490E+04    7.3634E+03    1.6942E-15    5.6276E+07    3.3649E+07
    2.304210E+04    7.2765E+03    1.3270E-15    4.4120E+07    2.6356E+07
    2.375060E+04    7.2040E+03    1.0389E-15    3.4572E+07    2.0634E+07
    2.446001E+04    7.1455E+03    8.1308E-16    2.7081E+07    1.6149E+07
    2.517029E+04    7.1005E+03    6.3616E-16    2.1214E+07    1.2635E+07
    2.588139E+04    7.0687E+03    4.9760E-16    1.6625E+07    9.8831E+06
    2.659349E+04    7.0527E+03    3.8909E-16    1.3035E+07    7.7279E+06
    2.730679E+04    7.0467E+03    3.0411E-16    1.0224E+07    6.0401E+06
    2.802139E+04    7.0362E+03    2.3758E-16    8.0207E+06    4.7188E+06
    2.873711E+04    7.0138E+03    1.8554E-16    6.2927E+06    3.6851E+06
    2.945390E+04    6.9905E+03    1.4484E-16    4.9377E+06    2.8768E+06
    3.017129E+04    6.9880E+03    1.1305E-16    3.8758E+06    2.2453E+06
    3.088880E+04    7.0180E+03    8.8231E-17    3.0440E+06    1.7524E+06
    3.160629E+04    7.0729E+03    6.8862E-17    2.3921E+06    1.3677E+06
    3.232349E+04    7.1404E+03    5.3749E-17    1.8810E+06    1.0675E+06
    3.304059E+04    7.2217E+03    4.1955E-17    1.4798E+06    8.3330E+05
    3.375770E+04    7.3357E+03    3.2749E-17    1.1646E+06    6.5045E+05
    3.447520E+04    7.5062E+03    2.5560E-17    9.1677E+05    5.0765E+05
    3.519339E+04    7.7520E+03    1.9944E-17    7.2158E+05    3.9611E+05
    3.591269E+04    8.0877E+03    1.5556E-17    5.6771E+05    3.0896E+05
    3.663381E+04    8.5332E+03    1.2125E-17    4.4627E+05    2.4083E+05
    3.735789E+04    9.1236E+03    9.4417E-18    3.5035E+05    1.8753E+05
    3.808620E+04    9.9077E+03    7.3416E-18    2.7454E+05    1.4582E+05
    3.882089E+04    1.0931E+04    5.6961E-18    2.1458E+05    1.1313E+05
    3.956460E+04    1.2209E+04    4.4054E-18    1.6713E+05    8.7498E+04
    3.985650E+04    1.2769E+04    3.9828E-18    1.5149E+05    7.9104E+04
    4.005110E+04    1.3155E+04    3.7238E-18    1.4188E+05    7.3961E+04
    4.018081E+04    1.3417E+04    3.5607E-18    1.3580E+05    7.0721E+04
    4.026731E+04    1.3595E+04    3.4559E-18    1.3188E+05    6.8639E+04
    4.032441E+04    1.3715E+04    3.3884E-18    1.2936E+05    6.7299E+04
    4.032500E+04    1.3717E+04    3.3877E-18    1.2933E+05    6.7285E+04
#TIME:    12.100
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    3.4851E+04    2.0037E-12    9.4566E+10    2.1577E+10
    1.037979E+03    3.4852E+04    1.9948E-12    9.4157E+10    2.1481E+10
    1.063930E+03    3.4865E+04    1.9770E-12    9.3399E+10    2.1289E+10
    1.115839E+03    3.4873E+04    1.9419E-12    9.1839E+10    2.0911E+10
    1.200830E+03    3.4862E+04    1.8857E-12    8.9254E+10    2.0306E+10
    1.292300E+03    3.4823E+04    1.8271E-12    8.6457E+10    1.9675E+10
    1.390740E+03    3.4756E+04    1.7660E-12    8.3465E+10    1.9017E+10
    1.496679E+03    3.4663E+04    1.7025E-12    8.0292E+10    1.8334E+10
    1.610680E+03    3.4543E+04    1.6368E-12    7.6955E+10    1.7626E+10
    1.733370E+03    3.4397E+04    1.5689E-12    7.3471E+10    1.6895E+10
    1.865409E+03    3.4225E+04    1.4989E-12    6.9856E+10    1.6141E+10
    2.007500E+03    3.4026E+04    1.4271E-12    6.6132E+10    1.5368E+10
    2.160419E+03    3.3800E+04    1.3537E-12    6.2323E+10    1.4578E+10
    2.324980E+03    3.3544E+04    1.2789E-12    5.8456E+10    1.3772E+10
    2.502080E+03    3.3259E+04    1.2030E-12    5.4561E+10    1.2955E+10
    2.692670E+03    3.2943E+04    1.1264E-12    5.0670E+10    1.2129E+10
    2.897780E+03    3.2595E+04    1.0493E-12    4.6820E+10    1.1300E+10
    3.118510E+03    3.2214E+04    9.7227E-13    4.3044E+10    1.0470E+10
    3.356059E+03    3.1799E+04    8.9567E-13    3.9370E+10    9.6451E+09
    3.611691E+03    3.1353E+04    8.1997E-13    3.5822E+10    8.8299E+09
    3.886809E+03    3.0874E+04    7.4564E-13    3.2414E+10    8.0294E+09
    4.182879E+03    3.0364E+04    6.7315E-13    2.9154E+10    7.2488E+09
    4.501499E+03    2.9818E+04    6.0299E-13    2.6045E+10    6.4933E+09
    4.844389E+03    2.9216E+04    5.3563E-13    2.3089E+10    5.7680E+09
    5.213399E+03    2.8528E+04    4.7153E-13    2.0290E+10    5.0777E+09
    5.610511E+03    2.7729E+04    4.1108E-13    1.7650E+10    4.4267E+09
    6.037880E+03    2.6609E+04    3.5466E-13    1.5164E+10    3.8218E+09
    6.497801E+03    2.4795E+04    3.0256E-13    1.2726E+10    3.2792E+09
    6.992759E+03    2.2480E+04    2.5500E-13    9.8610E+09    2.8287E+09
    7.470370E+03    2.0484E+04    2.1622E-13    7.9902E+09    2.5270E+09
    7.926120E+03    1.8927E+04    1.8472E-13    7.1389E+09    2.3265E+09
    8.327219E+03    1.7843E+04    1.6082E-13    6.5457E+09    2.1817E+09
    8.702980E+03    1.6919E+04    1.4124E-13    6.0865E+09    2.0561E+09
    9.042661E+03    1.6079E+04    1.2560E-13    5.6743E+09    1.9414E+09
    9.369910E+03    1.5197E+04    1.1218E-13    5.1747E+09    1.8274E+09
    9.651601E+03    1.4348E+04    1.0178E-13    4.5402E+09    1.7261E+09
    9.900590E+03    1.3584E+04    9.3389E-14    3.8605E+09    1.6344E+09
    1.013221E+04    1.2959E+04    8.6206E-14    3.3255E+09    1.5480E+09
    1.033760E+04    1.2491E+04    8.0302E-14    3.0236E+09    1.4709E+09
    1.054539E+04    1.2075E+04    7.4740E-14    2.8161E+09    1.3933E+09
    1.075489E+04    1.1687E+04    6.9523E-14    2.6434E+09    1.3160E+09
    1.096069E+04    1.1331E+04    6.4753E-14    2.4857E+09    1.2413E+09
    1.115931E+04    1.1019E+04    6.0459E-14    2.3375E+09    1.1706E+09
    1.134099E+04    1.0770E+04    5.6778E-14    2.2025E+09    1.1076E+09
    1.153459E+04    1.0561E+04    5.3107E-14    2.0565E+09    1.0425E+09
    1.172389E+04    1.0391E+04    4.9744E-14    1.9076E+09    9.8119E+08
    1.192869E+04    1.0288E+04    4.6346E-14    1.7416E+09    9.1748E+08
    1.212841E+04    1.0191E+04    4.3257E-14    1.5870E+09    8.5819E+08
    1.235380E+04    1.0100E+04    4.0017E-14    1.4405E+09    7.9467E+08
    1.261001E+04    9.9672E+03    3.6628E-14    1.2981E+09    7.2746E+08
    1.287280E+04    9.8711E+03    3.3448E-14    1.1712E+09    6.6433E+08
    1.318721E+04    9.7672E+03    3.0005E-14    1.0385E+09    5.9595E+08
    1.351441E+04    9.6249E+03    2.6800E-14    9.1835E+08    5.3228E+08
    1.386900E+04    9.4840E+03    2.3710E-14    8.0606E+08    4.7091E+08
    1.423600E+04    9.3382E+03    2.0885E-14    7.0585E+08    4.1481E+08
    1.460291E+04    9.2114E+03    1.8399E-14    6.1941E+08    3.6544E+08
    1.497210E+04    9.0739E+03    1.6197E-14    5.4360E+08    3.2169E+08
    1.532031E+04    8.9658E+03    1.4360E-14    4.8097E+08    2.8522E+08
    1.571760E+04    8.8137E+03    1.2519E-14    4.1830E+08    2.4864E+08
    1.613099E+04    8.7375E+03    1.0853E-14    3.6223E+08    2.1556E+08
    1.660089E+04    8.6021E+03    9.2267E-15    3.0744E+08    1.8326E+08
    1.713150E+04    8.4829E+03    7.6814E-15    2.5562E+08    1.5256E+08
    1.767900E+04    8.3252E+03    6.3576E-15    2.1122E+08    1.2627E+08
    1.826411E+04    8.1978E+03    5.1943E-15    1.7240E+08    1.0317E+08
    1.889029E+04    8.0856E+03    4.1839E-15    1.3880E+08    8.3098E+07
    1.955040E+04    7.9549E+03    3.3307E-15    1.1046E+08    6.6153E+07
    2.023309E+04    7.7683E+03    2.6310E-15    8.7176E+07    5.2256E+07
    2.092811E+04    7.6038E+03    2.0694E-15    6.8545E+07    4.1102E+07
    2.162971E+04    7.4715E+03    1.6240E-15    5.3805E+07    3.2255E+07
    2.233490E+04    7.3719E+03    1.2729E-15    4.2207E+07    2.5281E+07
    2.304210E+04    7.2938E+03    9.9698E-16    3.3094E+07    1.9802E+07
    2.375060E+04    7.2306E+03    7.8054E-16    2.5935E+07    1.5503E+07
    2.446001E+04    7.1840E+03    6.1088E-16    2.0321E+07    1.2133E+07
    2.517029E+04    7.1533E+03    4.7796E-16    1.5927E+07    9.4929E+06
    2.588139E+04    7.1380E+03    3.7386E-16    1.2493E+07    7.4253E+06
    2.659349E+04    7.1413E+03    2.9233E-16    9.8083E+06    5.8061E+06
    2.730679E+04    7.1575E+03    2.2848E-16    7.7057E+06    4.5380E+06
    2.802139E+04    7.1684E+03    1.7850E-16    6.0558E+06    3.5453E+06
    2.873711E+04    7.1642E+03    1.3940E-16    4.7607E+06    2.7687E+06
    2.945390E+04    7.1586E+03    1.0882E-16    3.7440E+06    2.1614E+06
    3.017129E+04    7.1773E+03    8.4936E-17    2.9465E+06    1.6870E+06
    3.088880E+04    7.2316E+03    6.6290E-17    2.3209E+06    1.3166E+06
    3.160629E+04    7.3115E+03    5.1737E-17    1.8296E+06    1.0276E+06
    3.232350E+04    7.4051E+03    4.0383E-17    1.4435E+06    8.0206E+05
    3.304059E+04    7.5207E+03    3.1522E-17    1.1395E+06    6.2607E+05
    3.375770E+04    7.6850E+03    2.4605E-17    8.9978E+05    4.8869E+05
    3.447520E+04    7.9266E+03    1.9203E-17    7.1048E+05    3.8141E+05
    3.519339E+04    8.2666E+03    1.4984E-17    5.6078E+05    2.9760E+05
    3.591269E+04    8.7275E+03    1.1687E-17    4.4228E+05    2.3212E+05
    3.663381E+04    9.3442E+03    9.1099E-18    3.4841E+05    1.8094E+05
    3.735789E+04    1.0165E+04    7.0937E-18    2.7402E+05    1.4089E+05
    3.808620E+04    1.1224E+04    5.5159E-18    2.1509E+05    1.0955E+05
    3.882089E+04    1.2523E+04    4.2796E-18    1.6837E+05    8.4999E+04
    3.956460E+04    1.3988E+04    3.3099E-18    1.3133E+05    6.5739E+04
    3.985650E+04    1.4586E+04    2.9923E-18    1.1911E+05    5.9432E+04
    4.005110E+04    1.4989E+04    2.7978E-18    1.1159E+05    5.5568E+04
    4.018081E+04    1.5259E+04    2.6752E-18    1.0684E+05    5.3133E+04
    4.026731E+04    1.5442E+04    2.5965E-18    1.0377E+05    5.1570E+04
    4.032441E+04    1.5563E+04    2.5458E-18    1.0180E+05    5.0563E+04
    4.032500E+04    1.5565E+04    2.5452E-18    1.0178E+05    5.0552E+04
#TIME:    13.310
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    3.2546E+04    1.5054E-12    6.6821E+10    1.6211E+10
    1.037979E+03    3.2547E+04    1.4987E-12    6.6527E+10    1.6139E+10
    1.063930E+03    3.2566E+04    1.4853E-12    6.5971E+10    1.5995E+10
    1.115839E+03    3.2579E+04    1.4590E-12    6.4843E+10    1.5711E+10
    1.200830E+03    3.2575E+04    1.4168E-12    6.3000E+10    1.5256E+10
    1.292300E+03    3.2544E+04    1.3727E-12    6.1034E+10    1.4782E+10
    1.390740E+03    3.2487E+04    1.3268E-12    5.8952E+10    1.4288E+10
    1.496679E+03    3.2402E+04    1.2791E-12    5.6761E+10    1.3774E+10
    1.610680E+03    3.2291E+04    1.2297E-12    5.4472E+10    1.3242E+10
    1.733370E+03    3.2154E+04    1.1787E-12    5.2097E+10    1.2693E+10
    1.865409E+03    3.1989E+04    1.1262E-12    4.9646E+10    1.2127E+10
    2.007500E+03    3.1796E+04    1.0722E-12    4.7133E+10    1.1546E+10
    2.160419E+03    3.1574E+04    1.0171E-12    4.4574E+10    1.0952E+10
    2.324980E+03    3.1322E+04    9.6088E-13    4.1984E+10    1.0347E+10
    2.502080E+03    3.1041E+04    9.0386E-13    3.9376E+10    9.7333E+09
    2.692670E+03    3.0729E+04    8.4626E-13    3.6766E+10    9.1130E+09
    2.897780E+03    3.0386E+04    7.8837E-13    3.4168E+10    8.4895E+09
    3.118510E+03    3.0008E+04    7.3048E-13    3.1594E+10    7.8662E+09
    3.356059E+03    2.9614E+04    6.7293E-13    2.9055E+10    7.2465E+09
    3.611691E+03    2.9170E+04    6.1606E-13    2.6561E+10    6.6341E+09
    3.886809E+03    2.8671E+04    5.6021E-13    2.4122E+10    6.0326E+09
    4.182879E+03    2.8117E+04    5.0575E-13    2.1747E+10    5.4462E+09
    4.501499E+03    2.7498E+04    4.5303E-13    1.9445E+10    4.8785E+09
    4.844389E+03    2.6782E+04    4.0243E-13    1.7223E+10    4.3336E+09
    5.213399E+03    2.5945E+04    3.5427E-13    1.5075E+10    3.8150E+09
    5.610511E+03    2.4930E+04    3.0885E-13    1.2964E+10    3.3259E+09
    6.037880E+03    2.3660E+04    2.6646E-13    1.0750E+10    2.8714E+09
    6.497801E+03    2.2102E+04    2.2731E-13    8.3117E+09    2.4637E+09
    6.992759E+03    2.0290E+04    1.9159E-13    6.5658E+09    2.1253E+09
    7.470370E+03    1.8701E+04    1.6245E-13    5.7596E+09    1.8986E+09
    7.926120E+03    1.7534E+04    1.3878E-13    5.2335E+09    1.7479E+09
    8.327219E+03    1.6602E+04    1.2083E-13    4.8571E+09    1.6391E+09
    8.702980E+03    1.5710E+04    1.0612E-13    4.5039E+09    1.5448E+09
    9.042661E+03    1.4809E+04    9.4369E-14    4.0640E+09    1.4586E+09
    9.369910E+03    1.3867E+04    8.4282E-14    3.4284E+09    1.3730E+09
    9.651601E+03    1.3118E+04    7.6468E-14    2.8718E+09    1.2968E+09
    9.900590E+03    1.2578E+04    7.0165E-14    2.5501E+09    1.2279E+09
    1.013221E+04    1.2150E+04    6.4768E-14    2.3611E+09    1.1630E+09
    1.033760E+04    1.1799E+04    6.0332E-14    2.2267E+09    1.1051E+09
    1.054539E+04    1.1468E+04    5.6153E-14    2.1019E+09    1.0468E+09
    1.075489E+04    1.1150E+04    5.2234E-14    1.9799E+09    9.8876E+08
    1.096069E+04    1.0887E+04    4.8650E-14    1.8613E+09    9.3258E+08
    1.115931E+04    1.0653E+04    4.5424E-14    1.7451E+09    8.7946E+08
    1.134099E+04    1.0461E+04    4.2658E-14    1.6352E+09    8.3215E+08
    1.153459E+04    1.0325E+04    3.9900E-14    1.5130E+09    7.8328E+08
    1.172389E+04    1.0239E+04    3.7374E-14    1.3881E+09    7.3718E+08
    1.192869E+04    1.0226E+04    3.4821E-14    1.2582E+09    6.8932E+08
    1.212841E+04    1.0208E+04    3.2499E-14    1.1491E+09    6.4477E+08
    1.235380E+04    1.0143E+04    3.0065E-14    1.0492E+09    5.9705E+08
    1.261001E+04    1.0047E+04    2.7519E-14    9.5185E+08    5.4655E+08
    1.287280E+04    9.9278E+03    2.5130E-14    8.6293E+08    4.9912E+08
    1.318721E+04    9.8196E+03    2.2543E-14    7.6925E+08    4.4775E+08
    1.351441E+04    9.7026E+03    2.0135E-14    6.8360E+08    3.9991E+08
    1.386900E+04    9.5726E+03    1.7814E-14    6.0230E+08    3.5380E+08
    1.423600E+04    9.4452E+03    1.5691E-14    5.2892E+08    3.1165E+08
    1.460291E+04    9.3416E+03    1.3824E-14    4.6506E+08    2.7456E+08
    1.497210E+04    9.1996E+03    1.2169E-14    4.0854E+08    2.4169E+08
    1.532031E+04    9.0969E+03    1.0789E-14    3.6174E+08    2.1429E+08
    1.571760E+04    8.9609E+03    9.4055E-15    3.1481E+08    1.8681E+08
    1.613099E+04    8.8026E+03    8.1540E-15    2.7239E+08    1.6195E+08
    1.660089E+04    8.6798E+03    6.9321E-15    2.3125E+08    1.3768E+08
    1.713150E+04    8.5606E+03    5.7711E-15    1.9226E+08    1.1462E+08
    1.767900E+04    8.3851E+03    4.7766E-15    1.5877E+08    9.4870E+07
    1.826411E+04    8.2638E+03    3.9026E-15    1.2955E+08    7.7511E+07
    1.889029E+04    8.1853E+03    3.1434E-15    1.0433E+08    6.2433E+07
    1.955040E+04    8.0542E+03    2.5024E-15    8.2997E+07    4.9701E+07
    2.023309E+04    7.9981E+03    1.9767E-15    6.5644E+07    3.9260E+07
    2.092811E+04    7.8259E+03    1.5548E-15    5.1586E+07    3.0880E+07
    2.162971E+04    7.8987E+03    1.2201E-15    4.0688E+07    2.4233E+07
    2.233490E+04    7.7933E+03    9.5631E-16    3.1925E+07    1.8994E+07
    2.304210E+04    7.8231E+03    7.4905E-16    2.5114E+07    1.4877E+07
    2.375060E+04    7.9044E+03    5.8643E-16    1.9773E+07    1.1647E+07
    2.446001E+04    7.8379E+03    4.5896E-16    1.5496E+07    9.1157E+06
    2.517029E+04    7.8386E+03    3.5910E-16    1.2170E+07    7.1322E+06
    2.588139E+04    7.8607E+03    2.8088E-16    9.5698E+06    5.5788E+06
    2.659349E+04    7.9073E+03    2.1963E-16    7.5349E+06    4.3622E+06
    2.730679E+04    7.9749E+03    1.7166E-16    5.9387E+06    3.4095E+06
    2.802139E+04    8.0461E+03    1.3411E-16    4.6832E+06    2.6636E+06
    2.873711E+04    8.1122E+03    1.0473E-16    3.6953E+06    2.0801E+06
    2.945390E+04    8.1878E+03    8.1759E-17    2.9176E+06    1.6239E+06
    3.017129E+04    8.2978E+03    6.3813E-17    2.3054E+06    1.2674E+06
    3.088880E+04    8.4563E+03    4.9804E-17    1.8233E+06    9.8919E+05
    3.160629E+04    8.6617E+03    3.8870E-17    1.4429E+06    7.7203E+05
    3.232350E+04    8.9151E+03    3.0340E-17    1.1423E+06    6.0260E+05
    3.304059E+04    9.2368E+03    2.3683E-17    9.0423E+05    4.7038E+05
    3.375770E+04    9.6602E+03    1.8486E-17    7.1554E+05    3.6716E+05
    3.447520E+04    1.0219E+04    1.4428E-17    5.6590E+05    2.8656E+05
    3.519339E+04    1.0938E+04    1.1258E-17    4.4723E+05    2.2359E+05
    3.591269E+04    1.1837E+04    8.7807E-18    3.5313E+05    1.7440E+05
    3.663381E+04    1.2901E+04    6.8444E-18    2.7850E+05    1.3594E+05
    3.735789E+04    1.4095E+04    5.3296E-18    2.1930E+05    1.0585E+05
    3.808620E+04    1.5382E+04    4.1442E-18    1.7236E+05    8.2309E+04
    3.882089E+04    1.6750E+04    3.2153E-18    1.3512E+05    6.3861E+04
    3.956460E+04    1.8213E+04    2.4867E-18    1.0556E+05    4.9390E+04
    3.985650E+04    1.8816E+04    2.2482E-18    9.5789E+04    4.4652E+04
    4.005110E+04    1.9228E+04    2.1020E-18    8.9773E+04    4.1749E+04
    4.018081E+04    1.9508E+04    2.0099E-18    8.5967E+04    3.9920E+04
    4.026731E+04    1.9698E+04    1.9508E-18    8.3514E+04    3.8745E+04
    4.032441E+04    1.9824E+04    1.9127E-18    8.1936E+04    3.7988E+04
    4.032500E+04    1.9826E+04    1.9123E-18    8.1922E+04    3.7981E+04
#TIME:    14.640
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    3.0050E+04    1.1313E-12    4.8915E+10    1.2182E+10
    1.037979E+03    3.0051E+04    1.1262E-12    4.8697E+10    1.2128E+10
    1.063930E+03    3.0072E+04    1.1162E-12    4.8268E+10    1.2020E+10
    1.115839E+03    3.0090E+04    1.0964E-12    4.7418E+10    1.1806E+10
    1.200830E+03    3.0091E+04    1.0647E-12    4.6052E+10    1.1465E+10
    1.292300E+03    3.0066E+04    1.0315E-12    4.4619E+10    1.1108E+10
    1.390740E+03    3.0017E+04    9.9706E-13    4.3120E+10    1.0737E+10
    1.496679E+03    2.9941E+04    9.6123E-13    4.1559E+10    1.0351E+10
    1.610680E+03    2.9839E+04    9.2411E-13    3.9939E+10    9.9513E+09
    1.733370E+03    2.9712E+04    8.8577E-13    3.8264E+10    9.5385E+09
    1.865409E+03    2.9559E+04    8.4628E-13    3.6538E+10    9.1131E+09
    2.007500E+03    2.9378E+04    8.0575E-13    3.4768E+10    8.6767E+09
    2.160419E+03    2.9169E+04    7.6430E-13    3.2959E+10    8.2304E+09
    2.324980E+03    2.8931E+04    7.2207E-13    3.1117E+10    7.7757E+09
    2.502080E+03    2.8661E+04    6.7923E-13    2.9251E+10    7.3143E+09
    2.692670E+03    2.8358E+04    6.3594E-13    2.7367E+10    6.8481E+09
    2.897780E+03    2.8018E+04    5.9243E-13    2.5473E+10    6.3796E+09
    3.118510E+03    2.7640E+04    5.4894E-13    2.3578E+10    5.9112E+09
    3.356059E+03    2.7222E+04    5.0569E-13    2.1691E+10    5.4455E+09
    3.611691E+03    2.6731E+04    4.6295E-13    1.9817E+10    4.9853E+09
    3.886809E+03    2.6186E+04    4.2098E-13    1.7962E+10    4.5333E+09
    4.182879E+03    2.5586E+04    3.8005E-13    1.6128E+10    4.0926E+09
    4.501499E+03    2.4903E+04    3.4044E-13    1.4302E+10    3.6661E+09
    4.844389E+03    2.4116E+04    3.0241E-13    1.2449E+10    3.2565E+09
    5.213399E+03    2.3244E+04    2.6622E-13    1.0526E+10    2.8668E+09
    5.610511E+03    2.2325E+04    2.3209E-13    8.5882E+09    2.4993E+09
    6.037880E+03    2.1357E+04    2.0024E-13    6.8876E+09    2.1578E+09
    6.497801E+03    2.0004E+04    1.7082E-13    5.6372E+09    1.8514E+09
    6.992759E+03    1.8472E+04    1.4397E-13    4.8125E+09    1.5971E+09
    7.470370E+03    1.7281E+04    1.2207E-13    4.2732E+09    1.4267E+09
    7.926120E+03    1.6272E+04    1.0429E-13    3.8975E+09    1.3135E+09
    8.327219E+03    1.5349E+04    9.0798E-14    3.5772E+09    1.2318E+09
    8.702980E+03    1.4374E+04    7.9745E-14    3.1410E+09    1.1608E+09
    9.042661E+03    1.3478E+04    7.0915E-14    2.6012E+09    1.0961E+09
    9.369910E+03    1.2771E+04    6.3336E-14    2.1961E+09    1.0317E+09
