#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 2.0186 2.0562 2.0945 2.1335 2.1732 2.2136 2.2548 2.2968 2.3396 2.3831 2.4275 2.4727 2.5187 2.5656 2.6134 2.6620 2.7116 2.7620 2.8134 2.8658 2.9192 2.9735 3.0289 3.0853 3.1427 3.2012 3.2608 3.3215 3.3833 3.4463 3.5104 3.5758 3.6424 3.7102 3.7792 3.8496 3.9212 3.9942 4.0686 4.1443 4.2215 4.3001 4.3801 4.4617 4.5447 4.6293 4.7155 4.8033 4.8927 4.9838 5.0765 5.1711 5.2673 5.3654 5.4652 5.5670 5.6706 5.7762 5.8837 5.9932 6.1048 6.2184 6.3342 6.4521 6.5722 6.6946 6.8192 6.9461 7.0754 7.2072 7.3413 7.4780 7.6172 7.7590 7.9034 8.0506 8.2004 8.3531 8.5086 8.6670 8.8283 8.9927 9.1601 9.3306 9.5043 9.6812 9.8614 10.0450 10.2320 10.4225 10.6165 10.8141 11.0154 11.2205 11.4294 11.6421 11.8588 12.0796 12.3045 12.5335 12.7668 13.0045 13.2466 13.4932 13.7444 14.0002 14.2608 14.5263 14.7967 15.0722 15.3528 15.6386 15.9297 16.2262 16.5283 16.8360 17.1494 17.4686 17.7938 18.1251 18.4625 18.8062 19.1562 19.5128 19.8761 20.2461 20.6230 21.0069 21.3979 21.7963 22.2020 22.6153 23.0363 23.4652 23.9020 24.3469 24.8002 25.2618 25.7321 26.2111 26.6990 27.1961 27.7023 28.2180 28.7433 29.2784 29.8234 30.3786 30.9441 31.5202 32.1069 32.7046 33.3134 33.9336 34.5653 35.2087 35.8641 36.5318 37.2118 37.9045 38.6102 39.3289 40.0610 40.8068 41.5664 42.3402 43.1284 43.9313 44.7491 45.5821 46.4306 47.2950 48.1754 49.0722 49.9857 50.9162 51.8640 52.8295 53.8130 54.8147 55.8351 56.8745 57.9333 59.0118 60.1103 61.2293 62.3691 63.5301 64.7128 65.9174 67.1445 68.3945 69.6677 70.9646 72.2856 73.6312 75.0019 76.3981 77.8203 79.2690
#
#TIME: 2.0186
#NVEL: 202
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
1.6675e+04 7.2799e-03 9.9272e-01 1.2007e-12 4.1663e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 8.2371e-03 9.9176e-01 7.7905e-13 1.3222e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 1.2257e-02 9.8774e-01 2.4073e-13 6.2373e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 1.5402e-02 9.8460e-01 1.1651e-13 9.3214e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 2.5966e-02 9.7403e-01 2.5064e-14 1.7516e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.7675e+04 2.9325e-02 9.7067e-01 1.6155e-14 5.4651e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.7875e+04 3.0913e-02 9.6909e-01 1.2588e-14 2.8026e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.8075e+04 3.4407e-02 9.6559e-01 8.4417e-15 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 4.4306e-02 9.5569e-01 3.7789e-15 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 6.2009e-02 9.3799e-01 1.3319e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8675e+04 6.4850e-02 9.3515e-01 1.0581e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 7.2604e-02 9.2740e-01 6.9268e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 9.6462e-02 9.0354e-01 2.7533e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 1.2604e-01 8.7396e-01 1.1188e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 1.0621e-01 8.9379e-01 1.6863e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 1.6208e-01 8.3792e-01 4.1528e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 1.8628e-01 8.1372e-01 2.3783e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 3.0340e-01 6.9660e-01 3.6461e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 2.2797e-01 7.7203e-01 9.6697e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0475e+04 2.8567e-01 7.1433e-01 3.7657e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0675e+04 2.4887e-01 7.5113e-01 5.7264e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0875e+04 3.4534e-01 6.5466e-01 1.4005e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1075e+04 3.1676e-01 6.8324e-01 1.8219e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1275e+04 3.0481e-01 6.9519e-01 1.9224e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1475e+04 3.6235e-01 6.3765e-01 8.2948e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1675e+04 3.9782e-01 6.0218e-01 4.8406e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1875e+04 3.5347e-01 6.4653e-01 7.5323e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2075e+04 4.0124e-01 5.9876e-01 3.7749e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2275e+04 3.4722e-01 6.5278e-01 6.6221e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2475e+04 6.1038e-01 3.8962e-01 2.3727e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2675e+04 4.3696e-01 5.6304e-01 1.7995e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2875e+04 5.6466e-01 4.3534e-01 3.4590e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 4.1219e-01 5.8781e-01 1.9688e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 7.0849e-01 2.9151e-01 3.8915e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 6.0660e-01 3.9340e-01 1.4832e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 5.2458e-01 4.7542e-01 3.7411e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 7.0665e-01 2.9335e-01 2.9315e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 6.4248e-01 3.5752e-01 6.7215e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 5.7591e-01 4.2409e-01 1.4515e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 7.3014e-01 2.6986e-01 1.4749e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 7.0833e-01 2.9167e-01 1.8842e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 6.3118e-01 3.6882e-01 5.1716e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 3.6396e-01 6.3604e-01 1.2564e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 7.3022e-01 2.6978e-01 9.7143e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 7.4412e-01 2.5588e-01 6.9336e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 5.9110e-01 4.0890e-01 5.7778e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 4.4656e-01 5.5344e-01 3.0456e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 5.8098e-01 4.1902e-01 5.3401e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 8.6785e-01 1.3215e-01 3.0401e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 7.5208e-01 2.4792e-01 3.5895e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 6.2227e-01 3.7773e-01 2.2851e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 8.8483e-01 1.1517e-01 1.3047e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 6.8874e-01 3.1126e-01 7.2871e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 4.4703e-01 5.5297e-01 1.4625e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 9.0622e-01 9.3784e-02 4.3584e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 7.4956e-01 2.5044e-01 2.0078e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 4.8290e-01 5.1710e-01 6.9682e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 7.6669e-01 2.3331e-01 1.2004e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 9.2025e-01 7.9750e-02 1.5601e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 7.2936e-01 2.7064e-01 1.8616e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 2.1251e-01 7.8749e-01 1.5832e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 9.4312e-01 5.6876e-02 3.2534e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 7.8395e-01 2.1605e-01 5.1430e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 9.8456e-01 1.5439e-02 2.3483e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 9.3071e-01 6.9292e-02 4.9370e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 5.8518e-01 4.1482e-01 7.7687e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 9.3177e-01 6.8233e-02 3.7839e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 8.8378e-01 1.1622e-01 2.5462e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 8.5417e-01 1.4583e-01 5.5571e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 7.9296e-01 2.0704e-01 2.0722e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 7.3037e-01 2.6963e-01 5.8133e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 8.7849e-01 1.2151e-01 1.9913e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 9.5096e-01 4.9038e-02 5.9828e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 9.5241e-01 4.7586e-02 4.8279e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 9.6499e-01 3.5009e-02 1.4217e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 9.6060e-01 3.9397e-02 1.9668e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 9.0888e-01 9.1121e-02 3.9308e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 9.6022e-01 3.9781e-02 1.6530e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 9.8393e-01 1.6074e-02 5.6604e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 9.8540e-01 1.4602e-02 3.6137e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 9.3354e-01 6.6464e-02 7.9472e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 9.9028e-01 9.7169e-03 6.8245e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 9.0372e-01 9.6276e-02 2.5858e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 9.9723e-01 2.7676e-03 6.2749e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 9.9269e-01 7.3054e-03 1.8000e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 9.9266e-01 7.3406e-03 1.6492e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 9.9007e-01 9.9251e-03 4.3630e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 9.9782e-01 2.1760e-03 1.7529e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 9.9580e-01 4.2001e-03 1.6442e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 9.9690e-01 3.1041e-03 5.0404e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 9.9936e-01 6.4455e-04 1.6726e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 9.7905e-01 2.0949e-02 3.7606e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 9.8795e-01 1.2051e-02 4.6612e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 9.9701e-01 2.9887e-03 2.8971e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 9.9912e-01 8.7865e-04 3.3271e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 9.9959e-01 4.1262e-04 2.0139e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 9.9915e-01 8.5408e-04 2.4394e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 9.9607e-01 3.9310e-03 5.0598e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 9.9740e-01 2.5957e-03 1.0384e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 9.9817e-01 1.8273e-03 2.6782e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 9.9921e-01 7.9060e-04 1.2185e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 9.9976e-01 2.4457e-04 1.6524e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 9.9982e-01 1.8382e-04 5.3362e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 9.9996e-01 4.1391e-05 2.1786e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 9.9988e-01 1.2123e-04 9.6696e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 9.9990e-01 1.0289e-04 4.8207e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 9.9994e-01 5.5268e-05 4.5717e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 9.9993e-01 7.3491e-05 1.1590e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 9.9998e-01 2.0308e-05 9.7005e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 9.9999e-01 1.2482e-05 1.4826e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 9.9999e-01 6.7078e-06 1.3940e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 9.9998e-01 1.7239e-05 3.9147e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 9.9999e-01 9.9147e-06 4.6977e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.0000e+00 4.8316e-06 3.1025e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.0000e+00 2.6090e-06 3.0128e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.0000e+00 2.6617e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.0000e+00 4.2765e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.0000e+00 9.0970e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.0000e+00 1.4029e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.7155
#NVEL: 202
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
8.7500e+01 9.5902e-33 5.1101e-24 3.9585e-16 1.3449e-09 1.0346e-04 9.4846e-02 9.0505e-01
2.7500e+02 1.2982e-32 8.3282e-24 7.3988e-16 2.5250e-09 1.7683e-04 1.2866e-01 8.7117e-01
4.7500e+02 2.6074e-32 1.7700e-23 1.6004e-15 5.0423e-09 3.0335e-04 1.7127e-01 8.2843e-01
6.7500e+02 6.4890e-32 4.5001e-23 3.9849e-15 1.1140e-08 5.5288e-04 2.3211e-01 7.6733e-01
8.7500e+02 1.4216e-31 1.0053e-22 8.7272e-15 2.1942e-08 9.1885e-04 2.9704e-01 7.0204e-01
1.0750e+03 3.1143e-31 2.2376e-22 1.8941e-14 4.2632e-08 1.5005e-03 3.7207e-01 6.2643e-01
1.2750e+03 6.8456e-31 4.9882e-22 4.0987e-14 8.2145e-08 2.4152e-03 4.5583e-01 5.4175e-01
1.4750e+03 1.4785e-30 1.0929e-21 8.6980e-14 1.5485e-07 3.7933e-03 5.4284e-01 4.5337e-01
1.6750e+03 3.1041e-30 2.3310e-21 1.7954e-13 2.8374e-07 5.7867e-03 6.2697e-01 3.6725e-01
1.8750e+03 6.6094e-30 5.0412e-21 3.7409e-13 5.2065e-07 8.7468e-03 7.0651e-01 2.8474e-01
2.0750e+03 1.2870e-29 1.0021e-20 7.2056e-13 8.9277e-07 1.2534e-02 7.6922e-01 2.1824e-01
2.2750e+03 2.4769e-29 1.9715e-20 1.3717e-12 1.5098e-06 1.7661e-02 8.1963e-01 1.6270e-01
2.4750e+03 4.9899e-29 4.0542e-20 2.7099e-12 2.6163e-06 2.5074e-02 8.5908e-01 1.1584e-01
2.6750e+03 9.9026e-29 8.2204e-20 5.2721e-12 4.4613e-06 3.5005e-02 8.8415e-01 8.0838e-02
2.8750e+03 1.9417e-28 1.6474e-19 1.0123e-11 7.5024e-06 4.8173e-02 8.9630e-01 5.5521e-02
3.0750e+03 3.8100e-28 3.3019e-19 1.9383e-11 1.2545e-05 6.5713e-02 8.9682e-01 3.7451e-02
3.2750e+03 7.8576e-28 6.9336e-19 3.8550e-11 2.1512e-05 9.0438e-02 8.8528e-01 2.4256e-02
3.4750e+03 1.6309e-27 1.4634e-18 7.6760e-11 3.6772e-05 1.2347e-01 8.6113e-01 1.5360e-02
3.6750e+03 3.3056e-27 3.0175e-18 1.4928e-10 6.1488e-05 1.6536e-01 8.2495e-01 9.6272e-03
3.8750e+03 6.8494e-27 6.3489e-18 2.9444e-10 1.0338e-04 2.2024e-01 7.7386e-01 5.7990e-03
4.0750e+03 1.4214e-26 1.3371e-17 5.7902e-10 1.7234e-04 2.8883e-01 7.0763e-01 3.3634e-03
4.2750e+03 2.9280e-26 2.7951e-17 1.1264e-09 2.8285e-04 3.7061e-01 6.2723e-01 1.8693e-03
4.4750e+03 6.0410e-26 5.8504e-17 2.1828e-09 4.5853e-04 4.6448e-01 5.3408e-01 9.7770e-04
4.6750e+03 1.2122e-25 1.1926e-16 4.1131e-09 7.2087e-04 5.6236e-01 4.3643e-01 4.8661e-04
4.8750e+03 2.3751e-25 2.3773e-16 7.5621e-09 1.1012e-03 6.5760e-01 3.4107e-01 2.2873e-04
5.0750e+03 4.2019e-25 4.3035e-16 1.2763e-08 1.5718e-03 7.3538e-01 2.6294e-01 1.1011e-04
5.2750e+03 7.7745e-25 8.1338e-16 2.2222e-08 2.2659e-03 8.0698e-01 1.9071e-01 4.7337e-05
5.4750e+03 1.4011e-24 1.5002e-15 3.7754e-08 3.1855e-03 8.6251e-01 1.3429e-01 1.9671e-05
5.6750e+03 2.4369e-24 2.6756e-15 6.2174e-08 4.3596e-03 9.0243e-01 9.3201e-02 8.1228e-06
5.8750e+03 4.4722e-24 5.0187e-15 1.0630e-07 6.0630e-03 9.3262e-01 6.1313e-02 3.0226e-06
6.0750e+03 7.8053e-24 8.9643e-15 1.7417e-07 8.1804e-03 9.5105e-01 4.0765e-02 1.1709e-06
6.2750e+03 1.4627e-23 1.7095e-14 2.9990e-07 1.1316e-02 9.6297e-01 2.5712e-02 4.0710e-07
6.4750e+03 2.8321e-23 3.3540e-14 5.2678e-07 1.5779e-02 9.6844e-01 1.5776e-02 1.3432e-07
6.6750e+03 5.7793e-23 6.8924e-14 9.5716e-07 2.2362e-02 9.6830e-01 9.3333e-03 4.1191e-08
6.8750e+03 1.4457e-22 1.7029e-13 2.0026e-06 3.4187e-02 9.6093e-01 4.8797e-03 9.7045e-09
7.0750e+03 4.1158e-22 4.7148e-13 4.5587e-06 5.4501e-02 9.4315e-01 2.3451e-03 1.9257e-09
7.2750e+03 1.4025e-21 1.5349e-12 1.1715e-05 9.2178e-02 9.0682e-01 9.8634e-04 2.9184e-10
7.4750e+03 4.8994e-21 5.0902e-12 3.0309e-05 1.5436e-01 8.4522e-01 3.8994e-04 4.0070e-11
7.6750e+03 1.7911e-20 1.7532e-11 7.9832e-05 2.5488e-01 7.4490e-01 1.3698e-04 4.5327e-12
7.8750e+03 6.9437e-20 6.3420e-11 2.1412e-04 4.0706e-01 5.9268e-01 3.9213e-05 3.6867e-13
8.0750e+03 3.1687e-19 2.6415e-10 6.1549e-04 6.1778e-01 3.8160e-01 7.1663e-06 1.4322e-14
8.2750e+03 1.6949e-18 1.2467e-09 1.8207e-03 8.2344e-01 1.7474e-01 6.8282e-07 1.9861e-16
8.4750e+03 1.0220e-17 6.3519e-09 5.3057e-03 9.3794e-01 5.6753e-02 3.5182e-08 1.0736e-18
8.6750e+03 5.8229e-17 3.0047e-08 1.4184e-02 9.6932e-01 1.6501e-02 1.5905e-09 4.9898e-21
8.8750e+03 3.1770e-16 1.3490e-07 3.6044e-02 9.5932e-01 4.6344e-03 7.0181e-11 2.2986e-23
9.0750e+03 1.4877e-15 5.2448e-07 8.2584e-02 9.1605e-01 1.3708e-03 3.6949e-12 1.4733e-25
9.2750e+03 6.3228e-15 1.8529e-06 1.7435e-01 8.2526e-01 3.9360e-04 1.9625e-13 9.9949e-28
9.4750e+03 2.5518e-14 6.1451e-06 3.3848e-01 6.6142e-01 9.5866e-05 8.2197e-15 4.8975e-30
9.6750e+03 1.1910e-13 2.2098e-05 6.1264e-01 3.8733e-01 1.2255e-05 1.1079e-16 4.2667e-33
9.8750e+03 5.5358e-13 7.3592e-05 8.6569e-01 1.3424e-01 6.3352e-07 3.4288e-19 4.2946e-37
1.0075e+04 2.5079e-12 2.2501e-04 9.7071e-01 2.9064e-02 1.4605e-08 2.8546e-22 6.2918e-42
1.0275e+04 1.0767e-11 6.5046e-04 9.9399e-01 5.3600e-03 2.5504e-10 1.4893e-25 0.0000e+00
1.0475e+04 4.0307e-11 1.7039e-03 9.9720e-01 1.0934e-03 5.7166e-12 1.2325e-28 0.0000e+00
1.0675e+04 1.8886e-10 5.1692e-03 9.9465e-01 1.7666e-04 7.4058e-14 3.7412e-32 0.0000e+00
1.0875e+04 8.6775e-10 1.5264e-02 9.8471e-01 2.9867e-05 1.0798e-15 1.4434e-35 0.0000e+00
1.1075e+04 4.3565e-09 4.7647e-02 9.5235e-01 4.3761e-06 1.1464e-17 3.1455e-39 0.0000e+00
1.1275e+04 3.1958e-08 1.8878e-01 8.1122e-01 3.1443e-07 2.6033e-20 4.3440e-44 0.0000e+00
1.1475e+04 2.3046e-07 6.2675e-01 3.7325e-01 6.0250e-09 5.7461e-24 0.0000e+00 0.0000e+00
1.1675e+04 7.8085e-07 9.3484e-01 6.5162e-02 3.3336e-11 2.4353e-28 0.0000e+00 0.0000e+00
1.1875e+04 1.8058e-06 9.9039e-01 9.6084e-03 2.1452e-13 1.9094e-32 0.0000e+00 0.0000e+00
1.2075e+04 3.6031e-06 9.9824e-01 1.7567e-03 2.6504e-15 5.3334e-36 0.0000e+00 0.0000e+00
1.2275e+04 6.4186e-06 9.9958e-01 4.0863e-04 6.1448e-17 4.8003e-39 0.0000e+00 0.0000e+00
1.2475e+04 8.1550e-06 9.9978e-01 2.1004e-04 1.0810e-17 1.8348e-40 0.0000e+00 0.0000e+00
1.2675e+04 1.1806e-05 9.9991e-01 7.8559e-05 8.4373e-19 1.5554e-42 0.0000e+00 0.0000e+00
1.2875e+04 1.7192e-05 9.9995e-01 2.8684e-05 6.1829e-20 1.1210e-44 0.0000e+00 0.0000e+00
1.3075e+04 2.5266e-05 9.9996e-01 1.0112e-05 4.1285e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.3275e+04 3.4626e-05 9.9996e-01 4.1837e-06 4.1421e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3475e+04 5.0527e-05 9.9995e-01 1.4655e-06 2.7053e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.3675e+04 6.8610e-05 9.9993e-01 6.1306e-07 2.7864e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 9.9681e-05 9.9990e-01 2.1703e-07 1.8747e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 1.4198e-04 9.9986e-01 8.1316e-08 1.4642e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 1.9578e-04 9.9980e-01 3.3203e-08 1.4291e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 2.7832e-04 9.9972e-01 1.2617e-08 1.1633e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 3.5677e-04 9.9964e-01 6.1931e-09 1.8220e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 4.6989e-04 9.9953e-01 2.8429e-09 2.4062e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 7.3410e-04 9.9927e-01 8.5487e-10 1.0799e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 8.9826e-04 9.9910e-01 4.6899e-10 2.2471e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 1.2763e-03 9.9872e-01 1.7704e-10 1.7999e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 1.5985e-03 9.9840e-01 9.1134e-11 3.1796e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 2.2888e-03 9.9771e-01 3.3345e-11 2.3451e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 3.0639e-03 9.9694e-01 1.4341e-11 2.6090e-36 0.0000e+00 0.0000e+00 0.0000e+00
