#NTIMES: 50
#NSTAGES 4
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 81
#vel_mid[km/s] s0 s1 s2 s3
750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.5938e-08 5.6272e-03 6.7144e-01 3.2293e-01
7250.00 1.8814e-08 6.4915e-03 6.8957e-01 3.0394e-01
7750.00 4.0410e-08 1.1061e-02 7.4753e-01 2.4141e-01
8250.00 1.9112e-07 3.1743e-02 7.8926e-01 1.7900e-01
8750.00 1.4307e-06 1.1778e-01 7.4433e-01 1.3788e-01
9250.00 5.1736e-06 2.2801e-01 6.7209e-01 9.9894e-02
9750.00 1.1227e-05 3.1925e-01 6.0437e-01 7.6367e-02
10250.00 1.8411e-05 4.0116e-01 5.3907e-01 5.9750e-02
10750.00 2.2335e-05 4.3222e-01 5.1741e-01 5.0349e-02
11250.00 2.4925e-05 4.8744e-01 4.7188e-01 4.0654e-02
11750.00 2.2866e-05 5.2996e-01 4.3493e-01 3.5095e-02
12250.00 1.8721e-05 5.4347e-01 4.2291e-01 3.3601e-02
12750.00 1.7674e-05 5.3715e-01 4.2644e-01 3.6389e-02
13250.00 1.7063e-05 5.3193e-01 4.2998e-01 3.8079e-02
13750.00 1.4201e-05 4.8323e-01 4.7121e-01 4.5548e-02
14250.00 1.2214e-05 4.6851e-01 4.8236e-01 4.9111e-02
14750.00 1.3092e-05 4.8894e-01 4.6411e-01 4.6934e-02
15250.00 1.0219e-05 4.2491e-01 5.1499e-01 6.0087e-02
15750.00 9.9106e-06 4.5973e-01 4.8224e-01 5.8024e-02
16250.00 8.2447e-06 4.1306e-01 5.2022e-01 6.6719e-02
16750.00 7.5985e-06 3.8455e-01 5.3824e-01 7.7197e-02
17250.00 7.6895e-06 3.6410e-01 5.5281e-01 8.3077e-02
17750.00 7.2169e-06 3.6646e-01 5.4251e-01 9.1026e-02
18250.00 7.3266e-06 3.6042e-01 5.3834e-01 1.0123e-01
18750.00 5.7503e-06 3.4720e-01 5.4928e-01 1.0351e-01
19250.00 5.1011e-06 3.1256e-01 5.7472e-01 1.1272e-01
19750.00 4.2181e-06 2.7601e-01 5.8825e-01 1.3573e-01
20250.00 3.6992e-06 2.6447e-01 5.8379e-01 1.5173e-01
20750.00 3.2712e-06 2.2306e-01 6.1034e-01 1.6660e-01
21250.00 3.8603e-06 2.6044e-01 5.7652e-01 1.6304e-01
21750.00 3.2011e-06 2.4518e-01 5.8245e-01 1.7237e-01
22250.00 2.4998e-06 1.7722e-01 6.1784e-01 2.0493e-01
22750.00 6.9672e-07 5.6787e-02 7.0241e-01 2.4080e-01
23250.00 5.3280e-07 4.7777e-02 6.6883e-01 2.8339e-01
23750.00 1.2555e-06 1.3983e-01 5.9856e-01 2.6161e-01
24250.00 1.1189e-06 8.7179e-02 3.6947e-01 5.4335e-01
24750.00 1.5520e-06 1.5757e-01 5.7401e-01 2.6841e-01
25250.00 1.2584e-06 1.3554e-01 5.6313e-01 3.0133e-01
25750.00 5.6063e-07 8.9742e-02 5.2678e-01 3.8348e-01
26250.00 3.5088e-07 6.9517e-02 4.9665e-01 4.3383e-01
26750.00 2.6768e-07 5.5631e-02 4.6806e-01 4.7631e-01
27250.00 2.1561e-07 4.7033e-02 4.4617e-01 5.0680e-01
27750.00 1.6223e-07 3.8726e-02 4.2023e-01 5.4104e-01
28250.00 1.4041e-07 3.1794e-02 3.9382e-01 5.7439e-01
28750.00 9.1011e-08 2.5378e-02 3.6404e-01 6.1058e-01
29250.00 7.3693e-08 2.0626e-02 3.3780e-01 6.4157e-01
29750.00 5.7291e-08 1.6552e-02 3.1104e-01 6.7241e-01
30250.00 4.2439e-08 1.3342e-02 2.8555e-01 7.0110e-01
30750.00 2.8373e-08 1.1198e-02 2.6863e-01 7.2017e-01
31250.00 2.1274e-08 8.6990e-03 2.4338e-01 7.4792e-01
31750.00 1.2610e-08 6.2726e-03 2.2010e-01 7.7363e-01
32250.00 1.0145e-08 5.2571e-03 1.9722e-01 7.9753e-01
32750.00 5.6100e-09 3.7061e-03 1.7708e-01 8.1921e-01
33250.00 4.7670e-09 3.0141e-03 1.5808e-01 8.3890e-01
33750.00 3.4951e-09 2.4393e-03 1.4080e-01 8.5676e-01
34250.00 2.2745e-09 1.7541e-03 1.2530e-01 8.7294e-01
34750.00 1.1663e-09 9.6889e-04 1.1121e-01 8.8782e-01
35250.00 7.6572e-10 6.2526e-04 9.8484e-02 9.0089e-01
35750.00 6.9311e-10 5.1734e-04 8.7092e-02 9.1239e-01
36250.00 5.3398e-10 3.9412e-04 7.6891e-02 9.2271e-01
36750.00 2.3224e-10 2.0836e-04 6.7571e-02 9.3222e-01
37250.00 1.0155e-10 1.0273e-04 5.9097e-02 9.4080e-01
37750.00 1.8050e-10 1.8046e-04 5.2358e-02 9.4746e-01
38250.00 1.1015e-10 1.3493e-04 4.5808e-02 9.5406e-01
38750.00 5.6288e-11 9.4273e-05 3.9990e-02 9.5992e-01
39250.00 4.4103e-11 7.4156e-05 3.4911e-02 9.6501e-01
39750.00 3.5957e-11 6.6604e-05 3.0485e-02 9.6945e-01
40250.00 3.0010e-11 5.9224e-05 2.6574e-02 9.7337e-01
#TIME: 239.76
#NVEL 81
#vel_mid[km/s] s0 s1 s2 s3
250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.5109e-08 5.3472e-03 6.7685e-01 3.1780e-01
7250.00 1.7646e-08 6.0163e-03 6.8217e-01 3.1181e-01
7750.00 3.8683e-08 1.0538e-02 7.5182e-01 2.3764e-01
8250.00 1.9065e-07 3.1741e-02 7.9159e-01 1.7667e-01
8750.00 1.4566e-06 1.1921e-01 7.4816e-01 1.3264e-01
9250.00 5.5173e-06 2.3958e-01 6.6271e-01 9.7700e-02
9750.00 1.0597e-05 3.1604e-01 6.0539e-01 7.8561e-02
10250.00 1.7194e-05 3.9635e-01 5.4312e-01 6.0516e-02
10750.00 2.1227e-05 4.3887e-01 5.1173e-01 4.9376e-02
11250.00 2.4217e-05 5.0593e-01 4.5442e-01 3.9628e-02
11750.00 2.1476e-05 5.3316e-01 4.3228e-01 3.4538e-02
12250.00 1.8610e-05 5.4385e-01 4.2178e-01 3.4347e-02
12750.00 1.8203e-05 5.4991e-01 4.1559e-01 3.4484e-02
13250.00 1.6242e-05 5.2230e-01 4.3904e-01 3.8652e-02
13750.00 1.4543e-05 4.5674e-01 4.9811e-01 4.5134e-02
14250.00 1.3534e-05 4.6259e-01 4.8824e-01 4.9157e-02
14750.00 1.1177e-05 4.7645e-01 4.7229e-01 5.1239e-02
15250.00 1.0268e-05 4.2848e-01 5.1244e-01 5.9065e-02
15750.00 9.4755e-06 4.4464e-01 4.9319e-01 6.2168e-02
16250.00 8.7377e-06 3.8204e-01 5.4496e-01 7.2986e-02
16750.00 8.7365e-06 4.0805e-01 5.1730e-01 7.4643e-02
17250.00 8.4896e-06 3.9747e-01 5.2377e-01 7.8751e-02
17750.00 5.2814e-06 2.7118e-01 6.3250e-01 9.6307e-02
18250.00 6.7155e-06 3.5473e-01 5.3838e-01 1.0688e-01
18750.00 5.8745e-06 3.5589e-01 5.4293e-01 1.0117e-01
19250.00 4.2013e-06 2.5502e-01 6.1633e-01 1.2865e-01
19750.00 4.5670e-06 3.0094e-01 5.6407e-01 1.3498e-01
20250.00 3.5973e-06 2.5360e-01 5.9172e-01 1.5468e-01
20750.00 3.3938e-06 2.5841e-01 5.8062e-01 1.6097e-01
21250.00 9.6775e-07 6.2836e-02 7.3788e-01 1.9928e-01
21750.00 2.8811e-06 2.3232e-01 5.7675e-01 1.9092e-01
22250.00 2.5055e-06 2.0571e-01 5.8294e-01 2.1135e-01
22750.00 8.9278e-07 4.4850e-02 3.3986e-01 6.1529e-01
23250.00 1.4596e-06 1.3401e-01 6.3253e-01 2.3346e-01
23750.00 2.4599e-06 2.1179e-01 5.8039e-01 2.0782e-01
24250.00 3.6980e-07 2.4151e-02 4.2188e-01 5.5397e-01
24750.00 7.0692e-07 9.7636e-02 5.3628e-01 3.6608e-01
25250.00 5.4964e-07 8.4523e-02 5.2016e-01 3.9531e-01
25750.00 6.3252e-07 9.0217e-02 5.2710e-01 3.8268e-01
26250.00 4.4651e-07 7.2934e-02 5.0228e-01 4.2478e-01
26750.00 3.0818e-07 5.7375e-02 4.7217e-01 4.7045e-01
27250.00 2.4366e-07 4.7853e-02 4.4840e-01 5.0375e-01
27750.00 1.7706e-07 4.0210e-02 4.2538e-01 5.3441e-01
28250.00 4.1575e-08 9.5032e-03 4.0744e-01 5.8305e-01
28750.00 1.3905e-08 3.9971e-03 3.7806e-01 6.1794e-01
29250.00 5.0456e-08 1.3239e-02 3.4205e-01 6.4471e-01
29750.00 6.6322e-08 1.6875e-02 3.1384e-01 6.6929e-01
30250.00 4.7284e-08 1.3372e-02 2.8898e-01 6.9765e-01
30750.00 3.6746e-08 1.0743e-02 2.6188e-01 7.2737e-01
31250.00 2.4178e-08 8.4308e-03 2.3689e-01 7.5468e-01
31750.00 1.6555e-08 6.7354e-03 2.2216e-01 7.7111e-01
32250.00 1.3854e-08 5.6021e-03 1.9911e-01 7.9529e-01
32750.00 8.6874e-09 4.0974e-03 1.7881e-01 8.1709e-01
33250.00 5.2842e-09 2.9603e-03 1.5970e-01 8.3734e-01
33750.00 3.3164e-09 2.0466e-03 1.4229e-01 8.5566e-01
34250.00 2.3030e-09 1.6178e-03 1.2658e-01 8.7180e-01
34750.00 1.7160e-09 1.3626e-03 1.1231e-01 8.8633e-01
35250.00 6.8146e-10 6.0827e-04 9.9485e-02 8.9991e-01
35750.00 6.6728e-10 7.1625e-04 8.8022e-02 9.1126e-01
36250.00 4.1282e-10 5.0528e-04 7.7729e-02 9.2177e-01
36750.00 1.8140e-10 2.5589e-04 6.8391e-02 9.3135e-01
37250.00 6.3694e-11 9.8300e-05 5.9631e-02 9.4027e-01
37750.00 6.5541e-11 1.1209e-04 5.2652e-02 9.4724e-01
38250.00 6.2283e-11 1.0705e-04 4.6209e-02 9.5368e-01
38750.00 6.2359e-11 1.0323e-04 4.0459e-02 9.5944e-01
39250.00 7.7521e-11 1.0898e-04 3.5401e-02 9.6449e-01
39750.00 4.4907e-11 6.6746e-05 3.0794e-02 9.6914e-01
40250.00 3.2279e-11 4.7540e-05 2.6795e-02 9.7316e-01
#TIME: 243.21
#NVEL 81
#vel_mid[km/s] s0 s1 s2 s3
250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.4270e-08 4.9654e-03 6.6777e-01 3.2726e-01
7250.00 1.7626e-08 6.0552e-03 6.9350e-01 3.0045e-01
7750.00 4.1760e-08 1.0915e-02 7.6139e-01 2.2770e-01
8250.00 2.0264e-07 3.1634e-02 7.8322e-01 1.8514e-01
8750.00 1.4734e-06 1.1982e-01 7.4687e-01 1.3331e-01
9250.00 5.9765e-06 2.3728e-01 6.6448e-01 9.8234e-02
9750.00 1.2004e-05 3.2809e-01 5.9347e-01 7.8429e-02
10250.00 1.7421e-05 3.8742e-01 5.5190e-01 6.0666e-02
10750.00 2.2379e-05 4.6275e-01 4.8890e-01 4.8331e-02
11250.00 2.4537e-05 5.2084e-01 4.4054e-01 3.8589e-02
11750.00 2.2580e-05 5.3240e-01 4.3350e-01 3.4076e-02
12250.00 1.9513e-05 5.4013e-01 4.2651e-01 3.3334e-02
12750.00 1.6783e-05 5.0331e-01 4.6229e-01 3.4379e-02
13250.00 1.5899e-05 5.1387e-01 4.4773e-01 3.8392e-02
13750.00 1.4309e-05 4.7891e-01 4.7629e-01 4.4782e-02
14250.00 1.2965e-05 4.6578e-01 4.8441e-01 4.9794e-02
14750.00 1.1381e-05 4.6215e-01 4.8393e-01 5.3909e-02
15250.00 1.0632e-05 4.1818e-01 5.2179e-01 6.0020e-02
15750.00 1.0686e-05 4.6697e-01 4.7591e-01 5.7112e-02
16250.00 9.7016e-06 4.1608e-01 5.1908e-01 6.4837e-02
16750.00 8.2653e-06 3.8131e-01 5.4548e-01 7.3195e-02
17250.00 9.1062e-06 4.1471e-01 5.1649e-01 6.8782e-02
17750.00 5.2340e-06 2.7745e-01 6.2250e-01 1.0005e-01
18250.00 6.2084e-06 3.2377e-01 5.7673e-01 9.9492e-02
18750.00 5.3410e-06 2.9779e-01 6.0153e-01 1.0067e-01
19250.00 5.7963e-06 3.4051e-01 5.4898e-01 1.1050e-01
19750.00 5.2155e-06 3.0092e-01 5.6598e-01 1.3309e-01
20250.00 4.0257e-06 2.7068e-01 5.8216e-01 1.4716e-01
20750.00 4.1072e-06 2.7692e-01 5.7995e-01 1.4312e-01
21250.00 1.0692e-06 4.1935e-02 3.4664e-01 6.1142e-01
21750.00 2.9696e-06 2.2740e-01 5.8155e-01 1.9105e-01
22250.00 4.7579e-06 2.9096e-01 5.6465e-01 1.4439e-01
22750.00 1.1678e-06 6.7317e-02 4.1737e-01 5.1531e-01
23250.00 3.3566e-06 2.4970e-01 5.7583e-01 1.7447e-01
23750.00 6.6599e-07 4.6359e-02 3.6622e-01 5.8742e-01
24250.00 8.0683e-07 5.1660e-02 3.8229e-01 5.6605e-01
24750.00 1.9982e-06 1.7785e-01 5.7767e-01 2.4448e-01
25250.00 1.3856e-06 1.4308e-01 5.6664e-01 2.9028e-01
25750.00 3.7107e-07 4.8649e-02 6.0954e-01 3.4181e-01
26250.00 1.5594e-07 1.9586e-02 5.9868e-01 3.8173e-01
26750.00 5.6281e-08 1.0924e-02 5.2329e-01 4.6579e-01
27250.00 4.7047e-08 8.6554e-03 4.9044e-01 5.0091e-01
27750.00 3.5487e-08 6.9045e-03 4.5984e-01 5.3326e-01
28250.00 4.4548e-08 8.8704e-03 4.2444e-01 5.6669e-01
28750.00 1.1778e-07 2.6998e-02 3.7253e-01 6.0047e-01
29250.00 9.1564e-08 2.1722e-02 3.4474e-01 6.3354e-01
29750.00 6.9199e-08 1.7284e-02 3.1567e-01 6.6705e-01
30250.00 5.6663e-08 1.3769e-02 2.8941e-01 6.9682e-01
30750.00 4.0768e-08 1.0758e-02 2.6422e-01 7.2503e-01
31250.00 3.0192e-08 8.5579e-03 2.3941e-01 7.5203e-01
31750.00 2.0016e-08 7.1252e-03 2.2401e-01 7.6886e-01
32250.00 1.4891e-08 5.3911e-03 2.0141e-01 7.9320e-01
32750.00 1.0904e-08 4.1187e-03 1.8070e-01 8.1518e-01
33250.00 7.1705e-09 3.0825e-03 1.6149e-01 8.3543e-01
33750.00 5.0010e-09 2.3222e-03 1.4392e-01 8.5375e-01
34250.00 2.6688e-09 1.4596e-03 1.2793e-01 8.7061e-01
34750.00 1.2654e-09 8.5856e-04 1.1350e-01 8.8564e-01
35250.00 7.8625e-10 6.1350e-04 1.0047e-01 8.9891e-01
35750.00 4.1916e-10 3.8505e-04 8.8752e-02 9.1086e-01
36250.00 4.6042e-10 4.5456e-04 7.8474e-02 9.2107e-01
36750.00 4.9978e-10 5.2096e-04 6.9282e-02 9.3020e-01
37250.00 1.5615e-10 1.8566e-04 6.0530e-02 9.3928e-01
37750.00 2.3314e-10 3.1908e-04 5.3676e-02 9.4601e-01
38250.00 1.2667e-10 1.9313e-04 4.6917e-02 9.5289e-01
38750.00 6.7190e-11 1.2301e-04 4.0955e-02 9.5892e-01
39250.00 3.3493e-11 7.5623e-05 3.5671e-02 9.6425e-01
39750.00 2.0996e-11 5.7979e-05 3.1089e-02 9.6885e-01
40250.00 1.7310e-11 4.7119e-05 2.7091e-02 9.7286e-01
#TIME: 246.70
#NVEL 81
#vel_mid[km/s] s0 s1 s2 s3
250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.5425e-08 5.3680e-03 6.7424e-01 3.2040e-01
7250.00 2.0425e-08 6.7623e-03 6.8568e-01 3.0756e-01
7750.00 4.7367e-08 1.1937e-02 7.4433e-01 2.4373e-01
8250.00 1.9528e-07 3.0445e-02 7.8390e-01 1.8566e-01
8750.00 1.4804e-06 1.1822e-01 7.4579e-01 1.3599e-01
9250.00 5.8229e-06 2.3505e-01 6.6659e-01 9.8360e-02
9750.00 1.2638e-05 3.2285e-01 5.9901e-01 7.8125e-02
10250.00 1.7679e-05 3.9514e-01 5.4346e-01 6.1376e-02
10750.00 2.1106e-05 4.5108e-01 4.9983e-01 4.9067e-02
11250.00 2.3283e-05 4.9896e-01 4.6124e-01 3.9768e-02
11750.00 2.2792e-05 5.4320e-01 4.2338e-01 3.3405e-02
12250.00 2.0565e-05 5.3482e-01 4.3162e-01 3.3532e-02
12750.00 1.6108e-05 5.2600e-01 4.3852e-01 3.5469e-02
13250.00 1.5960e-05 5.2435e-01 4.3766e-01 3.7974e-02
13750.00 1.3821e-05 4.8452e-01 4.7132e-01 4.4155e-02
14250.00 1.3570e-05 5.1497e-01 4.4284e-01 4.2172e-02
14750.00 1.4316e-05 5.0257e-01 4.5101e-01 4.6401e-02
15250.00 1.1592e-05 4.3571e-01 5.0970e-01 5.4581e-02
15750.00 9.1592e-06 3.6473e-01 5.7260e-01 6.2663e-02
16250.00 1.1529e-05 4.5298e-01 4.8491e-01 6.2098e-02
16750.00 8.2219e-06 3.5025e-01 5.7006e-01 7.9684e-02
17250.00 9.4911e-06 3.8144e-01 5.4794e-01 7.0615e-02
17750.00 6.8235e-06 2.9543e-01 6.0886e-01 9.5705e-02
18250.00 8.3758e-06 4.0261e-01 5.1409e-01 8.3285e-02
18750.00 5.4891e-06 3.0403e-01 5.7672e-01 1.1925e-01
19250.00 5.3993e-06 3.2663e-01 5.5821e-01 1.1516e-01
19750.00 4.9678e-06 2.9665e-01 5.6530e-01 1.3805e-01
20250.00 3.7911e-06 2.4430e-01 6.0678e-01 1.4891e-01
20750.00 4.2186e-06 2.6794e-01 5.8640e-01 1.4566e-01
21250.00 1.7535e-06 1.2261e-01 6.7181e-01 2.0558e-01
21750.00 2.5108e-06 1.7356e-01 6.2079e-01 2.0565e-01
22250.00 3.8264e-06 1.8716e-01 3.6837e-01 4.4446e-01
22750.00 3.0138e-06 1.5887e-01 4.0655e-01 4.3458e-01
23250.00 1.0032e-06 1.0223e-01 5.8465e-01 3.1311e-01
23750.00 1.8750e-06 1.4319e-01 5.6483e-01 2.9198e-01
24250.00 1.9830e-06 1.3208e-01 3.1573e-01 5.5218e-01
24750.00 8.6198e-07 6.4226e-02 3.4686e-01 5.8891e-01
25250.00 6.5432e-07 9.0985e-02 5.3284e-01 3.7617e-01
25750.00 5.6396e-07 8.0860e-02 5.3343e-01 3.8571e-01
26250.00 3.6077e-07 5.8406e-02 5.3591e-01 4.0568e-01
26750.00 2.0773e-07 4.0072e-02 5.0513e-01 4.5480e-01
27250.00 2.3613e-07 5.0870e-02 4.5642e-01 4.9270e-01
27750.00 1.9122e-07 4.0920e-02 4.2755e-01 5.3153e-01
28250.00 1.6092e-07 3.3695e-02 4.0151e-01 5.6479e-01
28750.00 1.0489e-07 2.7667e-02 3.7595e-01 5.9639e-01
29250.00 8.1084e-08 2.1694e-02 3.4460e-01 6.3371e-01
29750.00 7.0140e-08 1.7750e-02 3.2037e-01 6.6188e-01
30250.00 5.7137e-08 1.4203e-02 2.9315e-01 6.9265e-01
30750.00 3.6764e-08 1.1151e-02 2.6738e-01 7.2147e-01
31250.00 3.1006e-08 9.2330e-03 2.5036e-01 7.4041e-01
31750.00 2.1593e-08 7.0191e-03 2.2645e-01 7.6653e-01
32250.00 1.3267e-08 5.0525e-03 2.0385e-01 7.9109e-01
32750.00 6.5271e-09 2.6760e-03 1.8292e-01 8.1440e-01
33250.00 5.2530e-09 2.1964e-03 1.6335e-01 8.3446e-01
33750.00 4.2138e-09 1.7350e-03 1.4550e-01 8.5277e-01
34250.00 3.0600e-09 1.3983e-03 1.2933e-01 8.6927e-01
34750.00 2.9043e-09 1.4317e-03 1.1470e-01 8.8387e-01
35250.00 1.9298e-09 1.0758e-03 1.0166e-01 8.9726e-01
35750.00 1.3264e-09 7.8048e-04 8.9883e-02 9.0934e-01
36250.00 5.3010e-10 3.7233e-04 7.9222e-02 9.2041e-01
36750.00 2.3991e-10 2.2077e-04 6.9659e-02 9.3012e-01
37250.00 1.4772e-10 1.5840e-04 6.1146e-02 9.3870e-01
37750.00 1.5544e-10 1.6520e-04 5.3838e-02 9.4600e-01
38250.00 1.9520e-10 2.2666e-04 4.7430e-02 9.5234e-01
38750.00 1.5692e-10 2.2663e-04 4.1561e-02 9.5821e-01
39250.00 1.0705e-10 1.7184e-04 3.6283e-02 9.6355e-01
39750.00 7.7710e-11 1.2995e-04 3.1628e-02 9.6824e-01
40250.00 4.6055e-11 8.6949e-05 2.7516e-02 9.7240e-01
#TIME: 250.25
#NVEL 81
#vel_mid[km/s] s0 s1 s2 s3
250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5750.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6250.00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6750.00 1.5334e-08 5.2055e-03 6.7419e-01 3.2060e-01
7250.00 1.9076e-08 6.1980e-03 6.9466e-01 2.9914e-01
7750.00 4.4483e-08 1.1079e-02 7.5077e-01 2.3815e-01
8250.00 2.1745e-07 3.3757e-02 7.9098e-01 1.7526e-01
8750.00 1.3762e-06 1.1602e-01 7.5188e-01 1.3210e-01
9250.00 5.2141e-06 2.2329e-01 6.7572e-01 1.0098e-01
9750.00 1.1495e-05 3.0529e-01 6.1450e-01 8.0198e-02
10250.00 1.8065e-05 3.9669e-01 5.4323e-01 6.0067e-02
10750.00 2.0679e-05 4.5186e-01 4.9970e-01 4.8426e-02
11250.00 2.3842e-05 5.0916e-01 4.5254e-01 3.8278e-02
11750.00 2.1226e-05 5.2695e-01 4.3903e-01 3.3995e-02
12250.00 1.8919e-05 5.4287e-01 4.2500e-01 3.2111e-02
12750.00 1.7778e-05 5.5127e-01 4.1608e-01 3.2630e-02
13250.00 1.6269e-05 5.3153e-01 4.3182e-01 3.6634e-02
13750.00 1.8191e-05 5.2580e-01 4.3572e-01 3.8462e-02
14250.00 1.4372e-05 5.1726e-01 4.3976e-01 4.2959e-02
14750.00 1.4670e-05 4.7716e-01 4.7926e-01 4.3568e-02
15250.00 1.0746e-05 4.0540e-01 5.3709e-01 5.7497e-02
15750.00 1.1161e-05 4.5202e-01 4.9440e-01 5.3569e-02
16250.00 1.0027e-05 3.9211e-01 5.4495e-01 6.2931e-02
16750.00 9.0247e-06 3.8912e-01 5.3533e-01 7.5549e-02
17250.00 8.8786e-06 3.7618e-01 5.4569e-01 7.8122e-02
17750.00 8.0720e-06 2.9849e-01 6.1141e-01 9.0094e-02
18250.00 8.6679e-06 3.7534e-01 5.3353e-01 9.1121e-02
18750.00 7.1000e-06 3.6611e-01 5.3188e-01 1.0199e-01
19250.00 6.8794e-06 3.4896e-01 5.4412e-01 1.0692e-01
19750.00 6.4012e-06 3.2904e-01 5.5596e-01 1.1499e-01
20250.00 5.0712e-06 3.1119e-01 5.5967e-01 1.2914e-01
20750.00 4.0341e-06 2.4196e-01 6.0194e-01 1.5609e-01
21250.00 6.9909e-06 3.3545e-01 5.4337e-01 1.2116e-01
