#NTIMES: 5
#TIMES[d]: 100 150 200 300 400
#
TIME: 100
NVEL: 40
vel_mid[km/s] temp[K] rho[gcc] ne[/cm3] natom[/cm3] 
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
1.075000e+04 9.070000e+03 1.540000e-17 5.046000e+05 2.900000e+05
1.125000e+04 1.030000e+04 1.300000e-17 4.693700e+05 2.510000e+05
1.175000e+04 1.110000e+04 1.090000e-17 3.977500e+05 2.150000e+05
1.225000e+04 1.160000e+04 9.200000e-18 3.330600e+05 1.820000e+05
1.275000e+04 1.190000e+04 7.740000e-18 2.784600e+05 1.530000e+05
1.325000e+04 1.220000e+04 6.500000e-18 2.347800e+05 1.290000e+05
1.375000e+04 1.250000e+04 5.480000e-18 1.954800e+05 1.080000e+05
1.425000e+04 1.280000e+04 4.590000e-18 1.643480e+05 9.080000e+04
1.475000e+04 1.310000e+04 3.860000e-18 1.375200e+05 7.640000e+04
1.525000e+04 1.350000e+04 3.270000e-18 1.164600e+05 6.470000e+04
1.575000e+04 1.380000e+04 2.740000e-18 9.774000e+04 5.430000e+04
1.625000e+04 1.420000e+04 2.310000e-18 8.208000e+04 4.560000e+04
1.675000e+04 1.450000e+04 1.940000e-18 6.912000e+04 3.840000e+04
1.725000e+04 1.490000e+04 1.630000e-18 5.814000e+04 3.230000e+04
1.775000e+04 1.530000e+04 1.370000e-18 4.896000e+04 2.720000e+04
1.825000e+04 1.580000e+04 1.160000e-18 4.122000e+04 2.290000e+04
1.875000e+04 1.620000e+04 9.740000e-19 3.474000e+04 1.930000e+04
1.925000e+04 1.670000e+04 8.180000e-19 2.916000e+04 1.620000e+04
1.975000e+04 1.700000e+04 6.890000e-19 2.448000e+04 1.360000e+04
2.500000e+02 5.740000e+03 5.560000e-16 9.819600e+06 5.880000e+06
7.500000e+02 5.840000e+03 4.800000e-16 8.619000e+06 5.070000e+06
1.250000e+03 5.950000e+03 4.070000e-16 7.439000e+06 4.300000e+06
1.750000e+03 6.060000e+03 3.420000e-16 6.335000e+06 3.620000e+06
2.250000e+03 6.170000e+03 2.900000e-16 5.416200e+06 3.060000e+06
2.750000e+03 6.300000e+03 2.440000e-16 4.618200e+06 2.580000e+06
3.250000e+03 6.430000e+03 2.050000e-16 3.927700e+06 2.170000e+06
3.750000e+03 6.570000e+03 1.730000e-16 3.330600e+06 1.820000e+06
4.250000e+03 6.730000e+03 1.450000e-16 2.833600e+06 1.540000e+06
4.750000e+03 6.900000e+03 1.220000e-16 2.399400e+06 1.290000e+06
5.250000e+03 7.090000e+03 1.030000e-16 2.038300e+06 1.090000e+06
5.750000e+03 7.300000e+03 8.660000e-17 1.722080e+06 9.160000e+05
6.250000e+03 7.530000e+03 7.280000e-17 1.463000e+06 7.700000e+05
6.750000e+03 7.770000e+03 6.140000e-17 1.245320e+06 6.520000e+05
7.250000e+03 7.950000e+03 5.170000e-17 1.084900e+06 5.710000e+05
7.750000e+03 8.090000e+03 4.340000e-17 9.809100e+05 5.190000e+05
8.250000e+03 8.180000e+03 3.660000e-17 8.965200e+05 4.820000e+05
8.750000e+03 8.310000e+03 3.080000e-17 8.224800e+05 4.470000e+05
9.250000e+03 8.450000e+03 2.590000e-17 7.421000e+05 4.100000e+05
9.750000e+03 8.570000e+03 2.180000e-17 6.621600e+05 3.720000e+05
1.025000e+04 8.710000e+03 1.830000e-17 5.825600e+05 3.310000e+05
